round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_auprc_lift,fed_f1_best,fed_ece,fed_auroc,fed_prevalence,fed_f1_best_threshold,fed_brier,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
16.0,0.5571342364048505,0.4704713216983404,25.55392,25.55392,0.0,0.09729724038750581,2.4992389902351326,0.33219565663461115,0.07145354035417446,0.7108624195537488,0.10985206169342146,0.2405438926128385,0.10282802420777444,0.26888932527492615,0.3400321009955781,0.0810478080586263,0.7115947407498214,0.1778892533281883,0.20450951154489178,0.4315885901451111,0.4241687410088608,0.2838487412294876,0.11389601892395189,0.0,0.0,,
17.0,0.5884087051733998,0.41405720733362256,29.20448,29.20448,0.9971592150692714,0.07006659961231827,2.1486500284002483,0.3057927503374851,0.07881360742567489,0.6822985754356595,0.10985206169342146,0.2253552050101971,0.10649044609578508,0.23362608270000715,0.34820204506869545,0.08219791268389179,0.7216925882086813,0.17555804114185675,0.20450951154489178,0.423880398273468,0.4110120934886045,0.27207260838329894,0.11389601892395189,0.008452686637524414,1.3561940548243,0.006682482949960616,0.009860351249002171
18.0,0.5890862548291563,0.4236734574109623,29.20448,29.20448,0.0,0.06512069526674921,2.2559155296091173,0.31397299611733476,0.06989385399575788,0.6931660154215664,0.10985206169342146,0.21708656366812493,0.10554307576186017,0.2439897351835158,0.34820204506869545,0.08219791268389179,0.7216925882086813,0.17555804114185675,0.20450951154489178,0.423880398273468,0.4110120934886045,0.27207260838329894,0.11389601892395189,0.0,0.0,,
19.0,0.5669333037712263,0.42443800488874084,29.20448,29.20448,0.0,0.09239418209237757,2.3773796767413886,0.3300384009997305,0.07196788904929886,0.7017784274334183,0.10985206169342146,0.23556127737988308,0.10505787396509941,0.25656423246478843,0.34820204506869545,0.08219791268389179,0.7216925882086813,0.17555804114185675,0.20450951154489178,0.423880398273468,0.4110120934886045,0.27207260838329894,0.11389601892395189,0.0,0.0,,
20.0,0.5565475979229599,0.4917008312730523,29.20448,29.20448,0.0,0.10340685542675837,2.487893117019637,0.33493332355058303,0.07574042860930977,0.7126044328379644,0.10985206169342146,0.24392748264103967,0.10390794504725147,0.2679147219191668,0.34820204506869545,0.08219791268389179,0.7216925882086813,0.17555804114185675,0.20450951154489178,0.423880398273468,0.4110120934886045,0.27207260838329894,0.11389601892395189,0.0,0.0,,
21.0,0.5871073414609798,0.45152061938610066,32.85504,32.85504,0.9971592150692714,0.07188002039575862,2.1670267110047527,0.30429376590281076,0.08682958520233615,0.6828109777758099,0.10985206169342146,0.24225321462741994,0.10884067397064408,0.2358654958841169,0.35152954474755493,0.08281756831690987,0.7271331263317199,0.16707021791767554,0.20450951154489178,0.4158168435096741,0.404748074155766,0.26671260956737586,0.11389601892395189,0.007793430777493377,1.323088611010462,0.006202683428400885,0.009083623042007891
22.0,0.5850969553804937,0.4316099261706651,32.85504,32.85504,0.0,0.08171762552451811,2.3233089622087557,0.3181269710316084,0.06982844953862308,0.6969030636041551,0.10985206169342146,0.2281567543848228,0.10580804521707038,0.2514880683458179,0.35152954474755493,0.08281756831690987,0.7271331263317199,0.16707021791767554,0.20450951154489178,0.4158168435096741,0.404748074155766,0.26671260956737586,0.11389601892395189,0.0,0.0,,
23.0,0.5664398734777565,0.43485063520241807,32.85504,32.85504,0.0,0.09272703253540758,2.4348947034304564,0.32902303168219116,0.07264695773783544,0.7074408239828089,0.10985206169342146,0.23756338263274668,0.10406756576931728,0.2623964317383713,0.35152954474755493,0.08281756831690987,0.7271331263317199,0.16707021791767554,0.20450951154489178,0.4158168435096741,0.404748074155766,0.26671260956737586,0.11389601892395189,0.0,0.0,,
24.0,0.5519878131865745,0.514962815443665,32.85504,32.85504,0.0,0.12368878328783048,2.590933310708367,0.3405414670791298,0.07512626192627167,0.7196517695394921,0.10985206169342146,0.2517431364331112,0.10349064096527445,0.2781234689422662,0.35152954474755493,0.08281756831690987,0.7271331263317199,0.16707021791767554,0.20450951154489178,0.4158168435096741,0.404748074155766,0.26671260956737586,0.11389601892395189,0.0,0.0,,
25.0,0.5861733330749037,0.4726992175074606,36.5056,36.5056,0.9971592150692714,0.0695733660692586,2.1884622070003705,0.3078766746000495,0.08861695497074254,0.6846460909007647,0.10985206169342146,0.24413159789343397,0.10891435194191755,0.23841858740363978,0.34032391339693635,0.08107083932568132,0.7117969538497402,0.17251735512776328,0.2045002711006687,0.45900753140449524,0.40920148359174685,0.2704393727218309,0.11389601892395189,0.006921018875777345,1.2431293425615877,0.0056711031067671735,0.007953266993447733
26.0,0.5826300047020431,0.3936593126611469,36.5056,36.5056,0.0,0.0860899836161523,2.301680401359222,0.31927871861335777,0.08208966490281713,0.6968348380773097,0.10985206169342146,0.22100428325089783,0.10623416167159776,0.24898653278529412,0.34032391339693635,0.08107083932568132,0.7117969538497402,0.17251735512776328,0.2045002711006687,0.45900753140449524,0.40920148359174685,0.2704393727218309,0.11389601892395189,0.0,0.0,,
27.0,0.5608277276704047,0.4359959391216158,36.5056,36.5056,0.0,0.10275424223477639,2.460802926431767,0.3282103693390939,0.06981063613701503,0.7092197860209659,0.10985206169342146,0.23075590956349926,0.10353328728127621,0.26578705018418547,0.34032391339693635,0.08107083932568132,0.7117969538497402,0.17251735512776328,0.2045002711006687,0.45900753140449524,0.40920148359174685,0.2704393727218309,0.11389601892395189,0.0,0.0,,
28.0,0.5454669914171892,0.5605760610855817,36.5056,36.5056,0.0,0.10808580239916839,2.6092797333918485,0.3447969850495964,0.0687252612164063,0.7188512037947858,0.10985206169342146,0.24206054865432156,0.10251447608944811,0.2809101476778749,0.34032391339693635,0.08107083932568132,0.7117969538497402,0.17251735512776328,0.2045002711006687,0.45900753140449524,0.40920148359174685,0.2704393727218309,0.11389601892395189,0.0,0.0,,
29.0,0.5874626753934257,0.5589183821457758,40.15616,40.15616,0.9971592150692714,0.06787742762737493,2.2085432704835934,0.3096181158356137,0.07057798270606322,0.6869248208958842,0.10985206169342146,0.22994577433089622,0.10542562074424512,0.24049499615151768,0.3322536747179097,0.07989121844483861,0.701439955492929,0.17376390454255894,0.2045002711006687,0.4510386884212494,0.42033838955329733,0.28079665806992987,0.11389601892395189,0.006374154728809148,1.2043877745745704,0.005124316586726799,0.007431550461834756
30.0,0.5785099231574657,0.5043726536216842,40.15616,40.15616,0.0,0.07907412653191918,2.3253505920382462,0.319905635741262,0.0735399771188607,0.6991054276961333,0.10985206169342146,0.23335760473398282,0.10546052492523669,0.25225675351241406,0.3322536747179097,0.07989121844483861,0.701439955492929,0.17376390454255894,0.2045002711006687,0.4510386884212494,0.42033838955329733,0.28079665806992987,0.11389601892395189,0.0,0.0,,
31.0,0.561143452107072,0.5213802325213116,40.15616,40.15616,0.0,0.10116141663612593,2.5120300433942853,0.3346276541696211,0.07833771562956564,0.7123438042056816,0.10985206169342146,0.2487344438066488,0.10505418648033722,0.2718943158767899,0.3322536747179097,0.07989121844483861,0.701439955492929,0.17376390454255894,0.2045002711006687,0.4510386884212494,0.42033838955329733,0.28079665806992987,0.11389601892395189,0.0,0.0,,
32.0,0.5422811227991472,0.549611637751035,40.15616,40.15616,0.0,0.11526672698236028,2.6305776835784047,0.34391959804542427,0.07025667983105803,0.7200975166346293,0.10985206169342146,0.23948406822414267,0.10186717368390864,0.2830025194826625,0.3322536747179097,0.07989121844483861,0.701439955492929,0.17376390454255894,0.2045002711006687,0.4510386884212494,0.42033838955329733,0.28079665806992987,0.11389601892395189,0.0,0.0,,
33.0,0.5790827238214747,0.6430358150966017,43.80672,43.80672,0.9971592150692714,0.0681653208968181,2.2420053068810506,0.3131193818206495,0.07287782858810946,0.6882700045691758,0.10985206169342146,0.23050167161524582,0.10587183383656744,0.24444118430800188,0.3318421781952874,0.07968876327973559,0.699662411668169,0.1734930257775149,0.2045002711006687,0.45962774753570557,0.4165875179891564,0.2774080283225604,0.11389601892395189,0.006456332172761839,1.278851514798589,0.004976578331396001,0.007739112780071561
34.0,0.5782438793703241,0.612554544453072,43.80672,43.80672,0.0,0.08218781163163114,2.3823036220361034,0.32590784737059675,0.07665412951686452,0.7027077246688687,0.10985206169342146,0.23981187258796344,0.1064352037627477,0.25818204052234267,0.3318421781952874,0.07968876327973559,0.699662411668169,0.1734930257775149,0.2045002711006687,0.45962774753570557,0.4165875179891564,0.2774080283225604,0.11389601892395189,0.0,0.0,,
35.0,0.5582912945849094,0.5443164230546814,43.80672,43.80672,0.0,0.1078360913166645,2.5444006668045387,0.3423250871759767,0.08032224273621603,0.7172529220367683,0.10985206169342146,0.25967268661804305,0.10476870344715143,0.2746131546757951,0.3318421781952874,0.07968876327973559,0.699662411668169,0.1734930257775149,0.2045002711006687,0.45962774753570557,0.4165875179891564,0.2774080283225604,0.11389601892395189,0.0,0.0,,
36.0,0.5388589876556307,0.587971843671496,43.80672,43.80672,0.0,0.13125495700941087,2.6928351679195943,0.3472034661101947,0.07345607031691088,0.7247035210110461,0.10985206169342146,0.2577771604867862,0.10276567828584715,0.28930257210336613,0.3318421781952874,0.07968876327973559,0.699662411668169,0.1734930257775149,0.2045002711006687,0.45962774753570557,0.4165875179891564,0.2774080283225604,0.11389601892395189,0.0,0.0,,
37.0,0.5769407667792648,0.6731209486176922,47.45728,47.45728,0.9971592150692714,0.07225074882981146,2.286679446413261,0.315516003302382,0.07942944616900137,0.6899523846284368,0.10985206169342146,0.2377853610969993,0.1060547167589542,0.24929456861995652,0.3293464310789883,0.07923583176514316,0.6956857009905566,0.17540775466354136,0.20450951154489178,0.44854944944381714,0.41804465719459466,0.27880099901329564,0.11389601892395189,0.00634005904182135,1.3235062375897542,0.004934341878900882,0.007576859604368707
38.0,0.5788143260279395,0.6058505792395161,47.45728,47.45728,0.0,0.09520410367106401,2.440604171287272,0.3261194612604789,0.06963553629430971,0.7050710161337375,0.10985206169342146,0.22721205105993936,0.10506931603500809,0.2647776975665037,0.3293464310789883,0.07923583176514316,0.6956857009905566,0.17540775466354136,0.20450951154489178,0.44854944944381714,0.41804465719459466,0.27880099901329564,0.11389601892395189,0.0,0.0,,
39.0,0.5587699696301538,0.5423762438815198,47.45728,47.45728,0.0,0.13218118932322775,2.5948291183042365,0.3331074753822666,0.07816246993767041,0.7169890480861522,0.10985206169342146,0.25846252158767297,0.10316488064940599,0.2799230549151199,0.3293464310789883,0.07923583176514316,0.6956857009905566,0.17540775466354136,0.20450951154489178,0.44854944944381714,0.41804465719459466,0.27880099901329564,0.11389601892395189,0.0,0.0,,
40.0,0.5427681090481756,0.5544511797332985,47.45728,47.45728,0.0,0.11960361089565547,2.7517879442015696,0.3484926077008323,0.06809755125208203,0.724477616457166,0.10985206169342146,0.2517387775784587,0.10151987574988076,0.2965336212495748,0.3293464310789883,0.07923583176514316,0.6956857009905566,0.17540775466354136,0.20450951154489178,0.44854944944381714,0.41804465719459466,0.27880099901329564,0.11389601892395189,0.0,0.0,,
41.0,0.578339008198286,0.6545319054231912,51.10784,51.10784,0.9971592150692714,0.0695632774196559,2.2667320915519684,0.31488025147319204,0.08307897320616994,0.6891097183773811,0.10985206169342146,0.2483176722358074,0.10812141286425357,0.2475519665285366,0.3283081145407536,0.07906779864194732,0.6942103805642295,0.1734975369458128,0.2045002711006687,0.4653666913509369,0.4168724652262193,0.27817300045733423,0.11389601892395189,0.0056444635207235,1.2402328558964655,0.004251213242707903,0.006896063350388956
42.0,0.5757809708097283,0.575872581956779,51.10784,51.10784,0.0,0.07703084281227025,2.440261930077248,0.33326608449243866,0.07876844835550598,0.7065497271690174,0.10985206169342146,0.2371398792425942,0.10619644526398199,0.2652421872651582,0.3283081145407536,0.07906779864194732,0.6942103805642295,0.1734975369458128,0.2045002711006687,0.4653666913509369,0.4168724652262193,0.27817300045733423,0.11389601892395189,0.0,0.0,,
43.0,0.558987875885782,0.5535156671458719,51.10784,51.10784,0.0,0.10823577899617662,2.5889866229654626,0.3385775066555226,0.0750923738285177,0.7159113193724508,0.10985206169342146,0.24468906540839896,0.1037117086818703,0.28024136172231484,0.3283081145407536,0.07906779864194732,0.6942103805642295,0.1734975369458128,0.2045002711006687,0.4653666913509369,0.4168724652262193,0.27817300045733423,0.11389601892395189,0.0,0.0,,
44.0,0.5379946758078441,0.6236692247263967,51.10784,51.10784,0.0,0.1522923626907305,2.791545094247777,0.3564811041036114,0.07777000225508493,0.7320209593473272,0.10985206169342146,0.2523158286638068,0.10110092265968376,0.30081626949086443,0.3283081145407536,0.07906779864194732,0.6942103805642295,0.1734975369458128,0.2045002711006687,0.4653666913509369,0.4168724652262193,0.27817300045733423,0.11389601892395189,0.0,0.0,,
45.0,0.5751742321462303,0.5904507713026038,54.7584,54.7584,0.9971592150692714,0.07512401486061708,2.3113143541980405,0.3177164078799667,0.08316205918025561,0.6911868419848194,0.10985206169342146,0.24436507571839222,0.10739351940150653,0.25245215174571217,0.3304692807241576,0.07955912124121364,0.6985241625902227,0.17111716621253406,0.2045002711006687,0.45934903621673584,0.416120924317691,0.277458887947678,0.11389601892395189,0.005622931370980833,1.2967719975858927,0.004056650783083622,0.007059203423440917
46.0,0.5709374616012,0.6309238123384804,54.7584,54.7584,0.0,0.08078890187979505,2.4496873704799342,0.3245240984733618,0.06841291480717919,0.7052113179212625,0.10985206169342146,0.21529626479811514,0.10432488034901721,0.2658866351845818,0.3304692807241576,0.07955912124121364,0.6985241625902227,0.17111716621253406,0.2045002711006687,0.45934903621673584,0.416120924317691,0.277458887947678,0.11389601892395189,0.0,0.0,,
47.0,0.5525921443315773,0.7080777847801338,54.7584,54.7584,0.0,0.12055415331151553,2.652115627414632,0.34884763622891746,0.06804093712898894,0.7196546346143202,0.10985206169342146,0.25536017100747965,0.1022781705184155,0.28616883761712264,0.3304692807241576,0.07955912124121364,0.6985241625902227,0.17111716621253406,0.2045002711006687,0.45934903621673584,0.416120924317691,0.277458887947678,0.11389601892395189,0.0,0.0,,
48.0,0.5354380373924862,0.7164602552173317,54.7584,54.7584,0.0,0.12646914474253398,2.8520250764472714,0.35486094001041046,0.0728742503157565,0.7333724263492052,0.10985206169342146,0.23171040512572158,0.10115276716827167,0.3067134767058013,0.3304692807241576,0.07955912124121364,0.6985241625902227,0.17111716621253406,0.2045002711006687,0.45934903621673584,0.416120924317691,0.277458887947678,0.11389601892395189,0.0,0.0,,
49.0,0.5757989821553907,0.7315249217655084,58.40896,58.40896,0.9971592150692714,0.08049517325612443,2.3379949169705396,0.3157948400361836,0.08541233912743525,0.6923571393701717,0.10985206169342146,0.2412671094266056,0.10816147517726514,0.25568222732877227,0.33152052319768666,0.0797084869272444,0.6998355840730972,0.17310725552050474,0.2045002711006687,0.45727238059043884,0.4165576097934521,0.2777877066220432,0.11389601892395189,0.005559044508051266,1.3411350944079459,0.0038759652142705335,0.007139947206487666
50.0,0.5754319624686198,0.6136683373513908,58.40896,58.40896,0.0,0.11128574722510969,2.4620990342688938,0.33007944623473967,0.07092501634110712,0.7075332197833707,0.10985206169342146,0.22817067308530217,0.10504773214759666,0.26747036752272285,0.33152052319768666,0.0797084869272444,0.6998355840730972,0.17310725552050474,0.2045002711006687,0.45727238059043884,0.4165576097934521,0.2777877066220432,0.11389601892395189,0.0,0.0,,
51.0,0.5519941878362802,0.6325348075730359,58.40896,58.40896,0.0,0.13078068346983013,2.6263441621351356,0.34885742199995495,0.07337101761577519,0.720929424754179,0.10985206169342146,0.24650362541944226,0.10255109271225595,0.28380375786263967,0.33152052319768666,0.0797084869272444,0.6998355840730972,0.17310725552050474,0.2045002711006687,0.45727238059043884,0.4165576097934521,0.2777877066220432,0.11389601892395189,0.0,0.0,,
52.0,0.5372164651181149,0.8533056130998034,58.40896,58.40896,0.0,0.1558284665040263,2.8326445141232317,0.35371950418484016,0.07112877990746781,0.7316125762460375,0.10985206169342146,0.24402770244422334,0.10084263374720573,0.3051848836707104,0.33152052319768666,0.0797084869272444,0.6998355840730972,0.17310725552050474,0.2045002711006687,0.45727238059043884,0.4165576097934521,0.2777877066220432,0.11389601892395189,0.0,0.0,,
53.0,0.576188879157667,0.7227029867741253,62.05952,62.05952,0.9971592150692714,0.11159523232054888,2.385069515228308,0.3177460081635676,0.08401316661079294,0.6944070171195452,0.10985206169342146,0.25570503624497926,0.10792190943730037,0.260852201910318,0.3321313050139728,0.07982378152703078,0.7008478635265464,0.16917728852838934,0.2045002711006687,0.4616110324859619,0.41210807207648387,0.27374757069699424,0.11389601892395189,0.005521294728173621,1.394360083853826,0.0036983510170596344,0.007269948112318413
54.0,0.575092008106265,0.7213161454088979,62.05952,62.05952,0.0,0.13830539233504124,2.54520333138779,0.3374459307192374,0.07531476310365778,0.7116178845767039,0.10985206169342146,0.25927271996517764,0.10523468299109895,0.27663113655472826,0.3321313050139728,0.07982378152703078,0.7008478635265464,0.16917728852838934,0.2045002711006687,0.4616110324859619,0.41210807207648387,0.27374757069699424,0.11389601892395189,0.0,0.0,,
55.0,0.5495984506524401,0.7100521043488863,62.05952,62.05952,0.0,0.14203824758704398,2.6962109228732936,0.34810199072436215,0.07262451326212768,0.7243787415083072,0.10985206169342146,0.2635064243754389,0.1029662993255745,0.29179734753823844,0.3321313050139728,0.07982378152703078,0.7008478635265464,0.16917728852838934,0.2045002711006687,0.4616110324859619,0.41210807207648387,0.27374757069699424,0.11389601892395189,0.0,0.0,,
56.0,0.5365106400541495,0.7879730315073215,62.05952,62.05952,0.0,0.1683223317588323,2.928139091645142,0.3615457036256779,0.06795425701320354,0.7353312132587954,0.10985206169342146,0.26271546077983426,0.09934792749016104,0.31562724367500977,0.3321313050139728,0.07982378152703078,0.7008478635265464,0.16917728852838934,0.2045002711006687,0.4616110324859619,0.41210807207648387,0.27374757069699424,0.11389601892395189,0.0,0.0,,
57.0,0.5719770533516766,0.9073806078102642,65.71008,65.71008,0.9971592150692714,0.08803390594598591,2.382015430127832,0.3225241588694607,0.09338712419166594,0.6943815224092065,0.10985206169342146,0.26587268262585645,0.10967158412672028,0.2604205420716973,0.3373455269160892,0.08055450290673315,0.7072635520344148,0.1652747705949067,0.2045002711006687,0.46234190464019775,0.40383640154269984,0.26596655399491004,0.11389601892395189,0.0052931249138949395,1.4000837162602693,0.003518521228217537,0.007024902369291086
58.0,0.5721164906355319,0.6760254939584621,65.71008,65.71008,0.0,0.11723286581941954,2.5735101624727745,0.33530559928377074,0.07333502125047832,0.7117387090922763,0.10985206169342146,0.2545139395078098,0.1045732170467201,0.2793895409815157,0.3373455269160892,0.08055450290673315,0.7072635520344148,0.1652747705949067,0.2045002711006687,0.46234190464019775,0.40383640154269984,0.26596655399491004,0.11389601892395189,0.0,0.0,,
59.0,0.5488728725184278,0.6897590371479677,65.71008,65.71008,0.0,0.13889600799513224,2.749082971717068,0.3466685480979403,0.07674846018617341,0.7259009742798639,0.10985206169342146,0.2649235316265819,0.1031460462411743,0.2968094682260223,0.3373455269160892,0.08055450290673315,0.7072635520344148,0.1652747705949067,0.2045002711006687,0.46234190464019775,0.40383640154269984,0.26596655399491004,0.11389601892395189,0.0,0.0,,
60.0,0.5311223510459016,0.7686598879952018,65.71008,65.71008,0.0,0.14491576925891697,2.954466162656304,0.3600335744952322,0.0703257353390225,0.7370165889508686,0.10985206169342146,0.2523889883353645,0.10027082127429786,0.31759362602728153,0.3373455269160892,0.08055450290673315,0.7072635520344148,0.1652747705949067,0.2045002711006687,0.46234190464019775,0.40383640154269984,0.26596655399491004,0.11389601892395189,0.0,0.0,,
