round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auprc_lift,fed_brier,fed_f1_best_threshold,fed_ece,fed_auroc,fed_prevalence,fed_auprc,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
12.0,0.7647204486410374,23.46053023231678,26.8032,26.8032,0.5412350858791136,0.2790326176114529,1.8281133500177444,0.22310216838065527,0.5200788690242621,0.35115170822513403,0.6480884409634854,0.11208307111390806,0.20465627191242244,0.259160560942334,0.46691684668018557,0.10790037396946914,0.947358608218905,0.18020658849804577,0.2045002711006687,0.0011162131559103727,0.4405064284574969,0.3278250348247707,0.11389601892395189,0.000466243554318257,1.1635329206474125,,0.000466243554318257
13.0,0.7448177335867044,24.231198347712457,28.78464,28.78464,0.5412350858791136,0.27877167583240686,1.8872061517486718,0.21255516009563608,0.4922756402371737,0.3387054637287813,0.6517221079033318,0.11208307111390806,0.21041878235857203,0.2515881082171258,0.49494508083829736,0.1191193589387825,1.0458606021894252,0.1816640169581346,0.2045002711006687,3.841556826955639e-05,0.33569648103662475,0.2468049453404329,0.11389601892395189,0.0003779757261561461,1.0368021791800857,,0.0003779757261561461
14.0,0.7369921335394714,25.88338589093877,30.76608,30.76608,0.5412350858791136,0.28365081901526296,1.9396810326751937,0.21072055450297783,0.4967510454642689,0.33612901331555595,0.6562310389599282,0.11208307111390806,0.21676878669837027,0.26179192014356667,0.4707159798544153,0.10882973601404836,0.955518349475531,0.1488655229662424,0.2045002711006687,4.666838867706247e-05,0.27201915892033307,0.21030854749151998,0.11389601892395189,0.0003094095718907144,0.9217072962783277,,0.0003094095718907144
15.0,0.7435533511021085,34.8345257665927,32.4352,32.4352,0.4559241291901578,0.2632596371417692,1.7601182497890755,0.2198100260978485,0.48859551054940714,0.3461978865521294,0.6317011816068964,0.11208307111390806,0.19714754760046918,0.23528613185741623,0.5211669720115601,0.1275247364904714,1.1196592970964103,0.1778555092156599,0.2045002711006687,0.0005584897589869797,0.2639012127813206,0.20685791296423386,0.11389601892395189,0.0008664863260699268,0.5843405900523067,0.0008664863260699268,
16.0,0.7427336576501947,34.32318996898341,34.41664,34.41664,0.5412350858791136,0.27155390298741755,1.796899214958353,0.2355507230684787,0.5013227501048314,0.37119569282502846,0.6468776998441397,0.11208307111390806,0.20007087241651159,0.2522732951330857,0.5582744584171156,0.1422438782126199,1.2488924508203911,0.20814652294190594,0.21518693397321775,0.42042624950408936,0.35542067814097783,0.2627859986502756,0.11389601892395189,0.00042546955586061105,1.3692639702931046,,0.00042546955586061105
17.0,0.7235670846081987,31.334974084430065,36.39808,36.39808,0.5412350858791136,0.2760834365020068,1.8893183381785954,0.22472397279338693,0.5127815778297473,0.35676181117240324,0.6525575150341844,0.11208307111390806,0.21184753267805412,0.26382549655840876,0.5199019119792498,0.127821929762189,1.122268635636294,0.188040616773223,0.2045002711006687,8.548054211132694e-07,0.29423226037292616,0.2212283280013644,0.11389601892395189,0.00031353463752130926,1.0854457751847804,,0.00031353463752130926
18.0,0.720861339302649,33.66543248547706,38.37952,38.37952,0.5412350858791136,0.2836060039989777,1.9269637267805142,0.21819928665133198,0.5079877069155475,0.34730212364118374,0.6575305093239273,0.11208307111390806,0.21468467911005415,0.2624755764084963,0.5201545449922693,0.1265359463704646,1.110977781014035,0.18391356542617046,0.2045002711006687,1.1013665243808646e-05,0.3107324189853756,0.2280259083994218,0.11389601892395189,0.000266954741290388,0.989517938811332,,0.000266954741290388
19.0,0.7219518417988107,33.316451011315436,40.36096,40.36096,0.5412350858791136,0.2855529105788665,1.9316796102213458,0.2060159441050304,0.5158245534042354,0.32583507691879854,0.6600970313921727,0.11208307111390806,0.21606148812486842,0.2661807948239335,0.5335266383949271,0.1342260876187182,1.1784967454247954,0.19568045797553996,0.20491803278688528,0.34508270025253296,0.2971100266943501,0.21745589972435092,0.11389601892395189,0.0002435460211420398,0.959237709408626,,0.0002435460211420398
20.0,0.7100844477593361,33.77616482708224,44.01152,44.01152,0.9971592150692714,0.26290309604440754,1.7748558431266601,0.2286875835576987,0.49831296011589843,0.3615610067171728,0.6266769164088786,0.11208307111390806,0.19876971860930684,0.23961169420852474,0.48702881138269405,0.11551127990318974,1.0141818914699412,0.16839789808138825,0.2045002711006687,6.461950419200946e-10,0.30837132111953136,0.2249129506696064,0.11389601892395189,0.0003519637807787347,1.7727012520190328,0.00060849442124302,0.00029777193967867174
21.0,0.7191227821718906,39.98367180914993,45.99296,45.99296,0.5412350858791136,0.2748405979964845,1.8000913627915112,0.233376143916955,0.518042187378645,0.3676684241880215,0.6334792285931949,0.11208307111390806,0.2020165941981091,0.2544683802227674,0.5253162474388452,0.13284223657517436,1.1663466188741225,0.1968076074036339,0.20542505860402813,0.225869283080101,0.4000608561973417,0.29518128243720965,0.11389601892395189,0.0002912640282160147,1.281199362128973,,0.0002912640282160147
22.0,0.698229321240205,37.01004505383786,47.9744,47.9744,0.5412350858791136,0.279874291652125,1.840277504901848,0.23961383875678596,0.5186387090449665,0.37784187146342335,0.6434304416535791,0.11208307111390806,0.20588393427075521,0.2578285077541742,0.5170577167858806,0.1285038309918592,1.1282556862471278,0.1832805264440653,0.2045002711006687,1.4099507552600699e-06,0.3106846147017037,0.22841753356656616,0.11389601892395189,0.00024178433449469102,1.1204780247062445,,0.00024178433449469102
23.0,0.7017762741361726,37.700718218840514,49.95584,49.95584,0.5412350858791136,0.27747535239411075,1.8404127774132268,0.23080063617983454,0.5089377367248917,0.36596384174123053,0.6442938552465214,0.11208307111390806,0.20594346428052396,0.2536465112350396,0.5357193288011073,0.1343991441645416,1.1800161711910195,0.20137179036229336,0.20517746991606836,0.26154419779777527,0.3895509692865337,0.2886014066259011,0.11389601892395189,0.00022249015064793466,1.0842431606724858,,0.00022249015064793466
24.0,0.6993935483302985,38.43324442848476,51.93728,51.93728,0.5412350858791136,0.2739238456756308,1.8862831969653688,0.2213367538861442,0.4959806300826309,0.35210424563920745,0.6483554342585115,0.11208307111390806,0.210516051152091,0.25193446695479693,0.5129919077621321,0.12664107762784044,1.1119008269498725,0.18948624009542472,0.20450951154489178,0.009930922649800777,0.4054148964724681,0.3046254409347443,0.11389601892395189,0.0002072018261596211,1.055729383835569,,0.0002072018261596211
25.0,0.7024911679351411,40.013293918169886,53.6064,53.6064,0.4559241291901578,0.2590595460963325,1.742992080837954,0.2328964789907966,0.4997844974768843,0.3679936426689366,0.6260820012255912,0.11208307111390806,0.19541041610323118,0.23818185044708168,0.46156111716022574,0.1033575352732441,0.9074727655077715,0.15389830508474575,0.20453723788864786,5.455503014673013e-06,0.3413189433601688,0.2528936103666651,0.11389601892395189,0.0005098926696147849,0.5509005659259856,0.0005098926696147849,
26.0,0.7035462778368251,40.66437588675768,55.58784,55.58784,0.5412350858791136,0.2581969656040045,1.6909202028242836,0.23369043510807339,0.5047569330755908,0.3688435848495208,0.6155459056814019,0.11208307111390806,0.18850754374050696,0.2321212354160148,0.49902148159931614,0.11516295917485807,1.0111236570239748,0.1806134040136312,0.20453723788864786,3.826325337286107e-05,0.38267524455369095,0.27866970478618835,0.11389601892395189,0.00023931926705238736,1.2737243368756026,,0.00023931926705238736
27.0,0.6959444354740739,40.2689731139306,57.56928,57.56928,0.5412350858791136,0.2686107796638899,1.8415538163053815,0.2327245615998466,0.5101208352194858,0.36822681153079406,0.6347527157899723,0.11208307111390806,0.2060400628429728,0.24418331683788783,0.49960024976420836,0.11858268287622943,1.0411486195615565,0.1713638936049802,0.20451875282422052,0.00017383447266183794,0.3411007051348582,0.24650775296787006,0.11389601892395189,0.00020980765700846264,1.170796986669302,,0.00020980765700846264
28.0,0.6945054918923017,41.915399984717126,59.55072,59.55072,0.5412350858791136,0.2707513763644421,1.8323057493020156,0.21633324755499925,0.48844245887725424,0.3440226833219419,0.6412196140295536,0.11208307111390806,0.20447056947047051,0.2523302334213681,0.5544989684099679,0.1463559453726738,1.2849961460935286,0.20487153820487153,0.21098940563835517,0.4633691906929016,0.35499243006650183,0.2578107367696188,0.11389601892395189,0.00017664536163907655,1.0265487409196794,,0.00017664536163907655
29.0,0.6856887244681764,49.551313147329026,61.53216,61.53216,0.5412350858791136,0.2773273827498139,1.9011053316871376,0.23570491193283896,0.5130188685419275,0.3729301071358297,0.6467912784277684,0.11208307111390806,0.21234454265062638,0.2558310861471782,0.5442660450638764,0.14670183520896896,1.2880330374578013,0.20428206639167157,0.2077891237235811,0.55718994140625,0.38493790831521624,0.2810176321546366,0.11389601892395189,0.00016130677423372068,0.9747689953073859,,0.00016130677423372068
30.0,0.6947810323680803,46.83866049765159,65.18272,65.18272,0.9971592150692714,0.2498296028980718,1.6761137371619337,0.23160007975034097,0.4911854634688588,0.3651908284166911,0.6072603799589843,0.11208307111390806,0.1875307923166577,0.22018108902741795,0.5514441683174633,0.14313304699698065,1.256699297738846,0.20727272727272728,0.21361714975845408,0.44877108931541443,0.3988207363821727,0.3035035990321429,0.11389601892395189,0.00022331036552807791,1.6932090080808848,0.00038288544071808054,0.00019063301918708655
31.0,0.7100908591940616,79.56623816919812,67.16416,67.16416,0.5412350858791136,0.26522020910751154,1.8043753717101199,0.22605381372369115,0.505389364257858,0.3588767132382485,0.6332801068120445,0.11208307111390806,0.20233424249920198,0.24849665580588287,0.5402684046619908,0.13691528602174158,1.2021077410366696,0.19888475836431227,0.20599291160992375,0.23609355092048645,0.32684884783268964,0.2475159839707968,0.11389601892395189,0.0001971826550017704,1.2890696208924055,,0.0001971826550017704
32.0,0.6975160038054061,62.29466815762121,69.1456,69.1456,0.5412350858791136,0.26490366748142247,1.816124193320254,0.2449318715875508,0.5293990861626823,0.38437115573250985,0.6303608512366271,0.11208307111390806,0.20337278940262496,0.24057731378079553,0.5217511113417979,0.13792732898867593,1.2109934156765365,0.19046607920161376,0.20454648167397296,0.002464080462232232,0.34708451616724606,0.26766259209663706,0.11389601892395189,0.00016537110930809484,1.120004671625793,,0.00016537110930809484
33.0,0.689067718360132,56.10526135733735,71.12704,71.12704,0.5412350858791136,0.260966681432226,1.7831280336652293,0.23587016349208273,0.5055931727397809,0.37250055864106324,0.6312607071216385,0.11208307111390806,0.19970474390906823,0.24680539190748013,0.5293243164351285,0.14660980448019645,1.2872250133526395,0.1943178512556967,0.20461538461538462,0.007866820320487022,0.3704492052248284,0.29253379394074225,0.11389601892395189,0.0001437982453052651,1.0037166886031628,,0.0001437982453052651
34.0,0.6918729525985501,64.7185096124971,73.10848,73.10848,0.5412350858791136,0.27401723475191375,1.862490624412734,0.22520422021498246,0.5090752995824422,0.35744853213926464,0.6442000418354092,0.11208307111390806,0.207751793579178,0.25070585725668176,0.5111314891897266,0.1298875584070192,1.140404727348239,0.1767783906095319,0.20452799493876814,0.0009531084215268493,0.2663588835497735,0.21531166889015704,0.11389601892395189,0.00013908924916586498,1.004899399355054,,0.00013908924916586498
35.0,0.7033105443301441,74.61263345192725,74.7776,74.7776,0.4559241291901578,0.2563293071906505,1.7279421118146956,0.24338902654618494,0.5084422591705603,0.3816449334395989,0.6143414237815908,0.11208307111390806,0.19226576685632074,0.23298449462905746,0.5001083896146963,0.13372051640403335,1.1740578614369148,0.1737347853939782,0.20454648167397296,0.001089609693735838,0.3029827559967582,0.23644956024413172,0.11389601892395189,0.00036577022820749616,0.5480428696610034,0.00036577022820749616,
36.0,0.7111581710899515,71.24976455445209,76.75904,76.75904,0.5412350858791136,0.2655421371060793,1.7605248336010269,0.24426367186225298,0.5215701073764477,0.38355057067076603,0.6214549311372188,0.11208307111390806,0.19752776378625966,0.24091613065009854,0.5127988971943391,0.13786051925921136,1.2104068303850068,0.17044025157232703,0.20458553791887127,0.0026809191331267357,0.2630678742515022,0.20584527871345001,0.11389601892395189,0.0001814650275966915,1.3521648976020515,,0.0001814650275966915
37.0,0.7025886289637658,74.39203270264608,78.74048,78.74048,0.5412350858791136,0.2678790553689951,1.7896124082501192,0.2351330114183868,0.5071860280331011,0.3712954164076481,0.6240067012519193,0.11208307111390806,0.20101565422618212,0.241463704963667,0.48724095986439364,0.12396746878361568,1.0884267066998055,0.15799073944156025,0.20458873673709982,0.005810209084302187,0.27155831073597847,0.22294413917844588,0.11389601892395189,0.00015873285995979264,1.221311958739534,,0.00015873285995979264
38.0,0.693505120549448,70.92094286262304,80.72192,80.72192,0.5412350858791136,0.2690468586342254,1.80767853262557,0.22990058400962668,0.4985528450123988,0.36436585315073555,0.6326693197336534,0.11208307111390806,0.20330760078131496,0.24726090283352753,0.46567901895815556,0.11623469560356356,1.0205334365652692,0.13936391241809173,0.2045300420453004,0.0009497535065747797,0.24737556936283567,0.20960901321219552,0.11389601892395189,0.00012959963337861783,1.0329019529744983,,0.00012959963337861783
39.0,0.691700632286946,68.61168993612715,82.70336,82.70336,0.5412350858791136,0.27587119760388357,1.8505702249159657,0.23283592307249154,0.509265712612526,0.3689140863894778,0.6340931563860092,0.11208307111390806,0.2076128467443729,0.24907245224937014,0.470901121915966,0.11643049246192606,1.0222525208687623,0.12455232789494627,0.20451875282422052,0.00011498993262648582,0.2105228324944817,0.18100086051056374,0.11389601892395189,0.00013130524329859808,1.0746064954437315,,0.00013130524329859808
40.0,0.7025811359451877,95.90329497904555,86.35392,86.35392,0.9971592150692714,0.24661139857578065,1.595307771647209,0.2421625164086525,0.507127200808819,0.3793575786546462,0.5958158529370737,0.11208307111390806,0.1793221215078556,0.22987901183680715,0.5267444879921575,0.14768615718805866,1.296675323539345,0.19163498098859316,0.2054653982465958,0.04739947244524956,0.3083915514857533,0.2462902589761705,0.11389601892395189,0.00018572178813180908,1.8828425188548863,0.00029825677024254065,0.00016292110159733082
41.0,0.7068515327381301,89.36737156575445,88.33536,88.33536,0.5412350858791136,0.26185968534790416,1.7504718384532365,0.23142030174976633,0.4954928361953167,0.3660522072860247,0.6079634573784832,0.11208307111390806,0.19491030465189566,0.23054556100908075,0.531272794510408,0.1492750371918595,1.3106255916770024,0.19021671826625386,0.20467598245376023,0.005669329781085253,0.33252349571848033,0.2546613098225219,0.11389601892395189,0.00014486288556099289,1.260602807160467,,0.00014486288556099289
42.0,0.7031483571249331,82.07908230588781,90.3168,90.3168,0.5412350858791136,0.24364570528923732,1.6815601105080953,0.23447094607941785,0.488803213409015,0.3701581274454064,0.5971797987524176,0.11208307111390806,0.18731758099419898,0.21062848715753615,0.5337021675764433,0.14900625235536608,1.3082656774409052,0.18963372494816863,0.2045002711006687,0.0003035195404663682,0.3203394307759158,0.2396081684050048,0.11389601892395189,0.00012778182152246333,1.14061942929402,,0.00012778182152246333
43.0,0.7018922091143669,82.20541772759859,92.29824,92.29824,0.5412350858791136,0.2642737055600919,1.8122926381509619,0.22802070210120573,0.4905573565116686,0.36194698108281625,0.6282446236525755,0.11208307111390806,0.2028691382359134,0.24024636458426188,0.5664775455922837,0.1592201057712055,1.3979426785541678,0.21075443586617906,0.21722212823549317,0.4689335525035858,0.3410892058264149,0.2511931720194783,0.11389601892395189,0.00011507899823644758,1.0549940837081522,,0.00011507899823644758
44.0,0.6941338080484762,75.86046436874513,94.27968,94.27968,0.5412350858791136,0.26756228093129114,1.8162076203639614,0.226325009380277,0.4895861601495682,0.3594232199588161,0.6256911816219284,0.11208307111390806,0.20320817299781546,0.24241426906982788,0.5650828748223813,0.16176489412733544,1.4202857628882137,0.21655085281111813,0.21739682539682537,0.5014335513114929,0.35060678015598395,0.2622630209365229,0.11389601892395189,0.00010582981320400002,0.9973938064649701,,0.00010582981320400002
45.0,0.7053649719540828,90.25228840284497,95.9488,95.9488,0.4559241291901578,0.2437497332663553,1.632139340101362,0.23043870699520763,0.4876707850517603,0.36450275448206615,0.6002161192698346,0.11208307111390806,0.18371126705533192,0.2102899041309547,0.5719601124210006,0.16500048894967972,1.4486940852590307,0.2158500790246105,0.22702016193046518,0.6308848261833191,0.38473666286399893,0.2827869758081718,0.11389601892395189,0.00023704940239447739,0.4554017474874854,0.00023704940239447739,
46.0,0.7007273726931253,97.18652576682487,97.93024,97.93024,0.5412350858791136,0.25229810790523444,1.6974910279886157,0.22666431220909763,0.4885862681796672,0.35941351613556155,0.6108153223672789,0.11208307111390806,0.19109799666679242,0.22057809053763386,0.5735767076955095,0.1643864179037564,1.4433025794651948,0.2183394975130723,0.2203315241308494,0.5429664850234985,0.3644431788830663,0.2642042654183095,0.11389601892395189,0.0001275760131152596,1.233089106157422,,0.0001275760131152596
47.0,0.7041113277017392,85.41926653286278,99.91168,99.91168,0.5412350858791136,0.2708203374449111,1.8217107442645981,0.22441620119706226,0.4890352316064755,0.3565832336990618,0.634384884741091,0.11208307111390806,0.20305293086397957,0.24096307777333514,0.5832398984819631,0.166199963969802,1.4592254017304445,0.22153181142779954,0.2269699058120836,0.4699007272720337,0.3535933231423792,0.2501691322970671,0.11389601892395189,0.00010780784126457857,1.0666352231055498,,0.00010780784126457857
48.0,0.6944926620139278,88.68128002385261,101.89312,101.89312,0.5412350858791136,0.27598798255600987,1.8264919115191744,0.2184799983740228,0.47769664227212266,0.34824209381727167,0.6406461511615983,0.11208307111390806,0.20381137711985808,0.23118912450945053,0.5741329495945248,0.16285803824062484,1.4298835005757733,0.21344941459021316,0.22309642451263223,0.46429598331451416,0.33874637176134914,0.24101102211599496,0.11389601892395189,9.296724917098702e-05,0.9405065393075347,,9.296724917098702e-05
49.0,0.7002801523927769,94.04715111081951,103.87456,103.87456,0.5412350858791136,0.2620679659636411,1.7366403883433907,0.22665830883033772,0.48607150884339295,0.3589348340102091,0.6113737843023505,0.11208307111390806,0.19416384713133142,0.20968959176254917,0.5787261493277334,0.16580739642339654,1.45577868295911,0.2208992636691211,0.2261193038395111,0.46894869208335876,0.3187670881274771,0.227425109577512,0.11389601892395189,9.033164914898385e-05,0.9373400020413101,,9.033164914898385e-05
50.0,0.6982541507500443,102.70267322067919,107.52512,107.52512,0.9971592150692714,0.24463000190323747,1.5959370582698564,0.22210390415223344,0.4745492061648149,0.35141323170688554,0.6079182034267031,0.11208307111390806,0.17899574837403548,0.18553522219636218,0.5772264647456534,0.16370283015226605,1.4373007212971163,0.21508215962441316,0.22338830584707645,0.471556693315506,0.32555553800887027,0.22994367765780283,0.11389601892395189,0.00013713958617642263,1.7478493582457304,0.000225213381092477,0.00011956771627218684
51.0,0.7083700909193178,103.09879527601024,109.50656,109.50656,0.5412350858791136,0.2574341597862706,1.6757739292775766,0.22981789759166107,0.4904894475613545,0.3632179408599701,0.6163902472072218,0.11208307111390806,0.1868817552227641,0.21701297765909464,0.5908810086586699,0.16764464136158214,1.4719095798556232,0.2223222322232223,0.23001547189272822,0.47337713837623596,0.33723098686229624,0.23051145138331125,0.11389601892395189,0.00012770290866772103,1.3916911571286619,,0.00012770290866772103
52.0,0.6955726902008343,91.12641696949909,111.488,111.488,0.5412350858791136,0.25862419510962065,1.68516197406766,0.22440588945032452,0.479481036238058,0.3558172373695427,0.6237522563050188,0.11208307111390806,0.1885680136421992,0.18512928342154544,0.5853036809198487,0.16648994517112856,1.461771418738468,0.22497909116253137,0.23166744511910323,0.4714697301387787,0.3329503592217196,0.23055661697437949,0.11389601892395189,9.322587087960145e-05,1.0361099892761558,,9.322587087960145e-05
53.0,0.704000171977672,122.6728191988112,113.46944,113.46944,0.5412350858791136,0.27178266146318725,1.7932487410036628,0.23577704253792606,0.4943075435258368,0.37247498287597186,0.6351076976642256,0.11208307111390806,0.1988712697258197,0.2429674641326589,0.5928464912410599,0.172503652746042,1.5145713992095045,0.23015413141731372,0.2331701346389229,0.47926560044288635,0.3779724433789974,0.25693395949964604,0.11389601892395189,9.346189694391236e-05,1.062884340295568,,9.346189694391236e-05
54.0,0.7082898064661896,96.7966418255493,115.45088,115.45088,0.5412350858791136,0.2731968384321004,1.7885887386619572,0.22726058855057696,0.500371308458759,0.3604788243737777,0.6335238800952685,0.11208307111390806,0.19968838746750617,0.2362126927284875,0.5852272547587396,0.16741696657116328,1.4699106092807968,0.22109109892978335,0.22631749110895572,0.46952030062675476,0.3531768045212294,0.2378939369013786,0.11389601892395189,8.640362225083597e-05,1.0025099706836045,,8.640362225083597e-05
55.0,0.7013927961139832,117.33271505942017,117.12,117.12,0.4559241291901578,0.257545608971666,1.6385430286453107,0.23293676406993372,0.48712240598012685,0.3677709633980328,0.6117293486818407,0.11208307111390806,0.18246398880704093,0.22773113616939422,0.5958478683174986,0.1728468600480504,1.5175847380886933,0.22868077981102738,0.23259406377579167,0.4846529960632324,0.38424540511185507,0.2601514077158407,0.11389601892395189,0.00022012913821003126,0.5119096701964736,0.00022012913821003126,
56.0,0.7073071117494026,112.87128990938376,119.10144,119.10144,0.5412350858791136,0.25934391381458066,1.6925601092202052,0.2344738136839653,0.48604111304404657,0.37024000413748653,0.624449670727955,0.11208307111390806,0.1897680498802943,0.23047832034081261,0.5980625328136789,0.1711307712780623,1.5025175848536545,0.2305593451568895,0.23398985729449223,0.47308894991874695,0.37277156929182,0.25010147646003883,0.11389601892395189,0.00010725510092174449,1.2736337687820196,,0.00010725510092174449
57.0,0.7083925716332875,132.69895331657855,121.08288,121.08288,0.5412350858791136,0.2663915315887411,1.738310099520795,0.22675544361602845,0.483670930606603,0.35875814048522964,0.6280838317033438,0.11208307111390806,0.19430556022268758,0.21476166120911366,0.5954926435364877,0.17166051287142556,1.5071686832710358,0.2356741573033708,0.23716902999121597,0.47857174277305603,0.3692732496181279,0.2463716482329804,0.11389601892395189,9.345457282492542e-05,1.1312032891437411,,9.345457282492542e-05
58.0,0.6909454417616744,101.1929547537183,123.06432,123.06432,0.5412350858791136,0.26512675323123963,1.6692288930324581,0.22571427214415699,0.47955501322629224,0.3570024658517314,0.629583008687115,0.11208307111390806,0.18619323937549961,0.1576703027156365,0.5980883093875573,0.17242250180730329,1.5138588989877635,0.23418367346938776,0.23603941811356172,0.4846841096878052,0.37493207230124337,0.24972496906078065,0.11389601892395189,8.454978989964617e-05,1.0484687685966492,,8.454978989964617e-05
