round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_auroc,fed_f1_best_threshold,fed_f1,fed_auprc_lift,fed_ece,fed_prevalence,fed_f1_best,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
40.0,0.5817039221987934,1.220276988667964,86.35392,86.35392,0.9971592150692714,0.10954285201982687,0.6855794167504236,0.25014206795031274,0.09873811371875668,2.320052028552013,0.07886015532457638,0.11430010070493456,0.32061503359822546,0.26455480556002375,0.6254889580135001,0.16585294629614528,1.456178608023911,0.0008833922261484099,0.25468303035895545,0.4672594666481018,0.34696601621397516,0.220360545510081,0.11389601892395189,0.004544911326270741,1.354321365710348,0.0066288994439741965,0.003812932480246202
41.0,0.5856716027448007,1.131654043329568,88.33536,88.33536,0.5412350858791136,0.10907656375786709,0.7026638873646065,0.2406827438583322,0.09061657685988093,2.5570492971196668,0.08494257639701058,0.11430010070493456,0.33316762292871455,0.2897741247344537,0.6059842738302418,0.15594172753464414,1.3691587204533116,0.0008833922261484099,0.24255730218670413,0.47109928727149963,0.3539961191981984,0.22563286224743315,0.11389601892395189,0.004393869775786874,0.9838061346672475,,0.004393869775786874
42.0,0.5581270734489129,0.8160992405600831,90.3168,90.3168,0.5412350858791136,0.10685083594702055,0.7150948513507064,0.2751917029034125,0.1271389577627308,2.667522267402894,0.08425516720802811,0.11430010070493456,0.35215248063870425,0.30150228705615195,0.5341202274623267,0.1262421260782672,1.10839805702567,0.003518029903254178,0.21152853455692572,0.4698614776134491,0.3598169517076707,0.23025502841722828,0.11389601892395189,0.004252747331580401,0.9778432425810024,,0.004252747331580401
43.0,0.5391462800647877,1.244595118527433,92.29824,92.29824,0.5412350858791136,0.10342487168068308,0.7294981562071416,0.2794444998557429,0.14228358437210437,2.9285320892997326,0.07520718934992891,0.11430010070493456,0.360306565411668,0.3298244035476973,0.5515631371199782,0.13074660756040274,1.1479471257700582,0.001763668430335097,0.21870222004770348,0.46920207142829895,0.3581371614395915,0.22895064853657868,0.11389601892395189,0.004299838584630556,1.0200394468847662,,0.004299838584630556
44.0,0.515315735391343,1.2430122224318627,94.27968,94.27968,0.5412350858791136,0.10138126635651246,0.73969343112736,0.26761596165466134,0.16592389576688463,3.0608752913959894,0.07196574222864133,0.11430010070493456,0.3664237237090333,0.34405317778049266,0.499882160648142,0.11836558978415002,1.0392425556435159,0.0008830022075055188,0.2045002711006687,0.3632727861404419,0.36253840741726506,0.23241672531053115,0.11389601892395189,0.004681664272327106,1.1506127481115982,,0.004681664272327106
45.0,0.5870580072193738,2.654698075953761,95.9488,95.9488,0.4559241291901578,0.11037093124146574,0.6910093552256965,0.24999444141762645,0.10720174226088558,2.378262301411289,0.08488524586646015,0.11430010070493456,0.32533670657995506,0.27167645284864916,0.4952727219243791,0.11964304778300375,1.050458557843792,0.0,0.2045002711006687,0.3654574453830719,0.3627791306747993,0.232638485047499,0.11389601892395189,0.005993606309811274,0.4982227557338774,0.005993606309811274,
46.0,0.5785345229729577,1.408513836514886,97.93024,97.93024,0.5412350858791136,0.10824050534085873,0.708491998373849,0.2540724589587879,0.10731348343523955,2.614271304673615,0.08201409802136216,0.11430010070493456,0.3441272406668007,0.29630859268019893,0.49217968365241654,0.1174544815493338,1.0312430817073412,0.0035195776506819184,0.2045002711006687,0.3770984709262848,0.365277085537831,0.2344666949881581,0.11389601892395189,0.003106521559321648,0.7806374799693003,,0.003106521559321648
47.0,0.5571373737189675,1.1875732846826181,99.91168,99.91168,0.5412350858791136,0.10594235331471456,0.7187215355624412,0.26485810321751013,0.12279718822444226,2.779698877298825,0.07822388365262395,0.11430010070493456,0.35261389881020544,0.31323795511904284,0.4469773992907753,0.10578750427891245,0.9288077430480386,0.0,0.2045002711006687,0.37480980157852173,0.36750967457955763,0.23628363905980881,0.11389601892395189,0.003220303521027432,0.8256078256526962,,0.003220303521027432
48.0,0.5347898304416845,1.2599854360427605,101.89312,101.89312,0.5412350858791136,0.10530856208919911,0.7281879044748563,0.2840847195100793,0.13046682790389758,2.885120656720823,0.079438345840265,0.11430010070493456,0.36215608196739496,0.32374812506712125,0.34899952507854826,0.08212832397188195,0.7210816036223254,0.05033112582781457,0.20450951154489178,0.37713393568992615,0.37658344168620783,0.24386922155905585,0.11389601892395189,0.0034997513369497534,0.9188340849941596,,0.0034997513369497534
49.0,0.510061117677367,1.1491447424816819,103.87456,103.87456,0.5412350858791136,0.10127632021130571,0.7422359934894421,0.28158858746819176,0.16664223706025424,3.114056796919327,0.0725910211241965,0.11430010070493456,0.3744958357105839,0.3481490646456839,0.3782052868430694,0.08856738231011295,0.777616137481058,0.0034752389226759338,0.20450951154489178,0.37424445152282715,0.3726263756201596,0.24053226299080233,0.11389601892395189,0.004008564608184836,1.0807060557417572,,0.004008564608184836
50.0,0.5883258243269883,2.033462069443867,107.52512,107.52512,0.9971592150692714,0.11143630204883649,0.6897613058986132,0.25460960549252687,0.10299510740701319,2.3869434387580237,0.08464656717818997,0.11430010070493456,0.3293306407046429,0.27261870139739025,0.40041988708605697,0.0943928907136597,0.8287637408703952,0.0026292725679228747,0.2045002711006687,0.36907437443733215,0.37262999537462815,0.24034712098877742,0.11389601892395189,0.003619971897871195,1.322307808790356,0.005597110087106039,0.0029828310652074193
51.0,0.582874604483009,1.3523401132763742,109.50656,109.50656,0.5412350858791136,0.10932192128037063,0.7097609559716717,0.26891263710167956,0.12386570342759629,2.6312213496883174,0.08662449143125188,0.11430010070493456,0.346104256674351,0.298203845952734,0.3580206984633296,0.0841035516318164,0.7384239802795228,0.04356435643564356,0.20451875282422052,0.3701682984828949,0.37773407527044356,0.24459822314570231,0.11389601892395189,0.0033074550999256935,0.9257864297833294,,0.0033074550999256935
52.0,0.5547325593242737,1.033667773991198,111.488,111.488,0.5412350858791136,0.10540279985260852,0.721641999235295,0.2565525209180418,0.10931535815050453,2.783661790409389,0.07687458372000777,0.11430010070493456,0.3557314631866587,0.3137941832323554,0.3382450465180567,0.08042375793744186,0.7061156192925463,0.09287169042769858,0.20452799493876814,0.38099005818367004,0.383103801066997,0.24927911823335197,0.11389601892395189,0.0034607015666065786,0.991053230362013,,0.0034607015666065786
