round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_prevalence,fed_f1_best_threshold,fed_ece,fed_auprc,fed_auprc_lift,fed_brier,fed_f1,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.15940826826566076,14.302486116742783,215.352192,215.352192,0.9991046702896288,0.9211539161698448,0.9069767441860465,0.3390245747427607,0.39871540125026256,0.9740176143607405,1.073649985528841,0.24042208446023747,0.604755342274722,0.9629768039449406,0.34445277947083,0.9553282511525265,0.9878458708410602,0.0,0.9832657200811359,0.4863022565841675,0.4807116342452993,0.2629185243911966,0.9670822942643391,0.00021132351098075337,0.12774141880709067,4.783670530687635e-05,0.00023840574292570085
12.0,0.1570618529194395,15.460310561790386,234.929664,234.929664,0.9991046702896288,0.9295150866973102,0.9069767441860465,0.357642418769903,0.3580714506465335,0.9743317788444411,1.073796821512186,0.20192535834086361,0.7373134818096059,0.9678378973710325,0.3685592385953397,0.9585478174872111,0.9911750253026603,0.0,0.9832657200811359,0.4863784611225128,0.480635280487246,0.26284498453447735,0.9670822942643391,0.0002009988592473149,0.12155564611728664,5.2829190185137304e-05,0.00022553143455677658
13.0,0.14609981242863646,13.319649629163177,254.507136,254.507136,0.9991046702896288,0.9282792062986391,0.9069767441860465,0.3482260096211766,0.3684169057496758,0.9779196020609159,1.0804210571475603,0.2099014588560858,0.7127112685226177,0.9654704223854029,0.3905832434713301,0.961552706173471,0.9942821948828311,0.0,0.9832657200811359,0.48644381761550903,0.48057082329604983,0.26278289094905377,0.9670822942643391,0.0001906647928824672,0.1153582735779537,4.562967693793237e-05,0.0002146662442022499
14.0,0.13026830199848577,11.708763678491687,274.084608,274.084608,0.9991046702896288,0.9447044554680744,0.9069767441860465,0.40395755733168404,0.34360844000827434,0.9828225294666951,1.0882974645499228,0.192740047419734,0.7046729341909945,0.9700166286533568,0.39870208011002234,0.9623223932111251,0.9950780806541031,0.0,0.9832657200811359,0.48655158281326294,0.4804661720470894,0.2626822396539246,0.9670822942643391,0.00018988558152618063,0.11494049524196726,4.9835232073851496e-05,0.00021305005697282327
15.0,0.12242919653254958,9.63465330479037,293.66208,293.66208,0.9991046702896288,0.9475531789013788,0.9069767441860465,0.37937024180279216,0.33105129655017407,0.9830224788262432,1.08876630322238,0.18791882159880727,0.7509440478931613,0.9699076117680768,0.3856642755559723,0.9606543000459277,0.993353208660178,0.0,0.9832657200811359,0.48658543825149536,0.48043156701727696,0.2626490323964386,0.9670822942643391,0.00017487345042927786,0.10590142881051179,5.051386628007134e-05,0.00019543245711919544
16.0,0.11567104582260763,7.644162606891349,313.239552,313.239552,0.9991046702896288,0.9526778773949846,0.9069767441860465,0.33602854055027626,0.3453527168479077,0.9865655855788179,1.0947061187885503,0.19239720570268798,0.7608497989158943,0.9712569387308762,0.3636168284182725,0.9583350654943324,0.9909550316225563,0.0,0.9832657200811359,0.48663559556007385,0.48038131499528286,0.26260082044159405,0.9670822942643391,0.00016714776421754336,0.10126878626036273,4.800468554047803e-05,0.00018683486382332142
17.0,0.10856115272935239,7.10708733947635,332.817024,332.817024,0.9991046702896288,0.9538992854867335,0.9069767441860465,0.38680298702661375,0.27966320507748177,0.9866398629364154,1.094782006046815,0.13923441209752957,0.8765505499343507,0.9688894637452466,0.3750410239579915,0.9594232552943653,0.992080261405468,0.0,0.9832657200811359,0.48669469356536865,0.48032274305671824,0.2625445240573339,0.9670822942643391,0.00018536822595997742,0.11236167514414319,4.3393723504421565e-05,0.00020881582040545857
18.0,0.11579285936058652,11.536898216414864,352.394496,352.394496,0.9991046702896288,0.9543522959996358,0.9069767441860465,0.39264449477195734,0.2766499467367349,0.9880092999727699,1.0971082349377204,0.14795446483148852,0.8590296259044304,0.9700166286533568,0.38978620657321017,0.9607396459637714,0.9934414595963701,0.0,0.9832657200811359,0.4867733418941498,0.4802463580991264,0.26247105239643126,0.9670822942643391,0.00017650271932168646,0.10703982330295503,5.7929249664710035e-05,0.0001960752938914525
19.0,0.09903649274658223,4.594664963709781,371.971968,371.971968,0.9991046702896288,0.952859054293906,0.9069767441860465,0.34838169924048484,0.3206017938464187,0.9884679233691123,1.09803078071544,0.18377649681588681,0.7698606237237057,0.9715232917818494,0.4008939315798522,0.962517874815199,0.9952802160930758,0.0,0.9832657200811359,0.48678603768348694,0.48023439657658407,0.26245949197104723,0.9670822942643391,0.00015681697054090665,0.0951477490707191,4.9995446071757634e-05,0.00017444006270633173
20.0,0.09515822349972725,7.005052783894364,391.54944,391.54944,0.9991046702896288,0.9571248350248031,0.9069767441860465,0.3347420665760372,0.3319476731987886,0.9883130782087455,1.0974420956403927,0.19447968177455335,0.7558705369773099,0.97028298170433,0.41549846062481444,0.9639329210073784,0.9967434278596151,0.0,0.9832657200811359,0.4868309497833252,0.4801888297620854,0.26241567539595273,0.9670822942643391,0.0001550341773772438,0.09411117684746273,4.612797785120901e-05,0.00017299151960546545
21.0,0.09944394678024236,9.115008741538979,411.126912,411.126912,0.9991046702896288,0.9579620443271286,0.9069767441860465,0.32400167976007904,0.32338772942853533,0.9883669922924826,1.0975003228508287,0.19150890928087763,0.7472469270822585,0.9726504566899595,0.4227538406238767,0.9641637287977921,0.9969820919234519,0.0,0.9832657200811359,0.48692741990089417,0.48009104462633106,0.26232175769218424,0.9670822942643391,0.00014660510090173888,0.08903804132478399,4.826562821447717e-05,0.00016281133512213372
22.0,0.09584769727969479,14.852410300482983,430.704384,430.704384,0.9991046702896288,0.9606657716288171,0.9069767441860465,0.3786482366711594,0.2583311641978662,0.9894718536533711,1.0992517387625225,0.13320854714516672,0.8573803574860656,0.97028298170433,0.4341389657274134,0.9653873325695971,0.9982473449211151,0.0,0.9832657200811359,0.48700612783432007,0.480009213959487,0.26224314830044404,0.9670822942643391,0.0001404201855769016,0.0853225898456742,4.1885099852099967e-05,0.00015665004474869071
23.0,0.09518425886392026,8.028762542344165,450.281856,450.281856,0.9991046702896288,0.9508801711191005,0.9069767441860465,0.3473988680645477,0.2850965564334115,0.9886659911973453,1.0983868362868996,0.1617535373058395,0.7988339415420483,0.9726504566899595,0.4530295216215794,0.9673065388033004,1.000231877411355,0.0,0.9832657200811359,0.48709574341773987,0.47991325272586277,0.2621509475140472,0.9670822942643391,0.00019736896952960377,0.11998533276155854,7.38532101939015e-05,0.00021770214685613113
