round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_auroc,fed_f1_best_threshold,fed_auprc_lift,fed_f1,fed_brier,fed_f1_best,fed_prevalence,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6896018948370288,0.0928526198251158,0.45728,3.65056,0.9971592150692714,0.38430930550345316,0.6219824265512596,0.49672413599127163,1.7472243227628947,0.21286485378672423,0.24381796214657966,0.26996358880652715,0.10960025180988353,0.19351639461813436,0.42121430352375056,0.11464152043696285,1.0065454571639483,0.19667819395061126,0.20472440944881887,0.495719850063324,0.3944050255476471,0.2566322119038526,0.11389601892395189,0.03406538852639918,3.668500221800059,0.03037097914521878,0.03650960159402981
2.0,0.6842290636918128,0.1160117268464601,0.7056,5.632,0.5412350858791136,0.38850516927741324,0.6632368319474046,0.5405727900890649,1.9755315574123613,0.25884960017778996,0.24507342063723547,0.30095874345935164,0.10960025180988353,0.21540353197835466,0.4561593437018242,0.13286106709262935,1.1665119496524314,0.2041506673980618,0.20513286395639338,0.4992637038230896,0.3997979296403308,0.26060416127673974,0.11389601892395189,0.032597704763535504,2.2441113917157054,,0.032597704763535504
3.0,0.6716225447851856,0.1632936830992358,0.95392,7.61344,0.5412350858791136,0.3681639772974398,0.6807624130835874,0.5458445738462822,2.059627655366044,0.2738104199952431,0.23020141595259438,0.3035438498124268,0.10960025180988353,0.22323496925158343,0.45014316163558316,0.130727676084024,1.1477809085786446,0.20279044066860064,0.20468233482769552,0.4978117346763611,0.4019623815899341,0.2625525384503387,0.11389601892395189,0.027302007203559867,2.0099614625796676,,0.027302007203559867
4.0,0.661361573485418,0.24132279540256807,1.20224,9.59488,0.5412350858791136,0.3661560065938798,0.6916580195302938,0.5608721048305872,2.1445850195122516,0.2810620950660918,0.22778175698426603,0.31447111337864214,0.10960025180988353,0.23179997882941994,0.4544966417416149,0.1360201643747368,1.1942486283524725,0.18895124337126087,0.2045691020131192,0.4939099848270416,0.39638247566846163,0.25793305508241465,0.11389601892395189,0.025839489414425203,2.0125450489576906,,0.025839489414425203
5.0,0.6669824420367694,0.225962515445371,1.4112,11.264,0.4559241291901578,0.3566546810406876,0.6744869757641807,0.543597785479849,2.0151350820248455,0.26919796149152875,0.22337345946404072,0.29729099449527685,0.10960025180988353,0.21850210543405854,0.4811302678770831,0.14516814796222177,1.274567358312587,0.19314117399537134,0.20475931958016647,0.4930807948112488,0.3978590739484918,0.2589876214229475,0.11389601892395189,0.031605328435117284,1.4684575041756034,0.031605328435117284,
6.0,0.6614009176962614,0.27468557846657865,1.65952,13.24544,0.5412350858791136,0.356101887440734,0.6823205840366154,0.5349272022034935,2.081888007574164,0.27823877495612814,0.22179670236618362,0.3063231079473501,0.10960025180988353,0.2253435454115478,0.49105764972161053,0.146718853445385,1.2881824565207045,0.20051883166794773,0.2047729022324865,0.4957839846611023,0.4034286910610174,0.2634241939513597,0.11389601892395189,0.02129604615531696,1.7664945640135556,,0.02129604615531696
7.0,0.641531524545252,0.3079723138015114,1.90784,15.22688,0.5412350858791136,0.34841211322703236,0.6952949092668047,0.5428280920737714,2.193309218369014,0.2843721957938017,0.21470656910261027,0.3148528228347675,0.10960025180988353,0.2361614606122478,0.5380201327340451,0.1793837254130406,1.5749780115915615,0.1997860526717946,0.24824779561383675,0.5229548811912537,0.39906306184647905,0.2590400594048912,0.11389601892395189,0.022791005044746057,1.9783798705320805,,0.022791005044746057
8.0,0.629230231746537,0.3743451246209498,2.15616,17.20832,0.5412350858791136,0.34779728376756575,0.7024894471538091,0.5642009161011694,2.28880425390797,0.28822331679342184,0.21584821794820874,0.3217670459318424,0.10960025180988353,0.24547770101464447,0.5267085714612717,0.1721871607904493,1.511792619419106,0.20076558879822706,0.22540592168099333,0.5314320921897888,0.4026662230347644,0.26212827427551955,0.11389601892395189,0.0250377859880004,2.33226979104802,,0.0250377859880004
9.0,0.6165048722475814,0.5067908291506046,2.40448,19.18976,0.5412350858791136,0.33581041394819966,0.7116513520962142,0.5794914493442219,2.435083121206971,0.29930361880762435,0.20815868301136775,0.33723416106646886,0.10960025180988353,0.25879757421417504,0.5381726336716146,0.1781529879877493,1.5641722131368057,0.20084629010037394,0.2375886524822695,0.5319415926933289,0.40389631463528713,0.262826406398426,0.11389601892395189,0.023939935167242177,2.3105181658174843,,0.023939935167242177
10.0,0.6496172099427403,0.4834107900397703,2.86176,22.84032,0.9971592150692714,0.35800787880055224,0.6777694899322109,0.5368411306412595,2.089932926485196,0.27705204309869913,0.2236280654442126,0.2995756030436503,0.10960025180988353,0.2245940873756777,0.5263594582632594,0.17614146970059255,1.546511207017708,0.19652939652939652,0.227012987012987,0.5311422348022461,0.4000592653263832,0.26004443816764533,0.11389601892395189,0.02541509150467754,3.9033113848417997,0.03202804456644365,0.021978772060321377
11.0,0.6452015333253616,0.37941689640347426,3.11008,24.82176,0.5412350858791136,0.3536625105473729,0.6905664106365021,0.5280849389133868,2.2410801863024012,0.29017451484849877,0.2203165840783008,0.3103675182304834,0.10960025180988353,0.23735965933787154,0.5968503436215579,0.202991646320286,1.782254096658313,0.20953409593008984,0.26570978470155787,0.5130616426467896,0.3972000671945584,0.25697149264437735,0.11389601892395189,0.01820126969772191,1.8983707304578274,,0.01820126969772191
12.0,0.6287147154408113,0.4142832174753419,3.3584,26.8032,0.5412350858791136,0.3500090000138442,0.6996148497179077,0.5595457837365504,2.339965872693311,0.2942562631843466,0.21770005455379138,0.32378997871752174,0.10960025180988353,0.24655731428277758,0.6230666377393437,0.20981984664841113,1.842205273114132,0.21109158367506348,0.27382550335570477,0.514298677444458,0.39866738980660843,0.2578517364630233,0.11389601892395189,0.01995048358059722,2.1719899494200945,,0.01995048358059722
13.0,0.6133517000045922,0.5258558700041038,3.60672,28.78464,0.5412350858791136,0.34976484487017895,0.7096001280386733,0.5808983453647649,2.4390760857334817,0.29992720795013394,0.21646270771258488,0.32756053363327053,0.10960025180988353,0.2569286095449062,0.5663757569892038,0.19460917186105908,1.7086564894862495,0.2050862108184341,0.2633990834827655,0.5247864723205566,0.40428894606130494,0.26263884067036586,0.11389601892395189,0.019856120675079882,2.263910490088165,,0.019856120675079882
14.0,0.6022629205965246,0.6653643377479959,3.85504,30.76608,0.5412350858791136,0.3246203143175411,0.7149134750351036,0.5789078864448657,2.554859388716956,0.30281170642838884,0.20188204739720786,0.3364252124516402,0.10960025180988353,0.2679352071080686,0.5709764989429096,0.1961539262767743,1.7222193376903352,0.2050731069276405,0.2647058823529412,0.5221380591392517,0.40176446235703683,0.26054278224012567,0.11389601892395189,0.019210833553542816,2.330927296541631,,0.019210833553542816
