round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1,fed_auprc,fed_f1_best,fed_auroc,fed_brier,fed_f1_best_threshold,fed_prevalence,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
37.0,0.6465112050327549,0.32288509102414353,6.850935,47.45728,0.9971592150692714,2.071279862855271,0.283402171959435,0.23170985751417456,0.2994094647538185,0.669097893690484,0.21375039769117293,0.521413830666984,0.11442598187311177,0.33988044349793706,0.4719866871400096,0.11296567103299784,0.9918316030731923,0.0709353421217828,0.2045002711006687,0.40058761835098267,0.3796367287497808,0.2455976647593543,0.11389601892395189,0.0077192631792640425,0.4996905825100839,0.004590101908616899,0.011965325091245455
38.0,0.6464648514427771,0.35663455762505525,6.850935,47.45728,0.0,2.162874243441574,0.28357806479533987,0.24129919648506,0.3090430676633267,0.6775433137394119,0.211944904883311,0.5644124832720856,0.11442598187311177,0.3339330390487748,0.4719866871400096,0.11296567103299784,0.9918316030731923,0.0709353421217828,0.2045002711006687,0.40058761835098267,0.3796367287497808,0.2455976647593543,0.11389601892395189,0.0,0.0,,
39.0,0.6383904150265811,0.5127182114106431,6.850935,47.45728,0.0,2.2748036520918524,0.29619885892526315,0.25336310330899375,0.3188559975606391,0.6892151745513754,0.2044876071631931,0.5568890889181802,0.11442598187311177,0.32490873757997407,0.4719866871400096,0.11296567103299784,0.9918316030731923,0.0709353421217828,0.2045002711006687,0.40058761835098267,0.3796367287497808,0.2455976647593543,0.11389601892395189,0.0,0.0,,
40.0,0.6240748740151321,0.41145389033670615,6.850935,47.45728,0.0,2.348785068560171,0.2980303614105374,0.2609135950309979,0.3273194214026086,0.695668593114141,0.21259884262301798,0.5640069538444161,0.11442598187311177,0.33639970820158915,0.4719866871400096,0.11296567103299784,0.9918316030731923,0.0709353421217828,0.2045002711006687,0.40058761835098267,0.3796367287497808,0.2455976647593543,0.11389601892395189,0.0,0.0,,
41.0,0.6504007620499586,0.3354794822300688,7.37793,51.10784,0.9971592150692714,2.0720172881346093,0.2811012306719449,0.2317557190126166,0.29921458616908203,0.6688645758753163,0.2095387895439336,0.5192394216487716,0.11442598187311177,0.33335943487149255,0.46187102587099593,0.11068472994429887,0.9718050814243369,0.09942738157209786,0.2045002711006687,0.41224732995033264,0.3809508787823092,0.246623416558032,0.11389601892395189,0.0075769987473253055,0.5254311563548981,0.004611020565399114,0.01179214975117745
42.0,0.646098152113926,0.3668889589539376,7.37793,51.10784,0.0,2.1538518607522157,0.2885904838165601,0.23976611913434745,0.3074878956468109,0.678263839007939,0.2227505456443267,0.563544018464191,0.11442598187311177,0.3509936940374204,0.46187102587099593,0.11068472994429887,0.9718050814243369,0.09942738157209786,0.2045002711006687,0.41224732995033264,0.3809508787823092,0.246623416558032,0.11389601892395189,0.0,0.0,,
43.0,0.6312559864887184,0.3560778713038867,7.37793,51.10784,0.0,2.278344345076034,0.29010710997647216,0.2532031955887394,0.3211508803243073,0.686932791273787,0.21712990344581753,0.5782025379165333,0.11442598187311177,0.3402751456408725,0.46187102587099593,0.11068472994429887,0.9718050814243369,0.09942738157209786,0.2045002711006687,0.41224732995033264,0.3809508787823092,0.246623416558032,0.11389601892395189,0.0,0.0,,
44.0,0.6270725487948765,0.46571486184796845,7.37793,51.10784,0.0,2.3449658978504013,0.2985203763968197,0.2603871823491973,0.3257459710364497,0.6941884876324652,0.21370896495616873,0.5530383898524899,0.11442598187311177,0.33758004541529485,0.46187102587099593,0.11068472994429887,0.9718050814243369,0.09942738157209786,0.2045002711006687,0.41224732995033264,0.3809508787823092,0.246623416558032,0.11389601892395189,0.0,0.0,,
45.0,0.6439503311594088,0.3507734767476721,7.904925,54.7584,0.9971592150692714,2.070931047659981,0.28145329927228624,0.23182682654994188,0.30001055541990707,0.6693475966509417,0.2111544777806711,0.5183662728360533,0.11442598187311177,0.3352630676904249,0.4458294758410254,0.10643519276881236,0.9344944079202531,0.13292706151209294,0.20450951154489178,0.4169824421405792,0.3820853742942265,0.24754171856798526,0.11389601892395189,0.006347995646572961,0.47226152136863675,0.004450790595945239,0.009161554323437257
46.0,0.6477614004416168,0.37276158203597487,7.904925,54.7584,0.0,2.190716134075015,0.2876261249009566,0.24409088138060797,0.3147358939734348,0.6804896750817798,0.21234275273070286,0.5540940972065697,0.11442598187311177,0.3355446269961725,0.4458294758410254,0.10643519276881236,0.9344944079202531,0.13292706151209294,0.20450951154489178,0.4169824421405792,0.3820853742942265,0.24754171856798526,0.11389601892395189,0.0,0.0,,
