round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_brier,fed_auprc,fed_f1,fed_prevalence,fed_auroc,fed_f1_best,fed_f1_best_threshold,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
36.0,0.5974131292688192,0.612809710646268,43.80672,43.80672,0.0,0.326602661824604,0.20409047581863754,0.2886068207745316,0.31516952680525645,0.1123977344241661,0.7184303901608196,0.35067954532961443,0.5578714183098568,2.669995817588391,0.46800640262988324,0.10239322373196297,0.8990061698322458,0.1356808667815809,0.2047008740546171,0.4660011827945709,0.37991348797088603,0.24621640431389677,0.11389601892395189,0.0,0.0,,
37.0,0.6364220105182794,0.5995297102011315,47.45728,47.45728,0.9971592150692714,0.33552019862145116,0.2105408955378282,0.244659742599662,0.2941020004950445,0.1123977344241661,0.6816981065688659,0.3136289124254694,0.5517698818291411,2.2026565195000245,0.44756434969820325,0.09668441300234673,0.8488831648005423,0.11697331546241013,0.2046225519019404,0.4657900333404541,0.38020529142953147,0.24681865602049075,0.11389601892395189,0.0059644361093866985,1.352305781794712,0.0041376164335001605,0.00769707117989137
38.0,0.6363288860804535,0.6595446942413922,47.45728,47.45728,0.0,0.3181269103990571,0.2001009306385876,0.2635593338564845,0.3037542525649161,0.1123977344241661,0.6952387556909687,0.32930164750599494,0.558371911493767,2.397827448427985,0.44756434969820325,0.09668441300234673,0.8488831648005423,0.11697331546241013,0.2046225519019404,0.4657900333404541,0.38020529142953147,0.24681865602049075,0.11389601892395189,0.0,0.0,,
39.0,0.6122328572471141,0.5866835322385457,47.45728,47.45728,0.0,0.3230507477731698,0.20325402656094405,0.27852236233451594,0.3089967631166571,0.1123977344241661,0.7099744393189404,0.34128379988571556,0.5644698298900211,2.558096672260655,0.44756434969820325,0.09668441300234673,0.8488831648005423,0.11697331546241013,0.2046225519019404,0.4657900333404541,0.38020529142953147,0.24681865602049075,0.11389601892395189,0.0,0.0,,
40.0,0.5896833123190606,0.6817117518051097,47.45728,47.45728,0.0,0.33911529227414566,0.21126546781411162,0.2914594153751594,0.31788998322401557,0.1123977344241661,0.7218519793765016,0.35351669526513174,0.5772371284724631,2.6957610008282393,0.44756434969820325,0.09668441300234673,0.8488831648005423,0.11697331546241013,0.2046225519019404,0.4657900333404541,0.38020529142953147,0.24681865602049075,0.11389601892395189,0.0,0.0,,
41.0,0.6374914426070933,0.7481260890266703,51.10784,51.10784,0.9971592150692714,0.3356255679605253,0.21122491792237919,0.24819494926715502,0.2909760683803003,0.1123977344241661,0.6842022373452491,0.31618470938206134,0.5588599014743608,2.2347916468798044,0.4315459659561485,0.09247461721618992,0.8119214182361809,0.12023962344886607,0.20457543093646244,0.46846142411231995,0.38482831339692364,0.25122499619496486,0.11389601892395189,0.005738050287635325,1.370942892623134,0.003932813035961044,0.0074980861906402815
42.0,0.6334401828122065,0.6862003508296921,51.10784,51.10784,0.0,0.34534958989937925,0.21661572311462632,0.2647177889122845,0.30116798111704257,0.1123977344241661,0.7003001141404214,0.3261018988177588,0.5748822791235787,2.4082322588927743,0.4315459659561485,0.09247461721618992,0.8119214182361809,0.12023962344886607,0.20457543093646244,0.46846142411231995,0.38482831339692364,0.25122499619496486,0.11389601892395189,0.0,0.0,,
43.0,0.6121334610075115,0.9313212378494955,51.10784,51.10784,0.0,0.32921760435057285,0.20595227418027579,0.27938826553203194,0.3097124568866718,0.1123977344241661,0.711082664797218,0.3407240354516916,0.5824954092465081,2.56858146758226,0.4315459659561485,0.09247461721618992,0.8119214182361809,0.12023962344886607,0.20457543093646244,0.46846142411231995,0.38482831339692364,0.25122499619496486,0.11389601892395189,0.0,0.0,,
44.0,0.5871544503774583,0.8352550862852091,51.10784,51.10784,0.0,0.3190922580406192,0.198778516774808,0.3015415673375046,0.32150672033343,0.1123977344241661,0.7255101152909524,0.3538550232686611,0.60022661211057,2.7989973306035614,0.4315459659561485,0.09247461721618992,0.8119214182361809,0.12023962344886607,0.20457543093646244,0.46846142411231995,0.38482831339692364,0.25122499619496486,0.11389601892395189,0.0,0.0,,
45.0,0.6363254581381321,0.8020206537646641,54.7584,54.7584,0.9971592150692714,0.3459615927281021,0.21694971231251525,0.24975789500245318,0.292965531066638,0.1123977344241661,0.6864519441296226,0.3151419843294361,0.5543821094319684,2.2502727056844405,0.44320424348165166,0.09492314904434487,0.8334193762094955,0.11098584492045598,0.20459894984609817,0.4652749001979828,0.3801080916327951,0.2471767311664153,0.11389601892395189,0.0057876712577043425,1.462785181007348,0.004015852470637407,0.007554794778220886
46.0,0.6303722650010096,0.822337061818477,54.7584,54.7584,0.0,0.32982117796212407,0.20518172515954208,0.2683407886667231,0.30794943303272,0.1123977344241661,0.7045812647854234,0.3318935326250394,0.5628910952127526,2.4355978910266587,0.44320424348165166,0.09492314904434487,0.8334193762094955,0.11098584492045598,0.20459894984609817,0.4652749001979828,0.3801080916327951,0.2471767311664153,0.11389601892395189,0.0,0.0,,
47.0,0.6117157058120821,0.9618588250153165,54.7584,54.7584,0.0,0.3129569205652413,0.19647068790763456,0.28729761940516285,0.3172330393276888,0.1123977344241661,0.7168866082271921,0.34836898068514477,0.5669386558539465,2.6299773852832256,0.44320424348165166,0.09492314904434487,0.8334193762094955,0.11098584492045598,0.20459894984609817,0.4652749001979828,0.3801080916327951,0.2471767311664153,0.11389601892395189,0.0,0.0,,
48.0,0.5871156665117332,0.9591550312936514,54.7584,54.7584,0.0,0.30517529905553903,0.19039232923634697,0.30246564632242023,0.32517469317407993,0.1123977344241661,0.7281812629123353,0.35925144716797397,0.5623426718071168,2.8069947137594635,0.44320424348165166,0.09492314904434487,0.8334193762094955,0.11098584492045598,0.20459894984609817,0.4652749001979828,0.3801080916327951,0.2471767311664153,0.11389601892395189,0.0,0.0,,
49.0,0.6379278009727734,0.8976005997464485,58.40896,58.40896,0.9971592150692714,0.34084609305337205,0.2148866899445889,0.25253377364116825,0.2909164852549,0.1123977344241661,0.6875843890530293,0.318163009900146,0.565870768630782,2.2720543470473937,0.4509832470341002,0.09633475043462261,0.8458131490877228,0.12072050578551831,0.2048576366778859,0.4672777056694031,0.3818590515686681,0.24861688153151157,0.11389601892395189,0.005542153360072653,1.4796804747311398,0.0035683103696961954,0.007557749777869932
50.0,0.6333246235629882,0.8574626952646153,58.40896,58.40896,0.0,0.34625856810049527,0.2187650888526986,0.2710040558576644,0.2918768762200731,0.1123977344241661,0.70275619173415,0.3307018957460203,0.5889428904290613,2.453850411947598,0.4509832470341002,0.09633475043462261,0.8458131490877228,0.12072050578551831,0.2048576366778859,0.4672777056694031,0.3818590515686681,0.24861688153151157,0.11389601892395189,0.0,0.0,,
51.0,0.6112062440443756,0.903725261677703,58.40896,58.40896,0.0,0.3423696517522925,0.21503200562543168,0.2878320270351486,0.30282684911745644,0.1123977344241661,0.7186608196233002,0.3494105264782522,0.5947165014779062,2.6325420364307632,0.4509832470341002,0.09633475043462261,0.8458131490877228,0.12072050578551831,0.2048576366778859,0.4672777056694031,0.3818590515686681,0.24861688153151157,0.11389601892395189,0.0,0.0,,
52.0,0.5851941902263782,0.834996725185895,58.40896,58.40896,0.0,0.3258529666897825,0.20234469926000276,0.30321277550687054,0.3187339502567129,0.1123977344241661,0.7291541276523285,0.3584661484805974,0.5798020630549753,2.8010482804932466,0.4509832470341002,0.09633475043462261,0.8458131490877228,0.12072050578551831,0.2048576366778859,0.4672777056694031,0.3818590515686681,0.24861688153151157,0.11389601892395189,0.0,0.0,,
53.0,0.638146662336968,1.1043913913237609,62.05952,62.05952,0.9971592150692714,0.3581208984154793,0.22645355978768802,0.2546686875352362,0.28069278093157846,0.1123977344241661,0.6892421737513712,0.32248019812248113,0.5860292651561013,2.285642120636787,0.4642013586638829,0.09885136618885218,0.8679088797199752,0.11952905042231891,0.20484611537936995,0.46721556782722473,0.3810884281336688,0.24783343463854268,0.11389601892395189,0.005068664054210753,1.4321197597309947,0.0032315367807935593,0.006981240690746412
54.0,0.6346702923581409,0.9628666459452235,62.05952,62.05952,0.0,0.3285728242915285,0.2068252805394589,0.27393207286168286,0.3058176992591021,0.1123977344241661,0.7055908133771596,0.3348738996653985,0.5581365215283207,2.4789205114362667,0.4642013586638829,0.09885136618885218,0.8679088797199752,0.11952905042231891,0.20484611537936995,0.46721556782722473,0.3810884281336688,0.24783343463854268,0.11389601892395189,0.0,0.0,,
55.0,0.6057325089929557,0.8949990849822234,62.05952,62.05952,0.0,0.33382460730838415,0.20767427887805678,0.2918267019983172,0.31577169834528124,0.1123977344241661,0.7221107504298429,0.34826106890539016,0.5867208818844686,2.671266648940932,0.4642013586638829,0.09885136618885218,0.8679088797199752,0.11952905042231891,0.20484611537936995,0.46721556782722473,0.3810884281336688,0.24783343463854268,0.11389601892395189,0.0,0.0,,
56.0,0.5844872114447554,1.0021566842997,62.05952,62.05952,0.0,0.3184705770642205,0.19837927204331388,0.3110308816798004,0.32165190007214106,0.1123977344241661,0.732757321558292,0.36200533897341913,0.5840191930888807,2.877576086806421,0.4642013586638829,0.09885136618885218,0.8679088797199752,0.11952905042231891,0.20484611537936995,0.46721556782722473,0.3810884281336688,0.24783343463854268,0.11389601892395189,0.0,0.0,,
57.0,0.6384464572621795,1.0815935926371034,65.71008,65.71008,0.9971592150692714,0.34031407876377434,0.21477936157019512,0.25639578346261704,0.29647722358578205,0.1123977344241661,0.6908971604674424,0.32464199875379485,0.5660042653337374,2.2963316743636732,0.4552945233339235,0.09729177219227128,0.8542157409139364,0.13212202781516375,0.20475102786660576,0.4684043526649475,0.3841655123089201,0.2502448756250058,0.11389601892395189,0.004909177836582833,1.4595154853304848,0.0030286670078380836,0.006910138527766089
58.0,0.6326459300077562,0.9596630565430179,65.71008,65.71008,0.0,0.3202590880725624,0.1995331030337649,0.27082669967252326,0.31226488477901754,0.1123977344241661,0.7082694491804506,0.33272196932499765,0.5636189246098898,2.4474527715318013,0.4552945233339235,0.09729177219227128,0.8542157409139364,0.13212202781516375,0.20475102786660576,0.4684043526649475,0.3841655123089201,0.2502448756250058,0.11389601892395189,0.0,0.0,,
59.0,0.6025920425338098,0.8830230535783651,65.71008,65.71008,0.0,0.3303377253646962,0.20630074497168552,0.29616895413075095,0.3211557203625629,0.1123977344241661,0.7254116845325477,0.35688922044575316,0.5909729797409493,2.707594057928338,0.4552945233339235,0.09729177219227128,0.8542157409139364,0.13212202781516375,0.20475102786660576,0.4684043526649475,0.3841655123089201,0.2502448756250058,0.11389601892395189,0.0,0.0,,
60.0,0.5850404403156616,1.0870661427917918,65.71008,65.71008,0.0,0.31016427574801164,0.19110910563382894,0.315728314503252,0.33270959526508687,0.1123977344241661,0.7358827823003845,0.3641419401973164,0.5687841659337936,2.9150525477626203,0.4552945233339235,0.09729177219227128,0.8542157409139364,0.13212202781516375,0.20475102786660576,0.4684043526649475,0.3841655123089201,0.2502448756250058,0.11389601892395189,0.0,0.0,,
