round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_brier,fed_auprc,fed_f1,fed_prevalence,fed_auroc,fed_f1_best,fed_f1_best_threshold,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6901882444260995,0.09565863294168761,3.65056,3.65056,0.9971592150692714,0.3706936961097339,0.23621284443072985,0.18683171785786307,0.20343948661983297,0.1123977344241661,0.5980279088102284,0.26142195585149874,0.48417499477642734,1.6584627823268605,0.44540757582290896,0.10804728482841011,0.9486484764717987,0.05762382648106183,0.20452799493876814,0.46691370010375977,0.36835478803364996,0.23691525939973648,0.11389601892395189,0.028657737438597675,3.0520859700627625,0.023913226205059895,0.031825190786655605
2.0,0.6836756192042381,0.14289681926731798,7.30112,7.30112,0.9971592150692714,0.38037284815589,0.24171865161159856,0.205907776560927,0.23459661347080052,0.1123977344241661,0.6346599018509291,0.2798847994786555,0.5160347672961206,1.8444067067454766,0.46178556410463256,0.10955459935194886,0.9618826047387856,0.10561497326203209,0.2045649717514124,0.4675979018211365,0.37311510914728824,0.24068566864385021,0.11389601892395189,0.020184791638898084,2.282277981285006,0.01662043991620345,0.022583186247969768
3.0,0.6728555002532886,0.16355168087702815,10.95168,10.95168,0.9971592150692714,0.3487004176372998,0.21879813493219205,0.2150481055302485,0.2672980604536579,0.1123977344241661,0.655138135972055,0.2895193887567318,0.4932031407267735,1.9151502779116987,0.4348725997228378,0.10088643701495628,0.8857766756739577,0.12387771337652007,0.20462971335563795,0.4674512445926666,0.3800761278853142,0.24666623989127007,0.11389601892395189,0.015257040758182764,1.855772419134155,0.013242022333573378,0.01665116562531895
4.0,0.6606036202524747,0.21731868080499828,14.60224,14.60224,0.9971592150692714,0.3463365737524626,0.21726257158323362,0.22373802084066544,0.2791285092755532,0.1123977344241661,0.6643170974796803,0.300473400927153,0.5036926450820896,2.00879096123739,0.44234210869642365,0.09820633045136429,0.8622455058498263,0.12457205963556046,0.20453928926666065,0.46485865116119385,0.38084317058230316,0.24761306610279019,0.11389601892395189,0.01153079870376205,1.5115471710450947,0.01051018737637813,0.012263745576600673
5.0,0.6533369918680387,0.24436465363728793,18.2528,18.2528,0.9971592150692714,0.35854981008511494,0.22523599242764236,0.22890333573442534,0.28156370881942183,0.1123977344241661,0.6660454873119671,0.2992626698500319,0.5115612955345455,2.0857327471868445,0.4521421512541244,0.10592788785675968,0.9300403021767379,0.12787907869481765,0.20484120484120485,0.4674395024776459,0.3784680121650789,0.24509991464876646,0.11389601892395189,0.009977065562706633,1.393674524500966,0.009657540163002902,0.010217283756245758
6.0,0.651461122162429,0.25719648872852097,18.2528,18.2528,0.0,0.34883824853616885,0.22091909302511753,0.24230293358459037,0.28448083586035794,0.1123977344241661,0.679780057447406,0.3079275000946223,0.5638439323952393,2.2155498582681905,0.4521421512541244,0.10592788785675968,0.9300403021767379,0.12787907869481765,0.20484120484120485,0.4674395024776459,0.3784680121650789,0.24509991464876646,0.11389601892395189,0.0,0.0,,
7.0,0.6273574614065801,0.3636716086695565,18.2528,18.2528,0.0,0.34266205403093386,0.2165014673240292,0.2511015601315128,0.29286957692285637,0.1123977344241661,0.6880593360858477,0.31786530139059527,0.5490208776661852,2.3004103102256765,0.4521421512541244,0.10592788785675968,0.9300403021767379,0.12787907869481765,0.20484120484120485,0.4674395024776459,0.3784680121650789,0.24509991464876646,0.11389601892395189,0.0,0.0,,
8.0,0.6171760582909774,0.5981847645198966,18.2528,18.2528,0.0,0.3257560824786059,0.20612012518349893,0.2601197040962354,0.301902506996676,0.1123977344241661,0.6966480753364198,0.32825540167557127,0.5540115797009535,2.391992777563858,0.4521421512541244,0.10592788785675968,0.9300403021767379,0.12787907869481765,0.20484120484120485,0.4674395024776459,0.3784680121650789,0.24509991464876646,0.11389601892395189,0.0,0.0,,
9.0,0.6480395212410133,0.2428828106280052,21.90336,21.90336,0.9971592150692714,0.3442056042235403,0.2160524669230836,0.23226980925775312,0.28285564209775116,0.1123977344241661,0.667448801055351,0.2991166992396605,0.5045536723112143,2.119394800203542,0.4417167946150202,0.10004194248220147,0.87836206592084,0.1408595517170471,0.20458553791887127,0.46499016880989075,0.3831320709824364,0.249263306103636,0.11389601892395189,0.010591782364195893,1.568083357065916,0.008225188886786833,0.012462513490039892
10.0,0.6447416281162297,0.3116092222710035,21.90336,21.90336,0.0,0.3350606078604356,0.21060297886053317,0.24484518664852242,0.2905988580354756,0.1123977344241661,0.6808153061951435,0.310747372389895,0.5319756187643923,2.2329183916063906,0.4417167946150202,0.10004194248220147,0.87836206592084,0.1408595517170471,0.20458553791887127,0.46499016880989075,0.3831320709824364,0.249263306103636,0.11389601892395189,0.0,0.0,,
11.0,0.6303687559918557,0.42517472972840986,21.90336,21.90336,0.0,0.3142700683332562,0.20079973251467156,0.2481070786039199,0.2958211533984435,0.1123977344241661,0.6857090241228573,0.31813730477215957,0.5424103527923587,2.2736778967946383,0.4417167946150202,0.10004194248220147,0.87836206592084,0.1408595517170471,0.20458553791887127,0.46499016880989075,0.3831320709824364,0.249263306103636,0.11389601892395189,0.0,0.0,,
12.0,0.6174165664016058,0.5164468028822589,21.90336,21.90336,0.0,0.335005043220722,0.21124278922336592,0.26144729953208795,0.3029881586742545,0.1123977344241661,0.6993431451718295,0.330526276677667,0.5883170518299706,2.4017868313435247,0.4417167946150202,0.10004194248220147,0.87836206592084,0.1408595517170471,0.20458553791887127,0.46499016880989075,0.3831320709824364,0.249263306103636,0.11389601892395189,0.0,0.0,,
13.0,0.6413338673325136,0.31363666499807524,25.55392,25.55392,0.9971592150692714,0.34467372059062484,0.21721887487978425,0.23147014469691912,0.2808697439383593,0.1123977344241661,0.6684676997602739,0.2995019587096233,0.5266899674193074,2.0963851929122344,0.4483047297026297,0.10159523860284894,0.8919999097658,0.1515856040174835,0.20471014492753623,0.469287633895874,0.3880101140338969,0.2531082693974056,0.11389601892395189,0.00890393249432161,1.4188538999296725,0.00715073763013582,0.010320013506325642
14.0,0.6414972702024248,0.37253491370670566,25.55392,25.55392,0.0,0.34172924281038747,0.21463154783658892,0.24523374632708161,0.28998590870637186,0.1123977344241661,0.6821040712973329,0.31048865633457357,0.5468900652165078,2.2352611792954606,0.4483047297026297,0.10159523860284894,0.8919999097658,0.1515856040174835,0.20471014492753623,0.469287633895874,0.3880101140338969,0.2531082693974056,0.11389601892395189,0.0,0.0,,
15.0,0.6197644385352277,0.46401099736081336,25.55392,25.55392,0.0,0.3258987182661037,0.2045375826773704,0.25869882018817014,0.2996134800052616,0.1123977344241661,0.6942717964570221,0.32543196558494786,0.5628896395896799,2.366148796853967,0.4483047297026297,0.10159523860284894,0.8919999097658,0.1515856040174835,0.20471014492753623,0.469287633895874,0.3880101140338969,0.2531082693974056,0.11389601892395189,0.0,0.0,,
16.0,0.6066454479669277,0.538304022065595,25.55392,25.55392,0.0,0.34402783319724467,0.21635269522301898,0.26748464694454716,0.30177397276971724,0.1123977344241661,0.7012287834183809,0.32818142708779097,0.5847446008363257,2.4683494974257134,0.4483047297026297,0.10159523860284894,0.8919999097658,0.1515856040174835,0.20471014492753623,0.469287633895874,0.3880101140338969,0.2531082693974056,0.11389601892395189,0.0,0.0,,
17.0,0.6413621395256247,0.4471024675765567,29.20448,29.20448,0.9971592150692714,0.341733352366373,0.2150729277234102,0.2345079188069242,0.28450741503223226,0.1123977344241661,0.6724529274058741,0.30194625519129126,0.5292110622679383,2.1204733530289763,0.4424927146667802,0.09963510525087432,0.874790060198684,0.14687975646879756,0.20450230539734202,0.46969056129455566,0.3874276341945705,0.2526041337592382,0.11389601892395189,0.008299363393264016,1.4095048152375966,0.00646171040556941,0.009827318119320133
18.0,0.6375225178706758,0.41663317572156916,29.20448,29.20448,0.0,0.3377028822908241,0.21223225383571634,0.24812928658991565,0.2961068006285294,0.1123977344241661,0.684803562967401,0.3147510148820127,0.5583673299484239,2.2593486371220903,0.4424927146667802,0.09963510525087432,0.874790060198684,0.14687975646879756,0.20450230539734202,0.46969056129455566,0.3874276341945705,0.2526041337592382,0.11389601892395189,0.0,0.0,,
19.0,0.6237660610753082,0.4852406273034049,29.20448,29.20448,0.0,0.3120520798453112,0.19609046600333585,0.2596181058243028,0.30393817936868356,0.1123977344241661,0.6951588972841872,0.3281819201237082,0.528387216808212,2.385433154495543,0.4424927146667802,0.09963510525087432,0.874790060198684,0.14687975646879756,0.20450230539734202,0.46969056129455566,0.3874276341945705,0.2526041337592382,0.11389601892395189,0.0,0.0,,
20.0,0.6060098923562939,0.5304712258505591,29.20448,29.20448,0.0,0.34920861707693185,0.2184839255683559,0.2698554441900599,0.30640550520677884,0.1123977344241661,0.7069580118495741,0.33432868072578137,0.5698929825093176,2.491079557343372,0.4424927146667802,0.09963510525087432,0.874790060198684,0.14687975646879756,0.20450230539734202,0.46969056129455566,0.3874276341945705,0.2526041337592382,0.11389601892395189,0.0,0.0,,
21.0,0.6433548391180384,0.5405782896846646,32.85504,32.85504,0.9971592150692714,0.3411337260501499,0.21496022683311827,0.23525531729139376,0.2888438897134891,0.1123977344241661,0.674384138669397,0.3060848806185976,0.5337969646823713,2.1235198630356513,0.4525012036179165,0.10217877993253575,0.8971233665397935,0.15252315252315252,0.20458250316971566,0.4698505401611328,0.38742433921026886,0.2524117526845066,0.11389601892395189,0.006941323163140653,1.251691120211035,0.0054083390302606974,0.008252102081687966
22.0,0.6389608977081361,0.49098004547556845,32.85504,32.85504,0.0,0.334496717584947,0.21159823411778728,0.2518154463601916,0.2949395460492911,0.1123977344241661,0.6875258805421505,0.3207172841076753,0.5599206769800246,2.2971487547889238,0.4525012036179165,0.10217877993253575,0.8971233665397935,0.15252315252315252,0.20458250316971566,0.4698505401611328,0.38742433921026886,0.2524117526845066,0.11389601892395189,0.0,0.0,,
23.0,0.6212933911128811,0.5157094949312627,32.85504,32.85504,0.0,0.354591357097958,0.22390385403756372,0.2628934893493397,0.2928294441914379,0.1123977344241661,0.6981986101948967,0.33145364619630746,0.5786642074172341,2.416405921411874,0.4525012036179165,0.10217877993253575,0.8971233665397935,0.15252315252315252,0.20458250316971566,0.4698505401611328,0.38742433921026886,0.2524117526845066,0.11389601892395189,0.0,0.0,,
24.0,0.6035629178829117,0.6356062376490329,32.85504,32.85504,0.0,0.32371555873877994,0.20178336788221224,0.2765773283402667,0.30927577107474474,0.1123977344241661,0.70717516090184,0.33498875463538585,0.5511555265600084,2.5591011549420513,0.4525012036179165,0.10217877993253575,0.8971233665397935,0.15252315252315252,0.20458250316971566,0.4698505401611328,0.38742433921026886,0.2524117526845066,0.11389601892395189,0.0,0.0,,
25.0,0.6399915632344119,0.5689434356355452,36.5056,36.5056,0.9971592150692714,0.33954848878184085,0.2141598534866986,0.23618464341763115,0.2901026996926059,0.1123977344241661,0.6753601132896713,0.3067379033229514,0.5335538258974173,2.131570246865986,0.4287819617594111,0.09317620147186946,0.8180812845976908,0.1300913101467118,0.20466168816474312,0.46608078479766846,0.38452752600277046,0.25067707738410605,0.11389601892395189,0.0073932874703308655,1.4100143414689228,0.005522666805727547,0.009036474850016208
26.0,0.633873902736257,0.5167723934221033,36.5056,36.5056,0.0,0.3505977019011186,0.22127638647077513,0.25315816962630866,0.29023504126400446,0.1123977344241661,0.6900642185108872,0.3192587319968395,0.5710432897974215,2.315546327619395,0.4287819617594111,0.09317620147186946,0.8180812845976908,0.1300913101467118,0.20466168816474312,0.46608078479766846,0.38452752600277046,0.25067707738410605,0.11389601892395189,0.0,0.0,,
27.0,0.6147494667574976,0.5745441053491873,36.5056,36.5056,0.0,0.3377703994315626,0.2122486938900609,0.2688043387257573,0.3022656137844383,0.1123977344241661,0.7021083610220497,0.33550041905874206,0.5544585340198591,2.479703656670428,0.4287819617594111,0.09317620147186946,0.8180812845976908,0.1300913101467118,0.20466168816474312,0.46608078479766846,0.38452752600277046,0.25067707738410605,0.11389601892395189,0.0,0.0,,
28.0,0.5990810845335128,0.6813751095188566,36.5056,36.5056,0.0,0.3184050327839324,0.19950097095634603,0.28066268516148607,0.31543187838096465,0.1123977344241661,0.7127437748017063,0.3491030331763518,0.5717278052437896,2.6044996809631455,0.4287819617594111,0.09317620147186946,0.8180812845976908,0.1300913101467118,0.20466168816474312,0.46608078479766846,0.38452752600277046,0.25067707738410605,0.11389601892395189,0.0,0.0,,
29.0,0.6355044936120208,0.6107263597793307,40.15616,40.15616,0.9971592150692714,0.34192108991617404,0.21556116479625215,0.2396581718688855,0.29258181892965146,0.1123977344241661,0.6772833384249922,0.30873402013793033,0.549745615140832,2.163845020134755,0.44118493630073985,0.09502866277576771,0.8343457802438041,0.13274242903872532,0.2045269352648257,0.46786051988601685,0.38449332608514986,0.25044272757309305,0.11389601892395189,0.007336057536994666,1.4829476799350232,0.004985486535974273,0.009462788984898012
30.0,0.6398286145156227,0.6142406488009452,40.15616,40.15616,0.0,0.33684099160012876,0.21074292874041406,0.25728524418954823,0.29954150969471427,0.1123977344241661,0.6947269878325703,0.32298239988578037,0.5615474564032107,2.3406494472021593,0.44118493630073985,0.09502866277576771,0.8343457802438041,0.13274242903872532,0.2045269352648257,0.46786051988601685,0.38449332608514986,0.25044272757309305,0.11389601892395189,0.0,0.0,,
31.0,0.6206427144279003,0.6023413380222072,40.15616,40.15616,0.0,0.3195304529633563,0.19924977125551507,0.27427553696319595,0.31492865647110074,0.1123977344241661,0.704932598438629,0.33567822429590594,0.5489463935245726,2.5136931610472435,0.44118493630073985,0.09502866277576771,0.8343457802438041,0.13274242903872532,0.2045269352648257,0.46786051988601685,0.38449332608514986,0.25044272757309305,0.11389601892395189,0.0,0.0,,
32.0,0.5983696308775496,0.5937302255119896,40.15616,40.15616,0.0,0.3473302497918839,0.22071528032060825,0.2830666304209331,0.306011117435282,0.1123977344241661,0.714435455382084,0.34602835519870195,0.6122122409228936,2.614692675394031,0.44118493630073985,0.09502866277576771,0.8343457802438041,0.13274242903872532,0.2045269352648257,0.46786051988601685,0.38449332608514986,0.25044272757309305,0.11389601892395189,0.0,0.0,,
33.0,0.6395037337166276,0.6982550184408217,43.80672,43.80672,0.9971592150692714,0.3473683241306984,0.21767322588957216,0.24132451182852377,0.2947859960239714,0.1123977344241661,0.6795406885187774,0.3112154483089593,0.5301213929794206,2.172069239092744,0.46800640262988324,0.10239322373196297,0.8990061698322458,0.1356808667815809,0.2047008740546171,0.4660011827945709,0.37991348797088603,0.24621640431389677,0.11389601892395189,0.0061982090552643605,1.3319683163426816,0.004293358767998686,0.007957475647007608
34.0,0.6376781384906205,0.5533750519468679,43.80672,43.80672,0.0,0.3469224472468644,0.21800573768573003,0.25690823448360023,0.2932029446336552,0.1123977344241661,0.6946223992751018,0.32510058322742263,0.5698602514269968,2.334384899238972,0.46800640262988324,0.10239322373196297,0.8990061698322458,0.1356808667815809,0.2047008740546171,0.4660011827945709,0.37991348797088603,0.24621640431389677,0.11389601892395189,0.0,0.0,,
35.0,0.6192346128137606,0.5956616048967591,43.80672,43.80672,0.0,0.33315842901037085,0.2075231349192907,0.276675697611535,0.31028948580080207,0.1123977344241661,0.7077597775606358,0.3391118717585574,0.5554305976070346,2.5431293162769264,0.46800640262988324,0.10239322373196297,0.8990061698322458,0.1356808667815809,0.2047008740546171,0.4660011827945709,0.37991348797088603,0.24621640431389677,0.11389601892395189,0.0,0.0,,
