round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_auprc,fed_f1,fed_f1_best,fed_brier,fed_auprc_lift,fed_prevalence,fed_f1_best_threshold,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6874495401403873,0.09624321643498425,3.66096,3.66096,1.0,0.3456804202710093,0.2285270943816909,0.2769889028666769,0.29855187435483166,0.21590082288457865,2.0261412497222877,0.11341893252769386,0.5020598096309712,0.6578056245318539,0.6598381627723124,0.21443017644249807,1.882683683489171,0.2719784334281863,0.2756658908714766,0.49119845032691956,0.34500185299414055,0.21631385347664409,0.11389601892395189,0.026162873886144945,2.8480454207256116,0.0225964557342845,0.028660463739621386,0.013847821540538915
2.0,0.6633615675549289,0.24575548401212677,7.32192,7.32192,1.0,0.35557569180543025,0.23406621544559073,0.26908169790377007,0.304782930029114,0.22422910778159966,2.0735933932050337,0.11341893252769386,0.5563950217502477,0.6636551248467597,0.665585272043752,0.21979435544001613,1.9297808432336192,0.27445049405122,0.2839057239057239,0.5360952019691467,0.35534568098796276,0.2250389813590245,0.11389601892395189,0.017845827267781923,2.088260541027921,0.016741400139459406,0.018692452351651415,0.006125982467004117
3.0,0.6485208737230453,0.33012053828595145,10.98288,10.98288,1.0,0.35477986901694647,0.23679690866720446,0.27846575907645466,0.304420772124442,0.22361888145188719,2.096502579750604,0.11341893252769386,0.5458542991256996,0.6653624470439846,0.6677124668612903,0.22316081534502874,1.9593381529343243,0.27886991083897306,0.28880768710244953,0.5303788185119629,0.35476328456934003,0.22469981946111167,0.11389601892395189,0.011986866015156826,1.503711209611538,0.012252712931425908,0.011867068174496937,0.004568622998332961
4.0,0.6478445850445558,0.35550481007833445,14.64384,14.64384,1.0,0.35076990862135954,0.23996681254182417,0.279692405389703,0.3070412962613109,0.22073258081534294,2.124240470509079,0.11341893252769386,0.5392606092367438,0.6672815397380811,0.667765362800383,0.22319180176029194,1.9596102117433674,0.2803675481846706,0.28714859437751,0.5351942777633667,0.3509068926734913,0.22201368605743135,0.11389601892395189,0.010348173586509728,1.3714951088813905,0.010212674458846611,0.010486309711106102,0.00497810902035968
5.0,0.6460132100371685,0.35050606007344676,18.3048,18.3048,1.0,0.3380269697620669,0.24228156334489495,0.285960184742159,0.30735589086389065,0.2120305061181529,2.1443701514427227,0.11341893252769386,0.5114212567483761,0.6695723107633188,0.6689914567850342,0.22376851139380152,1.9646736866475663,0.2850501590408613,0.2882906429691584,0.5097708106040955,0.3385493586514747,0.21356527304698106,0.11389601892395189,0.00876949110773326,1.2309527757006435,0.009169159350539581,0.00850804147759614,0.004231252356705878
6.0,0.6453438103110686,0.3891186243140698,21.96576,21.96576,1.0,0.3562574116053568,0.2438456393319227,0.28123190260920716,0.3101713167044199,0.22391669852132925,2.1580667020813697,0.11341893252769386,0.5261227705770088,0.6708479541345833,0.6684500734368817,0.22445026275654836,1.9706594214360844,0.28020821796433715,0.2877249966165923,0.5278286933898926,0.3568213935199924,0.22559662407904052,0.11389601892395189,0.007898186070439303,1.1712929425721086,0.008276301452610796,0.007634351155292608,0.003982626293707366
7.0,0.6417306258081447,0.3203255447244396,25.62672,25.62672,1.0,0.3478249621606636,0.24595614330794188,0.2859969509042476,0.30987185098615233,0.21838941526742997,2.1769612740649573,0.11341893252769386,0.5231504570824083,0.6726823772155259,0.6686082843749939,0.22458385001937414,1.9718323093393482,0.2805565137403702,0.2881684677195899,0.5284501314163208,0.34847683728047235,0.22038438191546414,0.11389601892395189,0.007781366614014137,1.220215307386752,0.007327021205982941,0.00817293348155764,0.00385897749533569
8.0,0.644098664854801,0.38021594267879444,29.28768,29.28768,1.0,0.3549832147522665,0.2486176581671685,0.28456593933756064,0.31181983390819823,0.22350260105756106,2.208896669587985,0.11341893252769386,0.543528491901262,0.6739895135098736,0.6687869634688973,0.22682175162975254,1.9914809470311767,0.2804238706079197,0.28919131117508506,0.524479329586029,0.35584373196392066,0.22569833368102293,0.11389601892395189,0.008070575496020709,1.3398666296507145,0.007352373507850446,0.008680811386845226,0.005173272315239597
9.0,0.6432274507349551,0.3754147526360974,32.94864,32.94864,1.0,0.35577017430606245,0.2523401418647202,0.280413515425911,0.3123892174558958,0.22425898379560621,2.2408662305830576,0.11341893252769386,0.5725268186234155,0.6765633463667745,0.6688559352556717,0.22496409054874913,1.9751707976637634,0.2776381909547739,0.2889450974557357,0.5539448857307434,0.35656287227098,0.2267009044558272,0.11389601892395189,0.007987668573507275,1.4122669859043526,0.007010762827673353,0.008840931873912633,0.003813792601346867
10.0,0.641820763576508,0.49906211210542645,36.6096,36.6096,1.0,0.3482815917123631,0.2539314225397867,0.2875195169199723,0.3137251855167047,0.2181887326537081,2.259656835086306,0.11341893252769386,0.5619269530649962,0.6774052588912719,0.668021572407149,0.22275877710457018,1.955808282055106,0.2797266514806378,0.28698224852071014,0.5574038028717041,0.3489786002370046,0.2207055605422557,0.11389601892395189,0.008503699703394358,1.5962778042976424,0.006884476554993939,0.00994130229854321,0.0039415639054595645
11.0,0.6428248548967002,0.5016288300985223,40.27056,40.27056,1.0,0.3272088589020119,0.2579729533796619,0.2916892952224032,0.31688882487097186,0.2060109640220983,2.2978745166092187,0.11341893252769386,0.5517953650975247,0.680473931538796,0.6672795609739961,0.22411797311353554,1.967741938927458,0.2827701893122454,0.28621180940319774,0.5460622310638428,0.3282998023469656,0.20930001618778135,0.11389601892395189,0.0074886013049381365,1.49901821783169,0.005948384540183788,0.008877270406619155,0.004154040172542627
12.0,0.643146952575414,0.5845726553856319,43.93152,43.93152,1.0,0.337922671305209,0.259288585643939,0.28920399104058087,0.3191761236089788,0.21297473481698492,2.305132420896857,0.11341893252769386,0.58284340760589,0.6826458280394339,0.6674980594782771,0.22363209702592732,1.9634759769368757,0.28019103934500794,0.28652271034996274,0.5491700768470764,0.33910217756145133,0.21653696973097444,0.11389601892395189,0.007162926335456709,1.5221568995748385,0.00565461346726311,0.00854686138778587,0.0038689980488080104
13.0,0.6398334094846402,0.5688338170047301,47.59248,47.59248,1.0,0.3406609580303426,0.260932766088492,0.2904011174217129,0.32092548146581074,0.2142589075480117,2.3167124160768164,0.11341893252769386,0.5682467572195953,0.6847339978582608,0.6675218783376835,0.22528042888182073,1.9779482286579302,0.28102189781021897,0.28635062042634424,0.5606124401092529,0.341927854840073,0.21800618364075006,0.11389601892395189,0.006923578865578532,1.559630842126353,0.005256304192888628,0.008469329872594803,0.004264946849137998
14.0,0.6383993297396706,0.5832427046983832,51.25344,51.25344,1.0,0.34020417636778105,0.26201553947499107,0.284625203879722,0.3242642299219564,0.2143346676725521,2.3145842299365857,0.11341893252769386,0.5745239464372908,0.6856439413812804,0.6666766978617592,0.22451513355542635,1.9712289830370155,0.27669953295277633,0.2849707221860767,0.565049946308136,0.34117171070193714,0.2179554273290247,0.11389601892395189,0.007590020667882151,1.8127616011042846,0.0052568829435349984,0.009780010244164836,0.005404229471261372
15.0,0.6337884017881917,0.5823896421018401,54.9144,54.9144,1.0,0.33377686434698345,0.26529609606303717,0.29367524729412553,0.32480605161898285,0.20902450369135597,2.3504223321194373,0.11341893252769386,0.5528008201875145,0.6879125415940739,0.6657940321734812,0.2218391866285797,1.9477343345661733,0.28010168708111854,0.2870928829915561,0.5409533381462097,0.33444863272864317,0.21293199279502778,0.11389601892395189,0.006992396148674904,1.7750896066936548,0.004859884746608309,0.009022307458837793,0.00457936591392146
16.0,0.641607229847877,0.6231593058734654,58.57536,58.57536,1.0,0.35936525040648476,0.26738760832342057,0.28283646255946987,0.3243327471313205,0.2263653578352991,2.3678255369910306,0.11341893252769386,0.5893348941930232,0.6883339093052098,0.6658530145966689,0.2247065360612211,1.9729094851968192,0.2735229759299781,0.2835112692763938,0.5591877698898315,0.36045130001271075,0.23036530945924058,0.11389601892395189,0.006672161371809903,1.7914673670629782,0.004470422834072125,0.008788295063872985,0.0045166654616975626
17.0,0.6393684954866506,0.7672927375813523,62.23632,62.23632,1.0,0.3377726369632141,0.2700399803424528,0.29456646625170113,0.32846744432915864,0.21276405341194524,2.380833372163056,0.11341893252769386,0.588726052485429,0.6919379074034168,0.6650169199238057,0.2256222152168562,1.9809490915350045,0.27797513321492007,0.2829817158931083,0.5418915748596191,0.3390376977577511,0.217537752501959,0.11389601892395189,0.006127367569992023,1.7372804534134048,0.004044069489938883,0.008144784521439704,0.004435874157005967
18.0,0.6423507448444298,0.8692035713867916,65.89728,65.89728,1.0,0.3342818522174943,0.27227445767579966,0.2933376256306547,0.33046421436972023,0.21050104550057752,2.4117867451884702,0.11341893252769386,0.5735260565509158,0.6924579356105859,0.6634065115290056,0.22413186922905587,1.9678639459620464,0.27622841965471445,0.28374189912651454,0.5416712164878845,0.33560342524447984,0.2154482970629552,0.11389601892395189,0.006461700730551129,1.926192564138546,0.004213412461758009,0.008668285968800813,0.0038178965499867335
19.0,0.635216797239573,0.8087552351265452,69.55824,69.55824,1.0,0.3142336311787395,0.2752076152639045,0.29863032617697993,0.3282507843835978,0.1986285616856257,2.437760802038462,0.11341893252769386,0.5659336216582692,0.6949642604111543,0.6621115210542905,0.22272492401315966,1.9555110540068357,0.27859978347167086,0.28147769397929184,0.5112940669059753,0.3151618879394555,0.20383383732284188,0.11389601892395189,0.005583534633680407,1.7568776138268731,0.0036830875080028154,0.007454715460776151,0.003999630745944504
20.0,0.6468441420239016,1.1714316817281012,73.2192,73.2192,1.0,0.3362483584405508,0.27792364017713017,0.2943297835410011,0.3330642054832947,0.21065938589238473,2.4597975953739333,0.11341893252769386,0.5696251658687118,0.6985628302113718,0.6608198436348353,0.22499331423532462,1.9754273798239792,0.2739396589418452,0.2798556430446194,0.5573405027389526,0.33719522231996935,0.21586979514692134,0.11389601892395189,0.005690142064930192,1.881167533892949,0.003516530525222612,0.00783469928468497,0.004611671189608162
21.0,0.6369990453861154,0.872684848862359,76.88016,76.88016,1.0,0.3170406622091151,0.2777342370531578,0.30145234476238103,0.3287462548762535,0.20018062015129576,2.457797277950252,0.11341893252769386,0.5675526926686005,0.7001636789368384,0.6603189699169061,0.22356498270036604,1.9628867173104607,0.2747489239598278,0.2769736842105263,0.5606900453567505,0.3184013126583316,0.20624072949975214,0.11389601892395189,0.005215128251694571,1.8102369262869615,0.003281292678413562,0.007132189632604613,0.004641924926054976
22.0,0.6435236045282327,1.2491413315643587,80.54112,80.54112,1.0,0.312541260417201,0.2815406946603569,0.3080085724170068,0.3389976056455697,0.1970454101877196,2.481900015318114,0.11341893252769386,0.5654510464181622,0.7032489236787922,0.6580475191515929,0.21948143085828586,1.9270333847650383,0.2760473922071577,0.27790563866513235,0.5299911499023438,0.3143522665456526,0.2040107536541618,0.11389601892395189,0.00521029597094094,1.8961681243272324,0.0032020254293444227,0.0072213480559815395,0.003988700618272555
23.0,0.6407865390700678,1.355472829342593,84.20208,84.20208,1.0,0.3221554648177617,0.281682751549821,0.30215674688960575,0.3381693291018822,0.20295116446486522,2.4767187329845433,0.11341893252769386,0.5791332079294584,0.7049833063270294,0.6581646933825085,0.21992275484875123,1.930908182098912,0.2750495742447218,0.277097366809553,0.5507687330245972,0.3239026380343406,0.20996192411536732,0.11389601892395189,0.005000723388297886,1.905054809860303,0.003024822305552867,0.006988663395634606,0.005210518638400221
24.0,0.6400645127449548,1.4453554684189203,87.86304,87.86304,1.0,0.3309242480679442,0.2829555200128323,0.29830166864127705,0.33742184182637225,0.20850217326475817,2.4853468322407486,0.11341893252769386,0.5694566996803757,0.7041875122145768,0.6566195044884119,0.21992227860627506,1.930904000719434,0.2730263157894737,0.27690598527982224,0.5420190691947937,0.3324287129837105,0.21555901379485382,0.11389601892395189,0.0046879294708012265,1.864592630923653,0.002875135805117374,0.006521777833221352,0.005209263723843597
25.0,0.6375227280560998,1.654753585448356,91.524,91.524,1.0,0.3335220534283667,0.2842282039886158,0.29558114886219894,0.33882328855824506,0.21028588933868145,2.4977827841816485,0.11341893252769386,0.5524573670503236,0.7066179651143408,0.6560944103286205,0.21920075585853255,1.9245690756311016,0.27135786528943406,0.2782033949226378,0.5527200102806091,0.33508902287201364,0.2175698454816817,0.11389601892395189,0.004487127258188609,1.8554840624974531,0.00265781162557481,0.006355846287168412,0.004745253628510847
26.0,0.6397564979758523,1.485735988560006,95.18496,95.18496,1.0,0.339988353963841,0.28740144482463453,0.2958900428295109,0.34364188798644607,0.21460286806075543,2.5276790673507463,0.11341893252769386,0.5775692994215817,0.7083444667427841,0.6555785525653113,0.21880355671359591,1.9210816917111961,0.2725579470198676,0.2768392370572207,0.5444409847259521,0.34152492794068406,0.22217938709820975,0.11389601892395189,0.004320145168683839,1.859253924632867,0.0024212969132113064,0.006267029112764626,0.0045294197517854315
