round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_auprc,fed_f1,fed_f1_best,fed_brier,fed_auprc_lift,fed_prevalence,fed_f1_best_threshold,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
27.0,0.6397753475850697,1.8855245589238474,98.84592,98.84592,1.0,0.321487932951093,0.2889806262594752,0.310121093358562,0.3438509728410448,0.20124985071738402,2.546504703361767,0.11341893252769386,0.5628784773411739,0.7095078082127683,0.6524028636041754,0.21722248810853345,1.9072000071712112,0.2712622044465357,0.27535410764872525,0.5301949381828308,0.32320719908841783,0.20898632580460702,0.11389601892395189,0.004148065608755548,1.8597456218558364,0.0023832919152242337,0.005957159148715921,0.004722848851133106
28.0,0.6433500742170482,1.7793829945968345,102.50688,102.50688,1.0,0.3245151849971111,0.2924022691740995,0.30776304851967845,0.3425259719230531,0.20518659417349167,2.564516745148601,0.11341893252769386,0.5774802714998929,0.7123516359652682,0.6523658552709881,0.21854588961698548,1.9188193905434752,0.26860335195530727,0.27619843924191745,0.5402176976203918,0.32635246119217176,0.21402279929366186,0.11389601892395189,0.003836763450874604,1.7859913050087926,0.0021381514776093484,0.005592380040821943,0.00438385785668077
29.0,0.6404962216270524,1.8506182241776923,106.16784,106.16784,1.0,0.3180258458079168,0.2923049749955639,0.3052826606932519,0.34232741813301115,0.20108138850864496,2.566913659732687,0.11341893252769386,0.5775268612765265,0.7111868010013307,0.652464682203457,0.21690427824338732,1.904406144241212,0.2711864406779661,0.275890637945319,0.5317617654800415,0.32055561268860294,0.21004186375782655,0.11389601892395189,0.004005409240777825,1.9335185079216899,0.002130236780319022,0.005951653859285827,0.005605363873057295
30.0,0.6464618856543723,1.9165871786172677,109.8288,109.8288,1.0,0.3306948897108434,0.29377395612679313,0.3045042265404568,0.346456085677715,0.20747510362084962,2.581997543852398,0.11341893252769386,0.5789663853482057,0.7147118957105605,0.6537942338682696,0.2167013597710109,1.902624532607254,0.2711141060197664,0.2787507297139521,0.5475329756736755,0.33286444681985716,0.2163648888700285,0.11389601892395189,0.003687947447659833,1.8482106289648073,0.0019759383004801473,0.005470334645444678,0.004708704343583234
31.0,0.6433187202335893,1.6827937905137116,113.48976,113.48976,1.0,0.3227444975677273,0.29415188825747696,0.3053837780914047,0.344810193033749,0.20539329274215745,2.588820534572082,0.11341893252769386,0.5766436057981228,0.7124993065550981,0.6519104733156239,0.2157984976034069,1.8946974586310614,0.2675615212527964,0.2797061788852081,0.5539889931678772,0.32496012689916487,0.21517569922627777,0.11389601892395189,0.0033268188091326147,1.7255509176720807,0.0018364418104219594,0.004884925398998452,0.004888459031921822
32.0,0.6535538879447012,2.4808325883184064,117.15072,117.15072,1.0,0.3220304227619574,0.2971274494419473,0.30831314555231665,0.3500937280204004,0.20387240309848365,2.6151530924007935,0.11341893252769386,0.5694758592497966,0.714522710827056,0.6517086781316116,0.21581860131295935,1.8948739679572202,0.27195791399817015,0.27716244725738404,0.5267196893692017,0.3239750713455026,0.21325616205321501,0.11389601892395189,0.003259909246410841,1.7505797813846584,0.001791199783062775,0.00479775522407858,0.006247501207926476
33.0,0.6501003982261435,2.86932105818614,120.81168,120.81168,1.0,0.32757066922548483,0.29669164880258175,0.3055857826418644,0.35073784694559024,0.20615517771092454,2.6093258937874673,0.11341893252769386,0.567324220406385,0.7146597137297582,0.6499469609971573,0.2108242424832184,1.8510238064070113,0.27025818710182187,0.27162386610451006,0.5230252742767334,0.3293344431707032,0.2152859894985637,0.11389601892395189,0.0035698107423810053,1.9778000188271108,0.0017957138972870537,0.005447268536518355,0.004660022329178655
34.0,0.6444526223706696,2.1512870833710886,124.47264,124.47264,1.0,0.3103556589604437,0.30158159615871233,0.3193487340369982,0.34899268222966084,0.19505554236252312,2.6489391142543246,0.11341893252769386,0.5492523021992269,0.7201946160086456,0.6438735283320689,0.20697523454343458,1.8172297548137435,0.2670945445568995,0.27013765844350557,0.5171138048171997,0.31196142582800773,0.2050168689206918,0.11389601892395189,0.003156695599459004,1.8023754356008794,0.0016904371708761471,0.004714616531727319,0.005510726607839316
35.0,0.6628182222404017,3.0990496752032892,128.1336,128.1336,1.0,0.3319985177106526,0.30276382432301835,0.30476515188471887,0.35425451790013657,0.2098435708122485,2.6596373630153396,0.11341893252769386,0.5817109028914754,0.7181034064438282,0.6475748636288727,0.210702026957241,1.8499507616497664,0.26627856834842606,0.2728492619651111,0.5624419450759888,0.33320446556150374,0.21965643408196717,0.11389601892395189,0.0032040068864250806,1.888393680700574,0.001599677630580272,0.004911845289673916,0.0058109997246075865
36.0,0.655344382863164,2.6670714504816835,131.79456,131.79456,1.0,0.32724921711076294,0.30461803172012175,0.3101544528930454,0.3528749681957592,0.2055596194026848,2.671202868703988,0.11341893252769386,0.5853085904630709,0.7206559233628532,0.6492841366044969,0.21179340776861622,1.8595330176556055,0.2685330347144457,0.27253668763102723,0.5646407604217529,0.3289666394532514,0.21535376776218812,0.11389601892395189,0.0032194104845897705,1.9569305224868003,0.0015357001318421794,0.005018048535967629,0.004863846027377396
37.0,0.6480215358993231,2.3263291175217087,135.45552,135.45552,1.0,0.3158823156976126,0.308860115329101,0.3165906897861597,0.35470920533514394,0.1985155121604021,2.7164913418674916,0.11341893252769386,0.5524058371317111,0.7221777773739331,0.6469047982025571,0.20870847689282668,1.8324475154147473,0.26677577741407527,0.2712100139082058,0.53023761510849,0.3171874222981578,0.20881710824496444,0.11389601892395189,0.0026530548477582344,1.6609219739502805,0.0014147285198303323,0.003973770047973303,0.005262835958766691
38.0,0.6485463929128239,2.5511442266970885,139.11648,139.11648,1.0,0.3290372382340621,0.30923704876001074,0.30411667681437066,0.355969469525863,0.20802516181576908,2.7140329137801835,0.11341893252769386,0.5707287156592383,0.7223965158110456,0.6447510989429396,0.20877527401534487,1.8330339900180677,0.26433757760707144,0.27229916897506923,0.547627329826355,0.33084190168198746,0.2187976412344154,0.11389601892395189,0.0025651628132722,1.6500866965166097,0.0013505263453362363,0.003868462419572418,0.004790177967549354
39.0,0.6529803618980772,3.2778189404153566,142.77744,142.77744,1.0,0.3333066245336673,0.31284045128132504,0.31408331268456485,0.3567591102410069,0.20774571537594566,2.7454382850247145,0.11341893252769386,0.5555180882526729,0.7245468540556944,0.6425963078810205,0.20672126209503677,1.8149998924287607,0.26443533192951346,0.27006896551724136,0.5294029116630554,0.334581688558794,0.2179307925879544,0.11389601892395189,0.00252271471400293,1.667015944596642,0.0013248190072536886,0.003810526455822645,0.004756580055816983
40.0,0.6591481907886635,2.694511817657132,146.4384,146.4384,1.0,0.3214826745886568,0.31207747973542843,0.3224651969365525,0.35967701111431477,0.20079925505712426,2.737579466234772,0.11341893252769386,0.5782257180270801,0.7248972691641044,0.6445019546775044,0.2077735043759457,1.8242385145584024,0.2671290206863566,0.2724050632911392,0.5095137357711792,0.32294908370108444,0.21131877504780885,0.11389601892395189,0.002511740042322832,1.7025864019724395,0.0012277859697561989,0.0038948963706631847,0.004364106923869865
41.0,0.6593431185578013,2.979447795434052,150.09936,150.09936,1.0,0.3253550637501761,0.3161021685815736,0.3176055304867098,0.3590117995538789,0.2031201032859098,2.7726139815918183,0.11341893252769386,0.5623285995603118,0.7279982010541338,0.6435499532683516,0.20719607175841828,1.8191686918992545,0.2660697887970615,0.271025641025641,0.5162628293037415,0.3271258522199586,0.213933040536158,0.11389601892395189,0.002452019831484457,1.708032287131573,0.001222636789433352,0.0037733503239005665,0.005182295189268358
42.0,0.6579555592487666,3.068722761156576,153.76032,153.76032,1.0,0.3322288873706595,0.3138737273675111,0.31721809328102424,0.35690892771231325,0.20787761320498052,2.7575649894508723,0.11341893252769386,0.5650497683551827,0.7278938480036856,0.6440608163498676,0.2093830244385515,1.8383700011354749,0.26686053014204225,0.27039507439712673,0.5249679684638977,0.33413837726280626,0.21915534335914405,0.11389601892395189,0.0023296187595899043,1.664565201905134,0.0011777372212221754,0.00357354209317914,0.003644010878001705
43.0,0.6608073501919981,2.838676897768806,157.42128,157.42128,1.0,0.31848145168539477,0.31740306416760833,0.3239556260636257,0.3622184608204904,0.19921591984793338,2.7853226294178572,0.11341893252769386,0.5542364688965324,0.7291978091601141,0.6427376774548949,0.20765370805844274,1.8231867103018995,0.2657227138643068,0.2684037042850416,0.5535380840301514,0.3206503120923201,0.21081854417325607,0.11389601892395189,0.0023866085655336513,1.7500961416608334,0.0011763546699845291,0.003689040906028518,0.004934004163033177
44.0,0.6564176755709117,3.2421528145257916,161.08224,161.08224,1.0,0.3161802520616072,0.3221126553075031,0.3240096369515052,0.35977732725113143,0.19813246456588757,2.8241683324810944,0.11341893252769386,0.5533038680680838,0.7308537648471386,0.6429767445105811,0.2080160225261961,1.8263678089142688,0.2647614548889939,0.27166350411132195,0.5562215447425842,0.31830243794015406,0.20995154475929903,0.11389601892395189,0.0023308269941227713,1.7510716770316321,0.0011173831013092813,0.0036354982365087727,0.005456370947606899
45.0,0.6575353389124127,4.050082192537802,164.7432,164.7432,1.0,0.3128118126910894,0.3202100665700108,0.3287680228279427,0.3559697918510556,0.19566007471902774,2.804307071798805,0.11341893252769386,0.5399518985027392,0.7323493469559338,0.6456317692683906,0.20896581095102884,1.834706892525847,0.2683163512857836,0.27272727272727276,0.5416485667228699,0.3153029856998939,0.20781869419738178,0.11389601892395189,0.002279317219187141,1.7580819634658837,0.0010940456405768278,0.0035543311452703595,0.004555039676638866
46.0,0.6633125719578722,4.019655323093433,168.40416,168.40416,1.0,0.3361461547430637,0.3234168670688102,0.31080498479726176,0.36220267795351835,0.21160320472691144,2.8369414111573965,0.11341893252769386,0.5705069608569955,0.7334170583365096,0.645163511575539,0.20924589353599804,1.8371660002946288,0.2595059956953982,0.2698654832894189,0.5532513856887817,0.3384258113226584,0.22382526106421252,0.11389601892395189,0.0021840411013146674,1.7262637771818845,0.0010505318771943319,0.0034044276373427756,0.004057422222965659
47.0,0.6596335793629012,3.8296092903411463,172.06512,172.06512,1.0,0.3324956222136796,0.3282085330639649,0.3142222426201969,0.36504486080210563,0.20843009713623242,2.893440155801258,0.11341893252769386,0.5806780318783039,0.7351644797639043,0.6435171113531426,0.20910042698714162,1.8358888129949256,0.2623194562446899,0.27002926013654727,0.5482895970344543,0.33499159001081275,0.22125363175102758,0.11389601892395189,0.002131690927718992,1.724087660197256,0.001043473999889833,0.00330324984540438,0.0038439240374530275
48.0,0.65248439269912,3.2537390947862512,175.72608,175.72608,1.0,0.31831874574529423,0.32574622160513683,0.32036991373278734,0.36326668303870785,0.20010593994777714,2.8617353846539513,0.11341893252769386,0.5639186656291991,0.7358774017521548,0.6427216141566652,0.2081916533005917,1.8279098362481025,0.26331725916788157,0.2724788193495491,0.5365176796913147,0.32040564174917974,0.2132651179922209,0.11389601892395189,0.0021307477136177757,1.7627474937362422,0.0010027282436310906,0.0033444933501306138,0.004488339944824951
49.0,0.6712748650611846,4.451423387543859,179.38704,179.38704,1.0,0.3115798635503977,0.3289503336169204,0.32429751575067706,0.36819064022427306,0.19596058653183762,2.888500884680875,0.11341893252769386,0.5665050068999615,0.7364512431485787,0.6406449685307438,0.20431643743187744,1.7938856806601735,0.26423374523617044,0.2681190994916485,0.5440886616706848,0.31441948286342286,0.20964484910143547,0.11389601892395189,0.002236338715022911,1.8944508952445176,0.0009527149802668851,0.0036187884453899193,0.005299215415030945
50.0,0.6654160861116521,4.386566253672892,183.048,183.048,1.0,0.31310489672575,0.32888635672047156,0.32365061153125435,0.3672837451548964,0.19670796731354853,2.8733440438757722,0.11341893252769386,0.561128482783414,0.7362425943203132,0.6398389548937065,0.2054672674324951,1.8039898968697503,0.26163723916532905,0.2682011508631474,0.5146581530570984,0.3164236905665574,0.21079616173703028,0.11389601892395189,0.002009742887445626,1.742414943665608,0.0009307050907919045,0.0031660710286601315,0.005866367551177206
51.0,0.670068447810585,4.180396891610309,186.70896,186.70896,1.0,0.3165736045128606,0.330700171538757,0.3157889862505762,0.3614276406408861,0.19983774827007647,2.892515256920829,0.11341893252769386,0.5658252441154537,0.7350183420793469,0.6407783064555032,0.2040408220671341,1.7914657948086112,0.2636876451719942,0.26828897338403046,0.5643526315689087,0.31948682236273834,0.21400258406759332,0.11389601892395189,0.0019311886301947643,1.711419914855469,0.000902120480369076,0.0030346989384934693,0.005428681645395582
52.0,0.6692291509566276,4.490841296785481,190.36992,190.36992,1.0,0.3266034214603708,0.33106880661204735,0.31813728302677285,0.3600784425028584,0.204628066250081,2.896848835759763,0.11341893252769386,0.56739311775217,0.7374530801087563,0.641381131919385,0.2049583478415539,1.7995216143454857,0.26446457112413424,0.2696132596685083,0.5422186851501465,0.3292674311865826,0.21764732513198934,0.11389601892395189,0.0018777887822873688,1.6984117572528703,0.000897290273131974,0.0029330338178389036,0.003946379852946213
53.0,0.6720264926085571,5.068324252585077,194.03088,194.03088,1.0,0.3145113139976682,0.3330655763206675,0.32275691433736275,0.3701679024285214,0.19800652241940153,2.9101154779671914,0.11341893252769386,0.5608593336618829,0.7391017323677317,0.6401179041070288,0.20428327982884217,1.7935945589568119,0.2633772670947392,0.271461716937355,0.5422889590263367,0.3176691311197638,0.2120217249113277,0.11389601892395189,0.0018441351833762489,1.7037809330904565,0.0008199504687911042,0.00294402617321611,0.005097044786821202
54.0,0.6705901732680645,4.715519547687935,197.69184,197.69184,1.0,0.3230204954296099,0.33473997371275355,0.3210377163327763,0.37065024862774787,0.2023178193389875,2.922882815729512,0.11341893252769386,0.5604907140071989,0.7400151808084361,0.6390289254321115,0.2003781231039703,1.7593075245041032,0.2629552205963252,0.26656884323795554,0.5186523199081421,0.32558895690890527,0.21697750385441358,0.11389601892395189,0.0018383001315733193,1.7332590513024115,0.0008190349591759528,0.0029340277526337297,0.004720069117293725
55.0,0.665266324649724,3.962665427986549,201.3528,201.3528,1.0,0.3070265293466164,0.33630416368041977,0.32714891767201637,0.3686546095036133,0.19339354977388007,2.939399992105451,0.11341893252769386,0.5598404607533929,0.7398018924025218,0.6388291758087331,0.20089751932106975,1.763867791157903,0.26543065008214034,0.26730310262529833,0.5463002920150757,0.3102114062549713,0.20828562278504792,0.11389601892395189,0.0017530740272516617,1.6881506687368528,0.0007919433162131502,0.0027853302923720874,0.004191517452581275
56.0,0.6775728624789072,4.783916488632479,205.01376,205.01376,1.0,0.31650520530595644,0.33655703293496625,0.3238047720784868,0.3710356659093709,0.1989298778398299,2.945969281065075,0.11341893252769386,0.5862207504426395,0.7394343552532676,0.6402203452815994,0.20130242865652714,1.7674228700735914,0.2658623771224307,0.2694838056680162,0.5244418382644653,0.3189427936099143,0.2134437365438783,0.11389601892395189,0.0016996578321878595,1.668182455580336,0.0007939502724083938,0.0026722780186180808,0.004434127676402483
