round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_f1,fed_prevalence,fed_brier,fed_auprc,fed_auprc_lift,fed_ece,fed_auroc,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6899259148157599,0.09172511975980026,3.66096,3.66096,1.0,0.5080713024353541,0.26234918934973067,0.11455186304128902,0.23375611947947442,0.2122743560027666,1.8643265241257478,0.3686679491298676,0.6469828770065659,0.2841107157829724,0.6587455573058415,0.2151865601361912,1.8893246855262849,0.2756827048114434,0.27904942411430245,0.512081503868103,0.3678751102471917,0.23261569933509998,0.11389601892395189,0.0253353348314919,2.743743794699185,0.022258861251508125,0.027572556092834363,0.01007584020761458
2.0,0.6654568207845339,0.17790147996139088,7.32192,7.32192,1.0,0.5101617334554984,0.2696943915612846,0.11455186304128902,0.20340405376784113,0.21742960197485905,1.912226828835478,0.32429580084045395,0.6543871238630556,0.29049492564915713,0.6626583634139509,0.22103302157966748,1.9406562553099482,0.2784698812838927,0.28084569264752285,0.5111790895462036,0.32283011748633067,0.20184120807360484,0.11389601892395189,0.015985203578335577,1.8582469929406216,0.015926745667748494,0.016129189061106265,0.006073533593120314
3.0,0.6576551335448266,0.32362264845531896,10.98288,10.98288,1.0,0.5317912285627886,0.2706076575777391,0.11455186304128902,0.22253034934689145,0.22266985642433978,1.96101506295189,0.3519580503888165,0.6582903001661612,0.29451549073630406,0.665293108257745,0.2236784203346881,1.963882692722014,0.28049929345266134,0.281188576714071,0.49698951840400696,0.35060150496861525,0.22097617891041446,0.11389601892395189,0.0118012425930301,1.468659215806838,0.01221946619715629,0.011588283860834972,0.004103147104566145
4.0,0.6496817586211521,0.295079356915448,14.64384,14.64384,1.0,0.5292601729897933,0.2742422391539261,0.11455186304128902,0.21587190711078785,0.22546976073623787,1.9836965684636592,0.34184480723732663,0.660446198568109,0.2942651590687566,0.6657354262338457,0.22368809550389543,1.9639676401091022,0.27857405365674387,0.28028110789582467,0.5211172699928284,0.3403343286117218,0.21449069825120573,0.11389601892395189,0.010060142722804363,1.3266642420767312,0.010345402673517284,0.009910757337909845,0.004123771962977739
5.0,0.6462885916372295,0.34072019325935077,18.3048,18.3048,1.0,0.5373367810376131,0.2735982630259041,0.11455186304128902,0.20942986206219602,0.2274285854906636,1.9961167868546899,0.33172594881471157,0.6628152317358509,0.2977389001452303,0.6673240613298734,0.2251843626883104,1.9771047734220235,0.2829748639543923,0.2844586496204554,0.5056548118591309,0.33030352175064753,0.20810122652142915,0.11389601892395189,0.008619720474036635,1.2074410507248103,0.008843796613681143,0.00849243683826628,0.004129708194373572
6.0,0.645696748871333,0.32767988628492345,21.96576,21.96576,1.0,0.5503359614568505,0.27798502182850476,0.11455186304128902,0.21938455310718546,0.22897108951764655,2.0079116396007004,0.34667837515957317,0.6656616507414145,0.2996230717720386,0.6679636817862628,0.2241728295160763,1.9682235747480867,0.27692307692307694,0.28466357940615633,0.5338922739028931,0.3454446373009119,0.218310733873319,0.11389601892395189,0.008896066460839373,1.3142027766916726,0.008290346614489637,0.009413475938116473,0.0038138740805111343
7.0,0.6432957606699155,0.3354792167437787,25.62672,25.62672,1.0,0.5489938924293534,0.2823624439994228,0.11455186304128902,0.22116790314819984,0.2316256755558255,2.0294945350128275,0.3506096383108413,0.6681361995311391,0.29913126974617454,0.6676123724341955,0.22434586987348926,1.9697428583810683,0.2800522131244808,0.282793867120954,0.5459589958190918,0.3495255489335626,0.2204506830936571,0.11389601892395189,0.008101274976622408,1.2699748949225977,0.007227311174442347,0.008843920081853883,0.0038317704475246722
8.0,0.6457628323700789,0.3120867020122465,29.28768,29.28768,1.0,0.5378680032474428,0.28109871558835775,0.11455186304128902,0.20995134456056527,0.2330173002159608,2.0405086942656734,0.33084279849416276,0.6689754677074196,0.3015567118695151,0.6678227890915548,0.2241843674448487,1.9683248770489168,0.2770830753992819,0.282231464219131,0.5324569940567017,0.32938382504264624,0.20918316097765094,0.11389601892395189,0.007547395578325307,1.2568900898586435,0.006474184025811803,0.008471350560699722,0.004362896256296565
9.0,0.647328698789343,0.4769198070298574,32.94864,32.94864,1.0,0.5420969065432582,0.28476592625121677,0.11455186304128902,0.2191041579265632,0.23431071763505024,2.0514654757613826,0.34706914036141756,0.671810908525967,0.3037096994563524,0.6673884776656653,0.22461562409583474,1.972111283764976,0.27958526993207006,0.2825044526647486,0.523787796497345,0.3456640998600437,0.21857935247304394,0.11389601892395189,0.008585252464444085,1.511418130588936,0.00681442409692293,0.010127416740968601,0.00617993048136023
10.0,0.6502288818005078,0.38648187979275495,36.6096,36.6096,1.0,0.5715895116981964,0.27978535109535213,0.11455186304128902,0.22182697647127023,0.23929574764952993,2.092887321576912,0.3507140372886368,0.6738206450221064,0.3043948220720863,0.6683406798660463,0.2236763574891037,1.9638645810654005,0.27899006055066833,0.2842296700441673,0.5253537893295288,0.3495229646009302,0.22164729351628026,0.11389601892395189,0.007644159170179424,1.4299859434595419,0.006185255020050293,0.008957843552970909,0.003853586603660819
11.0,0.644819271541735,0.4159957691483124,40.27056,40.27056,1.0,0.5746544654549579,0.28170897207604084,0.11455186304128902,0.22385797833873433,0.24245227362466937,2.1189469288616607,0.35307057948233433,0.6769717331848671,0.30746061200766794,0.6672540102902491,0.22297168683480745,1.9576776163149752,0.2749541383403475,0.27937860185417185,0.5286861658096313,0.3518633287595187,0.22405807292364122,0.11389601892395189,0.007356701519586634,1.456508636370927,0.00588611157812534,0.008710857214829226,0.0035614336043660617
12.0,0.643480260965813,0.45209965667598456,43.93152,43.93152,1.0,0.5559709619877021,0.28101901827308723,0.11455186304128902,0.22154618456645966,0.24537965385963903,2.1379367148857495,0.35074142341981274,0.6786963197802346,0.3092078668896643,0.6670147675422385,0.22136920483893255,1.9436079235283918,0.2725260828327537,0.2817021276595745,0.5515302419662476,0.349679897323373,0.22204450913504792,0.11389601892395189,0.00740883289703906,1.5576952822102612,0.005708154195503104,0.009006623113415695,0.003959349319572529
13.0,0.6420796280277037,0.428886200860492,47.59248,47.59248,1.0,0.5737966913035868,0.27998160926773874,0.11455186304128902,0.21598052940916002,0.24658402371280477,2.149830427023021,0.3409540893046667,0.6797426352005087,0.30941676636579685,0.6665399088377707,0.22063318996503228,1.9371457584689467,0.27354920100925145,0.27856025039123633,0.5235773921012878,0.3395316664937027,0.2166222688961653,0.11389601892395189,0.006708770725061424,1.4911314359378594,0.0052738803305295255,0.008092865797478727,0.003641132113564937
14.0,0.6445478536014886,0.4830021011240232,51.25344,51.25344,1.0,0.5293103150576953,0.28728755033393466,0.11455186304128902,0.19938278418476738,0.2516162562790045,2.1929433390808684,0.3148890965494392,0.681208630184881,0.3143016799697214,0.6670807525594983,0.22033943261612787,1.9345665871188,0.2797825012357884,0.28174551172847595,0.5119526386260986,0.3131760932710248,0.20028643631576554,0.11389601892395189,0.006187865414084462,1.452962275760001,0.004593784749074305,0.007758309501409892,0.003801089599774336
15.0,0.6438058669262569,0.5980183267242017,54.9144,54.9144,1.0,0.5624770192487573,0.287507782636183,0.11455186304128902,0.21708146964955138,0.25354809499365155,2.2105431039082584,0.34304217443063345,0.6845619878958107,0.3116662441807616,0.6653051557314175,0.22045324625148607,1.9355658637961894,0.27610888190001087,0.2799884659746252,0.553289532661438,0.34173440820769485,0.21832036586333403,0.11389601892395189,0.006218850128886524,1.5362871673551126,0.004532443331265005,0.007910759780144582,0.0036355894768257224
16.0,0.6417375952436306,0.5829300842689589,58.57536,58.57536,1.0,0.5360008215143421,0.28826759504604377,0.11455186304128902,0.21097914465443734,0.25611876947660517,2.2311913274842596,0.33394723021531286,0.6855928579577821,0.31595672143163356,0.6665519186630878,0.2219006562405308,1.9482740339562996,0.27856240670570676,0.2803877703206562,0.5170363783836365,0.3328587456227453,0.21254673603669666,0.11389601892395189,0.00669646166667079,1.7445258202551486,0.004585394753145015,0.008844269306891939,0.0038708831924418765
17.0,0.6399101505357073,0.6122825899134507,62.23632,62.23632,1.0,0.5446015772243732,0.288712609131614,0.11455186304128902,0.20643985980642232,0.25863198847936686,2.252702808734163,0.32517440071280695,0.6882713950636987,0.31673954501361606,0.6663374736317194,0.22125893225073962,1.9426397370260473,0.2789761931373645,0.282442748091603,0.5270960927009583,0.32358733240159315,0.20819965222871054,0.11389601892395189,0.00593556186494299,1.636701787068887,0.004153695249670222,0.007769768176973791,0.003678698502985418
18.0,0.6440182644799801,0.8210078858479102,65.89728,65.89728,1.0,0.5508019146711115,0.28825075111000176,0.11455186304128902,0.21274105201284296,0.26104723631970467,2.275682410040886,0.33605802605211854,0.6906943877611539,0.3197728184014208,0.6645539831984929,0.21929546559143276,1.9254006212267687,0.27525335076822494,0.28342316287629815,0.5360664129257202,0.33492128545531535,0.21503278081635244,0.11389601892395189,0.005966377835403642,1.7315928229400015,0.004171812589564587,0.007847540802649195,0.0034966583699009893
19.0,0.6407449594648275,0.7119352105440699,69.55824,69.55824,1.0,0.5639902211778233,0.28921558572372696,0.11455186304128902,0.21823945477847578,0.2649882764717744,2.3092133562958477,0.34475088090713685,0.6921583409295515,0.31967930927803595,0.6658164454942925,0.2208469393705008,1.9390224650254,0.2733858267716535,0.2813160277693933,0.5710219144821167,0.34380844887425716,0.22077750233589818,0.11389601892395189,0.005969440959812874,1.8226626698487962,0.0038393669635127365,0.008232479888326585,0.0034714711220429502
20.0,0.6407058782386991,0.7681256613193505,73.2192,73.2192,1.0,0.5518982334105599,0.2940838902360207,0.11455186304128902,0.2096610706152322,0.2685726111914047,2.341945096543749,0.3316672901910882,0.6937998534633186,0.3196503061651555,0.6612013218688905,0.21691229901925801,1.904476566157153,0.2719540483817519,0.27686049294089493,0.5164580345153809,0.3304929808290278,0.21279344582073184,0.11389601892395189,0.0052439386284521446,1.6843463446093665,0.00339602902830328,0.007221453348263836,0.003716247487307007
21.0,0.6464570203340868,1.000795211487119,76.88016,76.88016,1.0,0.5589136400570472,0.29197465113209803,0.11455186304128902,0.21138575174263335,0.2690422950045007,2.3445578866229337,0.33462962739625407,0.6953036212081272,0.3220209925754616,0.6596982991326471,0.21737609140054193,1.9085486345724116,0.27204942479761396,0.2765249537892791,0.5259749889373779,0.33337463415946167,0.2146516530389435,0.11389601892395189,0.004900211595624413,1.6481451612344244,0.003137560759672438,0.0068090279441046855,0.003945132080560917
22.0,0.6437413434515319,0.9228189834462256,80.54112,80.54112,1.0,0.5620014745580765,0.29054706893574395,0.11455186304128902,0.20829153449794757,0.2699057812330266,2.3516439734154035,0.3293373100876937,0.6940307376804905,0.3238954445130047,0.6609074011596396,0.2189378852229722,1.9222610877133162,0.2710074791025077,0.27697788333085943,0.5508837103843689,0.32797047921028316,0.21136172539264816,0.11389601892395189,0.004862706595921919,1.7065499605760124,0.003046204705305834,0.006865081947213523,0.0030452686743288725
23.0,0.6453638743255815,1.084579309467259,84.20208,84.20208,1.0,0.5599050499660161,0.30036195024016094,0.11455186304128902,0.20426873186702885,0.2740982830857345,2.384595532647804,0.3252039961099497,0.6985487441004491,0.3284815076035398,0.6609172022814501,0.2190350267184282,1.9231139840337825,0.27427128758319946,0.27969193352249694,0.5257091522216797,0.32347273657687053,0.20753003117409868,0.11389601892395189,0.004697405092270155,1.725557395890064,0.0027636876769536554,0.006845722538002642,0.003785109923636512
24.0,0.6426938169778553,0.9880971950464092,87.86304,87.86304,1.0,0.5480149990174645,0.3014844829562646,0.11455186304128902,0.19568052438751773,0.27859624238256236,2.417020959105214,0.3121970118314083,0.7018925129794984,0.32876281523557754,0.6552453144237526,0.21679032051312122,1.9034056024194457,0.27593984962406015,0.27721261444557477,0.5027028322219849,0.3107990340158479,0.19999450431846183,0.11389601892395189,0.004447344598933397,1.7070166093581065,0.0025506067788580093,0.006567411248842899,0.003754534571290197
25.0,0.6496257549649208,1.5448826873591313,91.524,91.524,1.0,0.549041416332846,0.3019492780427985,0.11455186304128902,0.1974098559359035,0.28056734812690354,2.4337313331639203,0.3140105394621202,0.7028563805449507,0.33135666449651735,0.6568502010597861,0.21499028571657403,1.8876014082645203,0.27491408934707906,0.2766214583053579,0.5175790190696716,0.3130215371769216,0.20234364036891403,0.11389601892395189,0.004803149567837853,1.9238610844377035,0.0027705395583900692,0.007081416010089101,0.003086683488159962
26.0,0.643562550605797,1.1302412523531107,95.18496,95.18496,1.0,0.5849562683100518,0.2953974837456842,0.11455186304128902,0.21379190897035033,0.2815279645557417,2.437209320987436,0.3403409535623571,0.7045491426039646,0.3336046347818328,0.6570281648349403,0.213935173930225,1.8783375920546355,0.26896624695799387,0.2749770852428964,0.5654163360595703,0.339287640916641,0.2184793006344582,0.11389601892395189,0.004469649069902804,1.8688155600875689,0.0026110228763045634,0.006564960360421448,0.002559353994865898
27.0,0.6466138650329889,1.2096981441811425,98.84592,98.84592,1.0,0.5697108093172701,0.2999896048449814,0.11455186304128902,0.20416367997158524,0.2868723294806946,2.487030919248505,0.32421860451279455,0.7075411536989046,0.33632910414497735,0.6546224600348904,0.21229437907112472,1.8639315146991502,0.26953038059203205,0.2759523117185228,0.5480847358703613,0.32320702989862765,0.210196817143706,0.11389601892395189,0.004062587523574703,1.7661378040011186,0.0023709606896282695,0.005985189039820312,0.003586900130378804
28.0,0.6495774736183078,1.9537146243281875,102.50688,102.50688,1.0,0.5625719443199947,0.30509176767614893,0.11455186304128902,0.2042704023805612,0.29017774391511825,2.514811733033443,0.3268171384694263,0.7093079484837732,0.3372325334806435,0.6546696836217958,0.213637095410179,1.875720481089194,0.2738443534230544,0.2772457820337437,0.5494256615638733,0.3261371501387705,0.21021741031429345,0.11389601892395189,0.004058916644764652,1.8344069268496241,0.002304755016230175,0.006069067258658175,0.0027111472796591037
29.0,0.6423606789086261,1.2318620633614923,106.16784,106.16784,1.0,0.5836117424498511,0.30607839823896954,0.11455186304128902,0.20453187771669284,0.28709420251034945,2.4891009173047816,0.32700368415191255,0.7093639960086152,0.33555646490890995,0.6539852867215907,0.21711012737449323,1.9062134868775102,0.27217694994179276,0.2805376972530683,0.5403192639350891,0.3264531012837376,0.2106763231009134,0.11389601892395189,0.00394441754383708,1.8456078590552352,0.0020796065739676003,0.0060949121934871595,0.00356098392116704
30.0,0.6507336373627384,1.7803650234640203,109.8288,109.8288,1.0,0.5679257355484086,0.30079615361540635,0.11455186304128902,0.20910547996169335,0.29402246931636095,2.5507511480687204,0.33169019371073,0.7113068322008055,0.33928364905567926,0.6545139198267733,0.2135752863476433,1.8751778013439349,0.26831588962892483,0.2765688259109312,0.5326899290084839,0.3305122426894555,0.21507432604348622,0.11389601892395189,0.0036494350033150495,1.7695539111564358,0.0020098769681174524,0.005542804424369982,0.004490716298789927
