round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_auroc,fed_f1_best,fed_auprc_lift,fed_ece,fed_brier,fed_f1,fed_f1_best_threshold,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6390048274189846,0.3570907025584551,27.95696,27.95696,0.0028407849307285522,0.2572770680892657,0.690440628764552,0.31996927667154457,2.2736839455399855,0.35447902181246743,0.22420977889644772,0.28813599853728794,0.5715353739750829,0.1147406847935549,0.6729566066563598,0.2251794441085882,1.9770615885963494,0.2840770543769812,0.2891317188422918,0.5315101742744446,0.3352363825810323,0.2109687184485573,0.11389601892395189,0.012131539200407666,0.0034530354496382643,0.012113378711158406,,0.024217854959049448
12.0,0.6450424018905964,0.405802379162475,31.60256,31.60256,0.9958043791792317,0.24305492975505819,0.677272784014628,0.31087974387651235,2.1418824515964414,0.3462043074663064,0.21998774612078453,0.2757018747267373,0.5687297913982099,0.1147406847935549,0.6731200381663967,0.22541009316523153,1.9790866730446244,0.2829416578978136,0.28938714499252616,0.5417317748069763,0.33263326021960077,0.21016674969083643,0.11389601892395189,0.00824313500228926,1.2976062697407542,0.006998617900077484,0.009206220414321217,0.016972972191038656
13.0,0.6442335085270199,0.390438705983548,31.61296,31.61296,0.0028407849307285522,0.25979214470656076,0.6889617432515184,0.32258635051349444,2.2949150674801455,0.31343554573092325,0.1991046272905005,0.2999813542566047,0.5474683902632492,0.1147406847935549,0.6731448609819425,0.2254080367615252,1.9790686179473018,0.28212720596944213,0.2891855407229638,0.5398536920547485,0.3308181517559998,0.20890457538471072,0.11389601892395189,0.009550580295282243,0.0030146489061735338,0.009497449800406505,,0.04546297451039883
14.0,0.6266820382460888,0.39466859864772086,32.94432,32.94432,0.36366417551680436,0.27215744282425475,0.7023625727736211,0.336168730443467,2.40935016124472,0.3423160744084407,0.21424111115207276,0.3027722763109152,0.5711385381613434,0.1147406847935549,0.6728323043368546,0.22580319364097512,1.9825380709025782,0.2816836262719704,0.2879695950884374,0.5390177965164185,0.33513454058997805,0.21170333558596746,0.11389601892395189,0.010692183237891912,0.7022215779006729,0.00886043579433922,0.010701198205302605,0.01642874316840666
15.0,0.621161290292298,0.5024569913551862,32.95472,32.95472,0.0028407849307285522,0.2832597825031528,0.7136707561234149,0.34372781820246434,2.515517599639586,0.3445912764931975,0.2181434174287207,0.3069174974797184,0.6001383475527872,0.1147406847935549,0.6727567064395604,0.2257369918236618,1.9819568230421283,0.28208092485549136,0.2885469073690441,0.5400993824005127,0.3344181076841881,0.21120722190614175,0.11389601892395189,0.009789078037410056,0.0033092491121351486,0.009746215245407749,,0.0435584364589867
16.0,0.6466628990179708,0.39927839574287294,36.61568,36.61568,1.0,0.24481250405248647,0.6781256114852295,0.3141208193864296,2.1527760318271256,0.309200499502216,0.1944147901395763,0.2930745068666417,0.5306607325264033,0.1147406847935549,0.6736494744364907,0.22722541705357885,1.9950251044796987,0.2860335195530726,0.28929889298892986,0.5124416351318359,0.30833950292134754,0.19430908099947614,0.11389601892395189,0.006790544154242861,1.1665179275696573,0.006280514026669178,0.0071933190217484755,0.0042141594361324785
17.0,0.645171084865755,0.46049935479365106,36.62608,36.62608,0.0028407849307285522,0.26398684211493006,0.694915139558007,0.3278483524272439,2.3292613466734937,0.33796729942575504,0.21269062808318706,0.2988431800627461,0.5660753355315565,0.1147406847935549,0.6736032799046282,0.22725383992326995,1.9952746555172118,0.2852441031267142,0.28855869242199106,0.5173325538635254,0.3116063398894357,0.19631484724710066,0.11389601892395189,0.009251358561318108,0.0035483741703501437,0.009218428139671418,,0.034377885567240606
18.0,0.6289198695862589,0.4187828059191917,37.95744,37.95744,0.36366417551680436,0.2748081461460825,0.7061732282311804,0.3398424279036588,2.437392010145043,0.3437054130972775,0.21652841172418855,0.3053627425693985,0.5780024268145768,0.1147406847935549,0.6732907107100887,0.2269699520832803,1.9927821378447619,0.28230563002680964,0.2884003471217819,0.5168833136558533,0.3151537125679044,0.19870197376577417,0.11389601892395189,0.009325266801097774,0.6701145381675815,0.008947108860742707,0.009327314716668155,0.014520740778285038
19.0,0.6178913555532037,0.5468573792842253,37.96784,37.96784,0.0028407849307285522,0.2878304133358254,0.7160022682073023,0.3470378869775785,2.553235920006537,0.32031410230297414,0.2001467586828277,0.3216447536432459,0.548028315864841,0.1147406847935549,0.6732950528203914,0.22696660068776447,1.9927527127994662,0.2821069780070595,0.28848941722238336,0.5147619247436523,0.31359906295125345,0.197634392814662,0.11389601892395189,0.007891219975757324,0.0032852631657078746,0.007872817400420623,,0.024266045166438162
20.0,0.6457099665293389,0.5199983884001929,41.61344,41.61344,0.9958043791792317,0.2510197121046402,0.6817462836697081,0.3190383674530696,2.206548005257654,0.3284554831085264,0.2064506090270646,0.2930383029638139,0.5589942028586569,0.1147406847935549,0.6737418133024089,0.22790622631782145,2.0010025677016325,0.2842350504789024,0.2883404255319149,0.5443764925003052,0.3216902729030272,0.20179074924637258,0.11389601892395189,0.006380799528437371,1.1746991742998034,0.0061075818312449764,0.006588546328176226,0.01424035098572485
21.0,0.6450848209091774,0.449193056613643,41.62384,41.62384,0.0028407849307285522,0.26842450535553697,0.6981860383653905,0.332360925103155,2.368545086130857,0.3417877205150448,0.2144096901512758,0.30151345621559666,0.5678004891820785,0.1147406847935549,0.6736952297375423,0.227873230901332,2.0007128699861094,0.2842199260109708,0.2880200860832138,0.5523605942726135,0.32378544725432323,0.20312283909126908,0.11389601892395189,0.007206875010119575,0.003449434520007344,0.007199832743633871,,0.01438685244402519
22.0,0.6257550057472456,0.46421209811782627,42.29984,42.29984,0.18465102049735588,0.28386553574393597,0.7104256042129082,0.34277941224488856,2.520661227402971,0.33525070197850254,0.20917951925647826,0.3146155726553562,0.5823874078383376,0.1147406847935549,0.6734915897841238,0.22773455495197395,1.9994953037299028,0.2824342673743982,0.2883703973751367,0.5575019121170044,0.32451147771612426,0.2039081604561368,0.11389601892395189,0.00934131394552818,0.29149057851009275,0.005806469568846561,0.0093975767806071,0.019851457289660528
23.0,0.6085350510641996,0.5609354798900084,42.31024,42.31024,0.0028407849307285522,0.30155313821783014,0.7237912578619826,0.3600966279190228,2.6867307278967036,0.3435968927179031,0.2155736986402206,0.31378553794519426,0.5911140345742275,0.1147406847935549,0.673456501517053,0.2277304682783902,1.9994594229886586,0.2823616600790514,0.28849972919299516,0.5553125739097595,0.32393056461138964,0.20350567288673158,0.11389601892395189,0.005788723046708088,0.0029659636957148905,0.005777624036471766,,0.015312177189558032
24.0,0.6476085551269994,0.4606087188151046,45.9712,45.9712,1.0,0.2530972257631499,0.6837785083033305,0.322030361062445,2.2240753790253383,0.33105565282663435,0.20904956989371087,0.2945498108856103,0.5638353376623997,0.1147406847935549,0.6726172192834474,0.22738686368183503,1.9964425958879275,0.2811282898619143,0.2891490034799114,0.5580918192863464,0.330463130614845,0.2095840315575876,0.11389601892395189,0.006396753348921913,1.2498501718919215,0.005135261550286792,0.007379655834675525,0.005895247669957074
25.0,0.6446738806584233,0.554012807443047,45.9816,45.9816,0.0028407849307285522,0.2725399052253014,0.6981116033908836,0.33351204494203845,2.402351669797411,0.3207913697575297,0.201527407547371,0.30739234655792536,0.5493328526207177,0.1147406847935549,0.6725950193033157,0.22733728892305274,1.9960073325727508,0.2825544059935783,0.2892998678996037,0.5623674392700195,0.3289882270308504,0.20852183304852512,0.11389601892395189,0.006490930515916888,0.003555945477273781,0.006425835073413826,,0.07374592338013547
26.0,0.6261530206159962,0.516484113301052,46.6576,46.6576,0.18465102049735588,0.2874447100690749,0.7110425647913029,0.3437709843973706,2.5365639826687096,0.32858472865347804,0.20435794330203738,0.3146144168905026,0.5621093842805873,0.1147406847935549,0.6724097768461511,0.22710520456647582,1.9939696462798533,0.2811904761904762,0.28932806324110677,0.5573803782463074,0.32906946534629056,0.2087029418974474,0.11389601892395189,0.008784661289142886,0.29922098418683163,0.005516697874627439,0.008839987868979129,0.02046801900814229
27.0,0.6066889619850216,0.6843895877113713,46.668,46.668,0.0028407849307285522,0.2997388224920079,0.7231678339185262,0.3580708566516925,2.6581394865195347,0.32286808724034005,0.20086976280469718,0.32394715060509655,0.5775460527510141,0.1147406847935549,0.6723984321417763,0.22706199793377418,1.9935902947177018,0.28055260361317746,0.2892906815020862,0.5549317598342896,0.3305395606085316,0.20963857422847373,0.11389601892395189,0.005195363521312456,0.0030799557080172235,0.005188347730910477,,0.009330435748578654
28.0,0.601502276168637,0.7124027944906504,48.66496,48.66496,0.5454744110834316,0.30804187142590816,0.7299557042823527,0.36701222649646054,2.7343001405606726,0.3273393126759839,0.20646166009615005,0.32439626110274955,0.6003763548981057,0.1147406847935549,0.6716726722486293,0.22661277587204162,1.9896461528067144,0.28063147973609803,0.28655755299168234,0.5400920510292053,0.3164795149582502,0.20695767326536663,0.11389601892395189,0.009759858669883197,1.1536469040975135,0.0054394073344255275,0.009803800357538804,0.005635454451929744
29.0,0.5766596571194562,0.9609103076401844,48.67536,48.67536,0.0028407849307285522,0.3333026487256564,0.7466490302737517,0.38745292354076516,2.97128318984008,0.3109768477237683,0.19200654840267928,0.34613419589663,0.5746203641681993,0.1147406847935549,0.6716620052146486,0.22661655620183901,1.9896793438684663,0.2802637776731041,0.2869109947643979,0.5325927138328552,0.3169775699757984,0.20710172580899522,0.11389601892395189,0.005336171081483464,0.0033705369073686597,0.0053352086739720415,,0.0059009961698875246
30.0,0.5683312151422256,1.273002280546369,49.35136,49.35136,0.18465102049735588,0.3528852329639422,0.7622330863429814,0.40218027549206276,3.161094047499821,0.3175154708416779,0.19539709822418116,0.3546455373091573,0.5939553233251831,0.1147406847935549,0.6715540673802152,0.22649105162592825,1.988577421456283,0.27779067068925506,0.28705047572972103,0.5905314087867737,0.31604198608062783,0.20810909257069415,0.11389601892395189,0.009326981087873052,0.35794264306377954,0.0053843618397096055,0.00939669549905278,0.006265600142375669
31.0,0.5478930126954309,1.3280595304985696,51.31744,51.31744,0.5370394650583453,0.3592585451601199,0.7653701845702057,0.4014325710353921,3.2249901363046414,0.31836816914304455,0.19642441605384187,0.3533188475917149,0.601207557788038,0.1147406847935549,0.6710889595997508,0.2264707429368064,1.9883991124221858,0.2779653125363753,0.28708685626441194,0.6270859837532043,0.31645231078332403,0.208845053508315,0.11389601892395189,0.011620099626626584,1.4743696451187134,,0.011620099626626584,
32.0,0.6555605796694293,1.1668744487291616,54.9784,54.9784,1.0,0.25644156551953984,0.6870788151641916,0.3225608151454261,2.245104415712151,0.3361562967365129,0.2120916601345793,0.29119530377987446,0.5633401881532005,0.1147406847935549,0.6706254330502059,0.22724829650489567,1.995225984646828,0.2756792577866137,0.29056667227173366,0.5703163743019104,0.334917014154342,0.21298848031269152,0.11389601892395189,0.006133895440954929,1.3794588217278942,0.005788815742486629,0.0063754587777449115,0.00483887974599666
33.0,0.6437567491520448,0.7324948747214537,56.94448,56.94448,0.5370394650583453,0.27559136030667075,0.7022544228779722,0.33801735985567294,2.424878459019873,0.32473542067866623,0.20265592733206234,0.3051565428519911,0.5544213363178607,0.1147406847935549,0.6709806327323133,0.22812930898278488,2.002961219699051,0.27765287769784175,0.28984012377514184,0.5684367418289185,0.333582825294255,0.21151272961427162,0.11389601892395189,0.005402910439213101,0.7263113558292389,,0.005402910439213101,
34.0,0.6238415802353907,0.675029617745415,58.92096,58.92096,0.5398802499890739,0.29190368158259977,0.7175666402711579,0.3490059858504603,2.5756404329884055,0.34492145501938154,0.214857238495774,0.3133167393618934,0.5891340188306925,0.1147406847935549,0.669940057292765,0.227412918018898,1.9966713513554948,0.27528027528027527,0.29005289199795253,0.5770363211631775,0.3416283383787,0.21715432708944288,0.11389601892395189,0.006565292929935396,0.9163063571932071,,0.006565249060879983,0.012652609692866409
35.0,0.607301140480364,0.7794197922523899,60.88704,60.88704,0.5370394650583453,0.30953958577799084,0.7317821424578556,0.3615057026898465,2.747361017725505,0.33023097693042275,0.2036134836759126,0.3319366798264546,0.5813178377430454,0.1147406847935549,0.669940057292765,0.227412918018898,1.9966713513554948,0.27528027528027527,0.29005289199795253,0.5770363211631775,0.3416283383787,0.21715432708944288,0.11389601892395189,0.007211381829437287,1.0417454838752747,,0.007211381829437287,
36.0,0.6447364289654319,0.7740282824510645,63.88752,63.88752,0.8195883047069621,0.26131001076720617,0.6903858635007091,0.32614223561690686,2.2900165188739803,0.3394491999547962,0.21390184743460036,0.2928319782646964,0.5698054198959743,0.1147406847935549,0.6710816809177403,0.22648908946706475,1.9885601938228499,0.2793091616150063,0.28733070461169213,0.5678455829620361,0.33965386741091685,0.2154069221347599,0.11389601892395189,0.005209388514338508,1.0392359437191772,0.004454450947303392,0.005935212511097712,0.0045919512758705785
37.0,0.642235140677151,0.7277401721929007,63.89792,63.89792,0.0028407849307285522,0.27840667217882314,0.7053325142081905,0.3371161904085264,2.4545735633725365,0.3388939205876459,0.21251755958759172,0.2982703950602029,0.589823990433748,0.1147406847935549,0.6710816181704817,0.22655951006348726,1.9891784823028849,0.28012805854104733,0.2871389270976616,0.5688080191612244,0.33983226759146723,0.21549046480343972,0.11389601892395189,0.004699984400898509,0.0033421378720959183,0.004676913085339646,,0.01952678518009129
38.0,0.62159651769698,0.7371772199789373,65.22928,65.22928,0.36366417551680436,0.29434077608287906,0.7164636290110391,0.352474258715462,2.6035294953412604,0.3274636836201965,0.2042345035878616,0.3140393922738635,0.5839538020396011,0.1147406847935549,0.6706747272966489,0.22574324393926218,1.9820117162303137,0.2793847566574839,0.2860068259385665,0.5688787698745728,0.3384105599466073,0.21497430829052538,0.11389601892395189,0.006961243973033737,0.7370410259572964,0.0039869407888382166,0.006982122382902865,0.00579850114455892
39.0,0.6060348094697565,0.968841158547393,65.23968,65.23968,0.0028407849307285522,0.31889312652131885,0.7331142186868772,0.3696015320973734,2.8458792613451984,0.3222483497552389,0.19897306421446123,0.3266759709082497,0.5707011092041525,0.1147406847935549,0.6705855257936661,0.22568737228396896,1.981521166553327,0.2796541786743516,0.2858109250803314,0.5663702487945557,0.3380505271614831,0.21465304962470474,0.11389601892395189,0.0037824792503905937,0.002842341156792827,0.0037791465164937754,,0.0054646480066004414
40.0,0.6423671307517619,0.8019170907324927,68.90064,68.90064,1.0,0.2626746789564897,0.6913547843967597,0.328068217712785,2.300276197245252,0.33670389527466227,0.2116327625297247,0.2917145158276489,0.5534688339578991,0.1147406847935549,0.6704650385074906,0.22734097843872542,1.9960397262921057,0.2772390188248717,0.2845572354211663,0.5298125147819519,0.33590469103066734,0.21314988681099487,0.11389601892395189,0.004949161288192391,1.2674717445261194,0.004240724487185224,0.005435042758751632,0.004039946631854048
41.0,0.6444736456049414,0.9098858910849966,68.91104,68.91104,0.0028407849307285522,0.2872820042407572,0.7101731852464843,0.33988152848565245,2.530236472414284,0.32479469039831926,0.20169435096130736,0.31423583396270083,0.5356545073879659,0.1147406847935549,0.6705707174406107,0.22749093614660318,1.9973563456901717,0.27725531173807033,0.2847615871957319,0.5613996982574463,0.3326099636287699,0.21085642836320656,0.11389601892395189,0.005707577569828889,0.004151736604399048,,0.005684409439807999,0.014020855993960869
42.0,0.6191195010583496,0.7554532972479546,70.2424,70.2424,0.36366417551680436,0.2964222396206892,0.7218199969023423,0.3547236468326352,2.6196533209129793,0.3440493421947015,0.21398531961426936,0.3151590328283917,0.5605139521786273,0.1147406847935549,0.670524723699976,0.22800103648771802,2.001834995127914,0.27804107424960506,0.28432633233319043,0.5421562790870667,0.33862507754763477,0.2149294195303013,0.11389601892395189,0.00582948907438266,0.6609860300932269,0.003772134502681975,0.005844283914062985,0.005854334849156875
43.0,0.6045767858780104,0.8486881187692281,70.2528,70.2528,0.0028407849307285522,0.32061166673144226,0.7370140369528535,0.3735389529603988,2.8507463365611843,0.3321404660756963,0.20666035932275117,0.3257116013414246,0.6111008726653135,0.1147406847935549,0.6703873825001108,0.22785303821588712,2.0005355794571194,0.2784781881066607,0.2842944945730352,0.529475212097168,0.3390740316869857,0.21559711569704837,0.11389601892395189,0.005371227994058846,0.004127530591176765,,0.0053814907126684625,0.0023599280800109283
44.0,0.5898687185155922,1.0644387105127993,72.24976,72.24976,0.5454744110834316,0.33267269766058677,0.7456279073624684,0.3890167040570545,2.9624399119739278,0.31665965545767066,0.19528546135228364,0.3372331689848379,0.5922988811873597,0.1147406847935549,0.6699214464558314,0.2273765560100029,1.9963520951669234,0.2796008869179601,0.2842091738404214,0.5346930027008057,0.33148103192500367,0.21416065454658748,0.11389601892395189,0.007629743048753553,1.247894118585009,0.003483224256798159,0.007661765971461956,0.004794696759694313
45.0,0.5690530243472426,1.447649700825983,72.26016,72.26016,0.0028407849307285522,0.35725309046114423,0.7607513231149091,0.40380785017469323,3.183057175414682,0.32485368390682373,0.19900722030042875,0.3414718062437571,0.5958113591003813,0.1147406847935549,0.6699214464558314,0.2273765560100029,1.9963520951669234,0.2796008869179601,0.2842091738404214,0.5346930027008057,0.33148103192500367,0.21416065454658748,0.11389601892395189,0.005897550521752347,0.004875323296801071,,0.005894296318035552,0.007080186673593791
46.0,0.5455495336860539,1.2524544264250757,74.24672,74.24672,0.5426336261527032,0.371752609803947,0.7677497491105163,0.4085586969795,3.3183387704846643,0.30483306118894193,0.18600034732473975,0.35650731360573346,0.6051839992614071,0.1147406847935549,0.669338022444343,0.2264904578905525,1.988572208496415,0.27966386554621847,0.2825358531028012,0.538850724697113,0.32660604384951597,0.2127290925466789,0.11389601892395189,0.008050643147802601,1.3901373837143183,,0.00806754801872638,0.0037555741795608907
47.0,0.5339141884757941,2.067741952464545,76.2128,76.2128,0.5370394650583453,0.3864899667221254,0.7778977824594184,0.41869793087008556,3.4617003738029015,0.3051610246844834,0.18650497711703212,0.361527083517096,0.6342116850245394,0.1147406847935549,0.668670115523727,0.22608171488054085,1.9849834701553097,0.28019966722129785,0.28270580727504785,0.5802099704742432,0.32769389692659273,0.2139587478294006,0.11389601892395189,0.00854474702390444,1.5469253957271576,,0.00854474702390444,
48.0,0.6542339189842645,1.716516891368028,79.87376,79.87376,1.0,0.26638884862084966,0.6938839503096007,0.32901272077004706,2.3365924043127255,0.3342254742448221,0.21136455080992958,0.29142163526792086,0.5633337812878995,0.1147406847935549,0.668677657744224,0.2265073675084595,1.988720673895529,0.275383088964833,0.28703037282280114,0.5499842762947083,0.3331302936597657,0.21342603266289936,0.11389601892395189,0.004854141264742624,1.448890128687708,0.0046200060190590185,0.0049888019523731215,0.005397669199727058
49.0,0.644034265242501,1.0669106423146557,81.83984,81.83984,0.5370394650583453,0.29277765793635335,0.7138259762019973,0.34605352825424474,2.5796461648296707,0.3427861907316817,0.21381643209286014,0.30421087054400875,0.5857420134182721,0.1147406847935549,0.6681992349954614,0.22631741881981693,1.987052936160381,0.2742270293892713,0.28518518518518515,0.5482410788536072,0.3383267536861372,0.21591689793994842,0.11389601892395189,0.004613307986958313,0.8732824623584747,,0.004613307986958313,
50.0,0.6199651619949733,0.9351044565218901,83.8264,83.8264,0.5426336261527032,0.3107511151499846,0.726657931940422,0.35944379481099203,2.7556821893596917,0.3417431107041785,0.21154101149020765,0.31676790327201626,0.5790945132322092,0.1147406847935549,0.668239732076233,0.22624469806597453,1.9864144524404983,0.27441449403446755,0.2846219201359388,0.5462929606437683,0.3376411561700393,0.21544342380136372,0.11389601892395189,0.005038302810426642,0.9839736556168646,,0.0050423483021391656,0.0037374315483096054
51.0,0.5967574372025548,0.9928393859504473,83.84688,83.84688,0.005594161094357764,0.3262918515102814,0.736048798765277,0.3714445980117677,2.900702254277968,0.3423091000285865,0.21221189607374702,0.3161224043240499,0.5992200526147179,0.1147406847935549,0.6680647927189487,0.22602927464499256,1.9845230481313996,0.2731919521479065,0.2848588537211292,0.5502931475639343,0.340234084673272,0.21724711738500677,0.11389601892395189,0.0041313510941991755,0.007244567619636655,0.002889128434055741,0.005399553900623733,
52.0,0.6487787778701906,1.4721453059831882,86.84224,86.84224,0.8181897644333727,0.27232738151958913,0.6961496665808952,0.3352089107849285,2.3859871018847763,0.3218827214366817,0.20183257926224607,0.2992082021752948,0.5481306294810256,0.1147406847935549,0.6677133202240088,0.22388537088140048,1.9656997057191985,0.2767732962447844,0.28135643417740264,0.5422247052192688,0.3275795257609302,0.20860566509878797,0.11389601892395189,0.004078248199404142,1.0564398705828353,0.003679638551205173,0.004406120393342143,0.02073324425183656
53.0,0.6406829521568529,1.0635279738525703,86.86272,86.86272,0.005594161094357764,0.2979848207666189,0.7153515760746905,0.34862571346260773,2.625169604459364,0.33252126794830816,0.20702124596336116,0.31120220863944675,0.5731654466248953,0.1147406847935549,0.6676566468999416,0.22354550636104736,1.9627157162561422,0.2771484151504749,0.28102836879432624,0.5452348589897156,0.32971006523967966,0.21010824011791535,0.11389601892395189,0.004601962582943264,0.008503387216478586,0.003804498706161295,0.005438472473090701,
54.0,0.6389650753521761,1.068144081599255,88.54224,88.54224,0.4587649141208863,0.2801878827669724,0.7025943450531389,0.3349627592028326,2.4512826727930945,0.3307011896985407,0.2070673239054485,0.3012361085809979,0.5547334140434877,0.1147406847935549,0.6669582197126889,0.22473058810386307,1.9731206606432412,0.27551847989804196,0.2812051649928264,0.5750663876533508,0.33053246135230246,0.21030216184749448,0.11389601892395189,0.003508146241301092,0.4375632002575003,0.003501408147715828,0.004408782075046385,0.008627429628237617
55.0,0.6356104061538073,1.0942465072454852,88.56272,88.56272,0.005594161094357764,0.305372443500468,0.722263515423191,0.35346127230118873,2.695538873419854,0.3341199368009135,0.20624851405592812,0.3180458507193105,0.5891410416988178,0.1147406847935549,0.6670149432345629,0.22480720345668914,1.9737933387012623,0.2750029106997322,0.28107709332349684,0.579075813293457,0.3313654036258282,0.21067058066124336,0.11389601892395189,0.0040175719869188515,0.007785416906699538,0.0033577149731534492,0.004729855732663752,
56.0,0.6427709241158706,1.0846914331598874,92.22368,92.22368,1.0,0.27639251199844783,0.698986681709968,0.3345180555076264,2.4110579767929714,0.3390021207322688,0.21274621727022638,0.29818392386863957,0.562511378034484,0.1147406847935549,0.6654645714168967,0.2249676409235069,1.9752019697344934,0.27564463461321925,0.28144458281444584,0.5843307375907898,0.33807921399407337,0.21583634861841605,0.11389601892395189,0.0037914022281901583,1.2491601446854474,0.0031132527417115315,0.004238547396835925,0.004096495804434833
