round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auprc,fed_f1_best_threshold,fed_prevalence,fed_auprc_lift,fed_f1,fed_brier,fed_ece,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6886752568302463,0.10749065240071976,3.65056,3.65056,0.9971592150692714,0.2659493538710481,0.1975705537271158,0.5110860705105559,0.11417421953675731,1.7449256794584795,0.1967985965027625,0.2493569632138513,0.38696643227499355,0.6199799671645468,0.5863789179451087,0.1900544240393371,1.6686660853900082,0.19025110782865584,0.24663382594417071,0.49329790472984314,0.3769283615710049,0.24247601027446916,0.11389601892395189,0.026756451124536385,2.872704815119505,0.02339798228990429,0.029018663046287047
2.0,0.6823862607854926,0.11963553281992027,5.632,5.632,0.5412350858791136,0.2930342492127053,0.22005506190031465,0.4966375963013968,0.11417421953675731,1.9446857724683235,0.24645828142200518,0.21884708337488348,0.34799637619784896,0.6579026946461881,0.6037076652402625,0.20151669944550604,1.7693041543450108,0.24208649130628623,0.27385103011093503,0.49059227108955383,0.37517259104021833,0.2407059672448619,0.11389601892395189,0.019852027020915222,1.340281656011939,,0.019852027020915222
3.0,0.6725533006376193,0.19007894602392078,7.61344,7.61344,0.5412350858791136,0.30482786813994805,0.23391228068439815,0.5290079516098878,0.11417421953675731,2.0800818037341062,0.2674166498473128,0.2301333520105582,0.36466720037927625,0.6733398770116239,0.6185675212458452,0.2069438358647809,1.8169540763576366,0.26011102299762096,0.2780806979280262,0.4885844588279724,0.375518964438081,0.2407546821879347,0.11389601892395189,0.014668469988633238,1.0534352588001639,,0.014668469988633238
4.0,0.6605416254216354,0.23834690652539078,9.59488,9.59488,0.5412350858791136,0.30868476436800546,0.2392525387032156,0.5108606201790701,0.11417421953675731,2.1249475017343515,0.28544209033272544,0.21368139427587843,0.3406057790482617,0.6811682968002194,0.6511814505650241,0.21362541921547235,1.875617964822015,0.26804123711340205,0.2804678998911861,0.487549751996994,0.37215641019592594,0.23787007765613444,0.11389601892395189,0.012213132761821704,0.9252538615837693,,0.012213132761821704
5.0,0.6686381564324007,0.2711469470329183,11.264,11.264,0.4559241291901578,0.28978859491909525,0.21736101591140103,0.50589166079298,0.11417421953675731,1.9303784084368998,0.2669729730115792,0.20977093037263325,0.33160374210143895,0.6586429259431039,0.6577446883316052,0.22011983217405875,1.9326385088229665,0.2793447052862692,0.2822616738773683,0.49468713998794556,0.37368068128570747,0.23868640984721126,0.11389601892395189,0.016166457644804726,0.745590356644243,0.016166457644804726,
6.0,0.6585423597089345,0.2554053196489252,13.24544,13.24544,0.5412350858791136,0.3015404648219509,0.23302789979859426,0.5282409481164012,0.11417421953675731,2.0868245174398186,0.28037128860122557,0.2186582860259529,0.3471189920236201,0.6718561567850531,0.6144274445666873,0.210476789093528,1.8479731871406573,0.2766217870257038,0.28287182888409884,0.497935950756073,0.37780097684038744,0.24208190394217172,0.11389601892395189,0.008760515785725563,0.6969793849857524,,0.008760515785725563
7.0,0.645101571372824,0.31138117115887504,15.22688,15.22688,0.5412350858791136,0.3113684896530043,0.24451598650562742,0.5399843393341982,0.11417421953675731,2.187305296967802,0.28591601017495727,0.22233374562825745,0.3538946807009336,0.68160762701915,0.606979997529264,0.20883130623962365,1.833525949480814,0.2795918367346939,0.2830240930490169,0.49284544587135315,0.3792858902773516,0.2432160298988388,0.11389601892395189,0.008983047329927175,0.7436870661331341,,0.008983047329927175
8.0,0.6319918224156369,0.4209352090239201,17.20832,17.20832,0.5412350858791136,0.3175155170267559,0.255225175650967,0.5687009271511889,0.11417421953675731,2.2832763817128257,0.29636621563214677,0.20193223130836502,0.3206332095163383,0.6902448905818359,0.5906208836229604,0.20391638788675243,1.7903732704029536,0.2805194805194805,0.28201991962257555,0.502496063709259,0.38080980352327287,0.24477039523565974,0.11389601892395189,0.009521719134227502,0.825836737640202,,0.009521719134227502
9.0,0.6102517762185348,0.5698071309095225,19.18976,19.18976,0.5412350858791136,0.3280759408604438,0.2660051401547214,0.5367456810625809,0.11417421953675731,2.389016064953091,0.30144240286175383,0.20985511286317154,0.33470171218417205,0.7013590981138529,0.5772050930293368,0.19788803836148516,1.7374447345136317,0.24719101123595505,0.2659837513246202,0.5040530562400818,0.3838492627352411,0.24724509148180138,0.11389601892395189,0.010265111123867578,0.9381957815494388,,0.010265111123867578
10.0,0.6542187023282304,0.5063175735609297,22.84032,22.84032,0.9971592150692714,0.29251475575559266,0.2238728593632989,0.5306856306054051,0.11417421953675731,1.9859523350298094,0.26826799778985655,0.2241269213672009,0.35417717631834983,0.6614529360093908,0.6442925043279295,0.21850621324636837,1.918471034464027,0.28101226517621486,0.28323448575148275,0.4976951777935028,0.37936568864368997,0.24334613564028784,0.11389601892395189,0.00946516714744619,1.3747592230793089,0.013485535567660762,0.007355812642886785
