round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_ece,fed_prevalence,fed_f1_best,fed_f1_best_threshold,fed_f1,fed_auprc,fed_brier,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.1740141757096919,0.03538523866322787,3.65056,3.65056,0.9971592150692714,1.6545644793417205,0.38804277300444456,0.11430729527286457,0.2669941521494494,0.5052053180118785,0.1914980320429364,0.18731612490828134,0.2512013425106934,0.6101300657799192,0.4862550498366337,0.1200573613549395,1.0540962053739693,0.2045002711006687,0.20459271313624447,0.526662290096283,0.4197553207652427,0.27711840524504583,0.11389601892395189,0.022493178964679405,2.3986963271163404,0.018507790716909153,0.0251621053199599
2.0,0.17167772997970582,0.022301433612281353,5.632,5.632,0.5412350858791136,1.9785193354517747,0.3797561009639893,0.11430729527286457,0.29559436913306575,0.5062910743133232,0.24884137839642437,0.2219001478507542,0.24313677173358023,0.6492542145132362,0.6143284795902494,0.18761131768275874,1.6472157627214905,0.2045002711006687,0.24713031735313976,0.5334639549255371,0.41813154992510554,0.2754558229754764,0.11389601892395189,0.018508127456669222,1.2304408194031566,,0.018508127456669222
3.0,0.16900473036983282,0.026968059072577256,7.61344,7.61344,0.5412350858791136,2.0900275992085247,0.3837476102233705,0.11430729527286457,0.30654110751365393,0.5157624982734035,0.25592828006166196,0.2354300622803895,0.2452119909986254,0.6672985810644885,0.6384052804277898,0.19606301076330226,1.7214211051065191,0.2045002711006687,0.26284701712935615,0.5350586771965027,0.4186182226956632,0.2756609563906004,0.11389601892395189,0.014073033746215671,0.9843533167149872,,0.014073033746215671
4.0,0.16453092677848732,0.03590340496461154,9.59488,9.59488,0.5412350858791136,2.1632580981418013,0.37482684178560055,0.11430729527286457,0.3152886081999104,0.5201231018970315,0.2697277997906338,0.24258348653095096,0.2373857220446191,0.6739624406994966,0.6406291185731935,0.18666273166550593,1.6388872361740774,0.2045002711006687,0.2579100749375521,0.5346333384513855,0.4181611293263018,0.2752509692040193,0.11389601892395189,0.011324558167814759,0.8295675590634346,,0.011324558167814759
5.0,0.16544658489954842,0.03395176223347765,11.264,11.264,0.4559241291901578,1.9824577643406986,0.3724751360932507,0.11430729527286457,0.3005341479377458,0.5114465806031306,0.27795324426580686,0.22259298004414074,0.23620574191024224,0.6570828490358417,0.6512079926554585,0.19607531263603029,1.7215291147880183,0.2045002711006687,0.2673980854038937,0.5345379114151001,0.4169326077002429,0.27409158517718657,0.11389601892395189,0.016796197063125625,0.7496485030278563,0.016796197063125625,
6.0,0.16405470103144953,0.03814538814491911,13.24544,13.24544,0.5412350858791136,2.1077196506099196,0.37019192763134834,0.11430729527286457,0.3094297614449896,0.5167963605170328,0.2811979582256418,0.23548381989769257,0.2339281491042776,0.6684633661073462,0.6505765669910566,0.19915691362708443,1.7485853808469025,0.2045002711006687,0.26371428571428573,0.5344275236129761,0.4149512410601862,0.27235442679841737,0.11389601892395189,0.010259717770716407,0.7810922937933356,,0.010259717770716407
7.0,0.16058137555905744,0.04540869762471876,15.22688,15.22688,0.5412350858791136,2.227672521769529,0.3904240359486839,0.11430729527286457,0.320657370420551,0.5379552353529209,0.267492803865718,0.24789319950143393,0.24874534127509215,0.679639066257225,0.6543646942961086,0.20468148823297067,1.797090804109984,0.20451875282422052,0.27409415824500866,0.5359033942222595,0.4153790719523285,0.2724822120293461,0.11389601892395189,0.009096111864945048,0.7183591381181031,,0.009096111864945048
8.0,0.1573325838363017,0.048035529220783565,17.20832,17.20832,0.5412350858791136,2.373738224561126,0.371405147692777,0.11430729527286457,0.32798419827271635,0.5265708337378199,0.28507245433304074,0.26387994902333745,0.2337253606740894,0.688585498983377,0.6539139305389854,0.20843683972761842,1.8300625579089926,0.2045002711006687,0.27285992217898836,0.5366820096969604,0.4178984516777757,0.2745227589684059,0.11389601892395189,0.008940927861585221,0.7349654806312174,,0.008940927861585221
9.0,0.15307668364923427,0.057266610537302955,19.18976,19.18976,0.5412350858791136,2.4550254487226995,0.37803960348298127,0.11430729527286457,0.33876896447365973,0.527252056190919,0.28394335957098504,0.2726078942607217,0.23830086843298345,0.6993132102329964,0.6551537285249389,0.20904335770278726,1.8353877482088732,0.20450951154489178,0.2725319175831121,0.5357624292373657,0.41653361063675753,0.27334097337858054,0.11389601892395189,0.009938658450285378,0.8534704658668488,,0.009938658450285378
10.0,0.16218722917948292,0.0512169019155676,22.84032,22.84032,0.9971592150692714,2.04931910898019,0.3800198686909268,0.11430729527286457,0.3031808737040468,0.5212623901065392,0.2691365555317382,0.23007350336888036,0.24160295057635103,0.6597853717024356,0.6570591996290985,0.21299603305519982,1.8700919932716593,0.2045002711006687,0.27392226148409893,0.5356054902076721,0.4173795256216781,0.27401739741188375,0.11389601892395189,0.009592275936396468,1.3198027415201068,0.01318728109120958,0.0076621184572191175
11.0,0.16228960293634112,0.04237777236837918,24.82176,24.82176,0.5412350858791136,2.1952023145232236,0.38203448764949344,0.11430729527286457,0.31511028130700003,0.5335315127722257,0.2764650546559839,0.24593380567283707,0.24231349161005514,0.6743688088280276,0.6562591846299937,0.2115815922760485,1.8576732907347802,0.2045002711006687,0.27389811104751005,0.534060001373291,0.4161726310110469,0.2731893196187068,0.11389601892395189,0.006810482666306587,0.6265103908954188,,0.006810482666306587
12.0,0.157618817164434,0.05080735943762714,26.8032,26.8032,0.5412350858791136,2.326159253887946,0.38004011348806266,0.11430729527286457,0.32390786710204633,0.5302142833210698,0.2799635129197397,0.2593181150133174,0.24016772202081083,0.6848949564077655,0.6560707922604418,0.2124678337849432,1.8654544363557384,0.2045002711006687,0.2740297677006538,0.534346878528595,0.4167915195102174,0.2736709354466335,0.11389601892395189,0.007336072505525891,0.6995179901714437,,0.007336072505525891
13.0,0.15408778403866633,0.06548423895118514,28.78464,28.78464,0.5412350858791136,2.4859545420814975,0.37503788511666175,0.11430729527286457,0.3380488254705471,0.5334548759266856,0.28766418887313866,0.2765051862947949,0.2356240245775757,0.6953864242932786,0.656182984359016,0.2128442379502094,1.8687592416406145,0.20453723788864786,0.2719739567919503,0.534450113773346,0.41547133165826805,0.2725304952876698,0.11389601892395189,0.008095906082428378,0.8071296542184427,,0.008095906082428378
14.0,0.15030733792303846,0.06608707674303647,30.76608,30.76608,0.5412350858791136,2.613029582771601,0.35953693449930546,0.11430729527286457,0.34319558351772417,0.5306714607874352,0.2991276171616011,0.2891980638420924,0.2233781720998885,0.7047860686937885,0.6559826951092126,0.21376945833296346,1.8768826193626384,0.20486126827501924,0.2706013363028953,0.5327552556991577,0.41496117883200395,0.2719425136530472,0.11389601892395189,0.007552690536127444,0.7891252482077107,,0.007552690536127444
15.0,0.16201274054174547,0.07551144576276109,32.4352,32.4352,0.4559241291901578,2.1288189344428994,0.3794786901514367,0.11430729527286457,0.30806551667951276,0.532486202035953,0.2707864404156158,0.2385734350860524,0.24087850200947175,0.6673986254278923,0.6558892769904447,0.21407029899278102,1.879523981744395,0.20464821848435522,0.2701764535724617,0.5344935655593872,0.41586930693362845,0.2728208826331958,0.11389601892395189,0.01078157817405088,0.5601068132091314,0.01078157817405088,
