round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_f1_best_threshold,fed_f1_best,fed_ece,fed_brier,fed_auprc_lift,fed_auprc,fed_auroc,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
31.0,0.6459041122841432,1.199350365584464,67.16416,67.16416,0.5412350858791136,0.11432168712621969,0.5760116916540324,0.315314903875985,0.34243315672246893,0.2159593389146274,2.3086555066869514,0.26479753604018264,0.6907340169029519,0.2881761854976884,0.6214593039602204,0.1559048686015586,1.3688351013010907,0.23624797305725334,0.25317655983311205,0.49546539783477783,0.3698055474121813,0.23639988558804842,0.11389601892395189,0.003951986226213261,0.7718410092638806,,0.003951986226213261
32.0,0.6156152995738423,0.9956696591445601,69.1456,69.1456,0.5412350858791136,0.11432168712621969,0.5759290305855965,0.331472808510103,0.3138145283531769,0.19966564614670282,2.43893234101272,0.278543790897011,0.7048307288601917,0.3082397999636049,0.633264447719461,0.163763484070976,1.437833258951048,0.24798711755233493,0.2621188428459734,0.4933110177516937,0.36641333626239253,0.23369781693048025,0.11389601892395189,0.004254359730822274,0.8498537507839501,,0.004254359730822274
33.0,0.5980698240208925,1.266260540396804,71.12704,71.12704,0.5412350858791136,0.11432168712621969,0.5716381366462276,0.34190452145570654,0.3302462258109126,0.2064459516368473,2.6069785324513233,0.2973600407282468,0.7182265441688636,0.3139523408187564,0.6342873033331495,0.16543654088157558,1.452522594244819,0.25295248558088435,0.26289449494433664,0.49421533942222595,0.3678050314667924,0.2347949335694474,0.11389601892395189,0.004613418534881961,0.9507653167238459,,0.004613418534881961
34.0,0.5824987088838613,2.512488518602608,73.10848,73.10848,0.5412350858791136,0.11432168712621969,0.5833970449351276,0.3508829011167617,0.327633669582991,0.2060438380610365,2.6887977535706855,0.30613318025694936,0.727063685483168,0.31427590889480456,0.6397466034783365,0.16921368309017074,1.4856856691642077,0.25257277271390766,0.26718653806689924,0.49278759956359863,0.36456808838122406,0.2323283726460869,0.11389601892395189,0.005372688134669116,1.142896147677675,,0.005372688134669116
35.0,0.635044778102354,1.4619740627324278,74.7776,74.7776,0.4559241291901578,0.11432168712621969,0.5677680874493723,0.3068670771476769,0.338203354003503,0.21434585713686588,2.1956534875851355,0.2529226602279528,0.6793100242383774,0.2797101792323461,0.638007625950439,0.16775180328693015,1.4728504549306298,0.24843483210017075,0.26970520593769604,0.4939548373222351,0.36619876700490633,0.233587077658343,0.11389601892395189,0.007044585200481765,0.5059975893236697,0.007044585200481765,
36.0,0.6375683380082547,1.400718141066261,76.75904,76.75904,0.5412350858791136,0.11432168712621969,0.543139835093657,0.3144517444731676,0.3304223239679812,0.2076768289216029,2.335712012741677,0.26796276654370466,0.694165525731832,0.2924130051398244,0.630379517005737,0.1617365068004745,1.4200365239145505,0.2230543796808857,0.2651122625215889,0.4938519299030304,0.36545382205274457,0.2331364304090159,0.11389601892395189,0.0036115391959289245,0.7891602024901658,,0.0036115391959289245
37.0,0.6115887170067983,1.5409193386372306,78.74048,78.74048,0.5412350858791136,0.11432168712621969,0.5564355598630716,0.3290974371187974,0.33571998999836045,0.20963542000489704,2.5151087099637994,0.2881634569111221,0.7117980675330563,0.3029231121261809,0.6352768903502697,0.1686634865658864,1.480854977718779,0.2319468068656255,0.26857142857142857,0.4933786690235138,0.3678638032064794,0.2348867653746324,0.11389601892395189,0.004074360761291306,0.9120622174814343,,0.004074360761291306
38.0,0.593861063201701,1.3526379829896795,80.72192,80.72192,0.5412350858791136,0.11432168712621969,0.5853978572456126,0.3387936712411994,0.34280173573971295,0.2139359650900494,2.6159374179254016,0.2988617327881909,0.7232653872337683,0.3088984172535094,0.6291029365767273,0.16238283361651296,1.425711233374501,0.23900252171476605,0.2610471992258897,0.49623993039131165,0.3717150832510684,0.23790622166570918,0.11389601892395189,0.004563453011927572,1.047308066044934,,0.004563453011927572
39.0,0.5697965604481507,1.3833610028329475,82.70336,82.70336,0.5412350858791136,0.11432168712621969,0.5545764052008624,0.35118963358084165,0.3183817589274247,0.1992590390964201,2.773857829301795,0.3157658585847532,0.7353297017214238,0.3276257455447525,0.618079297375272,0.15563474356879564,1.3664634202246577,0.22007069309973876,0.2525630914826498,0.49382293224334717,0.3688277598715877,0.235810738241631,0.11389601892395189,0.0051393320585604915,1.2192527629667893,,0.0051393320585604915
40.0,0.6340194625076568,1.786210930210681,86.35392,86.35392,0.9971592150692714,0.11432168712621969,0.5369019001262685,0.30481955984317116,0.3211890460157033,0.2049780471684577,2.1993213783436953,0.25359028223997865,0.6798294307210603,0.27940061682160067,0.6279816305141225,0.16976623905852345,1.4905370763825905,0.22950295668850887,0.25666199158485276,0.49498459696769714,0.3652490365111634,0.23296177969187193,0.11389601892395189,0.004638251068316924,1.491485910024494,0.006571359131426767,0.004029746353564091
41.0,0.6381701986132765,2.299480675070119,88.33536,88.33536,0.5412350858791136,0.11432168712621969,0.5827487782896184,0.3188866881884699,0.3516783743695147,0.2225085094589088,2.3694687238466785,0.2726316703787338,0.6985056461066987,0.2886102718262169,0.63003772013809,0.17037721769166933,1.4959014309835519,0.22134529147982063,0.2607391537225496,0.4908728003501892,0.3640455058611083,0.23206288662905036,0.11389601892395189,0.00363622703689479,0.9049890718888491,,0.00363622703689479
42.0,0.6179469241348983,1.7361695026305317,90.3168,90.3168,0.5412350858791136,0.11432168712621969,0.5498844563904745,0.33180704655704296,0.33635319602316044,0.20937043684542878,2.512061004289542,0.2876923653066066,0.7133691616228938,0.3012011241970424,0.6423467745825814,0.18041086329198394,1.5839962186250238,0.24983776768332253,0.26943820224719106,0.49201643466949463,0.365672325320282,0.23313673928186446,0.11389601892395189,0.0038234122024883997,0.9733565412461758,,0.0038234122024883997
43.0,0.5919384240191813,1.39459992194299,92.29824,92.29824,0.5412350858791136,0.11432168712621969,0.5264653769498507,0.34413803489447065,0.31805948956194136,0.19716467810831528,2.6659442273798075,0.3046122866215056,0.7264686947458794,0.3199794596149748,0.6427694526667058,0.18071626761639525,1.5866776496995834,0.24898785425101214,0.2688770296355172,0.4918336570262909,0.3627245670593321,0.23090180181173942,0.11389601892395189,0.004318544246103052,1.1297571321483701,,0.004318544246103052
44.0,0.5697508491255977,1.660890089422704,94.27968,94.27968,0.5412350858791136,0.11432168712621969,0.5681598451402452,0.35625974707265406,0.3171823431539651,0.19674086797797935,2.8142668174689267,0.32033531032188284,0.740522432399241,0.3275109287905879,0.6359116290699317,0.17382653920991528,1.52618626052223,0.23184042152803913,0.2627047459050819,0.48831069469451904,0.35973486311182873,0.22881542538831268,0.11389601892395189,0.004636721821855634,1.2528457350563258,,0.004636721821855634
45.0,0.6419918968986205,2.1784190577286475,95.9488,95.9488,0.4559241291901578,0.11432168712621969,0.5325120387078832,0.3086667093562902,0.32146048170482455,0.2033327457737297,2.209901661717227,0.2546357662256972,0.6822420161678668,0.2883846590391027,0.640563949270297,0.17718970690901847,1.5557146648587221,0.23361717882265828,0.2670929153346396,0.487290620803833,0.36248864410711806,0.2308130539994069,0.11389601892395189,0.006016299694434232,0.49506016075611115,0.006016299694434232,
46.0,0.6380722590644476,1.7863702232803202,97.93024,97.93024,0.5412350858791136,0.11432168712621969,0.5384582766617549,0.3230822719998486,0.33527438158042167,0.21055495111323927,2.3948252457822363,0.2753309878375926,0.7031424722301012,0.3000655162444019,0.6441577859634784,0.1866466441132904,1.638745988460878,0.2473045822102426,0.26823638042474607,0.4910874664783478,0.36418952113297276,0.23197432131267834,0.11389601892395189,0.0032525358663115147,0.9027910002041608,,0.0032525358663115147
47.0,0.6074184213554669,1.6622279333646433,99.91168,99.91168,0.5412350858791136,0.11432168712621969,0.5585186036945629,0.3321605149875133,0.32822351180674225,0.20488873389238907,2.5438692453971594,0.29128420192101734,0.7145031748405755,0.3038553788680473,0.6521825077810366,0.19651069762106801,1.7253517680216528,0.26102349533311875,0.2785330743745002,0.48969516158103943,0.36178216869286667,0.22995343220860584,0.11389601892395189,0.0034856795523868426,0.9887618800858036,,0.0034856795523868426
48.0,0.5864658200419558,1.4619673367671198,101.89312,101.89312,0.5412350858791136,0.11432168712621969,0.5670564254800365,0.3474107317225763,0.34145082344473837,0.21343263977041477,2.6792653804491526,0.3062302081579853,0.7306257372877812,0.30604135172198155,0.6532380672659649,0.20317994330456807,1.783907332531358,0.27131417804992936,0.27773780400057557,0.49677208065986633,0.3637172875403638,0.23132423555423978,0.11389601892395189,0.004234087177482594,1.2338568506529555,,0.004234087177482594
49.0,0.5716090113671988,2.060196009222839,103.87456,103.87456,0.5412350858791136,0.11432168712621969,0.5833147676478102,0.3571892155986876,0.33546425463431734,0.20869369586581504,2.835770880169455,0.32327464935754024,0.7417239102696276,0.3187305604266507,0.6470497569196296,0.1887118555581017,1.6568784171824669,0.25600768984299904,0.27260869565217394,0.48921528458595276,0.36405406556237935,0.23176227671725466,0.11389601892395189,0.004521470222319068,1.3581221178174019,,0.004521470222319068
50.0,0.64387635857057,2.1613327735466563,107.52512,107.52512,0.9971592150692714,0.11432168712621969,0.5434682281842049,0.30902549931166406,0.3266872191809582,0.20575657853721557,2.2325089949920396,0.25808901369929615,0.6837315499954745,0.2888045426929852,0.6415732640255559,0.17605348218812605,1.5457386821015804,0.2576312576312576,0.26564260112647214,0.49128958582878113,0.3669216258802798,0.23407177901775644,0.11389601892395189,0.004047133978552755,1.6015082841040567,0.005638686178785123,0.0035932728853691255
51.0,0.6339351210431751,1.7499449713667423,109.50656,109.50656,0.5412350858791136,0.11432168712621969,0.5613340442684187,0.32522596791459774,0.35088095932484836,0.22054380258594453,2.407224198245271,0.277522485783281,0.7041109827800328,0.29182364051206566,0.6414592271575758,0.1775494607175289,1.5588732810413528,0.26003086419753085,0.26518533900944863,0.49533021450042725,0.3717867329373946,0.23769332367764018,0.11389601892395189,0.002942179292490908,0.9181141229346395,,0.002942179292490908
