round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_brier,fed_prevalence,fed_auprc,fed_f1_best,fed_auprc_lift,fed_f1,fed_auroc,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6901137979538446,0.10158213205491265,3.65056,3.65056,0.9971592150692714,0.48302502509668377,0.23591450533751576,0.1112649465072372,0.18366934825126138,0.2594344479616305,1.6433651044668214,0.20320332050263837,0.5955540718695959,0.37150931362276035,0.44347342922151883,0.10736171741754783,0.9426292370169057,0.055537406076445604,0.20453723788864786,0.46670272946357727,0.3681902552165181,0.23680891631553647,0.11389601892395189,0.028667431077175343,3.0536139123141766,0.023884833733294177,0.031860219371508576
2.0,0.6833522995364908,0.1412179129147007,7.30112,7.30112,0.9971592150692714,0.5148348332520473,0.241749187566977,0.1112649465072372,0.20170461545320845,0.27824504178025194,1.8137977269079422,0.23669607925835418,0.6350325040629856,0.3815124306534729,0.4597186945016184,0.10766682372620165,0.9453080515315513,0.10487764275012486,0.20466672696029664,0.46892672777175903,0.3735675697277102,0.2410420177795516,0.11389601892395189,0.020141503281658965,2.2771692224778235,0.016601384411780003,0.022523954599424176
3.0,0.6754530808836329,0.16790420423489044,10.95168,10.95168,0.9971592150692714,0.49534312039519934,0.21805896071007377,0.1112649465072372,0.21322102980891558,0.2881442600468005,1.9243406204104834,0.2649661084054934,0.6552431425524711,0.3485890500514742,0.41422208784827047,0.0919706466839277,0.8074965881409454,0.11503018748013981,0.2045475216007276,0.46990498900413513,0.3818613578985356,0.2485997915842366,0.11389601892395189,0.014616596341507629,1.7766599704045802,0.012492607866753868,0.016087868737679208
4.0,0.664147347840386,0.20354577351069741,14.60224,14.60224,0.9971592150692714,0.4992387074637217,0.21533864124426647,0.1112649465072372,0.22132674532300936,0.29641691887543153,2.0188658582926915,0.2729512492987262,0.6621974239146473,0.34451413411175846,0.4223737850185548,0.09242556688148587,0.8114907593319676,0.1105900316283128,0.2048488150367747,0.467560350894928,0.3811061914217682,0.2481615713100168,0.11389601892395189,0.011035329206202302,1.4416389155667275,0.010146756936205654,0.011673743202113599
5.0,0.6587510918610803,0.2860564901888877,18.2528,18.2528,0.9971592150692714,0.5083198733660617,0.22388121845302794,0.1112649465072372,0.2240013589709343,0.2950797577377685,2.047218480181786,0.2763664179337141,0.6643603186314444,0.3575382845207833,0.429025860354018,0.09578262808803267,0.8409655490415913,0.11261999531725592,0.20465708568309987,0.46628084778785706,0.37832614806771275,0.24563622819485995,0.11389601892395189,0.010024233814324516,1.39479601662606,0.009549586949356344,0.010381423648269255
6.0,0.6529626087172586,0.2829045675782683,21.90336,21.90336,0.9971592150692714,0.5227208496753039,0.2224232865991745,0.1112649465072372,0.2262015993240662,0.29731756109855484,2.065831410151301,0.2774989307074654,0.6666688655619558,0.353300628986015,0.4584557427772007,0.10527291292406664,0.924289662787574,0.13450153919014918,0.20457628651532966,0.46502596139907837,0.3790137882507215,0.24553987816259917,0.11389601892395189,0.009075961570636774,1.3420195537619293,0.00807103876258401,0.009869972013815346
7.0,0.6492527718954691,0.3044195032822715,25.55392,25.55392,0.9971592150692714,0.5146959938085477,0.21915528352304967,0.1112649465072372,0.22689991039046692,0.29670263419008913,2.0674742891279068,0.2795298027085445,0.6687330281773519,0.34952081713316707,0.4462506479909406,0.0990392568722109,0.8695585482960488,0.1349005822256399,0.20452799493876814,0.46866804361343384,0.3824809216575238,0.2486602558768867,0.11389601892395189,0.008192239895640201,1.2848335513845086,0.007897660491381504,0.008434465043021448
8.0,0.6434774223101717,0.34991673897166986,29.20448,29.20448,0.9971592150692714,0.5153234750913928,0.21293814583620915,0.1112649465072372,0.2286513105130336,0.29863166261724106,2.0777639356849957,0.2819503178599413,0.6706106148264284,0.3394799966517486,0.40767584203934815,0.08899996340659339,0.7814141727466213,0.12505730264967452,0.20455572629485672,0.46716901659965515,0.3913639381425154,0.25754887395673687,0.11389601892395189,0.007924620814057702,1.3188613203819841,0.0070353745360238395,0.008692628746197856
9.0,0.6426818077813977,0.3260432976262676,32.85504,32.85504,0.9971592150692714,0.5091396978323077,0.2086322481879401,0.1112649465072372,0.22969243571155085,0.2980885681376213,2.0884509342703357,0.28386352450767666,0.6706827805876722,0.3330440339214437,0.40530397056119494,0.08863231387190419,0.7781862325766082,0.12857270056094738,0.20453723788864786,0.46878892183303833,0.39215436903884054,0.25796829977414654,0.11389601892395189,0.00792707299771949,1.4051856378791854,0.006983335936949622,0.00877252160577793
10.0,0.6406412579750843,0.39110445402817434,36.5056,36.5056,0.9971592150692714,0.5089245237893019,0.21196071114732293,0.1112649465072372,0.23205972878384615,0.30095574272035835,2.102203548607152,0.2869652706151375,0.6723544077521082,0.3387769517300637,0.4185821564164669,0.0909920906996711,0.7989049271373243,0.14205933682373473,0.2045002711006687,0.47173839807510376,0.3932333112668965,0.25828820435896666,0.11389601892395189,0.007978086443306592,1.5104824129957706,0.006366253049062667,0.009475762372429223
11.0,0.6430783844355392,0.4015447411783234,40.15616,40.15616,0.9971592150692714,0.5256721443841859,0.20887527724564925,0.1112649465072372,0.2331045789626852,0.3020397592972127,2.1150417538033666,0.28459834474426227,0.6733435824117261,0.3318373797012433,0.40706946508062347,0.08896700421586523,0.7811247930910412,0.1432200698634487,0.20457116994795205,0.47468918561935425,0.399300221526825,0.26385526329374664,0.11389601892395189,0.007618144153909887,1.5391325812088326,0.0059576318936494016,0.009209591592835418
12.0,0.6427915015526333,0.3895065192742424,43.80672,43.80672,0.9971592150692714,0.540845001178991,0.21706190000254483,0.1112649465072372,0.23711916250632872,0.3067252223259685,2.1520405155176423,0.2849791567572503,0.6764832592715502,0.34629870929606993,0.41433977660670757,0.09039374223487454,0.7936514646331074,0.13798920377867746,0.2047229791099001,0.47557181119918823,0.39521752276654104,0.26001578864517716,0.11389601892395189,0.006967986317256801,1.5006110013928264,0.00535427283718566,0.008557521363135045
13.0,0.6373931884595027,0.39396569707265044,47.45728,47.45728,0.9971592150692714,0.534672441986689,0.21172264908406477,0.1112649465072372,0.23748651804468318,0.3038861726983311,2.15092435943433,0.2826125199843626,0.676636187937427,0.3379446456967245,0.4216392028608333,0.09232296569551833,0.8105899272665725,0.1468375361719719,0.2045002711006687,0.47509562969207764,0.39548698397052084,0.2598987947969026,0.11389601892395189,0.006470725171277703,1.474877051077783,0.005090429631222885,0.007868494306216896
