round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1,fed_prevalence,fed_auprc_lift,fed_ece,fed_f1_best_threshold,fed_auprc,fed_brier,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
34.0,0.6366739005059378,0.8758944236382241,69.27504,69.27504,0.9929635942485031,0.6892627509138175,0.2829250117446191,0.113188542650299,2.2792285271754666,0.33754075772551423,0.5554954998066187,0.25950095989525274,0.21297245413675206,0.31510157894347934,0.6593426727691807,0.22512397949531152,1.9765746127230863,0.2761324041811847,0.2797559937579798,0.5495215058326721,0.33044628021204864,0.2127012808540839,0.11389601892395189,0.005148071822948487,1.4064248921349645,0.004718741049482807,0.005440932750019961,
35.0,0.6303497217124006,0.8175462659764736,71.24112,71.24112,0.5370394650583453,0.7059745829445967,0.293313299938192,0.113188542650299,2.446253289209914,0.3394436603121818,0.5792411942132284,0.2771424167014474,0.21209951905524527,0.32683559991757277,0.6593426727691807,0.22512397949531152,1.9765746127230863,0.2761324041811847,0.2797559937579798,0.5495215058326721,0.33044628021204864,0.2127012808540839,0.11389601892395189,0.005334894977789756,0.8900264203548431,,0.005334894977789756,
36.0,0.636613706021147,0.8983979018270455,74.24656,74.24656,0.8209431405970019,0.6889957549209811,0.28576298902030256,0.113188542650299,2.276565280261977,0.3296959246514933,0.5762364934291485,0.25912902853348263,0.20690028925714815,0.31300860986105444,0.6604296811801746,0.22536502095931404,1.9786909418650511,0.27932450935645825,0.28219329825533096,0.5371191501617432,0.32998571971787516,0.2111528411744595,0.11389601892395189,0.005318718630019278,1.3055048453388736,0.004228499798594074,0.006351826965912688,0.003958675892363108
37.0,0.6351960164049069,0.8505409395062786,74.26704,74.26704,0.005594161094357764,0.7076806325635393,0.29800673676231665,0.113188542650299,2.4969777386417316,0.32116206850590373,0.5657811124462883,0.28220502869822583,0.20045432015303416,0.32858762622964804,0.6603883432861362,0.22549601817455783,1.9798410893107774,0.27870880665841863,0.28224076281287247,0.5113009810447693,0.33140424266101315,0.21208351647787535,0.11389601892395189,0.006047406512967873,0.009228861890733242,0.005111174495880507,0.007265960044823642,
38.0,0.615378395920603,0.9406304837799819,75.60848,75.60848,0.36641755168043355,0.7220503957917278,0.304053037911098,0.113188542650299,2.6730544989331593,0.3434361770010366,0.5717459719174307,0.3011916043491375,0.21315724896359856,0.33904838961780165,0.6596168280919377,0.22522501161408645,1.9774616684756003,0.2776372236277637,0.2807061163600199,0.5237890481948853,0.3399035972215652,0.21741089346419878,0.11389601892395189,0.006100936611895389,0.8103603702038527,0.003526240495501348,0.0061309707959769505,0.0035325773547073775
39.0,0.5926135903283114,0.9910794012803196,75.62896,75.62896,0.005594161094357764,0.7368113285911015,0.32216309978244645,0.113188542650299,2.8070939643192374,0.3130037470412906,0.6028217546512843,0.3154066131221382,0.1953356765647521,0.3569747764714796,0.6594835403649852,0.2251381783529417,1.9766992778146701,0.27775929007210204,0.28060744523585535,0.538095235824585,0.33799586864082853,0.21632727716828304,0.11389601892395189,0.004755080331524463,0.007734739920124412,0.0036934600410678062,0.006122524525688317,
40.0,0.6380738163780962,1.0467900416738947,79.28992,79.28992,1.0,0.6897766443908553,0.28677315303865974,0.113188542650299,2.315229177050226,0.31829955034300356,0.5522352224237558,0.2635229025827181,0.20098330589947444,0.3131937338200232,0.6581874329890651,0.2238350219055354,1.9652576448259313,0.27605633802816903,0.27951807228915665,0.5288832187652588,0.3165175794215105,0.20439346913439574,0.11389601892395189,0.004493909328872657,1.3751804260446079,0.003683167923877858,0.005064644024109367,0.004479838185768267
41.0,0.6383928815993976,1.351661973907695,79.95552,79.95552,0.18181023556662734,0.7115286926806272,0.2934183102746316,0.113188542650299,2.531199849265476,0.3450500698059534,0.5905992483432314,0.2859226540842392,0.2166446714883983,0.33377017038093887,0.6584137999995884,0.22391828887669696,1.9659887236814368,0.27657402155416905,0.2791475135812787,0.5441354513168335,0.3215588525087061,0.20784244652817319,0.11389601892395189,0.00563849011893953,0.24987692944705486,,0.00563849011893953,
42.0,0.6154729700469429,1.1286037000279072,81.94208,81.94208,0.5426336261527032,0.7280849135129186,0.31201494773660104,0.113188542650299,2.7003628071432386,0.33601731944179625,0.5810685407376192,0.3039392675009811,0.20793561270736255,0.3478392270248443,0.6570880508186534,0.2226745567259608,1.9550688323411907,0.2755252697331062,0.27854736053912393,0.5190109610557556,0.3267928371342326,0.21049706970442722,0.11389601892395189,0.005158792949266072,0.9680259772576392,0.0031125950151560926,0.005169442423742599,
43.0,0.5947122060476452,1.3120515241426691,82.60768,82.60768,0.18181023556662734,0.7403555948630679,0.3235055096866872,0.113188542650299,2.873368050506798,0.3204654629466552,0.567954614780067,0.3222700164254856,0.19758793795730836,0.3611100726432181,0.6571014787320175,0.22267255442874556,1.9550512522955128,0.27616875712656785,0.27911401005571407,0.5353646874427795,0.32452577364457713,0.2094853879850188,0.11389601892395189,0.005665192607945432,0.26910494547337294,,0.005665192607945432,
44.0,0.5650371764751981,1.2660927980719874,84.6096,84.6096,0.5468292469734715,0.7522065645477425,0.33232375489737886,0.113188542650299,3.0212643132868853,0.3080073493191542,0.5996441366126937,0.33784637425529745,0.1898927640259606,0.37079562505113245,0.6566548939423243,0.22261516422803174,1.9545473698836775,0.27416038382453733,0.27997247075017206,0.5401014089584351,0.3129335932735562,0.2053192452845305,0.11389601892395189,0.005962741840678347,1.1868755812756717,0.003303611629390195,0.0059884525687243445,0.0025365251520517843
45.0,0.554482784283221,2.030827582462966,85.2752,85.2752,0.18181023556662734,0.7617048553894701,0.3434184113418858,0.113188542650299,3.1424374809275255,0.30007785132374515,0.5784529110602624,0.3498339510075694,0.18479741489037085,0.3806141526394725,0.6567392388074828,0.22256664254916356,1.954121352544998,0.2737494263423589,0.27992933822530236,0.5370290279388428,0.3112228686301964,0.20463225102854235,0.11389601892395189,0.0057631409976096155,0.29506007581949234,,0.0057631409976096155,
46.0,0.6544355181023036,3.440208719713991,88.9104,88.9104,0.9929635942485031,0.6947503059069716,0.289814329765688,0.113188542650299,2.351610529766587,0.33999513409349363,0.5712673794521564,0.2678696792981209,0.21419685993188525,0.31822249584010587,0.6550079289945997,0.2222330722732227,1.9511926261584895,0.27434935788157744,0.27942188575361326,0.5389925241470337,0.3310482417858997,0.21436605604536954,0.11389601892395189,0.0044389272834126645,1.486563607584685,0.0039347239325132405,0.004768504374892413,
47.0,0.6352169339185842,1.733691096799514,90.23136,90.23136,0.36082339058607577,0.7148965224192698,0.3032791178065961,0.113188542650299,2.5317707441856014,0.33368092458243725,0.5668501531961467,0.28639962881341274,0.20735112077167267,0.3329239059773596,0.6550314843155195,0.22267001636993938,1.955028968296211,0.27447413303013074,0.2790933265797138,0.5191511511802673,0.33004191899025775,0.21294315425316437,0.11389601892395189,0.004499665517879973,0.7058002473786473,,0.004499665517879973,
48.0,0.634127932159396,1.3383548869619761,93.89232,93.89232,1.0,0.6962794914724902,0.2848504019914283,0.113188542650299,2.3688235491567196,0.34234379229772227,0.5642621062370002,0.2696371232984962,0.21543901237733065,0.31800332985881224,0.6538893085146675,0.22100113206300095,1.9403762673264542,0.26989695242271433,0.2762128325508607,0.5286726355552673,0.34078753668146683,0.21966733124174764,0.11389601892395189,0.004373308899132759,1.547767399721124,0.003381355261138795,0.005035498868708884,0.0033769834586954975
49.0,0.6442036205731145,1.6071107540399105,95.21328,95.21328,0.36082339058607577,0.7177330283698646,0.2990372243990644,0.113188542650299,2.576481100054618,0.35251608790614614,0.5828417658505667,0.2914114574918669,0.2197243425893211,0.3414093731530043,0.6537007781011465,0.22114016240116877,1.941596945094486,0.26893453145057766,0.2768781523758959,0.5356665849685669,0.34605319039922655,0.22310636779144838,0.11389601892395189,0.004768791696979486,0.7923345430754125,,0.004768791696979486,
