round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_ece,fed_brier,fed_f1,fed_prevalence,fed_auroc,fed_auprc_lift,fed_f1_best,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
25.0,9.395360957916724,769.4822435228602,36.5056,36.5056,0.9971592150692714,0.23256747222753568,0.37376560880114895,0.2383198925637221,0.28266703071284965,0.11525871836837467,0.6730691849204423,2.0441523321316235,0.30866853514132764,0.5815404030225535,0.6596267421588139,0.2118709887609457,1.8602141739687275,0.2754868893482755,0.28478781897645566,0.5233158469200134,0.38078456937987765,0.24392326800812084,0.11389601892395189,0.006309058986775878,1.0418810825212859,0.0055148466403892316,0.006936344421769988
26.0,9.210136808553436,707.1666886898572,36.5056,36.5056,0.0,0.24514403885318536,0.3742881367541404,0.2377026248103874,0.29738898579718803,0.11525871836837467,0.6860715933790308,2.166787854272027,0.32153956825742364,0.6028505761992882,0.6596267421588139,0.2118709887609457,1.8602141739687275,0.2754868893482755,0.28478781897645566,0.5233158469200134,0.38078456937987765,0.24392326800812084,0.11389601892395189,0.0,0.0,,
27.0,8.806121259253624,704.408013345944,36.5056,36.5056,0.0,0.253067465442452,0.37331716373166973,0.23643691599972144,0.30216981742541393,0.11525871836837467,0.6964209968200382,2.2496123258252103,0.3349007385421832,0.5873124905565621,0.6596267421588139,0.2118709887609457,1.8602141739687275,0.2754868893482755,0.28478781897645566,0.5233158469200134,0.38078456937987765,0.24392326800812084,0.11389601892395189,0.0,0.0,,
28.0,8.45857350217977,613.6951541997367,36.5056,36.5056,0.0,0.2611160558838019,0.37703989343732935,0.23831524796293369,0.3122864774423399,0.11525871836837467,0.705091408553735,2.3383109004238896,0.3442027071206879,0.5888470443980783,0.6596267421588139,0.2118709887609457,1.8602141739687275,0.2754868893482755,0.28478781897645566,0.5233158469200134,0.38078456937987765,0.24392326800812084,0.11389601892395189,0.0,0.0,,
29.0,9.364431847468424,742.8068559113851,40.15616,40.15616,0.9971592150692714,0.232629366453808,0.3721757740979229,0.2371119893984178,0.28473964448047595,0.11525871836837467,0.6746571217171603,2.043998693213209,0.3126977300994525,0.5766850109141163,0.6509696283690698,0.19168820723625055,1.6830106007852683,0.2786259541984733,0.2837909186906019,0.5188883543014526,0.3822373235460868,0.2452058723653688,0.11389601892395189,0.006450004385389261,1.1160066868760623,0.00533271482935129,0.0073472781099495595
30.0,9.306250431534659,861.354429647408,40.15616,40.15616,0.0,0.24641076694406033,0.3741929099989915,0.23760555933235095,0.2996334590963086,0.11525871836837467,0.6854445324598009,2.173747968421252,0.3242090315103948,0.5982900528947998,0.6509696283690698,0.19168820723625055,1.6830106007852683,0.2786259541984733,0.2837909186906019,0.5188883543014526,0.3822373235460868,0.2452058723653688,0.11389601892395189,0.0,0.0,,
31.0,8.697294353759592,684.517419249796,40.15616,40.15616,0.0,0.2546997777319095,0.3709206366218578,0.23375945202127354,0.3155971507548697,0.11525871836837467,0.6990993101887778,2.258502910971916,0.3425659231672479,0.569905484666696,0.6509696283690698,0.19168820723625055,1.6830106007852683,0.2786259541984733,0.2837909186906019,0.5188883543014526,0.3822373235460868,0.2452058723653688,0.11389601892395189,0.0,0.0,,
32.0,8.405390015427264,755.9598491101581,40.15616,40.15616,0.0,0.26512985324154775,0.3638929172245363,0.22803827820570094,0.3231824570788647,0.11525871836837467,0.7054972515809956,2.357277456259994,0.3473004585775797,0.5584049941096034,0.6509696283690698,0.19168820723625055,1.6830106007852683,0.2786259541984733,0.2837909186906019,0.5188883543014526,0.3822373235460868,0.2452058723653688,0.11389601892395189,0.0,0.0,,
33.0,9.28481654617104,816.5175335858487,43.80672,43.80672,0.9971592150692714,0.2334070244189375,0.37512700651396763,0.2390436291212344,0.2863610297047322,0.11525871836837467,0.676366686395895,2.050883512351707,0.31490718223513664,0.5904460615390166,0.647172979986285,0.18341241955417423,1.6103496969164328,0.2797557322272151,0.2831006259027443,0.5051701664924622,0.38116770172024345,0.24442380856247806,0.11389601892395189,0.005840121396272866,1.057942787068896,0.004624688697289363,0.00682568859956573
34.0,9.200684069580849,832.3394084247768,43.80672,43.80672,0.0,0.24282150113434622,0.38353730187365936,0.24471696950926192,0.2952312912148877,0.11525871836837467,0.6864534768931707,2.142983053989418,0.33109216060968477,0.5979244479072133,0.647172979986285,0.18341241955417423,1.6103496969164328,0.2797557322272151,0.2831006259027443,0.5051701664924622,0.38116770172024345,0.24442380856247806,0.11389601892395189,0.0,0.0,,
35.0,8.619270687694243,826.2900230682235,43.80672,43.80672,0.0,0.25838556878772456,0.3700264249380149,0.2329004954976406,0.3194758573558136,0.11525871836837467,0.7002126691770534,2.28918787664971,0.3417888520818543,0.5638889447501815,0.647172979986285,0.18341241955417423,1.6103496969164328,0.2797557322272151,0.2831006259027443,0.5051701664924622,0.38116770172024345,0.24442380856247806,0.11389601892395189,0.0,0.0,,
36.0,8.342412518476143,820.8134341432776,43.80672,43.80672,0.0,0.26472253256611206,0.37549460609974045,0.23702497716944432,0.31965344825515796,0.11525871836837467,0.7074959044805134,2.352359627484009,0.3504441954136016,0.5837541217901057,0.647172979986285,0.18341241955417423,1.6103496969164328,0.2797557322272151,0.2831006259027443,0.5051701664924622,0.38116770172024345,0.24442380856247806,0.11389601892395189,0.0,0.0,,
37.0,9.333939124588278,1158.5944202447786,47.45728,47.45728,0.9971592150692714,0.23025835338575337,0.38023374436312257,0.2429535523331887,0.2835574824887596,0.11525871836837467,0.675986814928781,2.0264001501698523,0.31448783661473434,0.5901867063294186,0.641167301811152,0.17458232504169818,1.5328220133687587,0.2762361777592322,0.27876297577854675,0.5039827823638916,0.3826481415164795,0.24561775035263492,0.11389601892395189,0.006178918628965824,1.1666848277673125,0.004744525597515963,0.007352910626882369
38.0,9.251929525088885,892.3290464943775,47.45728,47.45728,0.0,0.24779287361569627,0.3760838173869184,0.23904766955251858,0.3011651137995665,0.11525871836837467,0.6909146239760887,2.1884808956161685,0.33082579796211764,0.5823396120839975,0.641167301811152,0.17458232504169818,1.5328220133687587,0.2762361777592322,0.27876297577854675,0.5039827823638916,0.3826481415164795,0.24561775035263492,0.11389601892395189,0.0,0.0,,
39.0,8.636473484712573,781.1181968883546,47.45728,47.45728,0.0,0.2566437638245249,0.3769310597064407,0.23829306072412412,0.3144311037152283,0.11525871836837467,0.6992351228549143,2.276831168540647,0.34322975566133,0.5919417867984097,0.641167301811152,0.17458232504169818,1.5328220133687587,0.2762361777592322,0.27876297577854675,0.5039827823638916,0.3826481415164795,0.24561775035263492,0.11389601892395189,0.0,0.0,,
40.0,8.305968086121988,738.940867335308,47.45728,47.45728,0.0,0.2673376493528834,0.38042083256538517,0.24102219914487044,0.31607420501997613,0.11525871836837467,0.7070698245265362,2.3798667258741197,0.35103694082858694,0.6012807485421089,0.641167301811152,0.17458232504169818,1.5328220133687587,0.2762361777592322,0.27876297577854675,0.5039827823638916,0.3826481415164795,0.24561775035263492,0.11389601892395189,0.0,0.0,,
41.0,9.331797105570246,962.3099038622374,51.10784,51.10784,0.9971592150692714,0.23558450965945454,0.37470173439165516,0.23849451865484692,0.2885804684576525,0.11525871836837467,0.6778907386726293,2.0697476447307426,0.3143601647396355,0.5796396387350525,0.6484940231228167,0.18269156389821786,1.6040206288527135,0.2779237844940867,0.28241300550853154,0.5226247310638428,0.3818142453436463,0.24477342666897073,0.11389601892395189,0.0062271272782726365,1.2261269980226643,0.0049340523795993515,0.007292167351983824
42.0,9.238343419870713,1076.1570848433955,51.10784,51.10784,0.0,0.24487131654906408,0.3724622143057061,0.23569876892624525,0.3075542894896681,0.11525871836837467,0.6944568014597855,2.1658266897291094,0.33117785907336167,0.5861014819754532,0.6484940231228167,0.18269156389821786,1.6040206288527135,0.2779237844940867,0.28241300550853154,0.5226247310638428,0.3818142453436463,0.24477342666897073,0.11389601892395189,0.0,0.0,,
43.0,8.722044087898839,765.1513443647566,51.10784,51.10784,0.0,0.25835744469314037,0.37548002266176966,0.2372903223909973,0.31400182658656123,0.11525871836837467,0.7001222355621198,2.29654673509034,0.34419001197840493,0.6042653656618939,0.6484940231228167,0.18269156389821786,1.6040206288527135,0.2779237844940867,0.28241300550853154,0.5226247310638428,0.3818142453436463,0.24477342666897073,0.11389601892395189,0.0,0.0,,
44.0,8.279472898080675,827.4681510890947,51.10784,51.10784,0.0,0.26820047296089644,0.37800090335544945,0.2383331040489445,0.3205169492450883,0.11525871836837467,0.7120810771262556,2.3882861572332135,0.35682972170694977,0.6171973936825365,0.6484940231228167,0.18269156389821786,1.6040206288527135,0.2779237844940867,0.28241300550853154,0.5226247310638428,0.3818142453436463,0.24477342666897073,0.11389601892395189,0.0,0.0,,
45.0,9.290263078243447,1072.5620397177013,54.7584,54.7584,0.9971592150692714,0.2358018085204599,0.37731373376499927,0.24052600102859822,0.2869372601555516,0.11525871836837467,0.6804718131004399,2.0683801232499484,0.31618313599807263,0.5875466422726701,0.6597808619756581,0.20451098522944627,1.795593798287171,0.27361631294215566,0.2844748258183252,0.5270133018493652,0.3841049051472583,0.24642084251439095,0.11389601892395189,0.00558810816799727,1.1504577409941703,0.004447636664791523,0.006529602943626222
46.0,9.212647781183247,939.5791134035078,54.7584,54.7584,0.0,0.24140907608591758,0.38261735900799426,0.24377860006387828,0.2975448977150523,0.11525871836837467,0.6896813307813328,2.1346148371982325,0.3294298806894729,0.6010823108740811,0.6597808619756581,0.20451098522944627,1.795593798287171,0.27361631294215566,0.2844748258183252,0.5270133018493652,0.3841049051472583,0.24642084251439095,0.11389601892395189,0.0,0.0,,
47.0,8.674867450123738,899.526258836076,54.7584,54.7584,0.0,0.2607421663615483,0.3708906059325619,0.23377296195837466,0.3145157393514793,0.11525871836837467,0.7053645019772804,2.301731158838772,0.3424731940810466,0.580303751942449,0.6597808619756581,0.20451098522944627,1.795593798287171,0.27361631294215566,0.2844748258183252,0.5270133018493652,0.3841049051472583,0.24642084251439095,0.11389601892395189,0.0,0.0,,
48.0,8.471112210043637,806.4021066128508,54.7584,54.7584,0.0,0.26825848027449467,0.37701294819826625,0.23790874621670857,0.3196838658502605,0.11525871836837467,0.7109739274353765,2.379507388329176,0.35387447285841855,0.6126642204360548,0.6597808619756581,0.20451098522944627,1.795593798287171,0.27361631294215566,0.2844748258183252,0.5270133018493652,0.3841049051472583,0.24642084251439095,0.11389601892395189,0.0,0.0,,
49.0,9.29249936972442,965.746372219887,58.40896,58.40896,0.9971592150692714,0.23579913854481205,0.36843714105059366,0.23374403092374943,0.29287469205424066,0.11525871836837467,0.6825379224422294,2.0707295270140533,0.3172046657730067,0.5722708121161609,0.6543287401168675,0.19465169768006116,1.7090298635462373,0.27586206896551724,0.2817958338724285,0.5168375372886658,0.3819323258048017,0.24478012089730672,0.11389601892395189,0.005294619350490876,1.1385251451283693,0.0039682049041558495,0.00640003392879543
50.0,9.189463677162282,1183.3553718290082,58.40896,58.40896,0.0,0.24846502811942187,0.3691644938912393,0.23309370502480303,0.3069313779790074,0.11525871836837467,0.6927070619808303,2.193211305882252,0.33408147434620233,0.5703093319489706,0.6543287401168675,0.19465169768006116,1.7090298635462373,0.27586206896551724,0.2817958338724285,0.5168375372886658,0.3819323258048017,0.24478012089730672,0.11389601892395189,0.0,0.0,,
