round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_brier,fed_f1_best,fed_ece,fed_auroc,fed_prevalence,fed_f1_best_threshold,fed_f1,fed_auprc,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
16.0,0.637689440835812,0.7499272697968753,58.57536,58.57536,1.0,0.21191670930829748,0.3162275881897779,0.33774673709464703,0.6906808462848948,0.11312559017941454,0.5553134514526035,0.2841541565589112,0.26371237600947783,2.3378142413447387,0.660535385212198,0.22535190336083283,1.9785757701619033,0.2786058500504315,0.28269794721407626,0.5078724026679993,0.33716329330061623,0.21560206333757082,0.11389601892395189,0.006151617541870993,1.642321019308838,0.004178153608284768,0.008061840595360813,0.0035665080111634846
17.0,0.6390910009122984,0.8051487265128653,62.23632,62.23632,1.0,0.22122219539085874,0.31867388040329014,0.35165425346502355,0.6926355487078037,0.11312559017941454,0.5801297641040621,0.28235530304921547,0.26505459410876026,2.3441126087176447,0.6595532023716054,0.22377919852649192,1.9647675190114307,0.2757014293276866,0.28049217536733967,0.5230187177658081,0.3510843025363607,0.2252445943689157,0.11389601892395189,0.005916758440221244,1.6630138517803061,0.004265107408589333,0.007534062750867768,0.0037429653601816484
18.0,0.6411326286703162,1.1609467733632528,65.89728,65.89728,1.0,0.21198869625864455,0.3187894311726747,0.33842232733528715,0.6933431618101725,0.11312559017941454,0.5625061928869458,0.285804463138774,0.26682947981495925,2.3568871777265588,0.6579584431431276,0.22380740247888647,1.9650151479686235,0.2752395810118119,0.2788517867603983,0.551601767539978,0.33809126580916915,0.2162986290909206,0.11389601892395189,0.0057564889220943095,1.707291657676251,0.003992887378983446,0.007504480079313917,0.0035602633170027254
19.0,0.6424119748275128,2.0718908349793512,69.55824,69.55824,1.0,0.21225851045460747,0.31950694573927807,0.3385030218427911,0.6959626671814605,0.11312559017941454,0.5691103020065567,0.28791683975604265,0.26842259390006,2.3668972132191035,0.6578040472383451,0.22244026151301316,1.9530117348661327,0.27761160961559767,0.27784078022227265,0.5040434002876282,0.33815299009875105,0.21696073145957037,0.11389601892395189,0.005855364354474177,1.8257551177403002,0.00376809496579577,0.007945115125809024,0.003731525450957987
20.0,0.640176086150379,0.9767419998133873,73.2192,73.2192,1.0,0.20876572727664414,0.3209739696580062,0.3326045060460537,0.6975941224994339,0.11312559017941454,0.5615258843241377,0.2896181492088976,0.27050476114823263,2.38720832683595,0.6567368293127483,0.22319789219017194,1.9596636853409306,0.27772137619853354,0.2816163631828386,0.5197325348854065,0.33282741165458235,0.21424157318810502,0.11389601892395189,0.005903897121831097,1.9305123033627751,0.0036792722028608847,0.008154269271950815,0.004640313349375697
21.0,0.6354318266285682,1.0215118377815846,76.88016,76.88016,1.0,0.21077021144693636,0.3241590360815352,0.3347891067483322,0.6980106772436871,0.11312559017941454,0.6003743975313347,0.291443836266399,0.2714604849609623,2.393686979769814,0.6574609577771688,0.223966001246985,1.9664076353408506,0.27858347386172005,0.2806095638465581,0.5357571244239807,0.3353162155153797,0.21650892137226244,0.11389601892395189,0.005210338598081663,1.788407647265558,0.0033697031499525486,0.007084636268142183,0.0037564698546122127
22.0,0.6407374480516349,1.3169965661304297,80.54112,80.54112,1.0,0.21508931815295848,0.3235603606308746,0.3442491488552924,0.699481947901875,0.11312559017941454,0.5847002571582944,0.2910832605134995,0.2741384871485585,2.4103934837901138,0.654312463477958,0.22184290547956628,1.9477669858477695,0.2746771476698484,0.27806027533176236,0.5179633498191833,0.3443285597328821,0.22071666341899532,0.11389601892395189,0.004898935115769935,1.759391648996825,0.0030493890426270824,0.006790024475385457,0.003806817420357426
23.0,0.6381242055590562,1.2324137730892453,84.20208,84.20208,1.0,0.20374407017676624,0.3251976494267642,0.3259132118683706,0.7011359023965211,0.11312559017941454,0.5570649530289493,0.29029512888002257,0.27629818269869527,2.4288581402453358,0.6553154909578941,0.22080307311120734,1.9386373219825799,0.2773419473927088,0.28087298359766844,0.5283010005950928,0.32601334732257653,0.20962742977780743,0.11389601892395189,0.004622476979211111,1.7437262766852655,0.0029673087891602286,0.006317153022680716,0.004016606662510614
24.0,0.6441629876513413,1.7493380218273604,87.86304,87.86304,1.0,0.21238938645067448,0.32750496409152313,0.3391385656381938,0.7021280179208966,0.11312559017941454,0.5728887615486777,0.28693138668184726,0.2770180726708453,2.4362684036433246,0.6564426576144626,0.22288904191620848,1.9569519990424862,0.2758245346685534,0.2804718217562254,0.5171035528182983,0.33945757806841287,0.21827435596545858,0.11389601892395189,0.0041681625480607404,1.6440154346391864,0.0026503251951148156,0.005736182852161972,0.003622946103518592
25.0,0.6460534044224028,1.1847373429417147,91.524,91.524,1.0,0.19505577882700245,0.3253559767405134,0.3087392253528309,0.7045191058978958,0.11312559017941454,0.5741567589874949,0.29846100426893185,0.27868619093161556,2.45303887840103,0.6533116321520769,0.2210729193592932,1.9410065553467948,0.27190189836104234,0.2766313441160067,0.5338506102561951,0.30893023691943616,0.20191799623096363,0.11389601892395189,0.0038985031462532315,1.5967845848936122,0.002417859082427626,0.005438894647899995,0.004138410649681489
26.0,0.6470163201364512,1.542335386867,95.18496,95.18496,1.0,0.21174309603512773,0.3334222171417095,0.33765685767723036,0.7073565790454216,0.11312559017941454,0.5747868864724649,0.2891596439176967,0.28339900259930867,2.4902521325096965,0.65461100238545,0.22152399854764765,1.9449670027146315,0.27102125453602904,0.27979539641943735,0.5361090898513794,0.3379435390915764,0.21804647376690844,0.11389601892395189,0.0039346456606583,1.6746590779730468,0.0024172767116942585,0.005525707322685621,0.0037152403569972433
27.0,0.6417794376211143,1.2457961122955228,98.84592,98.84592,1.0,0.20412690372021292,0.328864116322433,0.3247688345678519,0.7078979480035424,0.11312559017941454,0.5671557895128629,0.2919953642945861,0.2847137976998484,2.5014192429839324,0.6524468243336279,0.22137811063651416,1.9436861158802032,0.2727779636444742,0.2758183202232936,0.5260385274887085,0.3255599943548129,0.21130956258910485,0.11389601892395189,0.003708673817924417,1.642154839198156,0.0023211486479727227,0.005165482988518182,0.003923022642328893
28.0,0.6441720223790046,1.8570034668597917,102.50688,102.50688,1.0,0.1990125079518881,0.3312317045177515,0.31694407223265497,0.7077088462824362,0.11312559017941454,0.5553199234682696,0.29896690587637675,0.28611080754072504,2.5143324582268187,0.6524410390363748,0.2204714113063468,1.9357253518540893,0.2741321921065145,0.27648351648351654,0.48415178060531616,0.31764032728175084,0.206580277600375,0.11389601892395189,0.0038599263222737776,1.7755776020221674,0.0021240742127953444,0.005687887573663647,0.003773130284928357
29.0,0.640529809833082,1.4153586297920362,106.16784,106.16784,1.0,0.20167133772867157,0.33228470306558183,0.3202207302494367,0.7093226769290085,0.11312559017941454,0.5696432499529844,0.2968186759767175,0.2907174489402143,2.552558357522135,0.6514818091430185,0.21855198930749503,1.918872945448793,0.2712962962962963,0.27677564825253664,0.5421060919761658,0.3212136727776952,0.21001631009451238,0.11389601892395189,0.0035507381531827004,1.698660789994392,0.0020593402762026994,0.0051135355769200905,0.004316908983400166
30.0,0.6500891206719525,2.348104635575086,109.8288,109.8288,1.0,0.20721535733620328,0.3331806780054156,0.331289341924191,0.7115508139104463,0.11312559017941454,0.5566228211714032,0.2954435499550675,0.29330739301180303,2.566653206042077,0.6518747952243212,0.2198396684219447,1.9301786884116743,0.27390527256478997,0.27760165403170234,0.5392161011695862,0.3322646281220823,0.2150608938238584,0.11389601892395189,0.0037032180523564858,1.8360771320717504,0.0020875955904245216,0.005401229514420846,0.005007600164763514
31.0,0.6560762326484518,2.540499357993861,113.48976,113.48976,1.0,0.20138917742120505,0.334745497472172,0.3220397202819441,0.7119382980844744,0.11312559017941454,0.5674810227486259,0.29795638214194775,0.29293344729633675,2.5681345654943613,0.6501329564214264,0.21825860928628343,1.916297087012446,0.2728461081402258,0.2754549926217412,0.5075095295906067,0.3225721207263338,0.20952652648416112,0.11389601892395189,0.0032595071643451196,1.6710225197011823,0.001895872147958994,0.00470409278972184,0.003597830112187779
32.0,0.6440085537290232,1.887349629342958,117.15072,117.15072,1.0,0.19601425378795367,0.3326043316716046,0.30942693586420444,0.7119531896289555,0.11312559017941454,0.5701298115292474,0.29681919606533647,0.29257370441008923,2.564623339307899,0.6511471403639613,0.21600883127784054,1.8965441752803418,0.2736284001844168,0.2756394338217035,0.5156323313713074,0.31016516811385,0.20473055944144433,0.11389601892395189,0.0032320838302968267,1.7126985700051591,0.0017740855609052007,0.004780716910994322,0.005198260773163677
33.0,0.6534354191964508,2.00276508761993,120.81168,120.81168,1.0,0.20051380502906474,0.3377721027403028,0.31948619143231294,0.71518503748795,0.11312559017941454,0.5618998928437039,0.30406345100075927,0.2969865637256032,2.6018900989429277,0.6463697523275342,0.21338680488378167,1.8735229457515943,0.26952850105559467,0.2748375116063138,0.5254942178726196,0.32051219364218875,0.2101091341120815,0.11389601892395189,0.0029341738620335496,1.6106529408498318,0.0017145379733740807,0.004228664573709838,0.003431323938547485
34.0,0.6533074737428723,2.307637688574898,124.47264,124.47264,1.0,0.20679947294634624,0.33843464913146315,0.32874176787808956,0.715381805334177,0.11312559017941454,0.570850385421096,0.29903983731895917,0.2973862935224934,2.6040317926034917,0.6478827518779127,0.21546717737368795,1.8917884875111823,0.27294372294372293,0.2747336377473364,0.5334883332252502,0.3299933085487878,0.21618597460457176,0.11389601892395189,0.0031569199266261714,1.7887140787934186,0.001777405076967409,0.004630475208642426,0.003469082160914995
35.0,0.6500869689545239,2.1478740387903583,128.1336,128.1336,1.0,0.205485439970164,0.34048686864815075,0.3280562664890163,0.7186001516821461,0.11312559017941454,0.561245935922679,0.3015336819718579,0.2984241728861591,2.610305344464995,0.6454763443085652,0.2133244061056322,1.8729750883397287,0.26953886122537346,0.27341115434500646,0.5335748791694641,0.32955202955304747,0.21529311357931843,0.11389601892395189,0.0029113251919027383,1.7030688365393871,0.0015651787954995403,0.004346381385846719,0.004472212097692349
36.0,0.6426987506196437,1.978147021985436,131.79456,131.79456,1.0,0.1970796072486017,0.3445632018662672,0.3146354990996812,0.7181288443933327,0.11312559017941454,0.5620458888639847,0.30306743295697247,0.3002992764759311,2.6242537002501405,0.6455179833894453,0.21318155736452027,1.871720885230072,0.2719526627218935,0.2736654350872723,0.5158942937850952,0.31602785985232734,0.20710606393517064,0.11389601892395189,0.002905854573059273,1.7515559731000394,0.0014524614105828272,0.004456816697555026,0.004389345611615761
37.0,0.6547010783445837,2.005503484777813,135.45552,135.45552,1.0,0.19902478549765756,0.3441765259511218,0.31853012331457053,0.7201527292471487,0.11312559017941454,0.5677968549116776,0.30655532328705754,0.30418273424720194,2.666641319678354,0.6413295285738215,0.21138456257653981,1.8559433821622933,0.26880595279618646,0.27031311930241775,0.524955689907074,0.3199482084392082,0.20958636026046898,0.11389601892395189,0.002773944703191265,1.7243927392737533,0.0013936180251592622,0.004246257051780233,0.004212880738714368
38.0,0.6533269795161764,2.2249470874217256,139.11648,139.11648,1.0,0.20698509046718663,0.3493857062279853,0.3319881595523716,0.719495317603989,0.11312559017941454,0.5798032891367604,0.30269497351231767,0.3052722680290558,2.6731655710235547,0.6429500016289188,0.21195914858524753,1.8609882117721093,0.2691399662731872,0.27121406122686537,0.5063409209251404,0.3329730426728786,0.21700923070951617,0.11389601892395189,0.00260972933669841,1.6704171067194693,0.001314120492427763,0.003992807257002725,0.003876082547678249
39.0,0.6555046127330582,3.117682722798775,142.77744,142.77744,1.0,0.2001539151536637,0.3506312092675305,0.31751684726395935,0.721276188095798,0.11312559017941454,0.5937488004250987,0.30303252659149965,0.3074236297675014,2.6925584981496344,0.6419369722359444,0.21067998657924297,1.8497572484944669,0.26793177453970407,0.27063031947699523,0.5193897485733032,0.31785567814306426,0.21103807256926255,0.11389601892395189,0.0026793941611548146,1.7662423371175464,0.0012949582760502282,0.004153073004304013,0.005896080044497446
40.0,0.6531588721181196,2.623288861491619,146.4384,146.4384,1.0,0.19344885722174637,0.3488866986503462,0.30744332929012314,0.7220096655893185,0.11312559017941454,0.574617986267079,0.30759268235434767,0.30735519668790806,2.687248216705103,0.6404292434552977,0.2093156220067451,1.8377782119540516,0.27065696911887444,0.2722689075630252,0.5166420340538025,0.3078151328411417,0.20437790826443167,0.11389601892395189,0.002757735732481869,1.870784770730097,0.001343961949488442,0.004266010827819191,0.005282101791615914
41.0,0.6632131579428833,3.8617836987580363,150.09936,150.09936,1.0,0.20612327608375416,0.3453568409234816,0.3264978560431328,0.7193978160996463,0.11312559017941454,0.5856590411142992,0.29811480294174003,0.30473199256021943,2.664919351452558,0.6428683172475298,0.21289376478789224,1.8691940842115027,0.26683662630125343,0.2729092869243801,0.5745247006416321,0.32744171742288397,0.21680396737660937,0.11389601892395189,0.0026595785180029527,1.8546708357262105,0.0012658082352611116,0.004149367785174264,0.004711990347126731
42.0,0.6654650157266359,2.9426563292806223,153.76032,153.76032,1.0,0.19960974809558832,0.34872512213155094,0.3186407430799123,0.7221801614867549,0.11312559017941454,0.5719135167653507,0.3052037135137672,0.3060527025668369,2.674426986130695,0.6379694128698845,0.2084846102808071,1.8304819804106742,0.26943838291030203,0.27058823529411763,0.5120113492012024,0.3194772491286856,0.2107136922944846,0.11389601892395189,0.0023106980394762217,1.6544091935229517,0.001173188687952834,0.0035283464948193243,0.0034131119148802184
43.0,0.66158450540339,2.7706066796311357,157.42128,157.42128,1.0,0.19593543098232855,0.34691591736540145,0.31372149947759875,0.7225459070814659,0.11312559017941454,0.5677470376535073,0.3038080551737525,0.308298227608055,2.6984662684394496,0.6396491067877523,0.2116423900229632,1.8582070911914519,0.2690236478576446,0.2714640198511166,0.5105351209640503,0.3150277524005379,0.20676364644815456,0.11389601892395189,0.00224585951818206,1.64827546754168,0.0011381235679956867,0.00343207969403195,0.004860920067518546
44.0,0.658153410239857,3.032574039636566,161.08224,161.08224,1.0,0.19598641341673212,0.3514328317328328,0.312686013253787,0.7230257949034378,0.11312559017941454,0.5725612774467858,0.3058746922419185,0.3105223114620226,2.715465571981416,0.640379899011048,0.210491421686889,1.8481016604051248,0.268377253814147,0.2718172846468349,0.5389189720153809,0.3141017022596474,0.20718942639215077,0.11389601892395189,0.002259594035428521,1.7030918969903723,0.0011112238816116551,0.003489071749903202,0.003786962614248642
45.0,0.6606626234378997,3.3426116964026917,164.7432,164.7432,1.0,0.19505773023363415,0.34799958437006295,0.31206560452607124,0.7240686325929276,0.11312559017941454,0.5551507108047169,0.3058281081547644,0.3123321562898125,2.7375825506343783,0.6410634676474382,0.21150118354916533,1.8569673070872144,0.27080163838502047,0.27238118629497726,0.5089348554611206,0.31339469203083925,0.20652712024318892,0.11389601892395189,0.0022353517858125145,1.7284089920340193,0.0011179854116020994,0.003427606206341696,0.004420052091472133
46.0,0.6564885746850246,3.4886801735038575,168.40416,168.40416,1.0,0.20173384072473904,0.34792316694819053,0.322538597873776,0.7264912351089039,0.11312559017941454,0.5555744973619592,0.30698117357974847,0.31387766487419866,2.7492026658830775,0.6391586742136728,0.2118337206288215,1.8598869620742617,0.26620704992772154,0.2731403349344412,0.5283414125442505,0.32390443725696205,0.21351727946594287,0.11389601892395189,0.002027586879491658,1.6062923449953814,0.0009847848512688686,0.003136892225806495,0.00471642596179536
47.0,0.6670765337472861,3.6834260025827006,172.06512,172.06512,1.0,0.1995050283848824,0.3489774350291234,0.3188504522265151,0.7263952203358174,0.11312559017941454,0.5506166771800031,0.30505776111157007,0.314649580616574,2.755396465907644,0.6386672125845501,0.21154050434121097,1.8573125412088027,0.26723943025096086,0.27120432660598864,0.5299641489982605,0.3198604649274763,0.2112143444214411,0.11389601892395189,0.002056943931792007,1.6687504207857273,0.0010165300926891746,0.0031645628148656052,0.004174882412456193
48.0,0.6611032493149278,4.165403446745033,175.72608,175.72608,1.0,0.20767128770151888,0.347009754027945,0.33005063278582014,0.7249457977964889,0.11312559017941454,0.5847190752470687,0.30302053204485657,0.3121094636785185,2.735977755924514,0.6401270526573489,0.21021411885543811,1.845666958700265,0.26425736369333613,0.27279358132749815,0.5304799675941467,0.33151320353327207,0.21964188184131933,0.11389601892395189,0.001991198927462956,1.6548441998347698,0.0009729704549338096,0.003073683876544616,0.004699673104711839
49.0,0.6665083911541247,3.694633790137213,179.38704,179.38704,1.0,0.2061763561919857,0.3529471013867482,0.3293890384591703,0.7284075287537446,0.11312559017941454,0.5823504777967011,0.3040880764698844,0.3162566786796177,2.7731324281666265,0.6391840617545469,0.21030741204750897,1.8464860671550842,0.26386966244276433,0.27432134043382256,0.536877453327179,0.3309118612905493,0.218125811253699,0.11389601892395189,0.0019569467912296645,1.6673040646637673,0.0009690617064569116,0.003003501000696833,0.004515592397305843
50.0,0.656662546822426,2.9495840204528543,183.048,183.048,1.0,0.19473391391843706,0.3576085955909337,0.3129287238687291,0.7304100601589358,0.11312559017941454,0.5595883536590207,0.30683399308893844,0.3217926215789481,2.823003392651952,0.6377063512624673,0.2085695717080004,1.8312279364853115,0.2696084093796927,0.27237868570673013,0.5235520601272583,0.31387941937267233,0.20658870217212996,0.11389601892395189,0.0019151616713972697,1.6708311156726268,0.0009278305831608073,0.002958859067256837,0.004184995441248944
