round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_f1_best,fed_prevalence,fed_auprc_lift,fed_f1_best_threshold,fed_brier,fed_ece,fed_auprc,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
49.0,0.6381711735158586,0.915478809601146,179.38704,179.38704,1.0,0.30407765848262247,0.3368060489629464,0.11085930122757318,2.358861021283537,0.5605730425365923,0.20761415792078344,0.33383842327467556,0.25862295260634643,0.7119616844436868,0.6718929778739613,0.22408809115150016,1.9674795771494284,0.2814547097357127,0.28460766030698614,0.5496562123298645,0.33132235468786875,0.2121071908022904,0.11389601892395189,0.003176326147603852,0.5583170072495705,0.0028148668974185918,0.003554209325763433,0.0014480076765609807
50.0,0.6362857811960331,0.8276181592048525,183.048,183.048,1.0,0.3056753903244693,0.33311602426207426,0.11085930122757318,2.34653924226239,0.5581942083590204,0.1996779340132451,0.31928620558744497,0.25730968771610996,0.7105410574983679,0.6726569006498558,0.22402310980714366,1.966909044966035,0.28422671873151106,0.28657541127715686,0.5143815875053406,0.3169125107065578,0.20437110253789295,0.11389601892395189,0.00321711751041479,0.5728096900675155,0.002893038542222119,0.0035640379502500747,0.0013181787851374639
51.0,0.6374980791293349,0.930725475028211,186.70896,186.70896,1.0,0.2995731823728235,0.33264189059101335,0.11085930122757318,2.3675295261682856,0.5744368830378567,0.20791716695398552,0.33178502817245115,0.25925179420702194,0.7118966511021428,0.6723123052544705,0.22340079182171216,1.9614451315535124,0.27985681744223884,0.28419318037774116,0.5369167327880859,0.3293521429409114,0.21258922042380185,0.11389601892395189,0.003454027423716192,0.6231428579831118,0.0030796328443506568,0.0038534394798581313,0.001608687464695786
52.0,0.6376625277028548,0.9940706076385819,190.36992,190.36992,1.0,0.30549885255835424,0.3347072806041724,0.11085930122757318,2.3771694923473756,0.569286004831703,0.2034752480633026,0.3264830902279793,0.26061463030216114,0.7129508266752439,0.671076447796364,0.22430666710272945,1.969398660479068,0.282580795706452,0.2859666834931852,0.5209155082702637,0.32421519354415523,0.2087609050716923,0.11389601892395189,0.0032354613430047117,0.5913170616095158,0.0028845250964078927,0.0036146391857841804,0.0013592681905310394
53.0,0.6405003035817731,1.0340575669309546,194.03088,194.03088,1.0,0.3019430092791517,0.33340878593396206,0.11085930122757318,2.3884511526935706,0.5667267105828527,0.2114971574796933,0.338761176594331,0.2614921464353452,0.7144631269518548,0.6708126959691011,0.2242696309542092,1.9690734853862937,0.2816371681415929,0.2825843952604516,0.5027594566345215,0.3365068620206653,0.21669505547234708,0.11389601892395189,0.0032692211032661397,0.6044761783141439,0.002824474838105658,0.003748693651978157,0.0012589726592921369
54.0,0.6376738903088147,0.9714071966701001,197.69184,197.69184,1.0,0.30478652612658386,0.3364944767739155,0.11085930122757318,2.385745740503801,0.5817240226201227,0.20667503637771645,0.32883248394170494,0.26174764761775604,0.7140099144768629,0.6696771713776722,0.22305591848720668,1.9584171650120679,0.278564149020496,0.28207875703187785,0.5435497164726257,0.32676694995901634,0.21256874090543915,0.11389601892395189,0.0032373645617233653,0.6056818802389898,0.002831320360835743,0.0036773571748000243,0.0014978119202090348
55.0,0.6370092859945256,1.1445120559157274,201.3528,201.3528,1.0,0.30779729650306803,0.3371137657042382,0.11085930122757318,2.42506169714027,0.5547060925704637,0.20120094371372688,0.32209672823356017,0.26575512336275886,0.7154545927893435,0.6697337192072219,0.22310061600053227,1.9588096064138645,0.27928682541581906,0.2827947375143696,0.5153259038925171,0.31984551728703225,0.20696409490069692,0.11389601892395189,0.003338367918548591,0.6329479031192022,0.0029408016257087373,0.003778408728474908,0.001265991785102808
56.0,0.6379097897580909,1.2078680485152853,205.01376,205.01376,1.0,0.30532000932763903,0.3399213213377232,0.11085930122757318,2.443090054688237,0.5850439168632425,0.20778055255722339,0.332815701284422,0.2678608603580161,0.7176391439372993,0.6692836456699447,0.22364097097037527,1.963553889620144,0.2791595684270301,0.2844036697247706,0.5420567393302917,0.3307144850761718,0.21393270920199975,0.11389601892395189,0.003348781515478822,0.6421312107049744,0.0029112503144486206,0.0038318636131733333,0.0013451021461273456
57.0,0.6384780522040829,1.20863757901067,208.67472,208.67472,1.0,0.3056664993062066,0.34336828176889017,0.11085930122757318,2.4600049105043493,0.5697777355771639,0.20975350884087385,0.3396897451107255,0.26990050673741667,0.7191190223019157,0.6689822454874554,0.22204322347203576,1.9495257654290226,0.27902769926512155,0.2842488864894048,0.5358343720436096,0.33743449689499705,0.21548055065570906,0.11389601892395189,0.0033470325136821764,0.6488698841030782,0.0028671566549126446,0.0038782853013008354,0.0012140782473280922
58.0,0.637015419467996,1.0400796845487812,212.33568,212.33568,1.0,0.3155353891955742,0.34022256379084354,0.11085930122757318,2.446190147719639,0.5623508528151677,0.1945319601696354,0.3129307030313489,0.2684783258974933,0.7188683944958949,0.6688191026148087,0.22281328181735308,1.9562868300614176,0.28190428713858423,0.28277227722772275,0.5148395299911499,0.31037563492452447,0.20058470175026752,0.11389601892395189,0.00296366695962284,0.5808337908129033,0.002509980410455093,0.0034609745841147617,0.0014863167347834235
59.0,0.6391510838934721,1.387054068658989,215.99664,215.99664,1.0,0.3090815586999652,0.3404645583059455,0.11085930122757318,2.4431539957111212,0.5788731643322095,0.20155533602703346,0.3245901904064491,0.26840989272260374,0.7212818381346295,0.6675286926899795,0.22158928860922994,1.9455402454161685,0.281673541543901,0.28291984732824427,0.5026274919509888,0.32241364290645397,0.2080694951495087,0.11389601892395189,0.0031866401222134856,0.6330243571474057,0.0026847744402485755,0.003748063788490852,0.0010961228789480445
60.0,0.6410425413929717,1.1682394036441184,219.6576,219.6576,1.0,0.3075928187248505,0.34235741725203195,0.11085930122757318,2.4675787392218447,0.5676332499213965,0.20175871056043948,0.3235822497485079,0.2711439568212496,0.721267987797504,0.6666278804944825,0.22134433269023018,1.943389547601495,0.2802065404475043,0.2837054397434316,0.5170502066612244,0.32110405081244753,0.2082484429732623,0.11389601892395189,0.0032616822385657354,0.655510050394696,0.0027145745649106074,0.0038758611391254724,0.0011372134097609155
