round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_auprc,fed_auprc_lift,fed_f1,fed_f1_best_threshold,fed_ece,fed_brier,fed_prevalence,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6900575059726679,0.099044330990386,3.65056,3.65056,0.9971592150692714,0.597436899135113,0.18735228304839283,1.7154549034978777,0.20371772262969673,0.4837865626646932,0.3705550115426581,0.23603374720373693,0.1123348017621145,0.2617202734184985,0.44348624221174754,0.10732276919412054,0.9422872740247374,0.05519480519480519,0.20453723788864786,0.4667881727218628,0.36825403997262013,0.2368565614843523,0.11389601892395189,0.028677860134609923,3.0543923899531364,0.023895714789756776,0.031870551089421016
2.0,0.6843667377178096,0.13893193906250706,7.30112,7.30112,0.9971592150692714,0.6360686939311665,0.20288924711544962,1.8072464541122362,0.23417947578524123,0.5137078809430569,0.3789250801219513,0.24065626985941072,0.1123348017621145,0.27749860157965317,0.43918006098933154,0.0990421106562148,0.8695836043430542,0.0949687406966359,0.20465747230386613,0.4675968885421753,0.37459492078484546,0.24220698573975594,0.11389601892395189,0.020057118544031576,2.2676874632015824,0.0167176719437385,0.022304424303206078
3.0,0.6762262313112324,0.16318317628950252,10.95168,10.95168,0.9971592150692714,0.6526435092834341,0.21411129946577673,1.9125257712344899,0.2675566417436576,0.4870919063021507,0.349073540887756,0.21912155075152728,0.1123348017621145,0.28914810571436345,0.41221073701976324,0.09094175948114977,0.7984630221524369,0.10931759991094289,0.20458346517199294,0.46675485372543335,0.3807456886497152,0.24790059388549854,0.11389601892395189,0.01512089172565101,1.8343945883680135,0.012899683453779247,0.016662655440904256
4.0,0.6625287836842296,0.21049205009996505,14.60224,14.60224,0.9971592150692714,0.6608895711578441,0.22140366090008734,1.977617766543307,0.2725964548311014,0.4966522373460686,0.3426312997074453,0.21484671052116117,0.1123348017621145,0.2942447270162919,0.4075595337206027,0.08905925775538838,0.7819347734608094,0.10638526973188328,0.20458346517199294,0.4647560715675354,0.38108178876001775,0.24856791252211585,0.11389601892395189,0.011163040103491844,1.4581378679722548,0.009994647341234562,0.012005439764091328
5.0,0.6558560708364306,0.26649120878799676,18.2528,18.2528,0.9971592150692714,0.6622724533062406,0.22369300284675392,1.9978373072622522,0.27918087414687176,0.5065869490555653,0.3545799115821579,0.2226981322582076,0.1123348017621145,0.29612619963331727,0.39966925417955723,0.08797820691966765,0.7724432140021549,0.10704463719060715,0.20460103251517073,0.46530476212501526,0.3814585844732698,0.24888570053123266,0.11389601892395189,0.009718477195983302,1.3524771581869572,0.009414282660725009,0.009948069668061449
6.0,0.6519646198563068,0.2502858331531434,18.2528,18.2528,0.0,0.6759197171569336,0.23497742956533976,2.1087142210132463,0.286420465028954,0.5206238249456302,0.345300317201189,0.2190574950465825,0.1123348017621145,0.30299526101836016,0.39966925417955723,0.08797820691966765,0.7724432140021549,0.10704463719060715,0.20460103251517073,0.46530476212501526,0.3814585844732698,0.24888570053123266,0.11389601892395189,0.0,0.0,,
7.0,0.6319160928155945,0.38189387977351086,18.2528,18.2528,0.0,0.6845689305582672,0.24360465368054018,2.1914901120449644,0.2910702608568953,0.5480704605879463,0.34078870902413494,0.21549370733548331,0.1123348017621145,0.31853546095092083,0.39966925417955723,0.08797820691966765,0.7724432140021549,0.10704463719060715,0.20460103251517073,0.46530476212501526,0.3814585844732698,0.24888570053123266,0.11389601892395189,0.0,0.0,,
8.0,0.6177602846452264,0.5696997889068911,18.2528,18.2528,0.0,0.6937396705829503,0.25314891233694403,2.2816931944409697,0.3015227942161375,0.5351708622718471,0.3228571908173366,0.20398486151071754,0.1123348017621145,0.32482928352570006,0.39966925417955723,0.08797820691966765,0.7724432140021549,0.10704463719060715,0.20460103251517073,0.46530476212501526,0.3814585844732698,0.24888570053123266,0.11389601892395189,0.0,0.0,,
9.0,0.6491939861988968,0.26587482748845714,21.90336,21.90336,0.9971592150692714,0.6640910469356299,0.22675850800127062,2.026905157012415,0.28147746086595077,0.49973057680268035,0.3434069900251245,0.21542316407403497,0.1123348017621145,0.2940038114068651,0.3983626303630772,0.08757225350303327,0.7688789681183243,0.11520247414709578,0.20464269458352297,0.46885862946510315,0.3866206077140053,0.2533057706196358,0.11389601892395189,0.009721973618444716,1.4369298345409334,0.007459149946381025,0.01151377760867499
10.0,0.6461697858355431,0.3236472365360373,21.90336,21.90336,0.0,0.676758779991537,0.23763681375388923,2.134622152398754,0.28810367644560636,0.5147130223829239,0.33469453536682037,0.21088820309729367,0.1123348017621145,0.30830712652077297,0.3983626303630772,0.08757225350303327,0.7688789681183243,0.11520247414709578,0.20464269458352297,0.46885862946510315,0.3866206077140053,0.2533057706196358,0.11389601892395189,0.0,0.0,,
11.0,0.6285629648416019,0.43133506019507195,21.90336,21.90336,0.0,0.6823869695120234,0.24336340752860194,2.1958404165832857,0.29406769352874,0.5429808834950978,0.30996544127211295,0.19795675047035108,0.1123348017621145,0.31163793066278617,0.3983626303630772,0.08757225350303327,0.7688789681183243,0.11520247414709578,0.20464269458352297,0.46885862946510315,0.3866206077140053,0.2533057706196358,0.11389601892395189,0.0,0.0,,
12.0,0.6153030033387525,0.5025525535257822,21.90336,21.90336,0.0,0.6951802835359377,0.25571003843038154,2.3148625486721697,0.3020932959630997,0.5607657917889504,0.33567103033110524,0.21192758984765517,0.1123348017621145,0.3256308166326028,0.3983626303630772,0.08757225350303327,0.7688789681183243,0.11520247414709578,0.20464269458352297,0.46885862946510315,0.3866206077140053,0.2533057706196358,0.11389601892395189,0.0,0.0,,
13.0,0.642780132253328,0.33632810638720617,25.55392,25.55392,0.9971592150692714,0.6649818251042882,0.22823301511495578,2.0391425648728316,0.2835856703606207,0.5075419471708762,0.33630919762663747,0.21181972352978,0.1123348017621145,0.2970835199686662,0.4094523800763097,0.08956743009603799,0.7863964951737422,0.12517620524386805,0.2046389655016503,0.46823522448539734,0.38800706358043285,0.2541863948453583,0.11389601892395189,0.00865836814132461,1.3712562714936212,0.006643590170339797,0.010289908308543854
14.0,0.6415653807839303,0.36658137902448884,25.55392,25.55392,0.0,0.6784631737912412,0.24007684041730765,2.1556079841601425,0.28714037272385595,0.5321581826617388,0.34067928849516077,0.21431802877084824,0.1123348017621145,0.3079705308909569,0.4094523800763097,0.08956743009603799,0.7863964951737422,0.12517620524386805,0.2046389655016503,0.46823522448539734,0.38800706358043285,0.2541863948453583,0.11389601892395189,0.0,0.0,,
15.0,0.6248508399104449,0.4402148376411669,25.55392,25.55392,0.0,0.6899432854539219,0.2530149547620466,2.2779047438635027,0.30089682532442624,0.5531219221909439,0.32008879174149535,0.20127417072353446,0.1123348017621145,0.32130583807045765,0.4094523800763097,0.08956743009603799,0.7863964951737422,0.12517620524386805,0.2046389655016503,0.46823522448539734,0.38800706358043285,0.2541863948453583,0.11389601892395189,0.0,0.0,,
16.0,0.6100199293805125,0.4867405294276185,25.55392,25.55392,0.0,0.697798770032385,0.2600575992624874,2.3603271003598154,0.2964686042429056,0.5649693449482068,0.34526283421534315,0.21779352488504225,0.1123348017621145,0.3259320552970411,0.4094523800763097,0.08956743009603799,0.7863964951737422,0.12517620524386805,0.2046389655016503,0.46823522448539734,0.38800706358043285,0.2541863948453583,0.11389601892395189,0.0,0.0,,
