round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_auprc,fed_ece,fed_auroc,fed_brier,fed_auprc_lift,fed_f1,fed_prevalence,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
38.0,0.5757731658247789,0.5228100418787394,47.45728,47.45728,0.0,0.2352392476629785,0.2749708166565247,0.07382687792233084,0.7033154747576847,0.10692373742862987,2.4435691601565663,0.10772007318757584,0.11411127895266868,0.332741217177691,0.6606258793087101,0.21136587276827357,1.8557792868019565,0.02964845404489623,0.2799083269671505,0.4774474799633026,0.33274372204379987,0.20920614463880285,0.11389601892395189,0.0,0.0,,
39.0,0.5580082426025238,0.5627920128020005,47.45728,47.45728,0.0,0.24085714313889076,0.29928681562797554,0.0704256657709916,0.7133082279546252,0.10446523291044991,2.6865207676295433,0.15371320357346155,0.11411127895266868,0.33554419008922654,0.6606258793087101,0.21136587276827357,1.8557792868019565,0.02964845404489623,0.2799083269671505,0.4774474799633026,0.33274372204379987,0.20920614463880285,0.11389601892395189,0.0,0.0,,
40.0,0.5388442743540118,0.634980134381846,47.45728,47.45728,0.0,0.2369588406921589,0.3179556616065691,0.07208358699938563,0.7277982432240219,0.10365080106642295,2.8616018683146156,0.14553155721713054,0.11411127895266868,0.3513946772916874,0.6606258793087101,0.21136587276827357,1.8557792868019565,0.02964845404489623,0.2799083269671505,0.4774474799633026,0.33274372204379987,0.20920614463880285,0.11389601892395189,0.0,0.0,,
41.0,0.5771083474663861,0.5839374130439954,51.10784,51.10784,0.9971592150692714,0.23967090492537257,0.2580364938370689,0.08922492353958879,0.6883013680016102,0.11098225980683157,2.2751643155705112,0.08727798326196393,0.11411127895266868,0.3173906249510538,0.660610694472102,0.20538215806064908,1.803242641850215,0.0017605633802816902,0.28025105823967306,0.47924911975860596,0.3376855063020832,0.21265154120577215,0.11389601892395189,0.005833954707956233,1.2890880409395322,0.004236359350686597,0.007378585062416611
42.0,0.57851505585559,0.5880790422497721,51.10784,51.10784,0.0,0.24392795284285254,0.2793236714751795,0.07803672211294994,0.702976383075307,0.10822186866288643,2.4785239970554613,0.10828239014850825,0.11411127895266868,0.328433098246005,0.660610694472102,0.20538215806064908,1.803242641850215,0.0017605633802816902,0.28025105823967306,0.47924911975860596,0.3376855063020832,0.21265154120577215,0.11389601892395189,0.0,0.0,,
43.0,0.5548898655264718,0.5847694049343733,51.10784,51.10784,0.0,0.26341894677064537,0.3031726448950081,0.07965518013141408,0.7170819623393924,0.10478555083570228,2.7083305635585124,0.1584913680602851,0.11411127895266868,0.3403614899905714,0.660610694472102,0.20538215806064908,1.803242641850215,0.0017605633802816902,0.28025105823967306,0.47924911975860596,0.3376855063020832,0.21265154120577215,0.11389601892395189,0.0,0.0,,
44.0,0.5415028793931984,0.6721168503752597,51.10784,51.10784,0.0,0.2446841583573161,0.31554376196222983,0.07625959115915845,0.7291972287887424,0.10395309703453465,2.833627612267907,0.15882033546586521,0.11411127895266868,0.35249816833353553,0.660610694472102,0.20538215806064908,1.803242641850215,0.0017605633802816902,0.28025105823967306,0.47924911975860596,0.3376855063020832,0.21265154120577215,0.11389601892395189,0.0,0.0,,
45.0,0.5756455538162126,0.6562503175676468,54.7584,54.7584,0.9971592150692714,0.23853558322652982,0.261703509004803,0.07769591870580773,0.6887527441402593,0.1086033652341137,2.3118341952150523,0.09534052248551006,0.11411127895266868,0.31788276455680387,0.6606095148236383,0.20499927086780995,1.7998809159843199,0.026237833262801522,0.27770515613652874,0.4801376163959503,0.3308546144759579,0.20792698665414422,0.11389601892395189,0.005589690945639341,1.2990667673293501,0.0038303180321332705,0.007331824005387993
46.0,0.5766298269585444,0.7536731339580823,54.7584,54.7584,0.0,0.2472616616357024,0.2842900121039377,0.07633924462728406,0.7075299548743339,0.10698801669529028,2.5266862043280893,0.11465667178032422,0.11411127895266868,0.3296538169800016,0.6606095148236383,0.20499927086780995,1.7998809159843199,0.026237833262801522,0.27770515613652874,0.4801376163959503,0.3308546144759579,0.20792698665414422,0.11389601892395189,0.0,0.0,,
47.0,0.5519690803629895,0.6394419819098974,54.7584,54.7584,0.0,0.23989305187350612,0.3014627978284026,0.07657171137068089,0.7165708280387929,0.10632148799798204,2.6928747073028574,0.14010469458433927,0.11411127895266868,0.34097306718705633,0.6606095148236383,0.20499927086780995,1.7998809159843199,0.026237833262801522,0.27770515613652874,0.4801376163959503,0.3308546144759579,0.20792698665414422,0.11389601892395189,0.0,0.0,,
48.0,0.5312360178520684,0.6199171918977513,54.7584,54.7584,0.0,0.25194647190539016,0.325274130070286,0.07492823403778481,0.7334812043576278,0.10257918990853027,2.9052173711462004,0.1447275246629639,0.11411127895266868,0.3602206188143806,0.6606095148236383,0.20499927086780995,1.7998809159843199,0.026237833262801522,0.27770515613652874,0.4801376163959503,0.3308546144759579,0.20792698665414422,0.11389601892395189,0.0,0.0,,
49.0,0.5796324749489812,0.8121634347945242,58.40896,58.40896,0.9971592150692714,0.22057273976452282,0.2674104970576633,0.0752878890625808,0.6915278832298531,0.10752764273801885,2.3464101865526943,0.07714638532129908,0.11411127895266868,0.3187648957715645,0.6601070222264345,0.20845899459369513,1.83025707626254,0.047874535699546014,0.2782392026578073,0.47355058789253235,0.3246996681721955,0.20390019063695833,0.11389601892395189,0.005242928134141346,1.2840769111644477,0.003697410818568354,0.006793938155373408
50.0,0.5787990619975172,0.7826529637491129,58.40896,58.40896,0.0,0.2247823452575119,0.2879548694850192,0.07539699913673374,0.7067692106334562,0.10666577529218506,2.554752426774454,0.11311345257595991,0.11411127895266868,0.33282688101991426,0.6601070222264345,0.20845899459369513,1.83025707626254,0.047874535699546014,0.2782392026578073,0.47355058789253235,0.3246996681721955,0.20390019063695833,0.11389601892395189,0.0,0.0,,
51.0,0.5530222924796113,0.6462797145681687,58.40896,58.40896,0.0,0.2477216872697075,0.30745384670044873,0.07466344687768556,0.7195652391676811,0.10497801005482298,2.7473495324091495,0.1386398114027597,0.11411127895266868,0.3431518475394386,0.6601070222264345,0.20845899459369513,1.83025707626254,0.047874535699546014,0.2782392026578073,0.47355058789253235,0.3246996681721955,0.20390019063695833,0.11389601892395189,0.0,0.0,,
52.0,0.5327347421990951,0.7120080535559996,58.40896,58.40896,0.0,0.233913967177677,0.3327218621692409,0.07912110591926384,0.7361872390272757,0.10284196463351353,2.977381108018386,0.14862568395425496,0.11411127895266868,0.36131414666569167,0.6601070222264345,0.20845899459369513,1.83025707626254,0.047874535699546014,0.2782392026578073,0.47355058789253235,0.3246996681721955,0.20390019063695833,0.11389601892395189,0.0,0.0,,
53.0,0.5803296709888824,0.8717575739973462,62.05952,62.05952,0.9971592150692714,0.2407038904002456,0.27242971899834256,0.0860683233232152,0.6927552120334441,0.1099423941514225,2.394779051468375,0.08202434472163787,0.11411127895266868,0.31989838129135817,0.6592049801846667,0.20701839925207588,1.8176087382852388,0.10522360015031942,0.27870311506675144,0.47483551502227783,0.33524289955801967,0.2110101610753132,0.11389601892395189,0.005308989715820792,1.3668394550913945,0.0034972463210142498,0.007157408475414392
54.0,0.5712159121531278,0.6694338465281937,62.05952,62.05952,0.0,0.23359644484836592,0.2937049620970069,0.07375804931736057,0.7118519119829764,0.10607873266008788,2.610026593239329,0.11489670827060552,0.11411127895266868,0.3393165934513441,0.6592049801846667,0.20701839925207588,1.8176087382852388,0.10522360015031942,0.27870311506675144,0.47483551502227783,0.33524289955801967,0.2110101610753132,0.11389601892395189,0.0,0.0,,
55.0,0.552928390613556,0.7370414418321888,62.05952,62.05952,0.0,0.2424691786308663,0.311939908789323,0.0733954811883135,0.7241858922404645,0.10374180962340167,2.7887856534077375,0.14689278516218007,0.11411127895266868,0.3452690011318968,0.6592049801846667,0.20701839925207588,1.8176087382852388,0.10522360015031942,0.27870311506675144,0.47483551502227783,0.33524289955801967,0.2110101610753132,0.11389601892395189,0.0,0.0,,
56.0,0.5325704373083984,0.7707363657420524,62.05952,62.05952,0.0,0.25858384602555906,0.3328203546034371,0.07371527263563661,0.7334496786289388,0.10185410938093421,2.979347642296685,0.18529149594720087,0.11411127895266868,0.3624879104885864,0.6592049801846667,0.20701839925207588,1.8176087382852388,0.10522360015031942,0.27870311506675144,0.47483551502227783,0.33524289955801967,0.2110101610753132,0.11389601892395189,0.0,0.0,,
57.0,0.5759514707883365,0.8410768176369308,65.71008,65.71008,0.9971592150692714,0.2232576512796326,0.27417103756924327,0.0782850549600806,0.6925355188878218,0.10855724932023814,2.4084551706705666,0.08865404812325701,0.11411127895266868,0.3210080764082029,0.6568147488586148,0.2047760618457788,1.7979211545796636,0.15013774104683195,0.2748247291268324,0.4788529872894287,0.33800408605093735,0.21297313977797536,0.11389601892395189,0.0049149634515810526,1.3269530539400876,0.0033026904353307,0.006580474294688419
58.0,0.5782553999223606,0.8897674289499438,65.71008,65.71008,0.0,0.23697110579310648,0.2936330058431091,0.07207050569620031,0.7102237159355453,0.10653245411341679,2.6056793096404887,0.1077674320667596,0.11411127895266868,0.3377017151109439,0.6568147488586148,0.2047760618457788,1.7979211545796636,0.15013774104683195,0.2748247291268324,0.4788529872894287,0.33800408605093735,0.21297313977797536,0.11389601892395189,0.0,0.0,,
59.0,0.5507509840371843,0.736321555179619,65.71008,65.71008,0.0,0.2663331602175775,0.31787033471415493,0.07536789904074104,0.7251050737371011,0.10472451945567161,2.8351295989717524,0.1400288113172649,0.11411127895266868,0.3472568660483305,0.6568147488586148,0.2047760618457788,1.7979211545796636,0.15013774104683195,0.2748247291268324,0.4788529872894287,0.33800408605093735,0.21297313977797536,0.11389601892395189,0.0,0.0,,
60.0,0.5205935148987836,0.7119535461513774,65.71008,65.71008,0.0,0.25631561014268545,0.3386652534386715,0.07668772223234037,0.7397523062325266,0.10301573167930525,3.0353251519568545,0.18282334331331795,0.11411127895266868,0.3608269646856765,0.6568147488586148,0.2047760618457788,1.7979211545796636,0.15013774104683195,0.2748247291268324,0.4788529872894287,0.33800408605093735,0.21297313977797536,0.11389601892395189,0.0,0.0,,
