round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1_best_threshold,fed_prevalence,fed_f1_best,fed_auprc_lift,fed_auprc,fed_brier,fed_f1,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.640877513274243,0.378906352032223,24.82176,24.82176,0.5412350858791136,0.6819070965440018,0.5318988523929534,0.11460759015671221,0.3061062301863992,2.104116033041523,0.24085232329429374,0.21864218257092816,0.2868212381259209,0.34737329585790117,0.38032624458309194,0.0853496077014648,0.7493642754840495,0.2045002711006687,0.2045002711006687,0.5106872320175171,0.4334035081492378,0.29122368873385224,0.11389601892395189,0.006289160224845547,0.6235361415892839,,0.006289160224845547
12.0,0.6214191692155341,0.4728440837959118,26.8032,26.8032,0.5412350858791136,0.6940409127725046,0.5300755315647304,0.11460759015671221,0.31738801122160454,2.2279649821266134,0.2540149842751441,0.2071290468776365,0.30037145311915475,0.3275474642988806,0.37254591078875865,0.08439891654631916,0.7410172659561711,0.2045002711006687,0.2045002711006687,0.5077585577964783,0.4391645372132902,0.2971296500897198,0.11389601892395189,0.0068155819709961145,0.7005809909896925,,0.0068155819709961145
13.0,0.6122224366656507,0.6539609313061051,28.78464,28.78464,0.5412350858791136,0.7050942383633152,0.5598340008882139,0.11460759015671221,0.3295756369981879,2.3656498441259726,0.2685314712818785,0.2117659032785617,0.30261122917023786,0.33598770022127805,0.3966399671224443,0.08763305832854382,0.7694128307246297,0.2045002711006687,0.2045002711006687,0.5134324431419373,0.4400056801892724,0.29710085139412235,0.11389601892395189,0.007375845469230833,0.7938255396438763,,0.007375845469230833
14.0,0.5922255678480199,0.7735744593653637,30.76608,30.76608,0.5412350858791136,0.7160480595132712,0.5623807498867633,0.11460759015671221,0.34025013204104443,2.5371504573065216,0.28706641645653747,0.20441047467509468,0.3133631081714406,0.3269801639925214,0.387499398253789,0.08631527020187885,0.7578427324971855,0.2045002711006687,0.2045002711006687,0.5139563679695129,0.4441222677779694,0.30142878152357305,0.11389601892395189,0.00786552934235573,0.890954015427269,,0.00786552934235573
15.0,0.6390579937605211,0.7605569170011075,32.4352,32.4352,0.4559241291901578,0.674121916276456,0.5108040067336133,0.11460759015671221,0.30164957838808865,2.059083822807989,0.2360907883321803,0.20417153721429937,0.2866312068624417,0.3212175514919226,0.37779798183732916,0.08501282179037557,0.7464073160198729,0.2045002711006687,0.20454648167397296,0.518118679523468,0.4463905946640466,0.3037380332450543,0.11389601892395189,0.01175443425149614,0.6361417789012194,0.01175443425149614,
16.0,0.6382364668300411,0.7563639838848601,34.41664,34.41664,0.5412350858791136,0.6893355652395443,0.5329327349362226,0.11460759015671221,0.3148610006564599,2.1823695447242555,0.24944868376575793,0.21891141255370647,0.2932144587663787,0.3483650917941699,0.3868724401942073,0.08626490887551301,0.7574005631672859,0.2045002711006687,0.20451875282422052,0.5222195982933044,0.44387178754847306,0.30066331090134907,0.11389601892395189,0.005929022730224157,0.6983999711228535,,0.005929022730224157
17.0,0.6174548106895178,0.5798399443364339,36.39808,36.39808,0.5412350858791136,0.7027815410443636,0.5691523766759975,0.11460759015671221,0.3270785242377359,2.350998369656738,0.2676929733576926,0.21158447702382943,0.3031102252366771,0.3366020458145351,0.3979210277057258,0.08788122090138602,0.7715916827616609,0.2045002711006687,0.20450951154489178,0.5217421650886536,0.4469645983128022,0.3033855261454624,0.11389601892395189,0.006039269266797185,0.7372643032576889,,0.006039269266797185
18.0,0.605771794619747,0.8189613134053312,38.37952,38.37952,0.5412350858791136,0.7104894498337856,0.5813299898883231,0.11460759015671221,0.33054801231070396,2.4841279875589035,0.2813867984493487,0.21563357764952093,0.30438537598483434,0.3427060166320744,0.3951400064524262,0.08736005752202759,0.7670159005325524,0.2045002711006687,0.2045002711006687,0.5217031836509705,0.45076146795486993,0.30740863054209605,0.11389601892395189,0.007071725591693388,0.8975771187106147,,0.007071725591693388
19.0,0.5907615563785049,0.878835572861955,40.36096,40.36096,0.5412350858791136,0.7172453705854568,0.5362599644320182,0.11460759015671221,0.34027061546614285,2.5829512582987277,0.29218265474730765,0.1885001288210399,0.31936519340533764,0.3014482621632109,0.38155680617256327,0.08551555682885462,0.7508212985561257,0.2045002711006687,0.20450951154489178,0.521813154220581,0.45767543229070873,0.31493804448960555,0.11389601892395189,0.00828737233006727,1.1085895883152261,,0.00828737233006727
20.0,0.6382455336767193,1.3479460348072192,44.01152,44.01152,0.9971592150692714,0.6763662200466694,0.5584426188781794,0.11460759015671221,0.30442967151432465,2.073502856960329,0.23846022118193974,0.21640663004984928,0.2845324194949397,0.3423337472152685,0.38000802813526846,0.08519962999330148,0.7480474804847137,0.2045002711006687,0.20453723788864786,0.52012038230896,0.44451547373978495,0.30180739360999254,0.11389601892395189,0.0071357653221702615,1.411215690895915,0.010386906002299778,0.005770164001525927
21.0,0.6404843350739121,0.7217411072710642,45.99296,45.99296,0.5412350858791136,0.6908669025894377,0.5496834484113907,0.11460759015671221,0.3181406458184789,2.2556109197420082,0.25777064062588745,0.21032816870084875,0.29496097985711395,0.33284202836647586,0.3938183107444038,0.08700911304302122,0.76393462971798,0.2045002711006687,0.2045649717514124,0.5215632319450378,0.4463166429181843,0.303439097659209,0.11389601892395189,0.005219297869646411,0.738536802935414,,0.005219297869646411
22.0,0.6163683960852577,0.7562254137175397,47.9744,47.9744,0.5412350858791136,0.7072869775612072,0.5674584832205875,0.11460759015671221,0.33610313297146666,2.4447920237265808,0.2774327525152325,0.21837100290204825,0.3008434815338664,0.3488251725283835,0.3843960945303013,0.08571610039151704,0.7525820586297182,0.2045002711006687,0.20462883282757371,0.5229933261871338,0.4437955304357052,0.30134355287743453,0.11389601892395189,0.005353394590865856,0.7828766889870167,,0.005353394590865856
23.0,0.6004885135420437,0.9121987737701394,49.95584,49.95584,0.5412350858791136,0.7160007327470397,0.5768606923898041,0.11460759015671221,0.34384755465408917,2.5566676790020573,0.28951905990737575,0.20582409394577636,0.3130699391255288,0.3286694977568475,0.3779664331280628,0.0849151131788591,0.74554944045548,0.2045002711006687,0.2045691020131192,0.521993100643158,0.4464010007728586,0.3041326320139382,0.11389601892395189,0.005905718297697577,0.891166768502444,,0.005905718297697577
24.0,0.5790576344958952,0.9624626992323767,51.93728,51.93728,0.5412350858791136,0.7270920379922479,0.5853784630811645,0.11460759015671221,0.3535002907484113,2.7093897570268477,0.3063970206587844,0.20279834478168357,0.3188527726308991,0.32627504868423507,0.379540498310618,0.08512058059712144,0.7473534316766265,0.2045002711006687,0.20452799493876814,0.5184972882270813,0.44469785322222166,0.3022419526701578,0.11389601892395189,0.006286034137937205,0.9877385725267231,,0.006286034137937205
25.0,0.645587763826434,1.6834809281666554,53.6064,53.6064,0.4559241291901578,0.6819200374954643,0.549294960610224,0.11460759015671221,0.3089688714029836,2.1364185829546316,0.2451861261858898,0.2102226802696888,0.2919920130871015,0.3310967852751344,0.38026069879664315,0.08521153615591483,0.7481520158558868,0.2045002711006687,0.20451563277679743,0.5224745273590088,0.44603239916682363,0.30364585927703247,0.11389601892395189,0.008720313072981599,0.551474919077009,0.008720313072981599,
26.0,0.6332680008366636,0.9462270807395615,55.58784,55.58784,0.5412350858791136,0.6950007662745511,0.5251934551252609,0.11460759015671221,0.3191944527937165,2.268526218390194,0.25948473991174703,0.20031973397876582,0.3023131182194727,0.3193746457247192,0.3788301993420172,0.08505892880570941,0.7468121327621035,0.2045002711006687,0.20458042907576715,0.523309588432312,0.44400370447089316,0.30142799719228225,0.11389601892395189,0.0049301782211926435,0.8004298522137105,,0.0049301782211926435
27.0,0.6102141253163285,0.780504930025663,57.56928,57.56928,0.5412350858791136,0.7112249785014456,0.5733254705372568,0.11460759015671221,0.33482670204570136,2.45854046612032,0.28023396088181424,0.2047959056730689,0.3088624769726376,0.32748671516680433,0.38689500410843947,0.08612279152086812,0.7561527815855628,0.2045002711006687,0.2045002711006687,0.5167572498321533,0.4445889925037563,0.30172691129473034,0.11389601892395189,0.005641079415138104,0.9414906208403409,,0.005641079415138104
28.0,0.5963648271068993,0.966967905367629,59.55072,59.55072,0.5412350858791136,0.7223290421338705,0.5655594058116783,0.11460759015671221,0.3493529804279568,2.6411614555157783,0.29906326115283405,0.2022320443023173,0.3163223491274041,0.3258193453817349,0.3917970709479239,0.08679965240761338,0.7620955782973354,0.2045002711006687,0.20459894984609817,0.5255143642425537,0.44882023681289474,0.3058530548405523,0.11389601892395189,0.006227369666110184,1.0789418434724212,,0.006227369666110184
29.0,0.5736599912563026,1.1687580248484806,61.53216,61.53216,0.5412350858791136,0.7346592308237228,0.574551191680104,0.11460759015671221,0.35491981523170274,2.7938254844694006,0.3157964747496479,0.20167125934565097,0.3225636601723928,0.325814307728479,0.3968003742146114,0.08755609287550536,0.768737078808403,0.2045002711006687,0.20451563277679743,0.5269899964332581,0.4506444904961304,0.3074185772463729,0.11389601892395189,0.005597638171670916,1.01099399686791,,0.005597638171670916
30.0,0.6453766869401518,1.7153085009397155,65.18272,65.18272,0.9971592150692714,0.6815122322711578,0.5325661106469447,0.11460759015671221,0.3083647878409287,2.143593215325132,0.24646103471139275,0.21857950940447202,0.28780139869578364,0.3431129006616055,0.40316822956702025,0.08828561792641962,0.7751422636235225,0.2045002711006687,0.20457421804375336,0.5214350819587708,0.4460192355879708,0.30271275782853524,0.11389601892395189,0.005214601621619467,1.3239128038403578,0.007754922628635681,0.00428189079308577
31.0,0.6350170988046278,1.1071709558040335,67.16416,67.16416,0.5412350858791136,0.6999742331755042,0.5546202128514507,0.11460759015671221,0.32540109421802016,2.3293208228043762,0.2662281971884836,0.20950179927168416,0.2998393112427033,0.3336971944146549,0.40399035670009453,0.08851661919767456,0.7771704404942977,0.2045002711006687,0.2045649717514124,0.5222713351249695,0.44633461084019777,0.30283569369353897,0.11389601892395189,0.0037820085315268246,0.7136437161825597,,0.0037820085315268246
32.0,0.6152274507179909,1.2139568494735355,69.1456,69.1456,0.5412350858791136,0.7104650572184971,0.5525163825132661,0.11460759015671221,0.33361839904317836,2.490015051995962,0.28299523719270836,0.20159997405069335,0.3038911141736656,0.32211930790760296,0.39420859869358205,0.0870161908526652,0.7639967724487868,0.2045002711006687,0.2046246436490339,0.5251060128211975,0.4450090968937044,0.30187507133838654,0.11389601892395189,0.004287893849905158,0.8279949768912047,,0.004287893849905158
33.0,0.5888975622536287,1.0497616108379026,71.12704,71.12704,0.5412350858791136,0.725070916021394,0.5981516032066181,0.11460759015671221,0.3494826722970663,2.6548097412243394,0.3008566639272433,0.20142254844620602,0.3150710743379447,0.32078454320156824,0.3963034786728844,0.08730529214155702,0.7665350638800691,0.2045002711006687,0.2045002711006687,0.5158684253692627,0.44475791294301503,0.3016965921589762,0.11389601892395189,0.005126357813527962,1.023833938059397,,0.005126357813527962
34.0,0.5744877800042352,1.541861749169691,73.10848,73.10848,0.5412350858791136,0.7338479279256217,0.5626758609103755,0.11460759015671221,0.351896204819336,2.765451911407417,0.31197603436231464,0.19021510841640085,0.3278640202675777,0.30622432943557365,0.396178900265441,0.08735950259740441,0.7670110283286912,0.2045002711006687,0.20451875282422052,0.5177260637283325,0.4456828743739855,0.30252618526754965,0.11389601892395189,0.005608298992905257,1.1697153080021963,,0.005608298992905257
35.0,0.6361329924342837,1.54587825389909,74.7776,74.7776,0.4559241291901578,0.6866895595008784,0.5635332162028046,0.11460759015671221,0.3109617322235433,2.183779465122044,0.2504295628477525,0.22008967153989284,0.288718496173658,0.34520517518565463,0.4037606013376009,0.0887351885133209,0.7790894655639298,0.2045002711006687,0.20452799493876814,0.5176078081130981,0.4424185654802528,0.299205736837132,0.11389601892395189,0.007015206307034618,0.5131446532905102,0.007015206307034618,
36.0,0.6329470937756272,1.5065799299127987,76.75904,76.75904,0.5412350858791136,0.7021813800003414,0.5508263908062628,0.11460759015671221,0.3234727495834038,2.3644788835133674,0.2692960527388206,0.20950358561088644,0.305628950580298,0.3341309809227891,0.4136974454687419,0.09043089358966624,0.7939776512298182,0.2045002711006687,0.2045649717514124,0.5173751711845398,0.43839176668063146,0.295057409516805,0.11389601892395189,0.0037723608210311036,0.8088316154899076,,0.0037723608210311036
37.0,0.6067242195974788,1.0795245961959459,78.74048,78.74048,0.5412350858791136,0.715330519239512,0.5866408173384754,0.11460759015671221,0.33704615588848824,2.543388176203392,0.2888384767478695,0.20608166596461167,0.3100854906063976,0.33047570994348785,0.41209174311834496,0.08986210792681901,0.78898374829782,0.2045002711006687,0.20450951154489178,0.5163713097572327,0.43757563918218484,0.29460807296920555,0.11389601892395189,0.004701746720379525,1.0309333568438888,,0.004701746720379525
38.0,0.5888658733134554,1.5907753539622,80.72192,80.72192,0.5412350858791136,0.7319523953767642,0.5505980401452819,0.11460759015671221,0.35069689517259245,2.742180544736606,0.3108174590247747,0.1971073915310774,0.32852212940895836,0.31780580333293085,0.40816330039336507,0.08944610384091922,0.7853312581596217,0.2045002711006687,0.20455572629485672,0.5188822746276855,0.43919508136136526,0.2962275096454682,0.11389601892395189,0.005012883961521936,1.1348496188875288,,0.005012883961521936
39.0,0.5668898062467621,1.8179434199366866,82.70336,82.70336,0.5412350858791136,0.7430665797323492,0.5631032558019126,0.11460759015671221,0.3614941115316201,2.844178090642029,0.3215026006872412,0.2020049129785754,0.3310502525118611,0.32572500426801654,0.4212734992876178,0.0915496805222924,0.8038005312847669,0.2045002711006687,0.20464821848435522,0.5198131203651428,0.44207155433908984,0.29890460221232573,0.11389601892395189,0.005415213599413972,1.2678089522523805,,0.005415213599413972
40.0,0.6397052603621252,1.9985852629826533,86.35392,86.35392,0.9971592150692714,0.6870993800037487,0.5735519976502317,0.11460759015671221,0.31221614386002067,2.1924829766671374,0.252031456112369,0.22570005190838321,0.2852826116358207,0.3553197374158849,0.4145542467369794,0.09035844648941249,0.7933415701715143,0.2045002711006687,0.20463425715583825,0.5221439003944397,0.43485924661702496,0.291949092716181,0.11389601892395189,0.004579707972320248,1.4593646812718362,0.0064177715594210035,0.003981902929288802
41.0,0.6325283933469981,1.4798557062314903,88.33536,88.33536,0.5412350858791136,0.7067397397398042,0.5645863157595913,0.11460759015671221,0.32682496670675254,2.422812403193702,0.2770613476354844,0.21965494044310313,0.2954460097610358,0.34870863365441646,0.428309010571608,0.09278189346876697,0.8146192847242293,0.2045002711006687,0.20455572629485672,0.5179468989372253,0.43647954070854267,0.2933034061461885,0.11389601892395189,0.004264970563958184,1.0391612321836874,,0.004264970563958184
42.0,0.6045108829878144,1.4161225993318807,90.3168,90.3168,0.5412350858791136,0.7204420427397822,0.5954820319876076,0.11460759015671221,0.34426153245393487,2.567305971644675,0.29143989076442967,0.21115145979098357,0.3153780076493962,0.33706004833729897,0.4397179304909963,0.09520464133158418,0.8358908610769978,0.2045002711006687,0.2047008740546171,0.519779622554779,0.43562819595467467,0.2923251001087634,0.11389601892395189,0.004732275449782189,1.183383783325553,,0.004732275449782189
43.0,0.5873920208409614,1.6169780341236666,92.29824,92.29824,0.5412350858791136,0.731033948607753,0.5577038982657433,0.11460759015671221,0.354559036682878,2.733758533351453,0.30915442821501193,0.20469654321648173,0.3214625895548348,0.3298090128631848,0.44252152820797996,0.09641050204388235,0.8464782435306666,0.2045002711006687,0.20475154153064926,0.5212489366531372,0.437199388994377,0.2935414186442528,0.11389601892395189,0.004450887098585469,1.147454155376181,,0.004450887098585469
44.0,0.5717136419546096,2.321883650703591,94.27968,94.27968,0.5412350858791136,0.7431638990962182,0.589526271593489,0.11460759015671221,0.3614292801699129,2.87310330947424,0.32453123062458217,0.20889902875674574,0.3237472747819839,0.3356291311746844,0.4491018708772855,0.09857401632407375,0.8654737650654093,0.2045002711006687,0.20481436148510812,0.5224778056144714,0.439485873502972,0.29542462007995246,0.11389601892395189,0.004896763676866465,1.2999365677824244,,0.004896763676866465
45.0,0.6447820702763415,2.308997078758634,95.9488,95.9488,0.4559241291901578,0.6907471426910368,0.579540704944089,0.11460759015671221,0.31613060349654115,2.243567202562786,0.25746990800418257,0.2249953478014174,0.287579221142779,0.3537117461663659,0.45306373279225454,0.09950704050600616,0.8736656596614389,0.2045002711006687,0.20490502742644726,0.5233623385429382,0.4387874242865726,0.2946389783461596,0.11389601892395189,0.006274910603647872,0.5251070712693036,0.006274910603647872,
46.0,0.6333879783354637,1.6891653104900084,97.93024,97.93024,0.5412350858791136,0.7111141737410898,0.5721276624401249,0.11460759015671221,0.3306821299453978,2.419239856823014,0.2764555437034611,0.21696287851124602,0.3035077407184747,0.345584599556367,0.45501659062619204,0.10103418861331895,0.8870739255669616,0.2045002711006687,0.20482855460433935,0.5239760279655457,0.440354949797194,0.29590115333281924,0.11389601892395189,0.003443608858526262,0.9369195225881413,,0.003443608858526262
47.0,0.6049349835006799,1.4186450335254226,99.91168,99.91168,0.5412350858791136,0.7214915244415966,0.5401831388387233,0.11460759015671221,0.33860904158803695,2.5670197177885785,0.29203024780581616,0.20067269363888804,0.31410371211952154,0.3220729262359052,0.43542038329137883,0.09474494311004197,0.8318547391309872,0.2045002711006687,0.20507688108452365,0.5249762535095215,0.44122894899589177,0.2973804894181592,0.11389601892395189,0.0034895166498685563,0.9708880118560046,,0.0034895166498685563
48.0,0.58530862634357,2.038942829227739,101.89312,101.89312,0.5412350858791136,0.7329389845025936,0.5873527162340186,0.11460759015671221,0.35305353691784724,2.732971188737401,0.30984681388735535,0.20183698303928105,0.32141989697503476,0.3249479270634416,0.44193534331710826,0.09596781592702552,0.8425914868113433,0.2045002711006687,0.2048307427380251,0.5221104025840759,0.4418523807105411,0.2979875939395548,0.11389601892395189,0.003753610577168657,1.0765297781908885,,0.003753610577168657
49.0,0.5690493765316329,2.1824438327428064,103.87456,103.87456,0.5412350858791136,0.7444705371538348,0.5994415409509903,0.11460759015671221,0.36352426416049677,2.84676421520707,0.3221462837256864,0.21034258999420338,0.32231979464458294,0.3395101775328554,0.4284329364075608,0.09324960783358859,0.8187257879123162,0.2045002711006687,0.20496411756639393,0.5249133110046387,0.44118708579407895,0.29758921296947954,0.11389601892395189,0.004155852680689339,1.2257842695107684,,0.004155852680689339
50.0,0.6429882927429651,2.432393610865296,107.52512,107.52512,0.9971592150692714,0.6909721404123165,0.5514249776145559,0.11460759015671221,0.31849561696270495,2.2606465430506453,0.26004522262849666,0.2087545574846074,0.2956379664597692,0.3295440942707442,0.4081709681083795,0.08915794483734898,0.7828012399351688,0.2045002711006687,0.20464737056665308,0.5230380296707153,0.4446270485230064,0.30153557057569325,0.11389601892395189,0.0035033207390076098,1.3671740613644943,0.005360118694407524,0.0029506153679188696
51.0,0.6334750980456008,2.0809996296943605,109.50656,109.50656,0.5412350858791136,0.710608042956439,0.5609285987843741,0.11460759015671221,0.33860146708488936,2.4790316529118925,0.28323251173827696,0.20866404137762695,0.29988552171542776,0.33360222448050403,0.4224641410710977,0.09156346102568247,0.8039215232520039,0.2045002711006687,0.20467518347377006,0.5244864821434021,0.4450136749858052,0.30148430809870164,0.11389601892395189,0.0030668436578972186,0.9364368432434276,,0.0030668436578972186
52.0,0.604832307606632,1.771735048651036,111.488,111.488,0.5412350858791136,0.7239499396218291,0.5815410201594097,0.11460759015671221,0.34493945170348195,2.619334474662977,0.29792461530650416,0.2092098599677699,0.3101805555857119,0.3335519378664808,0.4136195008239719,0.08990991564253224,0.7894034970841683,0.2045002711006687,0.20505375856280905,0.5253471732139587,0.44579182121604777,0.3026964566185365,0.11389601892395189,0.0031310467700805074,0.9788631051778793,,0.0031310467700805074
53.0,0.5874688271377381,4.7107833537905375,113.46944,113.46944,0.5412350858791136,0.7367865970685046,0.546915516472049,0.11460759015671221,0.35218209642151854,2.770732747987457,0.31382661246224974,0.1959611975368572,0.32183179856483096,0.3156255199111793,0.41625016709595,0.0904343725900063,0.7940081966375764,0.2045002711006687,0.2049931911030413,0.52496337890625,0.446904962409262,0.3036181948601734,0.11389601892395189,0.0033915053749319275,1.0855569980340078,,0.0033915053749319275
54.0,0.5642905737411688,2.0283333665954215,115.45088,115.45088,0.5412350858791136,0.7448823837833678,0.5839203242159782,0.11460759015671221,0.35960049621078527,2.866754629648465,0.3247490819427006,0.2053989687670254,0.32394530461795795,0.3305310501019242,0.42560180519345514,0.0920927590202783,0.8085687268996506,0.2045002711006687,0.2052699465634789,0.5266732573509216,0.4435428024460273,0.3002336026012871,0.11389601892395189,0.0037423911342486732,1.2328075105324388,,0.0037423911342486732
55.0,0.6390223266984106,2.4733314871071537,117.12,117.12,0.4559241291901578,0.6947863684739324,0.5743155399396848,0.11460759015671221,0.3171275771947114,2.278819033252414,0.2616874416559266,0.2117441988840806,0.2934341947352041,0.3335715422012729,0.4201552050934309,0.09118095895389965,0.8005631787251578,0.2045002711006687,0.20484069465335705,0.5250418782234192,0.44446425989545457,0.30126419922429093,0.11389601892395189,0.004872521200885553,0.46526484237983823,0.004872521200885553,
56.0,0.6393461986185616,2.7672532032300348,119.10144,119.10144,0.5412350858791136,0.714120849526181,0.5570891033362185,0.11460759015671221,0.3388886972839626,2.491206570278925,0.2845635041822056,0.20272521729793525,0.3127064048043355,0.32502165151592,0.41910175391639526,0.09117046490029566,0.8004710415837272,0.2045002711006687,0.2046892783974505,0.5239822268486023,0.4423226245252744,0.29907509561178586,0.11389601892395189,0.0026033116931959625,0.8764565584715456,,0.0026033116931959625
57.0,0.6053546991064364,1.4876035556054106,121.08288,121.08288,0.5412350858791136,0.7286844836416816,0.5706220418524282,0.11460759015671221,0.35268254020753076,2.6770161719038743,0.30438438239407234,0.2077313467551106,0.31159070545099926,0.3344940673757728,0.44242093180281555,0.09598848547098235,0.8427729641285675,0.2045002711006687,0.20483408439164277,0.5240448713302612,0.44035030569570155,0.296713074072108,0.11389601892395189,0.002826546994368788,0.967731119133532,,0.002826546994368788
58.0,0.5870739493992723,1.8244788631810376,123.06432,123.06432,0.5412350858791136,0.742188736552267,0.5683469506033012,0.11460759015671221,0.36117984776315415,2.8492975942114263,0.32295763645445347,0.19375939379883247,0.32729233475686137,0.31355304505279297,0.4402081748232999,0.09555456023092715,0.8389631273655729,0.2045002711006687,0.20463215258855588,0.5233573913574219,0.44308403726672607,0.29940225847918756,0.11389601892395189,0.0027485223847745514,0.9636128160636872,,0.0027485223847745514
59.0,0.5698064709244888,3.2596002237307795,125.04576,125.04576,0.5412350858791136,0.7524351043113335,0.5782832763922643,0.11460759015671221,0.3686423834950801,2.98764567226185,0.3365868208561414,0.2013981908977613,0.3312712477061347,0.3251605642059184,0.4498009631854806,0.09785644801688077,0.8591735597204614,0.2045002711006687,0.2047294224647567,0.5262513160705566,0.4438954546362892,0.2998943347087124,0.11389601892395189,0.0030320248940057214,1.0847857645712793,,0.0030320248940057214
