round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1,fed_ece,fed_brier,fed_auprc,fed_f1_best_threshold,fed_prevalence,fed_auprc_lift,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
14.0,0.6028304677993995,0.603931067833683,7.7008,30.76608,0.5412350858791136,0.7027261800847208,0.3093748742440863,0.31168305764466236,0.19561256865033338,0.2808572317379704,0.5545436985798232,0.11474068479355488,2.4962114994013977,0.3377536333052213,0.6265011214943044,0.21081861343386576,1.850974383701935,0.27488151658767773,0.27713470894145276,0.5034877061843872,0.3834154889084288,0.24645480282535168,0.11389601892395189,0.01004054799272916,1.113656560657546,,0.01004054799272916
15.0,0.647480019096952,0.6197032484214136,8.1184,32.4352,0.4559241291901578,0.664501295696981,0.2696236730352587,0.3429293720903248,0.21863099724521642,0.23000038497305886,0.5380574580852208,0.11474068479355488,2.0170997705438594,0.29685536742997737,0.6243957250744421,0.21033907034855925,1.8467640250797719,0.27419577523125777,0.27596281540504647,0.49947550892829895,0.38346783548850016,0.24667374814916398,0.11389601892395189,0.011074660276079175,0.6047872628550977,0.011074660276079175,
16.0,0.6437833431157733,0.5382228190173953,8.6144,34.41664,0.5412350858791136,0.6793508957405754,0.28323490153654374,0.3402429370201134,0.2151043284080838,0.24817611722725338,0.5592950406162609,0.11474068479355488,2.183977142193774,0.31046567127976565,0.6104894391594798,0.20386849747927763,1.7899527955880543,0.26196279666452854,0.2704567860663819,0.5031572580337524,0.38426736739070705,0.2473578535140362,0.11389601892395189,0.006430971443903891,0.7417145818471909,,0.006430971443903891
17.0,0.6264101516392283,0.5067177592684785,9.1104,36.39808,0.5412350858791136,0.6911335963162729,0.28776372857181587,0.33220107818757677,0.20983645278054397,0.25990284432879807,0.5722424705594418,0.11474068479355488,2.29015653992459,0.31797344196501615,0.6401703733647625,0.21092638064478114,1.851920573146777,0.27894467213114754,0.2811958905690869,0.49761825799942017,0.3815557475334577,0.24495794825832964,0.11389601892395189,0.006930636121285987,0.8256484173471108,,0.006930636121285987
18.0,0.6106498587466728,0.748857704105396,9.6064,38.37952,0.5412350858791136,0.7055920061101925,0.3035872558155216,0.3381918797460323,0.21144579632358781,0.2758151414867802,0.5708991126321473,0.11474068479355488,2.4428785606660637,0.33383480064005744,0.6633966225610328,0.21700877063023122,1.9053235809333027,0.2790930727796568,0.2809917355371901,0.5023905038833618,0.3791666315167556,0.24287859422206573,0.11389601892395189,0.008032332966395526,0.995075789745897,,0.008032332966395526
19.0,0.592720628605822,0.7600434439977888,10.1024,40.36096,0.5412350858791136,0.7141447265469488,0.30886022122077333,0.332491894047787,0.20986437294642227,0.29360667104458893,0.6117751997935869,0.11474068479355488,2.6098388337515432,0.34510775609475686,0.6560574019954332,0.2118387663109852,1.859931262851509,0.2804678656772733,0.28295426754707753,0.49940285086631775,0.379261574978149,0.24327942941804034,0.11389601892395189,0.0077698270215264785,1.0099708676571026,,0.0077698270215264785
20.0,0.6476892478760715,0.8122089798764165,11.016,44.01152,0.9971592150692714,0.6650898989624661,0.26996591230365796,0.33485326141753013,0.21422275196899415,0.23133845417454377,0.5523184531359875,0.11474068479355488,2.024595675844421,0.29346830560927606,0.6414393739249198,0.20771830755476822,1.8237538898832035,0.2824644549763033,0.28383160463697377,0.500519871711731,0.38096840195239684,0.24492175969987706,0.11389601892395189,0.006481616687291169,1.254321797285229,0.009324663122408948,0.005232075980577985
21.0,0.6448152628214683,0.7262493148005832,11.512,45.99296,0.5412350858791136,0.6807715784542978,0.2792994079767846,0.3472828447963191,0.22013808342098573,0.24784195861013514,0.5566421600409445,0.11474068479355488,2.1783066887832456,0.3072816881205462,0.6543557088886612,0.21077591263655326,1.8505994733432067,0.281885506053838,0.28435903673072244,0.5006679892539978,0.3790991647136464,0.24333207568926507,0.11389601892395189,0.004894389352700838,0.668746962910518,,0.004894389352700838
22.0,0.6251266686079126,0.5995360773027585,12.008,47.9744,0.5412350858791136,0.6933259364986395,0.2921062166303515,0.34294829205426974,0.2157593021458173,0.26705189204730007,0.5571053556043726,0.11474068479355488,2.3540508302785286,0.3194767241357229,0.6446373758112531,0.20774443270002596,1.8239832670423402,0.27597161918881713,0.2841544970656476,0.5036800503730774,0.3825650828864675,0.24607087237790273,0.11389601892395189,0.006230554344115044,0.8755272581474856,,0.006230554344115044
23.0,0.6079881479825636,0.6823856557711384,12.504,49.95584,0.5412350858791136,0.707649999506603,0.30580252819723774,0.33338622651850724,0.20838719023778357,0.27894866007599467,0.5451109391699984,0.11474068479355488,2.4661979755277006,0.33153056809565795,0.6626569955237109,0.21105707758096934,1.853068084160972,0.2774750227066303,0.2824649563607511,0.5025265216827393,0.3784606365380202,0.24261723485740558,0.11389601892395189,0.007210218126933546,1.0508135096170008,,0.007210218126933546
24.0,0.5872480972761985,0.7514430496354457,13.0,51.93728,0.5412350858791136,0.7173087816116601,0.3133133000680745,0.31911724661690277,0.19842361958979784,0.2998825255495617,0.5490316516229242,0.11474068479355488,2.6598536144622305,0.3450962387207555,0.6387517833398397,0.20757897180369897,1.8225305306087913,0.2783343391671696,0.2821842586943258,0.5032089948654175,0.38126538936970267,0.24508789151218957,0.11389601892395189,0.007625684209748875,1.1641248953528702,,0.007625684209748875
25.0,0.6517207664345379,1.128190726808059,13.4176,53.6064,0.4559241291901578,0.6705962624853965,0.27789214216008834,0.3345771779065665,0.21162794848609973,0.23718757535361995,0.5336696193042358,0.11474068479355488,2.0769756392900085,0.29585752645024765,0.6374558391067924,0.20715802161993824,1.818834614037363,0.2781206701095856,0.2836557705136758,0.5010761022567749,0.38062212954854335,0.24463659261729453,0.11389601892395189,0.008665420476191201,0.5506254769861698,0.008665420476191201,
26.0,0.6401392344690306,0.7089099230357405,13.9136,55.58784,0.5412350858791136,0.6870934958214305,0.28887558793896095,0.3424003005261305,0.21520876579495993,0.2543820728287145,0.5461427485298325,0.11474068479355488,2.230996676053555,0.3089816045094749,0.657939493470997,0.21037344876480418,1.847065865447589,0.2832226994663543,0.2838569880823402,0.5007848739624023,0.3772795216412266,0.24193781848705664,0.11389601892395189,0.004928935960639225,0.7813702063867822,,0.004928935960639225
27.0,0.6221266297597566,0.7282053070930118,14.4096,57.56928,0.5412350858791136,0.6981006695075058,0.3008232868417545,0.3205178251085767,0.20095040645935305,0.2726454502718837,0.5592474878295762,0.11474068479355488,2.397116203455594,0.3233287125832777,0.6609290238649912,0.21594548668113486,1.8959880136400655,0.2785749628896586,0.283013698630137,0.5024941563606262,0.3790276703446828,0.24296060252107587,0.11389601892395189,0.005381815088315735,0.8759320529643446,,0.005381815088315735
28.0,0.6038588180031011,0.8250522401795412,14.9056,59.55072,0.5412350858791136,0.7117742852968111,0.31052169638462906,0.316059980555067,0.19786713634572808,0.2938775380584375,0.565366974162371,0.11474068479355488,2.6010078684533258,0.3400533110130486,0.665197657127795,0.21706838007924806,1.905846948207945,0.2782889828400895,0.282330776476921,0.502126932144165,0.3781225690979549,0.2419805054534143,0.11389601892395189,0.005223629744970787,0.8792576476698741,,0.005223629744970787
29.0,0.5782025347162537,0.953841157613881,15.4016,61.53216,0.5412350858791136,0.7234873401989331,0.31226925823043383,0.3306561260966468,0.20565415559656125,0.3079527218021793,0.5667604662024032,0.11474068479355488,2.7357282227531137,0.351793927641191,0.6426144292893361,0.21490913729906838,1.8868889301790497,0.2774102079395085,0.2801399354144241,0.5025185346603394,0.3827029747432933,0.2457885812017619,0.11389601892395189,0.006446143445491713,1.1266739383572713,,0.006446143445491713
30.0,0.6454629044882527,1.2116383102708632,16.3152,65.18272,0.9971592150692714,0.673655913401123,0.27511450303605567,0.33592922351846405,0.21413694709415518,0.2402052368126375,0.5509362774192987,0.11474068479355488,2.0933515055224925,0.2990424384576883,0.6358877349138147,0.21112697886665646,1.8536818131248771,0.27908183115030477,0.280763880106235,0.499724417924881,0.38196750583019423,0.24567181255506887,0.11389601892395189,0.005794858666090693,1.4430366478627548,0.008530279140516695,0.004756047661869121
31.0,0.6413571018385962,0.8761177027471525,16.8112,67.16416,0.5412350858791136,0.6919727339755545,0.29004821578785017,0.3476583951890041,0.21834769757844985,0.26113265938217156,0.5436678212286091,0.11474068479355488,2.282554624890203,0.31615675372762403,0.6468872791679251,0.21326561205471165,1.8724588802099273,0.27642825011246064,0.279863481228669,0.5006788969039917,0.3819571620964177,0.24546576785471372,0.11389601892395189,0.00437699451060837,0.8035130726639181,,0.00437699451060837
32.0,0.6226892911676448,0.8474287293964364,17.3072,69.1456,0.5412350858791136,0.706092314376167,0.3024956833750953,0.33450547208862286,0.2094548936833766,0.2795772090089969,0.5898928994487329,0.11474068479355488,2.464287649682834,0.3309047904387954,0.6304529563973315,0.20610064608895484,1.8095509222896349,0.2667594525632104,0.2732164554764798,0.5029362440109253,0.38370183207583275,0.24722664460593502,0.11389601892395189,0.005996385424588168,1.1291144471615553,,0.005996385424588168
33.0,0.6001427400379065,0.8659673617101481,17.8032,71.12704,0.5412350858791136,0.7156406690353726,0.3086269521627199,0.3238646384387925,0.2021704185347442,0.2961656701174725,0.5787987848584356,0.11474068479355488,2.621131072088836,0.3429613608405872,0.6339879110629392,0.2047713885534972,1.7978801233625434,0.2578610341202332,0.2706458234643928,0.5029763579368591,0.384571014654355,0.24789349057904497,0.11389601892395189,0.005597488384179277,1.0898400532314554,,0.005597488384179277
34.0,0.5815409633537342,1.1080728877433494,18.2992,73.10848,0.5412350858791136,0.7291105730039366,0.31410985347399184,0.32743585544703047,0.20450182736376254,0.3087631923426883,0.5907115724898147,0.11474068479355488,2.7429240111751803,0.3579075048320285,0.6130312051153172,0.18704842684220505,1.642273615964548,0.2412324422292705,0.24432597105864434,0.5029283761978149,0.3853855184714599,0.24869792555370737,0.11389601892395189,0.006402899818002648,1.2889156761812046,,0.006402899818002648
35.0,0.6465175326668041,1.2633763712452957,18.7168,74.7776,0.4559241291901578,0.6792909250827983,0.2801510987178097,0.34040556471909256,0.2153679651520725,0.24702878356156785,0.5474067121661621,0.11474068479355488,2.1520634829969167,0.3055681511819253,0.62072934000074,0.18989528989000498,1.6672688974036716,0.24544038126661166,0.25193010971149943,0.5022737383842468,0.38503931000708,0.24845782637881828,0.11389601892395189,0.007149205232068219,0.5277930507436395,0.007149205232068219,
36.0,0.6371651352528337,1.0603990309636344,19.2128,76.75904,0.5412350858791136,0.6965604710703536,0.2973448851173894,0.33013818157960584,0.2070053497003107,0.2676749702268677,0.5592940246230527,0.11474068479355488,2.3479077893689797,0.3219070237653602,0.5838263343618697,0.15267368647649476,1.3404655221394053,0.21928009929664874,0.23151289009497963,0.4991705119609833,0.38511767403709496,0.24891270287081363,0.11389601892395189,0.004695902392738104,0.9711736795725301,,0.004695902392738104
37.0,0.6112707148428596,0.9654790152973801,19.7088,78.74048,0.5412350858791136,0.7116763712196541,0.30238929922171015,0.3335735990709466,0.2080895035155533,0.28886066438408486,0.57003209122043,0.11474068479355488,2.552161308175017,0.3411784852053042,0.5547056955285149,0.1348136104212465,1.1836551592840243,0.21434212604643815,0.22287111231834852,0.4989801049232483,0.3864386912257738,0.2500549009078291,0.11389601892395189,0.004722575037031519,1.0002514963271096,,0.004722575037031519
38.0,0.598513143297609,1.2789141923723975,20.2048,80.72192,0.5412350858791136,0.724470804759362,0.3193892587847925,0.3169074647527419,0.19601406678523484,0.3051507941408686,0.5505430562044648,0.11474068479355488,2.704182330895874,0.35444896675460724,0.5984194643201266,0.16451628668502333,1.4444428193304146,0.2311044075749958,0.23410649610849965,0.4993197023868561,0.38569462098204876,0.24925675995482832,0.11389601892395189,0.005754160856801471,1.2574247003067285,,0.005754160856801471
39.0,0.5770738341494861,1.285047630980598,20.7008,82.70336,0.5412350858791136,0.7342504831596868,0.3173735356839648,0.31071130590560714,0.19359516461465887,0.32215451037800996,0.6078965411205427,0.11474068479355488,2.8555715938501383,0.357833061214723,0.5554677233371964,0.137994085364922,1.2115795325301082,0.2139673105497771,0.21808680135109298,0.49863195419311523,0.3870722346783668,0.2505217894548841,0.11389601892395189,0.006159575586263244,1.3949500967282802,,0.006159575586263244
40.0,0.6490953532675396,1.741024165398036,21.6144,86.35392,0.9971592150692714,0.6769549384614467,0.2745510307480881,0.3482163950218467,0.22440970430218887,0.24729139022166738,0.5779379351216501,0.11474068479355488,2.1528908929075685,0.30453315128714403,0.568584008715544,0.15065229459134727,1.3227178264407773,0.2147381926068479,0.21752877197420006,0.4979267120361328,0.38682664780601395,0.25021089352311454,0.11389601892395189,0.004710409115526383,1.46797807328403,0.006845765305141854,0.003986950397953641
41.0,0.6436586035198693,1.2328042407544513,22.1104,88.33536,0.5412350858791136,0.6979108951522318,0.2940127777823125,0.3373065286849167,0.21236842930320823,0.2679016832676565,0.5632255452404629,0.11474068479355488,2.3448130754398773,0.32345124511673035,0.5817416445373818,0.1606879690209299,1.4108304270777094,0.2204523254940266,0.22364103928349743,0.5009611248970032,0.3869596660539161,0.2502425489540803,0.11389601892395189,0.0038157109683725453,0.9015918056247756,,0.0038157109683725453
42.0,0.6226817582327685,1.037958098283355,22.6064,90.3168,0.5412350858791136,0.7091733302609537,0.29771139993139367,0.3393683617522853,0.21200982671623728,0.2880522257300094,0.5638660880374042,0.11474068479355488,2.5360583278519404,0.3366659957190964,0.6165824238703825,0.18514103588710798,1.62552684137912,0.2426240888580354,0.247662227259847,0.5021058917045593,0.38532791697803176,0.24883619946644173,0.11389601892395189,0.004366494071349993,1.0538745241938159,,0.004366494071349993
43.0,0.5927493656042507,1.0236411275858164,23.1024,92.29824,0.5412350858791136,0.7238738633476204,0.3089216389621964,0.3222810994820929,0.20075169678752178,0.3087794230018139,0.585676690049597,0.11474068479355488,2.7324246243107293,0.3550465765774266,0.6238042819632905,0.18821893178126411,1.6525505769164546,0.24931239464111438,0.24973432518597236,0.4999811053276062,0.3848613567042467,0.24843163619519712,0.11389601892395189,0.004750995390688971,1.1816249798284844,,0.004750995390688971
44.0,0.5743874943129222,1.300304964843138,23.5984,94.27968,0.5412350858791136,0.7385041565290714,0.32063397943708266,0.3332702118947304,0.2083511131664713,0.32473176720804164,0.6289619057920404,0.11474068479355488,2.8840958013801155,0.37105852706514775,0.5684175527876374,0.14748175541530673,1.2948806886198538,0.21766169154228857,0.22007301607634663,0.4992733895778656,0.38825818451111227,0.25130289570163494,0.11389601892395189,0.0053311243380629375,1.3688037256943062,,0.0053311243380629375
45.0,0.6508030182926186,2.243353813024916,24.016,95.9488,0.4559241291901578,0.6837411500381452,0.28509410952839376,0.33130963170274436,0.21051652347226588,0.2504376889197566,0.5487101634069602,0.11474068479355488,2.178945137217568,0.30806673997563305,0.5665802628547925,0.14664434827950623,1.2875283057735347,0.21534936998854526,0.21888790820829657,0.49865227937698364,0.38785744355203544,0.25100388620043856,0.11389601892395189,0.0063515502917614215,0.535380220040679,0.0063515502917614215,
46.0,0.6361784842919807,1.3139374060756779,24.512,97.93024,0.5412350858791136,0.6977999451922511,0.2928387510094355,0.3419055848425556,0.21502331740810504,0.27101585130363387,0.5614793606736478,0.11474068479355488,2.3715788748924527,0.32368469122681903,0.5311805058422969,0.122783795683085,1.0780341301048237,0.21110601193207892,0.21599855760562534,0.4990099370479584,0.3887676804818314,0.2519707976963421,0.11389601892395189,0.0035345975171330517,0.931669689132832,,0.0035345975171330517
47.0,0.6131036575594626,1.2894834894142564,25.008,99.91168,0.5412350858791136,0.7153706919792611,0.3058807174700352,0.3441383525343941,0.21490633176053328,0.29167289146988756,0.5688794748641903,0.11474068479355488,2.560913251878679,0.33894883209763865,0.5104178520669624,0.1131103713486062,0.9931020628923802,0.190822209936024,0.2112528297719618,0.4969402849674225,0.387813337247357,0.2513767973658983,0.11389601892395189,0.003966517804784191,1.064034487819299,,0.003966517804784191
48.0,0.5875925106703123,1.2501635010203835,25.504,101.89312,0.5412350858791136,0.7265943486028711,0.3068193017413185,0.3432252165152707,0.21465150935813124,0.30682354712826165,0.583200821698027,0.11474068479355488,2.7100704748701703,0.3495839080209108,0.5449186040050119,0.12985342129107474,1.1401050055821318,0.192957898137181,0.21342470782598055,0.49587973952293396,0.38560431745081253,0.24945201026616226,0.11389601892395189,0.004476846256689545,1.231994922272861,,0.004476846256689545
49.0,0.5717152896228737,1.5571802194967548,26.0,103.87456,0.5412350858791136,0.7367800076124255,0.32402742654749694,0.3158858834145615,0.19545503198671463,0.32792695223818263,0.5889421386376009,0.11474068479355488,2.9074092620765772,0.36128518285808275,0.5057527941730787,0.11065058356373075,0.9715052783154071,0.19145412388208016,0.20999016032876078,0.49717438220977783,0.3888595281210536,0.25230968373315477,0.11389601892395189,0.004824411299082481,1.37392282881774,,0.004824411299082481
50.0,0.6432335867353199,1.7171388319141685,26.9136,107.52512,0.9971592150692714,0.6844211892838868,0.2813993256039701,0.35802560034447156,0.22742031787648762,0.25701366448574464,0.5778339488407427,0.11474068479355488,2.236143622931024,0.31043376471310546,0.5124194268725628,0.11320900614034701,0.9939680702618447,0.2066833311406394,0.2117327346842323,0.49899154901504517,0.3892201685501673,0.252489638035226,0.11389601892395189,0.0039299920459140705,1.5046487973304465,0.005509557285376584,0.003443916343009269
51.0,0.6384473250542589,1.2348448444119409,27.4096,109.50656,0.5412350858791136,0.7054315530156916,0.30191156173785566,0.3278868677599162,0.20520453165040084,0.279179871144036,0.5422974620108217,0.11474068479355488,2.4399545280407096,0.32581446915971796,0.4450123810380997,0.09595110457467305,0.8424447621715329,0.16689529035208048,0.20461238729554618,0.4894295632839203,0.3896875524489075,0.25327123155493536,0.11389601892395189,0.0031856523069835932,0.9463239624164999,,0.0031856523069835932
52.0,0.6162947431647265,1.3129797759707402,27.9056,111.488,0.5412350858791136,0.7176267024179296,0.3055404807491742,0.3363950845788019,0.21055929589154415,0.2974671500282318,0.6071583840129419,0.11474068479355488,2.6111532848256367,0.3424435071680608,0.5415115533515595,0.12493935312732005,1.0969597911121176,0.20714893617021277,0.2155491024287223,0.49819663166999817,0.38705756195364655,0.25062933509094487,0.11389601892395189,0.0034651709939343507,1.050627897377126,,0.0034651709939343507
53.0,0.5907796766211961,1.2150234946179903,28.4016,113.46944,0.5412350858791136,0.7286806605469344,0.3157831681505996,0.33346709224550436,0.20800795951690185,0.3096533241268526,0.616885296064396,0.11474068479355488,2.7299083969937996,0.3514971538830404,0.5570952993819797,0.1353571533221472,1.1884274323277697,0.2060776816260817,0.2175062805764908,0.49695515632629395,0.38607553402810796,0.2497353756078535,0.11389601892395189,0.0035168656232999885,1.0958338687196374,,0.0035168656232999885
54.0,0.5710815324866022,1.7261093416530429,28.8976,115.45088,0.5412350858791136,0.7443650005537188,0.3173816863378581,0.3482739195978124,0.21637912944765453,0.3379041453431471,0.6344002079788863,0.11474068479355488,2.9907116772550864,0.36678013818702593,0.5842115899808993,0.14801860702171837,1.2995942125119408,0.22701149425287356,0.2285489579237122,0.4999048709869385,0.3868697179441357,0.25023875068541057,0.11389601892395189,0.004032123440858145,1.2894884005654603,,0.004032123440858145
55.0,0.6442485116754764,1.942181453464024,29.3152,117.12,0.4559241291901578,0.6887654858616321,0.28921174627501844,0.33548195626444116,0.21267954536638473,0.2615696375517477,0.5586682445456884,0.11474068479355488,2.2765718380310624,0.31801036316424464,0.5835980598346815,0.1463662617963038,1.285086723654777,0.22787208843268852,0.2295228184926416,0.4995476305484772,0.3871342468630104,0.25046470779402413,0.11389601892395189,0.005090635977191587,0.48880760138854384,0.005090635977191587,
56.0,0.6403579160254265,1.8296045570523205,29.8112,119.10144,0.5412350858791136,0.7053874610168145,0.29847048333959414,0.33313252866710846,0.2101473026813094,0.28252151188830904,0.5650609158906121,0.11474068479355488,2.467422495847565,0.3302803668976338,0.5667799246320087,0.14255788464703156,1.251649407888586,0.2192563081009296,0.2202396457410784,0.49980631470680237,0.3894182419499727,0.2522474582937459,0.11389601892395189,0.0026523143144931175,0.8678790715057403,,0.0026523143144931175
57.0,0.6119918269448671,1.4050138107935501,30.3072,121.08288,0.5412350858791136,0.7215164557489893,0.30222032154528317,0.3494211422367228,0.21791397356555084,0.30232182538640534,0.5667081504763822,0.11474068479355488,2.651358808111378,0.33638240922402074,0.6062362919201258,0.17619298177816858,1.5469634798720422,0.23313460935048635,0.23490945674044267,0.5004911422729492,0.3882096692851484,0.2509428834946919,0.11389601892395189,0.002759967558283767,0.9186881573405117,,0.002759967558283767
58.0,0.593276328332441,1.5181047069277955,30.8032,123.06432,0.5412350858791136,0.7372050944221213,0.31836068096399817,0.32747425805414876,0.2033638822016698,0.32353668481480063,0.5972696580236623,0.11474068479355488,2.849113147074251,0.35995986791574164,0.558292002550651,0.14281805156318023,1.253933657317202,0.21161074759849646,0.21373118206980357,0.4997940957546234,0.39001061526786707,0.2526865418962957,0.11389601892395189,0.0036104645918679243,1.2280275544617325,,0.0036104645918679243
59.0,0.5714884486912799,2.412525368777808,31.2992,125.04576,0.5412350858791136,0.7469370360622877,0.3285269959730825,0.3095296297405919,0.19118950526028028,0.34046107682919347,0.5843356033188759,0.11474068479355488,3.0172791695761436,0.36734210192204747,0.5439523338692284,0.1330588151864534,1.168248165682564,0.20375478245395498,0.21146929967959194,0.49788692593574524,0.3882775287202431,0.25147630912393804,0.11389601892395189,0.00402016046924984,1.4048503178637475,,0.00402016046924984
