round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1_best,fed_f1,fed_ece,fed_auprc,fed_f1_best_threshold,fed_auprc_lift,fed_prevalence,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.17422725052165894,0.0328080559424735,3.65056,3.65056,0.9971592150692714,0.5912465601370442,0.26006450534697445,0.2006142200717197,0.38278005034050294,0.18272938071694705,0.49383057077175563,1.6107339714290694,0.11252359974826932,0.24574768503330222,0.5493305143583549,0.1559086065416049,1.3688679201834502,0.00176522506619594,0.207901427733229,0.47221845388412476,0.35801656789073855,0.22894220127985487,0.11389601892395189,0.023606640708099515,2.5111430005636066,0.019424981807070325,0.026399407013724365
2.0,0.17346614425090146,0.027900013964965005,7.30112,7.30112,0.9971592150692714,0.6333147143015379,0.28370858701743873,0.23553173979027758,0.38879101543474515,0.20484801765824612,0.5080828515030889,1.8148043360025488,0.11252359974826932,0.24934137487994734,0.5581664076376164,0.1720869878919171,1.5109131075671678,0.03324808184143223,0.22613531047265986,0.47506317496299744,0.35822630840702824,0.2288564538665566,0.11389601892395189,0.01710030207375377,1.897816360462457,0.014164969801859377,0.019070155390046285
3.0,0.16994420529491544,0.026705663805865604,10.95168,10.95168,0.9971592150692714,0.6503400519190742,0.2854593737696212,0.2597649908885989,0.3761018038940099,0.21376899976560193,0.5015829922681788,1.8944019567401205,0.11252359974826932,0.23887913045182346,0.6020061729247185,0.1840470876487766,1.615922043523439,0.015665796344647518,0.2479211579919926,0.4713878333568573,0.3557081985719023,0.22704772601770556,0.11389601892395189,0.012028730556283939,1.4160611268598586,0.010684997865571118,0.012954085284170185
4.0,0.1688149548424533,0.029881291853870957,14.60224,14.60224,0.9971592150692714,0.6601510095483007,0.29667717052957115,0.2665031992624546,0.37650572422580036,0.22134346210732578,0.5062874640437174,1.966579289991702,0.11252359974826932,0.23863598999312338,0.6228781324247262,0.1928469248730254,1.6931840699523384,0.030017152658662092,0.26511571549739493,0.4693399965763092,0.3547432972921195,0.22620062127845317,0.11389601892395189,0.00984689410391818,1.2275904584676027,0.008683593913696453,0.010675795528789675
5.0,0.1654414677891322,0.03206024240321924,18.2528,18.2528,0.9971592150692714,0.6614106190735686,0.2954195209975797,0.275366849493501,0.37948793094813843,0.22387488475170877,0.5024110152220259,1.9930640781537197,0.11252359974826932,0.24043040321676742,0.6138231759158552,0.1890522798741551,1.6598673216171398,0.013967699694456569,0.25759734093067427,0.46850529313087463,0.3544351663891385,0.2261660011150347,0.11389601892395189,0.008992173825666585,1.1835875660181046,0.00815439222675082,0.009611568144434611
6.0,0.1637460804494389,0.032580475627336625,18.2528,18.2528,0.0,0.6759139753872268,0.30839314048839545,0.2779457463217072,0.3760378794016666,0.23768451970841273,0.5249031576572384,2.13835925214266,0.11252359974826932,0.23660384974683746,0.6138231759158552,0.1890522798741551,1.6598673216171398,0.013967699694456569,0.25759734093067427,0.46850529313087463,0.3544351663891385,0.2261660011150347,0.11389601892395189,0.0,0.0,,
7.0,0.1622309941775868,0.05949023320985457,18.2528,18.2528,0.0,0.6853181388090237,0.3150186585013325,0.28630790429361513,0.37555739986138786,0.24787285778662957,0.5233111653483985,2.230664317112706,0.11252359974826932,0.23607077627499426,0.6138231759158552,0.1890522798741551,1.6598673216171398,0.013967699694456569,0.25759734093067427,0.46850529313087463,0.3544351663891385,0.2261660011150347,0.11389601892395189,0.0,0.0,,
8.0,0.15656994428870408,0.0690718020229025,18.2528,18.2528,0.0,0.6953157064381537,0.324263054177649,0.2944793581259798,0.3678625509658649,0.25740476291787096,0.5196150226927613,2.326475903419018,0.11252359974826932,0.22983658136985047,0.6138231759158552,0.1890522798741551,1.6598673216171398,0.013967699694456569,0.25759734093067427,0.46850529313087463,0.3544351663891385,0.2261660011150347,0.11389601892395189,0.0,0.0,,
9.0,0.16370011696816905,0.04052035907415662,21.90336,21.90336,0.9971592150692714,0.6635377687900212,0.297077497015846,0.27985286909337,0.3758262501132794,0.2268330065731593,0.5039677588425018,2.024026501919612,0.11252359974826932,0.23763733900972922,0.5727496235289973,0.17353032866332085,1.5235855502481317,0.003527336860670194,0.22261712439418418,0.4705515503883362,0.3555493709548346,0.227146833286609,0.11389601892395189,0.008451992806635559,1.170519194449298,0.007106629049195138,0.009482876738477305
10.0,0.1624900762053908,0.032651807990563934,21.90336,21.90336,0.0,0.6767622969200728,0.3071217456367488,0.2811547643698786,0.3765104406899517,0.2405329919852847,0.5181027153908943,2.1612256233212634,0.11252359974826932,0.23715943537788703,0.5727496235289973,0.17353032866332085,1.5235855502481317,0.003527336860670194,0.22261712439418418,0.4705515503883362,0.3555493709548346,0.227146833286609,0.11389601892395189,0.0,0.0,,
11.0,0.1613566795566707,0.08493887512165413,21.90336,21.90336,0.0,0.6835604971068461,0.31412529648001297,0.2916914332042757,0.36546562559916734,0.24698100510029317,0.5138184897456248,2.2323326948699735,0.11252359974826932,0.22844302202948694,0.5727496235289973,0.17353032866332085,1.5235855502481317,0.003527336860670194,0.22261712439418418,0.4705515503883362,0.3555493709548346,0.227146833286609,0.11389601892395189,0.0,0.0,,
12.0,0.15569776911441158,0.052940566883578656,21.90336,21.90336,0.0,0.6965625795365841,0.3256763684251648,0.28741038007803854,0.37496213959008345,0.26105970317845273,0.5342715854386699,2.3696583029411977,0.11252359974826932,0.23471924556209764,0.5727496235289973,0.17353032866332085,1.5235855502481317,0.003527336860670194,0.22261712439418418,0.4705515503883362,0.3555493709548346,0.227146833286609,0.11389601892395189,0.0,0.0,,
