round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_auroc,fed_f1_best,fed_auprc,fed_auprc_lift,fed_ece,fed_prevalence,fed_f1_best_threshold,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
11.0,0.630832105142147,0.35798944190905213,21.90336,21.90336,0.0,0.29747211411426133,0.6962711149202236,0.3210415442163657,0.24094849419427522,2.2114598407909036,0.33474549335932674,0.11060749134403525,0.5503040127177115,0.2114323447665807,0.476362618215208,0.13590569620514986,1.1932436049050474,0.20396445659603554,0.2046225519019404,0.4975932240486145,0.4109518238901042,0.26998125402851314,0.11389601892395189,0.0,0.0,,
12.0,0.6198355864886211,0.4691325689076421,21.90336,21.90336,0.0,0.30234297711535124,0.7071908578687229,0.3285790386352962,0.25035440637515366,2.3010988267250516,0.33921687040744164,0.11060749134403525,0.5533863212107712,0.21267481614085765,0.476362618215208,0.13590569620514986,1.1932436049050474,0.20396445659603554,0.2046225519019404,0.4975932240486145,0.4109518238901042,0.26998125402851314,0.11389601892395189,0.0,0.0,,
13.0,0.6423127298938873,0.32424881026848396,25.55392,25.55392,0.9971592150692714,0.2750940847619941,0.6783577234897489,0.2996747798635645,0.2239442315698823,2.0413778867634527,0.35681968560084104,0.11060749134403525,0.5468456758505749,0.22443550740859,0.4569146701032754,0.11593303842007463,1.017884905156192,0.20361517096935755,0.2045002711006687,0.49663060903549194,0.4153664899649944,0.2743159420875298,0.11389601892395189,0.009112073992350662,1.3994525850284845,0.007222461395287168,0.010535989281289326
14.0,0.6453350978700384,0.33028320970870256,25.55392,25.55392,0.0,0.28793604199812806,0.6885026806440129,0.3107484319184025,0.2331261379332602,2.1318669434196766,0.32315103226547387,0.11060749134403525,0.5342937681522616,0.2037838483643477,0.4569146701032754,0.11593303842007463,1.017884905156192,0.20361517096935755,0.2045002711006687,0.49663060903549194,0.4153664899649944,0.2743159420875298,0.11389601892395189,0.0,0.0,,
15.0,0.6273229769998333,0.3834797835242814,25.55392,25.55392,0.0,0.29681991818279585,0.699426113734398,0.32075995827344267,0.24397032003793312,2.234846624815122,0.3380609641280195,0.11060749134403525,0.5403465840664157,0.21105803462632697,0.4569146701032754,0.11593303842007463,1.017884905156192,0.20361517096935755,0.2045002711006687,0.49663060903549194,0.4153664899649944,0.2743159420875298,0.11389601892395189,0.0,0.0,,
16.0,0.6166560244811744,0.5359587009240447,25.55392,25.55392,0.0,0.30077390446834623,0.7067777117881922,0.32976654261230876,0.25436943166081255,2.3346037161981994,0.335891962837021,0.11060749134403525,0.5718063488860606,0.2103036326834971,0.4569146701032754,0.11593303842007463,1.017884905156192,0.20361517096935755,0.2045002711006687,0.49663060903549194,0.4153664899649944,0.2743159420875298,0.11389601892395189,0.0,0.0,,
17.0,0.6472520335312386,0.4768026957583252,29.20448,29.20448,0.9971592150692714,0.28258701073221143,0.6805039555553781,0.3005226563981028,0.22534725655651044,2.053551301825616,0.3439877388516349,0.11060749134403525,0.5321457129587421,0.214538029319244,0.4422114312554336,0.11188866104193265,0.9823755219806274,0.19172951359011997,0.20454545454545453,0.49239581823349,0.4081057649660952,0.2683989277756896,0.11389601892395189,0.008462720667300335,1.3775541705545038,0.006517729176165233,0.009948446726272863
18.0,0.6444699526561688,0.35385719186493747,29.20448,29.20448,0.0,0.2839596590712612,0.6901016726625449,0.3110877915791582,0.23436965194551143,2.1464706371391014,0.34383782186892226,0.11060749134403525,0.5598672851624639,0.21550542193855862,0.4422114312554336,0.11188866104193265,0.9823755219806274,0.19172951359011997,0.20454545454545453,0.49239581823349,0.4081057649660952,0.2683989277756896,0.11389601892395189,0.0,0.0,,
19.0,0.6263138541342583,0.40652435025909295,29.20448,29.20448,0.0,0.29740528346480205,0.6976562208556628,0.3247669767252998,0.24859711094202666,2.280013183257393,0.32365360869775417,0.11060749134403525,0.5481247867564567,0.20233476977156797,0.4422114312554336,0.11188866104193265,0.9823755219806274,0.19172951359011997,0.20454545454545453,0.49239581823349,0.4081057649660952,0.2683989277756896,0.11389601892395189,0.0,0.0,,
20.0,0.6140705185568522,0.51008179994344,29.20448,29.20448,0.0,0.2995790017843773,0.709058659797851,0.32647957198049216,0.2576278681501879,2.3675055566932035,0.3463386785455322,0.11060749134403525,0.6028873493152105,0.2176291036725572,0.4422114312554336,0.11188866104193265,0.9823755219806274,0.19172951359011997,0.20454545454545453,0.49239581823349,0.4081057649660952,0.2683989277756896,0.11389601892395189,0.0,0.0,,
21.0,0.6420681966948785,0.39638862812011594,32.85504,32.85504,0.9971592150692714,0.2809457656880034,0.6819212207095885,0.30162154645817185,0.22690230571524933,2.065978866555731,0.35757209627572784,0.11060749134403525,0.5386044787917829,0.22361875292470193,0.48961177718860055,0.14702000043034302,1.2908265084182438,0.19205587079877784,0.204728002920774,0.4920543432235718,0.39998848478071364,0.26069622947541093,0.11389601892395189,0.00765885922553768,1.3193469401448965,0.0062601562955127005,0.008740691557672327
22.0,0.6422342844429128,0.3421991538361019,32.85504,32.85504,0.0,0.2952322811304861,0.6938851144325642,0.31581096078935345,0.23988261573475878,2.193294191692246,0.3430807257133871,0.11060749134403525,0.5720851862359279,0.2142900428644091,0.48961177718860055,0.14702000043034302,1.2908265084182438,0.19205587079877784,0.204728002920774,0.4920543432235718,0.39998848478071364,0.26069622947541093,0.11389601892395189,0.0,0.0,,
23.0,0.6237553238430305,0.46391486495966816,32.85504,32.85504,0.0,0.2953006752839142,0.703767770278707,0.3266925084882035,0.2537361285557233,2.3287102340118397,0.3479979928108011,0.11060749134403525,0.5771038275208531,0.2172188878480261,0.48961177718860055,0.14702000043034302,1.2908265084182438,0.19205587079877784,0.204728002920774,0.4920543432235718,0.39998848478071364,0.26069622947541093,0.11389601892395189,0.0,0.0,,
24.0,0.6106043027094141,0.5258397006218117,32.85504,32.85504,0.0,0.3094617628860377,0.7149032117365974,0.33628593430382403,0.2647487786119471,2.4360538334423243,0.3375321556141833,0.11060749134403525,0.5640462766832101,0.21073949129789193,0.48961177718860055,0.14702000043034302,1.2908265084182438,0.19205587079877784,0.204728002920774,0.4920543432235718,0.39998848478071364,0.26069622947541093,0.11389601892395189,0.0,0.0,,
25.0,0.645027218346691,0.41981303769862854,36.5056,36.5056,0.9971592150692714,0.2798899826041089,0.6841364034978012,0.3050157024001512,0.22926143189856685,2.088699768158784,0.3578380375472036,0.11060749134403525,0.5449842420377033,0.22345748179126224,0.5118183081341179,0.15824781730269658,1.3894060459510729,0.19985100571144773,0.2047603819269953,0.4956624209880829,0.400081429290594,0.26041855764183175,0.11389601892395189,0.008250780506704011,1.4960326795699075,0.0059804967774981475,0.010049850877580615
26.0,0.6412224653219425,0.4226266038647043,36.5056,36.5056,0.0,0.2935241625673447,0.6962975980207141,0.3166644789011868,0.24464693926156536,2.237389234153752,0.33172991591164774,0.11060749134403525,0.5625564252988775,0.20780922730145268,0.5118183081341179,0.15824781730269658,1.3894060459510729,0.19985100571144773,0.2047603819269953,0.4956624209880829,0.400081429290594,0.26041855764183175,0.11389601892395189,0.0,0.0,,
27.0,0.6204939501969664,0.492766793443284,36.5056,36.5056,0.0,0.3058063470744327,0.7088480349212813,0.33242478660696967,0.25787596895902426,2.3654092039366965,0.3403330853540154,0.11060749134403525,0.5655391289071914,0.21178148127048266,0.5118183081341179,0.15824781730269658,1.3894060459510729,0.19985100571144773,0.2047603819269953,0.4956624209880829,0.400081429290594,0.26041855764183175,0.11389601892395189,0.0,0.0,,
28.0,0.6070275269461425,0.5772602089126029,36.5056,36.5056,0.0,0.32034887707736776,0.7190149197874796,0.34354552244797537,0.272884174067334,2.516557083312823,0.30916153470650526,0.11060749134403525,0.537093649139035,0.19249886621026693,0.5118183081341179,0.15824781730269658,1.3894060459510729,0.19985100571144773,0.2047603819269953,0.4956624209880829,0.400081429290594,0.26041855764183175,0.11389601892395189,0.0,0.0,,
29.0,0.6406669350505159,0.4726013865701996,40.15616,40.15616,0.9971592150692714,0.28666651065198157,0.6856719861524725,0.30755645920079755,0.23222759548927108,2.112963387884261,0.33717816802979383,0.11060749134403525,0.5650366830045336,0.21064820844282217,0.46176129346496336,0.11744113316787229,1.031125883743904,0.19437852660444022,0.20464821848435522,0.48982134461402893,0.40289007222306245,0.2637129455081889,0.11389601892395189,0.007908162974815313,1.5232741080690175,0.005772958255463964,0.009625574548979289
30.0,0.6394960001938158,0.4971466843916514,40.15616,40.15616,0.0,0.2994351288029249,0.6988647068981739,0.32138606355320737,0.24852799537505949,2.269808598142892,0.3242917727519543,0.11060749134403525,0.54191806427255,0.2013030679737711,0.46176129346496336,0.11744113316787229,1.031125883743904,0.19437852660444022,0.20464821848435522,0.48982134461402893,0.40289007222306245,0.2637129455081889,0.11389601892395189,0.0,0.0,,
31.0,0.6229658909733746,0.6469945059513029,40.15616,40.15616,0.0,0.303132609940516,0.7101532271237427,0.3357225821736176,0.2617802708369556,2.4040876367809316,0.33848753473060395,0.11060749134403525,0.5765827542455233,0.21170550761301635,0.46176129346496336,0.11744113316787229,1.031125883743904,0.19437852660444022,0.20464821848435522,0.48982134461402893,0.40289007222306245,0.2637129455081889,0.11389601892395189,0.0,0.0,,
32.0,0.601579062699071,0.6113292503871176,40.15616,40.15616,0.0,0.3199784847991185,0.7220789207903897,0.3460606154042182,0.2764816433501302,2.551991818810763,0.31881110685501396,0.11060749134403525,0.5580856648900804,0.19638165286002815,0.46176129346496336,0.11744113316787229,1.031125883743904,0.19437852660444022,0.20464821848435522,0.48982134461402893,0.40289007222306245,0.2637129455081889,0.11389601892395189,0.0,0.0,,
33.0,0.6392725711629348,0.5622843890052274,43.80672,43.80672,0.9971592150692714,0.28983424456384826,0.6876398140371672,0.3090082746242428,0.2368188357278745,2.1531144021408317,0.33262153119153676,0.11060749134403525,0.5337199941329098,0.20740806807927192,0.4417997339415835,0.1011650558318331,0.8882229316494441,0.19676563360536725,0.2048023239980028,0.49338197708129883,0.40666565341932426,0.2673671040246085,0.11389601892395189,0.00699489851691831,1.4163159717572853,0.005172443290712735,0.008498683415093253
34.0,0.6397673232678269,0.6044737311712441,43.80672,43.80672,0.0,0.2981235925139681,0.7016488730402587,0.32553262712504966,0.25267265838386643,2.311929376549386,0.33136601358731854,0.11060749134403525,0.590020261118162,0.2073301089955815,0.4417997339415835,0.1011650558318331,0.8882229316494441,0.19676563360536725,0.2048023239980028,0.49338197708129883,0.40666565341932426,0.2673671040246085,0.11389601892395189,0.0,0.0,,
35.0,0.6156315885861554,0.5932945028501706,43.80672,43.80672,0.0,0.2990237578208057,0.7152390560745625,0.3353452374334529,0.26963828707416965,2.482963803562545,0.34783942022794423,0.11060749134403525,0.5704244827469978,0.21697984722058944,0.4417997339415835,0.1011650558318331,0.8882229316494441,0.19676563360536725,0.2048023239980028,0.49338197708129883,0.40666565341932426,0.2673671040246085,0.11389601892395189,0.0,0.0,,
36.0,0.5979690146015215,0.6342495163439046,43.80672,43.80672,0.0,0.3154539248363573,0.7275905380609693,0.34992274741998464,0.2865666595573059,2.64598769407994,0.33030068511081756,0.11060749134403525,0.5834986297297036,0.20483217162848313,0.4417997339415835,0.1011650558318331,0.8882229316494441,0.19676563360536725,0.2048023239980028,0.49338197708129883,0.40666565341932426,0.2673671040246085,0.11389601892395189,0.0,0.0,,
37.0,0.6393417706162242,0.6306387398659308,47.45728,47.45728,0.9971592150692714,0.2906622268052329,0.6895280029911941,0.31114771281201575,0.2408271002852398,2.1902889000500783,0.33311557712623774,0.11060749134403525,0.5405180913080462,0.20733423805535897,0.4329226031638975,0.09922666583312814,0.8712039873788877,0.19074450879115146,0.20459271313624447,0.48956894874572754,0.4043550779651615,0.2655116008229095,0.11389601892395189,0.00670370468052214,1.4334041913971305,0.004844009129884417,0.008264338454449658
38.0,0.6396098162292925,0.5816318385494115,47.45728,47.45728,0.0,0.3053142942965293,0.7054488049596387,0.32642723712929544,0.2552489901034428,2.3347340748986327,0.31544112734588053,0.11060749134403525,0.539219108845852,0.19550184494814613,0.4329226031638975,0.09922666583312814,0.8712039873788877,0.19074450879115146,0.20459271313624447,0.48956894874572754,0.4043550779651615,0.2655116008229095,0.11389601892395189,0.0,0.0,,
39.0,0.6150158462662579,0.5961809496682939,47.45728,47.45728,0.0,0.307791520624259,0.7177731131807438,0.34367244977829353,0.27507722480214686,2.532899604554261,0.34471616255806,0.11060749134403525,0.5947090697693758,0.21434581737131958,0.4329226031638975,0.09922666583312814,0.8712039873788877,0.19074450879115146,0.20459271313624447,0.48956894874572754,0.4043550779651615,0.2655116008229095,0.11389601892395189,0.0,0.0,,
40.0,0.5993238996518804,0.7289747348715909,47.45728,47.45728,0.0,0.3210326925218577,0.7301642934725114,0.3505709060079304,0.2892344897757006,2.6742452718843484,0.33088853563046333,0.11060749134403525,0.576926579590222,0.20422736268217084,0.4329226031638975,0.09922666583312814,0.8712039873788877,0.19074450879115146,0.20459271313624447,0.48956894874572754,0.4043550779651615,0.2655116008229095,0.11389601892395189,0.0,0.0,,
41.0,0.6440111471842483,0.7038695916376242,51.10784,51.10784,0.9971592150692714,0.2901404779281771,0.6908464350161849,0.31143217604886086,0.24349145047448917,2.2134009565525794,0.33527387177649637,0.11060749134403525,0.5509226845332876,0.20927514737775435,0.4440134446794315,0.09956438634574791,0.8741691525866836,0.20298313878080415,0.20450951154489178,0.4793795943260193,0.4093498091007961,0.26965571509258285,0.11389601892395189,0.006429409516276778,1.449219156987965,0.004297856896306276,0.00825661339299646
42.0,0.6398612681954319,0.6415200746023599,51.10784,51.10784,0.0,0.3032309343366421,0.7076135581814386,0.32944687209187623,0.26236703097898634,2.3959661988534036,0.33631038099297533,0.11060749134403525,0.5487071269107082,0.2075148999288451,0.4440134446794315,0.09956438634574791,0.8741691525866836,0.20298313878080415,0.20450951154489178,0.4793795943260193,0.4093498091007961,0.26965571509258285,0.11389601892395189,0.0,0.0,,
43.0,0.6149138218322057,0.6181645068392048,51.10784,51.10784,0.0,0.3181337018530659,0.719126069373559,0.3434874473542106,0.27438449566017103,2.5246820452773884,0.3226747369846909,0.11060749134403525,0.5451927708742714,0.19873473255575788,0.4440134446794315,0.09956438634574791,0.8741691525866836,0.20298313878080415,0.20450951154489178,0.4793795943260193,0.4093498091007961,0.26965571509258285,0.11389601892395189,0.0,0.0,,
44.0,0.5941845595785329,0.810046550800204,51.10784,51.10784,0.0,0.32468253550135295,0.7333661442218353,0.35586164653924746,0.2907264943089914,2.685902310645905,0.3311602330146763,0.11060749134403525,0.5760196394446813,0.20408690717728395,0.4440134446794315,0.09956438634574791,0.8741691525866836,0.20298313878080415,0.20450951154489178,0.4793795943260193,0.4093498091007961,0.26965571509258285,0.11389601892395189,0.0,0.0,,
45.0,0.6372931883400985,0.6976388553791433,54.7584,54.7584,0.9971592150692714,0.29153436875502275,0.6912125116111151,0.31225343110326487,0.2434596092623995,2.211551212809879,0.3422842561279334,0.11060749134403525,0.5422168620585044,0.21284116125029462,0.45221597967872296,0.10366597761159826,0.9101808701568033,0.20400627711621896,0.20452079566003617,0.4904482364654541,0.4105885146644457,0.27046362494202714,0.11389601892395189,0.006351098172157752,1.511151656275615,0.0043318191948021134,0.008109220787292577
46.0,0.6365926818506488,0.6600511389290603,54.7584,54.7584,0.0,0.30921593648774076,0.7079070104338836,0.3311477757540205,0.26087302961057285,2.3833018168268802,0.3089783600953941,0.11060749134403525,0.5367578121356555,0.19154632912158304,0.45221597967872296,0.10366597761159826,0.9101808701568033,0.20400627711621896,0.20452079566003617,0.4904482364654541,0.4105885146644457,0.27046362494202714,0.11389601892395189,0.0,0.0,,
47.0,0.6135440092605545,0.6336073497579287,54.7584,54.7584,0.0,0.31338973256657077,0.7201250946105752,0.34649215886042867,0.27566023873539997,2.534188240344245,0.32067165191463837,0.11060749134403525,0.6005087788820943,0.20078087973733533,0.45221597967872296,0.10366597761159826,0.9101808701568033,0.20400627711621896,0.20452079566003617,0.4904482364654541,0.4105885146644457,0.27046362494202714,0.11389601892395189,0.0,0.0,,
48.0,0.5891345529510994,0.7423194359760652,54.7584,54.7584,0.0,0.33069002593970875,0.7377516662594282,0.3591567511254072,0.29782563021931097,2.75328678977717,0.3196290526085885,0.11060749134403525,0.5572933512492715,0.19579766819952807,0.45221597967872296,0.10366597761159826,0.9101808701568033,0.20400627711621896,0.20452079566003617,0.4904482364654541,0.4105885146644457,0.27046362494202714,0.11389601892395189,0.0,0.0,,
49.0,0.6394705136268304,0.8842688575031203,58.40896,58.40896,0.9971592150692714,0.2914936465449544,0.693827141341228,0.3121476143083115,0.24649135921550058,2.2373507854723127,0.34121525515108925,0.11060749134403525,0.5480604208262415,0.2130858130687808,0.46130336397089544,0.10603879903111188,0.9310140954260547,0.20369091996870542,0.20458553791887127,0.48910850286483765,0.410280219180468,0.2701085811892627,0.11389601892395189,0.00615645624085108,1.5424131746403873,0.004002689077009868,0.008063719187104539
50.0,0.6338694060234418,0.7601470134852528,58.40896,58.40896,0.0,0.3065990234911854,0.7113911460167958,0.33460876891986374,0.26560330080391287,2.4318639664285167,0.3161031886058144,0.11060749134403525,0.5591115725145499,0.19880753290682254,0.46130336397089544,0.10603879903111188,0.9310140954260547,0.20369091996870542,0.20458553791887127,0.48910850286483765,0.410280219180468,0.2701085811892627,0.11389601892395189,0.0,0.0,,
51.0,0.6112657948926742,0.7346496324750353,58.40896,58.40896,0.0,0.3128260239597827,0.7268335005556189,0.35119934763270655,0.2877588962113119,2.655013213072536,0.3379980082907132,0.11060749134403525,0.5935538252532426,0.2095958545128522,0.46130336397089544,0.10603879903111188,0.9310140954260547,0.20369091996870542,0.20458553791887127,0.48910850286483765,0.410280219180468,0.2701085811892627,0.11389601892395189,0.0,0.0,,
52.0,0.5918678257529583,0.8232459008953272,58.40896,58.40896,0.0,0.33006235964406605,0.7403462721385573,0.36662502931815394,0.30456230455367117,2.818078620744671,0.3211115518982207,0.11060749134403525,0.5964275699236651,0.1974631750458919,0.46130336397089544,0.10603879903111188,0.9310140954260547,0.20369091996870542,0.20458553791887127,0.48910850286483765,0.410280219180468,0.2701085811892627,0.11389601892395189,0.0,0.0,,
53.0,0.6429898124078826,1.037191702667581,62.05952,62.05952,0.9971592150692714,0.2875329643609307,0.6945906752795865,0.3154683770484537,0.24933526787677734,2.2637646145062535,0.34517017754089696,0.11060749134403525,0.5589489050451073,0.2162997456391111,0.45885373608974844,0.10722799299283636,0.9414551448407714,0.20280464664229186,0.20450951154489178,0.45130041241645813,0.4103840858357693,0.2702457044829527,0.11389601892395189,0.005444118526790379,1.4381217362824827,0.00361374831068415,0.007087372938207964
54.0,0.6369817499028262,0.8545950458861296,62.05952,62.05952,0.0,0.30979091250751895,0.7162072626152204,0.33584387383100556,0.27296456845883116,2.498687390966499,0.32598642164458447,0.11060749134403525,0.593964443020675,0.2044582477196198,0.45885373608974844,0.10722799299283636,0.9414551448407714,0.20280464664229186,0.20450951154489178,0.45130041241645813,0.4103840858357693,0.2702457044829527,0.11389601892395189,0.0,0.0,,
55.0,0.6100006475344205,0.7306025597002641,62.05952,62.05952,0.0,0.3203602204412871,0.7280141417918957,0.3472794177767313,0.28989831251618015,2.6692240787680914,0.32583304366708354,0.11060749134403525,0.5617925668122973,0.20189583690770033,0.45885373608974844,0.10722799299283636,0.9414551448407714,0.20280464664229186,0.20450951154489178,0.45130041241645813,0.4103840858357693,0.2702457044829527,0.11389601892395189,0.0,0.0,,
56.0,0.5898379264806134,0.9214102355959843,62.05952,62.05952,0.0,0.33119117986198543,0.7395474265012986,0.3627376994162123,0.30960012959980054,2.8641148101958285,0.32944220860489004,0.11060749134403525,0.5744212265618011,0.20274523197154573,0.45885373608974844,0.10722799299283636,0.9414551448407714,0.20280464664229186,0.20450951154489178,0.45130041241645813,0.4103840858357693,0.2702457044829527,0.11389601892395189,0.0,0.0,,
57.0,0.6421595190638382,1.1477541620421097,65.71008,65.71008,0.9971592150692714,0.2924138950154175,0.6958564047636404,0.31534310287024725,0.2506265228777758,2.270402201249867,0.34563169919205294,0.11060749134403525,0.5368854008664266,0.21500825614296845,0.4576646127899294,0.10606017043487871,0.9312017350289903,0.20195775373518804,0.20466215295133366,0.49696746468544006,0.4087078423920404,0.26885796464936024,0.11389601892395189,0.00520056173677054,1.4418029565131292,0.003466583287956668,0.0067793345406119586
58.0,0.6341238644763099,0.8078894306737187,65.71008,65.71008,0.0,0.31190011457670974,0.7161774186200257,0.3364728875413746,0.27485187774176956,2.512943840829596,0.323491954474851,0.11060749134403525,0.5648800098130565,0.20005138233890352,0.4576646127899294,0.10606017043487871,0.9312017350289903,0.20195775373518804,0.20466215295133366,0.49696746468544006,0.4087078423920404,0.26885796464936024,0.11389601892395189,0.0,0.0,,
59.0,0.6049249734870932,0.8397161360498157,65.71008,65.71008,0.0,0.3158576328785984,0.7329519448373184,0.350221716822682,0.29417488203467096,2.711817354110308,0.33776174347984306,0.11060749134403525,0.5757216676661605,0.20871072907951976,0.4576646127899294,0.10606017043487871,0.9312017350289903,0.20195775373518804,0.20466215295133366,0.49696746468544006,0.4087078423920404,0.26885796464936024,0.11389601892395189,0.0,0.0,,
60.0,0.5894229230733522,1.082828498495463,65.71008,65.71008,0.0,0.325094130724977,0.7423194523702714,0.36857742734168086,0.3104966026903062,2.8836628253206693,0.317359271342441,0.11060749134403525,0.5925815150352781,0.19592904005391978,0.4576646127899294,0.10606017043487871,0.9312017350289903,0.20195775373518804,0.20466215295133366,0.49696746468544006,0.4087078423920404,0.26885796464936024,0.11389601892395189,0.0,0.0,,
