round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_prevalence,fed_auprc_lift,fed_ece,fed_auroc,fed_f1,fed_f1_best,fed_auprc,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.7778086399961777,22.59584305549666,22.86592,22.86592,0.9990981606672212,0.540622102003826,0.11379657603222558,1.6214783652648457,0.3816885784144578,0.5996207350245577,0.1883459844400761,0.26200219396273294,0.18457880942450142,0.2529821063220083,0.3923802439703775,0.08929611769193585,0.784014389050408,0.2045002711006687,0.2045649717514124,0.5377517342567444,0.5050635685635847,0.35925795354215617,0.11389601892395189,0.006280534621602941,7.5161198758287355,0.013396498829448126,0.006017135473497507
2.0,0.6850332896257644,5.803569275980395,44.06272,44.06272,0.926168021756,0.49198485278568543,0.11379657603222558,1.9520511566588563,0.3425464787054339,0.6490334616494376,0.22263416492597493,0.2873547696944676,0.22044540988742592,0.21767621064882198,0.35569357833008863,0.08369661473410389,0.7348510994926691,0.2045002711006687,0.20450951154489178,0.5648765563964844,0.5410858203872916,0.3970540548646902,0.11389601892395189,0.0022094752259088314,2.5615724355448037,,0.0022094752259088314
3.0,0.6650811886372823,4.11021222396498,65.25952,65.25952,0.926168021756,0.4669131718984873,0.11379657603222558,2.074586630250424,0.31682573939408176,0.6682590274239831,0.2376410792473731,0.30013099268389054,0.2336059495383864,0.19848670744241076,0.3699662329392086,0.08813836207301223,0.7738493663405568,0.2045002711006687,0.20450951154489178,0.5599952936172485,0.5375234637066525,0.39219189043385205,0.11389601892395189,0.0015430762795899658,1.7983015885693021,,0.0015430762795899658
4.0,0.6570184432705208,3.7183616269414927,86.45632,86.45632,0.926168021756,0.4789744994330173,0.11379657603222558,2.136058728473192,0.31685562860708366,0.6746230474294861,0.26793085826384455,0.30301643543322937,0.23967176497631001,0.1991138345848098,0.3709030997095605,0.08850002740678103,0.7770247655967001,0.2045002711006687,0.20451875282422052,0.5421356558799744,0.521890147852246,0.3757006567724627,0.11389601892395189,0.001371552109162855,1.6075488183414564,,0.001371552109162855
5.0,0.66102570322555,3.676450513034942,88.12544,88.12544,0.07293013891122126,0.5446807893643986,0.11379657603222558,2.0088871419193977,0.3393796152657523,0.6640785585055647,0.27136258825011095,0.29588365054145804,0.2265356556330864,0.2175619287479361,0.3688715944615555,0.08843344403161746,0.7764401676819298,0.2045002711006687,0.20451875282422052,0.5282960534095764,0.5206651634554168,0.37512362762973495,0.11389601892395189,0.009665038503289836,0.4309914126060903,0.009665038503289836,
6.0,0.6543894638933322,2.8865200123648806,109.32224,109.32224,0.926168021756,0.5405577209938509,0.11379657603222558,2.0744718883883517,0.3557254533411904,0.6688896848312168,0.26905913576228446,0.29926770412921,0.23326168369643704,0.22505796212169887,0.3827629088805894,0.09241249012954114,0.8113759462588833,0.2045002711006687,0.2045002711006687,0.5479955077171326,0.5120979879167504,0.36524179390545647,0.11389601892395189,0.0015906943157593715,1.8762926199124195,,0.0015906943157593715
7.0,0.643806648883811,3.1298083092704383,130.51904,130.51904,0.926168021756,0.5409967612178783,0.11379657603222558,2.155000535620156,0.35739204145438985,0.6743473171122096,0.2730587765568491,0.30468450179929696,0.24200852412644983,0.22664501389286335,0.38921912492271427,0.09288156386052834,0.8154943845978071,0.2045002711006687,0.20451875282422052,0.5417283177375793,0.5117234258792368,0.36428398700524084,0.11389601892395189,0.001528814061143127,1.8173500825068913,,0.001528814061143127
8.0,0.6324338090362412,2.656303631428348,151.71584,151.71584,0.926168021756,0.5349071656521655,0.11379657603222558,2.2176443126612693,0.324830276024043,0.6808494030636064,0.2897493283465404,0.30979778868196306,0.24874166866192,0.20555102851796647,0.48048571548615904,0.11617119622260226,1.0199759159288044,0.2045002711006687,0.2045649717514124,0.5739495754241943,0.5186298903884247,0.370147714804673,0.11389601892395189,0.0016193957020634773,1.9421589576231781,,0.0016193957020634773
9.0,0.6227703650845003,2.424856650092059,172.91264,172.91264,0.926168021756,0.5653913169817892,0.11379657603222558,2.2967678268611986,0.3366145628747368,0.6868805564133961,0.2915221775712272,0.31433778815173746,0.25721811136822975,0.21286400152392554,0.5757972829834604,0.15361215160158598,1.3487051878797665,0.2045002711006687,0.22479303757164085,0.6273328065872192,0.5091327286233382,0.3595492637343234,0.11389601892395189,0.0016628685295610414,2.013805083348416,,0.0016628685295610414
10.0,0.6543420941712927,2.076721729321686,195.77856,195.77856,0.9990981606672212,0.5258164407473437,0.11379657603222558,2.013237497293811,0.32831556517780874,0.6631913476991064,0.27269010903282875,0.2944686260637339,0.22709056361798488,0.20841459547914196,0.6127610028698589,0.17419683614133843,1.5294374446717867,0.2045002711006687,0.2607537621520841,0.6178649663925171,0.4952001597754242,0.3449754859961334,0.11389601892395189,0.0016714657312432606,2.1282524020352867,0.009382671847414559,0.00136525042380882
11.0,0.647892843978363,1.9498920606952292,216.97536,216.97536,0.926168021756,0.5704444891042549,0.11379657603222558,2.148313456392427,0.3451741492968477,0.674494294138353,0.27581417538515635,0.30524161224477553,0.24174794739836022,0.21995042300249604,0.6374831843621382,0.18994618457789864,1.6677157496147892,0.2045002711006687,0.26955602536997886,0.6241322755813599,0.49842072911348667,0.3474423162943088,0.11389601892395189,0.001449449469308292,1.7916588598454837,,0.001449449469308292
12.0,0.6359505366474301,1.6651601372082623,238.17216,238.17216,0.926168021756,0.5689655021920966,0.11379657603222558,2.2490157925396863,0.35556598562439606,0.6832497550593487,0.28072572703069526,0.3130639226647564,0.253387378750348,0.22433465551428036,0.6509488213780814,0.20722849277920058,1.8194533464560037,0.2045002711006687,0.2750330250990753,0.6184198260307312,0.49360742130807045,0.3422846330725833,0.11389601892395189,0.0015177393332027084,1.8947554979822598,,0.0015177393332027084
13.0,0.6218236131378757,1.5386217722744293,259.36896,259.36896,0.926168021756,0.5706641927759153,0.11379657603222558,2.3227527613573833,0.340687731940258,0.6871418765776932,0.286494109365744,0.3164629178535134,0.2610172120190622,0.21591954590828003,0.6228642401816478,0.1851745810904771,1.625821366189434,0.2045002711006687,0.255005005005005,0.612516462802887,0.48708628122313014,0.33659695523288513,0.11389601892395189,0.0017909325144296834,2.260618755943142,,0.0017909325144296834
14.0,0.6117907993175513,1.3663749297063104,280.56576,280.56576,0.926168021756,0.5930192127377395,0.11379657603222558,2.3609444893003255,0.30833466290350914,0.6911499055120799,0.2936938177869288,0.32121434640543256,0.26462680896642293,0.19708193858415637,0.6327177936015767,0.18882335255065952,1.6578573538793875,0.2045002711006687,0.262828535669587,0.6051985025405884,0.4798977878650617,0.32957429939553123,0.11389601892395189,0.0018371194435032442,2.3462488577642944,,0.0018371194435032442
15.0,0.6474579663991908,1.318127378085097,282.23488,282.23488,0.07293013891122126,0.5783707115401525,0.11379657603222558,2.1102589272524264,0.35156006823891295,0.6724890692074086,0.27313918183970165,0.30122612083915246,0.23730466112167972,0.22501406724745365,0.6367219095205612,0.1912672629110394,1.679314735651543,0.2045002711006687,0.26606451612903226,0.6059317588806152,0.4792058480494491,0.32882163373022993,0.11389601892395189,0.009236469140740316,0.49945783615112305,0.009236469140740316,
16.0,0.640081725838179,1.341182112804509,303.43168,303.43168,0.926168021756,0.5376646195548658,0.11379657603222558,2.2082580735509403,0.3256374181990117,0.6806685264308759,0.2907670921258998,0.3104314957493599,0.24789591123866328,0.2061388968997896,0.6227707969639763,0.19064398537691907,1.6738423974608947,0.2045002711006687,0.2635788070643119,0.599098801612854,0.4688157476670393,0.31926325546528644,0.11389601892395189,0.0022524120925593192,2.909753273415845,,0.0022524120925593192
17.0,0.6252876398937259,1.2468145003220183,324.62848,324.62848,0.926168021756,0.5447796428405416,0.11379657603222558,2.329032248483113,0.32902697798742536,0.6907118183517791,0.2972740985602686,0.31786213225476156,0.26134063172040156,0.20950610439056863,0.6304573989032483,0.19196174789587292,1.6854122708542196,0.2045002711006687,0.26294030097569043,0.5891140103340149,0.4586228963995059,0.30965838717063926,0.11389601892395189,0.002728831558509511,3.5743024862604216,,0.002728831558509511
18.0,0.6118538635006386,1.1649442167674577,345.82528,345.82528,0.926168021756,0.5629809488695254,0.11379657603222558,2.406726732589626,0.3214706498379223,0.6987465503538494,0.2967085196587434,0.3222606335610473,0.26972365630923134,0.20379423748429373,0.6270067263555404,0.19815407895085022,1.739780554429714,0.2045002711006687,0.26463667820069203,0.5842705965042114,0.46063429138801903,0.31133785846951056,0.11389601892395189,0.002355303426367843,3.133076059515588,,0.002355303426367843
19.0,0.6039043937814699,0.9923009618591185,367.02208,367.02208,0.926168021756,0.561944812189221,0.11379657603222558,2.491314347820796,0.34031209357979464,0.7037686188610582,0.30105430448343573,0.33131096382882697,0.2787283392890686,0.21553961101713312,0.6190960916037692,0.1907444912688666,1.674724832974419,0.2045002711006687,0.2621703188557932,0.5807599425315857,0.4598167195216453,0.3109156725965908,0.11389601892395189,0.002578408479332216,3.4888169417972676,,0.002578408479332216
20.0,0.646483677047011,1.0666696119101136,389.888,389.888,0.9990981606672212,0.5231627550797701,0.11379657603222558,2.069223764076423,0.3200616136161388,0.6686108120868679,0.2774352474981557,0.29816924515176524,0.2334091364516154,0.2043549722647236,0.5979809362784521,0.17163380365617428,1.5069341780134895,0.2045002711006687,0.23959914971150922,0.5740544199943542,0.4517203700087068,0.3041889310038023,0.11389601892395189,0.002200309876657646,3.1645779400132596,0.0079324841189902,0.0019484425247536465
21.0,0.641325882381006,0.9143968157129445,411.0848,411.0848,0.926168021756,0.5640277486437066,0.11379657603222558,2.22870877094453,0.3418524903446917,0.6835584763722485,0.283477234763503,0.3104670625238039,0.25127958354704594,0.21955384628219637,0.6031664575844343,0.16664629505338657,1.463144161032142,0.2045002711006687,0.2416893732970027,0.5751767754554749,0.4524020533255958,0.3046811580484005,0.11389601892395189,0.0021155405671516568,2.9536301507614553,,0.0021155405671516568
