round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_auprc,fed_auroc,fed_f1_best_threshold,fed_prevalence,fed_f1,fed_brier,fed_auprc_lift,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6891469813943771,0.11067928029112192,3.65056,3.65056,0.9971592150692714,0.3806494312062635,0.1936734027979064,0.616706531106038,0.5129553779194362,0.1147406847935549,0.24420939220175567,0.24508227213113717,1.6867782277873917,0.2738835829065486,0.37089685008259293,0.08522825586611059,0.7482988138770443,0.14433554931121925,0.2045002711006687,0.4691826403141022,0.3868283996962896,0.25100229611170366,0.11389601892395189,0.027869890467614674,2.990129007725045,0.023511753519101408,0.03074896415808113
2.0,0.6830289713824043,0.12916696661721944,7.30112,7.30112,0.9971592150692714,0.36823498535514904,0.21429969806184568,0.6461845957487606,0.5348484200619589,0.1147406847935549,0.2542694564296351,0.23525360094456316,1.8801257229143502,0.2877929320039141,0.336870003090679,0.08043840282851153,0.706244200530135,0.1421698340149146,0.2045002711006687,0.4137520492076874,0.39036656490683325,0.2541932798706604,0.11389601892395189,0.018405378118833502,2.0947646184358746,0.016274581842965655,0.01982434836735905
3.0,0.6739838519575363,0.20020312021807402,10.95168,10.95168,0.9971592150692714,0.3736026579165251,0.22479434947814414,0.6615197717088054,0.5638228446050113,0.1147406847935549,0.26511755950721644,0.23844105976872465,1.9884239387325624,0.2962934815494535,0.3307753744015982,0.07952770941608509,0.6982483687088796,0.1385622499696933,0.2045002711006687,0.35572823882102966,0.38939052914101985,0.2546547946402698,0.11389601892395189,0.012909892247606256,1.57336272764951,0.012264279313697758,0.01335324234592863
4.0,0.6668320833650585,0.19547158997999253,14.60224,14.60224,0.9971592150692714,0.35764388055498414,0.2270487489784655,0.6655977994046628,0.5248380333789197,0.1147406847935549,0.2726786576601581,0.22588746870345933,1.992497911329286,0.2993388755279237,0.33110621559787423,0.07954685598568875,0.6984164744055015,0.14191185158927094,0.20450951154489178,0.3102738857269287,0.38912178559268246,0.25454821677918255,0.11389601892395189,0.010330615569483606,1.344251497881487,0.010025836438006681,0.010549419147924297
5.0,0.659403560131951,0.2105732293258043,18.2528,18.2528,0.9971592150692714,0.3392874601260503,0.22944894859378703,0.6700536702504377,0.54617223689991,0.1147406847935549,0.2816754914330932,0.2140760853610891,2.0111709407266893,0.30131014749780194,0.32769916494442175,0.07919405922199926,0.6953189406460023,0.1437097989221765,0.2045002711006687,0.3420824110507965,0.3913393435858475,0.25640433246962363,0.11389601892395189,0.009491713916084601,1.307522951043211,0.00962443545074247,0.009391885161997371
6.0,0.652851296375247,0.2911585312642717,18.2528,18.2528,0.0,0.34332473957038906,0.24796150122010782,0.6858038728390606,0.5681873343806162,0.1147406847935549,0.289942933354026,0.21706716601867646,2.1849983671661044,0.3174806381812941,0.32769916494442175,0.07919405922199926,0.6953189406460023,0.1437097989221765,0.2045002711006687,0.3420824110507965,0.3913393435858475,0.25640433246962363,0.11389601892395189,0.0,0.0,,
7.0,0.653184579559171,0.4901433152970774,19.92192,19.92192,0.4559241291901578,0.34278455338968866,0.24233782285009892,0.6781790670972346,0.5397241466621469,0.1147406847935549,0.2831836373093093,0.21617364944871917,2.129632003430544,0.3099533041037195,0.32847979104058495,0.07926663073332513,0.6959561140258228,0.14106416828707796,0.2045002711006687,0.3498659133911133,0.3904012398466838,0.2555521412299386,0.11389601892395189,0.008701087670826531,0.5600315979681909,0.008701087670826531,
8.0,0.6438079720456683,0.33963509465773234,19.92192,19.92192,0.0,0.323192092623798,0.25501410472173397,0.691611890110528,0.5571194554736306,0.1147406847935549,0.30446896996392514,0.2030883082923567,2.2474789163046225,0.3214780869385687,0.32847979104058495,0.07926663073332513,0.6959561140258228,0.14106416828707796,0.2045002711006687,0.3498659133911133,0.3904012398466838,0.2555521412299386,0.11389601892395189,0.0,0.0,,
9.0,0.6509525622038932,0.2617661526428395,23.57248,23.57248,0.9971592150692714,0.33536049985202093,0.237608555674376,0.6757401782375915,0.5576195476420995,0.1147406847935549,0.2859749719215389,0.21254978721016177,2.0818228979894227,0.3092824904990497,0.32568688545648555,0.07879774919793142,0.6918393631523196,0.13344151791286982,0.2045002711006687,0.31635889410972595,0.38993217386640944,0.25604829864231315,0.11389601892395189,0.008803628274570393,1.334646362811327,0.007055522296228545,0.010281565409935087
10.0,0.6484148472017338,0.3323690590264874,23.57248,23.57248,0.0,0.32689398363694994,0.2574984419116784,0.690151103270271,0.547599514741882,0.1147406847935549,0.29789100970374754,0.20592774908106556,2.268776758502488,0.32627157260125,0.32568688545648555,0.07879774919793142,0.6918393631523196,0.13344151791286982,0.2045002711006687,0.31635889410972595,0.38993217386640944,0.25604829864231315,0.11389601892395189,0.0,0.0,,
11.0,0.6332196537260687,0.34255220458075314,25.55392,25.55392,0.5412350858791136,0.35430025241608765,0.26680190001586435,0.6997834338914395,0.572948287799204,0.1147406847935549,0.29737479075168777,0.22295306207946813,2.353525362525015,0.32901104905611056,0.3254357709271269,0.07877919465387948,0.6916764554034164,0.12690827027744592,0.2045002711006687,0.26382967829704285,0.38865356672643514,0.2552902340862996,0.11389601892395189,0.010322833911661103,0.8958835196681321,,0.010322833911661103
12.0,0.6225139079375325,0.46634875890003863,25.55392,25.55392,0.0,0.3400068102462624,0.28107999881128004,0.7094558027180029,0.5854099027489847,0.1147406847935549,0.30620675863319474,0.2145829333946094,2.496363073489839,0.34222086517986033,0.3254357709271269,0.07877919465387948,0.6916764554034164,0.12690827027744592,0.2045002711006687,0.26382967829704285,0.38865356672643514,0.2552902340862996,0.11389601892395189,0.0,0.0,,
13.0,0.6484428172784203,0.38445408943866,29.20448,29.20448,0.9971592150692714,0.31855567733542417,0.24416910725603677,0.6774670338938371,0.5498588637365376,0.1147406847935549,0.28645874381922054,0.20220599330907724,2.1417950106113413,0.31534795264286636,0.32508993313601914,0.07874224771764018,0.6913520635889495,0.1295206055508831,0.2045002711006687,0.28790393471717834,0.39331673154611824,0.25937976922583744,0.11389601892395189,0.007161037348605858,1.189865778083913,0.00706293669771149,0.007241149094499633
14.0,0.6436879591596691,0.4118340293783748,29.20448,29.20448,0.0,0.3414830360528783,0.2599176352152698,0.6930353730743851,0.5554341106203807,0.1147406847935549,0.2937343679399908,0.21482599351911327,2.287492230849258,0.3209687866987607,0.32508993313601914,0.07874224771764018,0.6913520635889495,0.1295206055508831,0.2045002711006687,0.28790393471717834,0.39331673154611824,0.25937976922583744,0.11389601892395189,0.0,0.0,,
15.0,0.6431412818841014,0.5038986738778108,30.8736,30.8736,0.4559241291901578,0.3531779771903295,0.2509582218255737,0.6846690475757111,0.5732351746410131,0.1147406847935549,0.2867692426038466,0.22481948970655705,2.2028314759485332,0.3184345961840141,0.3256988576334475,0.07879768223683609,0.6918387752380452,0.12511085340064124,0.2045002711006687,0.29635363817214966,0.3906022746859706,0.2569990727490437,0.11389601892395189,0.006528380740532396,0.5243270001374185,0.006528380740532396,
16.0,0.6372383475370238,0.45661221112107875,30.8736,30.8736,0.0,0.30896104083228604,0.2661396485282443,0.6957767903014543,0.5108434783364201,0.1147406847935549,0.30205964091758786,0.19347352596757722,2.349115198778387,0.32879119727553563,0.3256988576334475,0.07879768223683609,0.6918387752380452,0.12511085340064124,0.2045002711006687,0.29635363817214966,0.3906022746859706,0.2569990727490437,0.11389601892395189,0.0,0.0,,
17.0,0.6458125214247608,0.45240933693998225,34.52416,34.52416,0.9971592150692714,0.34507722409455194,0.2508929529617552,0.6832341014163078,0.5560804326181026,0.1147406847935549,0.2840940633649648,0.21807777336432274,2.2039345120284533,0.3198315132421979,0.3259663868456848,0.07883569929343712,0.6921725626430852,0.12088452088452088,0.2045002711006687,0.313984751701355,0.3909561239669305,0.25693651445349946,0.11389601892395189,0.007892661584499696,1.4263522332767025,0.0056284324978843996,0.009946095268258084
18.0,0.63984737826327,0.4214047497921907,34.52416,34.52416,0.0,0.3543034141253932,0.2679799283930896,0.6981511426613263,0.5948801312768176,0.1147406847935549,0.29548047244752484,0.22431047953623168,2.3600252213979793,0.3326474723302846,0.3259663868456848,0.07883569929343712,0.6921725626430852,0.12088452088452088,0.2045002711006687,0.313984751701355,0.3909561239669305,0.25693651445349946,0.11389601892395189,0.0,0.0,,
19.0,0.62338258678748,0.5121391553164444,36.5056,36.5056,0.5412350858791136,0.32857830459692805,0.280151601996547,0.7067642254452665,0.5600629379674569,0.1147406847935549,0.3088261412067312,0.2048509638545317,2.4760818468668337,0.34202784043165907,0.32595116436072163,0.07885234994073093,0.6923187542962362,0.12054640191522321,0.2045002711006687,0.3214277923107147,0.39096244347222087,0.25708250368646246,0.11389601892395189,0.011938404172748092,1.204269849928096,,0.011938404172748092
20.0,0.604420169277774,0.5333735972473984,36.5056,36.5056,0.0,0.3228079425056126,0.2981250822820787,0.719189958975129,0.5694553613370097,0.1147406847935549,0.31971364200106084,0.20117321536643148,2.643288939396917,0.3584155429809525,0.32595116436072163,0.07885234994073093,0.6923187542962362,0.12054640191522321,0.2045002711006687,0.3214277923107147,0.39096244347222087,0.25708250368646246,0.11389601892395189,0.0,0.0,,
21.0,0.6458414436070552,0.5992374450365154,40.15616,40.15616,0.9971592150692714,0.34355319247553867,0.25458081067964894,0.6861337764734129,0.5619851340354989,0.1147406847935549,0.28858174536036574,0.21683396750187603,2.2345251733607387,0.32001343983748615,0.3242042179309679,0.07863932231314862,0.6904483849049712,0.12414447380903977,0.2045002711006687,0.32335904240608215,0.39265604626401046,0.2586897991955739,0.11389601892395189,0.006611352197695991,1.3177385982125998,0.005626807044316014,0.00745570350909091
