round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_f1_best,fed_auroc,fed_f1,fed_prevalence,fed_auprc_lift,fed_brier,fed_auprc,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6282750318183785,0.12315898698971164,3.65056,3.65056,0.9971592150692714,0.27342515814043994,0.2706733653561122,0.6239323236618964,0.005272724393470845,0.1151183282980866,1.7398773673463723,0.17699609431572477,0.19864271227100566,0.40398215439099316,0.3893170608441093,0.08885173358067794,0.7801127240452894,0.054414784394250515,0.2045002711006687,0.47815829515457153,0.379857682263499,0.2455818944508333,0.11389601892395189,0.025059077913755626,2.6945843095891178,0.021783650612460216,0.027268118759487047
2.0,0.6155041932919428,0.26007899553442543,7.30112,7.30112,0.9971592150692714,0.15434223573658643,0.2864194067197848,0.650406566154776,0.002798172478668509,0.1151183282980866,1.89700702613661,0.12658428040966152,0.21587199631209772,0.29337146010883863,0.3613794211781235,0.08354383801769641,0.7335097293741095,0.046142754145638065,0.20454648167397296,0.4761008620262146,0.3790558453123741,0.24518402602265352,0.11389601892395189,0.01585999757171551,1.7956875688396394,0.013511696147147935,0.017486257888406173
3.0,0.6104320770341596,0.4095146507359245,10.95168,10.95168,0.9971592150692714,0.09282846314164793,0.2911600509007845,0.6568102500133102,0.0021027876956879977,0.1151183282980866,1.960048617787463,0.11206721119309314,0.22363456383024713,0.2456589814590633,0.38956996994506704,0.08714319475383009,0.7651118588439461,0.02459791863765374,0.2045002711006687,0.47366148233413696,0.37549989180071935,0.24237393439325494,0.11389601892395189,0.012230209855297328,1.4581379587762058,0.011273701701929099,0.012912780535003209
4.0,0.6092528526199384,0.5158701755485766,14.60224,14.60224,0.9971592150692714,0.07692738211444557,0.29555552631764187,0.6606082311800182,0.0038273869467222938,0.1151183282980866,1.9814562868999421,0.10976119905894244,0.22619389139161494,0.22406359450574603,0.373997116838759,0.0859632888709596,0.7547523581869625,0.060279870828848225,0.20450951154489178,0.47693997621536255,0.37942782865778246,0.24539829380434006,0.11389601892395189,0.010407998059356055,1.3107363260351121,0.010079175241935068,0.010652730269157177
5.0,0.6103792839799465,0.46576775112724816,18.2528,18.2528,0.9971592150692714,0.0712323743455611,0.29482243747833825,0.6638730890097271,0.005052273207283813,0.1151183282980866,2.0145949081844083,0.10943312152037264,0.23024552339103596,0.22834289751755596,0.341745665883698,0.08099816155967884,0.7111588475604326,0.15473592317765167,0.2045002711006687,0.47943538427352905,0.39776097085444845,0.26066337370009107,0.11389601892395189,0.008652118907126898,1.1507267488632351,0.008259125713129,0.008958757646848867
6.0,0.6055649378937054,0.44995196307609814,18.2528,18.2528,0.0,0.07807054502813544,0.30600014584450697,0.6759440731424897,0.03768031889059998,0.1151183282980866,2.160532056039241,0.10987269603861811,0.24591285873958865,0.24719744814936845,0.341745665883698,0.08099816155967884,0.7111588475604326,0.15473592317765167,0.2045002711006687,0.47943538427352905,0.39776097085444845,0.26066337370009107,0.11389601892395189,0.0,0.0,,
7.0,0.591552915642424,0.4264366151907996,18.2528,18.2528,0.0,0.07743706024338162,0.316675147498144,0.6843945323035536,0.05901695814024389,0.1151183282980866,2.270772708044726,0.10904804277473412,0.2577572593994504,0.2410785196112677,0.341745665883698,0.08099816155967884,0.7111588475604326,0.15473592317765167,0.2045002711006687,0.47943538427352905,0.39776097085444845,0.26066337370009107,0.11389601892395189,0.0,0.0,,
8.0,0.5755494812937891,0.40908412961271595,18.2528,18.2528,0.0,0.06281308455795775,0.3249111529573065,0.6947472691987726,0.10582568025597942,0.1151183282980866,2.3850009119412405,0.10578276538129845,0.2702443781088463,0.24023366432396878,0.341745665883698,0.08099816155967884,0.7111588475604326,0.15473592317765167,0.2045002711006687,0.47943538427352905,0.39776097085444845,0.26066337370009107,0.11389601892395189,0.0,0.0,,
9.0,0.5983232355121276,0.54510660718759,21.90336,21.90336,0.9971592150692714,0.07876526386067197,0.2972961102229369,0.6665848583145377,0.028544143827405943,0.1151183282980866,2.0366621659493265,0.11065266981583954,0.233031142567408,0.22806013202761774,0.3524477755820699,0.08229362245614938,0.7225329140880389,0.12416752996892112,0.20451875282422052,0.4819110333919525,0.38943469504734324,0.25368645030110787,0.11389601892395189,0.0090739198847376,1.2730916251894087,0.007834674113987344,0.01008295508404178
10.0,0.5970285992509086,0.4514810631066564,21.90336,21.90336,0.0,0.07562919579919247,0.3062461914616919,0.6771821679590504,0.07062569587940237,0.1151183282980866,2.17366299780048,0.10879843069973201,0.2472636806271582,0.20973862440410668,0.3524477755820699,0.08229362245614938,0.7225329140880389,0.12416752996892112,0.20451875282422052,0.4819110333919525,0.38943469504734324,0.25368645030110787,0.11389601892395189,0.0,0.0,,
