round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_f1_best_threshold,fed_auprc,fed_auroc,fed_prevalence,fed_ece,fed_brier,fed_f1,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.641280842506075,0.38532634637447793,40.27056,40.27056,1.0,0.31464565780768194,0.5431986979221606,0.24933919099004825,0.6821285683311913,0.11467052677953303,0.3463149700454247,0.21794505332021075,0.2912533318808927,2.1651612564842213,0.6636214334395402,0.22540873731916738,1.9790747688000603,0.2754721248445098,0.2855959121668278,0.5354263186454773,0.3464653309723579,0.21976192450776333,0.11389601892395189,0.0065333125625190655,1.3416218025631679,0.005591869814847566,0.007430159641404662,0.0051291722895831435
12.0,0.6351778047025102,0.47070886461256034,43.93152,43.93152,1.0,0.31727960914050674,0.5436696510189198,0.25113533270119404,0.6834526885246894,0.11467052677953303,0.33641997143317676,0.21283171777946194,0.2955943586712659,2.1797628968352885,0.6641897353616795,0.22554113708834903,1.9802372305825924,0.27466636249572257,0.28250000000000003,0.5382763743400574,0.33630958308659226,0.21496704117211557,0.11389601892395189,0.0069562507730544865,1.5200467654176464,0.00516678640111638,0.008709238184370265,0.004401654757864214
13.0,0.6435283432986816,0.6577114481171618,47.59248,47.59248,1.0,0.3161115432074368,0.5506716961208379,0.25183489694539435,0.6836539057743523,0.11467052677953303,0.34203404609006793,0.2160643292254984,0.2917081061273991,2.183325225863583,0.6636049685588545,0.22681863831602406,1.9914536123292452,0.2749855574812247,0.28579777907656345,0.5495157837867737,0.3423404570154643,0.21839618125834453,0.11389601892395189,0.007319392354602083,1.6911385712082847,0.005167353452971483,0.009470075086882863,0.005734355153823356
14.0,0.6402794497727724,0.736695118056254,51.25344,51.25344,1.0,0.3192514456466703,0.5700582664993804,0.25719817370525505,0.68593263038797,0.11467052677953303,0.3321619218561054,0.21006315789272145,0.2925096248589596,2.231533508421637,0.6634388640155966,0.22584999698253783,1.9829490013460203,0.2749265204612254,0.2828563489858294,0.5381717681884766,0.3325711792203013,0.21274692211387816,0.11389601892395189,0.00719229954244729,1.7660668111911946,0.0046913617571996535,0.009739636353680992,0.006028526928725272
15.0,0.6360471922341671,0.6444978399936084,54.9144,54.9144,1.0,0.3194851626469892,0.5588149474958948,0.26031951460496927,0.689448950296648,0.11467052677953303,0.3336573056499184,0.2104439092904313,0.2981357991591451,2.2582895729536068,0.6625191523457761,0.2243513821944217,1.9697912562178366,0.27104300091491307,0.28114926419060965,0.5371699333190918,0.33394775697467877,0.2134851656253535,0.11389601892395189,0.006478568181234056,1.693421274136199,0.004547297071216446,0.008473923915137247,0.004014804862159423
16.0,0.6357685286522281,0.6311566408682762,58.57536,58.57536,1.0,0.326945114751914,0.5660056756680756,0.2619495482946056,0.691669075664064,0.11467052677953303,0.3513042586229883,0.22106700331962495,0.29476790931500124,2.274220348489719,0.6614643709268557,0.22354390650891082,1.962701669653358,0.27454718779790277,0.27895206906817505,0.5516296625137329,0.35166767989728476,0.2240492263158628,0.11389601892395189,0.006552109650134498,1.8092062677624199,0.004402866455660061,0.00881935781094051,0.005498982020240794
17.0,0.6358695512482606,0.6606945946397895,62.23632,62.23632,1.0,0.3257507618836717,0.5633611657863462,0.2646299612485827,0.6923650989768284,0.11467052677953303,0.34027651259853237,0.21463720283924542,0.2987341321367944,2.295353473639747,0.6617348618097043,0.22453471754046153,1.9714009292140655,0.2742238426693183,0.28047464940668826,0.5587738156318665,0.3404368511980703,0.21812491394229108,0.11389601892395189,0.005882209937961204,1.718922734959051,0.0037264303985120413,0.008179211648391816,0.005930573739663628
18.0,0.6420411507100579,0.9867168233176482,65.89728,65.89728,1.0,0.3300477636743521,0.5799968656902985,0.2679874764514375,0.6945235056363965,0.11467052677953303,0.3458642053164473,0.21885361731933806,0.2957031109855775,2.3273470699583014,0.661468838531676,0.22132971545923238,1.9432612092176262,0.2728413129834832,0.27877143209571975,0.5278373956680298,0.3458416421108693,0.2228366032917566,0.11389601892395189,0.006012629215580489,1.849905756291264,0.0036846552731713365,0.008527684721883057,0.0051911860764238425
19.0,0.6392949662565746,1.0482019860948835,69.55824,69.55824,1.0,0.32847414803429126,0.5346599668873978,0.2695566135366282,0.6969971893664164,0.11467052677953303,0.31093852461487265,0.19629975904774136,0.30438628851180677,2.3382231600787007,0.6601619762756129,0.22144165081060363,1.9442439946778096,0.27683270101578755,0.279680079980005,0.5040000677108765,0.31059051026554124,0.20055095764889572,0.11389601892395189,0.005422182338311035,1.750235886516748,0.0034304562209774452,0.007595157830889202,0.004856736005650318
20.0,0.6351607338065309,1.0104383369393994,73.2192,73.2192,1.0,0.3304420605461969,0.5458479801743739,0.27208360836460965,0.6990795878565831,0.11467052677953303,0.3361147861224142,0.21087834585393536,0.3014377544818267,2.35999157602525,0.6584569450146776,0.22072312889631163,1.937935416721527,0.27245542141986934,0.276688955499193,0.5063961148262024,0.33644056204938727,0.2152183340944808,0.11389601892395189,0.005593563159745898,1.8940024409585021,0.0032702366151910484,0.008163636636863708,0.0048680610451303325
21.0,0.6429877773816017,1.0198422466500139,76.88016,76.88016,1.0,0.33106043019886877,0.5770612498595857,0.27322360099201065,0.7001065925082612,0.11467052677953303,0.3345567266452622,0.2119013437419432,0.30091351358447893,2.36809005412771,0.6604859905701412,0.22249751862032324,1.953514448726117,0.27394594594594596,0.2763900080580177,0.5371338725090027,0.33503430592388067,0.2169461623798258,0.11389601892395189,0.005184059615511453,1.8341815848198166,0.0030051684041266877,0.007616994599396129,0.00583831611896865
22.0,0.6347379313717463,1.1297509474960346,80.54112,80.54112,1.0,0.3356542318345803,0.5605124991493339,0.2774278577394915,0.7045095358489403,0.11467052677953303,0.33776618299393985,0.21267987891407522,0.30049009615453526,2.408462243613256,0.6591223671438488,0.22110680416779033,1.9413040618691233,0.269658164885173,0.2789201286893272,0.5446950793266296,0.3380716087302136,0.2178407841211158,0.11389601892395189,0.004845080682686426,1.7953207489445049,0.002845588368556898,0.007092041077103844,0.00549602270778544
23.0,0.6390750489888665,1.1358521773621386,84.20208,84.20208,1.0,0.33564691480348197,0.575746332935483,0.278650965052505,0.7038795084629964,0.11467052677953303,0.335234337074913,0.2108422380686978,0.30713515552364845,2.4186001536144413,0.6583156758364171,0.21839517534265387,1.9174961285387493,0.27181878747501664,0.27814387699066445,0.5342008471488953,0.3350895244313766,0.21609876911936526,0.11389601892395189,0.0047243765409383095,1.830146321633947,0.002703418026646402,0.007013106706405895,0.005526461884379332
24.0,0.6435618505807221,1.6249043659650177,87.86304,87.86304,1.0,0.3407604742411021,0.5588181373253591,0.28292584789703906,0.7069590001871524,0.11467052677953303,0.32845909729140665,0.20748780835636693,0.3059770728555264,2.4561206623827987,0.656928635133174,0.21814673668635437,1.9153148525060428,0.271850969349074,0.27682227682227684,0.5385849475860596,0.32866363311706254,0.21335148779886426,0.11389601892395189,0.00452208919269178,1.8298268319194904,0.002506519676350706,0.006811857858417834,0.0050116398251617775
25.0,0.6465111554752019,1.632509443897027,91.524,91.524,1.0,0.34272899848737515,0.5728265330297652,0.28386447474073756,0.7091620521447757,0.11467052677953303,0.32855851567494,0.20671882348641768,0.30782680396980383,2.464855378290536,0.6564212733486942,0.21912926378117445,1.9239413796147393,0.2720336171624461,0.27579002350483156,0.528626561164856,0.32841046971948,0.21275475587422454,0.11389601892395189,0.004681998128025758,1.974767651622642,0.0024299544064424455,0.007257916960020094,0.005118253272936141
26.0,0.647068347699944,1.4544145118123957,95.18496,95.18496,1.0,0.3454401502208653,0.5549330757843541,0.2859930282130791,0.71092664989544,0.11467052677953303,0.3215255983313877,0.202565935435755,0.31007357360399485,2.4843593887918884,0.6553235477059125,0.2177055705820878,1.911441441403227,0.27161045342863527,0.2769773596001176,0.5444151759147644,0.3210823812631302,0.2088969474295226,0.11389601892395189,0.004353465556381273,1.9112534348951158,0.002304220564184665,0.006707349535741731,0.005496602145742597
27.0,0.6438609792578678,1.577095321268887,98.84592,98.84592,1.0,0.3514697826778397,0.5711332688649566,0.2922071478708955,0.7145288405954543,0.11467052677953303,0.3302789621822651,0.20809112698980245,0.3112777095120827,2.535225578871351,0.6562929050068246,0.2196110000935375,1.9281709946347754,0.2732049036777583,0.2780117944397641,0.5435742139816284,0.33035148541878084,0.21505558968967667,0.11389601892395189,0.004191131179485104,1.916511844505294,0.002173223023229904,0.006506327509366106,0.006896258035421015
28.0,0.6415434839260241,1.5629195494903372,102.50688,102.50688,1.0,0.3514584992016042,0.5647140792910091,0.2936149411317565,0.7144979162845988,0.11467052677953303,0.3199608521823496,0.20106062713932016,0.31664429154645657,2.54562412724775,0.6526689747283658,0.21713447935914315,1.9064272957962065,0.2683788878416588,0.27096774193548384,0.5337926149368286,0.32010592587454234,0.20833980179368214,0.11389601892395189,0.004330415669171918,2.0555104543163907,0.0021230033554093266,0.006877098362397959,0.006909968754897076
29.0,0.6421907844398388,1.7887102459128965,106.16784,106.16784,1.0,0.3528535390960418,0.5459020538108451,0.2956229268984389,0.7171313986884281,0.11467052677953303,0.31551892240004215,0.1971539256292212,0.3206220334362145,2.5620884574078158,0.6518617061461542,0.21384234408146136,1.877522551725389,0.2701092353525323,0.2763541059988352,0.5264531373977661,0.31536880572978665,0.2045696009022063,0.11389601892395189,0.003716495187689393,1.831119457308887,0.0019817316886043203,0.005718437160112656,0.005685521789851554
30.0,0.6489096471620469,1.8525761932663722,109.8288,109.8288,1.0,0.35673203304315937,0.5638356448172683,0.29832596443691156,0.7183368389937166,0.11467052677953303,0.3189674391780164,0.20036364831914819,0.31779879128903876,2.5870629605149578,0.651654991577059,0.2127294965133293,1.8677518189232611,0.2673301701191992,0.27167630057803466,0.5604985356330872,0.31866735967911436,0.20829729020099594,0.11389601892395189,0.0036292270649399684,1.851868560341245,0.0018922741880787772,0.005637402926890363,0.005538873249733069
31.0,0.6555704225821979,1.8675393573442332,113.48976,113.48976,1.0,0.35683699196629254,0.5620907589205187,0.3002135561661146,0.7184309007124876,0.11467052677953303,0.3294476184991302,0.20665200757742874,0.3110421672217855,2.602987660259384,0.6511747240588902,0.21550736355513148,1.8921413196981471,0.26498696785403997,0.2698741436992194,0.5626423954963684,0.32899399775388016,0.21427639220511155,0.11389601892395189,0.0033343841453189562,1.7594638340760866,0.0017376178923848465,0.005183751708633369,0.0041577437355926165
32.0,0.6473645674035995,1.766435880406324,117.15072,117.15072,1.0,0.360818611113328,0.5699298837965332,0.3015275655888004,0.7205474356213863,0.11467052677953303,0.32584878862952116,0.20476400202973605,0.3136889877744341,2.6149589976574426,0.650765611932099,0.21476048728029606,1.8855837922104297,0.26755633340625684,0.2704987320371936,0.5430603623390198,0.3253017369639955,0.2126751054850374,0.11389601892395189,0.003262428846126917,1.7741993839626957,0.0016308853201682343,0.005155195170899017,0.005259126751897391
33.0,0.6467563484546938,1.740354277083378,120.81168,120.81168,1.0,0.36127520637887783,0.570817166553344,0.3028831371701634,0.721486192879706,0.11467052677953303,0.3270604382717512,0.20683744356229844,0.313446752885103,2.6243030151812627,0.6483221207328538,0.21121349831470246,1.8544414485262144,0.26660951564509217,0.2719449225473322,0.5531959533691406,0.3267322319749331,0.2157184315828132,0.11389601892395189,0.0030433369938743975,1.70745140019244,0.001549097689720582,0.004773737230215409,0.005288132977261026
34.0,0.6563051550708306,2.518006060739263,124.47264,124.47264,1.0,0.3633681024106108,0.5453880652621182,0.30458173046329956,0.7226823339605665,0.11467052677953303,0.31335360572261506,0.19667785967266566,0.3235548941584371,2.6395736773280425,0.64851954870766,0.20563464611434723,1.8054594713415666,0.26790326367691947,0.2684372776855584,0.501899242401123,0.3124657776184731,0.20530539010394916,0.11389601892395189,0.0031306466498992078,1.8130350921010177,0.0015125353010732212,0.005006953211163494,0.004566100690211738
35.0,0.6520883156304569,2.2902318608293992,128.1336,128.1336,1.0,0.36293386518942444,0.5671568488401721,0.3050693424945212,0.7227111892937319,0.11467052677953303,0.3358563737304944,0.211650484197557,0.3087155542471388,2.6457211946335235,0.6475988581806036,0.20785188305719077,1.8249266745308543,0.2602935181410518,0.26683087027914615,0.5500067472457886,0.33540008187224946,0.2202165969250911,0.11389601892395189,0.00325110850058327,1.94369265892783,0.0015605800218020886,0.005202959670102722,0.004883800224040246
36.0,0.6463323090165382,2.128696831568083,131.79456,131.79456,1.0,0.3680618151562153,0.5671888498870863,0.3092867733031524,0.7259123393996002,0.11467052677953303,0.3194743921849272,0.2020598635472056,0.32042958165208185,2.6766426607490215,0.647020842982816,0.20771284768604822,1.8237059525736157,0.2639257294429708,0.2674843731572119,0.514172375202179,0.31912255596248434,0.21215914417268555,0.11389601892395189,0.0029136800213179596,1.7998035332875588,0.001349955993219672,0.004710804296916279,0.005124730043067834
37.0,0.6558698230727174,3.1875058453960117,135.45552,135.45552,1.0,0.36241530851054127,0.5725305165268564,0.30857419993572566,0.7268269752827857,0.11467052677953303,0.3231067936014601,0.2022566616032057,0.3209348902982081,2.6726512579424164,0.6466597325089382,0.20984126311313717,1.8423933083495017,0.26367992867491363,0.2675943270002676,0.5312983393669128,0.3233676854002251,0.2119039603523917,0.11389601892395189,0.0030345991371132698,1.9297462579634157,0.0014353478178178347,0.004873991210439636,0.005134780667418022
38.0,0.652916543554811,2.1153569848561746,139.11648,139.11648,1.0,0.36643810044238573,0.5662621537933746,0.3119384533629369,0.7289562977300617,0.11467052677953303,0.325791403813045,0.20343131056644634,0.3204868951020406,2.6986017501591912,0.6470364545007831,0.2083243589642857,1.8290749837655291,0.2691538974017322,0.26982655898318547,0.5306955575942993,0.32524002464509844,0.2125700747226579,0.11389601892395189,0.002663991036053093,1.7442903598675912,0.0012933059181323744,0.004241481300653201,0.004530024127223489
39.0,0.6550931597809916,2.266613923085546,142.77744,142.77744,1.0,0.36631250500811147,0.573774061903411,0.31329507736384477,0.7271084102872765,0.11467052677953303,0.33062486716307615,0.20724140110230435,0.314694873830649,2.7146306178711663,0.6469152016980513,0.2095883893372648,1.8401730922413233,0.2631298604452967,0.2670322138450994,0.5445879697799683,0.3299521394436383,0.2164156270870748,0.11389601892395189,0.0024195709895667326,1.63025313694925,0.0011662620807106389,0.0038591730862784705,0.005355810734753012
40.0,0.6505511288480377,2.217245477044356,146.4384,146.4384,1.0,0.3648321451504016,0.5957522331689211,0.3122051408409298,0.7266774481118036,0.11467052677953303,0.3400872090468823,0.21362755513038595,0.30743331282607894,2.7035303490834255,0.6461834933647786,0.2087056306829395,1.8324225258680182,0.26219203082226505,0.2663656884875847,0.5495701432228088,0.33972684770298106,0.22307132382989578,0.11389601892395189,0.002528405288740632,1.7525236935161956,0.0011745123010021249,0.004078418082397614,0.004594209930220432
41.0,0.6651377822686803,8.399372949606342,150.09936,150.09936,1.0,0.3680356648419773,0.5888920671873528,0.315302436190985,0.7292704625430563,0.11467052677953303,0.33152090553156877,0.2088530925920465,0.3103779358808208,2.729054677227732,0.6465727899072691,0.21106888598223883,1.853171761193594,0.26378155589902114,0.26791485567814555,0.5158007144927979,0.33103440996032957,0.2188355542555547,0.11389601892395189,0.002510964025203024,1.7885053860263724,0.0011625793445664823,0.0040566425452287815,0.004807923261792696
42.0,0.6617875260058006,2.6910252540175845,153.76032,153.76032,1.0,0.3670891448053815,0.5766212552029985,0.31426902449809835,0.7293770350729941,0.11467052677953303,0.33243217073498554,0.20935572708625233,0.3116222449004443,2.721291383805878,0.6494651373469726,0.21079051841649252,1.85072771118749,0.2637454355764215,0.2706804328896629,0.532391369342804,0.3323039356943996,0.21932128314792207,0.11389601892395189,0.002461919700307582,1.7993102346154046,0.001130753579068673,0.003990382161845666,0.005056174466966821
43.0,0.663215491973501,2.881547108546735,157.42128,157.42128,1.0,0.3683191208923061,0.5752998451220547,0.32155385267010866,0.7338805493015618,0.11467052677953303,0.3239480957105657,0.20342146730092694,0.31734136778509736,2.785981099745702,0.6462008367070862,0.2064793507734613,1.8128759259911191,0.26494520993815773,0.26755175517551755,0.5070293545722961,0.32360878186224834,0.2142480287117932,0.11389601892395189,0.0023859053567878595,1.7883324592448844,0.0010741984644720183,0.0038931678032970564,0.004741462709604362
44.0,0.655186332515816,2.9011458743510126,161.08224,161.08224,1.0,0.36980529235404963,0.5768773862988318,0.32269931779646827,0.7326456598904445,0.11467052677953303,0.32344205452092006,0.2031932499179966,0.3177965048165329,2.7958416069670684,0.6447028964987984,0.20597847276389208,1.8084782480538097,0.2667829119442023,0.26792370094277573,0.501190721988678,0.32336748615948385,0.2144080658791366,0.11389601892395189,0.0022734619972016525,1.7495414868390071,0.0010494842725507852,0.0036717549340286788,0.0045315559428005915
45.0,0.6649191369670421,3.13322440099625,164.7432,164.7432,1.0,0.37164104797922826,0.5778587288651386,0.3208487056347081,0.7309527021307848,0.11467052677953303,0.3345384182044581,0.21100323902929666,0.31403677404752217,2.7773236533330223,0.6435420471137542,0.20732495653643057,1.8203002922767737,0.2616076907343015,0.2635821941815633,0.5271051526069641,0.3344624788915029,0.22196293726472058,0.11389601892395189,0.0021963001138959244,1.7321512574708322,0.001029617087385474,0.003528411415565138,0.004052962872569769
46.0,0.6663315021402789,4.243186019923465,168.40416,168.40416,1.0,0.3718625732452436,0.586543105454973,0.3217653714288187,0.7330994249530738,0.11467052677953303,0.3300357574815681,0.20773134948586133,0.3192785974650441,2.78560722675876,0.642531238973738,0.20692999542180912,1.8168325581245803,0.2619993557392892,0.26495038884419414,0.545577883720398,0.3295006511951929,0.2189490402938138,0.11389601892395189,0.002193050776234697,1.7706269988302665,0.000980215900291575,0.003575427509056574,0.00431259444925874
47.0,0.6650771089034049,3.346996968178705,172.06512,172.06512,1.0,0.37349746396942285,0.5679347792778542,0.3248454150311917,0.7354356736518304,0.11467052677953303,0.32283133855083834,0.2020855473532624,0.324871531732596,2.812859281588266,0.642910094372379,0.20496506498095476,1.799580590413871,0.2611746067670024,0.2640474100087796,0.49235498905181885,0.3220991772018981,0.21304553783125066,0.11389601892395189,0.0021541440909963305,1.780212315488825,0.0009612570762499807,0.0035093973719172197,0.004796017679798288
48.0,0.6695935776215352,4.210512742116127,175.72608,175.72608,1.0,0.37307455211109025,0.5634506422034806,0.32999829704396627,0.738084376245557,0.11467052677953303,0.3181456731000988,0.19938873564237605,0.32638420776468136,2.8534318915446546,0.6395210145338213,0.20426620713359875,1.7934446617487732,0.2601240834743373,0.2610638000837638,0.5423661470413208,0.31750035754239314,0.21122845542616608,0.11389601892395189,0.0021409129161159292,1.8098674557058985,0.0009163092394963397,0.003532215807613177,0.0047874517191818155
49.0,0.6680591460665436,4.036222531418259,179.38704,179.38704,1.0,0.3746420220576996,0.6059539857036148,0.3306222290167781,0.7370235347085834,0.11467052677953303,0.33860869897863766,0.2126581612260021,0.3158559560866462,2.867701872614807,0.6379327308224424,0.2045946331753686,1.7963282220775072,0.25842121429302756,0.26098614628333083,0.5722373723983765,0.33744864727080276,0.22421365989773515,0.11389601892395189,0.0021343476930702817,1.8458244353314512,0.0009418064379244094,0.0034893273527079834,0.004912044089220496
50.0,0.6638175870137555,4.029720338107766,183.048,183.048,1.0,0.3735335329360119,0.5851258971507469,0.3299264468532633,0.7367803673084339,0.11467052677953303,0.32480575909362647,0.20405207248355697,0.3259147193868619,2.85786127014592,0.6419392938845166,0.206860621200969,1.8162234567574251,0.2614207650273224,0.2649670581495273,0.5554580092430115,0.3250870638668025,0.21640481006117096,0.11389601892395189,0.002053174951441869,1.8123828457428317,0.000892819486811921,0.0033749166761819086,0.005187091750975175
51.0,0.6738190317101372,4.711303512185943,186.70896,186.70896,1.0,0.37648360150531823,0.5733265657355603,0.32941092694665186,0.7382539056773054,0.11467052677953303,0.3265979967828029,0.20522906856189335,0.3273525753001383,2.8527045125633976,0.6424866256727948,0.20744241572112387,1.8213315766517941,0.26322155030236394,0.26680508694523747,0.5364845991134644,0.32663779900092543,0.21764785524920563,0.11389601892395189,0.0019085079980623047,1.723075068610342,0.0008696683537450651,0.0030912192031888647,0.004802610031846061
52.0,0.6856422581433729,6.268176773217013,190.36992,190.36992,1.0,0.3798443557026941,0.5685293820601472,0.33534941780732636,0.7400901123624657,0.11467052677953303,0.32170492059227374,0.20141851053143892,0.326362243652732,2.9017771844252094,0.6419225027180857,0.20323803742406082,1.7844173953065243,0.26259071915548715,0.26860920666013716,0.523743748664856,0.32165404627915317,0.21393617336387735,0.11389601892395189,0.0018401226732191124,1.6970819354974083,0.0008334938536588598,0.0029865779397325177,0.0037808817420674373
53.0,0.6718986086983914,4.249811400478636,194.03088,194.03088,1.0,0.38130803278847275,0.5710636745113522,0.33584045385543754,0.7409420371333364,0.11467052677953303,0.3143840628843958,0.1971214646504806,0.32739379806923946,2.900433011408065,0.6410527253167468,0.2048433634213536,1.798512058249613,0.2613019891500904,0.2656333511491181,0.5345643758773804,0.31398405203497803,0.2094241451461097,0.11389601892395189,0.0017459174537778897,1.644117924355669,0.0007888080172844366,0.0028340691292641604,0.003961230417835058
54.0,0.6844182316402867,8.627381398739061,197.69184,197.69184,1.0,0.38371501798160546,0.5956218446229132,0.3380654141228088,0.7426508375503622,0.11467052677953303,0.3280790348321986,0.20625308259763941,0.3226181624534372,2.924991412741836,0.6390920742732775,0.2053527079234023,1.8029840714671144,0.2607225860976125,0.263342776203966,0.5164872407913208,0.32795297255418704,0.21945379330362658,0.11389601892395189,0.0017315685908855128,1.6638021194848989,0.0007995579025529689,0.0027879199855774064,0.004432858508163574
55.0,0.6722386696174928,3.7725933419076036,201.3528,201.3528,1.0,0.3789608741958124,0.5504074577842112,0.3384092838501978,0.7451204664926127,0.11467052677953303,0.31565948616145245,0.19874469045562212,0.33001699523193456,2.9267564584379566,0.6389767197128646,0.20482184597933295,1.7983231364398438,0.261443661971831,0.2647811447811448,0.543850839138031,0.31585236776220754,0.21249437217608452,0.11389601892395189,0.0016703244433990618,1.6365811743653467,0.0007737922100307767,0.002685364593914196,0.004386688287177626
56.0,0.6923409031109072,13.299165837699439,205.01376,205.01376,1.0,0.38224659344038936,0.5543534257982308,0.34167205781265797,0.7441941291844978,0.11467052677953303,0.30981404433306514,0.19388022368226565,0.334969884816631,2.955302389441986,0.6359306414893207,0.20040492114617972,1.759542809656847,0.25618131868131866,0.26168464304057526,0.5248358845710754,0.30944456625738587,0.2077525596518704,0.11389601892395189,0.0015856826212820962,1.586121610551345,0.0007448491925876948,0.0025344294573246867,0.0047453287458534155
