round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_ece,fed_auprc,fed_f1,fed_f1_best,fed_auroc,fed_auprc_lift,fed_brier,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.5831279212686954,91.82565886036306,19.595016,19.595016,1.0,0.5495793705762818,0.3554559519124586,0.8956028379766535,0.9488965376766273,0.9488965376766273,0.4046723706366904,0.9936605309793005,0.2100939032627412,0.9069767441860465,0.34948895869473484,0.9523624676340081,0.9847791374967438,0.9832657200811359,0.9832657200811359,0.5217039585113525,0.44394849880675125,0.2289380830958832,0.9670822942643391,0.003120609944339242,1.8703176654553317,0.0007402747575161082,0.0035191885929416787,0.0028284948298050914
2.0,1.627788847132018,81.1805654261912,39.190032,39.190032,1.0,0.39111503237901724,0.5091491171093875,0.9629166257110914,0.04112607099143206,0.9496309318014744,0.7427113730487417,1.0660076050144662,0.3492683956741573,0.9069767441860465,0.32570678419053867,0.9505585561273623,0.9829138241543897,0.9832657200811359,0.9832657200811359,0.5270580649375916,0.43798518225439165,0.22368700045675402,0.9670822942643391,0.0006898456138771026,0.417971218083494,0.00016536162487065258,0.0007765510374432779,0.000721705374888298
3.0,1.599746463499799,90.56243931851111,58.785048,58.785048,1.0,0.28262275755405425,0.6200618373100147,0.9757555157097092,0.0,0.9533398246996653,0.8731835889500749,1.0804032613240906,0.47873830727414685,0.9069767441860465,0.3167440261303077,0.9500536944401624,0.9823917779022825,0.9832657200811359,0.9832657200811359,0.5308793783187866,0.4338757126408622,0.22010830946420223,0.9670822942643391,0.0006220348834403907,0.3772296552278931,0.00016348719547382815,0.0006978143570112575,0.0006119742946221003
4.0,1.6561368108615646,105.36031092414706,78.380064,78.380064,1.0,0.24923288669697072,0.6515066934879435,0.9769936105286174,0.0,0.9642223807037196,0.8838920038228736,1.0809269739559886,0.5177376057626695,0.9069767441860465,0.31755278415928234,0.9501012177478203,0.9824409188160803,0.9832657200811359,0.9832657200811359,0.5325565934181213,0.43223661998858176,0.21868838292841872,0.9670822942643391,0.0005171207134638684,0.31377872593168377,0.00016151003760602576,0.0005759264439872079,0.00045231208990498766
5.0,1.6242655510487585,117.62502737427633,97.97508,97.97508,1.0,0.23298441636007886,0.6656434004389962,0.9759583897853628,0.0,0.9665150784530628,0.8796222636872525,1.0790277803773278,0.5350950905054158,0.9069767441860465,0.3152046509447231,0.9496022141135174,0.9819249300142354,0.9832657200811359,0.9832657200811359,0.5343641042709351,0.4304015786273223,0.21710564564148307,0.9670822942643391,0.000507944593459114,0.30837842898392864,0.00016287701212984852,0.0005650266583322046,0.0004019217980251866
6.0,1.6593707530596236,121.6201713516071,117.570096,117.570096,1.0,0.22379439646421478,0.6691364458827085,0.971300129052983,0.0,0.9691119003412848,0.8783774632503528,1.0706618142097313,0.5382500993671736,0.9069767441860465,0.3160251301045525,0.948755113448403,0.9810489955977556,0.9832657200811359,0.9832657200811359,0.5350212454795837,0.429872878144804,0.2166493625106422,0.9670822942643391,0.00042992836562338416,0.26115808167060095,0.00014112954963224365,0.00047769598625136713,0.0003216944018995212
7.0,1.7726917371121904,154.48394777001673,137.165112,137.165112,1.0,0.21266583273577136,0.6727482291155084,0.9707121097615882,0.0,0.9614926694636621,0.8801367132389751,1.0696062794404548,0.5426234997672336,0.9069767441860465,0.315501586259709,0.9480342811548148,0.9803036274963403,0.9832657200811359,0.9832657200811359,0.536710798740387,0.42820320382082544,0.2152165764503748,0.9670822942643391,0.0004804806044436679,0.29204246221593166,0.00015684348796552063,0.0005340177777077722,0.0003251376390452783
8.0,1.6431412998288248,155.4590127295239,156.760128,156.760128,1.0,0.2147994185602942,0.6691529217847557,0.9721073515563604,0.0,0.961407351051831,0.8850853319983616,1.0719543565265774,0.5376568528661789,0.9069767441860465,0.3142591463891103,0.9478234289281016,0.980085598246954,0.9832657200811359,0.9832657200811359,0.537346363067627,0.42760391770455597,0.21470373787911987,0.9670822942643391,0.0005257197241743523,0.31972878727356147,0.00017740535913798828,0.000583393649254819,0.0002914025360457048
9.0,1.687137778737532,158.32220390994513,176.355144,176.355144,1.0,0.2180621876273044,0.6602518826030019,0.9741594412878757,0.0,0.9638492569989425,0.904842807081418,1.0745854166699462,0.5248235657051586,0.9069767441860465,0.3243666682294841,0.94814103549144,0.9804140155545834,0.9832657200811359,0.9832657200811359,0.5383483171463013,0.42676538630316674,0.21398464749893564,0.9670822942643391,0.0005149901144983548,0.3134134262614907,0.0001615793032555971,0.0005734318737737309,0.00029968166707140684
10.0,1.599507182692484,149.94138145550312,195.95016,195.95016,1.0,0.23722031234308727,0.6234025587869245,0.9757421750720174,0.02009302325581395,0.9654068927860643,0.9256145269194009,1.0768547978412515,0.47704397564133855,0.9069767441860465,0.3210027036741838,0.9476521447141107,0.9799084838327964,0.9832657200811359,0.9832657200811359,0.5374404191970825,0.42776240291738155,0.21483562991278018,0.9670822942643391,0.00048332159484692924,0.29433549623286126,0.00015149019006933644,0.0005381712940568501,0.00026795619183834677
11.0,1.7032757123936766,181.55365019069117,215.545176,215.545176,1.0,0.24399387573086934,0.6082529358392537,0.9746609485113933,0.0382547065337763,0.9672693535509618,0.9228580075547261,1.0752523582948725,0.45545862381324087,0.9069767441860465,0.3236868426399112,0.9478487236509519,0.980111753955729,0.9832657200811359,0.9832657200811359,0.5385858416557312,0.4264727935826689,0.21373555168345237,0.9670822942643391,0.0004975525935772244,0.30323526655843125,0.00014406450451047372,0.0005559414167364909,0.0002621679059416201
12.0,1.581001556670014,179.77834181229937,235.140192,235.140192,1.0,0.23821840535762698,0.5990798207216483,0.9734977043645392,0.06984024266936298,0.9626698569177886,0.916549629090247,1.0739913051550656,0.4413858186975359,0.9069767441860465,0.31858815071811464,0.947440126058475,0.9796892484513886,0.9832657200811359,0.9832657200811359,0.5386930108070374,0.4261821517028713,0.21348983929640591,0.9670822942643391,0.0005413177132504694,0.3301420119182694,0.00014400534680898572,0.0006069131781687265,0.00026279540751738997
13.0,1.5894499981622874,182.10340453021362,254.735208,254.735208,1.0,0.23795020545637882,0.58178833729999,0.9726710419204305,0.14349245206038352,0.9677956281565165,0.9055861739407454,1.0735172528639716,0.4279951524450859,0.9069767441860465,0.313172988263241,0.9471056816534456,0.9793434201728511,0.9832657200811359,0.9832657200811359,0.5380613803863525,0.42675577735068493,0.2139795005347385,0.9670822942643391,0.0005747845793505815,0.35083907211208043,0.0001421296184222866,0.0006461666562179323,0.0002612469778244894
14.0,1.600155349152657,198.38246354650926,274.330224,274.330224,1.0,0.23677787316399948,0.5614305641068967,0.9733360202636095,0.19306201550387594,0.9681451462566966,0.9111312519910798,1.0742490005492717,0.40415002598464317,0.9069767441860465,0.31226655414381044,0.9471210115840698,0.9793592719061681,0.9832657200811359,0.9832657200811359,0.53756183385849,0.4274092762547538,0.21453623148894482,0.9670822942643391,0.0005842024073196198,0.3568995392688521,0.00013732655670578944,0.0006578742171378681,0.00025090503078081214
15.0,1.5393878655514526,209.58977827036128,293.92524,293.92524,1.0,0.2528381832117258,0.523686436095903,0.9720661012164338,0.2649938800489596,0.9681451462566966,0.9030309925818049,1.0724537219572505,0.36890765362561323,0.9069767441860465,0.30801569068717083,0.9464830167287941,0.9786995608773761,0.9832657200811359,0.9832657200811359,0.5367724299430847,0.42822133599968615,0.21523009360302642,0.9670822942643391,0.000556589043228285,0.34031723962891647,0.00011874124110460386,0.0006286985101817586,0.0002342421159407366
