round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_prevalence,fed_auroc,fed_ece,fed_f1_best,fed_f1_best_threshold,fed_auprc_lift,fed_brier,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,9.097709945126255,708.3687368966523,40.27056,40.27056,1.0,0.2372241716628245,0.11404833836858007,0.6761459753293888,0.38560183936765663,0.30731012327861557,0.6023687733260376,2.121185062946922,0.2465774716951253,0.2765652492584457,0.6733037621399005,0.22778035080641904,1.9998973884987803,0.2767811378780113,0.2896781354051054,0.6121664047241211,0.384950623411952,0.2463518006822028,0.11389601892395189,0.006818036286083372,1.1738098309228917,0.006066871216963417,0.007472402880095075,0.004246657406172312
12.0,9.403817757039999,718.0389001449872,43.93152,43.93152,1.0,0.23821007024963947,0.11404833836858007,0.6761283665289898,0.38204947112865323,0.30981480300136377,0.5915893959303546,2.1130795185068236,0.24347749212343633,0.2805093059285521,0.6733225110208031,0.22739167236776328,1.9964848158528894,0.28131529748157924,0.2899353647276085,0.6114072203636169,0.3811295180725363,0.24323230117223432,0.11389601892395189,0.0058989872414143794,1.0641000290916054,0.0056621942386307945,0.006120461686491205,0.003268226524868214
13.0,9.299207279684508,692.4947494463194,47.59248,47.59248,1.0,0.23561195235559818,0.11404833836858007,0.6775905601798317,0.3783614469855303,0.3146314697773274,0.5858638249187611,2.0893521551974374,0.2408939938497895,0.2810955353975577,0.6713214256438207,0.219468293554496,1.9269180400505,0.278523140925637,0.29012875536480687,0.6088057160377502,0.37783320071058984,0.24099216758519182,0.11389601892395189,0.00575999284464098,1.0835288583448346,0.00471410511127243,0.006700159336579159,0.0022101023016212794
14.0,9.29509859949729,966.7408044370013,51.25344,51.25344,1.0,0.23815243270175404,0.11404833836858007,0.6774975600312635,0.3803366024501074,0.31425663885297556,0.5949692318810587,2.10867648610804,0.24196414757388188,0.28339653549669563,0.6719104718096897,0.22553791596949044,1.9802089493582877,0.2824369656963532,0.29023569023569024,0.6072348952293396,0.37978096126256117,0.242183936578616,0.11389601892395189,0.005762722056016469,1.134810499276682,0.004854142260787944,0.006588414107154988,0.002540328795094747
15.0,9.319003456285987,754.8921189446066,54.9144,54.9144,1.0,0.23852476299930697,0.11404833836858007,0.6782231128525931,0.38209384493529797,0.31706558025369536,0.5959970244213052,2.125393777352843,0.24346226407283442,0.28202098718568824,0.6701047186490726,0.2253620447870753,1.9786648112569152,0.2784276530719781,0.28968054858672015,0.6118497848510742,0.38159310055898604,0.24385160728359723,0.11389601892395189,0.0056705566925698975,1.1628732533827133,0.004383854686005048,0.006850050985679113,0.0031408826107816247
16.0,9.219056341258215,787.0146903273051,58.57536,58.57536,1.0,0.23959813362337645,0.11404833836858007,0.6783395767695843,0.37687331274684527,0.31756481706026973,0.5865506046570741,2.123209376208688,0.23936587977507465,0.28400887354540927,0.6699360414682075,0.227714986236208,1.9993234916160922,0.278207783713071,0.2870317002881844,0.6031563878059387,0.37624070281572997,0.23971211030660627,0.11389601892395189,0.004993129826484803,1.06809910922766,0.00425665680437055,0.005682152795701839,0.0024951859439435093
17.0,9.289252300711514,1052.006793017652,62.23632,62.23632,1.0,0.24017583415647542,0.11404833836858007,0.6796497154379791,0.377899217705382,0.3160123186755088,0.5870845152172077,2.1397737387620643,0.24017914041831856,0.2821610321554167,0.6683625284615291,0.2234329069245396,1.9617271001695435,0.2781316348195329,0.28555224727066497,0.6083266735076904,0.377436091616503,0.24091617483737218,0.11389601892395189,0.005187551788507091,1.149725676570597,0.004139727210516974,0.006174443822061755,0.003145553353939743
18.0,9.343935197796798,883.0879168766978,65.89728,65.89728,1.0,0.24402316243679184,0.11404833836858007,0.680988210051152,0.3791044306700293,0.3214670054700719,0.5936381910146334,2.172836665039856,0.24101459214256052,0.28616505098284273,0.6703699638610928,0.22336434035497327,1.961125089930607,0.2779178082191781,0.2873973027437607,0.6142551898956299,0.37856279487482425,0.2416384260351319,0.11389601892395189,0.004954669010647525,1.1415884001653467,0.0037779290979891435,0.0060745444971551845,0.002895508159098599
19.0,9.310772398889878,945.3169871399684,69.55824,69.55824,1.0,0.24571839834662468,0.11404833836858007,0.6819348695621282,0.3749719767925993,0.32261223398766264,0.5882430438323683,2.185987629777752,0.2372825099965559,0.2945929383459572,0.6713871973204009,0.22645549603465964,1.9882652455645835,0.2806365431525148,0.29140679140679143,0.6111502647399902,0.3742164338359212,0.2379479766739086,0.11389601892395189,0.004685070963686211,1.119522277129363,0.0035208681124147445,0.005801331068971638,0.0034099310736089078
20.0,9.41279826910689,899.5850916305566,73.2192,73.2192,1.0,0.24608001268859386,0.11404833836858007,0.6825416318871668,0.37969841667772664,0.32455932972456353,0.5855255916898494,2.187498445137951,0.24124424103175016,0.28641344790070244,0.6705234311064465,0.22469100562565758,1.9727731289333585,0.2801429964250894,0.28884098822749127,0.6100625395774841,0.3789131776337607,0.2416659404703113,0.11389601892395189,0.004247363986466449,1.0492092208896793,0.003448747524629543,0.005024325104176936,0.002794776451119518
21.0,9.30198871561024,969.9207772099586,76.88016,76.88016,1.0,0.2472617118163979,0.11404833836858007,0.6842799337087864,0.37723909084913054,0.3284217528506557,0.5902622451992614,2.176414746059868,0.23903306492662915,0.28900357616704425,0.6656413429941356,0.21713655025281609,1.9064454781145395,0.27750336775931744,0.29018789144050106,0.6066643595695496,0.37660978600923534,0.24003015707383782,0.11389601892395189,0.004113314703327725,1.049195673014765,0.0032349065948376957,0.004977177993765937,0.0030185484240128338
22.0,9.24939777515488,1724.927162703399,80.54112,80.54112,1.0,0.2465979698289554,0.11404833836858007,0.6867431782944636,0.3728282448891006,0.3286570136858706,0.5904620274571254,2.1704048240497316,0.23564790310355713,0.292888895055835,0.6686028504623895,0.22024099657756857,1.9337023247899734,0.28026957936323493,0.2911889944317065,0.6123431921005249,0.3723120131909118,0.2367249509651819,0.11389601892395189,0.004467861944247591,1.1781616712282812,0.003287382191925111,0.005636272823944204,0.003562370192493278
23.0,9.225620465434876,1032.6449883531286,84.20208,84.20208,1.0,0.24824553025050727,0.11404833836858007,0.6873077230950693,0.3759454227815131,0.3315715707366037,0.5912838221282848,2.187844615488675,0.2381358079153451,0.2933685355544967,0.6692300595110061,0.22153838762243722,1.9450933379011068,0.28137561411344353,0.2903281223157533,0.6148209571838379,0.3753187773472962,0.2391555517550896,0.11389601892395189,0.0038405965288439503,1.0480355568925006,0.0029349349558112536,0.004746607297684789,0.003017526188462279
24.0,9.314299442821214,1039.668350821157,87.86304,87.86304,1.0,0.24526701215899452,0.11404833836858007,0.6860044614900157,0.37716802628851553,0.33206372430511494,0.5944574463077091,2.167078659912585,0.2387842436412001,0.29396605620858834,0.6690937348167321,0.22687839569034196,1.9919782783788795,0.28133226507954673,0.2907153729071537,0.6121447086334229,0.3764509293203163,0.23972168512556366,0.11389601892395189,0.004640703323643698,1.3068236767967392,0.0029736254820699566,0.006324247155075633,0.004203530153060561
25.0,9.42512248484028,1533.3906472612325,91.524,91.524,1.0,0.24700190502649172,0.11404833836858007,0.6855690562388774,0.3729156761299838,0.3278935090528264,0.5710857366976091,2.171941932360615,0.2353445374490048,0.2978140011056573,0.6635247399138676,0.2252582901028325,1.9777538515480242,0.2799813345776948,0.2873527588344699,0.6076871752738953,0.3721913188175428,0.23664556657333916,0.11389601892395189,0.004016526979638535,1.172515507962089,0.0028099928077087106,0.005242794806989977,0.0034564509908188734
26.0,9.394023108287172,995.7984669877081,95.18496,95.18496,1.0,0.2514747209651096,0.11404833836858007,0.6868764544091905,0.3794003876989701,0.3334149092068126,0.5942769374976015,2.2162144408658544,0.24078221990292778,0.28934427325544876,0.6658710858071776,0.22589382370607858,1.9833337972673775,0.27988210894007204,0.28807087215518556,0.616293728351593,0.3784593611144175,0.24169487151532412,0.11389601892395189,0.003903662809704578,1.180442473038056,0.002759796590201556,0.005076690077184867,0.0033661165326029844
27.0,9.344435366239983,1334.099942896864,98.84592,98.84592,1.0,0.24904160902475023,0.11404833836858007,0.6848889818486699,0.37551010090366294,0.32867450121262043,0.5903075730159865,2.187968204939194,0.23753117668765128,0.2945659369325911,0.6625691870098718,0.2224530198270747,1.9531237520743026,0.2754931461049816,0.2863863569538371,0.6051151752471924,0.3746491147894175,0.23869529969256267,0.11389601892395189,0.004031745878291626,1.2571676168008707,0.002613701079191319,0.005493579993395617,0.003840794641987201
28.0,9.347281641008843,1087.4390573826563,102.50688,102.50688,1.0,0.2562056574384247,0.11404833836858007,0.6888996133951005,0.3844830656512327,0.33215694657501177,0.5986567063225211,2.2474892854632986,0.24497881281991896,0.2860006418385393,0.6660129071613144,0.2190115192717088,1.9229075901058692,0.27391304347826084,0.28863742055495273,0.6176982522010803,0.38368012405910573,0.24599565753260594,0.11389601892395189,0.0037692276247836055,1.2137121798832595,0.0024717212143111392,0.00511051970825739,0.0035658742275960767
29.0,9.357437124102521,1261.6987013632147,106.16784,106.16784,1.0,0.257462266096394,0.11404833836858007,0.6886293619162169,0.37345252998270784,0.3367830295634227,0.5935240121125004,2.262717293679328,0.23586745944723284,0.2963371135907211,0.662660107787743,0.2149834054174602,1.887540999663949,0.28012218576762077,0.2891267256088103,0.608647882938385,0.3727296473089705,0.2372693668917658,0.11389601892395189,0.0034832164602440715,1.1579153399125062,0.0023243091795799114,0.004685505400477916,0.003084094775963345
30.0,9.403758691999139,1239.9190081093325,109.8288,109.8288,1.0,0.2547035554677562,0.11404833836858007,0.6859561988018841,0.37995884268875685,0.33100749948694413,0.5910755222680165,2.240221791728487,0.24092906619635682,0.2948070623976011,0.6618615234261369,0.21838298693761815,1.9173891150965687,0.2783551739719837,0.2863955490793483,0.5935999751091003,0.3791309272710771,0.24207368467210738,0.11389601892395189,0.0034270687278321063,1.1752246124960948,0.002136199547232279,0.004769119882817244,0.003528028031293174
31.0,9.317194819481283,1152.9606805172718,113.48976,113.48976,1.0,0.2568681179548368,0.11404833836858007,0.6869413126764669,0.3756426703841364,0.33724762058110713,0.5854644457052751,2.256660631696867,0.2372584357065371,0.3006016221286109,0.6624580867135993,0.22201175700074854,1.9492494917577874,0.27825283106078114,0.28742138364779873,0.611299455165863,0.3749697126072794,0.23884873166010093,0.11389601892395189,0.0034209327093723285,1.2064360677613877,0.0021214746545188626,0.004776222785396337,0.0036115989923095697
32.0,9.298368241011104,1220.755746618145,117.15072,117.15072,1.0,0.2597867563800947,0.11404833836858007,0.6902284191269041,0.37325340120003664,0.33866953412143924,0.5861866191303411,2.2788002076163267,0.2356756535595511,0.2970167337406232,0.6642453043339933,0.21713871742946994,1.9064645057914884,0.2800453514739229,0.2872551802441101,0.6038081645965576,0.37263682976007356,0.23721457648727656,0.11389601892395189,0.00316369543674341,1.149822671484344,0.0019135094182222698,0.004467015388490072,0.003343892066327452
33.0,9.468441882099238,1132.335625389557,120.81168,120.81168,1.0,0.25825232726524244,0.11404833836858007,0.6897438531904928,0.3764482420331762,0.33392654382295356,0.5891626727432463,2.2700599457521338,0.2382599189945448,0.2942173390343643,0.6624229482487216,0.21710720924636095,1.9061878658930382,0.27937074640187437,0.28538249383074465,0.6093178391456604,0.37556025380606833,0.23945808182797637,0.11389601892395189,0.0037829692419871566,1.4153707390887575,0.002043310446589144,0.005603458602565036,0.0029019412527177117
34.0,9.397202516422599,1463.114622426369,124.47264,124.47264,1.0,0.25616219895092845,0.11404833836858007,0.6853920440681686,0.3794271535008455,0.3341588876997178,0.5861339342629411,2.2474394825286206,0.24070218629626905,0.29172232817657434,0.6611500699079758,0.21343996921051814,1.873989725251341,0.2753387533875339,0.28614548747358887,0.6116992235183716,0.379006332750319,0.24220386051665074,0.11389601892395189,0.003220417581985181,1.245067245098653,0.001836573693413001,0.00467216206833958,0.003569201422122123
35.0,9.420893950626361,1970.409424281304,128.1336,128.1336,1.0,0.2564723494868782,0.11404833836858007,0.6877386107621125,0.3721412120767741,0.336328621781779,0.575004928372988,2.2582789072390077,0.23482234980322175,0.29669338809029433,0.6625013697726576,0.21884054378331302,1.9214064358951155,0.28129619101762365,0.2836929607357623,0.5252084732055664,0.37171136890583745,0.23644378645111486,0.11389601892395189,0.0031444694537811776,1.2498907242379573,0.001794509697276786,0.004560218622180669,0.0033847941357491047
36.0,9.440032968730527,1286.7677940434296,131.79456,131.79456,1.0,0.2613650985178369,0.11404833836858007,0.6919506429205353,0.3767416635312492,0.3413863476494873,0.595968800603458,2.295410732942401,0.23830560837144016,0.2959684064050175,0.6623438616038431,0.21412553931510955,1.880008988357009,0.2798528264020515,0.2843848364581908,0.6050446629524231,0.376291374005503,0.24005201645129642,0.11389601892395189,0.0029373120218563423,1.2039011001033941,0.0017100008213590063,0.004224215644748053,0.0034894952594242703
37.0,9.394645852230365,1231.2578555839345,135.45552,135.45552,1.0,0.2633621387609104,0.11404833836858007,0.6917215265454864,0.37778344742526104,0.3405107443153319,0.5882605452874576,2.3135845514465627,0.23916281059140349,0.2941370533068367,0.6592145303174425,0.2145861067641369,1.8840527420665647,0.2790027700831025,0.2856752323674139,0.6067022681236267,0.3772715556239966,0.24090968052640888,0.11389601892395189,0.002834849941017859,1.1926895508941016,0.0017172483287462045,0.0040104541969039195,0.0035487221507287774
38.0,9.330460659639947,1487.0402404690635,139.11648,139.11648,1.0,0.26524494131927845,0.11404833836858007,0.6922921167928681,0.37717605834265966,0.3433198273632078,0.5911619420944594,2.3339413993954414,0.23861587872192627,0.2938700173088206,0.6583645434015009,0.2180442407858761,1.91441494484073,0.2794798324884285,0.2846944603083952,0.6099357604980469,0.3766547772504464,0.24038589847910358,0.11389601892395189,0.0029128079817691906,1.26136612013579,0.0016808529892825006,0.004209810217947211,0.003614382154256777
39.0,9.415233849067892,1566.5460076018812,142.77744,142.77744,1.0,0.2599741973952726,0.11404833836858007,0.6814597309181337,0.37413690339920214,0.3433266007016439,0.5983182403736365,2.279134582101455,0.23540666022268983,0.3072149220140922,0.6413301309475052,0.21470571084926782,1.8851028585347336,0.2833333333333333,0.2842741935483871,0.5285604596138,0.3738635046651039,0.23787415169772672,0.11389601892395189,0.0028964812798588525,1.2884547498774737,0.001596272436973283,0.004267275213558233,0.003275540448517936
40.0,9.5545821195545,1273.897628274662,146.4384,146.4384,1.0,0.26131504499495556,0.11404833836858007,0.6912067833873189,0.3716584403116598,0.3384767763130094,0.5873614559278327,2.291302057490888,0.2341403599449534,0.3021974913662554,0.658656594242442,0.22033574047885185,1.9345341703819299,0.27930586707590604,0.2862290862290862,0.5601993203163147,0.3711997431407752,0.2361963756268357,0.11389601892395189,0.0025256418505521694,1.1542464736194233,0.0015198565675232523,0.0035821106273836996,0.0029899932048742394
41.0,9.556750623275196,2215.7822884393186,150.09936,150.09936,1.0,0.26171213622590805,0.11404833836858007,0.6881885911133105,0.37274146934995595,0.34083551404273477,0.5742944478163307,2.309421677560172,0.23492533242809469,0.3010062182069001,0.6461829662878054,0.20253548303171712,1.7782490112051204,0.278946763251696,0.28379204892966364,0.6050212979316711,0.37229129004726846,0.23696090673388584,0.11389601892395189,0.0028039193072138023,1.3140859020932112,0.001522302544136623,0.004151673158774726,0.0026714333276195465
42.0,9.400621477891164,1550.2882564731115,153.76032,153.76032,1.0,0.26293907569683217,0.11404833836858007,0.6917363326598283,0.37905738872456224,0.3437713653308117,0.6019251756820254,2.3106189177588954,0.239626647269019,0.2985457247360134,0.6557846271123676,0.21730574902096722,1.9079310328314616,0.28027799931639513,0.2867690490253987,0.6134684681892395,0.3787864382922533,0.2417820719835244,0.11389601892395189,0.002618664309881847,1.259373483786021,0.0014904794546070322,0.003801344653211808,0.003998160900579322
43.0,9.540041603468639,1599.2536143804175,157.42128,157.42128,1.0,0.2692464419596886,0.11404833836858007,0.6980226300617272,0.37615036618335906,0.3467876924355923,0.5780602586957414,2.3735343562691944,0.23733812873623952,0.3036913985203783,0.6565466674705008,0.21350455090106912,1.8745567484990464,0.2799081515499426,0.2829255248027811,0.5878479480743408,0.37580688552813474,0.2396693773060251,0.11389601892395189,0.0023895150342921924,1.1790696896832742,0.0013216556713327317,0.0035104247968676264,0.00402139628036848
44.0,9.276981123302289,1395.1242299164664,161.08224,161.08224,1.0,0.2702151281427213,0.11404833836858007,0.6994158928776117,0.37775193832342,0.346185334201423,0.5997213461142772,2.38015960505815,0.23884926828470024,0.29792948926609675,0.6590838905248075,0.21635605779100742,1.8995928025848547,0.2798710681338224,0.28488372093023256,0.5962267518043518,0.3773410858070732,0.2410409446381814,0.11389601892395189,0.0024377533411474523,1.2338427852682798,0.0014083261516461686,0.0035176295179709023,0.0036780521099321582
45.0,9.545444948345544,1553.3270609788535,164.7432,164.7432,1.0,0.27278741288808467,0.11404833836858007,0.6994386427460084,0.3811534273120211,0.34623400816478844,0.6018449994346196,2.4125991032657255,0.24161706006330338,0.2936004931615596,0.6561005219116187,0.21451333962940639,1.8834138511253538,0.28013526780844333,0.28308635666836995,0.596295952796936,0.3806990275484871,0.24360688845871648,0.11389601892395189,0.002336376659297554,1.2106150890776917,0.0013282821357274788,0.0033931676731924275,0.0030211767311925184
46.0,9.3185513877613,1646.4499047869315,168.40416,168.40416,1.0,0.27201824920905066,0.11404833836858007,0.7025507647998281,0.3781676140725463,0.34517375803785677,0.5912907751350245,2.408746402390855,0.23910098913361005,0.2971250830362035,0.6574047487828161,0.2148833404790706,1.8866624356953838,0.2765676567656766,0.2829280335761017,0.5725078582763672,0.3777855623799761,0.24136975253631912,0.11389601892395189,0.0023013665277656,1.222471957175003,0.001252100348781009,0.003398269535329396,0.0030529357501726806
47.0,9.489762141093596,1750.6804547586203,172.06512,172.06512,1.0,0.2751942470199566,0.11404833836858007,0.7032899413589806,0.37495691366006006,0.34548828810803156,0.5934239645401336,2.4294537851711113,0.23628419575017598,0.30370099860718824,0.6587321795902845,0.2175095554112296,1.9097204403295276,0.28079625292740046,0.2857982946192297,0.6103534698486328,0.3742428178248813,0.23846628387566687,0.11389601892395189,0.0022177191709881333,1.2079553701933037,0.001240344755296276,0.003238233385346607,0.0031116885706108798
48.0,9.572008169790983,1739.7627505533285,175.72608,175.72608,1.0,0.28100469899123737,0.11404833836858007,0.7030734204445949,0.3751610494092152,0.34441396188189793,0.6024920880149258,2.492500288362559,0.23641407501923803,0.3054887793258968,0.6579482780872166,0.21295294497114958,1.8697136825593332,0.27887520334650245,0.2826362484157161,0.6201088428497314,0.37471766610067336,0.23913770221487046,0.11389601892395189,0.002137828658656407,1.1909608375963217,0.0011670894998750312,0.003152925686523894,0.0033529278193496323
49.0,9.55094297027976,2369.322214164225,179.38704,179.38704,1.0,0.27440548198477605,0.11404833836858007,0.7020415605497343,0.3791111804908826,0.34685822046088444,0.6069554448304071,2.434448066097362,0.23953109307164405,0.29690380012723444,0.66011599508443,0.2152795079617171,1.8901407616842054,0.27756102998550886,0.2837738077661302,0.6175420880317688,0.37791571178423805,0.24159706184852553,0.11389601892395189,0.002056493545642566,1.1753634811466327,0.00110630320304102,0.0030457751533615835,0.002968514170314572
50.0,9.422785573045168,1840.457783377534,183.048,183.048,1.0,0.2794657990086142,0.11404833836858007,0.7065923721647657,0.37718814536591505,0.3501634771883553,0.5891421762579246,2.4586340842223566,0.23804656517341277,0.30091843592738116,0.6563253578890296,0.21430737562255897,1.8816054998871516,0.2796773827104396,0.2826558265582656,0.5999899506568909,0.37673084270828733,0.24047646560462013,0.11389601892395189,0.0020544632439526405,1.1975246529955257,0.0010839968098644397,0.003067627419736499,0.003719865538065056
51.0,9.50969123592965,1375.0152382081744,186.70896,186.70896,1.0,0.27492087436870205,0.11404833836858007,0.7011047695456538,0.3759541310696353,0.34545126253808095,0.5894101728372884,2.42133252951474,0.23704241955744862,0.30245673788688926,0.6498893088158544,0.21048990089640096,1.8480883079587231,0.28048922539312754,0.28230882549886166,0.5924978256225586,0.37534233268202805,0.23947771182908337,0.11389601892395189,0.002145277296652282,1.2773534426778497,0.0010988950187315676,0.0032341675792091637,0.00377639083721815
52.0,9.583997372774508,3267.86832129699,190.36992,190.36992,1.0,0.27576092968941585,0.11404833836858007,0.7038352688519344,0.37217447959066696,0.3503179873176302,0.5913665279209586,2.4239232011723137,0.23403257583089007,0.3076216189748205,0.6545484433685158,0.1973931707165803,1.7330998272062457,0.2794462693571093,0.28272251308900526,0.5769855380058289,0.371825373476048,0.2369270787748086,0.11389601892395189,0.0021493807929647544,1.3094153521378757,0.0010893396715773856,0.003250870138756456,0.0032748750869817603
53.0,9.44756231158006,1825.6685938568637,194.03088,194.03088,1.0,0.2788245968345691,0.11404833836858007,0.6987585415303497,0.3765647252637064,0.3509023527115146,0.5966637158318079,2.44655962539518,0.2372525909259309,0.30774825392347355,0.6473860194790582,0.20770820491076986,1.8236651892938958,0.2787595084844939,0.2823225806451613,0.5660457611083984,0.3763712215338987,0.24027304541190075,0.11389601892395189,0.0020269399789861393,1.2607290646219553,0.0010535774328525535,0.0030373822188884863,0.003319501758384476
54.0,9.39196506133128,1525.4019360997825,197.69184,197.69184,1.0,0.27410451443007783,0.11404833836858007,0.7033503256204836,0.37344737177619036,0.3499595976914614,0.5951001259713075,2.4145911364934225,0.23465436895383004,0.30578715442213633,0.6566322672808335,0.2186561046661334,1.919787071856564,0.27942221169784515,0.28466921119592875,0.6171752214431763,0.372409962269541,0.2372744334042201,0.11389601892395189,0.0019754591175109946,1.253527271648636,0.0010099540543684403,0.002978774679095135,0.003212586291398722
55.0,9.522494424949368,2383.8715925538345,201.3528,201.3528,1.0,0.28086662539947593,0.11404833836858007,0.7030743173640754,0.3713743014360543,0.34985104822494417,0.5938181721296797,2.488360025958518,0.23317324656108557,0.31134271772650945,0.6539112826046678,0.20503592659315012,1.8002027509851082,0.2794560115537369,0.28494783904619964,0.6113235950469971,0.3708557561276166,0.23611906998254906,0.11389601892395189,0.001993025416198421,1.2901310136903703,0.0010258158003880837,0.002996749236199577,0.003664652658889132
56.0,9.59123299751375,2673.0476233817362,205.01376,205.01376,1.0,0.283460547726424,0.11404833836858007,0.7072412626055459,0.3715455346090826,0.35294785600640977,0.5952715818626733,2.508396404909233,0.23306637154523027,0.3128787969898195,0.6550385371073986,0.20187967117128597,1.772491023642192,0.2821848128860361,0.28358013366531254,0.5672414302825928,0.37068986124430553,0.2361044845114076,0.11389601892395189,0.0019851324882772413,1.310354857288985,0.001011934392007157,0.0029962859565571343,0.003595861132398962
