round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_brier,fed_auprc,fed_f1_best,fed_f1,fed_auroc,fed_f1_best_threshold,fed_ece,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
35.0,0.6518465271595657,1.24871298795547,74.7776,74.7776,0.4559241291901578,2.2122114415357634,0.2172951522390945,0.24981106154092894,0.3102754400862522,0.2830073722644331,0.6829167863446183,0.5408464360753334,0.34443925273809145,0.11379657603222557,0.6198012954949628,0.20004647561842376,1.7563956800983038,0.2543432939541348,0.2629969418960245,0.5039963722229004,0.38512784005039397,0.24806573871039522,0.11389601892395189,0.0073112957124208304,0.5386713016778231,0.0073112957124208304,
36.0,0.642301999348635,1.071760932508247,76.75904,76.75904,0.5412350858791136,2.402605415694439,0.19974506346654428,0.26890793994314005,0.32398351395404396,0.2973481195840756,0.697284703296353,0.5277758060550283,0.3207497918628501,0.11379657603222557,0.6089819488184164,0.1948781037758986,1.7110176950611264,0.24257808188941618,0.25375967294495544,0.5034448504447937,0.3858106509027295,0.24877701065783972,0.11389601892395189,0.004069735095710128,0.846289633656852,,0.004069735095710128
37.0,0.6134532663837533,0.9557021347426383,78.74048,78.74048,0.5412350858791136,2.6246262151054873,0.20913152989184583,0.2919954023292342,0.3433285201569106,0.3022929475880772,0.7107193498110443,0.5800129258883263,0.3371436044928774,0.11379657603222557,0.5970394136615038,0.183065679857757,1.6073053438328653,0.2317900324388086,0.24069063265043164,0.5032870769500732,0.38655820662172896,0.24953694989125366,0.11389601892395189,0.003548866258688383,0.7532631139038131,,0.003548866258688383
38.0,0.5996028123258077,0.9834825544103746,80.72192,80.72192,0.5412350858791136,2.733778458087046,0.19614578080602346,0.30314809496940454,0.35206607513586213,0.32117928011161173,0.7232006319079752,0.5513384887556595,0.3179577783524239,0.11379657603222557,0.625888796095454,0.20274193301829851,1.7800616293153217,0.26479868736589673,0.2739158163265306,0.5037386417388916,0.38366267970040413,0.24693979473842848,0.11389601892395189,0.004708534675333274,1.0253594043897465,,0.004708534675333274
39.0,0.584187729163477,1.356346845993799,82.70336,82.70336,0.5412350858791136,2.917835983719212,0.19560466641054824,0.32266629114719836,0.3617455852812266,0.3217678501751925,0.7346719375924377,0.5927654310595712,0.31536336913631013,0.11379657603222557,0.6241681031187446,0.20068728844325442,1.7620219770565717,0.26127796316895313,0.2680735776415229,0.5020955801010132,0.3841833473916826,0.24733241061656047,0.11389601892395189,0.005525068690451099,1.2456721134949476,,0.005525068690451099
40.0,0.6484262803544515,1.546740254218235,86.35392,86.35392,0.9971592150692714,2.2319242630898866,0.2262877944542179,0.25182215841952704,0.31031903927365534,0.27789275995646456,0.6828365997980645,0.5873370928031438,0.35270056770064023,0.11379657603222557,0.6413775804245418,0.20864566384302544,1.831896020723408,0.26784010179196266,0.2781705381618814,0.5047394037246704,0.3856362148394156,0.2482087259612315,0.11389601892395189,0.004665611590369043,1.455501854652539,0.00679932757910517,0.003942769484816975
41.0,0.6426101113950529,1.276821820859554,88.33536,88.33536,0.5412350858791136,2.4390969135854084,0.21297222452106926,0.2731069525460248,0.3277007881089319,0.2975198591836864,0.7010028647216651,0.5724215039182436,0.34035808791866956,0.11379657603222557,0.6422737242239909,0.21003775251835588,1.8441184731715479,0.27417840375586855,0.2786543614170884,0.5035050511360168,0.3836940674871436,0.24675926069371637,0.11389601892395189,0.0038535472059061052,0.9116694432450458,,0.0038535472059061052
42.0,0.6188852519235126,0.9009785009535181,90.3168,90.3168,0.5412350858791136,2.6415913222986678,0.20938042735658804,0.2944570343077829,0.33740938934005815,0.30201860634283617,0.711344173595385,0.5787401992418735,0.3374860111360456,0.11379657603222557,0.6465075829560173,0.20856036628125207,1.8311471134079529,0.2745866503368034,0.2780269058295964,0.501929759979248,0.3829314075899722,0.2462275942874916,0.11389601892395189,0.00443843442813661,1.0708396764239296,,0.00443843442813661
43.0,0.5970413077627902,1.001060861633385,92.29824,92.29824,0.5412350858791136,2.8134880586083106,0.19905458979505536,0.3111840577737842,0.3521156350229052,0.3156725102466014,0.7250064100066115,0.571935677445097,0.3211146682455235,0.11379657603222557,0.6493604749194438,0.21042264825749504,1.847497833949699,0.2790872617853561,0.2796674225245654,0.500098705291748,0.382430201848672,0.2456882900934637,0.11389601892395189,0.0047550083698323625,1.179744511260651,,0.0047550083698323625
44.0,0.580727483461849,1.2597337805477336,94.27968,94.27968,0.5412350858791136,2.9650662484943133,0.20515651637679283,0.32704701269925296,0.3630171423729551,0.3216559580984126,0.740600949665,0.6209213538892561,0.32935724334178096,0.11379657603222557,0.6334618129470083,0.20689345521174154,1.8165117373407391,0.2591884427448481,0.2705969049373619,0.5049598813056946,0.38614298654278173,0.24845034022884518,0.11389601892395189,0.005057466868222471,1.2978210573783144,,0.005057466868222471
45.0,0.6500584018618462,2.084764376262176,95.9488,95.9488,0.4559241291901578,2.271139356995335,0.2094767485492171,0.2559940182458399,0.3146187480095161,0.2871600320525314,0.6884961267062201,0.5572279911874705,0.3325777325574272,0.11379657603222557,0.6336430897774223,0.20998777257160667,1.8436796523310883,0.2648990513257115,0.2721306226988955,0.5042663812637329,0.3843894979738255,0.2471583201996331,0.11389601892395189,0.006160255977401426,0.5215272554196417,0.006160255977401426,
46.0,0.637505654725427,1.344148257526881,97.93024,97.93024,0.5412350858791136,2.4836226533591854,0.21662966418581886,0.278829880156714,0.3277296216836214,0.2925961068842803,0.7030342967789349,0.562151497351859,0.3462450197859867,0.11379657603222557,0.6440764780656415,0.2131199185269026,1.8711797000490622,0.2747212351427521,0.27819118488838007,0.5024186372756958,0.3836159885973616,0.24658876661097365,0.11389601892395189,0.003512184536372556,0.9236350782448426,,0.003512184536372556
47.0,0.6129606374735512,1.0892369636161523,99.91168,99.91168,0.5412350858791136,2.6486564480514954,0.21190954110116542,0.2954354420902276,0.3441062650368224,0.3051529432349102,0.7184946951237665,0.5890808533108066,0.3405237798858645,0.11379657603222557,0.6464539340498201,0.21338543796695572,1.8735109443064264,0.2796352583586626,0.27986725663716816,0.5000149607658386,0.3815459237616353,0.24507411988814748,0.11389601892395189,0.0037853994184670545,1.0197409737156704,,0.0037853994184670545
48.0,0.5923511366714578,1.355531702756932,101.89312,101.89312,0.5412350858791136,2.8009500070744897,0.21576118447127413,0.3100402334598401,0.35165027107483515,0.3067982898851269,0.729345539290312,0.5932936608708818,0.34690857953137855,0.11379657603222557,0.6482374370324984,0.21471300345024463,1.8851668871201548,0.2765508510339007,0.2794991779435943,0.4981640875339508,0.38094854256162297,0.24453862124951753,0.11389601892395189,0.004261756664218288,1.183664204319939,,0.004261756664218288
49.0,0.5726145529542069,1.4156665152115817,103.87456,103.87456,0.5412350858791136,3.008371394213666,0.19189325638114396,0.33162431027674316,0.3702696457649488,0.32552465220193333,0.7430726272648894,0.5797081860579543,0.31168207529032727,0.11379657603222557,0.6410554359983232,0.21181562774338014,1.859728107659399,0.27596479350033853,0.27937376500987987,0.5015924572944641,0.3822100069314786,0.24564850367782337,0.11389601892395189,0.004420715751059866,1.2644424331374466,,0.004420715751059866
50.0,0.6409870342125719,1.8990982669867282,107.52512,107.52512,0.9971592150692714,2.304484466017495,0.22837966427289666,0.26036419104720493,0.31666377292820824,0.2828008585527162,0.6903437160853779,0.597129754148131,0.36076072723115166,0.11379657603222557,0.6339858278539499,0.20610690075129923,1.8096058378380753,0.2700038905459733,0.27622270070747457,0.5024548172950745,0.38287407425144815,0.24627105488874337,0.11389601892395189,0.003803604382476869,1.4593050606781617,0.005572544658683211,0.0032576611028932055
51.0,0.6342108020155652,1.2471788395630061,109.50656,109.50656,0.5412350858791136,2.5576150135152824,0.20239358499760537,0.28555152456671157,0.32926053376305164,0.30219721669334093,0.7105619022876514,0.5404298060854065,0.32530712107518733,0.11379657603222557,0.6295392433654436,0.20261550218422533,1.7789515744137752,0.271553410721273,0.27247191011235955,0.49972182512283325,0.38296292624654044,0.24655831216981963,0.11389601892395189,0.002978367646773367,0.8830388413043693,,0.002978367646773367
