round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1_best_threshold,fed_auprc,fed_ece,fed_brier,fed_auroc,fed_f1,fed_f1_best,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.7964745325073691,24.17083031731706,33.45408,33.45408,0.9993834153056396,1.6428833317821465,0.5313928392945535,0.18847017687328158,0.38023538244203536,0.2593910386713043,0.6038108991231818,0.1580346425830739,0.26558460901597686,0.11373363544813697,0.359253744844246,0.08355174087626499,0.7335791159834331,0.20451875282422052,0.20457628651532966,0.5126429796218872,0.47658820795667295,0.3310603058813331,0.11389601892395189,0.0060059818049748885,10.275163225713186,0.015555513068838987,0.0057594984600970005
2.0,0.6989729989000086,7.229195131117111,66.90816,66.90816,0.9993834153056396,1.800646861832728,0.5079565696935999,0.20557187761035875,0.3650901262664348,0.23821390970422862,0.6251166377834354,0.20541471732517524,0.27487810726666734,0.11373363544813697,0.3447838128537408,0.08118227805521636,0.7127753790009252,0.2026463657785028,0.2045002711006687,0.47488874197006226,0.46136880945268993,0.3174860643909917,0.11389601892395189,0.002150842396381657,3.705757792777149,0.0100422859043008,0.0019371998616273312
3.0,0.6874962336883014,6.077743557528867,100.36224,100.36224,0.9993834153056396,1.9176762922515713,0.49459044310599115,0.21748564703342874,0.33498422994887067,0.21384829616992987,0.639109531627484,0.23445159433986384,0.28549250829252065,0.11373363544813697,0.3404366827702905,0.08065275376431785,0.7081261884857407,0.18484130743723354,0.2045002711006687,0.4272584617137909,0.4500655131279069,0.30905461690084807,0.11389601892395189,0.0015621242686430677,2.712229941840633,0.007257914842822048,0.0013947831788875054
4.0,0.6701084431847477,4.465672519982452,133.81632,133.81632,0.9993834153056396,1.9591595051768511,0.5022466265674294,0.22160919920775302,0.33320231254288524,0.21088411810039437,0.6526077199183432,0.26914933539481184,0.29037673672405406,0.11373363544813697,0.34105288594972916,0.08079004801043484,0.7093316234729694,0.17537826685006877,0.20451875282422052,0.4164309799671173,0.4361903783110381,0.29704143746578465,0.11389601892395189,0.0013739616786307433,2.4048024852672825,0.006217949049986746,0.0012183716169699883
5.0,0.6621060807566442,3.468432586224462,167.2704,167.2704,0.9993834153056396,2.0140802534297215,0.5405842258040638,0.22731024691985008,0.3487951876661268,0.22188290964606125,0.6603118459874622,0.27145297876827207,0.2927530885389297,0.11373363544813697,0.3427742440473809,0.08111834986777389,0.7122140934700837,0.16330132364391384,0.2045002711006687,0.4062930941581726,0.4191141953762431,0.28148452219221853,0.11389601892395189,0.0012144502683714765,2.143593658969621,0.0050696154722607075,0.0010787139532393855
6.0,0.6602755936583729,3.0901864042266305,200.72448,200.72448,0.9993834153056396,2.0260605707439687,0.548666498435273,0.22851832920729623,0.3621622108238161,0.23046813121489407,0.6618735802547941,0.27012054780473443,0.29520351910041,0.11373363544813697,0.34215792792287647,0.08089435003997832,0.7102473888397389,0.1441055823078295,0.2045002711006687,0.398240327835083,0.4077357353684862,0.2717359336568059,0.11389601892395189,0.001186548297925917,2.1138454255706165,0.00495228640259536,0.001042243083950331
7.0,0.6559729705162047,2.6796657594055353,234.17856,234.17856,0.9993834153056396,2.030282444840201,0.5487419813439954,0.2290436576701512,0.37042861477606004,0.23645642823543064,0.6627705352281501,0.2699212204059303,0.29291097458588516,0.11373363544813697,0.34321134145155696,0.08100133137280395,0.7111866783235712,0.11131245146259384,0.2045002711006687,0.4048500657081604,0.3906260865000679,0.2572632254085305,0.11389601892395189,0.0011474730187726733,2.065799231888377,0.004666601012150897,0.0010007706773771843
8.0,0.6496747248810604,2.125642377228357,267.63264,267.63264,0.9993834153056396,2.0233000461950073,0.5164269960081168,0.2282804095009778,0.32854089216204424,0.20937215273163448,0.6627264808905503,0.2738221107775694,0.29505336700945994,0.11373363544813697,0.342239009930582,0.08108963107146427,0.7119619442151673,0.11593971772585918,0.2045002711006687,0.390246719121933,0.3912424336481577,0.25902981547720194,0.11389601892395189,0.001198848331023217,2.1824618141254177,0.003978287804722996,0.001071717583547591
9.0,0.6486806976735983,2.273393188147229,301.08672,301.08672,0.9993834153056396,2.0466931402340984,0.5247044467553871,0.23078596172497712,0.34400822277286836,0.21878125403496906,0.6649426698510106,0.2757453280231483,0.29559780288118304,0.11373363544813697,0.3457756587721747,0.08149861773931819,0.7155528218570539,0.11974135866528299,0.2045002711006687,0.3823114037513733,0.39162589800790404,0.2598984830554577,0.11389601892395189,0.001337122884939554,2.4616783449891955,0.003985004201979424,0.001205932581334352
10.0,0.6526358906885262,1.7760421578695673,334.5408,334.5408,0.9993834153056396,2.0684851245510907,0.5188302896121537,0.23375239875146397,0.338309948088757,0.21471901938410615,0.667720586579944,0.2760965346646531,0.2970754318809312,0.11373363544813697,0.34590803038914997,0.08156254611506229,0.7161141090411722,0.09354915496310402,0.2045002711006687,0.3548755645751953,0.37292635092240184,0.24426123591999588,0.11389601892395189,0.0013399745225190418,2.49761858623242,0.0032375065319789125,0.00123824508887055
11.0,0.6502101172078757,1.7781733397228758,336.20992,336.20992,0.049862104895873664,2.1434978933472584,0.567750861562511,0.24090359244779805,0.34366232230471516,0.2187474339531451,0.6737494025617664,0.283897284470045,0.3028419916890799,0.11373363544813697,0.34400204475746904,0.08132191432271951,0.7140013767910358,0.09533631259310187,0.2045002711006687,0.35702624917030334,0.37313846960672054,0.24458635648749222,0.11389601892395189,0.0031082759557661747,0.31987431895686314,0.0031082759557661747,
