round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_f1,fed_ece,fed_auprc,fed_auprc_lift,fed_f1_best_threshold,fed_auroc,fed_prevalence,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6049394984832894,54.06402150444186,22.98624,22.98624,0.9991028770524295,0.7324532973086455,0.6901870334231954,0.24542740121074078,0.5831868880716697,0.8912159837987584,0.6520498221586478,0.27536155117068883,0.6425470332850941,0.23628545124413128,0.36162064431295204,0.5756003814982708,0.9209606103972332,0.0,0.771513353115727,0.47910696268081665,0.14583128456694955,0.2556470849033102,0.625,0.0025469950133915746,1.528765643683073,0.0005463869880969141,0.0028900851001794742
2.0,0.5060821423855029,33.72300047046111,45.97248,45.97248,0.9991028770524295,0.7578974672184299,0.7068585240165385,0.2561028316811093,0.70884081019661,1.0810960035406216,0.7224767320666747,0.5315692689669561,0.6425470332850941,0.24319282221780467,0.5787858864781942,0.6946110188558046,1.1113776301692873,0.0,0.7766393442622951,0.4789743721485138,0.14598276365834933,0.25568138463550083,0.625,0.0011460505147643729,0.6887393177071317,0.00021368021730766993,0.0013058010547122468
3.0,0.4618509728996819,34.44366675934747,68.95872,68.95872,0.9991028770524295,0.7949188650724593,0.7023561924519781,0.2421381648646077,0.7615124611450321,1.3304943944749341,0.7745191965537892,0.6875108891938337,0.6425470332850941,0.2497212385955312,0.7424172693403462,0.812412181974253,1.2998594911588048,0.0,0.802247191011236,0.4788590669631958,0.14612111282081175,0.2557165178186003,0.625,0.0009248676642894531,0.5563221820191302,0.00014424209320322635,0.001058528699613602
4.0,0.4123726406732199,30.80777268652418,91.94496,91.94496,0.9991028770524295,0.8920226776976422,0.7120045728297135,0.27714707766013963,0.8988174473909426,3.8486198711676924,0.8146294588721781,0.8251638161830254,0.6425470332850941,0.2584527607656497,0.7996110015340784,0.8514652230408408,1.3623443568653453,0.0,0.8186874304783093,0.4787803292274475,0.1461997271443789,0.2557379083495856,0.625,0.0007622547305552643,0.4588606790596259,0.00011021855811844303,0.0008738311510427218
5.0,0.3992028528629836,33.04937339039207,114.9312,114.9312,0.9991028770524295,0.904072075935642,0.7258590436005579,0.26172430021351395,0.9067520462433039,3.8606394914009683,0.7792440276760095,0.8489604417102501,0.6425470332850941,0.24326253467875336,0.7923022134560596,0.8613284300461244,1.378125488073799,0.0,0.8098434004474273,0.47860249876976013,0.146376938582995,0.2557893773856929,0.625,0.0006911363123566705,0.4163346523147311,9.657888506124975e-05,0.0007928246316121237
6.0,0.3269364596124483,17.868060736824965,137.91744,137.91744,0.9991028770524295,0.9113950967218606,0.7294771679359231,0.2503121182937094,0.9145695004848677,3.887665864779679,0.8032565844904322,0.8651551850403922,0.6425470332850941,0.21374114057836585,0.8524435678281833,0.8862712670901215,1.4180340273441945,0.0,0.8450057405281286,0.47880685329437256,0.14617087892614877,0.255723632183195,0.625,0.0006296979227602296,0.37960802728298404,9.44857889599548e-05,0.0007211834995789121
7.0,0.3470741554100787,33.22762580584049,160.90368,160.90368,0.9991028770524295,0.9369402032399492,0.7558768167119445,0.2252148078908192,0.936279700129414,4.086028811524583,0.8206599218886772,0.905055029681164,0.6425470332850941,0.19117146813522135,0.8878095551172475,0.9216630355654913,1.474660856904786,0.0,0.8571428571428572,0.4785533845424652,0.14643566243541545,0.25579527425257514,0.625,0.0005636975250860475,0.340097986912383,8.125984973722429e-05,0.0006461086105190119
8.0,0.2992288186721874,25.296945140002265,183.88992,183.88992,0.9991028770524295,0.9517526027498815,0.7484778309369503,0.23553882054068068,0.9541837598193885,4.1653832151976875,0.8830142458509951,0.9292913534326612,0.6425470332850941,0.196372152341913,0.8891244795090949,0.9296415072024674,1.487426411523948,0.0,0.8599269183922047,0.4787121117115021,0.14626710537152415,0.25574231398462405,0.625,0.0004854009069180858,0.2931072551771763,7.289934478137369e-05,0.0005558096503514665
9.0,0.2662134409615058,24.215868665054586,206.87616,206.87616,0.9991028770524295,0.95153552275189,0.746022455853251,0.24109364323609125,0.9527459797897448,4.169492515602867,0.9077285460038743,0.94972783190572,0.6425470332850941,0.2000194670556376,0.8937595879903573,0.9299689961329292,1.4879503938126866,0.0,0.8641975308641975,0.4793039560317993,0.14567471825732636,0.25556689720337417,0.625,0.0004417513722600855,0.2669503335618515,6.726707515238333e-05,0.0005056251999065455
10.0,0.2508420031000299,29.77340232285461,229.8624,229.8624,0.9991028770524295,0.986265454595699,0.7986393745194139,0.15502975743187133,0.9936699452314598,4.781702602142786,0.7955564661584956,0.9842451013090404,0.6425470332850941,0.11499503809945465,0.895249835634451,0.9336265385805214,1.4938024617288341,0.0,0.8655980271270036,0.47933316230773926,0.14564410143364698,0.2555581515325189,0.625,0.00040645201155343065,0.2457765011432116,6.578887099754574e-05,0.0004645192593769594
