round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_ece,fed_auprc,fed_f1_best_threshold,fed_brier,fed_f1,fed_prevalence,fed_auprc_lift,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
37.0,0.17018965521763205,42.15438016133955,257.46432,257.46432,0.0,0.9368715972993842,0.23403840596917305,0.998440914055894,0.19147601472174566,0.11941843119179599,0.8840378644614577,0.8860759493670884,2.0748284292213035,0.9886254965028687,0.6535585353274884,0.9826692195177197,1.016117475571443,0.0,0.9832657200811359,0.4848054051399231,0.4821299898059588,0.26428255997740396,0.9670822942643391,0.0,0.0,,
38.0,0.1267650706816206,11.653583174247453,257.46432,257.46432,0.0,0.9611741722768107,0.19781483453600213,0.9991163722556634,0.15926785674339103,0.12091696961022137,0.89484026563923,0.8860759493670884,2.0756107145991622,0.9935906592124721,0.6535585353274884,0.9826692195177197,1.016117475571443,0.0,0.9832657200811359,0.4848054051399231,0.4821299898059588,0.26428255997740396,0.9670822942643391,0.0,0.0,,
39.0,0.09234439347051407,6.8937771618083845,258.28608,258.28608,0.035646615445478584,0.9677090520006487,0.17480401922005542,0.9993416338169767,0.34294687914131555,0.09594772999988638,0.9052610018078663,0.8860759493670884,2.075842436523297,0.9914711446237597,0.6388094456686514,0.9816213312179515,1.0150339190778714,0.0,0.9832657200811359,0.4848109781742096,0.4821159359522888,0.2642690704906126,0.9670822942643391,5.119974961589821e-05,0.004378566747618606,5.119974961589821e-05,
40.0,0.20189540274905177,28.348069173168632,280.49664,280.49664,0.9634580548441501,0.9475432773892434,0.32740891432460345,0.9978979524481412,0.35232519147768293,0.15494709900204576,0.8667684226635801,0.8860759493670884,2.0739947586080754,0.9880312328423032,0.6754848641130229,0.9839565562784344,1.0174486309119448,0.0,0.9832657200811359,0.48472490906715393,0.48221471587618686,0.2643639745657509,0.9670822942643391,0.00041131443911666135,0.2132769725781145,,0.00041131443911666135
41.0,0.1441402156228177,12.16250800057037,280.49664,280.49664,0.0,0.861608398633715,0.16194808943676542,0.994349852174918,0.304633960505075,0.08335174007403548,0.892708113093651,0.8860759493670884,2.0700697124898895,0.9922983509581386,0.6754848641130229,0.9839565562784344,1.0174486309119448,0.0,0.9832657200811359,0.48472490906715393,0.48221471587618686,0.2643639745657509,0.9670822942643391,0.0,0.0,,
42.0,0.10861952600449032,10.157115311674913,280.49664,280.49664,0.0,0.982040579436492,0.12393450516154239,0.9993770021331143,0.35113660428468685,0.08224928198719293,0.9086444042343329,0.8860759493670884,2.075782882932991,0.9886254965028687,0.6754848641130229,0.9839565562784344,1.0174486309119448,0.0,0.9832657200811359,0.48472490906715393,0.48221471587618686,0.2643639745657509,0.9670822942643391,0.0,0.0,,
43.0,0.0826576233301191,13.421207072717806,281.3184,281.3184,0.035646615445478584,0.9905666063893911,0.16291871402444083,0.9972329596780504,0.37963665949518666,0.09561892341522649,0.8846661308686622,0.8860759493670884,2.072707905133929,0.9893233551953888,0.787863159704315,0.9899861721252321,1.0236834838118052,0.0,0.9832657200811359,0.4847129285335541,0.48222427440997667,0.26437202134142046,0.9670822942643391,0.00025186852652917956,0.021541753018937015,0.00025186852652917956,
44.0,0.07926885980596257,22.617441110101943,281.3184,281.3184,0.0,0.9612380807134505,0.09845683304003523,0.9991942548505549,0.34477589207108006,0.056068905558797066,0.9101836712349862,0.8860759493670884,2.07569171495309,0.9914711446237597,0.787863159704315,0.9899861721252321,1.0236834838118052,0.0,0.9832657200811359,0.4847129285335541,0.48222427440997667,0.26437202134142046,0.9670822942643391,0.0,0.0,,
45.0,0.055308503801115724,7.946543751276306,282.14016,282.14016,0.035646615445478584,0.9848868651217285,0.1219948658342414,0.9996488378263056,0.20518939822660717,0.0613650789186668,0.9133600722467512,0.8860759493670884,2.0761549566521884,0.9935906592124721,0.7829520058761936,0.9899867059377667,1.0236840357943384,0.0,0.9832657200811359,0.4847032427787781,0.4822290517296874,0.26437655073520266,0.9670822942643391,6.380936502633723e-05,0.005458588549117849,6.380936502633723e-05,
46.0,0.18156053459371008,24.596778409818896,304.35072,304.35072,0.9634580548441501,0.9490851894618859,0.38522471110277523,0.9984843330072168,0.2776418762745233,0.24470867010608677,0.5989300164883924,0.8860759493670884,2.0747862098318883,0.9906087212178774,0.7623032803538218,0.9890668732442424,1.0227328936847375,0.0,0.9832657200811359,0.4846610128879547,0.482269562212309,0.264415917428558,0.9670822942643391,0.00024103095770167416,0.1250525837926375,,0.00024103095770167416
47.0,0.17248584410765583,19.294163986655775,304.35072,304.35072,0.0,0.8809606115843724,0.19064541506867871,0.9960725699562757,0.39304188107639426,0.08355109945685266,0.9139884152320663,0.8860759493670884,2.072147338873678,0.9877663781470687,0.7623032803538218,0.9890668732442424,1.0227328936847375,0.0,0.9832657200811359,0.4846610128879547,0.482269562212309,0.264415917428558,0.9670822942643391,0.0,0.0,,
48.0,0.12649589887478702,17.504469263859207,304.35072,304.35072,0.0,0.9619312693813226,0.16856526959105886,0.9987157623702422,0.2641891139060384,0.11238078149253639,0.8668442271450894,0.8860759493670884,2.0750207228363338,0.9884866843994106,0.7623032803538218,0.9890668732442424,1.0227328936847375,0.0,0.9832657200811359,0.4846610128879547,0.482269562212309,0.264415917428558,0.9670822942643391,0.0,0.0,,
49.0,0.1091817125345538,13.891169744900775,305.17248,305.17248,0.035646615445478584,0.9496931668809051,0.17615917215383123,0.9979331209574942,0.2423615177409558,0.10722905682845707,0.8659142551279146,0.8860759493670884,2.0740306772373747,0.9880287106125488,0.7665697719849345,0.9892419691853265,1.0229139495701802,0.0,0.9832657200811359,0.4846620559692383,0.4822814162086667,0.26442734469046525,0.9670822942643391,7.47807508997803e-05,0.00639764114157515,7.47807508997803e-05,
50.0,0.07285094229157923,3.845095121679904,305.17248,305.17248,0.0,0.9806190403567252,0.18038816506019495,0.9995997021324338,0.29978176613460106,0.08177496387724556,0.9260138066195535,0.8860759493670884,2.0761056770124773,0.9914711446237597,0.7665697719849345,0.9892419691853265,1.0229139495701802,0.0,0.9832657200811359,0.4846620559692383,0.4822814162086667,0.26442734469046525,0.9670822942643391,0.0,0.0,,
51.0,0.07163100652697565,22.715832426849587,305.99424,305.99424,0.035646615445478584,0.971976876765652,0.14455222484227348,0.999391411317254,0.23923976302838523,0.0692073295853617,0.9335809465616757,0.8860759493670884,2.07589236714151,0.9914711446237597,0.765729757607014,0.9890571207657811,1.022722809249815,0.0,0.9832657200811359,0.484651654958725,0.48228989267289785,0.26443551337613014,0.9670822942643391,3.577077067375142e-05,0.0030603836751197377,3.577077067375142e-05,
52.0,0.199740045931256,30.8023934845831,328.2048,328.2048,0.9634580548441501,0.9081350114139497,0.4358135111912895,0.9961326384694724,0.30462460634829125,0.2720612451699232,0.5655560434457836,0.8860759493670884,2.0718423551234237,0.9850562370795535,0.7659680872677264,0.9890089723990106,1.0226730220010398,0.0,0.9832657200811359,0.48453766107559204,0.48241189840131266,0.26455337038923643,0.9670822942643391,0.00016384855263550343,0.08504644469911682,,0.00016384855263550343
53.0,0.18213869215079953,21.55585757676758,328.2048,328.2048,0.0,0.976199917209525,0.22995592719769176,0.9966104868918587,0.23838985551007183,0.11337560489714407,0.8744021218775584,0.8860759493670884,2.071942210636903,0.9850724465354334,0.7659680872677264,0.9890089723990106,1.0226730220010398,0.0,0.9832657200811359,0.48453766107559204,0.48241189840131266,0.26455337038923643,0.9670822942643391,0.0,0.0,,
54.0,0.10329466075423392,9.657251006628027,328.2048,328.2048,0.0,0.8127870130310269,0.16051695480125358,0.9907482562851683,0.1910538009921961,0.09987591535593113,0.8899640594676426,0.8860759493670884,2.0659574825560987,0.9829504097169666,0.7659680872677264,0.9890089723990106,1.0226730220010398,0.0,0.9832657200811359,0.48453766107559204,0.48241189840131266,0.26455337038923643,0.9670822942643391,0.0,0.0,,
55.0,0.0855619586988619,8.221442976675416,329.02656,329.02656,0.035646615445478584,0.8767279485633915,0.12752572139764382,0.9970575341097211,0.3311674678658885,0.07599955085769476,0.9388557557070214,0.8860759493670884,2.073420010732047,0.9928951368484584,0.7464133339584602,0.9877753422272662,1.0213974013231917,0.0,0.9832657200811359,0.4845726191997528,0.48238994694707393,0.2645327337693596,0.9670822942643391,5.2710424155724475e-05,0.004509968355250749,5.2710424155724475e-05,
56.0,0.06635549462776469,11.65298023918608,329.02656,329.02656,0.0,0.9669029342203049,0.13812490656749904,0.9983302867214656,0.11812888953308198,0.08582179197545285,0.9367111286591344,0.8860759493670884,2.07444673138584,0.985644341328602,0.7464133339584602,0.9877753422272662,1.0213974013231917,0.0,0.9832657200811359,0.4845726191997528,0.48238994694707393,0.2645327337693596,0.9670822942643391,0.0,0.0,,
57.0,0.06395266748580399,5.513329580669996,329.84832,329.84832,0.035646615445478584,0.9849401221522618,0.14597270174103275,0.9997019944217752,0.138716917705058,0.08960215231819904,0.9182549167513621,0.8860759493670884,2.076210434176261,0.9935931814422265,0.7302538015534406,0.9867417667367302,1.0203286448206004,0.0,0.9832657200811359,0.484576553106308,0.4823776828380594,0.2645210631858122,0.9670822942643391,3.472523168153146e-05,0.002971399814441611,3.472523168153146e-05,
58.0,0.16681526665527266,33.05994749243227,352.05888,352.05888,0.9634580548441501,0.9569105838665087,0.2865013636428595,0.9976296797473869,0.3564879195725364,0.12903307451733403,0.8438652602840506,0.8860759493670884,2.0735224771370873,0.9880312328423032,0.7245651460452904,0.9861739891858261,1.0197415411643018,0.0,0.9832657200811359,0.48429688811302185,0.4826654095007594,0.26479877350009223,0.9670822942643391,0.00025993684691607904,0.13497445556890852,,0.00025993684691607904
59.0,0.18663137783936054,22.334936771901933,352.05888,352.05888,0.0,0.9486576202337982,0.1623137084303526,0.9399924192608441,0.333883534881133,0.07524197033624115,0.907164237138347,0.8860759493670884,1.1713384032134655,0.9364179803954601,0.7245651460452904,0.9861739891858261,1.0197415411643018,0.0,0.9832657200811359,0.48429688811302185,0.4826654095007594,0.26479877350009223,0.9670822942643391,0.0,0.0,,
60.0,0.11092540172760842,10.721241975390067,352.05888,352.05888,0.0,0.9618364355553619,0.1580033559697967,0.996790671916841,0.1773047195551013,0.1044428137976885,0.880422852199424,0.8860759493670884,2.0723098906748056,0.9825177639507126,0.7245651460452904,0.9861739891858261,1.0197415411643018,0.0,0.9832657200811359,0.48429688811302185,0.4826654095007594,0.26479877350009223,0.9670822942643391,0.0,0.0,,
