round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_ece,fed_auprc,fed_f1_best_threshold,fed_brier,fed_f1,fed_prevalence,fed_auprc_lift,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6711941330329947,154.2158295280538,23.03232,23.03232,0.9991046702896288,0.5093381361491777,0.592339501476489,0.9310005595270473,0.34946627430774985,0.41743157559432476,0.0,0.8860759493670884,1.492693264728582,0.9507433713347151,0.4240431650178943,0.9628901879680011,0.9956652021020331,0.0,0.9832657200811359,0.4853750169277191,0.48146731472966675,0.26364589651899506,0.9670822942643391,0.003520133373941259,2.104203036090439,0.0007660177364873229,0.003979211265432946
2.0,0.5275433351273416,46.00062370418795,46.06464,46.06464,0.9991046702896288,0.5526885117322817,0.6072719001568823,0.8936188343918492,0.3303618756779135,0.4337821225224395,0.0,0.8860759493670884,1.0091513570486779,0.9123249545021416,0.49934361667213656,0.9687050430494344,1.0016779841743766,0.0,0.9832657200811359,0.485697478055954,0.48126939712022604,0.26345448856734566,0.9670822942643391,0.0010016917400004048,0.6018771625026602,0.00016687629504621364,0.0011401030304091164
3.0,0.4875775220516544,50.87414363761602,69.09696,69.09696,0.9991046702896288,0.7410430752546048,0.6142854438426624,0.9073472410224952,0.3124749627168671,0.44524439499243873,0.0,0.8860759493670884,1.0246925646361387,0.914444469090854,0.398412958882273,0.9595794489510813,0.9922417716074874,0.0,0.9832657200811359,0.48576444387435913,0.48121735669133664,0.26340479421807017,0.9670822942643391,0.0005392052240414127,0.32427173795622366,9.527169385450988e-05,0.0006127298669871172
4.0,0.46478532979660486,58.4095682318305,92.12928,92.12928,0.9991046702896288,0.8136740451861695,0.5904557009538014,0.9120464165193805,0.30372424216210075,0.4193789293144059,0.0856249090644551,0.8860759493670884,1.0302937176236038,0.914444469090854,0.43498679419257036,0.9633615254617827,0.9961525830587283,0.0,0.9832657200811359,0.48582375049591064,0.4811473988089478,0.26333732437595536,0.9670822942643391,0.00046468885813810614,0.2796442034833717,9.760908052245658e-05,0.0005254335244285661
5.0,0.418332811477903,46.50446310654915,115.1616,115.1616,0.9991046702896288,0.8156881292499714,0.6274334709729825,0.9050638227614323,0.26224936614056676,0.4678317269835439,0.025082044069385835,0.8860759493670884,1.029514801733726,0.916857260044384,0.48528216669010893,0.9685533013090221,1.001521077423718,0.0,0.9832657200811359,0.48605066537857056,0.48093367192216047,0.26313139669659064,0.9670822942643391,0.00045438095536153955,0.2735907433085458,0.0001145463458580142,0.0005105800137012374
6.0,0.3659997625669723,36.644212290710264,115.1616,115.1616,0.0,0.8912487200156864,0.297486202846348,0.9207867110478938,0.22385017683863134,0.19206344098085534,0.778864005193119,0.8860759493670884,1.0701375038519356,0.9243145422660077,0.48528216669010893,0.9685533013090221,1.001521077423718,0.0,0.9832657200811359,0.48605066537857056,0.48093367192216047,0.26313139669659064,0.9670822942643391,0.0,0.0,,
7.0,0.19840126266052216,13.974912031701672,115.1616,115.1616,0.0,0.8752141779898375,0.1255775246816345,0.9230159383118047,0.3340301555168779,0.06808502159618952,0.8889388109995208,0.8860759493670884,1.0594688496276068,0.9204316383439746,0.48528216669010893,0.9685533013090221,1.001521077423718,0.0,0.9832657200811359,0.48605066537857056,0.48093367192216047,0.26313139669659064,0.9670822942643391,0.0,0.0,,
8.0,0.1210619571772001,10.559078945216957,115.1616,115.1616,0.0,0.8957938444555799,0.08383803515997616,0.929077714315082,0.40500924494196083,0.04811577930529315,0.8954852505980737,0.8860759493670884,1.057591683207665,0.9209534187400158,0.48528216669010893,0.9685533013090221,1.001521077423718,0.0,0.9832657200811359,0.48605066537857056,0.48093367192216047,0.26313139669659064,0.9670822942643391,0.0,0.0,,
9.0,0.3117207306233893,26.854200082208514,138.19392,138.19392,0.9991046702896288,0.9049435233398935,0.49818449596312464,0.9902765083600525,0.29943758764850437,0.3056287703287783,0.34953831101326965,0.8860759493670884,2.0636466141713194,0.9718930855520298,0.45793676840608244,0.966428669655663,0.999324127209698,0.0,0.9832657200811359,0.4858993887901306,0.48107282300839693,0.26326539760390194,0.9670822942643391,0.0003254980489925408,0.19608904753783918,0.00012122825500729275,0.0003592598874943274
10.0,0.28757437655714435,27.87580331189873,138.19392,138.19392,0.0,0.9338904744959341,0.22058843811856035,0.9449035045866235,0.14974377370333367,0.1232140175631819,0.8253876709895412,0.8860759493670884,1.3427284262268973,0.94681805844041,0.45793676840608244,0.966428669655663,0.999324127209698,0.0,0.9832657200811359,0.4858993887901306,0.48107282300839693,0.26326539760390194,0.9670822942643391,0.0,0.0,,
11.0,0.15311060574760105,10.000938732926665,139.01568,139.01568,0.035646615445478584,0.9659001285431056,0.19460377832756762,0.9623090415740786,0.2260824465173206,0.0952084367399769,0.8502221361476395,0.8860759493670884,1.5311486186330936,0.96208528265669,0.523778267460578,0.972422531132259,1.00552200872624,0.0,0.9832657200811359,0.48589104413986206,0.4810969432244574,0.2632882618472545,0.9670822942643391,5.663104564821481e-05,0.004838991111682844,5.663104564821481e-05,
12.0,0.09954268056375672,6.057212921352551,139.01568,139.01568,0.0,0.9405818572663164,0.07490316206267109,0.9367850303782977,0.4027974979032444,0.04386566420207666,0.8878654810521855,0.8860759493670884,1.1669356238255475,0.9325685745354744,0.523778267460578,0.972422531132259,1.00552200872624,0.0,0.9832657200811359,0.48589104413986206,0.4810969432244574,0.2632882618472545,0.9670822942643391,0.0,0.0,,
13.0,0.24550837607002385,22.52473825802874,161.22624,161.22624,0.9634580548441501,0.9467446034893036,0.3107198173738229,0.9960263567295741,0.33663224180539447,0.1434436476398786,0.7845810530420129,0.8860759493670884,2.0713736882132574,0.9833136200105389,0.49135761951646434,0.9703664285761349,1.0033959202141054,0.0,0.9832657200811359,0.48578575253486633,0.4811742810834375,0.2633628699265016,0.9670822942643391,0.00024655711366298756,0.12753029947344885,,0.00024655711366298756
14.0,0.23646344229335364,19.035774665607494,161.22624,161.22624,0.0,0.9171227405099602,0.17951022459484853,0.9410464118411603,0.16700528158888783,0.10689825154620448,0.8545169567050527,0.8860759493670884,1.1730862977100345,0.937131180790125,0.49135761951646434,0.9703664285761349,1.0033959202141054,0.0,0.9832657200811359,0.48578575253486633,0.4811742810834375,0.2633628699265016,0.9670822942643391,0.0,0.0,,
15.0,0.15217268461295386,12.692381492240917,162.048,162.048,0.035646615445478584,0.9594536675938229,0.24032972294067018,0.9628244540195657,0.14426786568848893,0.14980356897882616,0.789164552860243,0.8860759493670884,1.531931430747722,0.9583273789538521,0.5120219732133089,0.9718625103312155,1.004942925845326,0.0,0.9832657200811359,0.4857683479785919,0.4811937393690285,0.26338149302313996,0.9670822942643391,9.722246868483604e-05,0.008307606329253758,9.722246868483604e-05,
16.0,0.1111436108482194,9.143505214477578,162.048,162.048,0.0,0.9561665589422185,0.12370214647444484,0.9454654920354666,0.16783340882022668,0.06196582393343016,0.8878127716407942,0.8860759493670884,1.2118424765481361,0.9485861490934221,0.5120219732133089,0.9718625103312155,1.004942925845326,0.0,0.9832657200811359,0.4857683479785919,0.4811937393690285,0.26338149302313996,0.9670822942643391,0.0,0.0,,
17.0,0.08952954015412933,5.975784119097129,162.86976,162.86976,0.035646615445478584,0.9978501105083383,0.11635451627117165,0.9999594360473271,0.30206517730584126,0.04147544868600984,0.8997419700058771,0.8860759493670884,2.076473039167692,0.9978602995580619,0.5252004313376154,0.9732633127194154,1.00639140897495,0.0,0.9832657200811359,0.4857563078403473,0.4812073117479719,0.2633944932197419,0.9670822942643391,4.550953284187914e-05,0.003888998990532855,4.550953284187914e-05,
18.0,0.2165804499191855,17.01109672937331,185.08032,185.08032,0.9634580548441501,0.940450469751217,0.3826826917722758,0.9975552968744118,0.3263463779089319,0.1933903092826797,0.7133010582478273,0.8860759493670884,2.073542336028947,0.9880312328423032,0.5736594933345835,0.977846225707926,1.0111303159073706,0.0,0.9832657200811359,0.48576095700263977,0.48120396678287186,0.26339085785934946,0.9670822942643391,0.00021100306814867686,0.10919160842655629,,0.00021100306814867686
19.0,0.19317849502026158,14.824701508772566,185.08032,185.08032,0.0,0.9532400851144179,0.12800415036296037,0.9970777701151984,0.27050992783614847,0.05844652470984415,0.8726846248455359,0.8860759493670884,2.0727948866870904,0.9833136200105389,0.5736594933345835,0.977846225707926,1.0111303159073706,0.0,0.9832657200811359,0.48576095700263977,0.48120396678287186,0.26339085785934946,0.9670822942643391,0.0,0.0,,
20.0,0.13592403363919453,15.630979527802893,185.08032,185.08032,0.0,0.9598346369201942,0.05853164971723585,0.9986664542642943,0.37458549810864245,0.028142973722067432,0.9763795148577739,0.8860759493670884,2.07495890070421,0.9907475333213355,0.5736594933345835,0.977846225707926,1.0111303159073706,0.0,0.9832657200811359,0.48576095700263977,0.48120396678287186,0.26339085785934946,0.9670822942643391,0.0,0.0,,
21.0,0.09338502902784103,9.987474709111606,185.90208,185.90208,0.035646615445478584,0.8064886429382386,0.09111473159196504,0.9953679063096683,0.441334819601935,0.05862186650058327,0.928025686160035,0.8860759493670884,2.071793538399968,0.9935671498843219,0.6208995577226624,0.9812099899373072,1.014608576495256,0.0,0.9832657200811359,0.4857596755027771,0.48121878203013885,0.2634047668483883,0.9670822942643391,8.027432865641741e-05,0.006860151030650741,8.027432865641741e-05,
22.0,0.09069838514751427,9.082040885450356,185.90208,185.90208,0.0,0.9052663940875013,0.08606882309658996,0.9978901727647929,0.2989026444653669,0.056143573734883476,0.9077582056436383,0.8860759493670884,2.0743608718731315,0.9914711446237597,0.6208995577226624,0.9812099899373072,1.014608576495256,0.0,0.9832657200811359,0.4857596755027771,0.48121878203013885,0.2634047668483883,0.9670822942643391,0.0,0.0,,
23.0,0.08571272809159523,17.702398207224146,186.72384,186.72384,0.035646615445478584,0.9870793602378168,0.3196314403920862,0.9997337238027509,0.1629104228839592,0.21363904653779156,0.7617207941017325,0.8860759493670884,2.076242514321491,0.9956866644730343,0.6646037476362386,0.9836995261277592,1.0171828519268475,0.0,0.9832657200811359,0.48575931787490845,0.48121402908739,0.2633997760464331,0.9670822942643391,7.162199867764766e-05,0.006121392925706459,7.162199867764766e-05,
24.0,0.06516116704296579,11.177567498321398,186.72384,186.72384,0.0,0.9223696473658346,0.31692477547905484,0.9981726298840325,0.18441366985094443,0.22042917300425416,0.7668414686348293,0.8860759493670884,2.0746459996824758,0.9914711446237597,0.6646037476362386,0.9836995261277592,1.0171828519268475,0.0,0.9832657200811359,0.48575931787490845,0.48121402908739,0.2633997760464331,0.9670822942643391,0.0,0.0,,
25.0,0.06328059668483967,3.5757729878254976,187.5456,187.5456,0.035646615445478584,0.9267013805674779,0.24485941116112564,0.9982619443753376,0.2846157889074414,0.1404181122279804,0.8271442716835709,0.8860759493670884,2.07473773474869,0.9935906592124721,0.6869325019144514,0.9850840078894414,1.0186144589057917,0.0,0.9832657200811359,0.48575201630592346,0.48121877421167425,0.2634041334486756,0.9670822942643391,4.659780146282837e-05,0.003983092079351991,4.659780146282837e-05,
26.0,0.21350283803089623,35.53121932930931,209.75616,209.75616,0.9634580548441501,0.8951898613138507,0.46485620168065206,0.9948707117092079,0.3608605386335638,0.26175861712123927,0.5583341456508519,0.8860759493670884,2.0702185479738544,0.9854356568290057,0.6778525325456733,0.9849802797164838,1.0185072000162714,0.0,0.9832657200811359,0.48548251390457153,0.4814738192611799,0.26364954507542343,0.9670822942643391,0.00034764066436807176,0.17998180178028633,,0.00034764066436807176
27.0,0.23621648466290684,27.468857136152355,209.75616,209.75616,0.0,0.969017661967944,0.24437238496064126,0.9977309595417769,0.3483272450759944,0.12723817188144645,0.8741366755805537,0.8860759493670884,2.073587571221274,0.9853530011638442,0.6778525325456733,0.9849802797164838,1.0185072000162714,0.0,0.9832657200811359,0.48548251390457153,0.4814738192611799,0.26364954507542343,0.9670822942643391,0.0,0.0,,
28.0,0.14177083598910592,10.264751831218481,209.75616,209.75616,0.0,0.9324801920158026,0.1448208718140165,0.9969335781271803,0.28250687025518856,0.07179441669663038,0.93782786844686,0.8860759493670884,2.072753117961842,0.9850562370795535,0.6778525325456733,0.9849802797164838,1.0185072000162714,0.0,0.9832657200811359,0.48548251390457153,0.4814738192611799,0.26364954507542343,0.9670822942643391,0.0,0.0,,
29.0,0.10194984174387271,16.050507236997227,210.57792,210.57792,0.035646615445478584,0.9892292497294785,0.25141094799471797,0.9997751773469462,0.12065251514252728,0.14793058284435545,0.869187120169224,0.8860759493670884,2.0762847482169353,0.9935931814422265,0.6893744041758482,0.9858065703147633,1.0193616160294483,0.0,0.9832657200811359,0.48547929525375366,0.481476692145602,0.2636521347368171,0.9670822942643391,6.317737798512598e-05,0.005400650717547251,6.317737798512598e-05,
30.0,0.22488387361323287,26.450763431032406,232.78848,232.78848,0.9634580548441501,0.9717840015880277,0.4195143931902913,0.9940205288922189,0.28047975715454115,0.22600954591203942,0.6612547368184108,0.8860759493670884,2.0683523932072068,0.9824692842423799,0.698880241299014,0.9856579324124408,1.0192079187658298,0.0,0.9832657200811359,0.4852088391780853,0.48176739797033274,0.2639324055085578,0.9670822942643391,0.00018203499109650215,0.094292715020174,,0.00018203499109650215
31.0,0.21261618252458492,24.102801018110586,233.61024,233.61024,0.035646615445478584,0.979113318857104,0.2780870180970002,0.9976822965357314,0.26309637096612254,0.15220611049355373,0.8005711806460494,0.8860759493670884,2.0734223287165365,0.9871757516682659,0.6487645928079141,0.982329947922338,1.0157666557938565,0.0,0.9832657200811359,0.4852147698402405,0.48175484499431903,0.2639208078168449,0.9670822942643391,0.00011394729967418355,0.009741786541326292,0.00011394729967418355,
32.0,0.11843561254840215,13.532327704115247,233.61024,233.61024,0.0,0.9174341730998737,0.262924893205113,0.9972843866034514,0.1800875094432368,0.16583707822119859,0.8316722956404095,0.8860759493670884,2.073406980416906,0.990606198988123,0.6487645928079141,0.982329947922338,1.0157666557938565,0.0,0.9832657200811359,0.4852147698402405,0.48175484499431903,0.2639208078168449,0.9670822942643391,0.0,0.0,,
33.0,0.10313872138907934,8.263852417416041,234.432,234.432,0.035646615445478584,0.9648063017591765,0.13728278563731203,0.9984142697956818,0.31157981873517415,0.08606458129589663,0.8978509585090553,0.8860759493670884,2.0745602529092015,0.9906087212178774,0.6711089752605999,0.9837794287938051,1.0172654743329443,0.0,0.9832657200811359,0.4852164685726166,0.4817602275167022,0.26392571778063056,0.9670822942643391,5.543107104323352e-05,0.004739664664839438,5.543107104323352e-05,
34.0,0.0793609732138189,4.516347500974437,234.432,234.432,0.0,0.9118332280296593,0.09336898466454276,0.9979591731661082,0.39016605982800573,0.044865475949679934,0.9317483682689488,0.8860759493670884,2.0744341534802717,0.9935931814422265,0.6711089752605999,0.9837794287938051,1.0172654743329443,0.0,0.9832657200811359,0.4852164685726166,0.4817602275167022,0.26392571778063056,0.9670822942643391,0.0,0.0,,
35.0,0.0624500999090651,5.2261929655434685,235.25376,235.25376,0.035646615445478584,0.9978501105083383,0.2145404465740177,0.9999594360473271,0.13799595672495754,0.1315468952714757,0.8468981429840046,0.8860759493670884,2.076473039167692,0.9978602995580619,0.6603372560051262,0.9833112465662806,1.0167813560419765,0.0,0.9832657200811359,0.4851968586444855,0.4817691308304556,0.2639343527838536,0.9670822942643391,3.831102258306106e-05,0.0032760265673914546,3.831102258306106e-05,
36.0,0.22339468451505495,38.10766259420892,257.46432,257.46432,0.9634580548441501,0.9462208084901389,0.37761398678338964,0.9988783357142506,0.339687163442499,0.20625531502157382,0.5995081447054641,0.8860759493670884,2.0753705578360715,0.9935931814422265,0.6535585353274884,0.9826692195177197,1.016117475571443,0.0,0.9832657200811359,0.4848054051399231,0.4821299898059588,0.26428255997740396,0.9670822942643391,0.0002838932051841328,0.14713025904131882,,0.0002838932051841328
