round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_auprc_lift,fed_prevalence,fed_ece,fed_f1_best_threshold,fed_brier,fed_f1,fed_f1_best,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6870757065816111,0.09568562711585564,3.66096,3.66096,1.0,0.6607779246994392,2.0550326633076703,0.1137965760322256,0.3451066596615471,0.5026221104258858,0.21569122753531897,0.278652234704768,0.3003815072193401,0.2308078782581337,0.659821108067395,0.21440946074375705,1.882501800935797,0.27250828063836197,0.27571909821197205,0.4909193515777588,0.3446568669079594,0.21607654152765154,0.11389601892395189,0.026088851459654075,2.839983768053571,0.02254111052383781,0.028572254305157137,0.013934264785131071
2.0,0.6622833579362586,0.24019597464992887,7.32192,7.32192,1.0,0.6670095110176834,2.1139094486919743,0.1137965760322256,0.3547616564515839,0.5531810846626158,0.22369859977191586,0.27279124841867647,0.3082969291233708,0.23666725646513656,0.6659307459007593,0.22010001550873914,1.932464519727414,0.27392871445734884,0.2838283828382838,0.5335456728935242,0.35471396931848836,0.22451998045584123,0.11389601892395189,0.017717526919066712,2.0732911455511385,0.01690418680029373,0.01836706591940687,0.006207139077013693
3.0,0.6507423364853164,0.3242875721407886,10.98288,10.98288,1.0,0.668620941879808,2.1386738691237563,0.1137965760322256,0.3524686173232946,0.5384858283087657,0.2221517515533934,0.27912546881161343,0.3063581402554111,0.23979431226382855,0.6677443424687151,0.22348922850000927,1.9622216001178454,0.27910009781545486,0.288,0.537190318107605,0.35263295183679627,0.22327694651545738,0.11389601892395189,0.01165332626648495,1.463083439213733,0.011817778412488275,0.011597605419456165,0.004938574795383802
4.0,0.646660094824355,0.3719014239562374,14.64384,14.64384,1.0,0.6710803538205948,2.1749352457968802,0.1137965760322256,0.3454250238839563,0.5365333996379275,0.2171378948188664,0.2825262931172543,0.30725063641826333,0.2438292739965324,0.6685400028080654,0.22375275870906375,1.964535379050105,0.2832147439636067,0.2876226826608506,0.5228081941604614,0.3458362520363533,0.21841819737157986,0.11389601892395189,0.010353103469261302,1.3735961480224432,0.010155162260332086,0.010532800667592646,0.005286066725336119
5.0,0.6427340617999299,0.3642690962020547,18.3048,18.3048,1.0,0.6728188844332282,2.2010564252371156,0.1137965760322256,0.33818302273915374,0.5163818826919567,0.21214704741908783,0.2911243884495869,0.3079622044313053,0.24657746131926084,0.6692337866981735,0.22369742658618136,1.9640495664343072,0.284276420768381,0.28636302925070123,0.5118736028671265,0.33885623282536426,0.21375185354204906,0.11389601892395189,0.008940864785213032,1.2575051608764625,0.008867527552625586,0.009027476311439358,0.004459252914633302
6.0,0.6425328484905937,0.34418798051722005,21.96576,21.96576,1.0,0.674650376211922,2.214205448012902,0.1137965760322256,0.36209139376709926,0.5315593083980912,0.2279521194179853,0.28238141610777134,0.31051628392972586,0.24815122490149416,0.6684943855509828,0.22406233858009453,1.9672534711656642,0.2761985574883326,0.28671140939597317,0.5306355953216553,0.36277789230423235,0.2297071639798868,0.11389601892395189,0.008502914368078394,1.261944806392421,0.00868016296955641,0.008395088665636137,0.004667097080966665
7.0,0.641171132227313,0.3188218699020312,25.62672,25.62672,1.0,0.6761312272970573,2.2337662028148766,0.1137965760322256,0.3483358981389804,0.5297864078068572,0.21890072527567767,0.28614104357931275,0.31222350667214327,0.2500948310236587,0.6685114026075452,0.2239142922411685,1.965953633468748,0.28181296615031554,0.2858962925213403,0.5166857242584229,0.34930079696093724,0.22104922058318857,0.11389601892395189,0.00835267364900237,1.310695170341205,0.007805745296940503,0.008811586565030042,0.004369273361111692
8.0,0.6427490211722261,0.3982275575869957,29.28768,29.28768,1.0,0.6771175766323957,2.2511676389535387,0.1137965760322256,0.3540715232814127,0.5412728420260841,0.2230775087238492,0.28723794837278055,0.31193068882562897,0.2523155045489607,0.6686050968142514,0.22502721064222977,1.9757249881796126,0.28106508875739644,0.289238845144357,0.525274395942688,0.35513070698946936,0.2255013729057137,0.11389601892395189,0.00823714460149761,1.3727407020742248,0.00764330842218591,0.008743628392290745,0.004466690495879805
9.0,0.6385535788666626,0.3687089606797762,32.94864,32.94864,1.0,0.679625983029106,2.2692933863390206,0.1137965760322256,0.3582110024420291,0.5749702019146141,0.22657631384919702,0.2799421866408318,0.31486504734343235,0.254914605855315,0.6684933188475848,0.22317417937740947,1.9594554883118642,0.2750231934852077,0.28563075573746527,0.560049831867218,0.35917710006684017,0.22919197334329827,0.11389601892395189,0.007729070602640095,1.3648558890836284,0.006841466966266288,0.008490870318140586,0.004649302593287851
10.0,0.6367788769210156,0.4120695516299654,36.6096,36.6096,1.0,0.6803455137190202,2.2709706199514894,0.1137965760322256,0.3470185292473913,0.5720955409420971,0.21771748402746327,0.29183533785396176,0.31470429577334696,0.2550992986994808,0.6683323470300894,0.22211839835857655,1.950185796282173,0.28157537347215933,0.2873491727826844,0.515349268913269,0.34800795234679416,0.2203114115631572,0.11389601892395189,0.00733575406392646,1.370934868356926,0.006506371796730758,0.008068277174581704,0.00447156640554455
11.0,0.6427103832086882,0.40097952031185063,40.27056,40.27056,1.0,0.6829640176112495,2.276138986538109,0.1137965760322256,0.3308699845748111,0.5530293681504053,0.20884181031348018,0.28995341957112597,0.3179036284314472,0.25673329238824255,0.6671226175305098,0.22156147053907932,1.9452960044812049,0.28017339721651835,0.2885502586327415,0.5325491428375244,0.3319872210892633,0.21202194176969258,0.11389601892395189,0.007169677065444651,1.4171291979282614,0.005764025268951121,0.008431588504880898,0.005091463070066216
12.0,0.6417934672249286,0.5268569546600145,43.93152,43.93152,1.0,0.6858538001998379,2.3039566038426895,0.1137965760322256,0.33476335540402596,0.5439406695390215,0.21120188047736194,0.2923182169110908,0.31945566486471383,0.2595543931821081,0.6669897313860131,0.2207883032050179,1.9385076431199737,0.27800207636405583,0.28672357962908446,0.5479955077171326,0.33576524726466395,0.21463529596326025,0.11389601892395189,0.006578249853605659,1.3819396306171257,0.005435745902670631,0.007633756323298499,0.003576516553163092
13.0,0.6414860698831842,0.5436257669917339,47.59248,47.59248,1.0,0.6868212790641818,2.325334964710164,0.1137965760322256,0.34610114513342116,0.5516691715283036,0.21806816046858737,0.2946470863871699,0.3201990415357603,0.261037148263922,0.6662839376705879,0.2233485091912231,1.960986093292272,0.27497243660418963,0.284794380213669,0.5504950881004333,0.3474404307024079,0.22177876069559163,0.11389601892395189,0.007671662697139937,1.702938437656485,0.005685708188881967,0.009534131685022573,0.004507027529405614
14.0,0.6395112159667755,0.5484033125599026,51.25344,51.25344,1.0,0.6897662244195077,2.341257743321755,0.1137965760322256,0.33892281669354274,0.5875917781774642,0.21440571104587272,0.2931792542672791,0.32569305588520053,0.263943745524247,0.6652112607334834,0.22386614699066826,1.9655309211478513,0.27455099254280013,0.2841416245165129,0.5616655945777893,0.33990102566805286,0.2182298366625516,0.11389601892395189,0.007077363000735823,1.667435399373062,0.0050634735268908675,0.009008049992807849,0.0034043683720516127
15.0,0.6357674024986741,0.5903701829399839,54.9144,54.9144,1.0,0.690637846843526,2.3619387843306803,0.1137965760322256,0.3344186217400309,0.5678225966941376,0.21039380448490774,0.29677264351638194,0.32844004386700093,0.2661103181602036,0.6649566951048955,0.22059520613271433,1.9368122627710564,0.278694042409963,0.28971362527289074,0.5208242535591125,0.33551808442577147,0.21436271936458762,0.11389601892395189,0.006243850271710361,1.5554316706165991,0.0047045480374888465,0.007744231718845582,0.003843928073875147
16.0,0.6408037183340108,0.6480117152814603,58.57536,58.57536,1.0,0.6926024969079879,2.3897053491473192,0.1137965760322256,0.3487239080937982,0.5921648556829878,0.219751268985658,0.28898610285233683,0.32886470864674905,0.26933961655642513,0.6650764294239666,0.2229061897954884,1.9571025563617142,0.2748550124275062,0.2862068965517241,0.5539370775222778,0.34980700233243145,0.2239071475528723,0.11389601892395189,0.006416776126929754,1.6842467790647788,0.004545930933259563,0.008267081653802705,0.003846970494938284
17.0,0.6370930678247335,0.712981960579752,62.23632,62.23632,1.0,0.6957390077613328,2.440385392873241,0.1137965760322256,0.33559594228197814,0.5863530000508552,0.21136695867853164,0.2957220601074495,0.3330743274666154,0.27390811358607925,0.664333137946736,0.22363332804502123,1.9634867852083635,0.2758165621906961,0.28508578970523535,0.5497432351112366,0.3365436359961369,0.2158979006967252,0.11389601892395189,0.006024271809624372,1.6665087647998007,0.004175548840158734,0.007876754314634898,0.00449157817288647
18.0,0.6340839880985321,0.7541483766575352,65.89728,65.89728,1.0,0.6960797781810929,2.429963692561843,0.1137965760322256,0.3344161141216417,0.5784393465868596,0.2100137100393177,0.2977275961104805,0.3314249406028447,0.27287893298629223,0.6624101854562998,0.2214130008508159,1.9439924498032968,0.2736676411063638,0.2829186469108191,0.5372538566589355,0.3353194581033767,0.21469924551430744,0.11389601892395189,0.005639210680792397,1.6458639422598935,0.003998166546580496,0.007303748229505071,0.0039039237749421887
19.0,0.6362202101377324,0.8180542078023973,69.55824,69.55824,1.0,0.6981056984572938,2.4480454024780336,0.1137965760322256,0.3121079612082041,0.5672460656054129,0.19719290769155182,0.30353342992596694,0.3312171255836997,0.27579079203997336,0.6612655374134546,0.22137161003293526,1.9436290409829389,0.2772301626416954,0.282497149372862,0.5293459296226501,0.31277011000390553,0.20209973874145795,0.11389601892395189,0.005441673721944579,1.6681752248096018,0.003785359004572505,0.007136562988525799,0.004779483701204351
20.0,0.6387267893618139,1.1153771121557197,73.2192,73.2192,1.0,0.6996913146191575,2.490359718026299,0.1137965760322256,0.3410297765880486,0.5758333913456698,0.214181367704774,0.2917153258431034,0.3337333135497638,0.27860274770357185,0.6582880419436812,0.22269650195591129,1.9552615101025193,0.2702125387162234,0.28151739874500853,0.544075608253479,0.34191556417469643,0.21918320815478332,0.11389601892395189,0.0056622082581753545,1.8197186015277111,0.0037587988800987754,0.007630038468786505,0.004346543797409066
21.0,0.6408799912021612,1.0390309000008784,76.88016,76.88016,1.0,0.701591620045264,2.469903395651875,0.1137965760322256,0.3211224812608398,0.5791904805443828,0.2035038530604238,0.2990967556385868,0.3329942666718023,0.27774202058249925,0.6597643217982622,0.22250793363569082,1.9536058919167216,0.2733764025841551,0.2798462965416722,0.5290960073471069,0.322475461622086,0.20932920175235437,0.11389601892395189,0.005188814671132852,1.7515873927713983,0.0032913277173111043,0.00716812901761165,0.004496074977612376
22.0,0.6403725399586403,1.2071838153071677,80.54112,80.54112,1.0,0.7046386190048937,2.509478829589101,0.1137965760322256,0.3175417285901776,0.5855824701124118,0.20091910134272017,0.30797820153471867,0.340684973329056,0.28195299930073664,0.6586429027905915,0.2190648055580539,1.9233754404034349,0.2778750729713952,0.28006287660466334,0.5227132439613342,0.31915549929101183,0.20748097496037365,0.11389601892395189,0.004997253957414175,1.7725921596756962,0.003236401571312055,0.00684649970588863,0.0038012150604123007
23.0,0.6377143510903991,1.4999700831988028,84.20208,84.20208,1.0,0.705448053700478,2.5128191373579876,0.1137965760322256,0.32499257915288454,0.5821409373012375,0.2051019247164068,0.30176248920699017,0.3406675583972805,0.28278847760799203,0.6583782599522549,0.21897326335677483,1.9225717055394427,0.27359466605356936,0.27720879421002326,0.5320444107055664,0.3264963742649966,0.211763060145926,0.11389601892395189,0.0054271477059538884,2.0141692475854143,0.0030916789016891886,0.007897248641874764,0.004822982183670211
24.0,0.6357697630858226,1.3690699756649694,87.86304,87.86304,1.0,0.707719374209625,2.548629790980363,0.1137965760322256,0.3346103767360643,0.5976272858791841,0.2114999838789016,0.2980011164499042,0.3495367710950548,0.28686179512528975,0.6585898186097227,0.21919005568112832,1.9244751287354567,0.2703166935050993,0.2799499095589258,0.552666425704956,0.33584712084479884,0.21814266875522234,0.11389601892395189,0.005457272245688973,2.11772046619717,0.0028172918540801334,0.008266848322356156,0.004411083514776711
25.0,0.6318907388107785,1.3540669973039925,91.524,91.524,1.0,0.7090630552054005,2.5322705009407125,0.1137965760322256,0.3328055520461953,0.6060288558073514,0.2108114131414753,0.30110067414852715,0.34865404634171066,0.2861374579728735,0.6572896075630827,0.21928284000190482,1.9252897693317925,0.2696604837834906,0.27753359286700996,0.5284309387207031,0.3339879605075289,0.21791238306477687,0.11389601892395189,0.005272348708264221,2.1296580582811657,0.002666615209846028,0.008058120480027117,0.005302658877836811
26.0,0.6391671474850595,1.7937480962877093,95.18496,95.18496,1.0,0.7086600491444458,2.5354652772742328,0.1137965760322256,0.3389852223114776,0.598413751033873,0.2139748472421032,0.297232848117348,0.3451143009082621,0.28669359058206834,0.6569656936641683,0.21774894542981457,1.9118222698828924,0.27049180327868855,0.27793403221682433,0.5310275554656982,0.3403353826886724,0.22087615835416655,0.11389601892395189,0.004417317775127847,1.8600232836124633,0.002463539214753686,0.006502018378440328,0.005129514197155154
27.0,0.6420251864061901,1.974539721911063,98.84592,98.84592,1.0,0.7112503157320439,2.575390555326153,0.1137965760322256,0.3165679069269979,0.5834526283645859,0.1985158132016513,0.3120408935417419,0.35042370501867987,0.2902147071663643,0.6536060548393975,0.2170406965289266,1.9056038883487594,0.2733707590920185,0.27694524495677236,0.5295461416244507,0.3176482419560651,0.20566413220209973,0.11389601892395189,0.004197001188593541,1.8333060982258758,0.0023743253780287854,0.00615756923932678,0.005194685532664008
28.0,0.6385362728885304,1.671145104773185,102.50688,102.50688,1.0,0.7119069163047461,2.6049708328060817,0.1137965760322256,0.3288852442461943,0.6055039286028223,0.20805705747386216,0.3036336609543468,0.3473233846620301,0.293378556320476,0.6530241493115698,0.21759177392449297,1.9104423137895497,0.2661965623622741,0.2784471218206158,0.5386607646942139,0.3304139369360601,0.21608157498614697,0.11389601892395189,0.004049922339757009,1.838213558154166,0.0021021325503664205,0.006156965388269771,0.0046021398228219745
29.0,0.6375449709036678,1.737664924486904,106.16784,106.16784,1.0,0.7108206361448665,2.554629007013849,0.1137965760322256,0.3143265821202825,0.5854078379927685,0.1995932739101493,0.30462790536691803,0.34561817748379015,0.2896285823962485,0.6526447919348589,0.21789702787703302,1.9131224246083822,0.26983758700696053,0.27781675319208643,0.5356524586677551,0.3155145479109529,0.2074001393592667,0.11389601892395189,0.003941128872263878,1.8582055937758923,0.00204466364168531,0.0059989833316947344,0.003992839921007784
30.0,0.6500937616599776,1.8130911568523558,109.8288,109.8288,1.0,0.7122989506285018,2.5915554841616175,0.1137965760322256,0.33471916367016785,0.5893714393189876,0.2099689131100037,0.3053998436074902,0.34644937845417867,0.2938000557797591,0.6512976333892521,0.21596932326924717,1.8961972974090464,0.2720055229547808,0.27499626363772234,0.5519469380378723,0.335621913703124,0.21777163001399155,0.11389601892395189,0.0038457984953368263,1.8744825578596647,0.0019206319916156736,0.005945771073141324,0.004122742826730423
