round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_auprc_lift,fed_prevalence,fed_ece,fed_f1_best_threshold,fed_brier,fed_f1,fed_f1_best,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
31.0,0.638820241693965,1.7235844900210868,113.48976,113.48976,1.0,0.7138349432265515,2.5841932928658045,0.1137965760322256,0.32837377591468647,0.59146433182751,0.20827337719327588,0.3045573139248453,0.34706955358485964,0.2935927101326562,0.6506077649280874,0.21470084789152233,1.8850601620665741,0.26786706680004446,0.2722397476340694,0.5735294222831726,0.32912102946563215,0.2170238736754826,0.11389601892395189,0.0034561686815635304,1.74086592076128,0.0018362717908094847,0.005224172129423259,0.0047919295142362
32.0,0.6510919461197904,2.4015061231195256,117.15072,117.15072,1.0,0.7159563973073678,2.6194952890551693,0.1137965760322256,0.3233039499810049,0.5717935126072241,0.20512685284142573,0.3062106049518568,0.3482485787799203,0.2962144702794895,0.6498219684578064,0.2156450639981038,1.8933503210686364,0.26899661781285233,0.2743234323432343,0.5333474278450012,0.3239970606757258,0.213651999263779,0.11389601892395189,0.003318354647261584,1.7269764763696003,0.0017257199457927073,0.0050609668554727014,0.004612188865591921
33.0,0.6492439573578529,2.533656444546908,120.81168,120.81168,1.0,0.7155581687159289,2.6461990477943025,0.1137965760322256,0.3158237587899569,0.5687786056777352,0.1992391321662437,0.30918091645595747,0.34763972994666115,0.30052006429804334,0.6473196956266014,0.21215451389325396,1.8627035070901736,0.2642915356851787,0.2746678608747574,0.5457798838615417,0.3166224439518935,0.20790969683825716,0.11389601892395189,0.0033627011083331533,1.804139799445693,0.0017645542152904326,0.005116559659408932,0.004910393902587456
34.0,0.6498831744886182,2.322364811029396,124.47264,124.47264,1.0,0.7189439645506458,2.6545123662757626,0.1137965760322256,0.3071292769248065,0.5583972514786147,0.1922829369904686,0.3161352225191099,0.3533747903997733,0.3015296876328095,0.6484786625938843,0.21516366128487183,1.8891236350283334,0.2699575780948708,0.2735146634250114,0.5311307311058044,0.3080083118760868,0.2007935002182242,0.11389601892395189,0.003292397417292843,1.8224065044851159,0.0016778835858337578,0.005067051251211331,0.005163132852433372
35.0,0.6539077010256965,2.2647557354160757,128.1336,128.1336,1.0,0.7188192747345464,2.679872184042693,0.1137965760322256,0.3206389269750001,0.5921261553208963,0.20315991029875713,0.3101302465957204,0.35478241245604486,0.30358720468280626,0.6481524270463977,0.2139391765669472,1.8783727349574342,0.26507650765076507,0.27256916996047437,0.570353627204895,0.3218251710508025,0.21270165193988103,0.11389601892395189,0.002966574124879181,1.693557216449335,0.0015399293967793223,0.004536878736819781,0.004836041012873221
36.0,0.6554820264891135,3.098508386447802,131.79456,131.79456,1.0,0.720000399162295,2.6855657422570434,0.1137965760322256,0.3299792327829273,0.593967032173324,0.20773043138323202,0.3089030282009329,0.3556914888375043,0.30479508716105036,0.646781763377678,0.21311893899925927,1.871171099856952,0.26397618260006617,0.27238198589256646,0.5361403822898865,0.33124018874771594,0.21689253844013434,0.11389601892395189,0.0031401935585011467,1.8483042530178864,0.0015222022741566827,0.00492841088501611,0.004002532475230784
37.0,0.6527393778949206,2.674440852555277,135.45552,135.45552,1.0,0.7226994087324089,2.7372452016585207,0.1137965760322256,0.31618782026208486,0.5651010608137375,0.1988364445823228,0.3113844726625608,0.3553727970156129,0.3104846352097345,0.6460603581442855,0.2140110462532917,1.8790037463573366,0.2672854932762109,0.27217332430602575,0.5695631504058838,0.3176113069443014,0.20862160201129448,0.11389601892395189,0.0029025153560868384,1.760048243586425,0.0013849364159953404,0.004576081838919075,0.004822929397167444
38.0,0.6417011775961289,2.27701445882493,139.11648,139.11648,1.0,0.7253364992502775,2.7764693563701646,0.1137965760322256,0.32725949150099104,0.5938965049342506,0.20639500940136596,0.30655866691060246,0.3629804241404966,0.3134691307905176,0.6448963839457574,0.21180254711329705,1.8596132605364997,0.2646278007858129,0.26818378222670314,0.552125096321106,0.32863238725345517,0.21668379459620085,0.11389601892395189,0.0027977475261010782,1.7460903437795423,0.0013846715873385741,0.004356029485765827,0.004477226634147188
39.0,0.6501434434971504,2.576974023617302,142.77744,142.77744,1.0,0.7254837507588265,2.777127754339876,0.1137965760322256,0.33072935975502077,0.5781434257209961,0.20639272386431343,0.31615349094069845,0.35883902073718427,0.3135691842589168,0.6432036260486259,0.20906920958370484,1.8356147261240086,0.264692378328742,0.2677398160315374,0.5631840825080872,0.3326465667283741,0.21671851643783296,0.11389601892395189,0.002805949079303686,1.805132100424089,0.001362768263736205,0.004397453990569202,0.0034696507277424075
40.0,0.6472660539441357,2.088450762010518,146.4384,146.4384,1.0,0.7277622705049837,2.7903379549763625,0.1137965760322256,0.3196264873324423,0.5804618320278713,0.200948576347833,0.3136525934315891,0.36626200307317885,0.31612343335618326,0.6439139124677749,0.20928860815979566,1.837541032049041,0.26300046019328116,0.269575511584644,0.571003258228302,0.3216145989010361,0.21201717792930996,0.11389601892395189,0.0026804132432274993,1.77103577384878,0.00129741875737087,0.004202639586206434,0.005237679354632556
41.0,0.6524351066987738,2.9165577761527848,150.09936,150.09936,1.0,0.729030878466367,2.7783211504874075,0.1137965760322256,0.3305731055360952,0.5877380590859618,0.20706171700693374,0.3119273721230578,0.36372145193016064,0.31543707736650023,0.6447284471825452,0.21077623100821533,1.8506022686267036,0.26224084693427435,0.2708685626441199,0.5626949071884155,0.3328490053649899,0.21800603608309277,0.11389601892395189,0.002548298326456961,1.728524714910236,0.00129446401471201,0.003933762755628313,0.004696392659081608
42.0,0.6448915750278693,2.508754336161794,153.76032,153.76032,1.0,0.7286909088352875,2.8102244187148506,0.1137965760322256,0.33333642875095143,0.605617170277439,0.20936175706137403,0.31159861766715097,0.36851224546162936,0.31793419595888356,0.643234999677981,0.20923310652405086,1.8370537311207982,0.26392330065711517,0.2686987704918033,0.5336295962333679,0.33550578120301505,0.22067948138386084,0.11389601892395189,0.0023148244380517442,1.6091310706087825,0.0011913671712824566,0.0035580470211686414,0.004296199009201773
43.0,0.6554153130636113,2.9790846019290775,157.42128,157.42128,1.0,0.7301701375628514,2.80231498327556,0.1137965760322256,0.3118279850330743,0.5842680303606862,0.19592284937590104,0.32118437674037853,0.36419077794619154,0.3177465071953356,0.644529952504341,0.2119294270216418,1.8607272582823688,0.26502274359588224,0.2714836899333567,0.5762020945549011,0.3144332205776164,0.20745427652277365,0.11389601892395189,0.0023268180493896742,1.6592296669841744,0.001167787994271588,0.003607193990656242,0.004109808189586328
44.0,0.6512225946986473,2.7326626470429445,161.08224,161.08224,1.0,0.7298103920485526,2.817438342133546,0.1137965760322256,0.3134715416337654,0.5833664968504767,0.19820112220365876,0.31818129406154444,0.3688328623134761,0.3198695223940374,0.6429524864203637,0.21018199171523635,1.8453848843968321,0.26281239203040424,0.2702078521939954,0.5746423602104187,0.31595270451717694,0.21010493346364267,0.11389601892395189,0.002347984310534092,1.7153639482676226,0.0011458263272850842,0.003668424373186945,0.00622183949370365
45.0,0.6599251842145797,3.4428380259077445,164.7432,164.7432,1.0,0.7307843311748365,2.865365357071147,0.1137965760322256,0.3136573537545694,0.5838219979018242,0.19716767891309253,0.3204730047075964,0.37231696794211516,0.32483007010048287,0.6447646147024658,0.2102512115723168,1.845992630459727,0.26799065420560747,0.2720551996057171,0.5713255405426025,0.3163560351858871,0.20929006896268415,0.11389601892395189,0.002378800426818899,1.7825234058300339,0.0010930123487610348,0.0037945153523564258,0.005520784110272599
46.0,0.6708520244715304,5.1152574988284405,168.40416,168.40416,1.0,0.7331217502542338,2.8639649703069487,0.1137965760322256,0.3345082351288426,0.5963069545808516,0.2107768330912634,0.3142685987997246,0.3728098439358087,0.3255708823427915,0.6438605647484195,0.21014206098688815,1.8450342950722405,0.26360544217687076,0.27126050420168063,0.5941791534423828,0.3368689838479388,0.2231663225960332,0.11389601892395189,0.0021784751389708184,1.6694703344564914,0.001007086909966753,0.0034706892672296003,0.004279148477438425
47.0,0.6590799393225745,3.008535045013042,172.06512,172.06512,1.0,0.7331899049069573,2.8755762210104914,0.1137965760322256,0.3307578914714211,0.5969196088173149,0.2093013531057778,0.31127833452290743,0.37075662557198025,0.3265058875968439,0.6440071423447667,0.20819311216986208,1.827922645030044,0.26136363636363635,0.2667293527660242,0.5825252532958984,0.33322699213004264,0.22199625328166916,0.11389601892395189,0.0020746114246867568,1.6267692483379506,0.0010065854624973852,0.003248280998783992,0.004146112044776265
48.0,0.6627191378844234,3.6030348274035227,175.72608,175.72608,1.0,0.7316982871310657,2.8562715330557094,0.1137965760322256,0.31761630881276176,0.5802896882952281,0.20082479019191482,0.31816643647455256,0.3683728562556805,0.32407147776667294,0.6432408853708481,0.21020974235558004,1.8456285333022624,0.26378573036236774,0.26940843391446884,0.560526967048645,0.31958453292907113,0.21293619026395572,0.11389601892395189,0.0020742620624576063,1.6636725290263712,0.0010152077227595856,0.0032350770088411863,0.005034387963323131
49.0,0.6637940181588754,4.32841687710132,179.38704,179.38704,1.0,0.7331665103702947,2.84735520559556,0.1137965760322256,0.316269659869322,0.5924582344921603,0.19973986478351297,0.3202991926168678,0.3696017511828922,0.32321454977779396,0.6414977163260687,0.20938772586585627,1.838411279376358,0.26239460370994944,0.2697929354445798,0.561158299446106,0.3187055608574154,0.21216710266043426,0.11389601892395189,0.0021363985275518697,1.753008128136571,0.0009736256434138599,0.003414004888550525,0.004421880714522836
50.0,0.6688505646548178,5.11034109975432,183.048,183.048,1.0,0.7326014501713272,2.852594810717412,0.1137965760322256,0.3175281849483868,0.586319718222919,0.19958754172231724,0.3205583789134788,0.3715327885476533,0.3238705238131911,0.6396731891856454,0.20940256906293966,1.838541601728479,0.26109116182091974,0.2689873417721519,0.5667834281921387,0.31952630910655244,0.21224792270552845,0.11389601892395189,0.002060559025214083,1.7287152379121835,0.000911363319693917,0.003325126258192309,0.0036945301735969
51.0,0.6669795602178564,3.6790301323518912,186.70896,186.70896,1.0,0.7326574128214853,2.866738829891663,0.1137965760322256,0.3195929039090519,0.5903312621951433,0.20191515384262726,0.31691651255126335,0.36813265955196467,0.3251492700809488,0.6408321938012836,0.20901067616425203,1.8351008063223702,0.260936809544852,0.2671508234988977,0.5319048166275024,0.32212493265401404,0.2143430442651511,0.11389601892395189,0.0020060753643285937,1.720809116255623,0.0009130154203635036,0.003207728907515318,0.0037658512692065912
52.0,0.6675481657896755,6.557343305562175,190.36992,190.36992,1.0,0.7361751584019067,2.913946109245663,0.1137965760322256,0.32495008669941844,0.5849509166679295,0.2038138235502989,0.3177505270191824,0.37237394609314084,0.3301749178668214,0.6407425405180384,0.20700406822729175,1.81748291277422,0.26041896361631756,0.26845835794447725,0.5575352311134338,0.327023612956471,0.2163968814310297,0.11389601892395189,0.0018720605166562558,1.6404755371277133,0.000871632881174813,0.002972569634159926,0.0040854093315477675
53.0,0.6608014731372573,4.0299643775985174,194.03088,194.03088,1.0,0.7359350861288118,2.914146702944804,0.1137965760322256,0.3116822008601469,0.597016478842734,0.197005548462902,0.32362581841536425,0.3723382331453234,0.32958184641988947,0.6400459330012883,0.2085830793661526,1.8313465328882395,0.26352995712133503,0.26656511805026656,0.5621194839477539,0.313731111720036,0.21057558329424003,0.11389601892395189,0.0019080839648014823,1.706581010352238,0.0008535890643319285,0.0030687016685094163,0.004331711542732641
54.0,0.660728128267423,4.211238498220571,197.69184,197.69184,1.0,0.7386650169067269,2.934211538321882,0.1137965760322256,0.32333554509189505,0.6029406623522802,0.20416441647505207,0.31881577263774047,0.3738090015814547,0.33269244589514363,0.6397135356729963,0.20674002219196394,1.8151646049191918,0.2608695652173913,0.26783152953448947,0.5371179580688477,0.3258949279549212,0.21848411178542482,0.11389601892395189,0.0019128709283701662,1.748215923459611,0.0008169655933929338,0.0031153841885320356,0.004530639890116678
55.0,0.6714535709100417,4.581634897680862,201.3528,201.3528,1.0,0.7392478087701684,2.9289455665417834,0.1137965760322256,0.3059113263884648,0.5949209685205722,0.19238214080251528,0.3293580989280856,0.372097804115926,0.33330506455585446,0.6360842467786436,0.20766886940895724,1.8233198260214631,0.2600985221674877,0.2637329286798179,0.5463767051696777,0.30854677448451906,0.20650682454949754,0.11389601892395189,0.0018793505308094076,1.7551391193119343,0.0008234863218144427,0.003034604833395941,0.00420079995304414
56.0,0.6622427189933406,4.676239540508748,205.01376,205.01376,1.0,0.7399772782351721,2.9887040617938605,0.1137965760322256,0.31634274790335165,0.5929161419516125,0.19873002746626048,0.3243891029160573,0.37947727209969767,0.3385482137094789,0.6381231185548211,0.20527226024299144,1.8022777458099855,0.26024376088218226,0.26622110832637147,0.5404779314994812,0.3189262741188619,0.2130592432112189,0.11389601892395189,0.0017533592720486147,1.671204283359657,0.0007946200929893047,0.0028010445889850907,0.003736799975901628
