round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_brier,fed_auroc,fed_ece,fed_f1_best_threshold,fed_auprc_lift,fed_f1,fed_prevalence,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,11.419609205414698,290.3846699693479,3.65056,3.65056,0.9971592150692714,0.2020756206444488,0.252010547330367,0.642049215906141,0.3904143662978815,0.5133850259869571,1.7850863337977787,0.23052307863552057,0.11436304128902317,0.28232621113649403,0.3886276567126591,0.09131821954187841,0.801768318196015,0.11400142146410804,0.2045002711006687,0.43301302194595337,0.3821906482719189,0.24739477875127033,0.11389601892395189,0.024923100754243425,2.679103036876768,0.020002314583411923,0.028274188719351712
2.0,10.937954661091876,332.14226473069624,5.632,5.632,0.5412350858791136,0.22727506391192745,0.24629392536845526,0.6767265566317242,0.3850031828382104,0.5100819810695969,2.0381071653567684,0.2631459660971945,0.11436304128902317,0.3077801591821407,0.41076678455286975,0.09641353080080331,0.8465048358290592,0.08287841191066997,0.20450951154489178,0.45155295729637146,0.3807325177781505,0.2463206331753999,0.11389601892395189,0.019289978773031628,1.2906361962668598,,0.019289978773031628
3.0,10.523440630579053,362.5873871079023,7.61344,7.61344,0.5412350858791136,0.23850294893834637,0.23854554867150007,0.6802623485009298,0.37572589011680924,0.5112426840144043,2.1358074678075543,0.2824614588774057,0.11436304128902317,0.3113797617226226,0.4062809830276697,0.09685250405969636,0.8503589938851556,0.06073888541014402,0.2045002711006687,0.4682794511318207,0.37968685084275083,0.2456007549869862,0.11389601892395189,0.0129455416971619,0.91102438676171,,0.0129455416971619
4.0,9.901082298900004,432.687178581823,9.59488,9.59488,0.5412350858791136,0.24889243242482612,0.23752013333178515,0.6899649960013594,0.3749611949921406,0.5406132338292831,2.238867385057182,0.2920568965356499,0.11436304128902317,0.31902082102577406,0.40722678500766196,0.09825531834606695,0.8626756165346903,0.133896918461958,0.2045002711006687,0.4686899483203888,0.3821807552628323,0.2475750076725048,0.11389601892395189,0.01141158135082426,0.8354346503037959,,0.01141158135082426
5.0,10.167541674596961,468.2293822386212,11.264,11.264,0.4559241291901578,0.2299729789606101,0.24176654325757554,0.6677578946025032,0.37932776664416534,0.5637468532147966,2.033577143785999,0.28088331227268176,0.11436304128902317,0.29681501874615135,0.40211353599426214,0.09768730638635134,0.8576885066683229,0.12022058823529412,0.2045002711006687,0.46241986751556396,0.3812713074818538,0.2468033698991365,0.11389601892395189,0.015428869260661041,0.7085556006059051,0.015428869260661041,
6.0,9.925620251667846,437.4463015594482,13.24544,13.24544,0.5412350858791136,0.23699738205723467,0.2361197862112939,0.6756431021116187,0.37217380378249004,0.5006458637457479,2.1181799515268827,0.28115924932507647,0.11436304128902317,0.30470373029478426,0.4624859866547123,0.10729659011797134,0.9420574233557103,0.030456852791878174,0.20454134250045233,0.4802019000053406,0.37844154107156064,0.24425869178723428,0.11389601892395189,0.009811346297031513,0.7458863342180848,,0.009811346297031513
7.0,9.488937883062025,506.58365880659096,15.22688,15.22688,0.5412350858791136,0.253100326841646,0.24129380408379436,0.6868263900450724,0.379569299402764,0.5646289896167447,2.2710626346135383,0.2863000319114965,0.11436304128902317,0.3166661972769702,0.4396492347921602,0.10343493959112268,0.9081523706301443,0.019300361881785282,0.2045002711006687,0.477007120847702,0.37829577777326795,0.24423519336802155,0.11389601892395189,0.007252417831880349,0.5734311797423288,,0.007252417831880349
8.0,9.264034203554548,556.4077035902578,17.20832,17.20832,0.5412350858791136,0.25824472344174165,0.2379587978813467,0.6902799217918268,0.37592151209576974,0.5455832870363859,2.320485285652914,0.2972524608743946,0.11436304128902317,0.32222067073748634,0.42155728003986104,0.10083157405612403,0.8852949822894954,0.006823027718550106,0.20451875282422052,0.47679567337036133,0.37832143210405983,0.24430786279245414,0.11389601892395189,0.007433480302088109,0.6057037117425352,,0.007433480302088109
9.0,8.89315540125671,531.2311058364551,19.18976,19.18976,0.5412350858791136,0.26122696730644157,0.2327234917503607,0.6941230806957347,0.3694350463971271,0.5498618811485241,2.3586567011735813,0.30489020815122675,0.11436304128902317,0.3304802372362679,0.40011509855159755,0.09708662380223972,0.8524145507409195,0.08773272124458047,0.2045002711006687,0.47376230359077454,0.38038355373815463,0.24614426521454932,0.11389601892395189,0.007257810182384367,0.6088453538250178,,0.007257810182384367
10.0,9.486444169922787,653.823440272027,22.84032,22.84032,0.9971592150692714,0.23067074367280951,0.23944410716108727,0.6683737460966717,0.37590576068302173,0.5520456484748728,2.029966524349685,0.27941939898409607,0.11436304128902317,0.29767284586627,0.38194690587996527,0.09362652091601686,0.8220350614583911,0.010892333472978634,0.2045002711006687,0.4715176820755005,0.3786126690530904,0.24486000759118623,0.11389601892395189,0.008555930195282639,1.1650217185961083,0.011860342256255464,0.006665730663458743
