round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1,fed_auprc,fed_brier,fed_auroc,fed_f1_best,fed_ece,fed_f1_best_threshold,fed_prevalence,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6406520093788457,0.38915700717687296,40.27056,40.27056,1.0,2.1541079794806928,0.2901701390172566,0.24633751999843226,0.2133426922294286,0.6793933988964685,0.30612932063498477,0.3399460321781476,0.5397280420048496,0.11448171691107058,0.6634939937570996,0.2251677909761404,1.9769592748143763,0.2791756530074287,0.28630460448642264,0.527140736579895,0.3407347783880545,0.21523610470739907,0.11389601892395189,0.006862039180171842,1.4124615536056808,0.005401479212546383,0.008267821967274235,0.006133104497843155
12.0,0.6367031788316678,0.46889140327652995,43.93152,43.93152,1.0,2.1806025664038446,0.29470949354418297,0.24925349450047715,0.20695512769575383,0.6817924580275019,0.3109792197328194,0.3269775628746288,0.5472761118953708,0.11448171691107058,0.6640450652819969,0.2261036709043959,1.9851762426864525,0.27504725897920607,0.28782596569516106,0.5289792418479919,0.3275767865207938,0.20943892821412174,0.11389601892395189,0.006909567855355156,1.5187526395384339,0.005096529501478678,0.00870066162058988,0.00438962065115631
13.0,0.6395237990610969,0.5978778932983958,47.59248,47.59248,1.0,2.1968496592639846,0.28987158221091364,0.2513578261920598,0.21486875467572017,0.6834677586376865,0.3107614071936715,0.33975658171215106,0.5592445370211493,0.11448171691107058,0.6620763449410574,0.2265176837648702,1.9888112499886017,0.27275811376229786,0.28715931441416126,0.5369285345077515,0.3405792811313906,0.21761954379402074,0.11389601892395189,0.007506815880461082,1.752274400956594,0.005016715428552753,0.010022239384546291,0.004262938065764991
14.0,0.6408415352436213,0.7466786585995872,51.25344,51.25344,1.0,2.249985429884021,0.2948508833231559,0.2576211611303929,0.20808726850328182,0.6864563907421307,0.3165040323685255,0.32980016495548786,0.5493537790112518,0.11448171691107058,0.6628523026411727,0.22430502428510352,1.969384236641945,0.2770780856423174,0.2857533123890179,0.5300294756889343,0.33065819952912007,0.2111806568766329,0.11389601892395189,0.006939983708891857,1.7184491693697055,0.0046186532593480946,0.009336291990826636,0.004848584305007955
15.0,0.6352230725358126,0.7090061049655165,54.9144,54.9144,1.0,2.2924968662546035,0.2959952524555814,0.26225542473623437,0.2075350012459136,0.6898521046916336,0.31759806026950993,0.3307294957773509,0.53555757161639,0.11448171691107058,0.662852917564308,0.2240227150685708,1.9669055791857857,0.27827540905290815,0.28414221218961627,0.5289978981018066,0.3314460385421111,0.21094613368494256,0.11389601892395189,0.006647249636336699,1.7439572825751384,0.00436420467987231,0.009053103908212266,0.0035068214112657673
16.0,0.6378939286875133,0.724729509051208,58.57536,58.57536,1.0,2.2833160529725856,0.295551014024239,0.26153058617900615,0.21758413089717488,0.6910119766430963,0.3180595443543827,0.34702123262621665,0.5429894816838695,0.11448171691107058,0.6627600767203202,0.2264391524138587,1.9881217495850456,0.27299900365327134,0.28276918790917954,0.5321004390716553,0.34798081133512204,0.22092165631183017,0.11389601892395189,0.0063588271018860726,1.7639889752499585,0.004172007702398239,0.00870000967206273,0.0039700391691452445
17.0,0.636162511905012,0.7237457851540332,62.23632,62.23632,1.0,2.308455348917745,0.2959597287661431,0.2641832464611648,0.2109888688341557,0.6931532978406952,0.32427877550501877,0.3348155080591262,0.5580215197436588,0.11448171691107058,0.6622567433098496,0.2255057854581003,1.9799268454560295,0.27177545110269546,0.28386930130440396,0.5240779519081116,0.3354551017039153,0.21491308936164094,0.11389601892395189,0.00516301939767335,1.5105227283056593,0.0034937898626298315,0.006981869885933027,0.004333887483925692
18.0,0.6431588781001341,1.058824461010191,65.89728,65.89728,1.0,2.3333681660600933,0.2957813037009609,0.26688983744655975,0.2115578080423736,0.6960424383832572,0.3241512161696489,0.33470018675018726,0.5643521415665104,0.11448171691107058,0.6603734721858219,0.22192185563257202,1.9484601633069258,0.2718153381512243,0.28182546036829464,0.5335612893104553,0.33543741864745813,0.21611362814731291,0.11389601892395189,0.005484103671851774,1.6898968366494955,0.0035283679727855844,0.007649015763732752,0.004565343679787085
19.0,0.6423761140197879,1.1984072456507004,69.55824,69.55824,1.0,2.357127200682585,0.30020714171184165,0.27003964105211803,0.19668682178617114,0.6978514926355437,0.32614502680187707,0.31272103408755636,0.542259986496713,0.11448171691107058,0.6589779104048459,0.2217750168334937,1.9471709277351685,0.2779941577409932,0.27902266109634133,0.5066232085227966,0.31294467444564666,0.2011244269811376,0.11389601892395189,0.005796008459417164,1.8776509147601246,0.003361002769391792,0.008515840718846594,0.006057548984863494
20.0,0.644587991089651,1.0844981245371432,73.2192,73.2192,1.0,2.377943143404592,0.29827516065934945,0.2725274706600211,0.21128516054324806,0.7005540317322502,0.32872613936355477,0.337858795163808,0.5616397358553551,0.11448171691107058,0.6579377490972049,0.22177758486386856,1.947193474882989,0.27001638448935006,0.27742946708463945,0.5220189094543457,0.33855646595863575,0.21599139179670332,0.11389601892395189,0.005411955409814527,1.841718473515357,0.00318970587806042,0.007925350784012257,0.004478184560421313
21.0,0.638783570583725,0.88589891292599,76.88016,76.88016,1.0,2.379394882298845,0.2986815143082323,0.27276723261100994,0.20797308931171676,0.7012802279593631,0.3297701575421131,0.3298382180915774,0.5410045138711754,0.11448171691107058,0.6588684917351068,0.22332287970547784,1.9607610679929912,0.27290705339485827,0.2809788942120937,0.5232194066047668,0.3303711050007179,0.21312339906317662,0.11389601892395189,0.004774765439332063,1.7008173342401278,0.002794359745412373,0.007039383708927257,0.004764223667499269
22.0,0.6458522635549431,1.396446214072092,80.54112,80.54112,1.0,2.4101043054876197,0.2939310289517273,0.27644559667816476,0.21576529675097017,0.7048758533706203,0.3317576620964354,0.34354162670236316,0.556964688821319,0.11448171691107058,0.656416755546067,0.21959240671756472,1.9280077459440095,0.2665568029663199,0.2791878172588832,0.5459045171737671,0.3442933826905905,0.22119905168641124,0.11389601892395189,0.004598216769187498,1.7154029302237177,0.002657360689422258,0.006834974483756542,0.004195402642225167
23.0,0.642066100290464,0.9795942992947607,84.20208,84.20208,1.0,2.430408744627949,0.29603191029999937,0.27869826881356813,0.21322650131265608,0.7051331324052661,0.3329358376088155,0.33891193893687627,0.5850046353104118,0.11448171691107058,0.657511067737975,0.21891547015130625,1.9220642847707925,0.2689147369544339,0.27994467496542186,0.5411311388015747,0.3395366031415729,0.21910946379499954,0.11389601892395189,0.004621709145514211,1.7960527005707263,0.0025003311875903757,0.0070907209413220065,0.0045174767621732476
24.0,0.638621865665494,1.0076333392951224,87.86304,87.86304,1.0,2.4285873257777544,0.2993051232633806,0.27844870205599676,0.21192269904110003,0.7068541948273813,0.339123720432199,0.3358995132753166,0.5676402549392832,0.11448171691107058,0.6573742159667277,0.2201743624006579,1.9331172808390065,0.26868792472556197,0.2790697674418604,0.5547865033149719,0.33631020348373397,0.21791008435952536,0.11389601892395189,0.004603085317594149,1.8657045177114924,0.002453066946652272,0.007122244755577332,0.004243462183558754
25.0,0.646858257258644,1.5763545196888058,91.524,91.524,1.0,2.4306305137281377,0.3007318827212654,0.27861235708438725,0.20750667765282876,0.7075757421300971,0.33454520025883056,0.3300369555391786,0.5554161233196433,0.11448171691107058,0.6546167374848961,0.21725764147325,1.9075086515386672,0.26900333297494894,0.27799421892673115,0.5232869386672974,0.33064832149173884,0.21367390633652733,0.11389601892395189,0.0042899730547945325,1.8137471146210373,0.002327026729255967,0.006606685278187649,0.003821219622811613
26.0,0.6427214766454875,1.2210847492122703,95.18496,95.18496,1.0,2.447535574097473,0.30257193482281214,0.2800611062890227,0.20308602488920052,0.7095309160636544,0.33395344625731826,0.3234718694234444,0.5703158340862846,0.11448171691107058,0.6538889822289221,0.21701611233568732,1.9053880406530141,0.2743261763362266,0.2796598354942144,0.5299701690673828,0.32395784808656525,0.20953265224622225,0.11389601892395189,0.0043798062742148175,1.9258030869732465,0.0022570138214640747,0.006897611164748763,0.0043945863512427855
27.0,0.6450647590515056,1.4496850521285674,98.84592,98.84592,1.0,2.479184568834743,0.3053213151848731,0.284420270536978,0.20144909260456514,0.712447470347019,0.3425700170841489,0.3209545988464032,0.5387855440676421,0.11448171691107058,0.6529883582752014,0.21697575380285763,1.9050336952315414,0.27180198935924127,0.27709342560553635,0.5262222290039062,0.3213713117088862,0.2085318957639028,0.11389601892395189,0.004159900306197753,1.9011944887934078,0.002047986519089593,0.006679453261998291,0.005080545085408346
28.0,0.6453472866506264,1.4348435045513903,102.50688,102.50688,1.0,2.4799590878431923,0.30584592146223005,0.28490162970169347,0.2035350216158416,0.7130809844409587,0.3415981609927094,0.3248328784874815,0.5493240066806279,0.11448171691107058,0.6541544784299772,0.2185482398629176,1.9188400255573619,0.2685681688533942,0.2775393419170243,0.5200541615486145,0.32539705077577236,0.21061043281764558,0.11389601892395189,0.003855894282078513,1.8292696266144048,0.0020243029689098716,0.006048216476446129,0.004309825071807764
29.0,0.6449389990281362,1.527360908648767,106.16784,106.16784,1.0,2.5019808992362877,0.30787208995157317,0.2868867401246958,0.19641463891285268,0.7127925023895562,0.34034293714866515,0.31408241373223994,0.5132016452149273,0.11448171691107058,0.6506462666460321,0.2163694427108927,1.8997103213533924,0.27433182047402926,0.2773642128480838,0.5143673419952393,0.31501812755134784,0.2039554661585764,0.11389601892395189,0.0037167615109994054,1.8273335549711192,0.0019105483614316925,0.005882541209045878,0.004929705618049945
30.0,0.6463008505967838,1.8210114499391157,109.8288,109.8288,1.0,2.5330440495690585,0.3064555078251459,0.2896175422611058,0.20516623512115106,0.7162464941598258,0.3455599841504453,0.3265728643589579,0.5602496252091298,0.11448171691107058,0.6540686276306098,0.21548244373810116,1.8919225252462801,0.27012700165654335,0.27742188521375344,0.5262534022331238,0.32774505916005425,0.21337634349457843,0.11389601892395189,0.0038561954662310756,1.9670198790299764,0.0018998936315009572,0.006204951708455243,0.004162755280214331
31.0,0.6484113070147829,1.9705600641806522,113.48976,113.48976,1.0,2.574846503514423,0.2992556098211751,0.29469097460096183,0.20704092274365643,0.7191162009735163,0.3469652587541656,0.3290562834152385,0.5700786349659218,0.11448171691107058,0.65028361258959,0.2161003458660724,1.8973476677034877,0.2658134899821672,0.2739427012278308,0.5367322564125061,0.33005344458395325,0.21561946945084193,0.11389601892395189,0.003401756744476021,1.7968517431231703,0.0016861935969042087,0.005461921107506501,0.003416288557739575
32.0,0.6420235080252265,1.9096330376633073,117.15072,117.15072,1.0,2.581365855805738,0.2995526655297361,0.29539325898050534,0.20548897094632207,0.7200638720327113,0.3522416327981165,0.32576097407586435,0.5587309725904744,0.11448171691107058,0.6496935624675817,0.2153477833196541,1.8907402151030521,0.26734134514020663,0.27125405135876335,0.523632824420929,0.327071645061722,0.21453757231971363,0.11389601892395189,0.003394595731106676,1.8502728221137659,0.0016441301340357868,0.005495765720159535,0.0038186559894116522
33.0,0.6492757561738685,2.229360538615345,120.81168,120.81168,1.0,2.5953510726908116,0.3039113635042626,0.2971797820575878,0.20583579959358672,0.722021621478616,0.3545367095691773,0.32689613762309394,0.5674623291981936,0.11448171691107058,0.6477387971169795,0.21377818660448725,1.8769592530466448,0.2652667666595243,0.2711646998460749,0.5269010066986084,0.327473696438404,0.21488703068580847,0.11389601892395189,0.0032754227230346014,1.8439521465934376,0.0016387072228634747,0.005236017120036112,0.004282608288248941
34.0,0.6545123129629895,2.5736114671793704,124.47264,124.47264,1.0,2.5891309792923733,0.3051891325563871,0.2960422524976268,0.20101624299706664,0.7210340517567114,0.35030561279917743,0.3204711654956592,0.549792439992811,0.11448171691107058,0.6460716275519498,0.20571414399837226,1.806157457845187,0.2637063887630267,0.2688672966857447,0.5244228839874268,0.32140745808160276,0.21023326898271172,0.11389601892395189,0.0032715274538524693,1.8998840479289356,0.0014665513752189455,0.005432206844133351,0.004654302859107801
35.0,0.6578124556057594,2.8996450070535817,128.1336,128.1336,1.0,2.617307102243307,0.3034757154887684,0.2986456656680128,0.2075397092791921,0.7222865628186929,0.3551745183972257,0.330408044803492,0.5625585043596887,0.11448171691107058,0.6505663140889834,0.21257120991419168,1.8663620723751986,0.2676620144974575,0.27263419628492025,0.552142858505249,0.3312769341824934,0.21643421765113274,0.11389601892395189,0.0031110982167103524,1.8590381336380233,0.0014681874804073256,0.005077249741694801,0.0052831797585442515
36.0,0.6483050725696983,1.9086385484720565,131.79456,131.79456,1.0,2.6360467897113176,0.30697596543813715,0.3021026023278048,0.20151250759447523,0.7243613932474326,0.3565006874587782,0.31959725986381926,0.5606467687196087,0.11448171691107058,0.648861973047894,0.21232043310675072,1.8641602675201192,0.26875897889269534,0.27360515021459225,0.5895030498504639,0.3205381292362049,0.21157637308304145,0.11389601892395189,0.0028419863532366013,1.7514753472623852,0.001327059920775584,0.004658944145818859,0.003882595239311897
37.0,0.6559398015729324,3.132248626658595,135.45552,135.45552,1.0,2.6300799249277236,0.30458345885500654,0.3015350081090484,0.2028846637602131,0.7236067165539932,0.3590042145036472,0.3235499390779931,0.5641428900714848,0.11448171691107058,0.6482408755822757,0.2115878185550928,1.8577279570796017,0.26513409961685824,0.27196921103271327,0.5277501344680786,0.3237577987101409,0.2122068231444722,0.11389601892395189,0.0028579261683383973,1.813927052748113,0.0013868162170047077,0.004623955619148913,0.004172420679793149
38.0,0.6531609096108213,2.2443250594758064,139.11648,139.11648,1.0,2.63447912395184,0.30557447245636277,0.3024989624766944,0.20294134016808968,0.7244693009707929,0.3563859391490296,0.32387443748659217,0.5559272662033046,0.11448171691107058,0.6467645455298878,0.20924327280167854,1.8371429904094347,0.264504190704256,0.2707747379186909,0.5263344645500183,0.32381380697820855,0.21191577914121912,0.11389601892395189,0.0028554885449401683,1.8651474267935555,0.0012742277166069534,0.004761581744656064,0.004262750421613387
39.0,0.6550915052336193,2.5100856883633016,142.77744,142.77744,1.0,2.654405166096229,0.2985652092626651,0.30334774306761964,0.21000754782965486,0.7256363976264247,0.3550485034178094,0.3331527176964736,0.5857025065065835,0.11448171691107058,0.6484475650524675,0.2109444859707399,1.8520795367886127,0.26254045307443363,0.27415143603133163,0.5762396454811096,0.33330295077971356,0.219667037292173,0.11389601892395189,0.0026260663772902934,1.7648564979954244,0.0012339950973620374,0.004304487734937867,0.004542808747248407
40.0,0.6570850231425251,2.859532196261946,146.4384,146.4384,1.0,2.6481472879335475,0.3022649395805214,0.3043501752116069,0.21360205419242081,0.7257820274596485,0.35627911254801237,0.33979327297643924,0.5737936821110833,0.11448171691107058,0.6467200326245587,0.2109170031348528,1.8518382391897437,0.26381884702857705,0.2701128503822352,0.5356152057647705,0.3400557608193314,0.2230849272961269,0.11389601892395189,0.002599294836617041,1.795096610128894,0.0011976757624174107,0.0042831492833560825,0.005088487348385853
41.0,0.657376223507599,2.385271227281726,150.09936,150.09936,1.0,2.683442150125653,0.3030276275270084,0.30839032812685363,0.21018603053125448,0.7269759611893345,0.3597738040857694,0.33412272309571855,0.5615932579734972,0.11448171691107058,0.645708810352635,0.20756985561386715,1.822450491026039,0.2647088607594937,0.2697406340057637,0.5231539011001587,0.3345855604856208,0.22039867669305768,0.11389601892395189,0.002523643810360159,1.7891367141746741,0.001134226599910354,0.004196602385830598,0.004313934952980916
42.0,0.6603238316325258,2.789682318777923,153.76032,153.76032,1.0,2.7058767950889675,0.30687296463684616,0.3106091290003992,0.20791819421647498,0.7299219943103602,0.36226603036710037,0.3302715749012695,0.576053413058687,0.11448171691107058,0.6460343431308242,0.20800381762766595,1.8262606506602275,0.26272066458982346,0.26977817668931914,0.5373030304908752,0.3314286342349948,0.21892770787965027,0.11389601892395189,0.0024523199513109767,1.7814303390914574,0.0011230876017656165,0.004052960581018215,0.004071234641101227
43.0,0.6676265236968316,3.7053478225386436,157.42128,157.42128,1.0,2.734717763821781,0.3080263148181969,0.3126181712766601,0.20461289733772925,0.7295878460986803,0.3592747168401263,0.3270094494503566,0.5681210718769973,0.11448171691107058,0.6434422413240495,0.2038252251821762,1.789572867496535,0.2635279079676182,0.26703841387856253,0.5569444894790649,0.3277511621353977,0.21531895236630047,0.11389601892395189,0.002406021131924,1.7929854396224982,0.001072485092350033,0.004009063736070725,0.004295712320707989
44.0,0.6606050700016215,3.469097042478661,161.08224,161.08224,1.0,2.7416213179794946,0.30863520058986565,0.3132046964651052,0.2106604758844417,0.7326526541631587,0.3631055926550581,0.33627353912710584,0.5840409003009174,0.11448171691107058,0.6438001140393779,0.2042606380030274,1.7933957651268897,0.2612502545306455,0.2682967123740294,0.5777801871299744,0.337077411803073,0.22178573707587335,0.11389601892395189,0.0023075161197066794,1.7642147062178992,0.0010542059835538773,0.0038098886186100937,0.0037673217219708678
45.0,0.65859142229729,2.9912921031173276,164.7432,164.7432,1.0,2.732050376410781,0.3013659823426316,0.31346860252167286,0.21333086303465248,0.7321157408418182,0.3621118405844172,0.33773480086570984,0.5867227886177624,0.11448171691107058,0.6438079825456202,0.2054181880131173,1.8035589826039007,0.25948333813502356,0.26698950766747376,0.5821365714073181,0.33912791846488405,0.22490831649719195,0.11389601892395189,0.0022601848514596083,1.7727310674017644,0.0010097871775663289,0.0037491497037978583,0.005433286452233519
46.0,0.666934550041653,3.7146741260392355,168.40416,168.40416,1.0,2.723902352110021,0.3080242887673186,0.31183273152315116,0.20876437780305823,0.7327702245155778,0.36575931023270614,0.3319705773695437,0.5684560671644715,0.11448171691107058,0.6447723200658355,0.20771243499650718,1.823702329184976,0.2611817808781288,0.2686877693565166,0.5585322976112366,0.33282309011005085,0.21992794383802033,0.11389601892395189,0.0021793217820653423,1.753118919852568,0.0010161640995981344,0.0035631570530377343,0.00377198408831653
47.0,0.6690248065912411,3.5692352546673094,172.06512,172.06512,1.0,2.7264405335122097,0.31429499257458277,0.3134082732776191,0.20200071571946607,0.7325752703905193,0.3665321351182197,0.32222535699568783,0.5647335085783157,0.11448171691107058,0.6440412141062464,0.20602024297733693,1.8088449879437505,0.26055724858511103,0.2680646075375461,0.5426271557807922,0.3229730841074465,0.21312804291330353,0.11389601892395189,0.002040039375847121,1.6812056464968919,0.0009275460020940235,0.0033588501822247306,0.00337822231744671
48.0,0.6709578836349545,4.6800632174622745,175.72608,175.72608,1.0,2.7217408568098187,0.30484588132151974,0.3137284152231849,0.20439623858663852,0.7324377091945282,0.3663518634177727,0.3245342986267922,0.5783366131447913,0.11448171691107058,0.6428591937961133,0.2064794906761481,1.8128771543280542,0.25885785744060025,0.26900948530555124,0.5625038743019104,0.3257773382688448,0.2157908769621145,0.11389601892395189,0.0019482924954793126,1.6437262078725325,0.0008941471044727167,0.003190035950750878,0.004476334695031491
49.0,0.6780194128082309,4.611281888262164,179.38704,179.38704,1.0,2.7477954453533573,0.30989743618224724,0.3162251206846304,0.2068655308218715,0.7351020583390608,0.36868982676932305,0.3296258542060292,0.5771325181324928,0.11448171691107058,0.6412142618595708,0.2036086289366986,1.787671165860921,0.25941771887717835,0.2640049520272361,0.5659829378128052,0.33065270952545944,0.21869490912859035,0.11389601892395189,0.0020842045069307206,1.7971396029861353,0.0009352749967636721,0.003435595165859482,0.004916049479274252
50.0,0.6713298683911197,4.009981027426138,183.048,183.048,1.0,2.741190348308753,0.3169268043701345,0.3152773051622581,0.20149424317748812,0.7357510766800902,0.37009819345046496,0.320194877559211,0.5695606690732249,0.11448171691107058,0.6415963048189542,0.20491034284232534,1.7991001334220778,0.2608791450919907,0.2672657680146447,0.5735231041908264,0.3215639759892308,0.2138933133014078,0.11389601892395189,0.002074897287693022,1.8306812595819792,0.0009369329726221003,0.0034115699833647374,0.004048345644814385
51.0,0.6779387488016776,5.729511545020413,186.70896,186.70896,1.0,2.7682872257635682,0.3139788336316417,0.31878235760219437,0.20178905694339166,0.7370548058405666,0.3724242702085898,0.3212453371241978,0.5752065995279874,0.11448171691107058,0.6444923794458253,0.20559963133780496,1.8051520437697068,0.26227010556099684,0.26755186721991703,0.5762718319892883,0.32246678424842157,0.21382557157755352,0.11389601892395189,0.0019127604289357661,1.726944518766686,0.0008675607538888666,0.0031362920815922774,0.0037650507435136307
52.0,0.6795726820528911,4.739347226666526,190.36992,190.36992,1.0,2.7816974663948275,0.3123626260214224,0.32032429943910395,0.20302533849711826,0.7380414238311931,0.3704501665019927,0.32282159108141334,0.5597453269673996,0.11448171691107058,0.6410580086359303,0.20302677813718079,1.782562551837227,0.2608236536430834,0.26627456222430157,0.541060209274292,0.32458082754663586,0.21598367501460222,0.11389601892395189,0.0019200874614491376,1.7704948713126214,0.0008687923932512625,0.003148361891769585,0.003441729805680354
53.0,0.6689852124526667,4.2819888934315635,194.03088,194.03088,1.0,2.790381580747225,0.31807972453340055,0.32060514392032496,0.19787492569686801,0.7385596697261444,0.3763176805823854,0.3156168877435217,0.5475795520650665,0.11448171691107058,0.6414560270473816,0.20314864226514606,1.7836325113416647,0.26323953024595614,0.2666491181889971,0.5315306186676025,0.31689452289022596,0.21047726593971233,0.11389601892395189,0.0018040944601380306,1.6985111955300454,0.0008428983316728306,0.002922686642702332,0.004079153864987831
54.0,0.6792546115973628,4.777704673445499,197.69184,197.69184,1.0,2.813273950359313,0.31547072763910006,0.3225077179435284,0.20781572603105772,0.7394622073082366,0.3739340237914451,0.33099538392502875,0.573396337562004,0.11448171691107058,0.6387833577604229,0.20238323087673982,1.776912246703466,0.2587512794268168,0.2630227993356485,0.5658608078956604,0.33196373317350225,0.22083960078519632,0.11389601892395189,0.00171334942209886,1.645979439893381,0.0007982471047802167,0.002782272503311776,0.002970577354333832
55.0,0.6863343463851135,5.0376016032059905,201.3528,201.3528,1.0,2.8181395263779154,0.31518681384415076,0.32414326854321956,0.20401241234252518,0.7414049745701197,0.3777985526570877,0.3241339210190708,0.5827709557265242,0.11448171691107058,0.6395348565790927,0.2030583386584148,1.782839651261177,0.2565477418024335,0.2623563218390804,0.5582150220870972,0.3256373400995744,0.21733874206214146,0.11389601892395189,0.0016802793141747483,1.6470327568567882,0.000758621880212649,0.0027513937396673625,0.004285014408424993
56.0,0.68932031144161,24.23850191416812,205.01376,205.01376,1.0,2.854309688126196,0.3262018557193422,0.32813128730760854,0.19451524038445614,0.7392557535537415,0.3774710730728501,0.31108918918897926,0.5674675096611117,0.11448171691107058,0.639151947707539,0.2017034768711971,1.7709440485876338,0.26144688644688646,0.26288659793814434,0.5589943528175354,0.31190991913295507,0.20766914972820755,0.11389601892395189,0.0017050139576481797,1.7080962289310264,0.0007721472474814825,0.002784459012276265,0.004017313848070793
