round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auroc,fed_ece,fed_f1_best_threshold,fed_auprc_lift,fed_f1_best,fed_auprc,fed_brier,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6886117450262957,0.1131050943571373,0.9136,3.65056,0.9971592150692714,0.11425154223844894,0.5626178760495053,0.39968254644835044,0.5164663313123421,1.5056723766166167,0.25813470585997605,0.16928528182249078,0.25966460679401415,0.205676301451334,0.643780687488081,0.20735559704195772,1.8205693140197339,0.2604432642222449,0.26586962709934525,0.502753496170044,0.38554939090068635,0.2484691939691829,0.11389601892395189,0.025617338452915292,2.7552199326455593,0.0212887114007761,0.028481580562743875
2.0,0.6816385849698773,0.11815294959330677,1.8272,7.30112,0.9971592150692714,0.11425154223844894,0.6482292665231897,0.37276211122256536,0.5200326389777454,1.885215526203146,0.2872788507824669,0.2140611153969261,0.2377789503757918,0.24595640240739178,0.6570522848811886,0.2175273545294728,1.9098767154865643,0.27543679342240496,0.2827419124982186,0.5015856027603149,0.38481393319064466,0.24731973227793977,0.11389601892395189,0.018711809507526902,2.1206764250528067,0.01477516489777877,0.021347228156730194
3.0,0.6719357713135377,0.1701522762360343,2.7408,10.95168,0.9971592150692714,0.11425154223844894,0.6676236584387967,0.3606055178931029,0.5232715012031253,2.059193772055536,0.3032354421479131,0.22951895561929897,0.22820701600032475,0.2646893553925892,0.658749673526013,0.22085777310099347,1.9391175845088993,0.2805249900570065,0.28188997456833087,0.5001581907272339,0.3866771213154205,0.24831345025007132,0.11389601892395189,0.014975535581988227,1.8109649661928415,0.012832915098284856,0.016446682547007346
4.0,0.6630424850122888,0.22405342693675437,3.6544,14.60224,0.9971592150692714,0.11425154223844894,0.6699285028977532,0.3645534687692536,0.5436383421915867,2.0647016191275167,0.30570108626623627,0.23072887730698224,0.23117291815072505,0.27298358276501217,0.6575561202697289,0.22240058705790774,1.9526633956047585,0.27234840591789955,0.2821017139645968,0.5079258680343628,0.39284516899549365,0.252718369282411,0.11389601892395189,0.011095827915229171,1.4352959818206728,0.010494383446622176,0.01152541707788665
5.0,0.6553228643893442,0.2544288511947792,4.568,18.2528,0.9971592150692714,0.11425154223844894,0.67152700573854,0.35734727638491637,0.5312373442316211,2.086026760672948,0.30830013598298533,0.23334241713300044,0.2256193138267181,0.27790061832138097,0.6594229390625228,0.22423695740762764,1.9687866136686494,0.2669630775178813,0.27994810436788237,0.5098092555999756,0.39226169825932167,0.25223054250445637,0.11389601892395189,0.010531070311228444,1.4436978064477444,0.009798931375462247,0.011078421843215537
6.0,0.6505531806364065,0.22473562594526758,4.568,18.2528,0.0,0.11425154223844894,0.6887006335992584,0.3370684793956007,0.555624691570389,2.26797283499344,0.32701169493864113,0.2524969211960271,0.21272087886221394,0.2981371214684906,0.6594229390625228,0.22423695740762764,1.9687866136686494,0.2669630775178813,0.27994810436788237,0.5098092555999756,0.39226169825932167,0.25223054250445637,0.11389601892395189,0.0,0.0,,
7.0,0.6339510056708995,0.410740340014498,4.568,18.2528,0.0,0.11425154223844894,0.6969455253149728,0.32905800376745437,0.5490392405377006,2.3669022071325987,0.33650830094960793,0.2627986526857821,0.20677485381520894,0.3057136544697721,0.6594229390625228,0.22423695740762764,1.9687866136686494,0.2669630775178813,0.27994810436788237,0.5098092555999756,0.39226169825932167,0.25223054250445637,0.11389601892395189,0.0,0.0,,
8.0,0.6108206998503399,0.5131418005765036,4.568,18.2528,0.0,0.11425154223844894,0.7105109551471754,0.32480787141249756,0.5586914774393923,2.5104846682411615,0.3497693119707689,0.27845785989935,0.2044869235981382,0.3171272429602971,0.6594229390625228,0.22423695740762764,1.9687866136686494,0.2669630775178813,0.27994810436788237,0.5098092555999756,0.39226169825932167,0.25223054250445637,0.11389601892395189,0.0,0.0,,
9.0,0.64674129439939,0.2666110037897645,5.4816,21.90336,0.9971592150692714,0.11425154223844894,0.675342144988382,0.344097621780183,0.5395496975736986,2.119629793902011,0.3119863974373544,0.2371982780752814,0.21750618963345794,0.2843169414974511,0.6612924183390861,0.22497944553056956,1.975305613454214,0.2686855048702864,0.2825266048746996,0.5198276042938232,0.38997808631721964,0.24997737186934652,0.11389601892395189,0.009447621242666944,1.376315074507147,0.007988000458770156,0.010582326888584839
10.0,0.6447542613237385,0.3057232939637786,5.4816,21.90336,0.0,0.11425154223844894,0.6915775723919074,0.3558920515684994,0.541843794917529,2.296481478671112,0.3244147770215961,0.2554614470239056,0.2246160564584606,0.300052990708626,0.6612924183390861,0.22497944553056956,1.975305613454214,0.2686855048702864,0.2825266048746996,0.5198276042938232,0.38997808631721964,0.24997737186934652,0.11389601892395189,0.0,0.0,,
11.0,0.6284938698608961,0.3866247164781312,5.4816,21.90336,0.0,0.11425154223844894,0.7036799485422669,0.331862408057161,0.5471256860336878,2.3994991686574396,0.3387733079143523,0.2663314187753872,0.2087517375391639,0.31065844380092916,0.6612924183390861,0.22497944553056956,1.975305613454214,0.2686855048702864,0.2825266048746996,0.5198276042938232,0.38997808631721964,0.24997737186934652,0.11389601892395189,0.0,0.0,,
12.0,0.6081848610164755,0.45994856972234455,5.4816,21.90336,0.0,0.11425154223844894,0.7151129341777122,0.33687823734371775,0.5778115858332902,2.539437245920599,0.35316453705434886,0.28154219814400816,0.21217680471521005,0.3166605167347774,0.6612924183390861,0.22497944553056956,1.975305613454214,0.2686855048702864,0.2825266048746996,0.5198276042938232,0.38997808631721964,0.24997737186934652,0.11389601892395189,0.0,0.0,,
13.0,0.6445823171452657,0.35448982460388995,6.3952,25.55392,0.9971592150692714,0.11425154223844894,0.676796005807124,0.3598836910143263,0.57858388982671,2.1267631895169865,0.3124830095956631,0.23815698364491641,0.22978316796523665,0.2812848604762276,0.6613847697544559,0.22487226886148254,1.9743646089300912,0.2667535368577811,0.2810999563509385,0.5210995078086853,0.38890770353394494,0.2486240821599243,0.11389601892395189,0.009337637083138605,1.4449896151199937,0.007215051384500368,0.011025830246049072
14.0,0.6421641621217926,0.3914856753689001,6.3952,25.55392,0.0,0.11425154223844894,0.6920691167504744,0.33315820396124723,0.546857483425189,2.2952585180155887,0.32775991200644555,0.2550014901742049,0.21115818412230195,0.3019499577055868,0.6613847697544559,0.22487226886148254,1.9743646089300912,0.2667535368577811,0.2810999563509385,0.5210995078086853,0.38890770353394494,0.2486240821599243,0.11389601892395189,0.0,0.0,,
15.0,0.621634281715556,0.45135396825106316,6.3952,25.55392,0.0,0.11425154223844894,0.7032878593313284,0.32954982063429,0.5550858410715261,2.42132305633265,0.3432082966249146,0.26809490661133745,0.20698211246864273,0.3067658163992838,0.6613847697544559,0.22487226886148254,1.9743646089300912,0.2667535368577811,0.2810999563509385,0.5210995078086853,0.38890770353394494,0.2486240821599243,0.11389601892395189,0.0,0.0,,
16.0,0.609003961969626,0.5151441914002794,6.3952,25.55392,0.0,0.11425154223844894,0.7147191800370148,0.3277583213881935,0.5780688343886448,2.5856468423308723,0.35416105242791607,0.2860745074746061,0.207705874792874,0.31519206633574964,0.6613847697544559,0.22487226886148254,1.9743646089300912,0.2667535368577811,0.2810999563509385,0.5210995078086853,0.38890770353394494,0.2486240821599243,0.11389601892395189,0.0,0.0,,
17.0,0.6396488940957143,0.4053453648603953,7.3088,29.20448,0.9971592150692714,0.11425154223844894,0.679395290316861,0.3450099488312969,0.5395936795150273,2.1518278836565727,0.3134129293331463,0.24107448435648368,0.218138252607644,0.28694764058528277,0.6617443742941248,0.22678071211729764,1.9911206226507232,0.270622009569378,0.2805275407292475,0.517943263053894,0.38292868260114765,0.24441222073525992,0.11389601892395189,0.008162043290085269,1.3472217982634902,0.006408715049949232,0.009584513440452051
18.0,0.6390698915128505,0.38525335309031294,7.3088,29.20448,0.0,0.11425154223844894,0.6942338905639668,0.3419117186418765,0.5676765629795866,2.3217588720091182,0.33170170881101263,0.2587839472423855,0.2166618504362841,0.2965524643778224,0.6617443742941248,0.22678071211729764,1.9911206226507232,0.270622009569378,0.2805275407292475,0.517943263053894,0.38292868260114765,0.24441222073525992,0.11389601892395189,0.0,0.0,,
19.0,0.6221345783168835,0.4625510508041314,7.3088,29.20448,0.0,0.11425154223844894,0.7068750737929896,0.3277237057579388,0.5713100303492077,2.44139204161165,0.3431202638883296,0.2717698189918903,0.205199532823226,0.313412312647136,0.6617443742941248,0.22678071211729764,1.9911206226507232,0.270622009569378,0.2805275407292475,0.517943263053894,0.38292868260114765,0.24441222073525992,0.11389601892395189,0.0,0.0,,
20.0,0.5986100094894262,0.5088845480725852,7.3088,29.20448,0.0,0.11425154223844894,0.7183195589120298,0.32909169124811516,0.5900685550129324,2.5928437122828876,0.35577588089661083,0.2872150828256727,0.20858218550717,0.31829735355527566,0.6617443742941248,0.22678071211729764,1.9911206226507232,0.270622009569378,0.2805275407292475,0.517943263053894,0.38292868260114765,0.24441222073525992,0.11389601892395189,0.0,0.0,,
