round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1_best_threshold,fed_auroc,fed_brier,fed_f1,fed_prevalence,fed_f1_best,fed_auprc,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
24.0,0.10486135757914107,4.487995120887508,304.026624,304.026624,0.9991046702896288,,,,,,,,,,0.3339115757888321,0.9542213735137308,0.9867013171196649,0.0,0.9832657200811359,0.4828045964241028,0.4842103752858026,0.266294405377635,0.9670822942643391,2.58216652163074e-05,0.015844569699988043,4.817798537629932e-06,2.9246331188732998e-05
25.0,0.13357385176906333,5.521758141533962,316.6944,316.6944,0.9991046702896288,,,,,,,,,,0.34206948286370664,0.9549864387825757,0.9874924238056031,0.0,0.9832657200811359,0.4827978014945984,0.48421690247005356,0.26630069398307554,0.9670822942643391,2.4649570344813953e-05,0.0151290066303158,4.742147644468843e-06,2.789456867197039e-05
26.0,0.15658885972424763,8.28264119686989,329.362176,329.362176,0.9991046702896288,,,,,,,,,,0.347894884898495,0.9557779078705477,0.988310833048194,0.0,0.9832657200811359,0.4828003942966461,0.484215273301203,0.2662990932060449,0.9670822942643391,2.43048693684702e-05,0.014920921799140174,5.1223696358563405e-06,2.7430866229451456e-05
27.0,0.14028980742908007,7.67880870912208,342.029952,342.029952,0.9991046702896288,,,,,,,,,,0.347379155140888,0.955704545492515,0.9882349735495063,0.0,0.9832657200811359,0.4828055500984192,0.4842101107065814,0.2662940954032061,0.9670822942643391,2.3941056867849144e-05,0.014700823022293363,5.313710284980356e-06,2.6975818913432188e-05
28.0,0.15559054201070951,8.063029092558002,354.697728,354.697728,0.9991046702896288,,,,,,,,,,0.34991091940550423,0.9560239632878502,0.9885652637401443,0.0,0.9832657200811359,0.4827999472618103,0.4842156064183337,0.26629940551192544,0.9670822942643391,2.3686415202372016e-05,0.014547551030732464,5.367303269635914e-06,2.6670240840252388e-05
29.0,0.13819920847650605,13.096786592535047,367.365504,367.365504,0.9991046702896288,,,,,,,,,,0.3539664306812321,0.9565144688846525,0.9890724652468945,0.0,0.9832657200811359,0.4828167259693146,0.4841994624928643,0.26628374796211873,0.9670822942643391,2.479124781934806e-05,0.015229277015059495,5.389799091556922e-06,2.7950626055910894e-05
30.0,0.13723823807908977,8.513682802755767,380.03328,380.03328,0.9991046702896288,,,,,,,,,,0.3500828293247066,0.9560914838297966,0.988635082557371,0.0,0.9832657200811359,0.48282212018966675,0.4841940109123315,0.2662784850719673,0.9670822942643391,2.5736401142593795e-05,0.015813190064745797,5.732889862437741e-06,2.8993071448724536e-05
31.0,0.11498687873825214,8.416069655356042,392.701056,392.701056,0.9991046702896288,,,,,,,,,,0.3504071139450201,0.9560652390420048,0.9886079444451881,0.0,0.9832657200811359,0.4828152656555176,0.48420091989331704,0.2662851709812607,0.9670822942643391,2.306238696667425e-05,0.014173166367788426,5.397647895164395e-06,2.5937632045619092e-05
32.0,0.16329102812590868,10.380256080358867,405.368832,405.368832,0.9991046702896288,,,,,,,,,,0.3515948552049635,0.9561295847055942,0.9886744803170275,0.0,0.9832657200811359,0.48280903697013855,0.48420686099000104,0.26629092007677607,0.9670822942643391,2.329143941938579e-05,0.014316821098644184,5.958338672951422e-06,2.611207648362083e-05
33.0,0.12583359940964817,7.988847678345476,418.036608,418.036608,0.9991046702896288,,,,,,,,,,0.34960226295966373,0.9559419632625539,0.9884804725845387,0.0,0.9832657200811359,0.4828234016895294,0.48419223534793326,0.2662767656346535,0.9670822942643391,2.4894228863048642e-05,0.01530501560891473,6.139768130708134e-06,2.794550232004686e-05
34.0,0.15121883272339345,10.975042349213313,430.704384,430.704384,0.9991046702896288,,,,,,,,,,0.3511846156250489,0.9561772835844851,0.9887238027781808,0.0,0.9832657200811359,0.48281344771385193,0.48420161859055705,0.2662858490435836,0.9670822942643391,2.4275301937922775e-05,0.014927426024339496,6.522825974559083e-06,2.7162927609273483e-05
35.0,0.12670605140973645,9.54767016816681,443.37216,443.37216,0.9991046702896288,,,,,,,,,,0.3507626549142795,0.9561672786255829,0.9887134572688467,0.0,0.9832657200811359,0.4828201234340668,0.48419501078396365,0.26627945487093063,0.9670822942643391,3.2569487990449955e-05,0.020031518121680136,7.744451714825917e-06,3.660668757359832e-05
36.0,0.11246812069031224,6.5391915623341,456.039936,456.039936,0.9991046702896288,,,,,,,,,,0.3510166127494647,0.9562808432488846,0.9888308874234212,0.0,0.9832657200811359,0.4828140437602997,0.4842001374820224,0.26628442753149306,0.9670822942643391,2.5236152108296485e-05,0.015524136405090871,7.077752090843459e-06,2.818857066406027e-05
37.0,0.14253495555133103,11.283415071226546,468.707712,468.707712,0.9991046702896288,,,,,,,,,,0.35112210292715706,0.9562430307114576,0.9887917878166439,0.0,0.9832657200811359,0.4828280508518219,0.48418575424208604,0.2662705047484579,0.9670822942643391,2.7379282101731193e-05,0.016845622565544005,7.70607665819774e-06,3.0577357135042075e-05
38.0,0.14398410920597277,12.785275885577546,481.375488,481.375488,0.9991046702896288,,,,,,,,,,0.35272008376701514,0.9564239242610068,0.9889788386504995,0.0,0.9832657200811359,0.48282983899116516,0.48418415804159015,0.26626895226008174,0.9670822942643391,2.9321217456333216e-05,0.018043763431730753,7.990855710132494e-06,3.278798517819303e-05
39.0,0.09339279269816383,6.211519053035753,494.043264,494.043264,0.9991046702896288,,,,,,,,,,0.3549627268038821,0.9567116872129927,0.989276396525039,0.0,0.9832657200811359,0.48282283544540405,0.4841914122835953,0.2662759719257796,0.9670822942643391,2.5814529029876046e-05,0.015888820792293146,7.924961947578907e-06,2.8721474058366457e-05
40.0,0.11192755295993936,7.867154185265744,506.71104,506.71104,0.9991046702896288,,,,,,,,,,0.3556816228296373,0.9567522897625675,0.9893183811108551,0.0,0.9832657200811359,0.48281329870224,0.48420089978232345,0.266285160619442,0.9670822942643391,2.542853277060168e-05,0.015654075050882454,7.890801693138506e-06,2.8277732710811316e-05
41.0,0.11176114714119487,6.821705462970698,519.378816,519.378816,0.9991046702896288,,,,,,,,,,0.3579242658665041,0.9569300714929638,0.9895022142049472,0.0,0.9832657200811359,0.48281046748161316,0.48420399825769167,0.26628815492247465,0.9670822942643391,2.5371235242412675e-05,0.015621566535688913,7.994515557224884e-06,2.819371571654678e-05
42.0,0.12827578327815783,8.889005753472963,532.046592,532.046592,0.9991046702896288,,,,,,,,,,0.3600496975948239,0.9572230220615621,0.9898051362730439,0.0,0.9832657200811359,0.48281773924827576,0.4841975174937165,0.2662818706394682,0.9670822942643391,2.6482112435624543e-05,0.016308388967051002,8.150268091382991e-06,2.9459151325513237e-05
43.0,0.13789956838310005,11.80067683894091,544.714368,544.714368,0.9991046702896288,,,,,,,,,,0.3599910919405504,0.9572246784846499,0.9898068490777324,0.0,0.9832657200811359,0.4828241765499115,0.4841912872030253,0.26627584156474604,0.9670822942643391,2.7425789172122486e-05,0.0168924750973396,8.521260519369866e-06,3.0495228869054122e-05
44.0,0.11157079113649311,6.683336710443315,557.382144,557.382144,0.9991046702896288,,,,,,,,,,0.36094831762701796,0.9573919009060374,0.989979763443324,0.0,0.9832657200811359,0.482824444770813,0.4841911918058657,0.2662757455787132,0.9670822942643391,2.641666832729192e-05,0.01627374032604223,8.658498078570402e-06,2.9299415617856024e-05
45.0,0.10706770012801904,9.70473190284606,570.04992,570.04992,0.9991046702896288,,,,,,,,,,0.36289402534889903,0.9575870290254132,0.9901815333656284,0.0,0.9832657200811359,0.4828210175037384,0.4841950578879834,0.266279481047371,0.9670822942643391,2.6600463009860052e-05,0.016389694295078527,8.910114524084482e-06,2.947165736953057e-05
46.0,0.09358429895035378,7.629609732098145,582.717696,582.717696,0.9991046702896288,,,,,,,,,,0.3640387891290418,0.9577524096352457,0.9903525432277811,0.0,0.9832657200811359,0.48281481862068176,0.48420131796613297,0.2662855400311597,0.9670822942643391,2.6682578035869637e-05,0.016442997780050206,8.81384635889688e-06,2.9582186888699373e-05
47.0,0.1420154901550869,13.218315774234922,595.385472,595.385472,0.9991046702896288,,,,,,,,,,0.36648069139043865,0.9579727595002788,0.9905803933976581,0.0,0.9832657200811359,0.48280757665634155,0.48420924626086415,0.26629320704954595,0.9670822942643391,2.7443987400702923e-05,0.016914991596074458,9.452639456236318e-06,3.036296036011485e-05
48.0,0.10121279895929568,7.9345634039867,608.053248,608.053248,0.9991046702896288,,,,,,,,,,0.3669065591448263,0.9579531617489621,0.990560128574868,0.0,0.9832657200811359,0.48280614614486694,0.4842109269334788,0.26629483574863533,0.9670822942643391,2.6716025282388836e-05,0.01646890158657044,9.358979099836703e-06,2.9531591626180747e-05
49.0,0.11965667108130348,8.848558234316018,620.721024,620.721024,0.9991046702896288,,,,,,,,,,0.33540406645099785,0.954238176551963,0.9867186921024682,0.0,0.9832657200811359,0.4828554391860962,0.4841571475056341,0.2662429680687918,0.9670822942643391,3.406741237440391e-05,0.021003971136345,1.0131137671988108e-05,3.794953398056859e-05
50.0,0.13833244455548221,15.040693989944062,633.3888,633.3888,0.9991046702896288,,,,,,,,,,0.35409927016425213,0.9562242738412288,0.9887723924969901,0.0,0.9832657200811359,0.4828421175479889,0.48417392462269027,0.2662590873263318,0.9670822942643391,2.8855019981655413e-05,0.01779329193406909,1.0524473265942638e-05,3.182742891408243e-05
51.0,0.11677577663258218,8.569312780925667,646.056576,646.056576,0.9991046702896288,,,,,,,,,,0.3613663712941691,0.9573470363364751,0.989933371766185,0.0,0.9832657200811359,0.48282045125961304,0.4841971571605996,0.26628152815543854,0.9670822942643391,3.3202228203411136e-05,0.020477204007196548,1.0863838140529359e-05,3.682390967542148e-05
