round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_ece,fed_f1_best_threshold,fed_auprc_lift,fed_auprc,fed_f1_best,fed_prevalence,fed_brier,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6892480520523551,0.09718706863555096,3.66096,3.66096,1.0,0.649609105140818,0.3684414279481165,0.5087568935359502,1.8749255748696094,0.21210306653913263,0.2834530169740397,0.11436304128902317,0.23342719417652938,0.262788986797621,0.6587407508658243,0.21516909035369264,1.8891713019167118,0.2758374910905203,0.27906976744186046,0.5116186738014221,0.36752562941011657,0.2323589933559589,0.11389601892395189,0.025266628586749874,2.7362158180949336,0.022210682177020477,0.02748856282255593,0.010133878791070666
2.0,0.6657728602939329,0.1827381126099753,7.32192,7.32192,1.0,0.6571944898371942,0.3253408619638791,0.4995323107798264,1.9248499369788514,0.2173112307979307,0.2917410554317915,0.11436304128902317,0.20384182553088856,0.2705497147905041,0.6630481493850593,0.22100837743252885,1.940439881222676,0.2796685409884581,0.2817559153175591,0.5075739622116089,0.32393493894029196,0.20241517163314712,0.11389601892395189,0.01595751397710872,1.855058746130453,0.01588270651953128,0.01611138716534337,0.006161428013970987
3.0,0.6525469893753925,0.28797190325096306,10.98288,10.98288,1.0,0.6610634834561063,0.35087050503721945,0.533191337251111,1.9760283905921363,0.2227770774780341,0.29396068151716065,0.11436304128902317,0.22144859996048968,0.2716620492250305,0.6653270294258038,0.2234380298808882,1.9617720794093538,0.2786516853932584,0.28226501868352977,0.5330770611763,0.34936822649126914,0.22003269746287693,0.11389601892395189,0.012320303966463044,1.532940718174359,0.012460519668030981,0.01230411257634893,0.004254009124078208
4.0,0.6492512700687981,0.31619985415568597,14.64384,14.64384,1.0,0.6633863966596265,0.34084353912321613,0.5324385498536888,2.0007980549387594,0.22588110838019923,0.2957520360101033,0.11436304128902317,0.21486151327185865,0.2722752319270434,0.6662633189213756,0.2239567461156362,1.9663263758601748,0.27788697788697786,0.2810364464692483,0.5256044268608093,0.3390908713280822,0.21362543473532206,0.11389601892395189,0.010156909691623119,1.3470208794215068,0.010540778270196895,0.009942691854975158,0.0036751965135206
5.0,0.6511228975420608,0.389308530263869,18.3048,18.3048,1.0,0.6656558586783574,0.3313192806074401,0.5222427447599407,2.0164100445243376,0.2282626014501021,0.2971893163400418,0.11436304128902317,0.20891122731656736,0.2766822072486575,0.6676724341102331,0.22467862314674247,1.9726644115345233,0.2815734989648033,0.28351559335763465,0.5090296268463135,0.32979803762190407,0.20775933321631285,0.11389601892395189,0.008389803576567384,1.1820814984148456,0.008539218327517018,0.008312589029959037,0.004518859919561942
6.0,0.6478417926315883,0.32279523489197454,21.96576,21.96576,1.0,0.6682794341450288,0.3422674552283333,0.5491296025283806,2.0336854313079282,0.23044069702067035,0.29680543088837413,0.11436304128902317,0.21611434266081903,0.27924201883726085,0.6684724616587896,0.22474401051546072,1.9732385085866941,0.27925594537320464,0.28402187120291617,0.5460888147354126,0.3408466301165828,0.2151792755960769,0.11389601892395189,0.00823869038539232,1.2205039336477057,0.00803192215840105,0.008440370904743281,0.003629037979831103
7.0,0.6467303390475319,0.3460986776400669,25.62672,25.62672,1.0,0.6698914783400436,0.3496196754717559,0.5529120913561347,2.042779513033942,0.23173184806276684,0.30032188998741316,0.11436304128902317,0.22054392846331902,0.2780894900203418,0.6676985369698565,0.22436961221460816,1.9699513146672776,0.2781598292625089,0.28192914557904136,0.5403902530670166,0.34852821546655893,0.21996161870713052,0.11389601892395189,0.008206062966586058,1.2880399114173997,0.0073974431264501464,0.00889775494255811,0.0038093616967572394
8.0,0.6471163615239289,0.310135434677918,29.28768,29.28768,1.0,0.671201539027821,0.32978820168035244,0.542558446680341,2.0531545448916724,0.23310425531252246,0.3012834927461198,0.11436304128902317,0.20938858382962955,0.2833351021863653,0.6680918493369046,0.22482886963546314,1.9739835664105245,0.27695716395864106,0.2823388664573052,0.542357861995697,0.32809741952181815,0.2086933773306158,0.11389601892395189,0.0081092849450281,1.353199287354073,0.006992113403018043,0.009069456285919344,0.00533983821539353
9.0,0.6470015964021363,0.43034861708654526,32.94864,32.94864,1.0,0.6735490208626245,0.33849361104269815,0.5226849102380441,2.0770830716789193,0.23578615216150461,0.304382300269421,0.11436304128902317,0.21370204310748908,0.284344241110745,0.6679883038105807,0.2257653323160395,1.9822056508119261,0.280921895006402,0.28281817044174695,0.4955853223800659,0.3371171368521973,0.21328843691594976,0.11389601892395189,0.007889762443680646,1.3973248456068177,0.00665844031308335,0.008986155537075607,0.0037681000354076732
10.0,0.6482009600820177,0.41518097908450785,36.6096,36.6096,1.0,0.6757932912476754,0.35560593399156376,0.5604282828293599,2.1102692051681404,0.23984059511094744,0.3094822088884935,0.11436304128902317,0.22500463307535803,0.2830733054374213,0.6690477034277421,0.22440499328682625,1.9702619582925103,0.283155746996146,0.2855728780004949,0.5179076790809631,0.35457830372019405,0.2249792993075245,0.11389601892395189,0.007871298294573578,1.4794544855194545,0.006369809675618521,0.009228568962550423,0.00468383285622406
11.0,0.6468268770753719,0.4234837916375386,40.27056,40.27056,1.0,0.6783947494394126,0.3453399049135043,0.5504322197730959,2.1355886061387706,0.24300728324609155,0.3094637305396586,0.11436304128902317,0.21792902232531505,0.28329680675652363,0.6695730109282132,0.22397803381493447,1.9665132805430547,0.28203928905519177,0.2842487176279245,0.5117271542549133,0.3440986275455421,0.21802328094839224,0.11389601892395189,0.007248863298474692,1.4432753824803513,0.0057280337978774624,0.008652917616800456,0.004201912056122261
12.0,0.6415620349559433,0.3969666635225677,43.93152,43.93152,1.0,0.6805738839051308,0.35309966699917084,0.5668920862178007,2.1501384646188786,0.24537602242793224,0.3098028900747972,0.11436304128902317,0.22335347205281006,0.2827862228480468,0.6677184278508679,0.22203182251147963,1.9494256657006577,0.2748666457483527,0.2794991779435943,0.5352101922035217,0.3519336746643627,0.22382156041232537,0.11389601892395189,0.006997668835598365,1.4781636529114621,0.00551033297076818,0.00840586512081687,0.003698018229222469
13.0,0.6400144099665994,0.4511780470545143,47.59248,47.59248,1.0,0.6802130587228317,0.3326214235341636,0.5659691436124322,2.1684228083928008,0.24724906837375862,0.31272209321436223,0.11436304128902317,0.21063260978622508,0.2850009838807694,0.6680513146077777,0.22196395956945475,1.9488298332680054,0.27576032682705404,0.28251748251748254,0.5387388467788696,0.3313720974315784,0.2112463850813987,0.11389601892395189,0.007487707476436781,1.6724639922958886,0.005408965875514335,0.009498522562095785,0.0033287476740260875
14.0,0.6432012217448685,0.5093409549842358,51.25344,51.25344,1.0,0.6816861884377614,0.31349918780068065,0.5433524902290988,2.192577002674788,0.25026144198640926,0.3115443128126094,0.11436304128902317,0.1986057685172385,0.2883045248309441,0.6679345670582214,0.21990817775185534,1.930780196089975,0.2799652217115886,0.2819918934568616,0.5304396152496338,0.3120868040393215,0.1994271708843066,0.11389601892395189,0.007453051746117585,1.7715162971362588,0.005353606086940327,0.009502258277300436,0.004165543621212545
15.0,0.6417665012506283,0.5426899552445392,54.9144,54.9144,1.0,0.6864884312299497,0.3409795297257234,0.5806117200528058,2.231926504891194,0.25473681508191276,0.31222869925525937,0.11436304128902317,0.21513110901251617,0.29080652831356557,0.6669338235785023,0.22133776667135413,1.9433318983619687,0.27814864263462397,0.282453637660485,0.5302864909172058,0.3394597163272495,0.21628580208289025,0.11389601892395189,0.006469227677663223,1.6254310035037633,0.004754182960618316,0.008172446900127773,0.003632334738294272
16.0,0.6392928736245723,0.5564089335218992,58.57536,58.57536,1.0,0.6885169465412824,0.3372865776983461,0.5708652749256214,2.264504192277528,0.2582047543369591,0.31566073907638015,0.11436304128902317,0.21282272268047997,0.29370571818919405,0.6662925089461277,0.2216575965659742,1.9461399850505263,0.27794767244308527,0.28093120585927284,0.5305259823799133,0.336235380916625,0.21461810261775305,0.11389601892395189,0.00648577203668573,1.7166354306791618,0.004552679371797316,0.008445745966043304,0.0036365558375101503
