round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_auroc,fed_f1,fed_f1_best_threshold,fed_auprc,fed_ece,fed_brier,fed_prevalence,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
11.0,0.6482812570779206,0.41398622991978123,5.0479,40.27056,1.0,2.0713115829113544,0.6741955262635003,0.2797730363503006,0.5566977404230552,0.23636636164448968,0.3552781929405479,0.2240239443491666,0.11404833836858005,0.30004549962922705,0.6653390141522176,0.22152596590490556,1.9449842759896458,0.2721276595744681,0.2796875,0.5329234004020691,0.3534723817432189,0.22379884353655963,0.11389601892395189,0.020228211850236464,5.065273501977572,0.015420224903348682,0.026406404973712785,0.007092200915394363
12.0,0.6449425443558259,0.4362861729555904,5.5068,43.93152,1.0,2.0801539724237332,0.674858183372346,0.27586478536268577,0.5724316487165707,0.23801762449957356,0.3513603747652586,0.22288332416167986,0.11404833836858005,0.30569384953657336,0.6661144824237146,0.2210196896354194,1.940539201664228,0.27285891601158463,0.28111744917361414,0.5650378465652466,0.34934983593170577,0.22272970653456833,0.11389601892395189,0.030358845169976965,7.594118091978089,0.03888674963726807,0.020710082777084343,0.011258948218339001
13.0,0.643850300413688,0.48573802811552413,5.9657,47.59248,1.0,2.104575991848585,0.6756176703058261,0.2764105860043144,0.565857333377799,0.24076653765676304,0.3435307805729356,0.21833288406412976,0.11404833836858005,0.3060669134700113,0.6650450055968045,0.21870561907382355,1.9202218052928854,0.2723316062176166,0.2785272625070264,0.5595535039901733,0.3415548836396987,0.21855242200890063,0.11389601892395189,0.01691537541788746,5.008940410007199,0.013110862044152074,0.02223050803326135,0.00817263513565482
14.0,0.6429675873376404,0.5167219757104198,6.4246,51.25344,1.0,2.1239822435467217,0.6742507910837773,0.28048511344545457,0.5378937935728622,0.24265236414329222,0.3030983864471377,0.19355871475084674,0.11404833836858005,0.3069787236169823,0.665164714816972,0.21798429291089289,1.9138886062070395,0.2770943933704519,0.2798974943052392,0.5215741395950317,0.301019004071984,0.19397019655704292,0.11389601892395189,0.019017165253604366,5.712697874400874,0.015728420139263434,0.023449778671718866,0.009086626129977316
15.0,0.650288246305388,0.5833487616987709,6.8835,54.9144,1.0,2.147473398151734,0.6781406494071895,0.2831749750267395,0.5510434858212088,0.24566320188691418,0.32416683716618827,0.20445329147869734,0.11404833836858005,0.30692637228680764,0.6643292225177925,0.21757202676686668,1.9102689349672444,0.27836057575018297,0.2807067137809187,0.5266594290733337,0.3224036789089224,0.20534252175280038,0.11389601892395189,0.017430282941997232,5.929297852868331,0.014204205322282348,0.022229917917306725,0.00932812799230297
16.0,0.6439684142716271,0.49870088088984443,7.3424,58.57536,1.0,2.179790121255919,0.6798155982554096,0.2856009705183759,0.558058119426816,0.248845049531151,0.3252490848834624,0.2055696698114104,0.11404833836858005,0.3063203052887072,0.663479423843627,0.2169690389912418,1.9049747396009649,0.27655609392471114,0.2793341453511977,0.5192714333534241,0.3237476189729492,0.20715654635005368,0.11389601892395189,0.015317879628987388,5.203355590805586,0.012170289178336782,0.019802638239208543,0.009685138786558063
17.0,0.6458076445539211,0.5553165628795307,7.8013,62.23632,1.0,2.1889794029530716,0.6798333224489503,0.2847882162054568,0.5351642594097815,0.2498943949332183,0.31476654031211726,0.19887667978537768,0.11404833836858005,0.30563002612502344,0.6640198408839953,0.21813480285173587,1.9152100741763765,0.27519128517701985,0.2828701783492327,0.5141257643699646,0.3127416953226239,0.20010292893692894,0.11389601892395189,0.013819332315338353,4.973313975760902,0.008921432839968498,0.020890412709166813,0.00741672748405699
18.0,0.6465397927594704,0.6733324669633132,8.2602,65.89728,1.0,2.1741844766299345,0.6798136043649973,0.28662916230113816,0.522501808657777,0.2482823704534367,0.3115640418272942,0.19721119544920496,0.11404833836858005,0.30487033966542076,0.6631324691513143,0.2179278445486254,1.9133929930784968,0.27696012844527695,0.2803952455964485,0.5148472785949707,0.3096059915969221,0.19837396090396006,0.11389601892395189,0.012198924148276167,4.646225405340374,0.006449025567608966,0.020784470473157447,0.008718438840249742
19.0,0.647063587821198,0.5834655613477904,8.7191,69.55824,1.0,2.203833379833621,0.6828045611967658,0.2819583750603827,0.5336169884554208,0.25167481289569055,0.33114432352796674,0.20901550536472221,0.11404833836858005,0.3097291564890666,0.6620758806113429,0.21672815860261918,1.9028598246908708,0.2726099706744868,0.2786334360123215,0.5352417230606079,0.3291047290672509,0.21040121473005016,0.11389601892395189,0.014631937510653566,5.923648146032974,0.008510744338649814,0.023969124560557862,0.00988512663878147
20.0,0.6493188153480347,0.5596386929004269,9.178,73.2192,1.0,2.2027017920515815,0.6817768872746658,0.2822889468530737,0.557545198540298,0.2516734136148337,0.3326686915668611,0.21025966149901348,0.11404833836858005,0.315052737205199,0.6586057940617902,0.2142546286691741,1.8811423848996112,0.2706595039433078,0.27631760011008666,0.5366641283035278,0.3308203116965267,0.2119930117557545,0.11389601892395189,0.012400631804918192,5.397944082275899,0.008276944404509524,0.018910955088173174,0.008700605500124104
21.0,0.6495011486683692,0.5724091133124081,9.6369,76.88016,1.0,2.2046913101084717,0.6840839928030852,0.2841842704171456,0.5605641574714209,0.25187554355090014,0.3357197323510158,0.21260421018442088,0.11404833836858005,0.3153980863322537,0.659149499058515,0.2161972780106095,1.8981987259358375,0.272657026161828,0.2790570922469001,0.5417295694351196,0.3337343643546986,0.21425619745380098,0.11389601892395189,0.018592271972888427,8.525083092275963,0.016636728673775244,0.021803932268218026,0.009569486834800996
22.0,0.6435012091775822,0.5677678473047462,10.0958,80.54112,1.0,2.2072088527551066,0.6831804019647113,0.28184446582091544,0.5692481386596252,0.2516828125426811,0.330355551016441,0.21045315564882125,0.11404833836858005,0.3110738504642758,0.6567464672916862,0.21452133676704493,1.883484065499079,0.270989010989011,0.27571529912508863,0.5155786871910095,0.3277937262649251,0.21214087544864652,0.11389601892395189,0.013508347750073348,6.654734559637291,0.010495407235634212,0.018692202754929634,0.010820196371573314
23.0,0.6530704095910509,0.7207361825272184,10.5547,84.20208,1.0,2.233770991129116,0.6864948653103474,0.2814597040220935,0.5360119935549037,0.25499900471489895,0.33018669220201546,0.207999057140328,0.11404833836858005,0.3132679322227155,0.6560126004527139,0.21376647066447144,1.87685638781811,0.2710093374833259,0.27543736878936326,0.536451518535614,0.3280753486334297,0.20977821716872505,0.11389601892395189,0.012806382741623022,6.759592384318239,0.007856455541827338,0.021621473469418544,0.009166371509061704
24.0,0.6490058681521504,0.662353186024996,11.0136,87.86304,1.0,2.23482601167918,0.6875282498439305,0.28560905688067006,0.5316688118001667,0.2553286801416616,0.30473455866988214,0.192530245522642,0.11404833836858005,0.3149951071654476,0.6536957583204497,0.21412739719349821,1.8800253004143244,0.26996870322492855,0.2737824880141307,0.48634105920791626,0.30246741308548175,0.19495025571652322,0.11389601892395189,0.010993678424369926,6.17094947242731,0.00472948725056734,0.02246503946417935,0.009755869237737585
25.0,0.6569985124517959,0.9330512806350315,11.4725,91.524,1.0,2.233023901586943,0.6866807068816879,0.2829232834368446,0.5468011185440562,0.25530833551487,0.2948178830818594,0.1882488156634353,0.11404833836858005,0.3145228302270555,0.6545951900762549,0.2100598438210049,1.8443124334421326,0.2682891496450818,0.27351375332741795,0.45085620880126953,0.29275327547461266,0.19122086955793363,0.11389601892395189,0.01143660585471076,6.728741195980547,0.006725689644966467,0.020224972871842356,0.00831374335255037
26.0,0.6576300017462781,0.8602461066064556,11.9314,95.18496,1.0,2.231929955087468,0.6861065799923747,0.2848936970638549,0.5494484278126757,0.2550099628475386,0.32124939205770703,0.20248502650610314,0.11404833836858005,0.31576896337490384,0.6522931437475946,0.2093894718446087,1.8384266089617898,0.26659777835184706,0.2683066361556064,0.5145913362503052,0.3190729472040155,0.20504368645104856,0.11389601892395189,0.013067886051736624,8.224807856512598,0.009703863951827863,0.01972970496212037,0.008960032403621289
27.0,0.6613792034158258,0.8201728962992897,12.3903,98.84592,1.0,2.2286590246270443,0.6852262927395084,0.28079862676176814,0.550826452250432,0.25514463114655084,0.33239778167572126,0.21077388045270964,0.11404833836858005,0.3151827989102836,0.6516595093796861,0.2062247777672648,1.810640790745817,0.26509305492510216,0.2687108013937282,0.5281660556793213,0.33031489229678807,0.21368883395511,0.11389601892395189,0.01233817010180476,8.295717391936705,0.007422890568574093,0.02257420334724666,0.013755117682398106
28.0,0.6530051301136547,0.8111622022930007,12.8492,102.50688,1.0,2.24843426261934,0.6878800405163151,0.2851984757801234,0.562520390524635,0.2575260091548757,0.3369595451127599,0.21202880714559766,0.11404833836858005,0.3150889608042519,0.6520914740580996,0.20579793497655172,1.8068931374498922,0.26578916984181966,0.26707092011600314,0.5180244445800781,0.33511831446804513,0.2148395678908663,0.11389601892395189,0.00952290784916954,6.8640739432375995,0.005242429265772926,0.018779341656416454,0.011029926070320127
29.0,0.6491880395764633,0.6314933474650475,13.3081,106.16784,1.0,2.2314063806906264,0.6850469822324091,0.28306097199300684,0.5714103037759677,0.2555351105624787,0.33488904429741023,0.2123201226619763,0.11404833836858005,0.3147779731012719,0.6471531142041773,0.20575906093198448,1.806551825743526,0.2647964420116319,0.26645587812589827,0.5317195057868958,0.333032166439082,0.21561085079381873,0.11389601892395189,0.007018038517351257,5.293323808622517,0.0025857475530200505,0.016921169653507272,0.011515886949108243
30.0,0.6558632290702933,0.8816390841640025,13.767,109.8288,1.0,2.2785712280076775,0.691212234691254,0.28245693623428675,0.5675148823282569,0.26147202449145013,0.3445381973078755,0.2169856416387742,0.11404833836858005,0.32206872688830845,0.6481249186481791,0.20424905973361898,1.793294108637771,0.26370083816892326,0.2660853481305324,0.530504047870636,0.3426368136655071,0.2203073154215827,0.11389601892395189,0.007324532073672259,5.894988034677226,0.0022652339709210174,0.019014089405198876,0.012458482340371153
31.0,0.6523867132463288,0.7025647915366401,14.2259,113.48976,1.0,2.2921320881466167,0.69179069602766,0.28509639329974545,0.5739190803947677,0.2632891168447833,0.3421845187203047,0.21547739639291894,0.11404833836858005,0.3193689510985302,0.6497128886232644,0.2050850045120095,1.8006336520764987,0.26566905226631965,0.2684065351156376,0.4960020184516907,0.34032362597334576,0.2188524798463299,0.11389601892395189,0.007575635387807323,6.296507387829479,0.0010177682091252625,0.02299351361180309,0.01074915601231498
32.0,0.654597691571833,0.7503672187480258,14.6848,117.15072,1.0,2.2960145635227853,0.6926440905595489,0.28483875350277577,0.5717245385778574,0.2634893124976141,0.3351845569041776,0.21157732366662627,0.11404833836858005,0.3213422027130906,0.6508032477378736,0.2076010260098538,1.8227241651744521,0.268212296851915,0.2695875712529339,0.49679869413375854,0.3328919664688655,0.21510144402474948,0.11389601892395189,0.008265265942571917,7.207714691008732,0.0008584566676775881,0.025342696107002717,0.010384284289494389
33.0,0.6619321045463421,0.8896965829673207,15.1437,120.81168,1.0,2.3214162897495707,0.6939762262597232,0.29021091345127054,0.568286772995572,0.2665845207281362,0.33014999669529865,0.2070564465332065,0.11404833836858005,0.32358728123870634,0.6495895024137365,0.2074597324045429,1.8214836160609205,0.26536749669192833,0.26877028085487303,0.4882817566394806,0.3277025099022898,0.21055062305215322,0.11389601892395189,0.006936742709047929,6.364759018517361,0.0004506047480368388,0.022572700019140475,0.009954487357370274
34.0,0.6536298849390207,0.7420082817887368,15.6026,124.47264,1.0,2.3303842157496453,0.694397661524154,0.2906201038701938,0.578551973472279,0.2677169504048093,0.3374111488442033,0.21153315514549711,0.11404833836858005,0.32520674908974484,0.6491852971225764,0.20572498343400547,1.8062526274194672,0.2681134056702835,0.2690003524022084,0.5010371804237366,0.335164243959307,0.2153382264706197,0.11389601892395189,0.0050480805960208125,4.867940236257709,0.0004987572925527387,0.01598620991430047,0.011624696338300369
35.0,0.6581471667118844,0.8117573662628201,16.0615,128.1336,1.0,2.3429277803940574,0.6961698353745387,0.2904952419360724,0.567218405951456,0.2692808698723274,0.33692010049060467,0.21131626808957185,0.11404833836858005,0.32554167851976384,0.649298480627838,0.20474207354732354,1.797622739421905,0.26884422110552764,0.2699519230769231,0.5081869959831238,0.3344988348786998,0.2151795331321088,0.11389601892395189,0.004719989964706493,4.7790532185335906,0.0006351416513465642,0.014918720853697016,0.009601175216931223
36.0,0.656987989416959,0.7888652864859819,16.5204,131.79456,1.0,2.352632265754823,0.6970278147798208,0.29237095186359996,0.5512893316012404,0.2703931718972178,0.3254217758110556,0.20404127650501683,0.11404833836858005,0.3258012405661631,0.6480935575682756,0.20315684146678864,1.7837044998248446,0.2666981354732122,0.2672985781990521,0.5006220936775208,0.3228243442986874,0.2079646017114691,0.11389601892395189,0.004721485923626174,4.982863110233666,0.0002706934168197926,0.01590956045641624,0.010340132322929393
37.0,0.6569467984737546,0.9222115126295127,16.9793,135.45552,1.0,2.3622512983115906,0.6969436616347174,0.289625075371739,0.562581220525434,0.2715279674693273,0.3354230281461475,0.21086533352038164,0.11404833836858005,0.32653328333356724,0.645397144718621,0.20256902408676605,1.77854349959344,0.2613298048296394,0.26552925627778445,0.5127341747283936,0.33273494041706364,0.21515386856991847,0.11389601892395189,0.004349063699936828,4.785968056437923,0.0007894020524176945,0.013278709983746598,0.012388176042761273
38.0,0.663041498536355,1.0575830690085248,17.4382,139.11648,1.0,2.3533846962587215,0.6959752501042513,0.2900958248562629,0.5429608375565613,0.27035185461508987,0.3360225515176355,0.21077288837486022,0.11404833836858005,0.3244615935511859,0.6422101487014655,0.20287417670970423,1.781222720744637,0.2581459385039009,0.26274825550187864,0.5195506811141968,0.33346169062594017,0.21509962984687933,0.11389601892395189,0.0039740451601438095,4.6147142640929815,0.0004454022523472874,0.013233980578706237,0.011233463919109787
39.0,0.6561830423197974,0.811838819835148,17.8971,142.77744,1.0,2.3644214931633356,0.6979178641697592,0.29176448892229956,0.565328668240244,0.2716295403242663,0.3358922248258907,0.21124326041503422,0.11404833836858005,0.3276462358114795,0.6452018752495144,0.2039886244870166,1.7910075032843715,0.26321709786276715,0.2657170923379175,0.5137912631034851,0.33313336847505615,0.21567414887021374,0.11389601892395189,0.003824640106862369,4.6227719475464255,0.0003262823216938851,0.01308880424547083,0.011332326709747223
40.0,0.6562605122654876,0.8426801914853765,18.356,146.4384,1.0,2.3617933954483594,0.6982563005364169,0.2925792911481946,0.5808552624573341,0.27083708840405246,0.3322968280842597,0.21143766167028233,0.11404833836858005,0.32386628526706157,0.6460109258538734,0.20690496856697088,1.8166128238873815,0.26351813826146475,0.26690035052578864,0.5176599025726318,0.32957459505858533,0.21645759286396027,0.11389601892395189,0.004156627527576794,5.17288237149296,0.0008275314859523792,0.012962907578476743,0.012042460879714445
41.0,0.6779557579349273,1.490895099759309,18.8149,150.09936,1.0,2.369564371454212,0.6974235095190728,0.29302987089359117,0.5506103849329227,0.27183815972855335,0.33809147881094426,0.21249876446169003,0.11404833836858005,0.3240959553225275,0.6437502048697997,0.2066947806072915,1.8147673866046286,0.26197792193012404,0.2648728708960751,0.5125295519828796,0.33554203693433277,0.2171168676401659,0.11389601892395189,0.0037452407023677095,4.87393375571628,0.0003010483069692827,0.013103854970970016,0.009891954255733236
42.0,0.6562847862211099,0.7242664036252331,19.2738,153.76032,1.0,2.382630582016878,0.6985430972251705,0.29162530329063957,0.5621486143635779,0.27373072341557636,0.33695958178071395,0.2114438889002009,0.11404833836858005,0.325117385992686,0.646111120676582,0.20534962207031904,1.802956977867949,0.2600967487906401,0.2659227000544366,0.5292627811431885,0.3345697703463571,0.215849142062086,0.11389601892395189,0.003408223905830532,4.593847201611425,0.00018621132067305125,0.012239175741348153,0.009895836046847302
43.0,0.6592992431243291,0.7873277708914574,19.7327,157.42128,1.0,2.3743502002467367,0.6974575887773938,0.2943648013597469,0.5526235947124698,0.27308298857776936,0.3235403293520498,0.2034026227354533,0.11404833836858005,0.3258116387270708,0.6431056273799721,0.20360380267464753,1.7876287915786884,0.261521168977145,0.2624466571834993,0.4928578734397888,0.3211032252268706,0.20842130997428462,0.11389601892395189,0.0031063900768167406,4.319809210526728,0.0004731681242676581,0.010259171558655092,0.010255075416902586
44.0,0.6739340054395949,1.022823005837552,20.1916,161.08224,1.0,2.392559606612416,0.6986198196797123,0.290734578582741,0.5487119191497835,0.2744922468447696,0.3337791987198833,0.21078450961902653,0.11404833836858005,0.32592124885774637,0.6459192772078012,0.20496633648910387,1.7995917541767585,0.26265199768384484,0.2631639856498091,0.4998558759689331,0.3313615627080986,0.21573978516835138,0.11389601892395189,0.0033080092100097277,4.78053921965693,0.00024009595662515963,0.011934391719470392,0.012188560936270541
45.0,0.6656381875528995,0.8288656381015214,20.6505,164.7432,1.0,2.3480601055886563,0.6948331027830522,0.28791220557576475,0.5325614164779402,0.2691743495851395,0.33219138307200663,0.2085235695798103,0.11404833836858005,0.324423750390311,0.6412526255335462,0.20519638933314327,1.8016116039152557,0.25903825903825906,0.2652282157676349,0.5395432114601135,0.3299211244627407,0.21285839804891413,0.11389601892395189,0.0038468850411737384,5.778046693518263,0.0006211464660399209,0.012988923381707406,0.014245729713853638
46.0,0.6688972898392097,1.0506321964148684,21.1094,168.40416,1.0,2.380898158565931,0.6987373118154757,0.288221410689484,0.5290912744220561,0.2733346348177078,0.3347667607458706,0.21033487511130267,0.11404833836858005,0.3274145970675306,0.6440940974958874,0.2052119527062617,1.8017482493684107,0.26222732491389206,0.2659505208333333,0.5503039360046387,0.3322311570607446,0.21497401513318137,0.11389601892395189,0.0036222098079504925,5.6801441926036205,0.00036375594367432255,0.013058098887679772,0.013460873484224095
47.0,0.6642462176791503,0.8030294033767834,21.5683,172.06512,1.0,2.411196383723547,0.7015234020021197,0.2897969487275902,0.5502912121255622,0.2769973276841539,0.334783793599039,0.21042783647529495,0.11404833836858005,0.3282748251853491,0.6440670785262868,0.20522525095902766,1.8018650072050024,0.2616822429906542,0.266213620918895,0.5431721210479736,0.33200942030788166,0.21545319586199282,0.11389601892395189,0.004023583132442168,6.528972363295907,0.0001468649561327701,0.015400586163496828,0.014098545727204452
48.0,0.6676704304845809,0.90407216027992,22.0272,175.72608,1.0,2.413181717307163,0.7012799648418292,0.29255634587003715,0.5592970522748979,0.277242430788325,0.3382490238993602,0.21232419227873695,0.11404833836858005,0.3293705877165731,0.6450033554724068,0.205112650239048,1.8008763798496,0.2595217006200177,0.26605019815059444,0.5242554545402527,0.3359346420157198,0.217180588185259,0.11389601892395189,0.0030314726366655665,5.047322312637334,0.0003878436420513376,0.010715964398185455,0.011386785714378076
49.0,0.6599855253186171,0.7293012484252339,22.4861,179.38704,1.0,2.4115503975489996,0.7023995419352946,0.2918466908468583,0.552955602919392,0.2772171089239835,0.341056595474915,0.2138425877619582,0.11404833836858005,0.3313545594100698,0.6450566780928589,0.20267514890594462,1.7794752689404392,0.25923930610925544,0.26783579115185335,0.530990481376648,0.33890734030645997,0.2183796973820783,0.11389601892395189,0.0027672646846273476,4.735864039084845,0.00022757216805286508,0.010232977823401934,0.013664693254408312
50.0,0.6631509518028302,0.8047026927938677,22.945,183.048,1.0,2.4069992101379922,0.7010731439664204,0.2874315324333012,0.5517293295043654,0.2764712982768693,0.3510288612501083,0.2199911034721879,0.11404833836858005,0.3295866472836586,0.6420080397811596,0.20286406613881836,1.781133950557747,0.2556145365455288,0.2644983123657563,0.5444566011428833,0.3491850116587,0.22452553613859988,0.11389601892395189,0.0032101713754863833,5.646687465994546,0.0006879167207641348,0.010554324580470268,0.013380708461991783
51.0,0.6604927940888853,0.7190887658530568,23.4039,186.70896,1.0,2.423506727765251,0.7039916983962103,0.2916297736243335,0.5565349570131313,0.278778801079362,0.33765106059214645,0.21121086494446217,0.11404833836858005,0.33379168178398927,0.6428692584564105,0.19942008789735638,1.7508960346586715,0.2584635416666667,0.26450116009280744,0.5161188244819641,0.33562171953409725,0.21590239609596953,0.11389601892395189,0.002713889011256871,5.003237046345021,0.00044437218958177634,0.00945217847330028,0.01267618449185951
52.0,0.6686272864711736,0.7591077522881509,23.8628,190.36992,1.0,2.4238398537337953,0.7044067492099586,0.2931571413522576,0.5604221789430816,0.27871267789685905,0.3382366939030475,0.21259620454795786,0.11404833836858005,0.3317295664191309,0.6439007104445422,0.20144633107559923,1.7686863244105528,0.2576315219744533,0.26244075829383884,0.552126407623291,0.33574160005507014,0.21785871548312366,0.11389601892395189,0.002731111068434688,5.1502585179805465,0.00015572503877130217,0.010360989677548466,0.012348143923052477
53.0,0.6671879463322294,1.1448973224952899,24.3217,194.03088,1.0,2.4201508669868694,0.7043180504326397,0.2887275483762385,0.5601411518178436,0.2782707645819607,0.3458432399960215,0.21795648027012443,0.11404833836858005,0.3341428528554234,0.6428197759681915,0.19970608301460602,1.7534070540950981,0.2578116943384552,0.2624113475177305,0.5337935090065002,0.3433820449299882,0.22316422975731606,0.11389601892395189,0.00226796551565167,4.399305660137543,0.000101918300009883,0.00860451305367533,0.013648573679530753
54.0,0.6628332069379101,0.8255057687842651,24.7806,197.69184,1.0,2.4412492441219875,0.70359348706491,0.27924687572321966,0.5729710130247945,0.28085179251191605,0.3653151100983815,0.22982352095090994,0.11404833836858005,0.33292478026077643,0.636116875353173,0.19796564649732845,1.7381261291451255,0.25145819831497085,0.2630783187178712,0.556892991065979,0.3637089780755878,0.2351453797509885,0.11389601892395189,0.0019702103526943863,3.9115240946412086,0.00026109666879093224,0.006939757531950285,0.012253492194409103
55.0,0.6667452806684941,0.8105117307207278,25.2395,201.3528,1.0,2.43544557766491,0.7026979311192734,0.29273164315813693,0.5569189683274411,0.2799796651556562,0.3462652429089461,0.21649894017635374,0.11404833836858005,0.3328158049346861,0.6374044616513602,0.20037399696995017,1.759271297302669,0.2545377796538624,0.26010218300046445,0.5413538217544556,0.3448120792028834,0.22181018763623472,0.11389601892395189,0.0025092569713750404,5.171288516568893,9.365085530272343e-05,0.00956717508730065,0.013994813312182742
56.0,0.6632586479704629,0.7989913041613874,25.6984,205.01376,1.0,2.4144536759845034,0.7020421657546824,0.2900261356361063,0.5578614296288438,0.2776970021240136,0.3440922673362072,0.2158319287784509,0.11404833836858005,0.33379509027282167,0.6390508493243048,0.20064637797489968,1.7616627856753342,0.255225291460981,0.2613592730065276,0.5189620852470398,0.34261467995477274,0.22139254031222064,0.11389601892395189,0.0024625500846389404,5.216114806178666,0.0001868618403827211,0.009015447938655266,0.015299473617591257
