round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_prevalence,fed_ece,fed_brier,fed_auroc,fed_f1_best,fed_f1_best_threshold,fed_auprc,fed_f1,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
42.0,0.5488767940947921,1.0961035056605306,90.3168,90.3168,0.5412350858791136,2.6938918977044364,0.11335599194360522,0.07508114308059088,0.10521396301203376,0.7199290272427222,0.3381350672789469,0.25973828956728645,0.30001039707692106,0.13376106665315318,0.6571236536132457,0.19012426183829825,1.669279256944387,0.23424598000869187,0.2799442896935933,0.49017176032066345,0.3453618434539372,0.21786371186806588,0.11389601892395189,0.0035419488595027455,0.7828184022800997,,0.0035419488595027455
43.0,0.5302656124030488,1.2311044644124007,92.29824,92.29824,0.5412350858791136,2.9566654645684323,0.11335599194360522,0.07963665509005628,0.10324126110222565,0.7355665124622325,0.36230553768074814,0.2720513678749522,0.32557917644069817,0.17250402290571912,0.6504019539195175,0.1759665361983838,1.5449753016905379,0.19909706546275396,0.2781792823633828,0.49024197459220886,0.3543699265195341,0.22453135082952555,0.11389601892395189,0.0038104362126540245,0.8690327778458595,,0.0038104362126540245
44.0,0.5102124496290603,1.270695948523454,94.27968,94.27968,0.5412350858791136,3.0916734932184675,0.11335599194360522,0.07219313567924424,0.10097686100808603,0.7456337040769493,0.36971989314836895,0.24348469645212606,0.33760363753409983,0.16887055006321613,0.6529850703188449,0.18112530526710496,1.5902689749677899,0.1951219512195122,0.27956989247311825,0.48645275831222534,0.3508251975548514,0.22190895720408213,0.11389601892395189,0.004572481673691957,1.0714896350400522,,0.004572481673691957
45.0,0.5789695542484201,1.617290726141644,95.9488,95.9488,0.4559241291901578,2.3470459284533587,0.11335599194360522,0.07201812922463809,0.10716102868996677,0.6907222800233127,0.3188350651394466,0.2160975627070302,0.26439740980062776,0.11547095499608022,0.6539948494038182,0.18460105650302336,1.6207858557925634,0.206609547123623,0.27797595455145985,0.4861994981765747,0.3477005114660474,0.21962537689881223,0.11389601892395189,0.0060808178457015,0.4975758206564933,0.0060808178457015,
46.0,0.5780306310014501,1.3942231165490733,97.93024,97.93024,0.5412350858791136,2.503579272608222,0.11335599194360522,0.080708835632137,0.10737718237847212,0.7080735860889392,0.3299154835037042,0.2316008360272373,0.280010040242735,0.09986210732396977,0.6541578542324958,0.18483531438099374,1.6228426254688308,0.2529325513196481,0.27729494839761,0.4891412854194641,0.35291897257319077,0.22334203000571162,0.11389601892395189,0.0037561924222339967,0.9026892764959484,,0.0037561924222339967
47.0,0.549325400191925,1.085390221209562,99.91168,99.91168,0.5412350858791136,2.703862851994055,0.11335599194360522,0.07988401463170836,0.10576553543434501,0.7235562912305796,0.34601147417442274,0.24506924351281512,0.30071911033123794,0.13279075725679573,0.6539131775718809,0.18441159254378106,1.6191223739515623,0.2449438202247191,0.2779706275033378,0.48686501383781433,0.3518558895724716,0.22256315062229787,0.11389601892395189,0.003534333530654234,0.8665671673370525,,0.003534333530654234
48.0,0.5254669034989986,1.2879314839131597,101.89312,101.89312,0.5412350858791136,2.9191286642590133,0.11335599194360522,0.07645292684992466,0.10302533400421082,0.7387587715804352,0.35713577855685563,0.26062234988096583,0.3228166959712029,0.15339407230391078,0.6515052013210657,0.1809565409192085,1.5887872344338283,0.26021542143956233,0.2775869176858596,0.4903508424758911,0.3522921100651062,0.2228620363746557,0.11389601892395189,0.004087371222188258,1.0280118059599772,,0.004087371222188258
49.0,0.5123158957433207,1.3397282127644077,103.87456,103.87456,0.5412350858791136,3.123535324355141,0.11335599194360522,0.06836257304604204,0.0995837911949166,0.7509362272453736,0.3717145540684297,0.2484752972641245,0.34342044122422477,0.16147236977905252,0.6541276100537975,0.18718347307479433,1.643459313532076,0.2630001762735766,0.27737426339591614,0.48735135793685913,0.3464298439953442,0.21855975906444586,0.11389601892395189,0.004433337029768308,1.1440133727155626,,0.004433337029768308
50.0,0.5804693616231031,1.7775096140751931,107.52512,107.52512,0.9971592150692714,2.367214221410431,0.11335599194360522,0.07617133076540461,0.10877336925555392,0.690367986706832,0.3159868315492586,0.23334805918660495,0.26741097563977173,0.11162988244594133,0.6498551617576642,0.17966078125646698,1.5774105447568458,0.25876288659793817,0.27727028479312193,0.4884348511695862,0.35457945963601906,0.22461112551863008,0.11389601892395189,0.004050312249901097,1.4248585673049092,0.005676033494948481,0.003513531559495323
51.0,0.5705262665543496,1.239919578706644,109.50656,109.50656,0.5412350858791136,2.5529542157860026,0.11335599194360522,0.08072168743925442,0.10798595918844403,0.7105618984499444,0.336309048869026,0.24264903561740153,0.28632369572314603,0.12319787114376829,0.6478897795708881,0.17818162902435702,1.5644236796663498,0.2614971466935213,0.2749898000815994,0.4921286404132843,0.36179258293885697,0.23006438425024964,0.11389601892395189,0.0036036445461384583,0.9692887460114434,,0.0036036445461384583
