round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1_best,fed_f1_best_threshold,fed_prevalence,fed_ece,fed_brier,fed_auprc,fed_f1,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
26.0,0.6458402895458256,1.9039365585156767,282.65472,282.65472,0.0,0.6827630955699879,0.31338942584247587,0.5457610046061475,0.11392245720040282,0.3397475627353199,0.21533089529028301,0.24948623284494534,0.29289144226408015,2.197230014725254,0.5563994071839788,0.13495892015605027,1.1849309697660462,0.001756697408871322,0.21766752382392984,0.4720096290111542,0.35816195559187264,0.2289109011950177,0.11389601892395189,0.0,0.0,,
27.0,0.6426266060194312,2.2722069543738033,284.32384,284.32384,0.049862104895873664,0.6807940356683091,0.31506800019890513,0.5713186287429006,0.11392245720040282,0.31966811064855843,0.20308259766769332,0.2504852807868923,0.29131294211015385,2.2104000003094795,0.5590633420525251,0.13654586476086997,1.1988642452203824,0.0026338893766461808,0.21889880952380947,0.4718141257762909,0.35823600206049216,0.22894237678549703,0.11389601892395189,0.0018458786956207615,0.3093430354492739,0.0018458786956207615,
28.0,0.6361528999357625,1.9405118662012253,284.32384,284.32384,0.0,0.693295076408051,0.3224642379647934,0.6234178032654769,0.11392245720040282,0.3412783717556527,0.2189468845322749,0.26507466495715226,0.2891254144664875,2.348075397246176,0.5590633420525251,0.13654586476086997,1.1988642452203824,0.0026338893766461808,0.21889880952380947,0.4718141257762909,0.35823600206049216,0.22894237678549703,0.11389601892395189,0.0,0.0,,
29.0,0.6223298241379914,1.7790701240748117,285.99296,285.99296,0.049862104895873664,0.6925051260307061,0.32261770857489347,0.5464934863596554,0.11392245720040282,0.32130999288691464,0.20285564807065937,0.26447654966661754,0.2966477895133336,2.337925437297357,0.560532180082223,0.13817389995486304,1.2131582935056004,0.001756697408871322,0.21897697419255138,0.47132474184036255,0.35719335225737325,0.2281838886102573,0.11389601892395189,0.002046955016277054,0.366202678065747,0.002046955016277054,
30.0,0.6179490228730836,1.8749010775985255,285.99296,285.99296,0.0,0.7040513861720951,0.3368201985339791,0.5649031103820299,0.11392245720040282,0.31953246759115694,0.20116304406602006,0.27949171756862734,0.30087029859317826,2.4890752842120767,0.560532180082223,0.13817389995486304,1.2131582935056004,0.001756697408871322,0.21897697419255138,0.47132474184036255,0.35719335225737325,0.2281838886102573,0.11389601892395189,0.0,0.0,,
31.0,0.6084589133041389,1.812963718410261,287.66208,287.66208,0.049862104895873664,0.7038865208044481,0.3341829400700491,0.6082852095185449,0.11392245720040282,0.3333240316084362,0.20952661169178385,0.28217428123401067,0.2987596972945482,2.5074741611196347,0.5610293893602435,0.13811937904131444,1.212679603257568,0.004387889425186486,0.21870671429612892,0.4714946448802948,0.358442046298337,0.22907932165332476,0.11389601892395189,0.0020614524381975517,0.3931240308447741,0.0020614524381975517,
32.0,0.6028780213927336,1.6521847013075093,287.66208,287.66208,0.0,0.7110611732692946,0.34272068633463143,0.5672475663965713,0.11392245720040282,0.31423558223024683,0.19749919388293014,0.29239624212405724,0.310206252847582,2.6124935564897873,0.5610293893602435,0.13811937904131444,1.212679603257568,0.004387889425186486,0.21870671429612892,0.4714946448802948,0.358442046298337,0.22907932165332476,0.11389601892395189,0.0,0.0,,
33.0,0.6484226132177279,2.0988337431906787,321.11616,321.11616,0.9993834153056396,0.6713610396735622,0.30106998092094,0.514980537374199,0.11392245720040282,0.329947837186679,0.20917575797825294,0.23570308666151013,0.28470352625614265,2.078048214883639,0.5036325141034503,0.11806764550460022,1.0366266233013264,0.11148165793234874,0.20521322648982226,0.4694328308105469,0.37443353914519767,0.2411629197673501,0.11389601892395189,0.005500408935318737,11.09098937100498,0.001328369722171973,0.005963717174787518
34.0,0.6429915557478016,1.7048909606712794,321.11616,321.11616,0.0,0.6857380359604089,0.3146143472051566,0.5391862695700933,0.11392245720040282,0.33819451699387904,0.21412163349572094,0.2569153517792312,0.2934166235555875,2.2713723759887947,0.5036325141034503,0.11806764550460022,1.0366266233013264,0.11148165793234874,0.20521322648982226,0.4694328308105469,0.37443353914519767,0.2411629197673501,0.11389601892395189,0.0,0.0,,
35.0,0.6351039948489043,1.9971807957978673,321.11616,321.11616,0.0,0.6929045103265334,0.3206267448190603,0.5609756890151645,0.11392245720040282,0.3258993987571767,0.20505120835123197,0.2695870824225316,0.2935087362229249,2.388528089936789,0.5036325141034503,0.11806764550460022,1.0366266233013264,0.11148165793234874,0.20521322648982226,0.4694328308105469,0.37443353914519767,0.2411629197673501,0.11389601892395189,0.0,0.0,,
36.0,0.6196681046579308,1.7429055637320854,321.11616,321.11616,0.0,0.7048001253540118,0.3306823893466506,0.6060029512209386,0.11392245720040282,0.33707178715327585,0.2129380883567594,0.27879239197802574,0.3013966880419669,2.4771979038301417,0.5036325141034503,0.11806764550460022,1.0366266233013264,0.11148165793234874,0.20521322648982226,0.4694328308105469,0.37443353914519767,0.2411629197673501,0.11389601892395189,0.0,0.0,,
37.0,0.6461893672063584,1.8893547590507378,354.57024,354.57024,0.9993834153056396,0.6707955805589342,0.3015987283479322,0.5486369050611541,0.11392245720040282,0.33727898046258015,0.2145580111900857,0.2371476151936986,0.27753342572585926,2.0939572132749578,0.5461886336202122,0.1327747913226082,1.1657544537290774,0.13905390539053905,0.2108309218685407,0.47589370608329773,0.3692774860645565,0.2370745293442046,0.11389601892395189,0.0027796816121409126,5.7738838365185075,0.0013631875521737567,0.0029397787707313694
38.0,0.6464701513273416,1.5892672448322982,354.57024,354.57024,0.0,0.6854259429309362,0.32038901587308327,0.49541213648714494,0.11392245720040282,0.3004087697112443,0.18966289742985817,0.25483838462870845,0.2858636617077727,2.2548150852282998,0.5461886336202122,0.1327747913226082,1.1657544537290774,0.13905390539053905,0.2108309218685407,0.47589370608329773,0.3692774860645565,0.2370745293442046,0.11389601892395189,0.0,0.0,,
39.0,0.6347622555953187,1.3988570086450987,356.23936,356.23936,0.049862104895873664,0.6888615324372843,0.32242056661819,0.5744973106998182,0.11392245720040282,0.3278713730845716,0.20919765011326572,0.26019840847347286,0.2931103941740334,2.29761676656106,0.544415772572611,0.13227994760760486,1.1614097565247463,0.14184091399008408,0.21106293214578695,0.4737122058868408,0.36851565438515893,0.23653180020283965,0.11389601892395189,0.00151917999420662,0.3379002983565442,0.00151917999420662,
40.0,0.6276351755299572,1.8815017469143243,356.23936,356.23936,0.0,0.6968191630056735,0.33226250395436796,0.6376216053073589,0.11392245720040282,0.33824829101770726,0.2192551453643798,0.27438813429473297,0.2903853624703107,2.4309494002955567,0.544415772572611,0.13227994760760486,1.1614097565247463,0.14184091399008408,0.21106293214578695,0.4737122058868408,0.36851565438515893,0.23653180020283965,0.11389601892395189,0.0,0.0,,
41.0,0.6183018030850012,1.822491057177206,357.90848,357.90848,0.049862104895873664,0.7010193794201478,0.33003495623238055,0.564474745568222,0.11392245720040282,0.33349283666922996,0.2116168207627107,0.2781844472102327,0.3026406853699288,2.4667040521432178,0.5447533402750206,0.13271533575356148,1.165232437511053,0.14539084738340266,0.21018865872886425,0.4673764109611511,0.3687815473291354,0.2367359100532772,0.11389601892395189,0.0015462473720109832,0.36238121875794604,0.0015462473720109832,
42.0,0.6121479304541361,1.6130300228249603,357.90848,357.90848,0.0,0.7114910143543112,0.33843191622527835,0.5715882490292448,0.11392245720040282,0.30597496307656646,0.19318482118929223,0.29293377065061604,0.3130029500978331,2.6001486978940234,0.5447533402750206,0.13271533575356148,1.165232437511053,0.14539084738340266,0.21018865872886425,0.4673764109611511,0.3687815473291354,0.2367359100532772,0.11389601892395189,0.0,0.0,,
43.0,0.5978868562265659,1.4184862505048668,359.5776,359.5776,0.049862104895873664,0.7107804611581089,0.3454784390718191,0.5871863340825773,0.11392245720040282,0.30149653750356403,0.19425996171011936,0.29303759647896843,0.31174050598643727,2.601215625186619,0.5431828265873087,0.1318415232313021,1.1575604176238363,0.16160031378701706,0.21140539250775472,0.47672009468078613,0.37001004954746103,0.2376554245999845,0.11389601892395189,0.001690596227960372,0.4188984743668698,0.001690596227960372,
44.0,0.5919942994603107,1.7963541009705963,359.5776,359.5776,0.0,0.7229606954341977,0.3472756171263443,0.6126240419162005,0.11392245720040282,0.3291588432074891,0.20884129381070557,0.30151289051860236,0.3113318360140237,2.692088441092345,0.5431828265873087,0.1318415232313021,1.1575604176238363,0.16160031378701706,0.21140539250775472,0.47672009468078613,0.37001004954746103,0.2376554245999845,0.11389601892395189,0.0,0.0,,
45.0,0.6460219137803448,1.7122776555994368,393.03168,393.03168,0.9993834153056396,0.6735003914237936,0.2998172705341707,0.5200530696634019,0.11392245720040282,0.328553288694835,0.20857633411431722,0.23867179048170326,0.2862394066086248,2.0993873314701763,0.5565957559059351,0.1359163976119329,1.1933375625945624,0.0026373626373626374,0.2169930746891057,0.4624648690223694,0.3469024894926771,0.22091938235793568,0.11389601892395189,0.0045079712109541,9.69798854237888,0.001046084535228791,0.004984027797533037
46.0,0.6389519908543246,1.6495669764378664,393.03168,393.03168,0.0,0.6902299832230685,0.3203218501765806,0.5825808181222021,0.11392245720040282,0.33100263500156607,0.20969275868628212,0.26244908735953904,0.2897436314626514,2.3149583655740797,0.5565957559059351,0.1359163976119329,1.1933375625945624,0.0026373626373626374,0.2169930746891057,0.4624648690223694,0.3469024894926771,0.22091938235793568,0.11389601892395189,0.0,0.0,,
47.0,0.6255840340288382,1.6247086693347257,393.03168,393.03168,0.0,0.6996464774706362,0.33264568648668624,0.6268956249998087,0.11392245720040282,0.3547855750690444,0.22598129063582692,0.27428839031182306,0.29054178659464547,2.4296147226302023,0.5565957559059351,0.1359163976119329,1.1933375625945624,0.0026373626373626374,0.2169930746891057,0.4624648690223694,0.3469024894926771,0.22091938235793568,0.11389601892395189,0.0,0.0,,
48.0,0.6078070004663217,1.5158673355038887,393.03168,393.03168,0.0,0.7074865557126837,0.33659888772447616,0.6345680094580096,0.11392245720040282,0.3670398609854342,0.23795052619932747,0.2841185980248716,0.28724680894747046,2.529656091534201,0.5565957559059351,0.1359163976119329,1.1933375625945624,0.0026373626373626374,0.2169930746891057,0.4624648690223694,0.3469024894926771,0.22091938235793568,0.11389601892395189,0.0,0.0,,
49.0,0.6447085513244393,1.5889987636380463,426.48576,426.48576,0.9993834153056396,0.6756710572704301,0.3045587729132996,0.5290050163156046,0.11392245720040282,0.31646655199154533,0.20119345795347982,0.24162704796183102,0.2837639000475625,2.127776369306016,0.6077766743742052,0.17586889426887137,1.5441180115900155,0.03765690376569038,0.2421721548238013,0.4752124547958374,0.35765853007328496,0.22818827856584178,0.11389601892395189,0.0026784578461214207,5.907328583009075,0.0011535185837838694,0.0028915052008989446
50.0,0.6402070125350148,1.352645622381132,426.48576,426.48576,0.0,0.6923362384980005,0.3210296217117927,0.5977506397792849,0.11392245720040282,0.34746629879355034,0.22236105181888935,0.2600556306458929,0.27954202425424257,2.301739518234406,0.6077766743742052,0.17586889426887137,1.5441180115900155,0.03765690376569038,0.2421721548238013,0.4752124547958374,0.35765853007328496,0.22818827856584178,0.11389601892395189,0.0,0.0,,
51.0,0.6197529725337537,1.3245660857362827,426.48576,426.48576,0.0,0.7047088396162674,0.3275861138054056,0.5336434062052618,0.11392245720040282,0.3041148164463375,0.1927502252540257,0.27099335449242407,0.2993933399508608,2.4018176522923294,0.6077766743742052,0.17586889426887137,1.5441180115900155,0.03765690376569038,0.2421721548238013,0.4752124547958374,0.35765853007328496,0.22818827856584178,0.11389601892395189,0.0,0.0,,
52.0,0.6065945676933832,1.5664517807328318,426.48576,426.48576,0.0,0.7139683519664377,0.3412783352112779,0.6083101038028526,0.11392245720040282,0.33601514748621203,0.21406770900720737,0.2863613776398377,0.3050907038598565,2.545630488647126,0.6077766743742052,0.17586889426887137,1.5441180115900155,0.03765690376569038,0.2421721548238013,0.4752124547958374,0.35765853007328496,0.22818827856584178,0.11389601892395189,0.0,0.0,,
53.0,0.6448026654098984,1.480997262460468,459.93984,459.93984,0.9993834153056396,0.6772382848642998,0.302792103063284,0.5544903511265884,0.11392245720040282,0.33796160464519254,0.21580478717615761,0.24292905581614965,0.28243572118687205,2.1364171874374636,0.644275060590008,0.1974885704750858,1.7339374311840388,0.0999627004848937,0.26836434867776693,0.476695716381073,0.35668507824486945,0.2267914608125704,0.11389601892395189,0.0027340811136178107,6.135066422400996,0.0011075038170056447,0.002968969419049468
54.0,0.6419294215155843,1.2453981475942162,459.93984,459.93984,0.0,0.6944136521788391,0.32278136750914277,0.582838060733865,0.11392245720040282,0.3445375273698211,0.21863713452364414,0.2643309702752213,0.2930859068906583,2.3341336429036073,0.644275060590008,0.1974885704750858,1.7339374311840388,0.0999627004848937,0.26836434867776693,0.476695716381073,0.35668507824486945,0.2267914608125704,0.11389601892395189,0.0,0.0,,
55.0,0.6209235518623422,1.386138153184725,459.93984,459.93984,0.0,0.7055518885108328,0.33450315581014917,0.5661029684144445,0.11392245720040282,0.31751947622691823,0.2056022196746119,0.27687693595456564,0.30031780621665344,2.457090710737011,0.644275060590008,0.1974885704750858,1.7339374311840388,0.0999627004848937,0.26836434867776693,0.476695716381073,0.35668507824486945,0.2267914608125704,0.11389601892395189,0.0,0.0,,
56.0,0.60344672651024,1.2515826020381826,459.93984,459.93984,0.0,0.7192830414486276,0.34451419726732124,0.5608326670904115,0.11392245720040282,0.3178807608192376,0.2004076582981874,0.294982863531326,0.3188322644438871,2.6280131631485406,0.644275060590008,0.1974885704750858,1.7339374311840388,0.0999627004848937,0.26836434867776693,0.476695716381073,0.35668507824486945,0.2267914608125704,0.11389601892395189,0.0,0.0,,
57.0,0.6405996888805079,1.094189590388304,493.39392,493.39392,0.9993834153056396,0.6767375487389111,0.3033866077524663,0.570423841136925,0.11392245720040282,0.3611247669877288,0.23010346624694386,0.24313140820608847,0.27758552808690085,2.1369738303535804,0.6288351563754554,0.19220511423774136,1.687549012280019,0.09648466716529544,0.25883051350549124,0.4807897210121155,0.3599602609199345,0.22944517789908275,0.11389601892395189,0.0025436390596517196,5.810703175957315,0.0011568233362207255,0.0027495981627138014
58.0,0.6417151935563047,1.0507145037497136,493.39392,493.39392,0.0,0.6954227953945434,0.32334167896071186,0.5839826916039651,0.11392245720040282,0.3490632663209888,0.220875622700731,0.26337656233677137,0.2872158196348272,2.331101619678739,0.6288351563754554,0.19220511423774136,1.687549012280019,0.09648466716529544,0.25883051350549124,0.4807897210121155,0.3599602609199345,0.22944517789908275,0.11389601892395189,0.0,0.0,,
59.0,0.6265071355733628,1.2614981455996888,495.06304,495.06304,0.049862104895873664,0.6969747825709094,0.32324695216977956,0.5462166849553796,0.11392245720040282,0.2928247472336037,0.18778931042460295,0.2682169354439208,0.3013588573994326,2.372008748004055,0.6296719161692608,0.19271540685109703,1.692029349856141,0.08291746641074856,0.2587939698492462,0.4804992079734802,0.3589599670251594,0.22874191181337428,0.11389601892395189,0.0012505386530327928,0.38438740523997694,0.0012505386530327928,
60.0,0.6164603278698824,1.1214579400892637,495.06304,495.06304,0.0,0.7091285638672691,0.33406183513564636,0.5821805525991283,0.11392245720040282,0.3360555447564879,0.211529123658227,0.2842849478486945,0.2996678895435053,2.521427095749078,0.6296719161692608,0.19271540685109703,1.692029349856141,0.08291746641074856,0.2587939698492462,0.4804992079734802,0.3589599670251594,0.22874191181337428,0.11389601892395189,0.0,0.0,,
