round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auroc,fed_f1_best,fed_f1_best_threshold,fed_prevalence,fed_ece,fed_brier,fed_auprc,fed_f1,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.8060856309756728,24.12390619857861,33.45408,33.45408,0.9993834153056396,0.6056383989378115,0.265966200444093,0.5304976500728339,0.11392245720040282,0.37931260799056843,0.25845979131800445,0.19026923316214212,0.15868140548629867,1.6585567996302355,0.3589346624842523,0.08351091537069172,0.7332206705701607,0.20452799493876814,0.20457628651532966,0.5110653638839722,0.47581196535071024,0.33035279224068653,0.11389601892395189,0.005961939884409441,10.199660248006694,0.015526120587565362,0.0057150975258358746
2.0,0.7015850464600017,7.974611718539748,66.90816,66.90816,0.9993834153056396,0.6279444197792043,0.2746200750494782,0.5188273953467097,0.11392245720040282,0.36438383687707737,0.2373287984590628,0.20581043846367097,0.20888481791530147,1.8049899043139068,0.34445769025131984,0.08118028652975275,0.71275789353056,0.20217588395285585,0.2045002711006687,0.47174787521362305,0.4637511114411424,0.3197238788626492,0.11389601892395189,0.002130572802057436,3.6707952875003684,0.010059567795444337,0.0019159390408705582
3.0,0.687755837121065,5.9048386048994566,100.36224,100.36224,0.9993834153056396,0.6418290928438373,0.28715577402364556,0.4897122570357594,0.11392245720040282,0.3344463961609721,0.21334536804012494,0.2173032752013482,0.23334757456958105,1.9141978447648995,0.34008655306668695,0.08056605878347939,0.7073650119173451,0.18208755496081055,0.2045002711006687,0.41440337896347046,0.44780577963776913,0.3074194074464299,0.11389601892395189,0.0015682178718517362,2.7229345473169815,0.0072064486791321635,0.0014025887317407023
4.0,0.6708016627187198,4.66881209158001,133.81632,133.81632,0.9993834153056396,0.6552797015531006,0.29228078350200826,0.4970549887640839,0.11392245720040282,0.3318909471666989,0.21003405888261148,0.22196387851108235,0.2662335787028777,1.9627959066564493,0.3415956497375734,0.08088528655359475,0.7101678119900018,0.17270525431268846,0.20451875282422052,0.4127621650695801,0.4339454719150208,0.29519115352345915,0.11389601892395189,0.001382528780155337,2.4200952061946737,0.006303167786670503,0.0012245466880151743
5.0,0.6650420595581593,3.930979520665744,167.2704,167.2704,0.9993834153056396,0.6598909214851996,0.292435846982626,0.5391375264199778,0.11392245720040282,0.34804670397409826,0.22142067874430857,0.2256695792936327,0.26987710458615954,1.9844450030407874,0.34366293347249505,0.08126712895300732,0.7135203646342476,0.16419458562389794,0.2045002711006687,0.39983388781547546,0.4193515829200851,0.2818592573899791,0.11389601892395189,0.0012413438603177632,2.1915553458529757,0.005001228930900348,0.001108855313620262
6.0,0.6598989177586089,2.6168214423472294,168.93952,168.93952,0.049862104895873664,0.6661449802789972,0.2954763449804007,0.5522685892962497,0.11392245720040282,0.3555628001100918,0.22803290563815962,0.2305739241690836,0.27288225563057217,2.030489220150476,0.34300655949802994,0.08105081875003449,0.7116211744341295,0.1637742907617167,0.20451875282422052,0.40381982922554016,0.4195339122235046,0.28223582508174694,0.11389601892395189,0.004904086327526181,0.322430284897564,0.004904086327526181,
7.0,0.6516471300630897,2.89675671661744,170.60864,170.60864,0.049862104895873664,0.6718050137168976,0.2984792798069779,0.5423233887670261,0.11392245720040282,0.3568633592641591,0.2292867289078157,0.23727576037417725,0.27535253742045895,2.1043514118884796,0.3429757254950997,0.08101631003438893,0.7113181900456357,0.16228093120585926,0.20451875282422052,0.4053021967411041,0.4187829748941264,0.28163176422219843,0.11389601892395189,0.00495063928505748,0.35675994626944885,0.00495063928505748,
8.0,0.6370895653736803,2.4304220195719557,172.27776,172.27776,0.049862104895873664,0.6752561723361383,0.3018449824074114,0.5226939378882133,0.11392245720040282,0.3145271792265982,0.20223400067958142,0.24073820442972077,0.28632171148156954,2.137001630459603,0.34387505685529113,0.08113387569317301,0.7123504092565862,0.1622547492992837,0.20451875282422052,0.40237993001937866,0.4184957984541483,0.28125418893431176,0.11389601892395189,0.004331665402423009,0.3456383405427914,0.004331665402423009,
9.0,0.633990990992937,2.619956593284484,173.94688,173.94688,0.049862104895873664,0.6833595422123249,0.3140382398815218,0.5157463584125251,0.11392245720040282,0.324909030085135,0.20701868403352364,0.24887446104348446,0.28577467224367736,2.20546908169512,0.3439856551734939,0.08107482465660147,0.7118319448086675,0.16297525805280358,0.20451875282422052,0.4031878411769867,0.41749232312058515,0.2803245502270557,0.11389601892395189,0.004398595259035966,0.38381082442356274,0.004398595259035966,
10.0,0.6294111171841085,2.552848990995698,175.616,175.616,0.049862104895873664,0.6903728648787291,0.32088384529029873,0.555047810130189,0.11392245720040282,0.3295022646178119,0.20957196496436467,0.25955122052937796,0.2899151398597494,2.311502977455293,0.344035325903489,0.08109455900508367,0.7120052111674801,0.16371360480779193,0.20454648167397296,0.4065967798233032,0.41790104435682834,0.280723676253589,0.11389601892395189,0.003924364643889036,0.3746585621556733,0.003924364643889036,
11.0,0.6177723818663633,2.529349937690974,177.28512,177.28512,0.049862104895873664,0.6988592337352706,0.32706532434270985,0.5545947804431781,0.11392245720040282,0.3302529150672156,0.20956462780290722,0.26833805745129585,0.2977152668428926,2.3925250638694857,0.34393484244339034,0.08111739055867667,0.7122056707955575,0.1629292039981356,0.20454648167397296,0.40537387132644653,0.4193372848205619,0.2820446587029567,0.11389601892395189,0.003682632186734797,0.38287726166890934,0.003682632186734797,
12.0,0.6132245563361284,2.38979969280619,177.28512,177.28512,0.0,0.7067036837862765,0.33924918002236065,0.60154461619432,0.11392245720040282,0.35993845115414813,0.22860083725947988,0.2835834556378544,0.29044172787084455,2.5409624002241467,0.34393484244339034,0.08111739055867667,0.7122056707955575,0.1629292039981356,0.20454648167397296,0.40537387132644653,0.4193372848205619,0.2820446587029567,0.11389601892395189,0.0,0.0,,
13.0,0.655820174422775,2.9182028140361185,210.7392,210.7392,0.9993834153056396,0.6645916121154454,0.29579038446486927,0.5314220954426765,0.11392245720040282,0.3512753293495944,0.22437281934041514,0.23106473457284862,0.2724834813935767,2.0384661059973603,0.3818825648408838,0.08545705759512669,0.7503076789030367,0.10718288334182374,0.20453723788864786,0.4292677640914917,0.3826261719325882,0.24933519682932564,0.11389601892395189,0.004193226215675895,7.6609241285477765,0.0020593739561740286,0.004333149877876899
14.0,0.6485330723003,2.225088788548035,210.7392,210.7392,0.0,0.6715072006763633,0.30287314741964794,0.5541319717509599,0.11392245720040282,0.3215834755302301,0.20913646819070567,0.24146175095164302,0.2776746449846545,2.1406743152459344,0.3818825648408838,0.08545705759512669,0.7503076789030367,0.10718288334182374,0.20453723788864786,0.4292677640914917,0.3826261719325882,0.24933519682932564,0.11389601892395189,0.0,0.0,,
15.0,0.6449665667192485,2.0026895972885277,212.40832,212.40832,0.049862104895873664,0.67674796693718,0.3066191464999483,0.6056207752967588,0.11392245720040282,0.361333816132179,0.23222135458260823,0.24677276330146608,0.27345292655194703,2.1861950437304443,0.38070695730059084,0.08531898077976208,0.7490953730062274,0.1063981283694436,0.20455572629485672,0.43054336309432983,0.38275114996719206,0.24942476149967915,0.11389601892395189,0.00241587638574685,0.28912873432273045,0.00241587638574685,
16.0,0.629893590258454,2.1463724321568867,212.40832,212.40832,0.0,0.6877478601917911,0.32125994065236746,0.564398760004166,0.11392245720040282,0.316140614131096,0.20198221619863546,0.2593689641549495,0.29504751071828944,2.3068024951376067,0.38070695730059084,0.08531898077976208,0.7490953730062274,0.1063981283694436,0.20455572629485672,0.43054336309432983,0.38275114996719206,0.24942476149967915,0.11389601892395189,0.0,0.0,,
17.0,0.6267494430538737,2.456479719757825,214.07744,214.07744,0.049862104895873664,0.6891756414457112,0.32253763001943436,0.6048182201649608,0.11392245720040282,0.3270916430394972,0.20980035377577036,0.2622353232023127,0.28847931678484234,2.3284565427552293,0.3759370738363057,0.08470800510424366,0.7437310443730523,0.10918981931222072,0.20455572629485672,0.4312251806259155,0.3837888119514002,0.2502948465097728,0.11389601892395189,0.00269169258068178,0.3472941961954348,0.00269169258068178,
18.0,0.6206783770786737,2.194445169544805,214.07744,214.07744,0.0,0.6982641632769532,0.33400460551946703,0.5934133184182739,0.11392245720040282,0.327053957225798,0.20890177108041832,0.27497685771606994,0.2970607841081821,2.4575943587800104,0.3759370738363057,0.08470800510424366,0.7437310443730523,0.10918981931222072,0.20455572629485672,0.4312251806259155,0.3837888119514002,0.2502948465097728,0.11389601892395189,0.0,0.0,,
19.0,0.6090445882403921,1.9282621092765797,215.74656,215.74656,0.049862104895873664,0.6984622834253679,0.32950496222590137,0.5918743833242976,0.11392245720040282,0.3404775108009096,0.21763371938016854,0.2763609592592686,0.2921261363139979,2.456847321911279,0.3791744684516572,0.0851531228435491,0.7476391505870424,0.1085454904282613,0.20455572629485672,0.43158337473869324,0.3833998965940452,0.24991350027494647,0.11389601892395189,0.002691541243331285,0.37445738830138,0.002691541243331285,
20.0,0.6068402587457842,2.549350775795994,215.74656,215.74656,0.0,0.706748328748197,0.33593878744858185,0.5609995111305367,0.11392245720040282,0.30272090419365355,0.19161966563138472,0.28521102746130295,0.3050467200735494,2.5463995689615504,0.3791744684516572,0.0851531228435491,0.7476391505870424,0.1085454904282613,0.20455572629485672,0.43158337473869324,0.3833998965940452,0.24991350027494647,0.11389601892395189,0.0,0.0,,
21.0,0.6465042101067411,2.3393250383459017,249.20064,249.20064,0.9993834153056396,0.6667477949149847,0.29694317793896896,0.5619660507670012,0.11392245720040282,0.3618487462847825,0.23368211811050454,0.23129276651636668,0.26962052584553686,2.042154854693213,0.4437986106150592,0.09613105747030516,0.8440247374624362,0.02026266416510319,0.20451875282422052,0.3965349495410919,0.35511453374054097,0.22789588309686204,0.11389601892395189,0.006292469007084425,11.873400107957423,0.0016375177393667003,0.006692533425165206
22.0,0.6522260982128254,2.086927730887784,249.20064,249.20064,0.0,0.677124869585971,0.30989702858048057,0.562848116161465,0.11392245720040282,0.35120648124385606,0.22491201958793172,0.24860679120145182,0.2713586251938473,2.1985986487612563,0.4437986106150592,0.09613105747030516,0.8440247374624362,0.02026266416510319,0.20451875282422052,0.3965349495410919,0.35511453374054097,0.22789588309686204,0.11389601892395189,0.0,0.0,,
23.0,0.6367673735255261,2.209506342294531,249.20064,249.20064,0.0,0.6904396162221182,0.3188710738080446,0.529229632180188,0.11392245720040282,0.3292062283087473,0.20820098455713482,0.2607515182171014,0.2865027272900394,2.312624555085198,0.4437986106150592,0.09613105747030516,0.8440247374624362,0.02026266416510319,0.20451875282422052,0.3965349495410919,0.35511453374054097,0.22789588309686204,0.11389601892395189,0.0,0.0,,
24.0,0.6213545303234902,1.8834148154474561,249.20064,249.20064,0.0,0.6957621809066676,0.32635044096427285,0.5494483082000943,0.11392245720040282,0.3081686253784166,0.19476006636257817,0.2713512252563082,0.3028889562906063,2.4099960330488277,0.4437986106150592,0.09613105747030516,0.8440247374624362,0.02026266416510319,0.20451875282422052,0.3965349495410919,0.35511453374054097,0.22789588309686204,0.11389601892395189,0.0,0.0,,
25.0,0.6438353824005271,2.117644095217624,282.65472,282.65472,0.9993834153056396,0.6687675208653195,0.29959836461983347,0.5063138243414965,0.11392245720040282,0.3203224948994733,0.20244163618714417,0.2329441708802564,0.2824755710005281,2.0540736076735056,0.5563994071839788,0.13495892015605027,1.1849309697660462,0.001756697408871322,0.21766752382392984,0.4720096290111542,0.35816195559187264,0.2289109011950177,0.11389601892395189,0.0035160345895638243,6.836093968711793,0.0017557392127861148,0.003671710642344829
