round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_f1_best_threshold,fed_f1,fed_ece,fed_auroc,fed_brier,fed_auprc,fed_prevalence,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
12.0,0.6566097611530604,0.2428834201582574,6.33897,43.93152,1.0,0.2886564240153475,0.4956066796044029,0.2701288813090604,0.3464549616399369,0.6559627646046288,0.21685727823479886,0.22050168834429404,0.11398539778449143,1.9551971333430567,0.6666812407632898,0.22392024115106984,1.9660058645296539,0.28014789533560863,0.283452098178939,0.5117387175559998,0.34524572243135637,0.21573661663008226,0.11389601892395189,0.006025557446848228,0.39859186909325217,0.00504519130176413,0.0073132641530878305,0.0009586666966315224
13.0,0.6515496021134904,0.25175942243466765,6.8672175,47.59248,1.0,0.28871283664411335,0.4967240969643882,0.26925990451242565,0.34431004183965264,0.6560738522788079,0.2154628783383804,0.22022465087696735,0.11398539778449143,1.9508165717857773,0.6663965564505211,0.22350575339052703,1.9623666876342825,0.28047072008966095,0.28374444614677496,0.5100600123405457,0.34306547798827935,0.2143492199954538,0.11389601892395189,0.006696258783851012,0.4712572682960854,0.005382852442753701,0.008483766653589487,0.0006757377628357224
14.0,0.6529878850284039,0.2563716219201314,7.395465,51.25344,1.0,0.28920583975902037,0.4942077299615618,0.2690436755142599,0.3399918502757527,0.6566220948437693,0.21254480415608248,0.22083194296210837,0.11398539778449143,1.9559971236903317,0.6664494272907104,0.22389880128245954,1.965817623809628,0.2797764081983661,0.2824629773967264,0.508959174156189,0.33874051350341056,0.21144643281070524,0.11389601892395189,0.005838257170837985,0.4396850163111594,0.004431573582362889,0.007799376608856204,0.0007683448066710204
15.0,0.652648831739576,0.28897860708368756,7.9237125,54.9144,1.0,0.2879971514251638,0.49514247737224665,0.2695010862801707,0.3413666801045068,0.657217472924182,0.21351175819505447,0.2210815452102894,0.11398539778449143,1.9578972985005525,0.6667957545104362,0.2237746777210725,1.964727826619527,0.2816861694628507,0.2842072603164753,0.509918749332428,0.3400840447379667,0.21237690271577542,0.11389601892395189,0.005350159261423205,0.42716986687810277,0.00407152195078408,0.007195870425051868,0.0005382646803483384
16.0,0.6536303733377008,0.28336065261627985,8.45196,58.57536,1.0,0.28975114646962574,0.4963767979976844,0.2697850410328981,0.34485362257624624,0.6577631160222445,0.21590028172253897,0.22181610331768972,0.11398539778449143,1.9640002433117396,0.6667695512551987,0.22364844166940137,1.96361948189542,0.2814917127071823,0.28366412213740455,0.5111216902732849,0.3437013912647311,0.21481013947367855,0.11389601892395189,0.004816971039325277,0.40929725935484385,0.0035722228680387692,0.00666798828230606,0.0006437302485920042
17.0,0.6529472822358052,0.28661757642965524,8.9802075,62.23632,1.0,0.2890553699572249,0.497934338271858,0.26929485169441003,0.34518850515226107,0.6580761317864752,0.21615137560218523,0.2218556334052756,0.11398539778449143,1.963086884463268,0.6666788689169105,0.2237755816701666,1.9647357632366504,0.28287567269214847,0.28518676324385744,0.5039189457893372,0.3441081252309995,0.2150834114976735,0.11389601892395189,0.005362171671646606,0.48110703588736214,0.003582512601203278,0.008061329283741439,0.0006947249720604812
18.0,0.6507922069001278,0.28005954597803184,9.508455,65.89728,1.0,0.29093309616609875,0.49939277525034553,0.2723652238672467,0.3465286882787432,0.658697388098518,0.2170772323917279,0.22238042512281833,0.11398539778449143,1.9673346281953108,0.6666113403170865,0.2231748232936569,1.9594611418566807,0.2823979243479448,0.2847585805700989,0.507518470287323,0.3454393340114667,0.2160207171726812,0.11389601892395189,0.004369581154087249,0.4143324000187931,0.0030098096015995337,0.006484451542244812,0.0007413023652311085
19.0,0.6510117005274692,0.25957673856509433,10.0367025,69.55824,1.0,0.2900665810880736,0.5015898610710017,0.27048021334154415,0.348825128163771,0.6589918380254164,0.21856813955885557,0.22304139167346496,0.11398539778449143,1.9742404910389757,0.666847520998872,0.22304740342511153,1.958342403293655,0.28156514723678905,0.2853103350770536,0.5061876177787781,0.3477057117080645,0.21754881464366302,0.11389601892395189,0.0056667607463187055,0.5647109158467174,0.003960306954529613,0.008402297862916071,0.0007414747652652173
20.0,0.6533596653616643,0.28438638125286114,10.56495,73.2192,1.0,0.29024765402897823,0.506713448882043,0.2717076928614606,0.34765187029099354,0.6592789517455586,0.21765866576737683,0.22291499797189251,0.11398539778449143,1.9720010048034584,0.6665494715199981,0.22278871051832771,1.956071095576073,0.28165199729180773,0.28416082415223926,0.506316602230072,0.3464681366962421,0.2166911249513309,0.11389601892395189,0.004504403067614754,0.4718739494219335,0.002978410854453842,0.006998858413521173,0.0009469441194241296
21.0,0.6503710642193431,0.2982702210151952,11.0931975,76.88016,1.0,0.291186892981038,0.5064639854587217,0.2718434536658501,0.34987357067842734,0.6593735126585196,0.21925256368495805,0.22354123080048838,0.11398539778449143,1.9773105800195778,0.6665075563511795,0.2228900496630486,1.9569608469973983,0.28040854224698236,0.28666090463843275,0.5101016759872437,0.34873325768999747,0.21827031780340453,0.11389601892395189,0.004635161099444235,0.5103505336578564,0.003122436758124822,0.007154627368320216,0.0007087925308408954
22.0,0.6513913315002149,0.30032745777557623,11.621445,80.54112,1.0,0.29065228053371334,0.5017617000745233,0.2729415689422874,0.35275377977680705,0.6600718368927185,0.22124424373238238,0.2243538074848064,0.11398539778449143,1.983436438834182,0.6666827466974988,0.2231717847134005,1.9594344633100107,0.28167898627243926,0.28534667619728377,0.5099959373474121,0.351736019601027,0.22032351477531226,0.11389601892395189,0.004078024277423716,0.4729068691303837,0.002760796915056299,0.006331226429003029,0.0007193651731981419
23.0,0.6556356619630049,0.2895292713766749,12.1496925,84.20208,1.0,0.2901343101059808,0.49572507484299244,0.2727994653157787,0.34996625395024655,0.6599866033592091,0.219221836885309,0.22445419974648653,0.11398539778449143,1.9848854363891177,0.6664322094429204,0.2228343030576068,1.9564713952503707,0.27998384708574503,0.2855487981465392,0.5090762972831726,0.3488874377437096,0.2183585764085707,0.11389601892395189,0.003915053638613747,0.4753527580287482,0.002804950848444995,0.005856594922867196,0.0006571931220568787
24.0,0.6539832294277838,0.2960881090241499,12.67794,87.86304,1.0,0.29255525414188055,0.4941755392591489,0.27437638534749303,0.34741942187225344,0.6604545573037753,0.21739706856163898,0.2246776827942429,0.11398539778449143,1.9859576156071685,0.6666939031600976,0.22346278571665962,1.9619894341159123,0.28156548195270364,0.2866666666666667,0.5063439011573792,0.3461875242698931,0.21648025435240026,0.11389601892395189,0.0030774144918671244,0.3907149441729416,0.0019380870474241024,0.0051125825474023084,0.0009349484197089018
25.0,0.6519079932594657,0.347218612961203,13.2061875,91.524,1.0,0.29164157764404824,0.49150988939785645,0.27184665676640785,0.34467961875888764,0.6609580570101703,0.21557696365833143,0.2253891797129201,0.11398539778449143,1.9922381141718228,0.666640944473746,0.22311782724533785,1.9589607200784878,0.28214731585518105,0.2870742228171947,0.5086226463317871,0.34355826330755523,0.21471561567150618,0.11389601892395189,0.0031224150711274623,0.4130564989991399,0.0019773082711086842,0.0052133414157939624,0.0005641364905540836
26.0,0.6501129253289337,0.31508855152643156,13.734435,95.18496,1.0,0.29248919557798947,0.49541596697656526,0.2757198259775478,0.34653855470259565,0.66119850629455,0.21682785583847292,0.22567517217223848,0.11398539778449143,1.9940859389351178,0.6666825584557228,0.22266148116037984,1.954954029684307,0.28068274180438907,0.28721017202692595,0.5124289393424988,0.3454054776252717,0.21600766650447145,0.11389601892395189,0.002568330004532747,0.3539687075922302,0.00172103610961005,0.004146163253775774,0.0005238326811139546
27.0,0.6541362899392287,0.33804153235376594,14.2626825,98.84592,1.0,0.29332200944497283,0.49880275989939854,0.27689769824676197,0.3463635170402723,0.6617250199765682,0.21667851119685094,0.22549160270601196,0.11398539778449143,1.9921577273246969,0.666561205257377,0.22191491311251907,1.9483992084103585,0.27820752200586824,0.28779378316906745,0.5154502987861633,0.34514879057353254,0.2158745117851729,0.11389601892395189,0.0035209292188522726,0.5049834815217764,0.0019482956608820885,0.006518948338575263,0.0006543433031265004
28.0,0.6523188347367036,0.3461493844841321,14.79093,102.50688,1.0,0.29310126667964187,0.4984321212424162,0.27672349435078225,0.34333879970415515,0.661974642363545,0.2146814377770555,0.2257306879851488,0.11398539778449143,1.993173892501872,0.6662143258617746,0.22203970699170872,1.9494948909492975,0.27925855770531727,0.28512335647806175,0.5111207365989685,0.34219662298856324,0.2139106195626994,0.11389601892395189,0.003476355926251479,0.5202603292127606,0.0019044667067197967,0.006520666832727149,0.0005073398107875877
29.0,0.6513646333159633,0.3396161842337423,15.3191775,106.16784,1.0,0.29315358404494146,0.5015964997240153,0.2778722261634536,0.34606943769457355,0.6623621204335237,0.21662196063156586,0.22618739400813018,0.11398539778449143,1.9984911909682606,0.6664806001288377,0.22222222214229548,1.9510973626801895,0.27828175026680896,0.28432771909791604,0.5091562867164612,0.34511004488828395,0.21589495722258933,0.11389601892395189,0.0033366005429394277,0.5208787046649377,0.0018538342656777658,0.0062450800785217725,0.0007707156541866238
30.0,0.6526025415752942,0.3272858434814106,15.847425,109.8288,1.0,0.2934360532516043,0.5010473562623979,0.2761896919053122,0.3447794616184866,0.6623968444305304,0.21596421993852472,0.22632251669261297,0.11398539778449143,1.9998656803375194,0.6666063205363897,0.2221079241106608,1.9500938330334596,0.27884869289675207,0.28390889052167523,0.5149960517883301,0.34376015247933384,0.21519562376060059,0.11389601892395189,0.002906333837839805,0.47310640827618045,0.0017658734009840236,0.005180540294795626,0.0007326104858867172
31.0,0.6482982848984166,0.3516645721807622,16.3756725,113.48976,1.0,0.29379238225218407,0.5034825285954808,0.2773493116935628,0.34590814544839,0.6625283197826489,0.21668176452050628,0.22670411440977747,0.11398539778449143,2.002097011716559,0.6665200932534701,0.22233059089620033,1.9520488336352648,0.2788613600421718,0.28286969253294286,0.515358567237854,0.3448875004474299,0.2159494637727661,0.11389601892395189,0.0026245818643537084,0.4442703681752391,0.0016290602839334294,0.004655537123188604,0.0007589704140156195
32.0,0.6548400495999733,0.3584602335856751,16.90392,117.15072,1.0,0.2924193062424099,0.4952676363799567,0.2775542028001084,0.34405360124116124,0.6624239085971865,0.2153690011060444,0.22668324326601974,0.11398539778449143,2.0014579008841102,0.6659618559916278,0.22200732608644633,1.9492105886043314,0.2814218645204561,0.2823848238482385,0.5014475584030151,0.3430125642633684,0.21468463008687738,0.11389601892395189,0.002316121625679551,0.4063384317651071,0.0014617952675273678,0.004108794532979759,0.0006298639977465489
33.0,0.6526518018414124,0.3287543269917112,17.4321675,120.81168,1.0,0.2938171690003226,0.5085649410317102,0.2773584510182698,0.34573963897777316,0.6630538836176293,0.2163884659637191,0.2272782829427729,0.11398539778449143,2.0068721790782242,0.666048886439459,0.22195991264283024,1.9487943015026046,0.2801764469990643,0.28303850156087407,0.5146102905273438,0.3446644459862288,0.21573101900069788,0.11389601892395189,0.0026177539527050884,0.47680380118254106,0.0016109136741894311,0.004786894377673405,0.0005532005544400313
34.0,0.6520778347621496,0.3700096194033383,17.960415,124.47264,1.0,0.2941320007081612,0.5059466575256437,0.27766416392891086,0.3470911819315238,0.663109789950085,0.21731097504471014,0.2269537937665233,0.11398539778449143,2.002355199200291,0.6662466783483657,0.221978398977358,1.9489566103761051,0.28064085447263015,0.2825322391559203,0.5127199292182922,0.34606649111616056,0.2166521216281781,0.11389601892395189,0.00237873281069152,0.4490943822429472,0.0015188630339251627,0.0042566506257549356,0.0005699403158855826
35.0,0.653200788328242,0.3199023375902756,18.4886625,128.1336,1.0,0.29411242271978055,0.5074271883886806,0.27752733654640166,0.34898125287895687,0.6633599644895575,0.21851762317375578,0.22668607626159776,0.11398539778449143,2.0000983318387795,0.6663321903125361,0.22117896047828503,1.9419375898113322,0.28001050696086155,0.2838970800809482,0.5119228363037109,0.3480318500039994,0.21789385551024085,0.11389601892395189,0.0019172738376528574,0.3753528216284394,0.0011357820681129633,0.0036542157512840143,0.0007319866501629431
36.0,0.655251698620958,0.3395178040990871,19.01691,131.79456,1.0,0.29456187482860663,0.5013410718201812,0.27749318328487915,0.3471132042477318,0.6633227663318794,0.21718238837147777,0.22652075000870087,0.11398539778449143,1.9965565994061527,0.6660399763287221,0.2208343084556794,1.9389115663746768,0.2808338937457969,0.2826086956521739,0.5078389048576355,0.346162723154887,0.21659761470970382,0.11389601892395189,0.001883282891840469,0.37984161588428833,0.001134851731327018,0.003575584153068916,0.0009222567162077232
37.0,0.6533106391809493,0.3435782358252752,19.5451575,135.45552,1.0,0.29480043298980424,0.5043251229391957,0.2786808465932385,0.347139324232268,0.6632811852697341,0.2171643518876151,0.22684765975702076,0.11398539778449143,1.9992126736731075,0.6660317815367346,0.22100849254480948,1.9404408919013785,0.2814854682454252,0.2823591502836786,0.4975581467151642,0.3460953313390647,0.21658544858256845,0.11389601892395189,0.0017804168227606978,0.37225354849033465,0.0010234057442742525,0.0035153108849832514,0.000696357393751603
38.0,0.6532754780939846,0.37034675751000556,20.073405,139.11648,1.0,0.29462899927633507,0.508777697787274,0.27630838919069084,0.34534255812115305,0.6634546688062585,0.2158606270335511,0.22769221741090367,0.11398539778449143,2.008727550652036,0.6658202228792669,0.2210503034431133,1.940807989001864,0.2819068553372716,0.28209715150681164,0.5002273321151733,0.34430929096111434,0.2152985522962651,0.11389601892395189,0.0019143225088849374,0.41392717568714943,0.0011655133071351304,0.0036518249550760353,0.0007359474519091323
39.0,0.6538612118882706,0.3463534813516181,20.6016525,142.77744,1.0,0.29337179036516325,0.498807279342431,0.2779538227741182,0.34439741593128126,0.6631949255701888,0.21526971027236563,0.22755752772433563,0.11398539778449143,2.0066314439855844,0.6657610522143032,0.2210141153566303,1.9404902598413112,0.28023720866087437,0.28181818181818186,0.5040753483772278,0.34334173298030873,0.21472545816626365,0.11389601892395189,0.0016753206976027617,0.374643474986442,0.0009712802845102442,0.0033305809759730785,0.0005097292661156381
40.0,0.6524117821313096,0.37443941403940656,21.1299,146.4384,1.0,0.2938442126635202,0.5152395011131226,0.27889271768051227,0.34579242806138855,0.6634263116873583,0.2164273121694491,0.22839811865794377,0.11398539778449143,2.015180539195759,0.6659412748907709,0.221630451393388,1.9459016521145496,0.27882180461148875,0.2824287028518859,0.518656849861145,0.3448177537824075,0.2158500085093321,0.11389601892395189,0.0016584572925160879,0.3835535532034555,0.0009714209031638084,0.0033014425225742186,0.0006865460268524468
41.0,0.6511709037202241,0.37582011441530094,21.6581475,150.09936,1.0,0.29379267148835614,0.5183912725314452,0.28019889954109234,0.3477734952699862,0.663556671926656,0.2178119740145121,0.22813041639813358,0.11398539778449143,2.009636513299895,0.6660392735594246,0.22224246397531355,1.9512750847218316,0.27723290179155224,0.28219584569732936,0.517480731010437,0.34678004599717316,0.2172140795371075,0.11389601892395189,0.0016408065776602333,0.39271440196716867,0.0009719407565020067,0.0032663801598665034,0.0006231495290445339
42.0,0.6526674712892319,0.3443357323137023,22.186395,153.76032,1.0,0.295194151540147,0.5149819224149979,0.2788485151434094,0.34674214959249633,0.6639579905034113,0.21686863506685852,0.22859673042368497,0.11398539778449143,2.015466401688845,0.6660726174527032,0.22236309529009102,1.9523342202027478,0.2773276663567539,0.2821859474804826,0.5089060068130493,0.34560746290425276,0.21628131609710077,0.11389601892395189,0.001821710274654778,0.44953579818502476,0.0010409192295150116,0.003742036763084322,0.0006484064450350928
43.0,0.65352882643849,0.34247281128587115,22.7146425,157.42128,1.0,0.2950113158068072,0.515946260211691,0.2798298365088608,0.34413584879592946,0.664103887689986,0.21510125455688264,0.22895083599337157,0.11398539778449143,2.017712443039375,0.6658698559609068,0.22195076749446896,1.948714007665755,0.2782936347732472,0.28126888217522655,0.5146456360816956,0.3430311522151319,0.214531088249988,0.11389601892395189,0.001630260453883416,0.41503170860596583,0.0009341789369331463,0.003368264980941794,0.0007626195262088871
44.0,0.6530037184412493,0.47028337979460993,23.24289,161.08224,1.0,0.2949735386476913,0.5145588904574199,0.2791215509638622,0.34674504769859077,0.6641532149138684,0.21688456862281288,0.2287871593895878,0.11398539778449143,2.0141044669598545,0.6658189177362858,0.2227877290106906,1.95606247799974,0.27862031942021204,0.28277777777777774,0.5045433044433594,0.3456609148678959,0.2163129107009772,0.11389601892395189,0.0014515956578124247,0.3816567491321621,0.0008319977158841251,0.0030307840177287793,0.0007020522630429445
45.0,0.6513489303368175,0.35031976876457116,23.7711375,164.7432,1.0,0.29440401914856834,0.516413895936621,0.2790098937744622,0.34693243515219124,0.6641681966660881,0.21704509707180228,0.22880137142679194,0.11398539778449143,2.0143435079031806,0.6658743612140822,0.22292641782244216,1.9572801571869656,0.27900107411385605,0.28262092238470193,0.5060453414916992,0.34591867259232834,0.21647506729629662,0.11389601892395189,0.0015979639228538738,0.43323271813096653,0.0008355171349308546,0.0035652457764488625,0.0007111960069974943
46.0,0.6516979413201118,0.3863374455271145,24.299385,168.40416,1.0,0.29489479137231384,0.5098373910612901,0.2792835577682042,0.34602698437449375,0.6641263607775865,0.2165462372814099,0.22909384490614787,0.11398539778449143,2.018730861232693,0.6656035942432955,0.22284589835110358,1.9565732012099324,0.2781914893617021,0.28207995526977914,0.5068520307540894,0.34496824682130867,0.21594706009367035,0.11389601892395189,0.001540332467924433,0.42928779245085025,0.0008155046100005453,0.003436397302787114,0.0005831450550563347
47.0,0.6530438575994002,0.4150777734272742,24.8276325,172.06512,1.0,0.2949276455384494,0.5155627039474062,0.27985303278261564,0.3454742344829731,0.6643621994568761,0.21609147401511997,0.22888291220006107,0.11398539778449143,2.016821739460399,0.665505143794379,0.22303149664616212,1.9582027427585484,0.27848101265822783,0.2831858407079646,0.5066125988960266,0.3443467584921181,0.21552240447730633,0.11389601892395189,0.0012891388663448544,0.3703765582786218,0.0006491055346235735,0.00298984729533037,0.0008150682636579448
48.0,0.6550537995806881,0.37781080759784047,25.35588,175.72608,1.0,0.29523377981458676,0.512620646973616,0.2807899794838459,0.3434968665683002,0.6646946541639265,0.21476073703188722,0.2287315639486435,0.11398539778449143,2.0137846597975644,0.6655766505704052,0.22323105834145068,1.9599548820973414,0.2800645682001614,0.2825736479554448,0.5114144086837769,0.3423564041847012,0.21420700971268283,0.11389601892395189,0.0013451186668296353,0.39740201801032526,0.0006283426895952244,0.0032748239478703105,0.0007373340041495442
49.0,0.6559641296529275,0.38256485742338686,25.8841275,179.38704,1.0,0.2953297334034437,0.5097397354966984,0.278780776146221,0.3399182847501243,0.6648756213468993,0.21216614276881604,0.22953758728396062,0.11398539778449143,2.0230237639298405,0.6656617233037647,0.22328702131388717,1.9604462335331967,0.2812326485285952,0.284053651266766,0.5090843439102173,0.3386197548024583,0.21160670933778286,0.11389601892395189,0.0013373296320614882,0.40578811429168127,0.0006540823868376294,0.0031977587732100704,0.0016150658025361581
50.0,0.6529786489391806,0.37545903997350016,26.412375,183.048,1.0,0.29693306508019346,0.5103629088931513,0.28084808011492207,0.34458901715340146,0.6651861427355601,0.21524658109241296,0.2297408475393105,0.11398539778449143,2.023525466503044,0.665350321208237,0.22376134089211086,1.9646107300863238,0.27868190988567587,0.2839414980056138,0.5115206837654114,0.3434351344823813,0.21474247113797096,0.11389601892395189,0.0011695658079693973,0.3646670339785487,0.0005863530589546337,0.0027722099890319526,0.0026415623699944293
51.0,0.6507704463495945,0.3655399675738666,26.9406225,186.70896,1.0,0.29694993957746874,0.509130112444166,0.28069019502501974,0.3420130875250484,0.6653807162049582,0.21357192626368596,0.22998147762480853,0.11398539778449143,2.0255614289102,0.6654802582315744,0.22363971882889067,1.9635428958953727,0.2785455521266604,0.28278322925958965,0.5122320055961609,0.34093363080945255,0.21311532898317476,0.11389601892395189,0.0011749007808216625,0.37609112772042863,0.0005851693526096718,0.002831484562497181,0.001773247491932614
52.0,0.655876571354863,0.4288805222370432,27.46887,190.36992,1.0,0.2982161940593177,0.5194090199952218,0.2776581870126134,0.34580554897509597,0.665438568339845,0.21625335133721263,0.23010787533253682,0.11398539778449143,2.026266584072844,0.6656836597454098,0.22319314087609413,1.9596219690972665,0.2774008350730689,0.2831621259490844,0.5166245102882385,0.34465103949497455,0.21576849721147698,0.11389601892395189,0.001204546177235941,0.3967783398929896,0.0006367786798431059,0.0028183682182246514,0.0019413198656704396
53.0,0.6514538626561437,0.33972875099650846,27.9971175,194.03088,1.0,0.29783187164626046,0.521581499778252,0.2783079870942357,0.3476763345837623,0.6654738687999175,0.21751686590688138,0.2304974923145974,0.11398539778449143,2.029914965785898,0.66539630239942,0.22325715480905453,1.960184007468451,0.27777055995842537,0.28321730114057175,0.5168011784553528,0.3464486065450837,0.21701541631961818,0.11389601892395189,0.0011160877879018052,0.3779776453793602,0.0006014106607347301,0.0026012911700677424,0.0011051396678070985
54.0,0.6538918788622319,0.38240615984875254,28.525365,197.69184,1.0,0.29831510064310085,0.5183137002713368,0.27710755292164174,0.35037079432694107,0.6654698322319096,0.2193494297388028,0.23086249491254546,0.11398539778449143,2.0329352779256666,0.665328773799596,0.2229746596092542,1.9577037170907077,0.2754644458680333,0.2832668734308079,0.5179974436759949,0.3492846588668697,0.21889766386763088,0.11389601892395189,0.0011060586254668797,0.3840454705978118,0.0005777082140973561,0.0026443772798108276,0.001832327666410383
55.0,0.652728009909383,0.3639119055549983,29.0536125,201.3528,1.0,0.29803320666501437,0.5144485464190158,0.2779377062369971,0.34786860577148754,0.6655156357146298,0.21759375059204383,0.2312154404562725,0.11398539778449143,2.034945309912602,0.6647200500933955,0.22289776926360075,1.957028624612675,0.2766819072501633,0.282540159135265,0.517359733581543,0.3468318451558754,0.21723339598437888,0.11389601892395189,0.0010466196785718425,0.37277884663126315,0.0005828638882243999,0.0024163218295416193,0.0016426856827726766
