round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_ece,fed_f1,fed_auroc,fed_auprc,fed_f1_best_threshold,fed_f1_best,fed_prevalence,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6883664729942506,0.11540375368063252,3.65056,3.65056,0.9971592150692714,1.1540482487787096,0.3752263736980007,0.1528602656327103,0.51835863530303,0.12956842718204356,0.39016555118830953,0.21691702469038773,0.11406987724268176,0.24381042728272553,0.5096710592926958,0.12053822379968948,1.0583181478904242,0.1841354723707665,0.20470375395748533,0.39703887701034546,0.3831816606271956,0.24829457075395828,0.11389601892395189,0.027601356989254422,2.982072706799954,0.023294823848885884,0.0304498820320699
2.0,0.6923619874683168,0.9019317367759733,5.632,5.632,0.5412350858791136,1.527843162768775,0.36790726698716936,0.21072928418037343,0.5964319796148018,0.17378959415995476,0.4875702072510676,0.24552101689896944,0.11406987724268176,0.23650159294807488,0.5035006193656413,0.12751707738212337,1.1195920505989434,0.18621821164889255,0.20464737056665308,0.3821413815021515,0.38930088814560415,0.2542845069080652,0.11389601892395189,0.008391902752616979,2.5961322288494557,,0.008391902752616979
3.0,0.7070098740681592,2.7564894073439286,7.61344,7.61344,0.5412350858791136,1.8049190356856817,0.3593724291022436,0.24521884196104085,0.633039371351044,0.20623760221604343,0.4963436574559937,0.26694820474854297,0.11406987724268176,0.2289322604565714,0.5439894676969332,0.14448227531015295,1.2685454388587842,0.1538788522848034,0.208740852198892,0.4095994830131531,0.3171713578476928,0.20307601105435372,0.11389601892395189,0.0035095524507180362,1.983208668534644,,0.0035095524507180362
4.0,0.7074858226757377,3.5312926478067355,9.59488,9.59488,0.5412350858791136,1.9378361958556998,0.34199861274750154,0.25582135216903495,0.646834181686163,0.2214572990827687,0.4932840068309533,0.2831995606983008,0.11406987724268176,0.21616499708348474,0.529532474191174,0.1343299485616219,1.1794086380781552,0.11996800853105838,0.20502207505518766,0.2144642174243927,0.2584853451707456,0.1730419531968902,0.11389601892395189,0.0018613051466038334,1.5094312647124752,,0.0018613051466038334
5.0,0.7269182980969506,6.440659897509134,11.264,11.264,0.4559241291901578,1.662136238363688,0.3693521867627275,0.23562595920966967,0.6070941398906887,0.19053431655203476,0.5171466828818436,0.2545780762896189,0.11406987724268176,0.23774917052583397,0.5686617149207308,0.1506064020475683,1.3223148927455302,0.19435215946843853,0.22173607313071333,0.385944128036499,0.2894406143745213,0.19207870910429062,0.11389601892395189,0.0034713956369591603,0.8620884381234646,0.0034713956369591603,
6.0,0.7336913859012568,7.30310273611579,13.24544,13.24544,0.5412350858791136,1.7314033104794673,0.35986057946075617,0.24100801760018833,0.6240281708593649,0.1980977894477401,0.4987885489998879,0.2637315916849199,0.11406987724268176,0.22920505043639944,0.5340875988877973,0.12880644772290797,1.1309126424244182,0.2035102988105599,0.20732194871209092,0.43289512395858765,0.41051630305682313,0.28108576051056705,0.11389601892395189,0.001637824109682284,1.7483201848808676,,0.001637824109682284
7.0,0.7327700386912136,9.916702507413099,15.22688,15.22688,0.5412350858791136,1.8311515771877955,0.35645688346202814,0.2581904849260635,0.6367685869146033,0.2092571675382966,0.5171969376347295,0.28110985487255585,0.11406987724268176,0.22664057508278415,0.5224120909650524,0.1251128718850743,1.0984832750704998,0.2006324666198173,0.20706507304116867,0.4546644985675812,0.4706525169701063,0.3378328973836613,0.11389601892395189,0.0010051826277895962,1.3213057961547747,,0.0010051826277895962
8.0,0.7357004307231172,12.712498282282281,17.20832,17.20832,0.5412350858791136,1.8788110573648493,0.3677461072084924,0.2526275528163003,0.6427829458359517,0.21437414347576478,0.5371408835968058,0.2812463128429143,0.11406987724268176,0.2351431481063983,0.5391007158257471,0.13549381451113862,1.1896273091125997,0.20573163788195103,0.20652827918170877,0.5496046543121338,0.45246508456884726,0.3210140324718956,0.11389601892395189,0.0007087693255790489,1.093295800150372,,0.0007087693255790489
9.0,0.7485152185315123,13.793483609296558,19.18976,19.18976,0.5412350858791136,1.9227984534816616,0.3521814877619375,0.2639317322693928,0.6476544747010623,0.21995423006152962,0.53942650786015,0.2820339048220805,0.11406987724268176,0.22338368224518898,0.5292231302057323,0.12952985934346717,1.1372641516992263,0.2048715784396479,0.2056426970869831,0.4137280583381653,0.47427768013387805,0.3441773561841548,0.11389601892395189,0.0005437172911050575,0.9675396883394569,,0.0005437172911050575
10.0,0.750592096859577,17.568124271777812,22.84032,22.84032,0.9971592150692714,1.591780472679035,0.346341547947805,0.2188546883048893,0.5963929545048308,0.18148012281501383,0.4799410281970811,0.2484813901259075,0.11406987724268176,0.22612473790642895,0.5271220884456245,0.12014255404623855,1.054844191933148,0.2027598640870952,0.21079238184810722,0.418241411447525,0.43309304203615556,0.32124602829446547,0.11389601892395189,0.000782171771599885,1.9456713563995436,0.001387768418051672,0.0006479087037841736
11.0,0.7890001314230572,29.306552898188762,24.82176,24.82176,0.5412350858791136,1.8165004500495525,0.3556600265972948,0.24449837692204135,0.6319926763748089,0.20639210218576728,0.4960705050159109,0.2722906741212968,0.11406987724268176,0.22748670855620703,0.5181758227382913,0.11809075006983502,1.036829479954729,0.20748781841731945,0.20856123662306777,0.4795878529548645,0.4822185412678331,0.36563713204757886,0.11389601892395189,0.0006859227082448461,1.5672629468608648,,0.0006859227082448461
