round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_brier,fed_auprc,fed_auroc,fed_auprc_lift,fed_f1,fed_ece,fed_f1_best_threshold,fed_f1_best,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
28.0,0.6420864553793785,0.5932285720857716,102.50688,102.50688,1.0,0.1142299704197873,0.2088442170319678,0.24296124077863115,0.6856906466646135,2.1312137531062,0.2967532343897486,0.3295476165272995,0.5584965440432281,0.31420006316076815,0.661165141799518,0.22483258461301556,1.9740161836836085,0.2737695425593515,0.2795583086453003,0.5318530201911926,0.3299262966287383,0.21160687801179145,0.11389601892395189,0.0033093287985938,0.46189938050156343,0.003456628148966818,0.003200109559346684,0.002509759278431394
29.0,0.6365248476143183,0.6678801190422551,106.16784,106.16784,1.0,0.1142299704197873,0.204332847030925,0.24353000612576386,0.6856658522665349,2.13699701583669,0.2978487817931702,0.32480610709102137,0.5217230228219641,0.31447964484634033,0.6616247905684746,0.2245356822404579,1.9714093992203525,0.274030669492582,0.2791044776119403,0.5388251543045044,0.3252769721292923,0.20691671999173533,0.11389601892395189,0.003453273698285766,0.48755161251028767,0.003654634732632878,0.003308685644577551,0.001906225704202338
30.0,0.641479110231494,0.721259559598536,109.8288,109.8288,1.0,0.1142299704197873,0.20867785715733822,0.24406733347830528,0.6858270255223105,2.141219953253237,0.29963447042054786,0.33037107374873853,0.5497366391383528,0.3158556400416096,0.6623378629659104,0.22592176581414983,1.9835791272476107,0.2746851830057667,0.27938883691923916,0.5620967745780945,0.3308161478764314,0.21145128613406558,0.11389601892395189,0.0034380724540453243,0.4897084805306804,0.0036503137303814147,0.00328044569906065,0.0020671502056662156
31.0,0.6445191639284037,0.6771847903240484,113.48976,113.48976,1.0,0.1142299704197873,0.21174119492314059,0.24496686631964865,0.6871150004630939,2.1479171533548853,0.2957992662225103,0.3344436254249404,0.5663951359113878,0.3186102190424973,0.6622216048449718,0.22539226013917074,1.978930100179047,0.2744708994708995,0.2792860356982151,0.5637741088867188,0.3348663492076974,0.21470294576408558,0.11389601892395189,0.0034135375885762185,0.4914886084943646,0.003575265136212674,0.0032970810146739273,0.0020114544804193182
32.0,0.6340550128231279,0.7037155542769964,117.15072,117.15072,1.0,0.1142299704197873,0.21038883152861468,0.24652498901145548,0.6877582169407092,2.1603577896020467,0.2947005586568721,0.332831306268716,0.563145762875529,0.3213669114002936,0.6619960786477153,0.22518437479366707,1.9771048797063062,0.2742202138212278,0.28044623489308956,0.5657214522361755,0.3329358703841038,0.2132575407062433,0.11389601892395189,0.0033856208206875732,0.4922548668964737,0.0035838144277494078,0.003235236674479912,0.00215298911071717
33.0,0.6379794597906574,1.2560368564741795,120.81168,120.81168,1.0,0.1142299704197873,0.20354478524296535,0.2475705189492441,0.6885232559645236,2.169262025842594,0.29615946571264856,0.32101002435005144,0.5483439928657481,0.3194472724371929,0.661502307919472,0.2252918057672874,1.9780481170084991,0.27181008902077153,0.2806192977605751,0.5355446934700012,0.32107516680814835,0.2067120659860664,0.11389601892395189,0.0034742106129440667,0.5105221741105197,0.0036510319879016436,0.003345682987245924,0.0018581855390715433
34.0,0.6381310843377114,0.8518542124363586,124.47264,124.47264,1.0,0.1142299704197873,0.20388532077976396,0.2504488494973798,0.6903859963066981,2.1929671622879807,0.29991153762367784,0.32377678943065624,0.5564985368169874,0.32119745994947724,0.6607749667954056,0.22398356718533918,1.9665618631928874,0.27590318349827114,0.2790374182779246,0.529857873916626,0.3242815486946904,0.20727716226519,0.11389601892395189,0.0035311756007352247,0.5259152436156,0.0036374030569969427,0.0034678663775791836,0.00152371699267353
35.0,0.6402866027962122,0.7554095425259334,128.1336,128.1336,1.0,0.1142299704197873,0.2130523959455299,0.2508090985379273,0.6912674650076838,2.1989245476512034,0.2967846343693052,0.33557989164334395,0.5551021484500686,0.32017599209786163,0.6606757257310294,0.22484904518728058,1.9741607065073254,0.270392749244713,0.2803413857948792,0.561398446559906,0.3360026335714297,0.2165738489529422,0.11389601892395189,0.0033466661936804197,0.5034204214643978,0.003481819678539229,0.003253069092253212,0.0016552396856310701
36.0,0.6397807970258095,0.7169598850178666,131.79456,131.79456,1.0,0.1142299704197873,0.20615436862120165,0.2492156362802245,0.6923871614793985,2.180325204558439,0.29997279631827034,0.3248752854045616,0.551596196557661,0.32245314500613476,0.6618928845060402,0.22579799701901276,1.9824924448832366,0.27542274727820243,0.2805707427657021,0.5329169631004333,0.3253665638321556,0.2099774246949211,0.11389601892395189,0.003292320473950778,0.5006187583585415,0.0032809256107833055,0.0033223128728947448,0.001810093796902688
37.0,0.6427711906034607,0.8423087213347202,135.45552,135.45552,1.0,0.1142299704197873,0.21083627527312634,0.2525493858399004,0.6938076609726015,2.21615854755608,0.29896145199139124,0.3339114720540483,0.5641116374156738,0.3255193449135012,0.6611226995537265,0.2256452085056636,1.981150971188259,0.27101317582916856,0.28158295281582957,0.5653929710388184,0.33451051752144545,0.21449827969107937,0.11389601892395189,0.0033401258571613855,0.513048464737949,0.003439293459974263,0.0032744203188758854,0.0017580909266188115
38.0,0.6412151815365705,0.9150379155546036,139.11648,139.11648,1.0,0.1142299704197873,0.2054752369968784,0.2538502457477125,0.6939624215470104,2.2263925564886886,0.30180178977813843,0.3265133102989661,0.5616208943428467,0.3243256065697646,0.6599467029804296,0.22511497086398619,1.9764955174973668,0.2711027509992946,0.28128689492325853,0.5477774739265442,0.32657895501909456,0.2090684462655724,0.11389601892395189,0.003190245705308283,0.4948631536717585,0.0032338639071657674,0.0031721276558321233,0.0016636262561663534
39.0,0.6365746204478177,0.7679256516851554,142.77744,142.77744,1.0,0.1142299704197873,0.21571945298604286,0.25348934163360254,0.6951784567013997,2.219258251929724,0.3019963671771048,0.34121667671979383,0.5793707554422441,0.3255466714615544,0.6606840836658897,0.2261856297281838,1.9858958360889454,0.27072178196615976,0.281255028157683,0.585045337677002,0.3415220054589758,0.21930499967354702,0.11389601892395189,0.0031520706880268996,0.49437522635344067,0.003198193166333048,0.003132857781439896,0.0015354936605259772
40.0,0.6330533858292057,0.7706594015221332,146.4384,146.4384,1.0,0.1142299704197873,0.22148811187406017,0.2554403840624351,0.6950040804727518,2.237849373268722,0.29665578577603086,0.34977818901160423,0.5892235513086533,0.3258401918167302,0.6588505460191156,0.22614687058345415,1.9855555331960453,0.2672182006204757,0.27980386147716824,0.5834510922431946,0.34992288214729345,0.22516606907063436,0.11389601892395189,0.0030711317467455963,0.48681585643134895,0.0031343297068691166,0.003034713674698322,0.0015749148203916387
41.0,0.6384993115328687,0.7840184950770923,150.09936,150.09936,1.0,0.1142299704197873,0.21598116693450695,0.25723190949564934,0.6957975625903811,2.25056002329035,0.29629194570832984,0.339978913144773,0.5914170972046795,0.32895344153284395,0.6599698567188936,0.22559177067560812,1.9806817903462914,0.26811897779639715,0.2825138201920279,0.5717838406562805,0.33975894551997377,0.21985474343645747,0.11389601892395189,0.0032000470977663173,0.5128667526641948,0.003184866945080627,0.003238950433632351,0.0014360815731298698
42.0,0.6382068303513934,1.077071005919637,153.76032,153.76032,1.0,0.1142299704197873,0.21030534217076105,0.25558926342493915,0.6969111403725361,2.2344744221496136,0.29904341570826354,0.33095915172856566,0.5887029356848895,0.3272041330990697,0.6615853978394564,0.2264000002998778,1.9877779964464304,0.2722838137472284,0.28287903529707326,0.5300197601318359,0.3311626639835301,0.2144922083050888,0.11389601892395189,0.0032759393710245998,0.5313459135177254,0.0032607601982382194,0.0033176325701161154,0.0013737424143722597
43.0,0.6368313235347974,0.8835525938351863,157.42128,157.42128,1.0,0.1142299704197873,0.20559437206276782,0.2602317277516272,0.6994538256592209,2.27518392708651,0.3047827535983754,0.32585935993498144,0.5761427245473794,0.3301534860235568,0.6616853667720336,0.22572704371959224,1.9818694793038347,0.2755371710904286,0.2821011673151751,0.542492687702179,0.3260728201189407,0.20981214845580445,0.11389601892395189,0.003300748785365327,0.5415417154117677,0.003277425772274928,0.0033506603919398036,0.0013619842400890557
44.0,0.6359843251684733,0.961420684677441,161.08224,161.08224,1.0,0.1142299704197873,0.21299179727597245,0.2588306873159074,0.6995035031136162,2.261487303673621,0.3030608507494494,0.3369716681327594,0.5802899809824197,0.3290851736394423,0.6606050848671733,0.2263719150228568,1.9875314094516756,0.27255576517589614,0.2837855724685639,0.5395176410675049,0.33733501085897444,0.21737893767515906,0.11389601892395189,0.0033101986213621643,0.5489632112239633,0.003086595398260998,0.0035488410346528705,0.0013548440782961244
45.0,0.6356611963674618,0.9743638324786573,164.7432,164.7432,1.0,0.1142299704197873,0.22151676191727623,0.2574210390185597,0.6989007347411186,2.2466574195482636,0.29907973860732034,0.34864810645201416,0.6045098675415976,0.3278788361199619,0.6598600615656023,0.2263330174878813,1.987189891500978,0.2700684505289359,0.28332448220924056,0.5598804354667664,0.34905525029374573,0.22609093461039814,0.11389601892395189,0.0032956635807410086,0.5527133103223605,0.003098818130285946,0.003507709890485841,0.0016116478498854393
46.0,0.6298266559371087,0.8578810086866694,168.40416,168.40416,1.0,0.1142299704197873,0.2090784044107738,0.2604944173768605,0.7004397597549237,2.283854385290562,0.30624823118980626,0.3303441630980129,0.588315449852469,0.3309982516426142,0.6604397458404717,0.2253218210307334,1.978311649164667,0.27625056331680936,0.2819020581973031,0.5566285848617554,0.330646080670986,0.21366929405936247,0.11389601892395189,0.0032722922237000064,0.555268168769544,0.0030324107619213113,0.003529268957688122,0.0015120586563602788
47.0,0.6423690926400764,1.074543719006446,172.06512,172.06512,1.0,0.1142299704197873,0.20134075382643277,0.26255983777270514,0.7024062383428971,2.2897371243447338,0.3089186743198908,0.3190776448411049,0.5697351910051508,0.332991362098926,0.6607634463987064,0.22665998047859723,1.9900606063319701,0.27602505021859863,0.2811544991511036,0.5833829641342163,0.31951094156011994,0.2062288701513416,0.11389601892395189,0.0033959017829243705,0.5841262607118551,0.0031611123154837916,0.003656266412404868,0.001230329569058712
48.0,0.6385429084745838,1.0813086972331656,175.72608,175.72608,1.0,0.1142299704197873,0.20274903284564683,0.2655861919246184,0.7032632528618892,2.3185250017577714,0.30947404578440924,0.32183600649724375,0.5754075668401917,0.3381054317304782,0.6589537652596941,0.22605674211244894,1.9847642107963976,0.2763018065887354,0.2812632771562102,0.5418986678123474,0.3218951847193687,0.20770725101145954,0.11389601892395189,0.0032128926871463582,0.5593786142999306,0.002961467885368439,0.003487444209744321,0.0013137924009953789
49.0,0.6389507963069008,1.2480512811845923,179.38704,179.38704,1.0,0.1142299704197873,0.2180818066417503,0.2648854180538697,0.7041633932242094,2.3144478252147525,0.30056249616980674,0.3446196058705385,0.5951072232310891,0.3360142985301598,0.6574444677975797,0.22500721063014217,1.9755493893107798,0.27187925793941936,0.2810280253131861,0.5469977259635925,0.34495294083473604,0.22325437321098224,0.11389601892395189,0.003368636134251072,0.593532549275551,0.0030958941417912147,0.0036683896649465433,0.0013846893427959415
50.0,0.6332027584207528,1.2949428498666884,183.048,183.048,1.0,0.1142299704197873,0.2030446273877907,0.26495587261158604,0.704104080673954,2.3170556946750867,0.3097576336557264,0.32154942339392784,0.5856628797414268,0.33613832108432073,0.6579709047487076,0.22482361281692365,1.9739374118689597,0.2749822820694543,0.2819284802043423,0.5751757621765137,0.32193595944081677,0.20858288539552008,0.11389601892395189,0.0032519104251747333,0.5805124079815869,0.0030040153443486053,0.0035286100260711654,0.0013413631584295903
