round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auprc_lift,fed_f1_best,fed_auroc,fed_f1,fed_ece,fed_brier,fed_f1_best_threshold,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
50.0,0.1391908733183289,13.047046718194316,389.07264,389.07264,0.9991046702896288,,,,,,,,,,0.3655469079656805,0.9581388348275611,0.9907521216241671,0.0,0.9832657200811359,0.48288819193840027,0.4841270055408192,0.2662135843574343,0.9670822942643391,3.155141055596963e-05,0.01931872066881013,1.0989044071980946e-05,3.491591595636863e-05
51.0,0.11572990616286431,8.222256595648757,389.524608,389.524608,0.035646615445478584,,,,,,,,,,0.3497429165299201,0.9557845887650748,0.9883177413481047,0.0,0.9832657200811359,0.48288848996162415,0.4841255104749874,0.2662122058795643,0.9670822942643391,1.1982196886025061e-05,0.0010316624102273408,1.1982196886025061e-05,
52.0,0.11974717393147967,9.398670475962806,402.192384,402.192384,0.9991046702896288,,,,,,,,,,0.3584634378858205,0.9570280908864475,0.9896035699986215,0.0,0.9832657200811359,0.4828782379627228,0.4841354215680215,0.26622177027061955,0.9670822942643391,2.8998001405931204e-05,0.017757863464378687,1.0895984701504418e-05,3.1959549836894124e-05
53.0,0.20843752796629458,18.372804898273774,402.644352,402.644352,0.035646615445478584,,,,,,,,,,0.32620297873005455,0.9515984243565286,0.9839890875888808,0.0,0.9832657200811359,0.48287561535835266,0.48413483869107876,0.26622134332206326,0.9670822942643391,2.5146345260121033e-05,0.0021651963824069753,2.5146345260121033e-05,
54.0,0.10561708094380716,7.212221825170275,415.312128,415.312128,0.9991046702896288,,,,,,,,,,0.27829871692687574,0.9432628765919013,0.9753698130823941,0.0,0.9832657200811359,0.483033686876297,0.48394378110060365,0.2660370740081099,0.9670822942643391,0.0001237461228646428,0.07579439587249226,1.8543755405953354e-05,0.0001409559651606397
55.0,0.08495213562593755,4.943429389635688,415.764096,415.764096,0.035646615445478584,,,,,,,,,,0.2817564505290137,0.9439849926939747,0.9761165086907785,0.0,0.9832657200811359,0.48303356766700745,0.4839430153667183,0.26603628460186873,0.9670822942643391,1.1180927317920753e-05,0.0009628667226415644,1.1180927317920753e-05,
56.0,0.17486573592464819,12.635866573466325,428.431872,428.431872,0.9991046702896288,,,,,,,,,,0.28602294216012625,0.9452353221762987,0.9774093970930784,0.0,0.9832657200811359,0.48302680253982544,0.48394984168899324,0.26604279336462217,0.9670822942643391,2.979709889150601e-05,0.01825559581852687,1.1088279766289177e-05,3.285702119976728e-05
57.0,0.13771079917053158,8.730509254517616,428.88384,428.88384,0.035646615445478584,,,,,,,,,,0.2893908137590448,0.9463136489503384,0.9785244281307007,0.0,0.9832657200811359,0.4830273389816284,0.48394956016481067,0.2660424893709685,0.9670822942643391,1.1128726673687926e-05,0.000958412947390741,1.1128726673687926e-05,
58.0,0.0917952216902282,4.880320352344255,441.551616,441.551616,0.9991046702896288,,,,,,,,,,0.29615781330582774,0.9477874105863775,0.9800483539070072,0.0,0.9832657200811359,0.48302045464515686,0.48395694390199423,0.2660495689174755,0.9670822942643391,2.7935357731709475e-05,0.01711756223958716,1.0516984635472022e-05,3.0783821514779536e-05
59.0,0.1223274172913592,6.183755768271021,442.003584,442.003584,0.035646615445478584,,,,,,,,,,0.29900604810352105,0.9483101448690293,0.9805888811049014,0.0,0.9832657200811359,0.4830206036567688,0.4839566707759724,0.26604928526249505,0.9670822942643391,1.026611751654039e-05,0.0008841430797339456,1.026611751654039e-05,
60.0,0.12935775760274446,6.831992265441631,454.67136,454.67136,0.9991046702896288,,,,,,,,,,0.3022254520449466,0.948810381700531,0.9811061450797136,0.0,0.9832657200811359,0.483009934425354,0.4839671122314329,0.2660593632595181,0.9670822942643391,2.7266119701547956e-05,0.016709786704652174,1.001300736589271e-05,3.0087159755799564e-05
