round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_ece,fed_brier,fed_f1_best,fed_auprc_lift,fed_auroc,fed_f1,fed_prevalence,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,11.467470205142401,269.2181457924482,3.66096,3.66096,1.0,0.21756778455870773,0.3772849637255717,0.24034843217291876,0.29127689166161536,1.9236264801654144,0.6596884100000993,0.2717778425387233,0.11462923328717109,0.5081294697942593,0.6542935514541828,0.20958261013872903,1.8401223512357079,0.2713028546898476,0.27479725514660014,0.5278506875038147,0.37816078704480666,0.2407323006467925,0.11389601892395189,0.021646199236788146,2.341945636077071,0.0186082843648607,0.02378190924449284,0.008671224792885866
2.0,10.152236213871603,385.9132213137669,7.32192,7.32192,1.0,0.22380734848444941,0.3686176870784125,0.23335497866925528,0.29731263274233494,1.979488862203379,0.6634020778225079,0.27414741111383406,0.11462923328717109,0.510173920904541,0.6607268521974267,0.21596117063408907,1.8961257177767192,0.27816901408450706,0.28116241333530023,0.5407110452651978,0.3697508768944383,0.2338660618075145,0.11389601892395189,0.013614854159070983,1.5461799528111442,0.013416318372716979,0.01383033683660961,0.0048030191151228275
3.0,9.634688145662647,468.4546443238475,10.98288,10.98288,1.0,0.22617062039920308,0.3713065871067676,0.23560214962638384,0.29980855915746646,1.996235001025327,0.662977309504521,0.28052207619842284,0.11462923328717109,0.5329578569669888,0.6631843611342676,0.22149087860952538,1.9446762117068757,0.2765909601978862,0.28420434527304755,0.5690328478813171,0.37261659838399847,0.2362337603588996,0.11389601892395189,0.010519985625432968,1.2585813118585065,0.010738571704182846,0.010435335029979143,0.003769901071117474
4.0,9.466089625171156,519.680813507234,14.64384,14.64384,1.0,0.2282052165253161,0.3824104123491943,0.24426032951773852,0.30285050365398275,2.0123528804793307,0.6661495984007151,0.27675421810250206,0.11462923328717109,0.5532743122368153,0.6632357385896996,0.22162519984647475,1.9458555438575371,0.27208918249380676,0.28307611133095895,0.5729238390922546,0.38361072630429643,0.24484738881743737,0.11389601892395189,0.009020256267755112,1.1372088565331069,0.008981614311535508,0.009105939188554605,0.0027303078008344725
5.0,9.339319668493035,537.7505764455689,18.3048,18.3048,1.0,0.22299653810588646,0.3870945604163724,0.24814669757321745,0.30639531274417536,1.961913205693071,0.6651867684108974,0.27417437860954125,0.11462923328717109,0.5829992855145232,0.6607711643115277,0.20966306962707687,1.8408287805657932,0.2712125589906578,0.28637350705754616,0.5915408730506897,0.3886728639019244,0.24910901542881803,0.11389601892395189,0.00857565691031535,1.1339916367742262,0.008624245737802124,0.008597120650353179,0.002487869615638512
6.0,9.32502358953305,548.298927445345,21.96576,21.96576,1.0,0.2283495817212102,0.37591184437252423,0.23925037388883333,0.30846613551045254,2.009137009866219,0.6692769998621819,0.28281798949366044,0.11462923328717109,0.5601648851904568,0.6627436243890865,0.21379285807122825,1.8770880676169837,0.2783841566332846,0.2844167639807967,0.5551598072052002,0.3772380421587515,0.2401648562935231,0.11389601892395189,0.008411807986450954,1.1677569682092326,0.007885368993338674,0.00885985002171002,0.0020662378306510777
7.0,9.311086347480515,607.6515987309714,25.62672,25.62672,1.0,0.2320476007564122,0.3720577443132288,0.23622145109810547,0.3077141375430695,2.048044616729942,0.6706577436349745,0.2839283296319794,0.11462923328717109,0.5619636811039301,0.6643094069334918,0.22240112759937913,1.952668141525437,0.2802191397598788,0.2843933875035024,0.5677646398544312,0.3730902636850346,0.2368390864273169,0.11389601892395189,0.007707487708236381,1.124116177097676,0.007394554106122391,0.007994394222741702,0.0021801743719945203
8.0,9.297327057748058,540.5013774734927,29.28768,29.28768,1.0,0.23503893659248823,0.3724687054151103,0.2366699368383826,0.3119773688459037,2.0715022122452647,0.6732252042900342,0.2869830658368823,0.11462923328717109,0.580576747745917,0.6645032583145514,0.22318452372156677,1.9595463110136147,0.27665770609318996,0.2845594179466451,0.5766366720199585,0.3736472666065588,0.2375904264379228,0.11389601892395189,0.0063619283110259465,0.969120805930288,0.006224338033986227,0.006507653757500922,0.0018487068259879754
9.0,9.275665509420424,679.8861418623807,32.94864,32.94864,1.0,0.23599713645017484,0.3740481337649417,0.23766394123114573,0.3132391431696117,2.0787140884073496,0.6739983806552956,0.2875862264898935,0.11462923328717109,0.5802603846632323,0.6637073846345216,0.2240496514411351,1.9671420788704874,0.2762468685948531,0.287773851590106,0.5838260054588318,0.37532158584232095,0.23873530002454138,0.11389601892395189,0.0062814303560542835,1.000260258655544,0.005958672097780404,0.006576043581724102,0.0019204854394834527
10.0,9.318201476043292,628.2344792298384,36.6096,36.6096,1.0,0.2373273213678673,0.37743378139354106,0.24021062761620218,0.3150342217614744,2.0893636481595514,0.6755134212836388,0.286677108629746,0.11462923328717109,0.5844485694806341,0.6651720687956928,0.22234810033440894,1.9522025654195188,0.27658414221834443,0.28803301237964235,0.5915072560310364,0.37858605455923855,0.241394696607742,0.11389601892395189,0.005997307513323418,0.9962668961961754,0.005809577551867571,0.006183627512121523,0.0019104694435571232
11.0,9.276300060418391,610.1205531963429,40.27056,40.27056,1.0,0.2315442064865228,0.3745454587553544,0.23772545151397825,0.31148810300970764,2.034593316413844,0.6771870768351361,0.2901306480721847,0.11462923328717109,0.580301495057186,0.6643293856606651,0.22050266404253915,1.9359997489444147,0.2772324634905435,0.28188319427890346,0.5959014296531677,0.3752655672663453,0.2388278153099369,0.11389601892395189,0.005970352729836294,1.0346867266316622,0.005495578722830409,0.006397739672243989,0.002268961520038766
12.0,9.213025674660754,658.4105250390292,43.93152,43.93152,1.0,0.23743164566175995,0.3815621050534554,0.24327246231713132,0.3133960232144905,2.0922693083430453,0.6764915404373931,0.28595065340653314,0.11462923328717109,0.5860253672886896,0.6645471437472934,0.22564175861747038,1.981120681383349,0.2751790981879477,0.2845751993401155,0.5994930267333984,0.38248931821324134,0.24438014707207867,0.11389601892395189,0.006207398584713773,1.1245693420205498,0.005724756450974043,0.0066483947202878165,0.0024702054305165574
