round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_auroc,fed_auprc,fed_prevalence,fed_brier,fed_auprc_lift,fed_ece,fed_f1_best,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6905416679998535,0.09713789122309457,3.65056,3.65056,0.9971592150692714,0.07353792267118578,0.5440913598522423,0.14748102071154598,0.11290119572057894,0.23922920274214188,1.3017212889205183,0.37257841807855163,0.22073694881146486,0.4856505565462507,0.547945883149846,0.1435186661969808,1.2600850104585999,0.08063930257900472,0.21118555199533937,0.47503742575645447,0.3638423411569812,0.23291673176372943,0.11389601892395189,0.02859865233697586,3.045509651536122,0.023899285514872144,0.0317358170445732
2.0,0.6869176452716736,0.209918460298522,5.632,5.632,0.5412350858791136,0.22824430795989065,0.6219770986033576,0.19684167123417495,0.11290119572057894,0.24368046167561175,1.727340441453029,0.3812239385517682,0.26287114972988823,0.5012550660560834,0.5473990156912822,0.14067997518906822,1.2351614790241257,0.16459571402845308,0.21229666390956717,0.48006194829940796,0.37114225223947717,0.23827765309147655,0.11389601892395189,0.016899596569332716,2.142702846089378,,0.016899596569332716
3.0,0.6783475561944223,0.2884778039560007,7.61344,7.61344,0.5412350858791136,0.247675093472014,0.653561757756915,0.21820330605729765,0.11290119572057894,0.22392017322728305,1.9241262993058919,0.35594940842923456,0.28520583162979884,0.4897307082438633,0.564828434688311,0.15459646276434402,1.3573473789945874,0.10238907849829351,0.21645537309623072,0.4716990292072296,0.3573327543400238,0.22789158707531315,0.11389601892395189,0.009190852461265843,1.7490239990875125,,0.009190852461265843
4.0,0.6730852737412809,0.42353595591149923,9.59488,9.59488,0.5412350858791136,0.26666510517324216,0.672323813781066,0.22511480927839456,0.11290119572057894,0.2234068692387678,2.0006585747718892,0.35641039684649295,0.2994961626954276,0.5003173590400369,0.4737364069985983,0.11715561257403408,1.0286190305936735,0.08705678869991353,0.2046916040213749,0.42600199580192566,0.35429436690320526,0.22697413219869217,0.11389601892395189,0.005693347435082371,1.434898196021095,,0.005693347435082371
5.0,0.6786111878358161,0.4729739542474777,11.264,11.264,0.4559241291901578,0.2528668975870734,0.6508869945487572,0.20976062059851,0.11290119572057894,0.21762962825015497,1.86258297853205,0.3457682660544646,0.278931363323511,0.48511953063360763,0.4707688506946046,0.12273576141128549,1.0776123921700536,0.10489157841654059,0.20450951154489178,0.38088151812553406,0.3529117696793068,0.22610658669252195,0.11389601892395189,0.009807009530135111,0.9300159476697445,0.009807009530135111,
6.0,0.673345178286977,0.5030640424907248,13.24544,13.24544,0.5412350858791136,0.26157888905500404,0.6597763828290015,0.2195514402223888,0.11290119572057894,0.2338710435565991,1.951927439004165,0.3703813513807712,0.29051808375058197,0.5201522105628398,0.41776011712955485,0.0982261179027977,0.8624192384492653,0.1120083355040375,0.20451875282422052,0.3892315924167633,0.36885562135616595,0.2396208284930881,0.11389601892395189,0.004954513587672932,1.55246012553107,,0.004954513587672932
7.0,0.6655112013556737,0.6677878891056981,15.22688,15.22688,0.5412350858791136,0.26936727863847415,0.6692117619517538,0.22678338519443847,0.11290119572057894,0.22751405093919885,2.020336644010978,0.36178137930198007,0.298289450234297,0.5226657815516706,0.4084556273222447,0.09158458602260042,0.8041069994180502,0.159172252228802,0.20455572629485672,0.41059496998786926,0.4046566473894134,0.2684798373360399,0.11389601892395189,0.0035948087566747356,1.3453273181803524,,0.0035948087566747356
8.0,0.6605833761926322,0.9064673198679367,17.20832,17.20832,0.5412350858791136,0.2824051615940516,0.6764826724607185,0.23522275974551193,0.11290119572057894,0.21480827895161836,2.1134018004542443,0.34285798687054114,0.30287427602071026,0.5218535641141474,0.37955110259734,0.08580904268597114,0.7533980862251703,0.1537490532693764,0.2045649717514124,0.3778139352798462,0.41019430178341754,0.27519170712437624,0.11389601892395189,0.0028798718888499207,1.2541928661521524,,0.0028798718888499207
9.0,0.6471452585517091,0.948414240177123,19.18976,19.18976,0.5412350858791136,0.28157140675527687,0.680659599447048,0.2378317608815934,0.11290119572057894,0.215723360237685,2.1237981278345686,0.3441450593619131,0.3042006907746082,0.5332238754211843,0.4123454804831177,0.09396407542607708,0.8249987691739838,0.16250490260164727,0.2045002711006687,0.3430670499801636,0.40703388480998776,0.27167179673928943,0.11389601892395189,0.0023432052953823177,1.1603590537561104,,0.0023432052953823177
10.0,0.6666012304987247,1.0565928352326428,22.84032,22.84032,0.9971592150692714,0.2607498031829017,0.6474051724959986,0.2099340666343901,0.11290119572057894,0.2107092889370648,1.8693807734508217,0.3356104676400136,0.27780632637133534,0.4930157386408877,0.45214580314458136,0.10965839247458048,0.9627939019343524,0.1793428934470866,0.20461329715061058,0.4040679633617401,0.4086274172319692,0.2704202356982249,0.11389601892395189,0.0031009462429176927,2.1942617184249684,0.005432469855642715,0.0024804496545668122
11.0,0.6703489972850796,1.5044274325760565,24.82176,24.82176,0.5412350858791136,0.2733184963027848,0.6626239822724569,0.2245422970653404,0.11290119572057894,0.20841745021738847,2.003263280407079,0.33398462791649924,0.29249016417870016,0.4915960142547187,0.4343123670981687,0.09936990039258016,0.8724615779497018,0.17480878361707378,0.20451875282422052,0.3705732822418213,0.4100067843650019,0.272576800697781,0.11389601892395189,0.0021407299419634843,1.3322827277006581,,0.0021407299419634843
12.0,0.6597534989401008,1.3967545881970125,26.8032,26.8032,0.5412350858791136,0.28527409671357307,0.6737872318394929,0.2347777937081203,0.11290119572057894,0.2124562128759964,2.1068211162787014,0.33897253157039936,0.3009011966513955,0.5053062857829075,0.41443840274794846,0.09240304179382655,0.8112929904558284,0.17202601665552247,0.20454648167397296,0.3719194531440735,0.41687244390006206,0.2801946741437213,0.11389601892395189,0.0016048836717623223,1.0933016105554998,,0.0016048836717623223
13.0,0.6452076350247957,1.456242248960875,28.78464,28.78464,0.5412350858791136,0.28156038069268774,0.6798212117588442,0.23687170881337627,0.11290119572057894,0.21493002586918822,2.1240728344988495,0.3439041019573835,0.3042678577222365,0.5064500041188796,0.4131723764078539,0.0921917734778856,0.8094380677119349,0.1499142901667446,0.20451875282422052,0.30604809522628784,0.3911094517543191,0.2598965029854833,0.11389601892395189,0.0014076389009786872,1.047753373393789,,0.0014076389009786872
14.0,0.6350563535911984,1.4230699343367155,30.76608,30.76608,0.5412350858791136,0.29050209156826806,0.683899135527492,0.24237245711609462,0.11290119572057894,0.2168558041962947,2.180237539101982,0.3463849443255392,0.3107254925877373,0.5323731757883308,0.4040357731659491,0.08952016847656608,0.7859815410786086,0.1430229858370095,0.20451875282422052,0.3136674165725708,0.3946239311997847,0.263601230772872,0.11389601892395189,0.001369732008832173,1.101788145955652,,0.001369732008832173
15.0,0.6651181842021429,1.8166128451330306,32.4352,32.4352,0.4559241291901578,0.2607474446899285,0.657475182101179,0.21541244822245803,0.11290119572057894,0.22524022440178407,1.9255543728153102,0.3559863870486364,0.28633263514365803,0.5059183634644112,0.46147916924035004,0.10438100643878778,0.9164587790244253,0.16908807354510383,0.20452799493876814,0.3339857757091522,0.392397436744236,0.25947763868085394,0.11389601892395189,0.0033316861854838275,0.6753415963612497,0.0033316861854838275,
16.0,0.6655827317014859,1.9031416608523386,34.41664,34.41664,0.5412350858791136,0.2768342361577047,0.6681948464702526,0.22622061662866347,0.11290119572057894,0.22484739302530826,2.0192951216764174,0.35691137442411003,0.2956273480744276,0.5129118318562239,0.4755760562283707,0.11114720900765376,0.9758656189894267,0.18098137789421512,0.20452799493876814,0.3771480917930603,0.4007272220211676,0.26436224936977354,0.11389601892395189,0.0015570570819962313,1.3477828279137611,,0.0015570570819962313
17.0,0.6557042593851832,1.9539684624676448,36.39808,36.39808,0.5412350858791136,0.28726818751060856,0.6764531427162971,0.22995494092710916,0.11290119572057894,0.21472225836049447,2.0514032725145728,0.3420353731741839,0.30095421301440967,0.514857796991749,0.47961234894162186,0.11407721238713665,1.0015908673972682,0.17961343426177703,0.20452799493876814,0.3584834635257721,0.39842089909097017,0.26253161940881714,0.11389601892395189,0.0011746107262294552,1.0898710625478998,,0.0011746107262294552
18.0,0.6481463673806461,2.109013823325262,38.37952,38.37952,0.5412350858791136,0.2860613723506085,0.6809922933354416,0.23408166219711463,0.11290119572057894,0.2118660380333245,2.093194775247215,0.33724879575828803,0.30321803155500693,0.5182978972614447,0.44818545971327317,0.0982858692741655,0.8629438517933691,0.17760514331636754,0.2045002711006687,0.3026512563228607,0.4118610757893228,0.276135272198984,0.11389601892395189,0.0010401222911578549,1.0300245233811438,,0.0010401222911578549
19.0,0.6308507548606913,1.7357692069278445,40.36096,40.36096,0.5412350858791136,0.29238194200093665,0.6885999588756181,0.2405083337295304,0.11290119572057894,0.1997859599679796,2.148661285198095,0.3185346430766556,0.31546467104607234,0.5138311024654428,0.4332425514360614,0.09427108628973789,0.8276943055637659,0.1784208870714061,0.2045002711006687,0.299617737531662,0.4242586402640716,0.2884719364629929,0.11389601892395189,0.0009108366057858856,0.9565986527595669,,0.0009108366057858856
20.0,0.6735347008929702,2.5571334363302567,44.01152,44.01152,0.9971592150692714,0.25971564649261003,0.6516352415084102,0.21150787238487884,0.11290119572057894,0.23130952773825234,1.8782240737318878,0.36474728782909177,0.28160191608313695,0.5146721568101601,0.43932224627756905,0.09596428213541147,0.8425604603395892,0.1754685958566261,0.2045115501107545,0.25768545269966125,0.4243881080465171,0.2905534705174594,0.11389601892395189,0.0013375754579704286,1.8215689560165629,0.0025050729795987325,0.0010687069041923098
21.0,0.6714210864037263,2.466003965256441,45.99296,45.99296,0.5412350858791136,0.26893442097990594,0.6628225081519569,0.22203998434758138,0.11290119572057894,0.21880858985631074,1.9680148973922573,0.34705348686063664,0.2957419468138034,0.5269503840678437,0.4765066106244964,0.11702575056477696,1.0274788501862808,0.19464247137610716,0.20458346517199294,0.38038018345832825,0.4595141918475078,0.31930800060793296,0.11389601892395189,0.001031668881563395,1.2055444465950131,,0.001031668881563395
22.0,0.6559330895326945,2.4770386777829856,47.9744,47.9744,0.5412350858791136,0.27880930597848436,0.6740029136305407,0.2313443918738035,0.11290119572057894,0.21724866377347946,2.047613770972972,0.3445432866354401,0.30162860753289455,0.5361381659461238,0.4685407959334154,0.10594882760845428,0.9302241519011835,0.19064727357014544,0.20453928926666065,0.3630715608596802,0.440490943893758,0.30210708890050736,0.11389601892395189,0.00094419647030763,1.1592223708285019,,0.00094419647030763
