round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1,fed_auroc,fed_auprc,fed_prevalence,fed_brier,fed_auprc_lift,fed_ece,fed_f1_best,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
23.0,0.6477646586290351,2.258741170301238,49.95584,49.95584,0.5412350858791136,0.2793775507358138,0.6797542072959644,0.2374731167147652,0.11290119572057894,0.22598645422911648,2.1197111347747595,0.3596810867750865,0.3071007060044637,0.5328733850699537,0.4511544717536689,0.10156518650926012,0.8917360542432564,0.19091244142578845,0.20452799493876814,0.11741455644369125,0.4666492818850109,0.32792108182624,0.11389601892395189,0.0008769894972098848,1.12974551867228,,0.0008769894972098848
24.0,0.6415818446814173,3.3789526359108044,51.93728,51.93728,0.5412350858791136,0.291630759610817,0.6848227522097667,0.2442020713974414,0.11290119572057894,0.20874241429913581,2.1815390988238383,0.33461287144977125,0.310569705145425,0.5194892388420932,0.47100732792605904,0.1101415750122472,0.9670362147230841,0.19621487690442302,0.20480289986406888,0.41051244735717773,0.4717056082472646,0.33224013203819763,0.11389601892395189,0.0007817840467638824,1.0520700018387288,,0.0007817840467638824
25.0,0.6716918352546866,3.454565488366255,53.6064,53.6064,0.4559241291901578,0.2697252846039631,0.6564920979732455,0.21921180626071562,0.11290119572057894,0.22338403265679466,1.9496753439774417,0.3545509134728139,0.28925526955198577,0.5173467196463187,0.4388471491335181,0.09894072598266271,0.8686934531814076,0.17498576579996203,0.20453723788864786,0.1614089012145996,0.43919315287594257,0.3061964868760106,0.11389601892395189,0.0019857567939100735,0.6090308157727122,0.0019857567939100735,
26.0,0.6629260232016281,2.562555706404154,55.58784,55.58784,0.5412350858791136,0.27473606899360226,0.6645719656440953,0.22596348156553525,0.11290119572057894,0.21853557049472974,2.00940374161587,0.34877223263420226,0.29456170289598305,0.5078716675090369,0.45458673425567114,0.10205060316007067,0.8959979824071781,0.18541666666666667,0.20451875282422052,0.1485978662967682,0.4463985077003701,0.3120089489255624,0.11389601892395189,0.0008117245798616203,1.1390580156585202,,0.0008117245798616203
27.0,0.6539152058048951,2.709002327553465,57.56928,57.56928,0.5412350858791136,0.28459781883540725,0.6753275497654181,0.2328070153090062,0.11290119572057894,0.22257827121591645,2.0833862559458884,0.35468726639053844,0.30174197372316175,0.5119083308006998,0.46282017855460333,0.10280702719125243,0.9026393386049467,0.18729264475743349,0.20454648167397296,0.21465739607810974,0.4404782672624138,0.3054000593201199,0.11389601892395189,0.000738098334402276,1.0842258611228317,,0.000738098334402276
28.0,0.6501362559349955,2.8344769835041523,59.55072,59.55072,0.5412350858791136,0.28380039559071973,0.6808532023278805,0.23656908878829996,0.11290119572057894,0.20628508203156617,2.117556883439478,0.32864373376237804,0.3059216989574977,0.5384690721054508,0.4867785753149574,0.11747765805550756,1.0314465699977373,0.19661458333333334,0.2051781737193764,0.4221934676170349,0.45376889162769407,0.31629208294673045,0.11389601892395189,0.0007156197190717276,1.0931701210793108,,0.0007156197190717276
29.0,0.6475899308724353,3.1019288675091596,61.53216,61.53216,0.5412350858791136,0.28814143558784683,0.6832564508179031,0.2383459174175799,0.11290119572057894,0.21118414589154705,2.128962891843839,0.33743097852186404,0.30723345013746994,0.5161233964395492,0.4941944981296046,0.12511957559815026,1.098542133256583,0.19574012375059496,0.20465242577842144,0.36497220396995544,0.45004356842953225,0.3114811708178932,0.11389601892395189,0.0006299894053154733,0.9998625123407692,,0.0006299894053154733
30.0,0.6611944634873528,2.8014982903784054,65.18272,65.18272,0.9971592150692714,0.26534033927949585,0.6515140959839959,0.21312605402404033,0.11290119572057894,0.21800219828608397,1.8965836468193102,0.3461285881055759,0.28906603899568867,0.5072038144042011,0.5029166557277279,0.13032737346509612,1.1442662763490918,0.19914525170672143,0.2052686846550701,0.40800315141677856,0.47546719749240596,0.33690526611020344,0.11389601892395189,0.0008675703996674246,1.7451472567627206,0.001578840862713225,0.0007123212376814303
31.0,0.6843194639917611,3.9893704103848635,67.16416,67.16416,0.5412350858791136,0.2757343452060936,0.6620577034976565,0.22182726874850014,0.11290119572057894,0.21435159037393894,1.9733863392832947,0.34189104586277014,0.2964561548724309,0.5034132349333573,0.5023315877380612,0.13154771556167924,1.1549808044608947,0.19717967420374422,0.20531378836463582,0.3995073139667511,0.45486157879213107,0.3174364401704084,0.11389601892395189,0.0006461679471480153,1.106673792237416,,0.0006461679471480153
32.0,0.6576640047150802,3.169701715485828,69.1456,69.1456,0.5412350858791136,0.2749206728376401,0.667794778174779,0.2250722372193736,0.11290119572057894,0.22911127255358105,2.0000054252962998,0.3631038588785277,0.30009682200414767,0.5459499797106838,0.4903641168205372,0.12347485939105524,1.084101626708297,0.1919586513612597,0.20465074030338812,0.3675784766674042,0.45759688745183835,0.32144329576825403,0.11389601892395189,0.0006140394877854014,1.0880759462015703,,0.0006140394877854014
33.0,0.651321543349907,3.366218530663051,71.12704,71.12704,0.5412350858791136,0.28677392857736883,0.6764057713874024,0.23241210539224455,0.11290119572057894,0.21692003652981506,2.066391292542702,0.34640665671444104,0.30673008813044117,0.5174834919283416,0.5025675425297155,0.13434693483797608,1.1795577765336926,0.19375844698365893,0.20499749670019574,0.35059550404548645,0.4570578958178642,0.32121856424276723,0.11389601892395189,0.0005762062168124654,1.0520256215240806,,0.0005762062168124654
34.0,0.6467512001946775,3.5435779230700364,73.10848,73.10848,0.5412350858791136,0.287091281743374,0.6825266688611294,0.23678429526753658,0.11290119572057894,0.2163231211493301,2.110880924553059,0.3456029395017797,0.3064235867411589,0.5391827098711095,0.4884313632082904,0.12437778086195672,1.0920292213637728,0.188286950345451,0.20475303312582357,0.331733763217926,0.4420467042150204,0.30755507457255177,0.11389601892395189,0.0005220771198065578,0.9857105535920709,,0.0005220771198065578
35.0,0.6644133120474541,3.742600789729758,74.7776,74.7776,0.4559241291901578,0.26302425962930615,0.6554380364919283,0.21662082289015888,0.11290119572057894,0.2376313338874504,1.9309617446925318,0.3740860329855343,0.28602367348945507,0.5358768906531054,0.5306211642287014,0.1476454615281449,1.2963180181629301,0.19664703217036703,0.20536370315944155,0.38733789324760437,0.44005775320940327,0.3014540501211204,0.11389601892395189,0.0013156068592795626,0.5443737283349037,0.0013156068592795626,
36.0,0.675161260608612,3.5462387787388634,76.75904,76.75904,0.5412350858791136,0.2735299092095673,0.6646484599135147,0.22382958221924223,0.11290119572057894,0.22628904786879223,1.9940678745806744,0.35968961946905365,0.2915674834270586,0.5156090997914384,0.5391927535048234,0.15233854005610364,1.3375229573021312,0.19794140934283452,0.20592592592592593,0.41723453998565674,0.4102656320288663,0.27491113164465963,0.11389601892395189,0.0005965781359909489,1.1607283491175622,,0.0005965781359909489
37.0,0.6625493667254725,4.346735858637944,78.74048,78.74048,0.5412350858791136,0.2774021403621619,0.6686245892326442,0.22882945652831393,0.11290119572057894,0.21623082003781915,2.0364833417923283,0.34462339186805313,0.29851669369181216,0.5093278334191791,0.5272751164601671,0.14846417199309025,1.3035062453958066,0.19266580719094686,0.20540910647038688,0.41313591599464417,0.4310869601155763,0.29636264041632493,0.11389601892395189,0.0005470662693604686,1.0975162325194106,,0.0005470662693604686
38.0,0.6514859075985759,3.6616627444887784,80.72192,80.72192,0.5412350858791136,0.28051880825285935,0.6738813833384936,0.23331496976295246,0.11290119572057894,0.21119311913323902,2.073712854519526,0.3357199287134626,0.30317261732988854,0.5312464339992699,0.49453025871096357,0.1260457127742477,1.1066735603674447,0.18222003929273084,0.20457628651532966,0.17804358899593353,0.405350846933235,0.2810441067951081,0.11389601892395189,0.0005192226582113668,1.077849752502516,,0.0005192226582113668
39.0,0.6492893358664725,3.808794180609117,82.70336,82.70336,0.5412350858791136,0.28818012566274354,0.6804805127472989,0.24051916048725877,0.11290119572057894,0.20652343293419576,2.141236579443463,0.33008823605304694,0.3073844511771126,0.5262307429347419,0.46965971760018943,0.1116804388854817,0.9805473443286061,0.17000893074612325,0.20457421804375336,0.15287518501281738,0.40720746498312144,0.28531020722338635,0.11389601892395189,0.0004895469442717143,1.0428380116354674,,0.0004895469442717143
40.0,0.6643958910367326,4.08196919092733,86.35392,86.35392,0.9971592150692714,0.2583316071793931,0.6522684427712321,0.21551939653426244,0.11290119572057894,0.2361654056420594,1.9209419022939598,0.37251101180071755,0.28978873110405223,0.5361618920082262,0.4855597725617683,0.12470151754490783,1.0948716094121844,0.18448692021658294,0.20450951154489178,0.17504574358463287,0.4503866882095838,0.32078446976092545,0.11389601892395189,0.0006500705375975409,1.730493475915864,0.0011259755596740573,0.0005483608124557795
41.0,0.6728894862019664,5.464709222538312,88.33536,88.33536,0.5412350858791136,0.271970774732229,0.6649196540213895,0.22324536034413903,0.11290119572057894,0.2219007912378924,1.987367514666673,0.3534869517716054,0.2969696464409085,0.5154912258241068,0.49933682422269077,0.1352342136784882,1.1873480298620778,0.1888057776631416,0.20451875282422052,0.1826017200946808,0.45450310141779615,0.3224643177356796,0.11389601892395189,0.0005185875853386194,1.172131767263636,,0.0005185875853386194
42.0,0.6627748085660277,4.768707066859552,90.3168,90.3168,0.5412350858791136,0.2747371225280226,0.6707612499120748,0.23141873145837513,0.11290119572057894,0.22549387059352194,2.0666484223212938,0.35912698114524094,0.3009475809194829,0.5239071775112908,0.49808038566372714,0.12875740352332773,1.1304820373862123,0.18891767233209072,0.20450951154489178,0.1654975265264511,0.4599682465979375,0.3289199681878583,0.11389601892395189,0.00046386241593308826,1.074462338234298,,0.00046386241593308826
43.0,0.6550238744416996,4.937463896942968,92.29824,92.29824,0.5412350858791136,0.27690762428986954,0.6732672110420027,0.23341655829056798,0.11290119572057894,0.21960125379473464,2.0787272923517635,0.3502436487675838,0.2987423927795728,0.5212289579526816,0.5156309445184221,0.13946843228086298,1.2245242072419207,0.19398616285258116,0.20452799493876814,0.12882807850837708,0.44687658266178754,0.3139734070721307,0.11389601892395189,0.00042776681142310926,1.0174622205086052,,0.00042776681142310926
44.0,0.6452221776958432,4.21235976529855,94.27968,94.27968,0.5412350858791136,0.28152165468394563,0.6776141534066079,0.23689118900579997,0.11290119572057894,0.20979041565392229,2.1137853244977713,0.3345718234578175,0.30476422132643466,0.5116188558281555,0.5183085708388189,0.1424634882253185,1.2508206131457593,0.19490927742514585,0.2045506153776284,0.2688649892807007,0.460598588903646,0.3285417121709459,0.11389601892395189,0.0004229206646894313,1.0332938868086785,,0.0004229206646894313
45.0,0.675178919157538,5.054473482973401,95.9488,95.9488,0.4559241291901578,0.26867260001328497,0.654711631422183,0.21417597257159518,0.11290119572057894,0.2198027557845557,1.9113265866220392,0.34934105550749556,0.28742326365970206,0.49538195626476095,0.49199023712891843,0.12882115841846448,1.1310418014213304,0.19200906772456786,0.20457835685848716,0.27025866508483887,0.4992806966643826,0.36821379265715876,0.11389601892395189,0.0009998672511559359,0.5222859550267458,0.0009998672511559359,
46.0,0.6733153853381937,5.752992798895185,97.93024,97.93024,0.5412350858791136,0.2723971170828263,0.6607176975124193,0.22154060914720677,0.11290119572057894,0.21641346648687618,1.9710308715552143,0.3446461976146532,0.2935313150337431,0.5095512059329065,0.4988285086798785,0.131867802001242,1.1577911435981783,0.19664215955228795,0.2046637989585692,0.31051188707351685,0.5173102623848532,0.38709408999722383,0.11389601892395189,0.0004215289754637894,1.0556148149771616,,0.0004215289754637894
47.0,0.6671625304040115,5.566761670234144,99.91168,99.91168,0.5412350858791136,0.27736450711898575,0.6696044594859815,0.2271040878255224,0.11290119572057894,0.21562162154355288,2.0265003849014684,0.3424480813513805,0.29724911233813395,0.5236325876321936,0.48419952493799445,0.12418072115993893,1.090299049371112,0.1858216970998926,0.20455677854780993,0.2868379056453705,0.48388078337578105,0.35374123617486664,0.11389601892395189,0.00036555867990826634,0.9362798816291615,,0.00036555867990826634
48.0,0.6557925002862326,5.202373203773651,101.89312,101.89312,0.5412350858791136,0.2860213009910825,0.6744907698477585,0.2319089721931397,0.11290119572057894,0.2059205601544931,2.0723558245156815,0.3285747793584573,0.29968791253100785,0.5097466182903796,0.4828438955124616,0.12273826330124185,1.0776343586090915,0.19009230050239515,0.20454853732423023,0.22937774658203125,0.4986846757696189,0.37135751177394555,0.11389601892395189,0.00039184256224673007,1.025585091789253,,0.00039184256224673007
49.0,0.6555887632943767,5.64688475300039,103.87456,103.87456,0.5412350858791136,0.2841773016247865,0.6770907188655754,0.23428168747065992,0.11290119572057894,0.22022168941494694,2.0955419201125345,0.3506815270198974,0.30202095296300774,0.521752648789827,0.47670543158844586,0.11869592522877359,1.042142880411181,0.18882328383133537,0.20457421804375336,0.20999176800251007,0.49045937631189795,0.36353238898847823,0.11389601892395189,0.0004021407031784586,1.0793016125680879,,0.0004021407031784586
50.0,0.6645595310576375,5.811260074389951,107.52512,107.52512,0.9971592150692714,0.26526773773371215,0.6503975591850408,0.21098866057918636,0.11290119572057894,0.21125976917796466,1.8736154653015085,0.3346201994256488,0.2811035241412801,0.4993369457142543,0.4370031954417982,0.10188152064153744,0.8945134483547094,0.18549455613802637,0.2045002711006687,0.1674249917268753,0.5286715564686564,0.414948292701928,0.11389601892395189,0.0005158291379275027,1.7119159213034436,0.0009419073025149304,0.0004266889762029488
51.0,0.673201298398152,7.401473658191312,109.50656,109.50656,0.5412350858791136,0.2747273394605104,0.6635593424659744,0.22121034079669497,0.11290119572057894,0.21965003372642405,1.9603305107566558,0.3496454368364781,0.291633598199548,0.499419995609734,0.4580247820549266,0.11485532124151225,1.008422615001152,0.18793350214686777,0.2045002711006687,0.1504165530204773,0.5333341407220301,0.4126611469237614,0.11389601892395189,0.00042169051439562154,1.1862122536404058,,0.00042169051439562154
52.0,0.6595900676040765,6.201738003102025,111.488,111.488,0.5412350858791136,0.27805665574423866,0.6701532209344727,0.22739323297098948,0.11290119572057894,0.21690656225516236,2.0191662347381754,0.34609073187436135,0.2942203805892716,0.5120783936065872,0.4541954047019985,0.11163114500120432,0.9801145470742061,0.18483524270698004,0.20454648167397296,0.19479067623615265,0.5038838662082257,0.38096215367474073,0.11389601892395189,0.00035789910664460776,1.026480921311304,,0.00035789910664460776
53.0,0.6601400204787143,6.0339595171438365,113.46944,113.46944,0.5412350858791136,0.27502909743576365,0.6731957254074137,0.23329976041547468,0.11290119572057894,0.2243424175884717,2.076952277211637,0.35698381075324914,0.3008227505987851,0.5324862235180605,0.47566336276414023,0.11888131019158277,1.0437705489158453,0.18976668976668976,0.20451875282422052,0.19025123119354248,0.5076041301415498,0.3815227415899376,0.11389601892395189,0.0003637228903985132,1.0670710789272562,,0.0003637228903985132
54.0,0.645503143791129,5.53518106854007,115.45088,115.45088,0.5412350858791136,0.2872952199459378,0.6797071415734208,0.23847259425425987,0.11290119572057894,0.20709154168340344,2.1230422109889315,0.33072713394751885,0.3105801552721883,0.5210176254571646,0.4633312047789918,0.11177600539311924,0.9813864123534627,0.18514452982070984,0.20451875282422052,0.14324606955051422,0.491893822767395,0.36728527047304094,0.11389601892395189,0.00035460538876923346,1.060171425808221,,0.00035460538876923346
55.0,0.6609543024958022,6.143558990340464,117.12,117.12,0.4559241291901578,0.26992401587601594,0.6545881932428445,0.21434512312893064,0.11290119572057894,0.22459870789597372,1.9020946559539755,0.3552486527169591,0.288104145358572,0.5175430487656156,0.5063963802562186,0.1425254634472844,1.2513647517605362,0.1946082078873562,0.20451875282422052,0.21749332547187805,0.5077987964259846,0.3781384730276339,0.11389601892395189,0.0008270879210193244,0.5186661635525525,0.0008270879210193244,
56.0,0.6577430167008216,5.2994965670809,119.10144,119.10144,0.5412350858791136,0.27316665023833764,0.6642210321998362,0.22183886290959143,0.11290119572057894,0.2143240410417583,1.9687591044939154,0.3396274048270034,0.2931278096465761,0.5019708917154463,0.5034653303073426,0.1417961941358058,1.2449618123218407,0.1960871995528228,0.20452799493876814,0.23004579544067383,0.5216676138939152,0.3943146234866776,0.11389601892395189,0.0003851425119578073,1.1785879222443327,,0.0003851425119578073
57.0,0.6575599392720991,6.125648428422622,121.08288,121.08288,0.5412350858791136,0.2737099312304022,0.6685360814953776,0.2269637617842905,0.11290119572057894,0.21419531815654366,2.0120404653119754,0.3414793532550372,0.29306985252132123,0.5015328383880864,0.5091089693491688,0.14381310951671353,1.2626702045901816,0.19606294771278696,0.20451875282422052,0.20402708649635315,0.5275388953400051,0.40231044121394083,0.11389601892395189,0.00035758915655743917,1.1146070638205856,,0.00035758915655743917
58.0,0.660466525529438,6.717430158734842,123.06432,123.06432,0.5412350858791136,0.27698576861741775,0.6735383254509353,0.2294485987036589,0.11290119572057894,0.20514664754598935,2.038849901381733,0.32831443833190727,0.29893758304187373,0.5127390550734336,0.493251243688316,0.13450655610786028,1.180959241408341,0.1949870159196116,0.20452799493876814,0.2087527960538864,0.5261008894617805,0.4020489839899747,0.11389601892395189,0.00033185862782803753,1.0590893952175975,,0.00033185862782803753
