round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc_lift,fed_f1,fed_auprc,fed_ece,fed_brier,fed_prevalence,fed_auroc,fed_f1_best,fed_f1_best_threshold,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
1.0,0.6880124322146305,0.10844131974243716,3.66096,3.66096,1.0,1.8402724917421127,0.2675389952507602,0.2102452900505911,0.3641475667020315,0.22984182219412735,0.1139152873056832,0.653217181344058,0.2835532087414829,0.4989455278970588,0.6553132697049358,0.2081778546593957,1.8277886850320517,0.27481455316142706,0.2788437577871916,0.5042852759361267,0.36400478491366034,0.2298115377487405,0.11389601892395189,0.02506315233944768,2.726935652634893,0.022428881917025644,0.026950780388710873,0.010469353106914577
2.0,0.6552955586496119,0.2434956623253799,7.32192,7.32192,1.0,1.9125397712434575,0.27574150435522743,0.21808221319377077,0.3504274278941063,0.22117855529723207,0.1139152873056832,0.6603853615585741,0.2885335585774664,0.4977570744598855,0.6607372933412761,0.21614417081986423,1.8977324480865587,0.28182033657264755,0.28346876248834424,0.5171636939048767,0.35018642460839716,0.22114617236737663,0.11389601892395189,0.017058266637334892,1.9877935630902357,0.017619623651175836,0.016797261751166748,0.005670172053107479
3.0,0.647157430818664,0.35765606980376397,10.98288,10.98288,1.0,1.9588275804746222,0.2724594379764139,0.2229565354146823,0.3600639474113215,0.2288112205364779,0.1139152873056832,0.6624016759594501,0.29123017852313987,0.5408257084373292,0.661891679758673,0.22059808430733382,1.936837532966158,0.2736082474226804,0.28444802578565676,0.5440096855163574,0.35936808366004297,0.22866712405938638,0.11389601892395189,0.011329255965993754,1.4154668844539628,0.01219803238246486,0.010796123539410793,0.004709381073518053
4.0,0.6439871994964175,0.3954229941095879,14.64384,14.64384,1.0,1.9757804713482454,0.2741819338877945,0.22498111459910927,0.35868445911257574,0.22805087748302816,0.1139152873056832,0.666237591750288,0.2943541190816558,0.5357117321145521,0.6622085408657085,0.22166683065721182,1.9462210598003278,0.27098614506927465,0.2864738076622361,0.5639703869819641,0.358048217760622,0.22818594925836289,0.11389601892395189,0.011285422398729776,1.4944523902486253,0.010779901023246531,0.011700350518304198,0.005043304400052602
5.0,0.6516623589366419,0.5736749116049372,18.3048,18.3048,1.0,1.9983193183876804,0.2820429068273165,0.2276058249012751,0.3198615767371664,0.20342113211780782,0.1139152873056832,0.6676682605952861,0.2969403563024465,0.5373694513482412,0.6636132386475526,0.22254696317049466,1.9539485688177456,0.2828460283598946,0.287375415282392,0.5190739631652832,0.3189806483775592,0.20372300742370258,0.11389601892395189,0.009024965876815455,1.2751356587614282,0.008935906471567556,0.009121009778717933,0.005375664117221305
6.0,0.6454437785242553,0.4653609217767408,21.96576,21.96576,1.0,2.0263140942106244,0.28102708288502065,0.23063172825413084,0.3382667089757419,0.21312433541931214,0.1139152873056832,0.6699297349631141,0.300637169191856,0.5231655685527561,0.6641830088555457,0.22332416079048345,1.9607723158400865,0.27980922098569155,0.2859366891541256,0.5088222026824951,0.3376069305194355,0.2135272362769023,0.11389601892395189,0.008110557184081752,1.2124534891336225,0.008051933676797242,0.00818131285661272,0.004798076869867932
7.0,0.6426069148146788,0.3565642319426724,25.62672,25.62672,1.0,2.0417694514084084,0.27867212326904683,0.23246182107530897,0.3534421969712273,0.224608035582555,0.1139152873056832,0.6716469099030855,0.3025122306591313,0.5383061710879908,0.6646457573390825,0.22460386133526203,1.972008007454848,0.27607691481362123,0.2857142857142857,0.5370208024978638,0.3528367101229685,0.22516932412639315,0.11389601892395189,0.008097078594284388,1.2831671061230736,0.007237691062336643,0.008829902748708034,0.004785770034311338
8.0,0.6393093053181439,0.37343590527163456,29.28768,29.28768,1.0,2.066042730823359,0.28351113377799664,0.23540711639552314,0.3305303029712733,0.20778384103584044,0.1139152873056832,0.6728489900201235,0.3030859825774447,0.5158757626995342,0.6646249377986425,0.22473251725721133,1.9731375984902924,0.27912741695587506,0.28637015781922526,0.5224723815917969,0.32994553625787637,0.20860759956781577,0.11389601892395189,0.007823803153348942,1.3200819992198376,0.006907723506006781,0.008632965477327038,0.004550254964921302
9.0,0.6392989725148348,0.4199182347294726,32.94864,32.94864,1.0,2.100662507556024,0.28443743921972103,0.23887808525018886,0.34058082489176866,0.21450862528158393,0.1139152873056832,0.6753278806171964,0.3032893673270461,0.5248075742010759,0.6642086975832617,0.2248463532844756,1.974137071767232,0.2770135214579659,0.28513178971894565,0.5379859805107117,0.340166841809814,0.215582628716693,0.11389601892395189,0.007587163228442731,1.36505215786201,0.006496273224474017,0.00857976945856064,0.004024932555002733
10.0,0.6368620088782173,0.5740946099717255,36.6096,36.6096,1.0,2.1280177360878003,0.287868169088395,0.2421118114440743,0.3529028348548273,0.22192724667478828,0.1139152873056832,0.676918798372994,0.3037570041402338,0.5428784772068164,0.6638757982768999,0.22486293543885633,1.9742826620568432,0.27342214457305086,0.2855009705838435,0.5508430600166321,0.35269733061667596,0.22325814842194158,0.11389601892395189,0.007806966019632103,1.4990999972233112,0.006422773274468493,0.009098199396205198,0.004964642431771397
