round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_f1_best_threshold,fed_ece,fed_prevalence,fed_auprc_lift,fed_f1,fed_auroc,fed_auprc,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
49.0,0.6586823950742582,3.1035750682920207,179.38704,179.38704,1.0,0.3639354637199703,0.5835457967143407,0.3278760365234118,0.11022977651872835,2.90882152695514,0.3148572603905258,0.7354570428691704,0.3209600929316261,0.20264531335598068,0.6532049367133658,0.21158744088177567,1.857724641131242,0.2738348049625573,0.2778136710169273,0.5266282558441162,0.3236968693208976,0.21263924123265418,0.11389601892395189,0.0021926152547761166,1.812080532514301,0.001023017538421491,0.0033825507491796053,0.005853691669715704
50.0,0.6562338921440449,3.025339905979179,183.048,183.048,1.0,0.363769054705134,0.5707250364464823,0.31061443055714083,0.11022977651872835,2.898606215639265,0.32128084322343187,0.7352904161822563,0.31971068587358314,0.19206792304704284,0.6498624655385781,0.21354466949677633,1.8749089872874276,0.2734384701353533,0.2753437799808123,0.5522032380104065,0.3068129031804108,0.20286202260955055,0.11389601892395189,0.002261800162178965,1.9129791549603397,0.0009633610479266885,0.0035817535330372064,0.006233111258933634
51.0,0.6698387514833131,3.0976426089638087,186.70896,186.70896,1.0,0.3680616170633691,0.5784906113226534,0.3256452698241793,0.11022977651872835,2.947853732363562,0.31393502595733386,0.7356479195991654,0.3250749727228696,0.20132995961964695,0.6499928041443711,0.2118836570183353,1.860325400484889,0.2696045197740113,0.27369049395612594,0.5481442809104919,0.3218467864822141,0.2117350021821575,0.11389601892395189,0.0021340863574087193,1.8501111867153668,0.0009592981053443574,0.0033266755045776785,0.005494785121918415
52.0,0.6720257027055105,3.5286443104288856,190.36992,190.36992,1.0,0.3683514360362033,0.5847992207513765,0.3236110626107973,0.11022977651872835,2.9299644852286875,0.3112431005977884,0.7373587296498523,0.3231874958190325,0.20189909540307743,0.6515311912356235,0.21279607366167475,1.8683363621669533,0.2683843263553409,0.2745424292845258,0.5782055854797363,0.32023178157226767,0.21284183876530824,0.11389601892395189,0.0020222094667795287,1.7921439640085737,0.0009124611608265675,0.003149697673155724,0.0052671239484472195
53.0,0.6645174950315531,3.5366890734973495,194.03088,194.03088,1.0,0.3693835165221247,0.5822837100769688,0.3221834243663961,0.11022977651872835,2.9533428603905887,0.3154776516819586,0.7374660381477324,0.325665061647375,0.19911601663978332,0.6487569466862646,0.20964165368695897,1.8406407499364505,0.26720091585575273,0.2743625840763335,0.5565973520278931,0.3182504304194906,0.21010445835752342,0.11389601892395189,0.002027643525737161,1.8394201289738703,0.0009325157930544839,0.0031413512726515616,0.004086208581488031
54.0,0.6703763424521979,2.967387477588692,197.69184,197.69184,1.0,0.3716252744176228,0.5852891135514064,0.3160923636748217,0.11022977651872835,2.9780301076145546,0.31851742245737774,0.7391174785294985,0.32827627314095575,0.19649194153204033,0.649607134393434,0.21132042783386734,1.8553802830893107,0.26959319696621464,0.27540767583594133,0.5712303519248962,0.31295723505903345,0.2082114634979024,0.11389601892395189,0.0018201924553558977,1.6890370407891169,0.0008585580048937378,0.002792868508589985,0.004195144851356267
55.0,0.6718253858999433,3.920699559676817,201.3528,201.3528,1.0,0.3696540489333641,0.5861521319666486,0.3147409139263923,0.11022977651872835,2.952622597956762,0.31735256741749596,0.7378104088296145,0.32547262282968187,0.19530075890821613,0.6468660831439328,0.21092848620566743,1.8519390598410985,0.2698172506111046,0.2754887218045113,0.5480324625968933,0.3119871145453734,0.20708221427286885,0.11389601892395189,0.0017876794021723975,1.6970070126735664,0.0008589189125989214,0.0027208592752083114,0.004385060614666005
56.0,0.6790384266895331,4.407755314089901,205.01376,205.01376,1.0,0.3680939948502146,0.5985651928353392,0.32631942589280205,0.11022977651872835,2.9311642614579068,0.3086611963403258,0.7375415124841239,0.3231702299947234,0.20400270097088627,0.6497624213092903,0.21171476483368162,1.8588425375521078,0.26801730505434207,0.27768339768339767,0.5668627619743347,0.3233226076635951,0.21527872538857856,0.11389601892395189,0.001816394216378839,1.7615494351439338,0.0008902088913577631,0.0027469419374981058,0.0036332066573132875
57.0,0.6780211620439386,4.75091283775571,208.67472,208.67472,1.0,0.37320857925633394,0.5891274542244944,0.3356031401196442,0.11022977651872835,2.9748261917887437,0.31409397090255803,0.7407973435879143,0.32782982600991395,0.20731077973471532,0.647999060196658,0.2103249377323569,1.8466399415838262,0.26576098492888983,0.2782719186785261,0.5648279786109924,0.33273975740857753,0.21852502710416688,0.11389601892395189,0.001713635364595842,1.696074284873248,0.0008339192026650249,0.0025969370361521994,0.0030449421585122477
58.0,0.6596190561582504,2.5953215798177856,212.33568,212.33568,1.0,0.37450512868170555,0.5876902793464626,0.3280241298256657,0.11022977651872835,2.9872859958180182,0.31705658103764645,0.7414593454123682,0.3294569818546994,0.2019709422172041,0.6457623965115737,0.20860427224337122,1.8315326050391263,0.26540608269734595,0.2713520327765522,0.553462564945221,0.3249047993159678,0.21346460073806614,0.11389601892395189,0.001558901934391806,1.5729116072707257,0.0007701568025864036,0.002348262451338678,0.0034117051004814163
59.0,0.6724331528232491,3.2110379729209138,215.99664,215.99664,1.0,0.37044130767836686,0.5813437702053931,0.319859562735233,0.11022977651872835,2.99049315457152,0.32075343745517404,0.7414242287802235,0.32972892272571075,0.19787160410427201,0.6467876239716415,0.20928732914549894,1.8375298023826419,0.2669129531286077,0.2753480523133174,0.5344610214233398,0.3171446190071089,0.20989797992887288,0.11389601892395189,0.0015459733262900633,1.5911758694819582,0.0007373203423554416,0.0023527414368404195,0.0034025493508427827
60.0,0.671614705886393,4.178929314055749,219.6576,219.6576,1.0,0.3738903023385075,0.5698798459695126,0.31830611685134597,0.11022977651872835,3.0281424773066417,0.32134689502536995,0.7433789171819566,0.3335929262549492,0.19661307487833551,0.6443899884690617,0.20889419530144804,1.834078111553014,0.26859745416326053,0.2721233058729737,0.5206717848777771,0.3154339697461618,0.20896175588830584,0.11389601892395189,0.0015450455207188878,1.6228841616830323,0.0007426196907316571,0.002341735089061439,0.0034758936212517006
