round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best_threshold,fed_ece,fed_auroc,fed_auprc,fed_f1,fed_auprc_lift,fed_prevalence,fed_f1_best,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
40.0,0.6567054962499297,2.8713877406494364,146.4384,146.4384,1.0,0.5835601453544913,0.32862313113912495,0.7213714423339335,0.3108351216534092,0.3109197157218101,2.7095717875026706,0.11462201800214009,0.3502679435645006,0.20723997841385075,0.6407185208674041,0.20139207192222947,1.768209932400697,0.2629160596212036,0.2664097623635196,0.5255869030952454,0.3284842733642219,0.21706648602083525,0.11389601892395189,0.002646197597745632,1.7990945514684427,0.0013324458310987935,0.0040894390645224024,0.004190279272760264
41.0,0.6699891207083823,3.1102252452965007,150.09936,150.09936,1.0,0.587268899973099,0.3277729383195043,0.718249945085457,0.3103704009751968,0.3121814114665541,2.702957361698834,0.11462201800214009,0.3518926318900128,0.2059671493952673,0.636154285268816,0.1978417809653099,1.7370385974369167,0.25945695056857737,0.2633315593400745,0.48652005195617676,0.327854137045859,0.21549700913574776,0.11389601892395189,0.0025448015082737024,1.778045682625816,0.001231302342772664,0.003987258334110449,0.003694829547286189
42.0,0.6693194445506424,3.9423826718752912,153.76032,153.76032,1.0,0.6065167519608325,0.3442430944137996,0.72045610615364,0.31346094526426477,0.30120356603342213,2.726844123430355,0.11462201800214009,0.35426008701519973,0.21887335013929707,0.637421554004633,0.19796747424680172,1.7381421766724274,0.2580189630825096,0.26766625017353884,0.5588304996490479,0.3446579408818295,0.22892198038660824,0.11389601892395189,0.002415155623325629,1.730858288701711,0.0011556494340478197,0.0037953143131980566,0.004292994075401769
43.0,0.6662483263252077,3.695772371368663,157.42128,157.42128,1.0,0.5818237866131212,0.3169403967765419,0.7222945183073417,0.31511264889155594,0.3093704363387728,2.746048688735811,0.11462201800214009,0.35335193151998184,0.20133124710754965,0.637495018495131,0.19859063205304844,1.7436134636597522,0.2618132489260683,0.26666666666666666,0.5334370732307434,0.3177878746516741,0.21174301326242068,0.11389601892395189,0.0023920454894925604,1.7617874591342115,0.0011531435374382373,0.003742997712048713,0.005838461453688056
44.0,0.6759605266854503,4.002867857521529,161.08224,161.08224,1.0,0.578401690660733,0.308419309132709,0.7238798058724759,0.31783158263841965,0.31248654242727814,2.7661225623712187,0.11462201800214009,0.35244908612167236,0.19680309513567387,0.6362085616476005,0.1977265208153731,1.7360266204510153,0.25770176877123113,0.26520125606622896,0.539111852645874,0.30951630314576384,0.2081876171494281,0.11389601892395189,0.002307211250816704,1.7449402842430572,0.0011213698713937086,0.003594477463482975,0.006428066626448005
45.0,0.680979992383133,4.516441925331572,164.7432,164.7432,1.0,0.5642321801432474,0.308757170149055,0.7244060775642984,0.31808894697068657,0.3202886523656109,2.7662918788555526,0.11462201800214009,0.3527218115503656,0.19479293371646686,0.633128512058191,0.19767223497249714,1.7355499941089463,0.26014851485148516,0.26071653048397236,0.502595841884613,0.3093385471871761,0.20564201705344565,0.11389601892395189,0.002369030368832017,1.8429718453789974,0.001120610305669054,0.003722436983041002,0.004443829161816696
46.0,0.6936704350140509,6.43219844798165,168.40416,168.40416,1.0,0.5749827624830506,0.31459199248177716,0.7250030286030796,0.319402644841052,0.31412371145885726,2.7759966146851545,0.11462201800214009,0.354938540115133,0.19922858822835554,0.6324736440179349,0.1956371372931706,1.7176819623853319,0.2566969485208479,0.26081551466931874,0.5115323066711426,0.3151288865754983,0.21004794097994522,0.11389601892395189,0.002182445558568843,1.7419168005180836,0.0010650234433251947,0.003391106795547989,0.003972280716602432
47.0,0.6831781059948439,4.6309009124489275,172.06512,172.06512,1.0,0.5830436155003973,0.31884549520897626,0.7256566074902305,0.31807548996634855,0.31147380461814916,2.760184316047071,0.11462201800214009,0.3509874150118871,0.2011395986524646,0.6361489768507291,0.1978932894675483,1.7374908389000077,0.2580046403712297,0.2635869565217391,0.5281796455383301,0.3191600652302861,0.2118804597514108,0.11389601892395189,0.0022527134902123255,1.8438491104516288,0.0010329147613963158,0.0035643552487625127,0.005266384897357316
48.0,0.6731780801868056,3.7259224602000187,175.72608,175.72608,1.0,0.5489476255595575,0.3041320369118894,0.7258795387013697,0.31683589383440103,0.31832949948746003,2.75392849969323,0.11462201800214009,0.35298082291086164,0.19228141021113584,0.635118754708868,0.198074606905483,1.7390827947879106,0.2596455950735202,0.26365622723962123,0.5278964042663574,0.3046247765338468,0.20296750537753308,0.11389601892395189,0.0021515736856353882,1.803495327658311,0.0009799804274191024,0.00340805411321956,0.005193486011657388
49.0,0.6883785588997897,4.959494187248256,179.38704,179.38704,1.0,0.5742198279297597,0.32415311251753426,0.7270306124575527,0.3212237228115143,0.31233918577048947,2.7881851414942207,0.11462201800214009,0.35641796274688564,0.204852526875177,0.6317044630217604,0.19523638262957524,1.7141633612315643,0.2558270465037721,0.2617955923679929,0.5479891300201416,0.3245270505377544,0.21578309176202043,0.11389601892395189,0.0019798761872340414,1.6985048810784065,0.0009514299333744685,0.0030810706935729334,0.00475426511061228
