round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_auroc,fed_auprc,fed_brier,fed_f1,fed_f1_best_threshold,fed_f1_best,fed_auprc_lift,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,0.6890449941027367,0.10513696357201338,3.65056,3.65056,0.9971592150692714,0.11392245720040282,0.6115306734597433,0.18895393300502925,0.25235333902273566,0.19221137625581783,0.5138981008896565,0.26213473943487636,1.6663035056960593,0.39076453451468623,0.5927866554551539,0.19332956813329058,1.6974216479188469,0.23607066589011844,0.24304538799414346,0.49901044368743896,0.3825420970522323,0.24678726008266746,0.11389601892395189,0.02754271005248947,2.957635566359386,0.02444443658554281,0.029629741042072198
2.0,0.6807529878328367,0.12862808158663713,5.632,5.632,0.5412350858791136,0.11392245720040282,0.6539128627725878,0.21776353609196225,0.22975784153673579,0.24462075972666159,0.5109626730193063,0.29192712804630117,1.919790423480917,0.36299778531940446,0.5497751288841244,0.17423684048802016,1.529788680360792,0.20061784481192077,0.20577224972829367,0.49155473709106445,0.38133534005816344,0.24595921670579324,0.11389601892395189,0.02175496638749585,1.4764230337459594,,0.02175496638749585
3.0,0.6716238473947735,0.17188181058388424,7.61344,7.61344,0.5412350858791136,0.11392245720040282,0.6721691848494605,0.23233024553452747,0.2274326017661435,0.26910938869214585,0.5351363861293711,0.3028867048878329,2.063041902362145,0.36108134037740935,0.5684409951634914,0.1859650339335307,1.6327614932502525,0.22877322278519882,0.23090939208216002,0.5007475018501282,0.3824648249160722,0.24659286057005553,0.11389601892395189,0.015536383502671253,1.1237200200557709,,0.015536383502671253
4.0,0.659199853912919,0.22196298801331507,9.59488,9.59488,0.5412350858791136,0.11392245720040282,0.6820208186838749,0.24120101089317666,0.2170953658422961,0.28715054407028706,0.5181095032912398,0.3111214442704057,2.1488004103598235,0.34670746093287624,0.5621767731835685,0.18167468658131203,1.595092508919173,0.2083849648905411,0.2209856915739269,0.5025043487548828,0.3856169403190311,0.24901468713750008,0.11389601892395189,0.012651759814893785,0.961888987571001,,0.012651759814893785
5.0,0.6638104137948709,0.26741353402608803,11.264,11.264,0.4559241291901578,0.11392245720040282,0.6577137848178327,0.21989516159346026,0.21411130093939773,0.2628350092586512,0.5370381286148308,0.2906060124089095,1.9553735550308753,0.33861585651605963,0.5639458944945505,0.18694882566643553,1.6413991238030965,0.21177552897884086,0.22714932126696832,0.5108835697174072,0.3867795018624441,0.24983691198482952,0.11389601892395189,0.017412241513661365,0.8134385491721332,0.017412241513661365,
6.0,0.658215267001194,0.25601548836100196,13.24544,13.24544,0.5412350858791136,0.11392245720040282,0.671496554387994,0.23267970690093892,0.2176673610665871,0.2770155359991499,0.5326017001409304,0.301917964900692,2.0740456765650928,0.3464646180669617,0.575152994131023,0.19509440500082872,1.712916806434585,0.22598502116574407,0.2451560269222925,0.5081294775009155,0.3849224809209776,0.24828075636644664,0.11389601892395189,0.01078249101149729,0.860211129533127,,0.01078249101149729
7.0,0.6422597581385973,0.31353006948414713,15.22688,15.22688,0.5412350858791136,0.11392245720040282,0.6819133162260467,0.2467676322210206,0.22344625533534712,0.28692322479301496,0.5587216024282355,0.3116848416773717,2.21090325610865,0.35589272768892277,0.5877283479414808,0.201075324134906,1.7654289064235296,0.2341452945595021,0.25712577237392864,0.5095767378807068,0.3859931747139631,0.24873469480213295,0.11389601892395189,0.008953710380549824,0.7523157583782449,,0.008953710380549824
8.0,0.6272964023823567,0.387273361854349,17.20832,17.20832,0.5412350858791136,0.11392245720040282,0.6923207236837673,0.2597281942433401,0.20081487343877477,0.295059959056008,0.5397959161542303,0.3218705362439497,2.3308776434751017,0.32067238174525176,0.5709636985021326,0.19371610177912665,1.7008153894164681,0.2163813049514114,0.25011106175033315,0.5133334994316101,0.3875725845399864,0.24998680296261777,0.11389601892395189,0.009788031206397702,0.8600160598289222,,0.009788031206397702
9.0,0.613593896453565,0.7093556263543394,19.18976,19.18976,0.5412350858791136,0.11392245720040282,0.70348049561981,0.2717261002817051,0.21102670831488168,0.30457078829419826,0.5472920278362996,0.33256065594234285,2.45073536970225,0.3373552758820179,0.6000625389378114,0.20640096279039682,1.8121876843492684,0.26264800861141013,0.27509936063590806,0.5048626065254211,0.3843852996337192,0.2471577750251039,0.11389601892395189,0.01037095648774902,0.9569606533041224,,0.01037095648774902
10.0,0.6546192126132035,0.5096465604175527,22.84032,22.84032,0.9971592150692714,0.11392245720040282,0.660590072134166,0.22457811792109386,0.2250274833004956,0.27119114932727956,0.5289777963847102,0.294019602439424,1.9946520564652566,0.35462857867719577,0.621205604243803,0.21525925702635193,1.8899629597245189,0.27904903417533433,0.2797764081983661,0.49903982877731323,0.3812793281314249,0.2446287983901721,0.11389601892395189,0.009998078004235827,1.4755296231014654,0.013835436924934155,0.007959876568470078
