round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_ece,fed_f1_best_threshold,fed_f1_best,fed_auroc,fed_auprc_lift,fed_f1,fed_prevalence,fed_brier,fed_auprc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
25.0,0.6385314846790148,0.6113148183998551,46.10048,46.10048,0.5412350858791136,0.34781029960726767,0.5621315069939316,0.33253551946995813,0.7021871039055442,2.372339109073606,0.2995819741672602,0.11467774420946626,0.21981191922614696,0.2695158914212798,0.43207303037986333,0.10391862445190542,0.9123990937847586,0.12923302214900237,0.2045002711006687,0.32449835538864136,0.3719283923828474,0.24067771473463795,0.11389601892395189,0.007241566856745106,0.9162136424565688,,0.007241566856745106
26.0,0.6368705040677212,0.6303585230971437,47.7696,47.7696,0.4559241291901578,0.3441988913370962,0.5708272242102649,0.31765415270873687,0.6907630891006108,2.2278462103491163,0.2967419249619745,0.11467774420946626,0.21885961518048297,0.2546807116117927,0.42068147890168606,0.10130510037429163,0.889452514068405,0.12206067133369233,0.2045002711006687,0.31879886984825134,0.37208396459304965,0.2410975485488252,0.11389601892395189,0.005209198372427634,0.5165273821912706,0.005209198372427634,
27.0,0.6382815450815033,0.6282285588976415,49.75104,49.75104,0.5412350858791136,0.3493497943230609,0.5647321121386382,0.3304271410809855,0.7053871218805164,2.421233451696923,0.30103680208318195,0.11467774420946626,0.21881341878009972,0.2752071844767686,0.419774153540735,0.1005333446423497,0.8826765464864543,0.11181134376905875,0.2045002711006687,0.31640544533729553,0.37156676137187566,0.2407678277903326,0.11389601892395189,0.006681130457429032,0.8833538149483502,,0.006681130457429032
28.0,0.6220163021514613,0.6062289869409605,49.75104,49.75104,0.0,0.34190648500738413,0.5540314147948529,0.3389469231405594,0.7198612315016302,2.5644224251370624,0.3121582072360491,0.11467774420946626,0.21423018170168645,0.2895680672900211,0.419774153540735,0.1005333446423497,0.8826765464864543,0.11181134376905875,0.2045002711006687,0.31640544533729553,0.37156676137187566,0.2407678277903326,0.11389601892395189,0.0,0.0,,
29.0,0.6028167949772933,0.62383019721882,51.73248,51.73248,0.5412350858791136,0.3071055817116797,0.5905027156592557,0.3526676030539626,0.7264377257847712,2.6783771822438944,0.3209146353967292,0.11467774420946626,0.19267662570434202,0.3017441064183813,0.4571579035769401,0.10661495956061237,0.9360727492310239,0.12387202625102543,0.2045002711006687,0.3094760775566101,0.36744896389348636,0.23726619204470015,0.11389601892395189,0.008196772204596909,1.1346564011182636,,0.008196772204596909
30.0,0.6391223254029347,0.7931578040435808,53.4016,53.4016,0.4559241291901578,0.32912773678659796,0.540701991067177,0.32019434356454546,0.6947960411122965,2.291050740175832,0.3029275966920611,0.11467774420946626,0.20670528947439268,0.2621657579501004,0.4559587407157274,0.10618539088816921,0.9323011628621449,0.12939576452302312,0.2045002711006687,0.32083454728126526,0.3692516508379126,0.23838054485414753,0.11389601892395189,0.005030388202080446,0.5316777289845049,0.005030388202080446,
31.0,0.6343321130619626,0.7142206181082633,55.38304,55.38304,0.5412350858791136,0.315603799169765,0.5351482070963698,0.3308875825875071,0.7057345042415715,2.414327484062736,0.30987312330846795,0.11467774420946626,0.19879547884384297,0.2754305403033162,0.4543466130460386,0.10639471736235762,0.9341390363555826,0.12258573117855735,0.2045002711006687,0.319985568523407,0.3701565898885496,0.23897083937104704,0.11389601892395189,0.006209121950305708,0.9013218455947936,,0.006209121950305708
32.0,0.6183614247273134,0.806172780192424,55.38304,55.38304,0.0,0.32431886510292546,0.5547933423983576,0.3481168000821474,0.721663291393295,2.618831475533524,0.317824386320034,0.11467774420946626,0.2029802509836497,0.29563391350607204,0.4543466130460386,0.10639471736235762,0.9341390363555826,0.12258573117855735,0.2045002711006687,0.319985568523407,0.3701565898885496,0.23897083937104704,0.11389601892395189,0.0,0.0,,
33.0,0.595255429036603,0.7099127059793054,57.36448,57.36448,0.5412350858791136,0.3315558142386553,0.5802680521393111,0.36009278226635905,0.7374487606337425,2.795610732949353,0.32471615140398313,0.11467774420946626,0.2058965967237677,0.3157016677064019,0.44282073223641416,0.1038087107727649,0.9114340584816906,0.11245144142302188,0.2045002711006687,0.30072924494743347,0.36937926663678755,0.23861155217218377,0.11389601892395189,0.00688355515517863,1.0474169647786766,,0.00688355515517863
34.0,0.6414810774214771,0.9366255972878659,59.0336,59.0336,0.4559241291901578,0.33341506930554193,0.5625451622964123,0.32300440448176637,0.6973250882737956,2.30466156067899,0.2992536325408569,0.11467774420946626,0.21070766458165255,0.26401882145087713,0.437406585018595,0.10296918246327826,0.904063051861633,0.10849248273059732,0.2045002711006687,0.3035780191421509,0.36960716897242923,0.23881703673939494,0.11389601892395189,0.004905229168986843,0.5502792927436531,0.004905229168986843,
