round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_auprc_lift,fed_f1,fed_f1_best_threshold,fed_auprc,fed_brier,fed_ece,fed_prevalence,fed_auroc,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
36.0,0.6382412279234562,1.174792376240011,76.75904,76.75904,0.5412350858791136,0.32880109389240053,2.438823131218043,0.29888813466332004,0.5564008709437177,0.27791850523739203,0.2210554955809229,0.35146700773174305,0.11467774420946628,0.7083348214893271,0.46218313073582107,0.10627046861982065,0.9330481400827293,0.07842076798269335,0.2045002711006687,0.30487802624702454,0.3691583654575015,0.23801729538037605,0.11389601892395189,0.0039845647961272304,0.8751616263762116,,0.0039845647961272304
37.0,0.6138676589217933,0.9909048293132864,78.74048,78.74048,0.5412350858791136,0.3396934179887963,2.6659207149978714,0.31532592961837397,0.5739917102094443,0.30109915271648796,0.21395292860408036,0.34501011622342775,0.11467774420946628,0.7238354771021546,0.4667689011935984,0.1073462785954801,0.9424936851142705,0.09359251259899208,0.2045002711006687,0.3000137507915497,0.3686056589647078,0.23762385135068628,0.11389601892395189,0.0038830909053292548,0.873471109662205,,0.0038830909053292548
38.0,0.5931205648590846,1.055131884248857,80.72192,80.72192,0.5412350858791136,0.35242107830881214,2.7672697262811985,0.32217704201443176,0.5656201552790997,0.31183458697086525,0.20431021637219354,0.32956007374250684,0.11467774420946628,0.7330113009956077,0.45747871776127425,0.10497775164044479,0.9216981649774624,0.09508928571428571,0.2045002711006687,0.28607234358787537,0.366709738990802,0.23643495242112264,0.11389601892395189,0.004371589309146651,1.0129836450796574,,0.004371589309146651
39.0,0.5734098184396637,1.2955301499583312,82.70336,82.70336,0.5412350858791136,0.36269426894478896,2.9910469141378933,0.3291545012473885,0.5775422689440207,0.33348314122870576,0.19521774187784627,0.3125501932916217,0.11467774420946628,0.7463797704888433,0.46381617834156386,0.10572090610602314,0.9282230152101518,0.08413758970551843,0.2045002711006687,0.2918214797973633,0.36534164665125596,0.23530340929603402,0.11389601892395189,0.004557858228068799,1.0949972424423322,,0.004557858228068799
40.0,0.6492643463893522,1.8969100826403977,86.35392,86.35392,0.9971592150692714,0.3188810724021516,2.2500748669984425,0.2969063658867081,0.5572376931114319,0.25848954723375267,0.2115896302726599,0.3354177870451798,0.11467774420946628,0.6915401091575724,0.42864626453772414,0.10092775615008079,0.8861394551241516,0.11896582896402097,0.2045002711006687,0.2837527394294739,0.37161273344233015,0.2404516426958161,0.11389601892395189,0.004420186974137474,1.449909050250426,0.006630533446109411,0.003692304321234927
41.0,0.6340582559204231,1.0678845273794684,88.33536,88.33536,0.5412350858791136,0.3288722911516322,2.4496327936153586,0.3005406612139404,0.5486437941658473,0.2788489630594002,0.21484742021345385,0.34300894827577494,0.11467774420946628,0.7110451002879955,0.4126591289305071,0.09784794663322985,0.8590989180979425,0.11321435009915269,0.2045002711006687,0.2770227789878845,0.37005731622276034,0.239823776319963,0.11389601892395189,0.0038706474520457525,0.9709961656481028,,0.0038706474520457525
42.0,0.6141394440342643,1.0510228578301335,90.3168,90.3168,0.5412350858791136,0.3441862052692056,2.655830711310618,0.31551495327679,0.5514176570719401,0.3006158587956004,0.2024750897022378,0.3244740737693032,0.11467774420946628,0.7260919216059726,0.43288876984200086,0.10163012693022003,0.8923062271217594,0.11388165240044659,0.2045002711006687,0.2648863196372986,0.3686499876325999,0.23852735817756443,0.11389601892395189,0.004168097337458064,1.0723592874128371,,0.004168097337458064
43.0,0.5892165255507316,1.3496070665111592,92.29824,92.29824,0.5412350858791136,0.36167303549428764,2.858081060175648,0.3146893157151872,0.5989718826568319,0.3215062946335591,0.21409155404073843,0.3408872094223589,0.11467774420946628,0.7394245496811521,0.41739655951258725,0.09837293542039496,0.8637082871709357,0.10178426601784266,0.2045002711006687,0.24396449327468872,0.36723280532730024,0.23764971821043246,0.11389601892395189,0.004094052358478711,1.086836539558135,,0.004094052358478711
44.0,0.5687012158332443,1.8686373208472553,94.27968,94.27968,0.5412350858791136,0.3718946231096357,2.9835712914463532,0.3288584566765934,0.5884115191557315,0.3317162467484465,0.20591948393461637,0.3307369700518813,0.11467774420946628,0.75104897096712,0.4198871739031239,0.09891377030648979,0.8684567840122164,0.09563029055136124,0.2045002711006687,0.2586570084095001,0.3671295428016272,0.2378247402833171,0.11389601892395189,0.0039824801935966405,1.0915097099496052,,0.0039824801935966405
45.0,0.6518221666746296,2.2969923703145594,95.9488,95.9488,0.4559241291901578,0.3221532391833149,2.268195715347788,0.3000278733209907,0.5480984580765917,0.2597963791787499,0.20643752782992053,0.3232074956106168,0.11467774420946628,0.6938496533028775,0.4244826199881945,0.10010879402810394,0.8789490183581073,0.09371375550916261,0.2045002711006687,0.2831451892852783,0.3674247758342561,0.23769108838868425,0.11389601892395189,0.005793735578023389,0.5035924455150962,0.005793735578023389,
46.0,0.6397609930860524,1.5883977269478122,97.93024,97.93024,0.5412350858791136,0.3329160356191928,2.4341281752835613,0.29743345525358333,0.5722024993068743,0.2765942979769432,0.21830335619465374,0.3470738817242346,0.11467774420946628,0.7122384090678359,0.4152044212822839,0.09809159843847959,0.8612381658745696,0.07714510627131986,0.2045002711006687,0.2855982780456543,0.36721871902840786,0.23775858900401034,0.11389601892395189,0.003196378166643236,0.893598950933665,,0.003196378166643236
47.0,0.6109443835525955,1.0759542460106746,99.91168,99.91168,0.5412350858791136,0.3390417036341909,2.63804606549771,0.3147455358808082,0.5527243888172557,0.29775429217822563,0.20374480336644238,0.32806887796502066,0.11467774420946628,0.7257582152536084,0.4300194255473406,0.09999790394079144,0.8779754102516947,0.06594020676166527,0.2045002711006687,0.29189053177833557,0.36583203931832514,0.23628608514310057,0.11389601892395189,0.0035278332529459153,1.006265431176871,,0.0035278332529459153
48.0,0.5908374717890841,1.4692787744461202,101.89312,101.89312,0.5412350858791136,0.3565987461785626,2.826246665065059,0.316545540503109,0.5844535391218774,0.3174066861201154,0.21502148918016797,0.3444823870208257,0.11467774420946628,0.7419191231319424,0.4207273220488998,0.09865882803101761,0.8662184066055187,0.037212696096315216,0.2045002711006687,0.2927067279815674,0.364641276487761,0.23570061498285247,0.11389601892395189,0.0033302004412808167,0.9758322825655341,,0.0033302004412808167
49.0,0.5747601118560809,1.5575499984613363,103.87456,103.87456,0.5412350858791136,0.3654084050892292,2.989949251405898,0.33012180091632354,0.5663353205552515,0.33499721469017757,0.19807164287587298,0.31929725864275266,0.11467774420946628,0.7523943494181924,0.4332592673057818,0.10057019812989217,0.8830001178271443,0.05771643663739021,0.2045002711006687,0.29923829436302185,0.3663986167545209,0.23663423746987997,0.11389601892395189,0.003815644322641213,1.148157758754678,,0.003815644322641213
50.0,0.6483274229641217,2.170353806464002,107.52512,107.52512,0.9971592150692714,0.3202328386829275,2.320870622770633,0.3022802947740365,0.5415659537248142,0.2666474460765903,0.2050515582233278,0.3238576590250307,0.11467774420946628,0.6962676812531619,0.4265300755893637,0.09990401430652415,0.8771510650712896,0.08578680203045685,0.2045002711006687,0.2931939959526062,0.36815924696428165,0.23810416612459143,0.11389601892395189,0.003597808602943155,1.440563132171519,0.005200384776172661,0.003114263526043751
51.0,0.6409972448200832,1.7095493038439933,109.50656,109.50656,0.5412350858791136,0.3334602448632224,2.4592660973891136,0.309310250687164,0.5711646446656184,0.28085935158036934,0.20002646906444174,0.31886537818838145,0.11467774420946628,0.7105520940601315,0.4268337221237146,0.10019255748614413,0.8796844563376922,0.10313531353135313,0.20450951154489178,0.31096577644348145,0.3699345854023597,0.2393685948912282,0.11389601892395189,0.0035264358893174106,1.105496135656722,,0.0035264358893174106
