round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_auprc,fed_f1,fed_auroc,fed_f1_best_threshold,fed_brier,fed_auprc_lift,fed_f1_best,fed_prevalence,fed_ece,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
40.0,0.6572223626795576,2.4937834584981697,292.8768,146.4384,1.0,0.3052413951518383,0.30512785035123013,0.7215019548791043,0.5816324864273136,0.20292921903803404,2.65866017293846,0.34657822413075917,0.11423716012084593,0.317452920180578,0.6514633614489578,0.21221874717832695,1.8632674713593362,0.2694629806164601,0.27199215878461164,0.5322088599205017,0.31480430959334116,0.21091165298461115,0.11389601892395189,0.0026386489343852345,1.7682984747161754,0.0012578294161249971,0.004300838719734769,0.004641490560569149
41.0,0.6620732181724643,3.015203510734135,300.19872,150.09936,1.0,0.3092856160509396,0.3077646371587016,0.7244846457869863,0.5814168611663316,0.20382012200274613,2.691234953140858,0.3479196064029014,0.11423716012084593,0.32431294875021216,0.6490821029809014,0.2102879787828039,1.8463154442932084,0.27140335392762577,0.2743351886209029,0.5239078998565674,0.32151665302143473,0.21185830405938713,0.11389601892395189,0.0026051369318289917,1.7954283402686997,0.0012562600631921951,0.004225262144281104,0.004173705887821303
42.0,0.6556336105805125,2.2999981089070567,307.52064,153.76032,1.0,0.31198523755930796,0.313001461393226,0.7256322574017711,0.5726602985246965,0.20343574340984547,2.715293758291378,0.35443050131918113,0.11423716012084593,0.3273315952668972,0.6487571098291373,0.2083138448765888,1.8289826707260022,0.2690909090909091,0.2739375320020481,0.5219117403030396,0.3251493090208043,0.21108090270361438,0.11389601892395189,0.002400425273747846,1.6969524338792326,0.001224942386254301,0.0038156302785928987,0.002852664415165722
43.0,0.661051390949143,2.7831067907014493,314.84256,157.42128,1.0,0.31423520092982854,0.31470609062828736,0.726044545597601,0.5631021601518417,0.1909511513869593,2.7358053887571687,0.3522989883791196,0.11423716012084593,0.3042911135591396,0.6493326276860281,0.20984506061573177,1.8424266501873505,0.27126607319485657,0.2747629083245522,0.5134221315383911,0.30178959198330324,0.1995871341598889,0.11389601892395189,0.0021874520810256557,1.588032068691973,0.0010634106190642075,0.003536537130153489,0.003364098433484804
44.0,0.6689836039640306,2.913768865565194,322.16448,161.08224,1.0,0.31216024297050043,0.30833566046598676,0.7264467374014979,0.5877823455396135,0.20307514634626453,2.7159824304258606,0.3509913192505771,0.11423716012084593,0.32226468125484337,0.6487913196345861,0.2105736470534133,1.8488235940363538,0.26783178590933915,0.2706300929645358,0.5100338459014893,0.3193684642146512,0.21130298364325298,0.11389601892395189,0.0023357267279274113,1.7396027247505117,0.0011186258036469496,0.003796882494904505,0.003928528753741267
45.0,0.6648354482920545,2.667987007355787,329.4864,164.7432,1.0,0.3141395578536099,0.3102442521919361,0.7297137664001344,0.5803062057597159,0.19970080408966445,2.732123145837816,0.35435051277561824,0.11423716012084593,0.31813853159372063,0.6492172856750669,0.21058834328854903,1.8489526260716662,0.2675992779783393,0.2744336569579288,0.525646448135376,0.31525188178513996,0.20814564191360413,0.11389601892395189,0.0022125800262204594,1.6907696810558264,0.0010451799497854205,0.0036105140863820395,0.0036567674319099718
46.0,0.660380373966831,2.9966908370431593,336.80832,168.40416,1.0,0.31630593570508964,0.31086922400970934,0.7298801006442437,0.5854015268314131,0.2016847817591333,2.7528220978573876,0.3529444092232978,0.11423716012084593,0.3217979581752808,0.648929401252104,0.20717281995019818,1.81896454246155,0.26989695242271433,0.2736324235679981,0.5112760066986084,0.31915092165945275,0.21030831015346227,0.11389601892395189,0.0021921980472140194,1.7166769081286475,0.0010229892807540985,0.0035904608379990132,0.00452775325203443
47.0,0.6599109754998893,3.144797768993197,344.13024,172.06512,1.0,0.3201668769173874,0.3124682376834896,0.7314291397563558,0.5940746227945206,0.20556127922605344,2.7838416590698585,0.360353464520855,0.11423716012084593,0.3283908094215145,0.6438501612529253,0.20521168282519364,1.8017458798293293,0.2631978319783198,0.26592592592592595,0.5248351693153381,0.3262412990998739,0.21516599333845554,0.11389601892395189,0.0021292227086640815,1.711197925937995,0.0010050352108365874,0.0034732109217413686,0.0030472252767238003
48.0,0.6710086398331029,2.8142005435081936,351.45216,175.72608,1.0,0.3188027451865068,0.3104953763715749,0.7329503294980679,0.5953350943538537,0.2060688828959791,2.7684343953972244,0.3545240423802937,0.11423716012084593,0.3284503548818193,0.6464885579871763,0.2072705012998639,1.8198221786685798,0.2696605299563691,0.27094270714448754,0.5131436586380005,0.3264733497118193,0.2157746599430214,0.11389601892395189,0.0020367455492391125,1.6760419055399325,0.0009936725161937246,0.0032831779397073705,0.003080968761024433
49.0,0.6633088426380723,2.8616446594603464,358.77408,179.38704,1.0,0.3215256999258254,0.3188939772219115,0.7341257741885704,0.5435644545088724,0.19266469604745973,2.79128775461764,0.3595471401631275,0.11423716012084593,0.30924055001648004,0.6442189770901727,0.20512357776210544,1.8009723228260153,0.268517381157106,0.26957581127478125,0.48084402084350586,0.3070736318096307,0.20257781727449342,0.11389601892395189,0.0019282567558599395,1.624538480564297,0.0009482111901710447,0.0030957641655376487,0.0033499517958365107
