round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_f1_best,fed_f1_best_threshold,fed_auprc,fed_auroc,fed_ece,fed_f1,fed_prevalence,fed_brier,fed_auprc_lift,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium
1.0,11.448174388728143,282.0235793479772,3.65056,3.65056,0.9971592150692714,0.2643118518752491,0.5123402721039815,0.1875819531519462,0.6045871159667477,0.39107882945392136,0.19960636003738974,0.11481085163970539,0.2533741823381119,1.6366255454593657,0.5594048879311371,0.13948198636397072,1.2246432112530863,0.2045002711006687,0.2171209947393592,0.531312108039856,0.41903716005372543,0.27640479109322613,0.11389601892395189,0.02409025139963619,2.5692333055194467,0.01991178494742153,0.02688958824246121
2.0,11.165252198879852,256.15729263908105,7.30112,7.30112,0.9971592150692714,0.29547535950262116,0.5297386815757741,0.21498260469293445,0.646241067685438,0.3800525991838768,0.23370757415530033,0.11481085163970539,0.24390200419379618,1.8886159075014421,0.6437807125869847,0.19702609776427216,1.729876949393868,0.2045002711006687,0.26877092300334765,0.5325782895088196,0.4167410849360949,0.27416413097570586,0.11389601892395189,0.018012684640469744,2.00295536685735,0.01428618207735562,0.02052550539228704
3.0,10.548915503759847,376.08743981703196,10.95168,10.95168,0.9971592150692714,0.2993972346604694,0.5470349120491211,0.22745085432859521,0.6560848941191162,0.38092051618926254,0.2574334686918185,0.11481085163970539,0.2440091492713302,1.9991198361024611,0.6342419119661984,0.1726155964764928,1.515554258237488,0.2045002711006687,0.26167135785693485,0.5299854874610901,0.4153229285842838,0.27314601137940747,0.11389601892395189,0.012433443505191911,1.4685408200602978,0.010668361180629856,0.013639137564460035
4.0,10.197908669158581,374.4190741707298,14.60224,14.60224,0.9971592150692714,0.3025354488959059,0.5626402416496825,0.23087509851338398,0.6568915769358674,0.3807078901442194,0.26942199767129815,0.11481085163970539,0.24338980697914075,2.0318433044133717,0.5348336261455077,0.12300739083196946,1.0799972816793642,0.2045002711006687,0.21156307384118858,0.5257052183151245,0.4133365780401616,0.271710740216875,0.11389601892395189,0.01010733795588849,1.2557978029362857,0.009414198506667233,0.010594729160577519
5.0,9.931085999843042,435.8338083343601,18.2528,18.2528,0.9971592150692714,0.30303566319549863,0.5672215951759398,0.23143432573632636,0.658962895681757,0.38002630928100406,0.27022198991739393,0.11481085163970539,0.24270790782686893,2.036192731112826,0.6130701711629762,0.1506781233695001,1.3229446015150672,0.20450951154489178,0.24820683903252708,0.5275408029556274,0.4127293004921947,0.27098916623455954,0.11389601892395189,0.00933475916963427,1.2183717656880617,0.008640994948882794,0.009836291585857505
6.0,9.737863972436678,433.87212066093645,18.2528,18.2528,0.0,0.31320150878413555,0.5653429947089552,0.2392571298946369,0.6686935213712598,0.370606685704114,0.28276122511003093,0.11481085163970539,0.23497167520955822,2.1173728565550256,0.6130701711629762,0.1506781233695001,1.3229446015150672,0.20450951154489178,0.24820683903252708,0.5275408029556274,0.4127293004921947,0.27098916623455954,0.11389601892395189,0.0,0.0,,
7.0,9.106784762847187,479.25401607603925,18.2528,18.2528,0.0,0.31786856928834734,0.5846482875394109,0.247658763949875,0.6762426011777253,0.3822775720469472,0.2873752700137454,0.11481085163970539,0.24310854001711082,2.196076375188919,0.6130701711629762,0.1506781233695001,1.3229446015150672,0.20450951154489178,0.24820683903252708,0.5275408029556274,0.4127293004921947,0.27098916623455954,0.11389601892395189,0.0,0.0,,
8.0,8.67597489481213,547.4511582775142,18.2528,18.2528,0.0,0.32567188710953127,0.5648830013780285,0.2566255778110907,0.6858785699219972,0.3711186538256909,0.2976890221074186,0.11481085163970539,0.23438182134874952,2.2714149647192787,0.6130701711629762,0.1506781233695001,1.3229446015150672,0.20450951154489178,0.24820683903252708,0.5275408029556274,0.4127293004921947,0.27098916623455954,0.11389601892395189,0.0,0.0,,
9.0,9.577316415291346,494.67663428336965,21.90336,21.90336,0.9971592150692714,0.3036479004017012,0.5795287458413554,0.2297753001274956,0.660561701231037,0.38417841384624996,0.2754643507152835,0.11481085163970539,0.2456923188163655,2.01911110549787,0.6177031150098522,0.15285181457076275,1.3420294757872226,0.20450951154489178,0.25075602778912953,0.5281980037689209,0.41347965515609647,0.2715708557826525,0.11389601892395189,0.009084178592999207,1.2419535637600347,0.007850301468864515,0.010000860568469085
10.0,9.466172766796163,510.2869780772438,21.90336,21.90336,0.0,0.31578546385969214,0.5876712277029822,0.2474491417183079,0.6695456016971861,0.37605990007329304,0.285910304509069,0.11481085163970539,0.23881156285134272,2.1815763192569095,0.6177031150098522,0.15285181457076275,1.3420294757872226,0.20450951154489178,0.25075602778912953,0.5281980037689209,0.41347965515609647,0.2715708557826525,0.11389601892395189,0.0,0.0,,
11.0,9.04036767893241,561.6746375106088,21.90336,21.90336,0.0,0.32155069180863827,0.5957258476847525,0.25646343075894745,0.6766914429751052,0.3780276915658192,0.2918740177532963,0.11481085163970539,0.24005687760347305,2.264163487116,0.6177031150098522,0.15285181457076275,1.3420294757872226,0.20450951154489178,0.25075602778912953,0.5281980037689209,0.41347965515609647,0.2715708557826525,0.11389601892395189,0.0,0.0,,
12.0,8.630966762273166,525.3880389247804,21.90336,21.90336,0.0,0.3312453126388005,0.5723176324837246,0.25360551932873265,0.6849245462674229,0.37475114820129113,0.30384122555753906,0.11481085163970539,0.23693132079262097,2.24490180054329,0.6177031150098522,0.15285181457076275,1.3420294757872226,0.20450951154489178,0.25075602778912953,0.5281980037689209,0.41347965515609647,0.2715708557826525,0.11389601892395189,0.0,0.0,,
13.0,9.411119648714434,605.8987548810785,25.55392,25.55392,0.9971592150692714,0.3067045336321347,0.5657129238064821,0.23265773324411562,0.6615331638571602,0.3782220295930948,0.2770839585501756,0.11481085163970539,0.24139722510433417,2.040710668039626,0.6454767709899244,0.18026126815598753,1.5826827825856458,0.2045002711006687,0.271518544436669,0.531948983669281,0.41426957411965004,0.2720656183451538,0.11389601892395189,0.007991118921268869,1.1507796626538038,0.006478010562594146,0.0091289431456391
14.0,9.312503613684566,542.1435156661139,25.55392,25.55392,0.0,0.3131843907378692,0.5705308110776837,0.2469643216591276,0.671943297990723,0.3707480886332631,0.28607883711842524,0.11481085163970539,0.23524338670111986,2.1793936147029225,0.6454767709899244,0.18026126815598753,1.5826827825856458,0.2045002711006687,0.271518544436669,0.531948983669281,0.41426957411965004,0.2720656183451538,0.11389601892395189,0.0,0.0,,
15.0,8.890028418189509,570.7294818050889,25.55392,25.55392,0.0,0.32138074057816407,0.602376353832986,0.25917705739797603,0.6783889027518376,0.3838099904403876,0.28290768314729525,0.11481085163970539,0.244887229367058,2.289278442238224,0.6454767709899244,0.18026126815598753,1.5826827825856458,0.2045002711006687,0.271518544436669,0.531948983669281,0.41426957411965004,0.2720656183451538,0.11389601892395189,0.0,0.0,,
16.0,8.460820303230141,604.3357447053281,25.55392,25.55392,0.0,0.32916032771944165,0.599521119174974,0.2621168104359819,0.6836138889307326,0.38030505763574207,0.2936823043506174,0.11481085163970539,0.2416238986332571,2.319394284298791,0.6454767709899244,0.18026126815598753,1.5826827825856458,0.2045002711006687,0.271518544436669,0.531948983669281,0.41426957411965004,0.2720656183451538,0.11389601892395189,0.0,0.0,,
17.0,9.45932273065441,619.5382920233727,29.20448,29.20448,0.9971592150692714,0.30586186364191165,0.5715646083722473,0.23192411293053597,0.6623277786891348,0.3777134262582027,0.27608039503989507,0.11481085163970539,0.24105235032389508,2.0361408110843864,0.6522183113668566,0.1948879178917656,1.7111038623912906,0.20450951154489178,0.27107185694035546,0.5307781100273132,0.4139070485500259,0.2716353558890873,0.11389601892395189,0.008232496750926474,1.2426360591780394,0.006697417537819152,0.009402409950224875
18.0,9.186559684702534,673.2732926365393,29.20448,29.20448,0.0,0.3151282848143422,0.5555447665610457,0.24438888091167552,0.6684697471147822,0.371722303088439,0.2916673248259488,0.11481085163970539,0.23536975711570302,2.1546794357415635,0.6522183113668566,0.1948879178917656,1.7111038623912906,0.20450951154489178,0.27107185694035546,0.5307781100273132,0.4139070485500259,0.2716353558890873,0.11389601892395189,0.0,0.0,,
19.0,8.814864180246207,721.0051946011466,29.20448,29.20448,0.0,0.32562975093977264,0.5416995282082963,0.25796635494662135,0.6753253916821316,0.3716880448189287,0.29315098779897986,0.11481085163970539,0.23563363188764053,2.2789747480245133,0.6522183113668566,0.1948879178917656,1.7111038623912906,0.20450951154489178,0.27107185694035546,0.5307781100273132,0.4139070485500259,0.2716353558890873,0.11389601892395189,0.0,0.0,,
20.0,8.51470483929801,523.7478783142518,29.20448,29.20448,0.0,0.3338307774546657,0.5755037653380165,0.2646101456608246,0.6860608853823524,0.36584148304671177,0.30395789042693105,0.11481085163970539,0.23048711215802883,2.340949323250308,0.6522183113668566,0.1948879178917656,1.7111038623912906,0.20450951154489178,0.27107185694035546,0.5307781100273132,0.4139070485500259,0.2716353558890873,0.11389601892395189,0.0,0.0,,
21.0,9.306520021743108,618.3608202915733,32.85504,32.85504,0.9971592150692714,0.31356079791025365,0.5822480661686561,0.2387325900713574,0.6630594094553557,0.3727082079233648,0.27587611579800286,0.11481085163970539,0.23763418838251626,2.093493139611405,0.640584291931571,0.17140086402559465,1.5048889824677596,0.20484272459832542,0.2717876183222718,0.530544638633728,0.4106657342426826,0.2687759247008221,0.11389601892395189,0.007047233486402629,1.1195569395786151,0.0057371946069666915,0.008059590101587251
22.0,9.323997577601638,620.9653073687573,32.85504,32.85504,0.0,0.3165668611761169,0.5945890676444746,0.2457261394082365,0.6707947703266248,0.3751464057311601,0.287559528557732,0.11481085163970539,0.23850870688698722,2.1643524853393643,0.640584291931571,0.17140086402559465,1.5048889824677596,0.20484272459832542,0.2717876183222718,0.530544638633728,0.4106657342426826,0.2687759247008221,0.11389601892395189,0.0,0.0,,
23.0,8.960606726043192,569.5291362976238,32.85504,32.85504,0.0,0.32115791746177347,0.5762697832376681,0.25346443360770576,0.6758237086300026,0.3792532393212299,0.28816291424822055,0.11481085163970539,0.24130904960095928,2.238573191464818,0.640584291931571,0.17140086402559465,1.5048889824677596,0.20484272459832542,0.2717876183222718,0.530544638633728,0.4106657342426826,0.2687759247008221,0.11389601892395189,0.0,0.0,,
24.0,8.583211623374597,625.8725518875293,32.85504,32.85504,0.0,0.3311424319843705,0.5826147037950494,0.26625440486381186,0.6862088350914354,0.37066379465060045,0.30470197766462104,0.11481085163970539,0.23420288442086207,2.3465240035258565,0.640584291931571,0.17140086402559465,1.5048889824677596,0.20484272459832542,0.2717876183222718,0.530544638633728,0.4106657342426826,0.2687759247008221,0.11389601892395189,0.0,0.0,,
25.0,9.277229070975775,589.1057887172517,36.5056,36.5056,0.9971592150692714,0.31210921484812504,0.5882812018112935,0.23986113341173773,0.664333569819434,0.37829097328247846,0.27751769212156346,0.11481085163970539,0.2414805669192321,2.101547043656213,0.6483900132667784,0.18416631699249011,1.6169688697851463,0.20482418427840884,0.2728635682158921,0.5359399914741516,0.41162985344586844,0.26941387619862206,0.11389601892395189,0.007983215363066534,1.324954752344638,0.005799851618008626,0.009694992361191148
26.0,9.170487901219168,739.7421615082585,36.5056,36.5056,0.0,0.3170606830727784,0.5955382712636064,0.25126557771993313,0.6696552194046843,0.3742536340953944,0.28569036368929596,0.11481085163970539,0.2378851250916777,2.214882892171626,0.6483900132667784,0.18416631699249011,1.6169688697851463,0.20482418427840884,0.2728635682158921,0.5359399914741516,0.41162985344586844,0.26941387619862206,0.11389601892395189,0.0,0.0,,
27.0,8.758800420330754,670.3937994695932,36.5056,36.5056,0.0,0.3280604403019112,0.5892382410775873,0.2577598734396314,0.6773834429516342,0.3714263632733173,0.29717591427384943,0.11481085163970539,0.23508079176727717,2.274725624021344,0.6483900132667784,0.18416631699249011,1.6169688697851463,0.20482418427840884,0.2728635682158921,0.5359399914741516,0.41162985344586844,0.26941387619862206,0.11389601892395189,0.0,0.0,,
28.0,8.489721480081192,591.5694135604641,36.5056,36.5056,0.0,0.3369302607313291,0.584482362110604,0.27066804388371185,0.6886987339289952,0.3680952312272948,0.3065947682842993,0.11481085163970539,0.23167200342589617,2.397216184444123,0.6483900132667784,0.18416631699249011,1.6169688697851463,0.20482418427840884,0.2728635682158921,0.5359399914741516,0.41162985344586844,0.26941387619862206,0.11389601892395189,0.0,0.0,,
29.0,9.256891106774628,797.6840565597896,40.15616,40.15616,0.9971592150692714,0.313689153194358,0.5937097113683386,0.24426943226061262,0.6664748266178712,0.38376246117439505,0.27352986977380367,0.11481085163970539,0.24605521710421407,2.141907001544017,0.6469807223855966,0.18376579835196505,1.6134523408993342,0.20456497175141242,0.27186027806503504,0.5345966815948486,0.41321511534315225,0.27086442798647914,0.11389601892395189,0.006500093484450273,1.1389644172159024,0.005246627319387903,0.00747995101175219
30.0,9.128261667638187,656.6116083005516,40.15616,40.15616,0.0,0.31647395177115867,0.5797646389029629,0.2500683279265758,0.6705682592421476,0.3749674018813611,0.2888087812460872,0.11481085163970539,0.23855272533368777,2.2014388400738376,0.6469807223855966,0.18376579835196505,1.6134523408993342,0.20456497175141242,0.27186027806503504,0.5345966815948486,0.41321511534315225,0.27086442798647914,0.11389601892395189,0.0,0.0,,
31.0,8.744411597594564,757.7990629193974,40.15616,40.15616,0.0,0.33060461901049865,0.6010857027307992,0.25777285690377943,0.6820287371797563,0.3785606020984275,0.2931672072826784,0.11481085163970539,0.24035396438053627,2.274162726851023,0.6469807223855966,0.18376579835196505,1.6134523408993342,0.20456497175141242,0.27186027806503504,0.5345966815948486,0.41321511534315225,0.27086442798647914,0.11389601892395189,0.0,0.0,,
32.0,8.43144786228034,672.7136215576695,40.15616,40.15616,0.0,0.3348866156887425,0.5890801022094334,0.26782191494705077,0.6877142859154266,0.3682743048096886,0.30444670388571166,0.11481085163970539,0.23179708306993724,2.3658372343978584,0.6469807223855966,0.18376579835196505,1.6134523408993342,0.20456497175141242,0.27186027806503504,0.5345966815948486,0.41321511534315225,0.27086442798647914,0.11389601892395189,0.0,0.0,,
33.0,9.2540320208626,768.7975085494443,43.80672,43.80672,0.9971592150692714,0.313819947388443,0.5880021050637113,0.24302037195905965,0.6672970725991435,0.3735656970160463,0.2829278214653405,0.11481085163970539,0.23763546777538383,2.130327594956891,0.6456772610309555,0.18091738945711783,1.588443487018769,0.20452799493876814,0.27327984439581815,0.5349102020263672,0.4133656665602546,0.27095250265267984,0.11389601892395189,0.006129617577778973,1.1229354125098325,0.005172437153361012,0.006888786595146652
34.0,9.205508093623452,767.6711508656159,43.80672,43.80672,0.0,0.32442120003091085,0.5586595266894215,0.24972366596424625,0.6750796360778996,0.36876938355353955,0.2976103694845208,0.11481085163970539,0.23325391886548275,2.2018329660204383,0.6456772610309555,0.18091738945711783,1.588443487018769,0.20452799493876814,0.27327984439581815,0.5349102020263672,0.4133656665602546,0.27095250265267984,0.11389601892395189,0.0,0.0,,
35.0,8.687929448769832,668.9215823343536,43.80672,43.80672,0.0,0.32683238822113997,0.6107549925800265,0.2591642011195777,0.6809250055116259,0.3816388086776056,0.29318093520771343,0.11481085163970539,0.24261583485347754,2.2833508115996115,0.6456772610309555,0.18091738945711783,1.588443487018769,0.20452799493876814,0.27327984439581815,0.5349102020263672,0.4133656665602546,0.27095250265267984,0.11389601892395189,0.0,0.0,,
36.0,8.501740481897293,778.3670464047849,43.80672,43.80672,0.0,0.33544141699676494,0.5849509321961204,0.2638433614615189,0.6868310842765696,0.3662562004425995,0.311913639969809,0.11481085163970539,0.23032922304417713,2.3309501727944935,0.6456772610309555,0.18091738945711783,1.588443487018769,0.20452799493876814,0.27327984439581815,0.5349102020263672,0.4133656665602546,0.27095250265267984,0.11389601892395189,0.0,0.0,,
37.0,9.306880272863268,799.4090142055272,47.45728,47.45728,0.9971592150692714,0.3159045151195895,0.5863167123999552,0.24393569756246844,0.6682681513742983,0.3788838511545196,0.2809738954445826,0.11481085163970539,0.24172202095213116,2.140616517918478,0.6367466695888483,0.16392000144060276,1.4392074717734582,0.20453723788864786,0.2729574223245109,0.5340927839279175,0.41373141611748565,0.27136405116370765,0.11389601892395189,0.006037010836017668,1.1573240163270384,0.004425072391010288,0.007333392165446893
38.0,9.1043018966035,780.2256283845104,47.45728,47.45728,0.0,0.3261194312867149,0.5831200532348338,0.25776690426091764,0.6725728838689516,0.37243665014661237,0.29683204190705154,0.11481085163970539,0.2355739993070432,2.267128629898387,0.6367466695888483,0.16392000144060276,1.4392074717734582,0.20453723788864786,0.2729574223245109,0.5340927839279175,0.41373141611748565,0.27136405116370765,0.11389601892395189,0.0,0.0,,
39.0,8.658192437256325,650.4650311040527,47.45728,47.45728,0.0,0.33102062112692926,0.5754075867662105,0.2620292229885638,0.6833496510889218,0.37199950253842656,0.30114542115178694,0.11481085163970539,0.2352942335754421,2.3133519653606665,0.6367466695888483,0.16392000144060276,1.4392074717734582,0.20453723788864786,0.2729574223245109,0.5340927839279175,0.41373141611748565,0.27136405116370765,0.11389601892395189,0.0,0.0,,
40.0,8.437463035022372,692.4295777228994,47.45728,47.45728,0.0,0.3413560206700964,0.5782482171119432,0.2633524387316981,0.689944662064108,0.37121706188021447,0.30817332642516215,0.11481085163970539,0.23391032652300967,2.3318003041547666,0.6367466695888483,0.16392000144060276,1.4392074717734582,0.20453723788864786,0.2729574223245109,0.5340927839279175,0.41373141611748565,0.27136405116370765,0.11389601892395189,0.0,0.0,,
41.0,9.164785917496209,749.0770088942927,51.10784,51.10784,0.9971592150692714,0.3169955281703745,0.5928338331547258,0.24384596529031488,0.6685502816790991,0.37545645862579513,0.2800246329040397,0.11481085163970539,0.23916644505335916,2.138897659195532,0.6477339279297033,0.18807944020797263,1.6513258495325709,0.2045742180437534,0.273486698367819,0.5350832343101501,0.4121685251942325,0.2699749624034437,0.11389601892395189,0.006079618998477039,1.2140871007577516,0.004533713079702043,0.007332367292865503
42.0,9.26559180818177,797.1628852958333,51.10784,51.10784,0.0,0.32813781401948994,0.603386195543587,0.25453799619081674,0.6797992501317124,0.38054922936868646,0.2924432254943466,0.11481085163970539,0.24180396222087627,2.2445130984753194,0.6477339279297033,0.18807944020797263,1.6513258495325709,0.2045742180437534,0.273486698367819,0.5350832343101501,0.4121685251942325,0.2699749624034437,0.11389601892395189,0.0,0.0,,
43.0,8.892833655888317,816.7636737862347,51.10784,51.10784,0.0,0.3358252361355005,0.5786090958592663,0.26458842321711373,0.6843782838997651,0.37040367272859576,0.3032229408889398,0.11481085163970539,0.23364698135985107,2.3357122986285224,0.6477339279297033,0.18807944020797263,1.6513258495325709,0.2045742180437534,0.273486698367819,0.5350832343101501,0.4121685251942325,0.2699749624034437,0.11389601892395189,0.0,0.0,,
44.0,8.451143029278125,613.2018756548789,51.10784,51.10784,0.0,0.3407696468681225,0.5991739485317399,0.27454898426098895,0.6879083652906771,0.3714937464461689,0.30669718921004585,0.11481085163970539,0.2344279524189361,2.4283774638899835,0.6477339279297033,0.18807944020797263,1.6513258495325709,0.2045742180437534,0.273486698367819,0.5350832343101501,0.4121685251942325,0.2699749624034437,0.11389601892395189,0.0,0.0,,
45.0,9.269868521292256,725.4683484883107,54.7584,54.7584,0.9971592150692714,0.31886335387157205,0.5724814773645139,0.24597953202714865,0.6701946177804874,0.3703129596048239,0.2862491495725792,0.11481085163970539,0.2350815073952061,2.1582401963832316,0.6541266813943686,0.1994314770923973,1.750996031086541,0.2046019619366213,0.274514811031665,0.533119797706604,0.41129635349932264,0.2691534495615244,0.11389601892395189,0.00615996020927349,1.2848561799619347,0.004117758073881706,0.007829579026619
46.0,9.296446148592205,771.8721445890426,54.7584,54.7584,0.0,0.3239250857371904,0.5476473343881085,0.25605468782074814,0.6758416567567964,0.370669297624011,0.2959244009723349,0.11481085163970539,0.23439388535203518,2.2561346551203263,0.6541266813943686,0.1994314770923973,1.750996031086541,0.2046019619366213,0.274514811031665,0.533119797706604,0.41129635349932264,0.2691534495615244,0.11389601892395189,0.0,0.0,,
