round,train_loss,grad_sq,upload_mb,download_mb,payload_fraction,fed_prevalence,fed_ece,fed_f1,fed_f1_best,fed_f1_best_threshold,fed_auprc,fed_auroc,fed_auprc_lift,fed_brier,global_auroc,global_auprc,global_auprc_lift,global_f1,global_f1_best,global_f1_best_threshold,global_ece,global_brier,global_prevalence,divergence_total,dispersion_abs,divergence_slow,divergence_medium,divergence_fast
31.0,0.16351770737182753,0.12720132621097854,113.48976,113.48976,1.0,0.11469218179529145,0.3633040961018366,0.30453574632410857,0.3439167091963269,0.5232943318663235,0.2888526714767356,0.7159594233762264,2.534472824380072,0.2270271918543443,0.6554072776479356,0.22412070135037085,1.9677658926780903,0.2704389432078219,0.28611304954640615,0.5238816142082214,0.36467830971326975,0.23052337002645507,0.11389601892395189,0.0035614652947483683,1.6950764317971334,0.0019359869591630125,0.005442712138534122,0.006566127900667033
32.0,0.1633270613666736,0.10678641105644222,117.15072,117.15072,1.0,0.11469218179529145,0.3572306388232354,0.3093038987822178,0.345762380701204,0.5252192447058848,0.2913206837426694,0.7184749480213616,2.5574223140637793,0.2224946060969741,0.652716888535117,0.22136986063872469,1.9436136814099958,0.27271740310498316,0.28440226542170516,0.5272984504699707,0.3586822946331062,0.22649716862783065,0.11389601892395189,0.0032247537679697723,1.5869079399653856,0.001801329388187538,0.004882358618523822,0.0053596435857934275
33.0,0.1627571374074765,0.1145587250840654,120.81168,120.81168,1.0,0.11469218179529145,0.35811386076585966,0.3111113644411137,0.35300630903418784,0.5292484277530324,0.29564667456020555,0.7216058430928132,2.5961854429011146,0.22299998178545447,0.6516421785868303,0.22382640544939494,1.9651819928740732,0.2703789964005928,0.27967573827446435,0.5292214751243591,0.3601421600090644,0.22767580341955548,0.11389601892395189,0.0030961583106933984,1.5762415904500813,0.0017292506061737632,0.004692220282142598,0.007137822319566904
34.0,0.16401347903321375,0.13932268776633777,124.47264,124.47264,1.0,0.11469218179529145,0.3627975077894657,0.3034612421180654,0.3537131135050591,0.5320684723232431,0.29447829321312663,0.7209649449545343,2.5816094162952896,0.22659103240725517,0.6513012601808055,0.22383380691873617,1.965246977316999,0.2677612242829634,0.28113020019877893,0.5291677713394165,0.3648036114954795,0.23103331115762235,0.11389601892395189,0.0031413977701582143,1.655591658078265,0.0017254017666350275,0.004799478232909239,0.005452441099180271
35.0,0.16456599722778992,0.14870787130601962,128.1336,128.1336,1.0,0.11469218179529145,0.3642063512629005,0.3090371670543419,0.3544995080732805,0.5302422552903144,0.30015056478920576,0.7250110768257281,2.63302233859874,0.22750356427209772,0.6487577247522724,0.22074101648818534,1.9380924686715661,0.26555848368132984,0.27770807193642827,0.5235759615898132,0.3657495908507735,0.23184838883457917,0.11389601892395189,0.0029604885638151415,1.6139098896637734,0.0017039055128765183,0.0044317630191059425,0.005819958214352279
36.0,0.165091341023666,0.13790537980285916,131.79456,131.79456,1.0,0.11469218179529145,0.3692215975820942,0.30038010489991457,0.35932140801524814,0.5347629538935977,0.29964701753685674,0.724892568277699,2.625494192525981,0.23105068559822742,0.6455252997198109,0.2232397505433167,1.9600311990919839,0.2622107969151671,0.2754813137032842,0.5313701629638672,0.3708733493605215,0.23556958502950145,0.11389601892395189,0.0028985884107473577,1.6329748881180421,0.0015526472928737323,0.004475597264822813,0.005513180068716329
37.0,0.163018182520635,0.13104766190092457,135.45552,135.45552,1.0,0.11469218179529145,0.36229733835512296,0.31155923069313024,0.35528726470722805,0.5235342878558,0.30217218084730535,0.7257772719249987,2.649738354815815,0.2258512558012135,0.6465736934677945,0.2183532636896968,1.9171281468186414,0.26580966203607714,0.27512162388860933,0.5344597697257996,0.36343979428461504,0.2303054023802124,0.11389601892395189,0.0025964069402918425,1.5101616406936955,0.0014421630847960827,0.003944592487364207,0.005839391613371444
38.0,0.16528212230255107,0.13937059226057255,139.11648,139.11648,1.0,0.11469218179529145,0.35690356896591996,0.31697462480898514,0.35403165925461305,0.5287507723181611,0.302181229414999,0.7280101789004093,2.6473021603494207,0.2214668295031199,0.6474999434019726,0.220921715560082,1.9396789953439104,0.2679738562091503,0.27720739219712526,0.5362505912780762,0.3577335480368644,0.22630785214315455,0.11389601892395189,0.0026754177865055333,1.6008740333600144,0.0013550508008057748,0.004222128526693928,0.006839412264684171
39.0,0.16583657754981546,0.17992724680500588,142.77744,142.77744,1.0,0.11469218179529145,0.3709000082247791,0.3026212776723793,0.35856440955932917,0.5323014143325813,0.30315871952919504,0.7281047438889937,2.6545806649829755,0.23221879588452168,0.6502683148079164,0.22160369279925668,1.9456667133134913,0.2648854961832061,0.2781781935285999,0.5341620445251465,0.37199968732116784,0.23641091828691616,0.11389601892395189,0.0026098032009385496,1.608767081885162,0.0013330300946246454,0.00410673350743472,0.005623690818371804
40.0,0.16450520003322372,0.1364493630266443,146.4384,146.4384,1.0,0.11469218179529145,0.3689583353782674,0.304878895191767,0.36403970783537043,0.5369685420994642,0.30612193348506367,0.7301835746522233,2.6819542287173457,0.23049620266455992,0.6482472758026642,0.21956470503516407,1.9277645268862902,0.26126381411164634,0.2768978700163845,0.5298985242843628,0.37005311080090647,0.23521896052321847,0.11389601892395189,0.0024747035270415683,1.5666771631749725,0.0012685812731102163,0.0038878645303340874,0.00581838534710719
41.0,0.1640918915248868,0.14956465083687126,150.09936,150.09936,1.0,0.11469218179529145,0.36523075244948416,0.30908674125816726,0.35717783253836594,0.5358831409027727,0.31014500910841225,0.7285472945946494,2.7150595588267703,0.22743820875306958,0.6478691231733207,0.21957947093628208,1.927894170584617,0.2642885297595585,0.27647162807141595,0.5416392087936401,0.3655631457265104,0.2321893060031806,0.11389601892395189,0.0025030320140323565,1.6302085271181568,0.00123575563812558,0.003990804566163976,0.005110733345168558
42.0,0.16602701058451247,0.19477172171354318,153.76032,153.76032,1.0,0.11469218179529145,0.3576580739766406,0.31453477039572564,0.3593869044719014,0.5278804906891678,0.309527246248813,0.7311018602558373,2.709871748552676,0.22226479101083071,0.6444589477063842,0.21831534719241946,1.9167952423182422,0.26642834612553884,0.27655786350148365,0.5268259644508362,0.35839732027652305,0.2273337533513877,0.11389601892395189,0.002553229447425121,1.7145461658565182,0.0012199347768257092,0.004113880304111726,0.005807118442270008
43.0,0.16987925985856997,0.3507500440446705,157.42128,157.42128,1.0,0.11469218179529145,0.36188100589279576,0.31156781697888386,0.3633433767114559,0.5306098323207978,0.3111476806797251,0.7330849988529867,2.7260954533632114,0.22524767965877165,0.6466089825260931,0.2185597982178721,1.9189415071988072,0.26713497240341194,0.27726120033812346,0.5405480265617371,0.36272990305277597,0.23047918367413414,0.11389601892395189,0.0023690582417756787,1.6373858669576293,0.001178716934626842,0.003753025650237064,0.005898045271995633
44.0,0.16848824350591174,0.41544086630678584,161.08224,161.08224,1.0,0.11469218179529145,0.3715577001910763,0.3036799417528058,0.3614669295407802,0.5360732199292362,0.3120321392117709,0.7335567985910499,2.7340994703962416,0.23199253245408152,0.6480319774085773,0.2204524132078004,1.9355585497241652,0.2607804787184502,0.276091913699351,0.5463395118713379,0.37238665853609193,0.23692500393041518,0.11389601892395189,0.002307968068123338,1.6382794340133842,0.0011675920907379884,0.0036290843171339375,0.005078801771893703
45.0,0.1631643959889199,0.1336210322420852,164.7432,164.7432,1.0,0.11469218179529145,0.3597004267870281,0.3144215325847618,0.36317592823450295,0.5300652789788929,0.3159320914568797,0.7372586276838188,2.7660143916553377,0.22361584456000572,0.64499833569171,0.2188529937605446,1.9215157459249936,0.2646135143349205,0.2765232748833102,0.5169476270675659,0.3610866024119232,0.22927436983470367,0.11389601892395189,0.0021232419562637883,1.5478750666898122,0.0010450612963757361,0.0033713354985114284,0.004044809946217199
46.0,0.16725866318557472,0.2557991879234331,168.40416,168.40416,1.0,0.11469218179529145,0.3589351340245099,0.3120585563756731,0.3688079392266046,0.5287497976137531,0.31646516835401745,0.7380947230859473,2.776395817601974,0.2232598355473542,0.6465080974835388,0.2219681584684464,1.9488666993413881,0.262282323183189,0.27662384439908755,0.518218457698822,0.36016694618728995,0.22916798061198215,0.11389601892395189,0.0020976189734019618,1.569438204585822,0.0010684555444239305,0.00328227035543601,0.00686656302366975
47.0,0.16845933906765034,0.263871018437455,172.06512,172.06512,1.0,0.11469218179529145,0.3550682518996807,0.3187953940427838,0.3668428195292187,0.529648033993739,0.31920244205702497,0.7364363412848267,2.7948463001540986,0.22026551199941724,0.6462000586410781,0.21991107152696013,1.9308056032563723,0.26672249555113575,0.27540787307289327,0.5273361802101135,0.35632106200128505,0.2260721344941956,0.11389601892395189,0.0021312777466965627,1.6349487023471738,0.0010572951459518656,0.0033669716825681334,0.006049156133543783
48.0,0.16872003848810319,0.23177197796463428,175.72608,175.72608,1.0,0.11469218179529145,0.3638855721688959,0.3097322863085709,0.3663700724351355,0.5310101558752268,0.31606713396898534,0.7385463890807424,2.765071596308938,0.2265785832223902,0.6442237458818347,0.21822811739808418,1.9160293701204305,0.26183679496013385,0.27588354351549116,0.5349209904670715,0.36521894182184883,0.2322165227044156,0.11389601892395189,0.002117131538072419,1.6647901767173607,0.0010044300889137296,0.00339372078345758,0.005329657328142932
